,ALTD FP Equity_DX_SI_QTY,ALTD FP Equity_DX_SHORT_INTEREST_VALUE,ALTD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTD FP Equity_DX_SI_MV,ALTD FP Equity_DX_DSS,ALTD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTD FP Equity_DX_SUPPLY_SI_QTY,ALTD FP Equity_DX_BROKER_SI_QTY,ALTD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTD FP Equity_DX_BROKER_SI_MV_NEW_x,ALTD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALTD FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTD FP Equity_DX_BROKER_SI_MV_INC_x,ALTD FP Equity_DX_SUPPLY_SI_MV_NEW,ALTD FP Equity_DX_BROKER_SI_QTY_ADD,ALTD FP Equity_DX_BROKER_SI_QTY_NEW,ALTD FP Equity_DX_SUPPLY_SI_MV_DEC,ALTD FP Equity_DX_BROKER_SI_QTY_INC,ALTD FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTD FP Equity_DX_BROKER_SI_MV_NEW_y,ALTD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALTD FP Equity_DX_BROKER_SI_MV_INC_y,ALTD FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTD FP Equity_DX_BROKER_SI_MV_ADD,ALTD FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTD FP Equity_DX_BROKER_SI_QTY_DEC,ALTD FP Equity_DX_SUPPLY_SI_MV,ALTD FP Equity_DX_BROKER_SI_MV_DEC,ALTD FP Equity_DX_SUPPLY_SI_MV_RMV,ALTD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTD FP Equity_DX_UTILIZATION_QUANTITY,ALTD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALTD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTD FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTD FP Equity_DX_BROKER_SI_CON_RATIO,ALTD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTD FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTD FP Equity_PX_LAST
2019-10-24,126450.0,7523.78,0.07,0.06,0.07,0.01,0.0,7232.23,15800.0,121550.0,940.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.49,0.0,0.0,,0.0,100.0,4.86,0.8775,93.53,4.201,0.0595
2019-10-25,126450.0,7549.07,0.07,0.06,0.07,0.01,0.0,7256.54,15800.0,121550.0,943.26,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.49,0.0,0.0,,0.0,100.0,5.05,0.8742,93.35,4.201,0.0597
2019-10-28,126450.0,7599.65,0.07,0.06,0.07,0.01,0.0,7305.16,15800.0,121550.0,949.58,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.49,0.0,0.0,,0.0,100.0,5.06,0.874,93.34,4.201,0.0601
2019-10-29,126450.0,7650.23,0.07,0.06,0.07,0.01,0.0,7353.78,15800.0,121550.0,955.9,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.49,0.0,0.0,,0.0,100.0,5.06,0.874,93.34,4.201,0.0605
2019-10-30,126450.0,7776.68,0.07,0.06,0.07,0.01,0.0,7475.33,15800.0,121550.0,971.7,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.49,0.0,0.0,,0.0,100.0,5.09,0.8735,93.31,4.201,0.0615
2019-10-31,124450.0,7628.79,0.07,0.06,0.07,0.01,0.0,7389.72,14800.0,120550.0,907.24,,,,,,,,0.0,,1000.0,,,,,,,1000.0,0.0,0.0,,100.0,52.67,0.0,0.0,,0.0,100.0,5.11,0.9029,94.89,4.4288,0.0613
2019-11-01,124450.0,7678.57,0.07,0.06,0.07,0.01,0.0,7437.94,14800.0,120550.0,913.16,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.14,0.9024,94.86,4.4288,0.0617
2019-11-04,124450.0,7678.57,0.07,0.06,0.07,0.01,0.0,7437.94,14800.0,120550.0,913.16,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.12,0.9028,94.88,4.4288,0.0617
2019-11-05,124450.0,7653.68,0.07,0.07,0.07,0.01,0.0,7413.83,14800.0,120550.0,910.2,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.11,0.9029,94.89,4.4288,0.0615
2019-11-06,124450.0,7715.9,0.07,0.07,0.07,0.01,0.0,7474.1,14800.0,120550.0,917.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.15,0.9023,94.85,4.4288,0.062
2019-11-07,124450.0,7865.24,0.07,0.08,0.07,0.01,0.0,7618.76,14800.0,120550.0,935.36,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.18,0.9017,94.82,4.4288,0.0632
2019-11-08,124450.0,7715.9,0.07,0.08,0.07,0.01,0.0,7474.1,14800.0,120550.0,917.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.07,0.9038,94.93,4.4288,0.062
2019-11-11,124450.0,7728.35,0.07,0.08,0.07,0.01,0.0,7486.16,14800.0,120550.0,919.08,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.13,0.9027,94.87,4.4288,0.0621
2019-11-12,124450.0,7715.9,0.07,0.08,0.07,0.01,0.0,7474.1,14800.0,120550.0,917.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.12,0.9029,94.88,4.4288,0.062
2019-11-13,124450.0,7778.13,0.07,0.11,0.07,0.01,0.0,7534.38,14800.0,120550.0,925.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.15,0.9023,94.85,4.4288,0.0625
2019-11-14,124450.0,7790.57,0.07,0.11,0.07,0.01,0.0,7546.43,14800.0,120550.0,926.48,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.13,0.9027,94.87,4.4288,0.0626
2019-11-15,124450.0,7691.01,0.07,0.12,0.07,0.01,0.0,7449.99,14800.0,120550.0,914.64,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.09,0.9035,94.91,4.4288,0.0618
2019-11-18,124450.0,7691.01,0.07,0.12,0.07,0.01,0.0,7449.99,14800.0,120550.0,914.64,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.12,0.9028,94.88,4.4288,0.0618
2019-11-19,124450.0,7579.01,0.07,0.12,0.07,0.01,0.0,7341.5,14800.0,120550.0,901.32,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.08,0.9036,94.92,4.4288,0.0609
2019-11-20,124450.0,7616.34,0.07,0.13,0.07,0.01,0.0,7377.66,14800.0,120550.0,905.76,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.14,0.9025,94.86,4.4288,0.0612
2019-11-21,124450.0,7678.57,0.07,0.1,0.07,0.01,0.0,7437.94,14800.0,120550.0,913.16,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.15,0.9023,94.85,4.4288,0.0617
2019-11-22,124450.0,7491.89,0.07,0.1,0.07,0.01,0.0,7257.11,14800.0,120550.0,890.96,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.05,0.9041,94.95,4.4288,0.0602
2019-11-25,124450.0,7292.77,0.07,0.1,0.07,0.01,0.0,7064.23,14800.0,120550.0,867.28,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.04,0.9042,94.96,4.4288,0.0586
2019-11-26,124450.0,7330.11,0.07,0.1,0.07,0.01,0.0,7100.4,14800.0,120550.0,871.72,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.14,0.9025,94.86,4.4288,0.0589
2019-11-27,124450.0,7093.65,0.07,0.1,0.07,0.01,0.0,6871.35,14800.0,120550.0,843.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.03,0.9045,94.97,4.4288,0.057
2019-11-28,124450.0,6919.42,0.07,0.09,0.07,0.01,0.0,6702.58,14800.0,120550.0,822.88,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.05,0.9041,94.95,4.4288,0.0556
2019-11-29,124450.0,6695.41,0.07,0.09,0.07,0.01,0.0,6485.59,14800.0,120550.0,796.24,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.03,0.9045,94.97,4.4288,0.0538
2019-12-02,124450.0,6720.3,0.07,0.09,0.07,0.01,0.0,6509.7,14800.0,120550.0,799.2,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.14,0.9026,94.86,4.4288,0.054
2019-12-03,124450.0,6458.96,0.07,0.09,0.07,0.01,0.0,6256.55,14800.0,120550.0,768.12,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.01,0.9049,94.99,4.4288,0.0519
2019-12-04,124450.0,6272.28,0.07,0.09,0.06,0.01,0.0,6075.72,14800.0,120550.0,745.92,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.04,0.9043,94.96,4.4288,0.0504
2019-12-05,124450.0,6384.29,0.07,0.09,0.06,0.01,0.0,6184.22,14800.0,120550.0,759.24,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.18,0.9018,94.82,4.4288,0.0513
2019-12-06,124450.0,6322.06,0.07,0.09,0.06,0.01,0.0,6123.94,14800.0,120550.0,751.84,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.09,0.9033,94.91,4.4288,0.0508
2019-12-09,124450.0,6396.73,0.07,0.1,0.06,0.01,0.0,6196.27,14800.0,120550.0,760.72,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.16,0.9021,94.84,4.4288,0.0514
2019-12-10,124450.0,6309.62,0.07,0.1,0.06,0.01,0.0,6111.89,14800.0,120550.0,750.36,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.08,0.9035,94.92,4.4288,0.0507
2019-12-11,124450.0,6247.39,0.07,0.1,0.06,0.01,0.0,6051.61,14800.0,120550.0,742.96,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,5.09,0.9033,94.91,4.4288,0.0502
2019-12-12,144450.0,7309.17,0.08,0.11,0.07,0.01,0.0,7111.83,14800.0,140550.0,748.88,,,,,,20000.0,,,,,,,,,0.0,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.11,0.6856,81.47,5.1406,0.0506
2019-12-13,144450.0,7684.74,0.08,0.11,0.07,0.01,0.0,7477.26,14800.0,140550.0,787.36,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.97,0.6856,81.49,5.1406,0.0532
2019-12-16,144450.0,7482.51,0.08,0.1,0.07,0.01,0.0,7280.49,14800.0,140550.0,766.64,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6883,81.66,5.1406,0.0518
2019-12-17,144450.0,7366.95,0.08,0.1,0.07,0.01,0.0,7168.05,14800.0,140550.0,754.8,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6879,81.64,5.1406,0.051
2019-12-18,144450.0,7424.73,0.08,0.1,0.07,0.01,0.0,7224.27,14800.0,140550.0,760.72,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6871,81.58,5.1406,0.0514
2019-12-19,144450.0,7410.29,0.08,0.1,0.07,0.01,0.0,7210.22,14800.0,140550.0,759.24,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6875,81.61,5.1406,0.0513
2019-12-20,144450.0,7641.41,0.08,0.1,0.07,0.01,0.0,7435.1,14800.0,140550.0,782.92,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.98,0.6863,81.53,5.1406,0.0529
2019-12-23,144450.0,7511.4,0.08,0.09,0.07,0.01,0.0,7308.6,14800.0,140550.0,769.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.688,81.64,5.1406,0.052
2019-12-24,144450.0,7670.3,0.08,0.09,0.07,0.01,0.0,7463.21,14800.0,140550.0,785.88,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.2,0.6839,81.35,5.1406,0.0531
2019-12-25,144450.0,7670.3,0.08,0.09,0.07,0.01,0.0,7463.21,14800.0,140550.0,785.88,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.21,0.6838,81.34,5.1406,
2019-12-26,144450.0,7670.3,0.08,0.09,0.07,0.01,0.0,7463.21,14800.0,140550.0,785.88,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.24,0.6835,81.31,5.1406,
2019-12-27,144450.0,7511.4,0.08,0.09,0.07,0.01,0.0,7308.6,14800.0,140550.0,769.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6881,81.65,5.1406,0.052
2019-12-30,144450.0,7453.62,0.08,0.09,0.07,0.01,0.0,7252.38,14800.0,140550.0,763.68,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6877,81.62,5.1406,0.0516
2019-12-31,144450.0,7540.29,0.08,0.09,0.07,0.01,0.0,7336.71,14800.0,140550.0,772.56,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.2,0.6843,81.37,5.1406,0.0522
2020-01-01,144450.0,7540.29,0.08,0.09,0.07,0.01,0.0,7336.71,14800.0,140550.0,772.56,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.19,0.6844,81.38,5.1406,
2020-01-02,144450.0,7309.17,0.08,0.09,0.07,0.01,0.0,7111.83,14800.0,140550.0,748.88,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6885,81.67,5.1406,0.0506
2020-01-03,144450.0,7280.28,0.08,0.09,0.07,0.01,0.0,7083.72,14800.0,140550.0,745.92,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6875,81.61,5.1406,0.0504
2020-01-06,144450.0,7294.73,0.08,0.09,0.07,0.01,0.0,7097.78,14800.0,140550.0,747.4,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6873,81.6,5.1406,0.0505
2020-01-07,144450.0,7309.17,0.07,0.11,0.07,0.01,0.0,7111.83,14800.0,140550.0,748.88,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6873,81.6,5.1406,0.0506
2020-01-08,144450.0,7280.28,0.07,0.1,0.07,0.01,0.0,7083.72,14800.0,140550.0,745.92,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6875,81.61,5.1406,0.0504
2020-01-09,144450.0,7135.83,0.07,0.1,0.07,0.01,0.0,6943.17,14800.0,140550.0,731.12,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6881,81.65,5.1406,0.0494
2020-01-10,144450.0,6904.71,0.07,0.1,0.07,0.01,0.0,6718.29,14800.0,140550.0,707.44,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6885,81.67,5.1406,0.0478
2020-01-13,144450.0,6890.27,0.07,0.1,0.07,0.01,0.0,6704.24,14800.0,140550.0,705.96,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6875,81.61,5.1406,0.0477
2020-01-14,144450.0,6485.81,0.07,0.1,0.07,0.01,0.0,6310.7,14800.0,140550.0,664.52,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.01,0.6895,81.73,5.1406,0.0449
2020-01-15,144450.0,6225.8,0.07,0.09,0.07,0.01,0.0,6057.71,14800.0,140550.0,637.88,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.01,0.6888,81.69,5.1406,0.0431
2020-01-16,144450.0,6225.8,0.07,0.09,0.07,0.01,0.0,6057.71,14800.0,140550.0,637.88,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6874,81.6,5.1406,0.0431
2020-01-17,144450.0,6399.14,0.07,0.09,0.07,0.01,0.0,6226.37,14800.0,140550.0,655.64,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.97,0.6866,81.55,5.1406,0.0443
2020-01-20,144450.0,6153.57,0.07,0.08,0.07,0.01,0.0,5987.43,14800.0,140550.0,630.48,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.66,0.6932,82.01,5.1406,0.0426
2020-01-21,144450.0,6110.24,0.07,0.07,0.07,0.01,0.0,5945.27,14800.0,140550.0,626.04,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6877,81.62,5.1406,0.0423
2020-01-22,144450.0,6211.35,0.07,0.07,0.07,0.01,0.0,6043.65,14800.0,140550.0,636.4,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.98,0.6868,81.57,5.1406,0.043
2020-01-23,144450.0,6384.69,0.07,0.07,0.07,0.01,0.0,6212.31,14800.0,140550.0,654.16,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.98,0.6864,81.54,5.1406,0.0442
2020-01-24,144450.0,6384.69,0.07,0.07,0.07,0.01,0.0,6212.31,14800.0,140550.0,654.16,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6874,81.6,5.1406,0.0442
2020-01-27,144450.0,6225.8,0.07,0.07,0.07,0.01,0.0,6057.71,14800.0,140550.0,637.88,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6883,81.66,5.1406,0.0431
2020-01-28,144450.0,6153.57,0.07,0.07,0.07,0.01,0.0,5987.43,14800.0,140550.0,630.48,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6878,81.63,5.1406,0.0426
2020-01-29,144450.0,6283.58,0.07,0.07,0.07,0.01,0.0,6113.93,14800.0,140550.0,643.8,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.98,0.6867,81.55,5.1406,0.0435
2020-01-30,144450.0,6182.46,0.07,0.07,0.07,0.01,0.0,6015.54,14800.0,140550.0,633.44,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.688,81.64,5.1406,0.0428
2020-01-31,144450.0,6038.01,0.07,0.07,0.07,0.01,0.0,5874.99,14800.0,140550.0,618.64,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6882,81.65,5.1406,0.0418
2020-02-03,144450.0,5922.45,0.07,0.07,0.07,0.01,0.0,5762.55,14800.0,140550.0,606.8,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.13,0.6864,81.52,5.1406,0.041
2020-02-04,144450.0,5778.0,0.07,0.07,0.07,0.01,0.0,5622.0,14800.0,140550.0,592.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6883,81.66,5.1406,0.04
2020-02-05,144450.0,5546.88,0.07,0.07,0.07,0.01,0.0,5397.12,14800.0,140550.0,568.32,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.01,0.6888,81.69,5.1406,0.0384
2020-02-06,144450.0,5517.99,0.07,0.07,0.07,0.01,0.0,5369.01,14800.0,140550.0,565.36,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6876,81.61,5.1406,0.0382
2020-02-07,144450.0,5344.65,0.07,0.07,0.07,0.01,0.0,5200.35,14800.0,140550.0,547.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6885,81.67,5.1406,0.037
2020-02-10,144450.0,5330.21,0.07,0.07,0.07,0.01,0.0,5186.3,14800.0,140550.0,546.12,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6875,81.61,5.1406,0.0369
2020-02-11,144450.0,5344.65,0.07,0.07,0.07,0.01,0.0,5200.35,14800.0,140550.0,547.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6873,81.6,5.1406,0.037
2020-02-12,144450.0,5532.44,0.07,0.06,0.07,0.01,0.0,5383.07,14800.0,140550.0,566.84,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.98,0.6862,81.52,5.1406,0.0383
2020-02-13,144450.0,5633.55,0.07,0.06,0.07,0.01,0.0,5481.45,14800.0,140550.0,577.2,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.98,0.6868,81.56,5.1406,0.039
2020-02-14,144450.0,5546.88,0.07,0.06,0.07,0.01,0.0,5397.12,14800.0,140550.0,568.32,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.79,0.6906,81.83,5.1406,0.0384
2020-02-17,144450.0,5705.78,0.07,0.06,0.07,0.01,0.0,5551.73,14800.0,140550.0,584.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.92,0.6872,81.6,5.1406,0.0395
2020-02-18,144450.0,5864.67,0.07,0.05,0.07,0.01,0.0,5706.33,14800.0,140550.0,600.88,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.98,0.6864,81.54,5.1406,0.0406
2020-02-19,144450.0,5908.01,0.07,0.05,0.07,0.01,0.0,5748.5,14800.0,140550.0,605.32,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6871,81.59,5.1406,0.0409
2020-02-20,144450.0,5778.0,0.06,0.04,0.06,0.01,0.0,5622.0,14800.0,140550.0,592.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6882,81.65,5.1406,0.04
2020-02-21,144450.0,5344.65,0.06,0.04,0.06,0.01,0.0,5200.35,14800.0,140550.0,547.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.02,0.69,81.77,5.1406,0.037
2020-02-24,144450.0,4810.19,0.06,0.04,0.06,0.01,0.0,4680.31,14800.0,140550.0,492.84,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.03,0.6909,81.83,5.1406,0.0333
2020-02-25,144450.0,4766.85,0.06,0.04,0.06,0.0,0.0,4638.15,14800.0,140550.0,488.4,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6877,81.62,5.1406,0.033
2020-02-26,144450.0,4651.29,0.06,0.04,0.06,0.0,0.0,4525.71,14800.0,140550.0,476.56,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.6883,81.66,5.1406,0.0322
2020-02-27,144450.0,4579.06,0.06,0.04,0.06,0.0,0.0,4455.44,14800.0,140550.0,469.16,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.0,0.688,81.64,5.1406,0.0317
2020-02-28,147250.0,4432.23,0.06,0.04,0.06,0.0,0.0,4230.56,17600.0,140550.0,529.76,,,2800.0,,,,,,,,,,,2800.0,,,,0.0,,,100.0,52.23,0.0,0.0,,0.0,100.0,13.74,0.6633,80.14,4.3694,0.0301
2020-03-02,147250.0,4314.43,0.06,0.04,0.06,0.0,0.0,4118.12,17600.0,140550.0,515.68,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.23,0.0,0.0,,0.0,100.0,13.73,0.6625,80.09,4.3694,0.0293
2020-03-03,147250.0,4417.5,0.06,0.04,0.06,0.0,0.0,4216.5,17600.0,140550.0,528.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.23,0.0,0.0,,0.0,100.0,13.71,0.6608,79.98,4.3694,0.03
2020-03-04,147250.0,4417.5,0.06,0.04,0.06,0.0,0.0,4216.5,17600.0,140550.0,528.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.23,0.0,0.0,,0.0,100.0,13.72,0.6616,80.03,4.3694,0.03
2020-03-05,147250.0,3828.5,0.06,0.04,0.06,0.0,0.0,3654.3,17600.0,140550.0,457.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.23,0.0,0.0,,0.0,100.0,13.72,0.6617,80.04,4.3694,0.026
2020-03-06,147250.0,3563.45,0.06,0.04,0.06,0.0,0.0,3401.31,17600.0,140550.0,425.92,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.23,0.0,0.0,,0.0,100.0,13.75,0.6639,80.18,4.3694,0.0242
2020-03-09,144450.0,3322.35,0.06,0.04,0.06,0.0,0.0,3232.65,14800.0,140550.0,340.4,,,,,,,,0.0,,2800.0,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,14.01,0.6892,81.71,5.1406,0.023
2020-03-10,144450.0,3394.58,0.06,0.04,0.06,0.0,0.0,3302.93,14800.0,140550.0,347.8,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.98,0.6866,81.55,5.1406,0.0235
2020-03-11,144450.0,3394.58,0.06,0.03,0.06,0.0,0.0,3302.93,14800.0,140550.0,347.8,,,,,,,,,,,,,,,,,,0.0,,,100.0,52.67,0.0,0.0,,0.0,100.0,13.99,0.6874,81.6,5.1406,0.0235
