,MTF FP Equity_DX_SI_QTY,MTF FP Equity_DX_SHORT_INTEREST_VALUE,MTF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTF FP Equity_DX_SI_MV,MTF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTF FP Equity_DX_SUPPLY_SI_QTY,MTF FP Equity_DX_BROKER_SI_QTY,MTF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTF FP Equity_DX_BROKER_SI_MV_NEW_x,MTF FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTF FP Equity_DX_BROKER_SI_MV_INC_x,MTF FP Equity_DX_BROKER_SI_QTY_ADD,MTF FP Equity_DX_BROKER_SI_QTY_NEW,MTF FP Equity_DX_SUPPLY_SI_MV_DEC,MTF FP Equity_DX_BROKER_SI_QTY_INC,MTF FP Equity_DX_SUPPLY_SI_QTY_DEC,MTF FP Equity_DX_BROKER_SI_MV_NEW_y,MTF FP Equity_DX_BROKER_SI_MV_INC_y,MTF FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTF FP Equity_DX_BROKER_SI_MV_ADD,MTF FP Equity_DX_SUPPLY_SI_QTY_ADD,MTF FP Equity_DX_BROKER_SI_QTY_DEC,MTF FP Equity_DX_SUPPLY_SI_MV,MTF FP Equity_DX_BROKER_SI_MV_DEC,MTF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTF FP Equity_DX_UTILIZATION_QUANTITY,MTF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTF FP Equity_DX_ACTIVE_UTILIZATION_MV,MTF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTF FP Equity_DX_BROKER_SI_CON_RATIO,MTF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTF FP Equity_DX_DEMAND_SUPPLY_RATIO,MTF FP Equity_PX_LAST
2019-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,148728.6,0.07,0.0,,0.0,,0.0,280.62
2019-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,148018.4,0.07,0.0,,0.0,,0.0,279.28
2019-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,147652.7,0.07,0.0,,0.0,,0.0,278.59
2019-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,146984.9,0.07,0.0,,0.0,,0.0,277.33
2019-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,148574.9,0.07,0.0,,0.0,,0.0,280.33
2019-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,147567.9,0.07,0.0,,0.0,,0.0,278.43
2019-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,144038.1,0.07,0.0,,0.0,,0.0,271.77
2019-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,145606.9,0.06,0.0,,0.0,,0.0,274.73
2019-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,143317.3,0.07,0.0,,0.0,,0.0,270.41
2019-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,142114.2,0.06,0.0,,0.0,,0.0,268.14
2019-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,142983.4,0.06,0.0,,0.0,,0.0,269.78
2019-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,143895.0,0.06,0.0,,0.0,,0.0,271.5
2019-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,530.0,141631.9,0.06,0.0,,0.0,,0.0,267.23
2019-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,483.0,129869.04,0.05,0.0,,0.0,,0.0,268.88
2019-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,483.0,129410.19,0.05,0.0,,0.0,,0.0,267.93
2019-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,483.0,130946.13,0.05,0.0,,0.0,,0.0,271.11
2019-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,116611.7,0.04,0.0,,0.0,,0.0,271.19
2019-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,116886.9,0.04,0.0,,0.0,,0.0,271.83
2019-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,118551.0,0.04,0.0,,0.0,,0.0,275.7
2019-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,119355.1,0.04,0.0,,0.0,,0.0,277.57
2019-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,118873.5,0.04,0.0,,0.0,,0.0,276.45
2019-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,119204.6,0.04,0.0,,0.0,,0.0,277.22
2019-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,118873.5,0.04,0.0,,0.0,,0.0,276.45
2019-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,118594.0,0.04,0.0,,0.0,,0.0,275.8
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,117996.3,0.04,0.0,,0.0,,0.0,274.41
2019-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,117626.5,0.04,0.0,,0.0,,0.0,273.55
2019-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,118572.5,0.04,0.0,,0.0,,0.0,275.75
2019-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,118301.6,0.04,0.0,,0.0,,0.0,275.12
2019-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,118146.8,0.04,0.0,,0.0,,0.0,274.76
2019-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,118258.6,0.04,0.0,,0.0,,0.0,275.02
2019-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,117557.7,0.04,0.0,,0.0,,0.0,273.39
2019-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,116233.3,0.04,0.0,,0.0,,0.0,270.31
2019-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,115377.6,0.04,0.0,,0.0,,0.0,268.32
2019-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,116022.6,0.04,0.0,,0.0,,0.0,269.82
2019-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,115579.7,0.04,0.0,,0.0,,0.0,268.79
2019-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,115106.7,0.04,0.0,,0.0,,0.0,267.69
2019-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,115493.7,0.04,0.0,,0.0,,0.0,268.59
2019-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,115033.6,0.04,0.0,,0.0,,0.0,267.52
2019-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113971.5,0.04,0.0,,0.0,,0.0,265.05
2019-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,114693.9,0.04,0.0,,0.0,,0.0,266.73
2019-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,115300.2,0.04,0.0,,0.0,,0.0,268.14
2019-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,115523.8,0.04,0.0,,0.0,,0.0,268.66
2019-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,114818.6,0.04,0.0,,0.0,,0.0,267.02
2019-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113717.8,0.04,0.0,,0.0,,0.0,264.46
2019-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,114220.9,0.04,0.0,,0.0,,0.0,265.63
2019-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,114285.4,0.04,0.0,,0.0,,0.0,265.78
2019-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,115338.9,0.04,0.0,,0.0,,0.0,268.23
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,114504.7,0.04,0.0,,0.0,,0.0,266.29
2019-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113709.2,0.04,0.0,,0.0,,0.0,264.44
2019-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113382.4,0.04,0.0,,0.0,,0.0,263.68
2019-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113640.4,0.04,0.0,,0.0,,0.0,264.28
2019-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,111963.4,0.04,0.0,,0.0,,0.0,260.38
2019-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,112346.1,0.04,0.0,,0.0,,0.0,261.27
2019-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,111628.0,0.04,0.0,,0.0,,0.0,259.6
2019-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,111585.0,0.04,0.0,,0.0,,0.0,259.5
2019-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,112419.2,0.04,0.0,,0.0,,0.0,261.44
2019-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,112819.1,0.04,0.0,,0.0,,0.0,262.37
2019-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,112870.7,0.04,0.0,,0.0,,0.0,262.49
2019-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113133.0,0.04,0.0,,0.0,,0.0,263.1
2019-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,112973.9,0.04,0.0,,0.0,,0.0,262.73
2019-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113279.2,0.04,0.0,,0.0,,0.0,263.44
2019-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,112767.5,0.04,0.0,,0.0,,0.0,262.25
2019-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113360.9,0.04,0.0,,0.0,,0.0,263.63
2019-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113356.6,0.04,0.0,,0.0,,0.0,263.62
2019-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113649.0,0.04,0.0,,0.0,,0.0,264.3
2019-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113601.7,0.04,0.0,,0.0,,0.0,264.19
2019-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113464.1,0.04,0.0,,0.0,,0.0,263.87
2019-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,113322.2,0.04,0.0,,0.0,,0.0,263.54
2019-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,430.0,111602.2,0.04,0.0,,0.0,,0.0,259.54
2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,77322.0,0.0,0.0,,0.0,,0.0,263.0
2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76866.3,0.0,0.0,,0.0,,0.0,261.45
2019-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76437.06,0.0,0.0,,0.0,,0.0,259.99
2019-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76342.98,0.0,0.0,,0.0,,0.0,259.67
2019-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76622.28,0.0,0.0,,0.0,,0.0,260.62
2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76575.24,0.0,0.0,,0.0,,0.0,260.46
2019-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76966.26,0.0,0.0,,0.0,,0.0,261.79
2019-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76360.62,0.0,0.0,,0.0,,0.0,259.73
2019-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,77095.62,0.0,0.0,,0.0,,0.0,262.23
2019-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76660.5,0.0,0.0,,0.0,,0.0,260.75
2019-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,77086.8,0.0,0.0,,0.0,,0.0,262.2
2019-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76416.48,0.0,0.0,,0.0,,0.0,259.92
2019-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76234.2,0.0,0.0,,0.0,,0.0,259.3
2019-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76216.56,0.0,0.0,,0.0,,0.0,259.24
2019-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76096.02,0.0,0.0,,0.0,,0.0,258.83
2019-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76122.48,0.0,0.0,,0.0,,0.0,258.92
2019-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76122.48,0.0,0.0,,0.0,,0.0,
2019-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76122.48,0.0,0.0,,0.0,,0.0,
2019-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,76295.94,0.0,0.0,,0.0,,0.0,259.51
2019-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,75469.8,0.0,0.0,,0.0,,0.0,256.7
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,294.0,75643.26,0.0,0.0,,0.0,,0.0,257.29
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,423.0,109129.77,0.03,0.0,,0.0,,0.0,257.99
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,423.0,110225.34,0.03,0.0,,0.0,,0.0,260.58
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,423.0,110009.61,0.03,0.0,,0.0,,0.0,260.07
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,423.0,109882.71,0.03,0.0,,0.0,,0.0,259.77
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,463.0,119921.63,0.03,0.0,,0.0,,0.0,259.01
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,463.0,119541.97,0.03,0.0,,0.0,,0.0,258.19
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,463.0,119815.14,0.03,0.0,,0.0,,0.0,258.78
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,463.0,118805.8,0.03,0.0,,0.0,,0.0,256.6
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,463.0,119120.64,0.03,0.0,,0.0,,0.0,257.28
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,463.0,119801.25,0.03,0.0,,0.0,,0.0,258.75
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,86298.92,0.0,0.0,,0.0,,0.0,258.38
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,86312.28,0.0,0.0,,0.0,,0.0,258.42
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,86519.36,0.0,0.0,,0.0,,0.0,259.04
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,87030.38,0.0,0.0,,0.0,,0.0,260.57
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,87184.02,0.0,0.0,,0.0,,0.0,261.03
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,88085.82,0.0,0.0,,0.0,,0.0,263.73
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,88413.14,0.0,0.0,,0.0,,0.0,264.71
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,89699.04,0.0,0.0,,0.0,,0.0,268.56
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,89481.94,0.0,0.0,,0.0,,0.0,267.91
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,90069.78,0.0,0.0,,0.0,,0.0,269.67
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,90580.8,0.0,0.0,,0.0,,0.0,271.2
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,91091.82,0.0,0.0,,0.0,,0.0,272.73
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,90701.04,0.0,0.0,,0.0,,0.0,271.56
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,90326.96,0.0,0.0,,0.0,,0.0,270.44
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,89735.78,0.0,0.0,,0.0,,0.0,268.67
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,89739.12,0.0,0.0,,0.0,,0.0,268.68
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,90149.94,0.0,0.0,,0.0,,0.0,269.91
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,90534.04,0.0,0.0,,0.0,,0.0,271.06
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,90190.02,0.0,0.0,,0.0,,0.0,270.03
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,90290.22,0.0,0.0,,0.0,,0.0,270.33
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,90574.12,0.0,0.0,,0.0,,0.0,271.18
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,90721.08,0.0,0.0,,0.0,,0.0,271.62
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,90677.66,0.0,0.0,,0.0,,0.0,271.49
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,90827.96,0.0,0.0,,0.0,,0.0,271.94
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,91078.46,0.0,0.0,,0.0,,0.0,272.69
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,91846.66,0.0,0.0,,0.0,,0.0,274.99
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,91996.96,0.0,0.0,,0.0,,0.0,275.44
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334.0,92294.22,0.0,0.0,,0.0,,0.0,276.33
