,KRW FP Equity_DX_SI_QTY,KRW FP Equity_DX_SHORT_INTEREST_VALUE,KRW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,KRW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,KRW FP Equity_DX_SI_MV,KRW FP Equity_DX_DSS,KRW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,KRW FP Equity_DX_SUPPLY_SI_QTY,KRW FP Equity_DX_BROKER_SI_QTY,KRW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,KRW FP Equity_DX_BROKER_SI_MV_NEW_x,KRW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,KRW FP Equity_DX_SUPPLY_SI_QTY_INC_x,KRW FP Equity_DX_BROKER_SI_MV_INC_x,KRW FP Equity_DX_SUPPLY_SI_MV_NEW,KRW FP Equity_DX_BROKER_SI_QTY_ADD,KRW FP Equity_DX_BROKER_SI_QTY_NEW,KRW FP Equity_DX_SUPPLY_SI_MV_DEC,KRW FP Equity_DX_BROKER_SI_QTY_INC,KRW FP Equity_DX_SUPPLY_SI_QTY_DEC,KRW FP Equity_DX_BROKER_SI_MV_NEW_y,KRW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,KRW FP Equity_DX_BROKER_SI_MV_INC_y,KRW FP Equity_DX_SUPPLY_SI_QTY_INC_y,KRW FP Equity_DX_BROKER_SI_MV_ADD,KRW FP Equity_DX_SUPPLY_SI_QTY_ADD,KRW FP Equity_DX_BROKER_SI_QTY_DEC,KRW FP Equity_DX_SUPPLY_SI_MV,KRW FP Equity_DX_BROKER_SI_MV_DEC,KRW FP Equity_DX_SUPPLY_SI_MV_RMV,KRW FP Equity_DX_BROKER_SI_MV_RMV,KRW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,KRW FP Equity_DX_UTILIZATION_QUANTITY,KRW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,KRW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,KRW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,KRW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,KRW FP Equity_DX_ACTIVE_UTILIZATION_MV,KRW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,KRW FP Equity_DX_BROKER_SI_CON_RATIO,KRW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,KRW FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-01-28,6720.0,439340.16,8.81,0.52,0.44,,176520.6,4020.0,2700.0,262819.56,,,,,,,,,,,,,,,,,,0.26,,,,100.0,29.36,0.0,0.0,,0.0,100.0,31.82,0.5661,68.18,0.4908
2022-01-31,6720.0,449924.16,8.42,0.52,0.44,,180773.1,4020.0,2700.0,269151.06,,,,,,,,,,,,,,,,,,0.26,,,,100.0,29.36,0.0,0.0,,0.0,100.0,31.82,0.5661,68.18,0.4908
2022-02-01,6720.0,451019.52,9.62,0.52,0.45,,181213.2,4020.0,2700.0,269806.32,,,,,,,,,,,,,,,,,,0.27,,,,100.0,29.36,0.0,0.0,,0.0,100.0,31.82,0.5661,68.18,0.4908
2022-02-02,1320.0,88886.16,1.9,0.1,0.09,,0.0,1320.0,0.0,88886.16,,,,,,,,0.18,,2700.0,,,,,,,2700.0,0.09,0.18,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0964
2022-02-03,1320.0,86626.32,1.66,0.1,0.09,,0.0,1320.0,0.0,86626.32,,,,,,,,,,,,,,,,,,0.09,,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0964
2022-02-04,1320.0,86578.8,1.73,0.1,0.09,,0.0,1320.0,0.0,86578.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0964
2022-02-07,1320.0,87456.6,1.64,0.1,0.09,,0.0,1320.0,0.0,87456.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0964
2022-02-08,1320.0,87753.6,1.48,0.1,0.09,,0.0,1320.0,0.0,87753.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0964
2022-02-09,1320.0,89040.6,1.59,0.1,0.09,,0.0,1320.0,0.0,89040.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0964
2022-02-10,1320.0,89113.2,1.63,0.1,0.09,,0.0,1320.0,0.0,89113.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0964
2022-02-11,1320.0,89473.56,1.65,0.1,0.09,,0.0,1320.0,0.0,89473.56,,,,,,,,,,,,,,,,,,0.09,,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0964
2022-02-14,4320.0,288554.4,5.39,0.33,0.29,,100192.5,2820.0,1500.0,188361.9,,,1500.0,,,1500.0,,,,,,,,1500.0,0.1,,,0.19,,,,23.0,20.6,9440.0,630544.8,,0.64,23.01,45.65,0.5038,54.35,0.3155
2022-02-15,4320.0,287716.32,5.08,0.33,0.29,,99901.5,2820.0,1500.0,187814.82,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,628713.44,,0.63,23.0,45.65,0.5038,54.35,0.3155
2022-02-16,4320.0,290368.8,5.07,0.33,0.29,,100822.5,2820.0,1500.0,189546.3,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,634509.6,,0.63,23.0,45.65,0.5038,54.35,0.3155
2022-02-17,4320.0,290567.52,5.58,0.33,0.29,,100891.5,2820.0,1500.0,189676.02,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,634943.84,,0.63,23.0,45.65,0.5038,54.35,0.3155
2022-02-18,4320.0,289837.44,5.61,0.33,0.29,,100638.0,2820.0,1500.0,189199.44,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,633348.48,,0.63,23.02,45.66,0.5038,54.34,0.3155
2022-02-21,4320.0,291232.8,5.66,0.33,0.29,,101122.5,2820.0,1500.0,190110.3,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,636397.6,,0.63,23.02,45.65,0.5038,54.35,0.3155
2022-02-22,4320.0,288243.36,5.44,0.33,0.29,,100084.5,2820.0,1500.0,188158.86,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,629865.12,,0.64,23.0,45.65,0.5038,54.35,0.3155
2022-02-23,4320.0,287928.0,5.41,0.33,0.29,,99975.0,2820.0,1500.0,187953.0,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,629176.0,,0.63,23.0,45.65,0.5038,54.35,0.3155
2022-02-24,4320.0,279711.36,5.5,0.33,0.29,,97122.0,2820.0,1500.0,182589.36,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,611221.12,,0.63,22.99,45.65,0.5038,54.35,0.3155
2022-02-25,4320.0,286882.56,6.19,0.33,0.28,,99612.0,2820.0,1500.0,187270.56,,,,,,,,,,,,,,,,,,0.18,,,,23.0,20.6,9440.0,626891.52,,0.61,23.19,46.28,0.5028,53.72,0.3155
2022-02-28,4320.0,288260.64,6.32,0.33,0.29,,100090.5,2820.0,1500.0,188170.14,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,629902.88,,0.63,23.01,45.65,0.5038,54.35,0.3155
2022-03-01,4320.0,291703.68,6.38,0.33,0.29,,101286.0,2820.0,1500.0,190417.68,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,637426.56,,0.63,22.99,45.65,0.5038,54.35,0.3155
2022-03-02,4320.0,288766.08,6.54,0.33,0.29,,100266.0,2820.0,1500.0,188500.08,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,631007.36,,0.64,23.01,45.65,0.5038,54.35,0.3155
2022-03-03,4320.0,291785.76,6.55,0.33,0.29,,101314.5,2820.0,1500.0,190471.26,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,637605.92,,0.63,22.99,45.65,0.5038,54.35,0.3155
2022-03-04,4320.0,285590.88,6.45,0.33,0.29,,99163.5,2820.0,1500.0,186427.38,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,624068.96,,0.64,22.94,45.48,0.5041,54.52,0.3155
2022-03-07,4320.0,280618.56,6.33,0.33,0.29,,97437.0,2820.0,1500.0,183181.56,,,,,,,,,,,,,,,,,,0.19,,,,23.0,20.6,9440.0,613203.52,,0.62,23.02,45.65,0.5038,54.35,0.3155
2022-03-08,4320.0,277365.6,6.25,0.33,0.28,,96307.5,2820.0,1500.0,181058.1,,,,,,,,,,,,,,,,,,0.18,,,,23.0,20.6,9440.0,606095.2,,0.61,23.02,45.65,0.5038,54.35,0.3155
2022-03-09,4320.0,281711.52,5.69,0.33,0.28,,97816.5,2820.0,1500.0,183895.02,,,,,,,,,,,,,,,,,,0.18,,,,23.0,20.6,9440.0,615591.84,,0.6,23.01,45.65,0.5038,54.35,0.3155
2022-03-10,4320.0,277819.2,4.82,0.33,0.28,,96465.0,2820.0,1500.0,181354.2,,,,,,,,,,,,,,,,,,0.18,,,,23.0,20.6,9440.0,607086.4,,0.62,22.99,45.65,0.5038,54.35,0.3155
2022-03-11,4320.0,276804.0,4.28,0.33,0.28,,96112.5,2820.0,1500.0,180691.5,,,,,,,,,,,,,,,,,,0.18,,,,23.0,20.6,9440.0,604868.0,,0.61,23.15,46.06,0.5031,53.94,0.3155
2022-03-14,4320.0,275201.28,4.53,0.33,0.28,,95556.0,2820.0,1500.0,179645.28,,,,,,,,,,,,,,,,,,0.18,,,,23.0,22.22,9440.0,601365.76,,0.6,23.0,45.65,0.5038,54.35,0.3404
2022-03-15,4320.0,275417.28,4.26,0.33,0.28,,95631.0,2820.0,1500.0,179786.28,,,,,,,,,,,,,,,,,,0.18,,,,23.0,22.22,9440.0,601837.76,,0.6,23.0,45.65,0.5038,54.35,0.3404
2022-03-16,4320.0,284204.16,3.96,0.33,0.28,,98682.0,2820.0,1500.0,185522.16,,,,,,,,,,,,,,,,,,0.18,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-03-17,4320.0,286848.0,4.31,0.33,0.28,,99600.0,2820.0,1500.0,187248.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-03-18,4320.0,289116.0,4.33,0.33,0.29,,100387.5,2820.0,1500.0,188728.5,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-03-21,4320.0,284800.32,4.5,0.33,0.29,,98889.0,2820.0,1500.0,185911.32,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-03-22,4320.0,288783.36,5.13,0.34,0.29,,100272.0,2820.0,1500.0,188511.36,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-03-23,4320.0,288355.68,1.13,0.34,0.29,,100123.5,2820.0,1500.0,188232.18,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.26,0.5045,54.74,0.3404
2022-03-24,4320.0,288502.56,1.13,0.34,0.29,,100174.5,2820.0,1500.0,188328.06,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.28,0.5045,54.72,0.3404
2022-03-25,4320.0,286308.0,1.13,0.37,0.29,,99412.5,2820.0,1500.0,186895.5,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.3,0.5044,54.7,0.3404
2022-03-28,4320.0,287616.96,1.13,0.37,0.29,,99867.0,2820.0,1500.0,187749.96,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-03-29,4320.0,289958.4,1.15,0.37,0.29,,100680.0,2820.0,1500.0,189278.4,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-03-30,4320.0,288368.64,1.15,0.37,0.29,,100128.0,2820.0,1500.0,188240.64,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-03-31,4320.0,289310.4,1.13,0.37,0.29,,100455.0,2820.0,1500.0,188855.4,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-04-01,17320.0,1156196.6,4.45,1.48,1.16,,567417.5,8820.0,8500.0,588779.1,,,6000.0,,,7000.0,,,,,,,,6000.0,0.47,,,0.59,,,,100.0,69.5,0.0,0.0,,0.0,100.0,15.38,0.555,71.75,1.3647
2022-04-04,17320.0,1170104.56,4.45,1.48,1.16,,574243.0,8820.0,8500.0,595861.56,,,,,,,,,,,,,,,,,,0.59,,,,100.0,69.5,0.0,0.0,,0.0,100.0,15.36,0.5539,71.66,1.3647
2022-04-05,23920.0,1610796.72,6.12,2.04,1.61,,760953.3,12620.0,11300.0,849843.42,,,3800.0,0.19,,,,,2800.0,,,,0.19,3800.0,,,,0.85,,,,100.0,92.18,0.0,0.0,,0.0,100.0,11.06,0.6552,79.65,1.7471
2022-04-06,23920.0,1590249.44,6.11,2.04,1.61,,751246.6,12620.0,11300.0,839002.84,,,,,,,,,,,,,,,,,,0.85,,,,100.0,92.18,0.0,0.0,,0.0,100.0,11.06,0.6552,79.65,1.7471
2022-04-07,23920.0,1572189.84,6.11,2.04,1.59,,742715.1,12620.0,11300.0,829474.74,,,,,,,,,,,,,,,,,,0.84,,,,100.0,92.18,0.0,0.0,,0.0,100.0,11.06,0.6552,79.65,1.7471
2022-04-08,23920.0,1575323.36,6.11,1.97,1.57,,744195.4,12620.0,11300.0,831127.96,,,,,,,,,,,,,,,,,,0.83,,,,100.0,92.18,0.0,0.0,,0.0,100.0,11.05,0.6546,79.6,1.7471
2022-04-11,11920.0,777100.56,2.97,0.98,0.79,,345522.9,6620.0,5300.0,431577.66,,,,,,,,0.39,,6000.0,,,,,,,6000.0,0.44,0.39,,,100.0,48.35,0.0,0.0,,0.0,100.0,19.84,0.4703,63.49,0.8706
2022-04-12,9920.0,648837.44,2.47,0.82,0.65,,281250.1,5620.0,4300.0,367587.34,,,,,,,,0.07,,1000.0,,,,,,,1000.0,0.37,0.07,,,100.0,44.28,0.0,0.0,,0.0,100.0,26.98,0.3777,50.36,0.7817
2022-04-13,4320.0,287625.6,1.06,0.36,0.28,,99870.0,2820.0,1500.0,187755.6,,,,,,,,0.18,,2800.0,,,,,,,2800.0,0.18,0.18,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-04-14,4320.0,285638.4,1.06,0.36,0.29,,99180.0,2820.0,1500.0,186458.4,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.27,0.5045,54.73,0.3404
2022-04-15,4320.0,285638.4,1.06,0.36,0.29,,99180.0,2820.0,1500.0,186458.4,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.28,0.5044,54.72,0.3404
2022-04-18,4320.0,285638.4,1.06,0.36,0.29,,99180.0,2820.0,1500.0,186458.4,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-04-19,4320.0,284437.44,1.06,0.36,0.29,,98763.0,2820.0,1500.0,185674.44,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-04-20,4320.0,284472.0,1.06,0.36,0.28,,98775.0,2820.0,1500.0,185697.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-04-21,4320.0,283275.36,1.07,0.36,0.28,,98359.5,2820.0,1500.0,184915.86,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-04-22,4320.0,280484.64,1.09,0.33,0.28,,97390.5,2820.0,1500.0,183094.14,,,,,,,,,,,,,,,,,,0.18,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.48,0.5041,54.52,0.3404
2022-04-25,4320.0,276808.32,1.1,0.33,0.28,,96114.0,2820.0,1500.0,180694.32,,,,,,,,,,,,,,,,,,0.18,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-04-26,4320.0,274151.52,1.14,0.33,0.28,,95191.5,2820.0,1500.0,178960.02,,,,,,,,,,,,,,,,,,0.18,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-04-27,4320.0,275076.0,1.13,0.33,0.27,,95512.5,2820.0,1500.0,179563.5,,,,,,,,,,,,,,,,,,0.18,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-04-28,4320.0,277452.0,1.15,0.33,0.27,,96337.5,2820.0,1500.0,181114.5,,,,,,,,,,,,,,,,,,0.18,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-04-29,4320.0,285098.4,1.17,0.33,0.28,,98992.5,2820.0,1500.0,186105.9,,,,,,,,,,,,,,,,,,0.18,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.56,0.5039,54.44,0.3404
2022-05-02,4320.0,281944.8,1.14,0.33,0.28,,97897.5,2820.0,1500.0,184047.3,,,,,,,,,,,,,,,,,,0.18,,,,100.0,22.22,0.0,0.0,,0.0,100.0,44.82,0.5054,55.18,0.3404
2022-05-03,4320.0,285068.16,1.14,0.33,0.28,,98982.0,2820.0,1500.0,186086.16,,,,,,,,,,,,,,,,,,0.18,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-05-04,4320.0,281780.64,1.07,0.33,0.29,,97840.5,2820.0,1500.0,183940.14,,,,,,,,,,,,,,,,,,0.19,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.65,0.5038,54.35,0.3404
2022-05-05,4320.0,277274.88,1.07,0.33,0.28,,96276.0,2820.0,1500.0,180998.88,,,,,,,,,,,,,,,,,,0.18,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.58,0.5039,54.42,0.3404
2022-05-06,4320.0,277067.52,4.1,0.33,0.28,,96204.0,2820.0,1500.0,180863.52,,,,,,,,,,,,,,,,,,0.18,,,,100.0,22.22,0.0,0.0,,0.0,100.0,45.91,0.5033,54.09,0.3404
2022-05-09,21320.0,1342072.68,18.42,1.64,1.37,,629490.0,11320.0,10000.0,712582.68,,,8500.0,,,8500.0,,,,,,,,8500.0,0.54,,,0.73,,,,100.0,89.2,0.0,0.0,,0.0,100.0,13.32,0.6001,75.49,1.6799
2022-05-10,21320.0,1330986.28,18.44,1.64,1.34,,624290.0,11320.0,10000.0,706696.28,,,,,,,,,,,,,,,,,,0.71,,,,100.0,89.2,0.0,0.0,,0.0,100.0,13.32,0.6001,75.49,1.6799
2022-05-11,22520.0,1424457.56,18.44,1.73,1.4,,670481.8,11920.0,10600.0,753975.76,,,600.0,0.03,,,,,600.0,,,,0.03,600.0,,,,0.74,,,,100.0,89.68,0.0,0.0,,0.0,100.0,12.04,0.6308,77.85,1.6944
2022-05-12,22520.0,1403986.88,18.44,1.73,1.43,,660846.4,11920.0,10600.0,743140.48,,,,,,,,,,,,,,,,,,0.75,,,,100.0,89.68,0.0,0.0,,0.0,100.0,12.05,0.6312,77.88,1.6944
2022-05-13,20720.0,1336688.64,15.99,1.6,1.29,,606412.8,11320.0,9400.0,730275.84,,,,,,,,0.04,,600.0,,,,,,,1200.0,0.71,0.08,,,100.0,85.17,0.0,0.0,,0.0,100.0,11.3,0.6708,80.72,1.559
2022-05-16,20720.0,1324733.2,10.13,1.6,1.34,,600989.0,11320.0,9400.0,723744.2,,,,,,,,,,,,,,,,,,0.73,,,,100.0,85.17,0.0,0.0,,0.0,100.0,11.01,0.6742,80.97,1.559
2022-05-17,3120.0,201976.32,1.58,0.24,0.2,,58262.4,2220.0,900.0,143713.92,,,,,,,,0.58,,9100.0,,,,,,,8500.0,0.14,0.54,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-05-18,3120.0,199564.56,1.58,0.24,0.2,,57566.7,2220.0,900.0,141997.86,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-05-19,3120.0,198322.8,1.57,0.24,0.2,,57208.5,2220.0,900.0,141114.3,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-05-20,3120.0,200541.12,1.57,0.24,0.2,,57848.4,2220.0,900.0,142692.72,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.43,0.5147,58.57,0.2458
2022-05-23,3120.0,202129.2,1.52,0.24,0.2,,58306.5,2220.0,900.0,143822.7,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-05-24,3120.0,195995.28,1.54,0.24,0.2,,56537.1,2220.0,900.0,139458.18,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-05-25,3120.0,197570.88,1.61,0.24,0.2,,56991.6,2220.0,900.0,140579.28,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-05-26,3120.0,198257.28,1.58,0.24,0.2,,57189.6,2220.0,900.0,141067.68,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-05-27,3120.0,202522.32,1.64,0.24,0.2,,58419.9,2220.0,900.0,144102.42,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.7,0.5138,58.3,0.2458
2022-05-30,3120.0,204119.76,1.58,0.24,0.2,,58880.7,2220.0,900.0,145239.06,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-05-31,3120.0,204335.04,1.6,0.24,0.2,,58942.8,2220.0,900.0,145392.24,,,,,,,,,,,,,,,,,,0.15,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-06-01,3120.0,203214.96,1.56,0.24,0.2,,58619.7,2220.0,900.0,144595.26,,,,,,,,,,,,,,,,,,0.15,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.73,0.5137,58.27,0.2458
2022-06-02,3120.0,204213.36,1.47,0.24,0.2,,58907.7,2220.0,900.0,145305.66,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.61,0.5141,58.39,0.2458
2022-06-03,3120.0,201168.24,1.44,0.24,0.2,,58029.3,2220.0,900.0,143138.94,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.85,0.5133,58.15,0.2458
2022-06-06,3120.0,202066.8,1.5,0.24,0.2,,58288.5,2220.0,900.0,143778.3,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-06-07,3120.0,198329.04,1.5,0.24,0.2,,57210.3,2220.0,900.0,141118.74,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-06-08,3120.0,199024.8,1.43,0.24,0.2,,57411.0,2220.0,900.0,141613.8,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-06-09,3120.0,197589.6,1.43,0.24,0.2,,56997.0,2220.0,900.0,140592.6,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-06-10,3120.0,192528.96,1.43,0.24,0.2,,55537.2,2220.0,900.0,136991.76,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.62,0.514,58.38,0.2458
2022-06-13,3120.0,185799.12,1.51,0.24,0.19,,53595.9,2220.0,900.0,132203.22,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-06-14,3120.0,187206.24,1.51,0.24,0.19,,54001.8,2220.0,900.0,133204.44,,,,,,,,,,,,,,,,,,0.13,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-06-15,3120.0,185976.96,1.72,0.24,0.19,,53647.2,2220.0,900.0,132329.76,,,,,,,,,,,,,,,,,,0.13,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-06-16,3120.0,180841.44,1.72,0.23,0.19,,52165.8,2220.0,900.0,128675.64,,,,,,,,,,,,,,,,,,0.13,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.41,0.5148,58.59,0.2458
2022-06-17,3120.0,182679.12,1.74,0.23,0.18,,52695.9,2220.0,900.0,129983.22,,,,,,,,,,,,,,,,,,0.13,,,,100.0,17.49,0.0,0.0,,0.0,100.0,40.86,0.5167,59.14,0.2458
2022-06-20,3120.0,179094.24,1.84,0.23,0.18,,51661.8,2220.0,900.0,127432.44,,,,,,,,,,,,,,,,,,0.13,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-06-21,3120.0,181250.16,1.67,0.23,0.18,,52283.7,2220.0,900.0,128966.46,,,,,,,,,,,,,,,,,,0.13,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-06-22,3120.0,175509.36,1.73,0.23,0.18,,50627.7,2220.0,900.0,124881.66,,,,,,,,,,,,,,,,,,0.13,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-06-23,3120.0,174002.4,1.72,0.23,0.18,,50193.0,2220.0,900.0,123809.4,,,,,,,,,,,,,,,,,,0.13,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
2022-06-24,3120.0,179655.84,1.81,0.23,0.17,,51823.8,2220.0,900.0,127832.04,,,,,,,,,,,,,,,,,,0.12,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.51,0.5144,58.49,0.2458
2022-06-27,3120.0,180501.36,1.31,0.23,0.18,,52067.7,2220.0,900.0,128433.66,,,,,,,,,,,,,,,,,,0.13,,,,100.0,17.49,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.2458
