,EDEU FP Equity_DX_SI_QTY,EDEU FP Equity_DX_SHORT_INTEREST_VALUE,EDEU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EDEU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EDEU FP Equity_DX_SI_MV,EDEU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EDEU FP Equity_DX_SUPPLY_SI_QTY,EDEU FP Equity_DX_BROKER_SI_QTY,EDEU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EDEU FP Equity_DX_SUPPLY_SI_MV,EDEU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EDEU FP Equity_DX_UTILIZATION_QUANTITY,EDEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EDEU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EDEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EDEU FP Equity_DX_ACTIVE_UTILIZATION_MV,EDEU FP Equity_DX_BROKER_SI_CON_RATIO,EDEU FP Equity_DX_DEMAND_SUPPLY_RATIO,EDEU FP Equity_PX_LAST
2021-04-09,,,,,,,,,,,,,,,,,,,106.42
2021-04-12,,,,,,,,,,,,,,,,,,,105.76
2021-04-13,,,,,,,,,,,,,,,,,,,105.92
2021-04-14,,,,,,,,,,,,,,,,,,,106.14
2021-04-15,,,,,,,,,,,,,,,,,,,107.02
2021-04-16,,,,,,,,,,,,,,,,,,,107.74
2021-04-19,,,,,,,,,,,,,,,,,,,108.2
2021-04-20,,,,,,,,,,,,,,,,,,,105.9
2021-04-21,,,,,,,,,,,,,,,,,,,106.38
2021-04-22,,,,,,,,,,,,,,,,,,,106.98
2021-04-23,,,,,,,,,,,,,,,,,,,107.24
2021-04-26,,,,,,,,,,,,,,,,,,,107.7
2021-04-27,,,,,,,,,,,,,,,,,,,107.2
2021-04-28,,,,,,,,,,,,,,,,,,,107.86
2021-04-29,,,,,,,,,,,,,,,,,,,107.18
2021-04-30,,,,,,,,,,,,,,,,,,,107.4
2021-05-03,,,,,,,,,,,,,,,,,,,108.22
2021-05-04,,,,,,,,,,,,,,,,,,,107.4
2021-05-05,,,,,,,,,,,,,,,,,,,109.98
2021-05-06,,,,,,,,,,,,,,,,,,,110.14
2021-05-07,,,,,,,,,,,,,,,,,,,110.36
2021-05-10,,,,,,,,,,,,,,,,,,,111.4
2021-05-11,,,,,,,,,,,,,,,,,,,109.42
2021-05-12,,,,,,,,,,,,,,,,,,,110.22
2021-05-13,,,,,,,,,,,,,,,,,,,109.72
2021-05-14,,,,,,,,,,,,,,,,,,,111.06
2021-05-17,,,,,,,,,,,,,,,,,,,111.1
2021-05-18,,,,,,,,,,,,,,,,,,,111.54
2021-05-19,,,,,,,,,,,,,,,,,,,109.32
2021-05-20,,,,,,,,,,,,,,,,,,,110.4
2021-05-21,,,,,,,,,,,,,,,,,,,110.94
2021-05-24,,,,,,,,,,,,,,,,,,,111.48
2021-05-25,,,,,,,,,,,,,,,,,,,110.82
2021-05-26,,,,,,,,,,,,,,,,,,,111.02
2021-05-27,,,,,,,,,,,,,,,,,,,111.24
2021-05-28,,,,,,,,,,,,,,,,,,,111.4
2021-05-31,,,,,,,,,,,,,,,,,,,110.86
2021-06-01,,,,,,,,,,,,,,,,,,,112.62
2021-06-02,,,,,,,,,,,,,,,,,,,113.0
2021-06-03,,,,,,,,,,,,,,,,,,,113.14
2021-06-04,,,,,,,,,,,,,,,,,,,113.26
2021-06-07,,,,,,,,,,,,,,,,,,,113.5
2021-06-08,,,,,,,,,,,,,,,,,,,113.92
2021-06-09,,,,,,,,,,,,,,,,,,,113.48
2021-06-10,,,,,,,,,,,,,,,,,,,113.26
2021-06-11,,,,,,,,,,,,,,,,,,,114.42
2021-06-14,,,,,,,,,,,,,,,,,,,114.46
2021-06-15,,,,,,,,,,,,,,,,,,,114.06
2021-06-16,,,,,,,,,,,,,,,,,,,114.42
2021-06-17,,,,,,,,,,,,,,,,,,,113.92
2021-06-18,,,,,,,,,,,,,,,,,,,111.44
2021-06-21,,,,,,,,,,,,,,,,,,,113.6
2021-06-22,,,,,,,,,,,,,,,,,,,113.72
2021-06-23,,,,,,,,,,,,,,,,,,,112.96
2021-06-24,,,,,,,,,,,,,,,,,,,113.72
2021-06-25,,,,,,,,,,,,,,,,,,,113.88
2021-06-28,,,,,,,,,,,,,,,,,,,112.56
2021-06-29,,,,,,,,,,,,,,,,,,,112.82
2021-06-30,,,,,,,,,,,,,,,,,,,112.28
2021-07-01,,,,,,,,,,,,,,,,,,,113.58
2021-07-02,,,,,,,,,,,,,,,,,,,113.9
2021-07-05,,,,,,,,,,,,,,,,,,,114.52
2021-07-06,,,,,,,,,,,,,,,,,,,113.16
2021-07-07,,,,,,,,,,,,,,,,,,,113.32
2021-07-08,,,,,,,,,,,,,,,,,,,111.24
2021-07-09,,,,,,,,,,,,,,,,,,,113.0
2021-07-12,,,,,,,,,,,,,,,,,,,113.2
2021-07-13,,,,,,,,,,,,,,,,,,,113.32
2021-07-14,,,,,,,,,,,,,,,,,,,113.42
2021-07-15,,,,,,,,,,,,,,,,,,,111.88
2021-07-16,,,,,,,,,,,,,,,,,,,111.18
2021-07-19,,,,,,,,,,,,,,,,,,,108.1
2021-07-20,,,,,,,,,,,,,,,,,,,108.64
2021-07-21,,,,,,,,,,,,,,,,,,,110.7
2021-07-22,,,,,,,,,,,,,,,,,,,111.16
2021-07-23,,,,,,,,,,,,,,,,,,,111.98
2021-07-26,,,,,,,,,,,,,,,,,,,112.02
2021-07-27,,,,,,,,,,,,,,,,,,,111.46
2021-07-28,,,,,,,,,,,,,,,,,,,111.94
2021-07-29,,,,,,,,,,,,,,,,,,,112.44
2021-07-30,,,,,,,,,,,,,,,,,,,111.56
2021-08-02,,,,,,,,,,,,,,,,,,,112.0
2021-08-03,,,,,,,,,,,,,,,,,,,112.38
2021-08-04,,,,,,,,,,,,,,,,,,,112.46
2021-08-05,,,,,,,,,,,,,,,,,,,112.7
2021-08-06,,,,,,,,,,,,,,,,,,,113.0
2021-08-09,,,,,,,,,,,,,,,,,,,112.38
2021-08-10,,,,,,,,,,,,,,,,,,,113.5
2021-08-11,,,,,,,,,,,,,,,,,,,114.38
2021-08-12,,,,,,,,,,,,,,,,,,,114.76
2021-08-13,,,,,,,,,,,,,,,,,,,114.94
2021-08-16,,,,,,,,,,,,,,,,,,,114.38
2021-08-17,,,,,,,,,,,,,,,,,,,114.14
2021-08-18,,,,,,,,,,,,,,,,,,,114.46
2021-08-19,,,,,,,,,,,,,,,,,,,112.2
2021-08-20,,,,,,,,,,,,,,,,,,,112.54
2021-08-23,,,,,,,,,,,,,,,,,,,113.62
2021-08-24,,,,,,,,,,,,,,,,,,,114.22
2021-08-25,,,,,,,,,,,,,,,,,,,114.12
2021-08-26,,,,,,,,,,,,,,,,,,,113.38
2021-08-27,,,,,,,,,,,,,,,,,,,113.88
2021-08-30,,,,,,,,,,,,,,,,,,,113.96
2021-08-31,,,,,,,,,,,,,,,,,,,113.22
2021-09-01,,,,,,,,,,,,,,,,,,,113.12
2021-09-02,,,,,,,,,,,,,,,,,,,113.76
2021-09-03,,,,,,,,,,,,,,,,,,,113.34
2021-09-06,,,,,,,,,,,,,,,,,,,113.92
2021-09-07,,,,,,,,,,,,,,,,,,,113.5
2021-09-08,,,,,,,,,,,,,,,,,,,112.32
2021-09-09,,,,,,,,,,,,,,,,,,,111.92
2021-09-10,,,,,,,,,,,,,,,,,,,111.38
2021-09-13,,,,,,,,,,,,,,,,,,,112.68
2021-09-14,,,,,,,,,,,,,,,,,,,112.62
2021-09-15,,,,,,,,,,,,,,,,,,,112.64
2021-09-16,,,,,,,,,,,,,,,,,,,112.5
2021-09-17,,,,,,,,,,,,,,,,,,,111.28
2021-09-20,,,,,,,,,,,,,,,,,,,109.58
2021-09-21,,,,,,,,,,,,,,,,,,,110.4
2021-09-22,,,,,,,,,,,,,,,,,,,112.4
2021-09-23,,,,,,,,,,,,,,,,,,,112.96
2021-09-24,,,,,,,,,,,,,,,,,,,112.5
2021-09-27,,,,,,,,,,,,,,,,,,,113.44
2021-09-28,,,,,,,,,,,,,,,,,,,112.1
2021-09-29,,,,,,,,,,,,,,,,,,,112.44
2021-09-30,,,,,,,,,,,,,,,,,,,112.8
2021-10-01,,,,,,,,,,,,,,,,,,,112.46
2021-10-04,,,,,,,,,,,,,,,,,,,112.58
2021-10-05,,,,,,,,,,,,,,,,,,,113.58
2021-10-06,,,,,,,,,,,,,,,,,,,111.74
2021-10-07,,,,,,,,,,,,,,,,,,,113.28
2021-10-08,,,,,,,,,,,,,,,,,,,113.52
2021-10-11,,,,,,,,,,,,,,,,,,,114.4
2021-10-12,,,,,,,,,,,,,,,,,,,114.12
2021-10-13,,,,,,,,,,,,,,,,,,,114.38
2021-10-14,,,,,,,,,,,,,,,,,,,115.6
2021-10-15,,,,,,,,,,,,,,,,,,,116.14
2021-10-18,,,,,,,,,,,,,,,,,,,115.16
2021-10-19,,,,,,,,,,,,,,,,,,,115.36
2021-10-20,,,,,,,,,,,,,,,,,,,115.82
2021-10-21,,,,,,,,,,,,,,,,,,,115.32
2021-10-22,,,,,,,,,,,,,,,,,,,115.6
2021-10-25,,,,,,,,,,,,,,,,,,,116.04
2021-10-26,,,,,,,,,,,,,,,,,,,116.3
2021-10-27,,,,,,,,,,,,,,,,,,,116.1
2021-10-28,,,,,,,,,,,,,,,,,,,115.58
2021-10-29,,,,,,,,,,,,,,,,,,,115.26
2021-11-01,,,,,,,,,,,,,,,,,,,115.9
2021-11-02,,,,,,,,,,,,,,,,,,,115.4
2021-11-03,,,,,,,,,,,,,,,,,,,115.58
2021-11-04,,,,,,,,,,,,,,,,,,,115.74
2021-11-05,,,,,,,,,,,,,,,,,,,116.44
2021-11-08,,,,,,,,,,,,,,,,,,,116.8
2021-11-09,,,,,,,,,,,,,,,,,,,116.56
2021-11-10,,,,,,,,,,,,,,,,,,,117.6
2021-11-11,,,,,,,,,,,,,,,,,,,116.98
2021-11-12,,,,,,,,,,,,,,,,,,,116.84
2021-11-15,,,,,,,,,,,,,,,,,,,117.48
2021-11-16,,,,,,,,,,,,,,,,,,,117.86
2021-11-17,,,,,,,,,,,,,,,,,,,117.56
2021-11-18,,,,,,,,,,,,,,,,,,,116.5
2021-11-19,,,,,,,,,,,,,,,,,,,115.52
2021-11-22,,,,,,,,,,,,,,,,,,,116.12
2021-11-23,,,,,,,,,,,,,,,,,,,115.76
2021-11-24,,,,,,,,,,,,,,,,,,,115.72
2021-11-25,,,,,,,,,,,,,,,,,,,115.82
2021-11-26,,,,,,,,,,,,,,,,,,,110.64
2021-11-29,,,,,,,,,,,,,,,,,,,111.82
2021-11-30,,,,,,,,,,,,,,,,,,,110.16
2021-12-01,,,,,,,,,,,,,,,,,,,112.18
2021-12-02,,,,,,,,,,,,,,,,,,,111.18
2021-12-03,,,,,,,,,,,,,,,,,,,111.3
2021-12-06,,,,,,,,,,,,,,,,,,,112.72
2021-12-07,,,,,,,,,,,,,,,,,,,113.98
2021-12-08,,,,,,,,,,,,,,,,,,,113.9
2021-12-09,,,,,,,,,,,,,,,,,,,113.7
2021-12-10,,,,,,,,,,,,,,,,,,,113.82
2021-12-13,,,,,,,,,,,,,,,,,,,113.42
2021-12-14,,,,,,,,,,,,,,,,,,,112.94
2021-12-15,,,,,,,,,,,,,,,,,,,112.84
2021-12-16,,,,,,,,,,,,,,,,,,,114.14
2021-12-17,,,,,,,,,,,,,,,,,,,113.7
2021-12-20,,,,,,,,,,,,,,,,,,,112.24
2021-12-21,,,,,,,,,,,,,,,,,,,113.96
2021-12-22,,,,,,,,,,,,,,,,,,,114.6
2021-12-23,,,,,,,,,,,,,,,,,,,115.76
2021-12-24,,,,,,,,,,,,,,,,,,,115.82
2021-12-27,,,,,,,,,,,,,,,,,,,116.46
2021-12-28,,,,,,,,,,,,,,,,,,,117.48
2021-12-29,,,,,,,,,,,,,,,,,,,117.26
2021-12-30,,,,,,,,,,,,,,,,,,,117.3
2021-12-31,,,,,,,,,,,,,,,,,,,117.12
2022-01-03,,,,,,,,,,,,,,,,,,,117.96
2022-01-04,,,,,,,,,,,,,,,,,,,119.08
2022-01-05,,,,,,,,,,,,,,,,,,,118.98
2022-01-06,,,,,,,,,,,,,,,,,,,118.04
2022-01-07,,,,,,,,,,,,,,,,,,,118.26
2022-01-10,,,,,,,,,,,,,,,,,,,117.22
2022-01-11,,,,,,,,,,,,,,,,,,,118.0
2022-01-12,,,,,,,,,,,,,,,,,,,118.88
2022-01-13,,,,,,,,,,,,,,,,,,,119.28
2022-01-14,,,,,,,,,,,,,,,,,,,118.56
2022-01-17,,,,,,,,,,,,,,,,,,,119.12
2022-01-18,,,,,,,,,,,,,,,,,,,118.0
2022-01-19,,,,,,,,,,,,,,,,,,,118.38
2022-01-20,,,,,,,,,,,,,,,,,,,118.58
2022-01-21,,,,,,,,,,,,,,,,,,,116.3
2022-01-24,,,,,,,,,,,,,,,,,,,112.26
2022-01-25,,,,,,,,,,,,,,,,,,,113.7
2022-01-26,,,,,,,,,,,,,,,,,,,115.14
2022-01-27,,,,,,,,,,,,,,,,,,,115.7
2022-01-28,,,,,,,,,,,,,,,,,,,114.78
2022-01-31,,,,,,,,,,,,,,,,,,,115.66
2022-02-01,,,,,,,,,,,,,,,,,,,116.24
2022-02-02,,,,,,,,,,,,,,,,,,,116.88
2022-02-03,,,,,,,,,,,,,,,,,,,115.5
2022-02-04,,,,,,,,,,,,,,,,,,,114.62
2022-02-07,,,,,,,,,,,,,,,,,,,114.9
2022-02-08,,,,,,,,,,,,,,,,,,,115.14
2022-02-09,,,,,,,,,,,,,,,,,,,116.82
2022-02-10,,,,,,,,,,,,,,,,,,,116.18
2022-02-11,,,,,,,,,,,,,,,,,,,116.12
2022-02-14,,,,,,,,,,,,,,,,,,,114.04
2022-02-15,,,,,,,,,,,,,,,,,,,115.46
2022-02-16,,,,,,,,,,,,,,,,,,,115.34
2022-02-17,,,,,,,,,,,,,,,,,,,114.54
2022-02-18,,,,,,,,,,,,,,,,,,,114.16
2022-02-21,,,,,,,,,,,,,,,,,,,112.42
2022-02-22,,,,,,,,,,,,,,,,,,,112.52
2022-02-23,,,,,,,,,,,,,,,,,,,112.06
2022-02-24,,,,,,,,,,,,,,,,,,,107.1
2022-02-25,,,,,,,,,,,,,,,,,,,110.62
2022-02-28,,,,,,,,,,,,,,,,,,,109.34
2022-03-01,,,,,,,,,,,,,,,,,,,107.26
2022-03-02,,,,,,,,,,,,,,,,,,,107.98
2022-03-03,,,,,,,,,,,,,,,,,,,106.0
2022-03-04,,,,,,,,,,,,,,,,,,,102.54
2022-03-07,,,,,,,,,,,,,,,,,,,100.94
2022-03-08,,,,,,,,,,,,,,,,,,,100.42
2022-03-09,,,,,,,,,,,,,,,,,,,104.82
2022-03-10,,,,,,,,,,,,,,,,,,,103.28
2022-03-11,,,,,,,,,,,,,,,,,,,105.04
2022-03-14,,,,,,,,,,,,,,,,,,,107.16
2022-03-15,,,,,,,,,,,,,,,,,,,106.66
2022-03-16,,,,,,,,,,,,,,,,,,,109.34
2022-03-17,,,,,,,,,,,,,,,,,,,109.58
2022-03-18,,,,,,,,,,,,,,,,,,,110.06
2022-03-21,,,,,,,,,,,,,,,,,,,109.78
2022-03-22,,,,,,,,,,,,,,,,,,,110.06
2022-03-23,,,,,,,,,,,,,,,,,,,109.38
2022-03-24,,,,,,,,,,,,,,,,,,,108.98
2022-03-25,,,,,,,,,,,,,,,,,,,108.82
2022-03-28,,,,,,,,,,,,,,,,,,,108.86
2022-03-29,,,,,,,,,,,,,,,,,,,111.82
2022-03-30,,,,,,,,,,,,,,,,,,,109.62
2022-03-31,,,,,,,,,,,,,,,,,,,108.0
2022-04-01,,,,,,,,,,,,,,,,,,,108.68
2022-04-04,,,,,,,,,,,,,,,,,,,109.1
2022-04-05,,,,,,,,,,,,,,,,,,,109.36
2022-04-06,,,,,,,,,,,,,,,,,,,108.28
2022-04-07,,,,,,,,,,,,,,,,,,,107.66
2022-04-08,,,,,,,,,,,,,,,,,,,109.78
2022-04-11,,,,,,,,,,,,,,,,,,,109.34
2022-04-12,,,,,,,,,,,,,,,,,,,109.28
2022-04-13,,,,,,,,,,,,,,,,,,,109.24
2022-04-14,,,,,,,,,,,,,,,,,,,109.66
2022-04-19,,,,,,,,,,,,,,,,,,,109.32
2022-04-20,,,,,,,,,,,,,,,,,,,110.32
2022-04-21,,,,,,,,,,,,,,,,,,,110.56
2022-04-22,,,,,,,,,,,,,,,,,,,109.36
2022-04-25,,,,,,,,,,,,,,,,,,,107.48
2022-04-26,,,,,,,,,,,,,,,,,,,106.78
2022-04-27,,,,,,,,,,,,,,,,,,,107.28
2022-04-28,,,,,,,,,,,,,,,,,,,108.2
2022-04-29,,,,,,,,,,,,,,,,,,,108.88
2022-05-02,,,,,,,,,,,,,,,,,,,107.32
2022-05-03,,,,,,,,,,,,,,,,,,,108.44
2022-05-04,,,,,,,,,,,,,,,,,,,107.34
2022-05-05,,,,,,,,,,,,,,,,,,,106.5
2022-05-06,,,,,,,,,,,,,,,,,,,105.02
2022-05-09,,,,,,,,,,,,,,,,,,,101.86
2022-05-10,,,,,,,,,,,,,,,,,,,103.0
2022-05-11,,,,,,,,,,,,,,,,,,,104.36
2022-05-12,,,,,,,,,,,,,,,,,,,103.8
2022-05-13,,,,,,,,,,,,,,,,,,,105.66
2022-05-16,,,,,,,,,,,,,,,,,,,105.62
2022-05-17,,,,,,,,,,,,,,,,,,,107.04
2022-05-18,,,,,,,,,,,,,,,,,,,105.96
2022-05-19,,,,,,,,,,,,,,,,,,,104.24
2022-05-20,,,,,,,,,,,,,,,,,,,105.18
2022-05-23,,,,,,,,,,,,,,,,,,,106.72
2022-05-24,,,,,,,,,,,,,,,,,,,105.3
2022-05-25,,,,,,,,,,,,,,,,,,,106.14
2022-05-26,,,,,,,,,,,,,,,,,,,107.1
2022-05-27,,,,,,,,,,,,,,,,,,,108.04
2022-05-30,,,,,,,,,,,,,,,,,,,108.56
2022-05-31,,,,,,,,,,,,,,,,,,,107.76
2022-06-01,,,,,,,,,,,,,,,,,,,106.88
2022-06-02,,,,,,,,,,,,,,,,,,,107.62
2022-06-03,,,,,,,,,,,,,,,,,,,107.2
2022-06-06,,,,,,,,,,,,,,,,,,,108.42
2022-06-07,,,,,,,,,,,,,,,,,,,107.34
2022-06-08,,,,,,,,,,,,,,,,,,,106.44
2022-06-09,,,,,,,,,,,,,,,,,,,105.1
2022-06-10,,,,,,,,,,,,,,,,,,,102.5
2022-06-13,,,,,,,,,,,,,,,,,,,99.63
2022-06-14,,,,,,,,,,,,,,,,,,,98.8
2022-06-15,,,,,,,,,,,,,,,,,,,100.04
2022-06-16,,,,,,,,,,,,,,,,,,,97.11
2022-06-17,,,,,,,,,,,,,,,,,,,97.39
2022-06-20,,,,,,,,,,,,,,,,,,,98.21
2022-06-21,,,,,,,,,,,,,,,,,,,98.2
2022-06-22,,,,,,,,,,,,,,,,,,,97.38
2022-06-23,,,,,,,,,,,,,,,,,,,96.1
2022-06-24,,,,,,,,,,,,,,,,,,,98.83
2022-06-27,,,,,,,,,,,,,,,,,,,99.21
2022-06-28,,,,,,,,,,,,,,,,,,,99.28
2022-06-29,,,,,,,,,,,,,,,,,,,98.71
2022-06-30,,,,,,,,,,,,,,,,,,,97.44
2022-07-01,,,,,,,,,,,,,,,,,,,97.12
2022-07-04,,,,,,,,,,,,,,,,,,,97.5
2022-07-05,,,,,,,,,,,,,,,,,,,95.4
2022-07-06,,,,,,,,,,,,,,,,,,,96.77
2022-07-07,,,,,,,,,,,,,,,,,,,98.79
2022-07-08,,,,,,,,,,,,,,,,,,,99.62
2022-07-11,,,,,,,,,,,,,,,,,,,98.68
2022-07-12,,,,,,,,,,,,,,,,,,,99.39
2022-07-13,,,,,,,,,,,,,,,,,,,98.55
2022-07-14,,,,,,,,,,,,,,,,,,,96.34
2022-07-15,,,,,,,,,,,,,,,,,,,98.09
2022-07-18,,,,,,,,,,,,,,,,,,,98.97
2022-07-19,,,,,,,,,,,,,,,,,,,100.22
2022-07-20,,,,,,,,,,,,,,,,,,,100.3
2022-07-21,,,,,,,,,,,,,,,,,,,100.64
2022-07-22,,,,,,,,,,,,,,,,,,,100.94
2022-07-25,,,,,,,,,,,,,,,,,,,101.06
2022-07-26,,,,,,,,,,,,,,,,,,,100.44
2022-07-27,,,,,,,,,,,,,,,,,,,100.88
2022-07-28,,,,,,,,,,,,,,,,,,,101.74
2022-07-29,,,,,,,,,,,,,,,,,,,103.34
2022-08-01,,,,,,,,,,,,,,,,,,,102.74
2022-08-02,,,,,,,,,,,,,,,,,,,101.92
2022-08-03,,,,,,,,,,,,,,,,,,,103.14
2022-08-04,,,,,,,,,,,,,,,,,,,103.44
2022-08-05,,,,,,,,,,,,,,,,,,,102.94
2022-08-08,,,,,,,,,,,,,,,,,,,103.8
2022-08-09,,,,,,,,,,,,,,,,,,,102.68
2022-08-10,,,,,,,,,,,,,,,,,,,104.7
2022-08-11,,,,,,,,,,,,,,,,,,,104.72
2022-08-12,,,,,,,,,,,,,,,,,,,105.06
2022-08-15,,,,,,,,,,,,,,,,,,,105.12
2022-08-16,,,,,,,,,,,,,,,,,,,105.08
2022-08-17,,,,,,,,,,,,,,,,,,,103.38
2022-08-18,,,,,,,,,,,,,,,,,,,104.2
2022-08-19,,,,,,,,,,,,,,,,,,,103.24
2022-08-22,,,,,,,,,,,,,,,,,,,101.76
2022-08-23,,,,,,,,,,,,,,,,,,,101.44
2022-08-24,,,,,,,,,,,,,,,,,,,101.38
2022-08-25,,,,,,,,,,,,,,,,,,,101.5
2022-08-26,,,,,,,,,,,,,,,,,,,99.94
2022-08-29,,,,,,,,,,,,,,,,,,,99.24
2022-08-30,,,,,,,,,,,,,,,,,,,98.87
2022-08-31,,,,,,,,,,,,,,,,,,,97.81
2022-09-01,,,,,,,,,,,,,,,,,,,96.67
2022-09-02,,,,,,,,,,,,,,,,,,,98.06
2022-09-05,,,,,,,,,,,,,,,,,,,97.3
2022-09-07,,,,,,,,,,,,,,,,,,,96.79
2022-09-08,,,,,,,,,,,,,,,,,,,97.63
2022-09-09,,,,,,,,,,,,,,,,,,,99.42
2022-09-12,,,,,,,,,,,,,,,,,,,101.0
2022-09-13,,,,,,,,,,,,,,,,,,,99.83
2022-09-14,,,,,,,,,,,,,,,,,,,98.52
2022-09-15,,,,,,,,,,,,,,,,,,,97.81
2022-09-19,,,,,,,,,,,,,,,,,,,96.49
2022-09-20,,,,,,,,,,,,,,,,,,,94.93
2022-09-21,,,,,,,,,,,,,,,,,,,95.75
2022-09-22,,,,,,,,,,,,,,,,,,,94.37
2022-09-23,,,,,,,,,,,,,,,,,,,91.86
2022-09-26,,,,,,,,,,,,,,,,,,,91.01
2022-09-27,,,,,,,,,,,,,,,,,,,90.88
2022-09-28,,,,,,,,,,,,,,,,,,,91.17
2022-09-29,,,,,,,,,,,,,,,,,,,89.29
2022-09-30,,,,,,,,,,,,,,,,,,,90.83
2022-10-03,,,,,,,,,,,,,,,,,,,91.54
2022-10-04,,,,,,,,,,,,,,,,,,,94.89
2022-10-06,,,,,,,,,,,,,,,,,,,92.86
2022-10-07,,,,,,,,,,,,,,,,,,,91.44
2022-10-10,,,,,,,,,,,,,,,,,,,91.5
2022-10-11,,,,,,,,,,,,,,,,,,,91.15
2022-10-12,,,,,,,,,,,,,,,,,,,89.51
2022-10-13,,,,,,,,,,,,,,,,,,,91.8
2022-10-14,,,,,,,,,,,,,,,,,,,92.02
2022-10-17,,,,,,,,,,,,,,,,,,,94.04
2022-10-18,,,,,,,,,,,,,,,,,,,94.53
2022-10-19,,,,,,,,,,,,,,,,,,,93.89
2022-10-20,,,,,,,,,,,,,,,,,,,94.37
2022-10-21,,,,,,,,,,,,,,,,,,,93.59
2022-10-24,,,,,,,,,,,,,,,,,,,95.01
2022-10-25,,,,,,,,,,,,,,,,,,,96.53
2022-10-26,,,,,,,,,,,,,,,,,,,96.92
2022-10-27,,,,,,,,,,,,,,,,,,,97.61
2022-10-28,,,,,,,,,,,,,,,,,,,97.44
2022-10-31,,,,,,,,,,,,,,,,,,,98.01
2022-11-01,,,,,,,,,,,,,,,,,,,98.78
2022-11-02,,,,,,,,,,,,,,,,,,,98.26
2022-11-03,,,,,,,,,,,,,,,,,,,97.07
2022-11-04,,,,,,,,,,,,,,,,,,,99.08
2022-11-07,,,,,,,,,,,,,,,,,,,99.83
2022-11-08,,,,,,,,,,,,,,,,,,,101.04
2022-11-09,,,,,,,,,,,,,,,,,,,100.84
2022-11-10,,,,,,,,,,,,,,,,,,,103.86
2022-11-11,,,,,,,,,,,,,,,,,,,104.18
2022-11-14,,,,,,,,,,,,,,,,,,,103.82
2022-11-15,,,,,,,,,,,,,,,,,,,104.34
2022-11-16,,,,,,,,,,,,,,,,,,,103.34
2022-11-17,,,,,,,,,,,,,,,,,,,102.88
2022-11-18,,,,,,,,,,,,,,,,,,,104.24
2022-11-21,,,,,,,,,,,,,,,,,,,103.9
2022-11-22,,,,,,,,,,,,,,,,,,,104.54
2022-11-23,,,,,,,,,,,,,,,,,,,105.02
2022-11-24,,,,,,,,,,,,,,,,,,,105.58
2022-11-25,,,,,,,,,,,,,,,,,,,105.66
2022-11-28,,,,,,,,,,,,,,,,,,,104.72
2022-11-29,,,,,,,,,,,,,,,,,,,104.88
2022-11-30,,,,,,,,,,,,,,,,,,,104.88
2022-12-01,,,,,,,,,,,,,,,,,,,105.98
2022-12-02,,,,,,,,,,,,,,,,,,,105.58
2022-12-05,,,,,,,,,,,,,,,,,,,105.58
2022-12-06,,,,,,,,,,,,,,,,,,,105.38
2022-12-07,,,,,,,,,,,,,,,,,,,105.38
2022-12-08,,,,,,,,,,,,,,,,,,,105.38
2022-12-09,,,,,,,,,,,,,,,,,,,104.18
2022-12-12,,,,,,,,,,,,,,,,,,,104.26
2022-12-13,,,,,,,,,,,,,,,,,,,104.26
2022-12-14,,,,,,,,,,,,,,,,,,,104.96
2022-12-15,,,,,,,,,,,,,,,,,,,104.26
2022-12-16,,,,,,,,,,,,,,,,,,,102.46
2022-12-19,,,,,,,,,,,,,,,,,,,101.58
2022-12-20,,,,,,,,,,,,,,,,,,,100.48
2022-12-21,,,,,,,,,,,,,,,,,,,101.76
2022-12-22,,,,,,,,,,,,,,,,,,,103.46
2022-12-23,,,,,,,,,,,,,,,,,,,102.36
2022-12-27,,,,,,,,,,,,,,,,,,,103.16
2022-12-28,,,,,,,,,,,,,,,,,,,103.16
2022-12-29,,,,,,,,,,,,,,,,,,,103.16
2022-12-30,,,,,,,,,,,,,,,,,,,103.16
2023-01-02,,,,,,,,,,,,,,,,,,,103.16
2023-01-03,,,,,,,,,,,,,,,,,,,103.16
2023-01-04,,,,,,,,,,,,,,,,,,,104.16
2023-01-05,,,,,,,,,,,,,,,,,,,104.66
2023-01-06,,,,,,,,,,,,,,,,,,,104.8
2023-01-09,,,,,,,,,,,,,,,,,,,106.26
2023-01-10,,,,,,,,,,,,,,,,,,,105.8
2023-01-11,,,,,,,,,,,,,,,,,,,105.72
2023-01-12,,,,,,,,,,,,,,,,,,,106.2
2023-01-13,,,,,,,,,,,,,,,,,,,106.54
2023-01-16,,,,,,,,,,,,,,,,,,,107.18
2023-01-17,,,,,,,,,,,,,,,,,,,107.18
2023-01-18,,,,,,,,,,,,,,,,,,,107.9
2023-01-19,,,,,,,,,,,,,,,,,,,106.56
2023-01-20,,,,,,,,,,,,,,,,,,,106.88
2023-01-23,,,,,,,,,,,,,,,,,,,107.22
2023-01-24,,,,,,,,,,,,,,,,,,,107.68
2023-01-25,,,,,,,,,,,,,,,,,,,107.5
