,ALROC FP Equity_DX_SI_QTY,ALROC FP Equity_DX_SHORT_INTEREST_VALUE,ALROC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALROC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALROC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALROC FP Equity_DX_SI_MV,ALROC FP Equity_DX_DSS,ALROC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALROC FP Equity_DX_SUPPLY_SI_QTY,ALROC FP Equity_DX_BROKER_SI_QTY,ALROC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALROC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALROC FP Equity_DX_BROKER_SI_MV_INC_x,ALROC FP Equity_DX_BROKER_SI_QTY_ADD,ALROC FP Equity_DX_SUPPLY_SI_MV_DEC,ALROC FP Equity_DX_BROKER_SI_QTY_INC,ALROC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALROC FP Equity_DX_BROKER_SI_MV_INC_y,ALROC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALROC FP Equity_DX_BROKER_SI_MV_ADD,ALROC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALROC FP Equity_DX_BROKER_SI_QTY_DEC,ALROC FP Equity_DX_SUPPLY_SI_MV,ALROC FP Equity_DX_BROKER_SI_MV_DEC,ALROC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALROC FP Equity_DX_UTILIZATION_QUANTITY,ALROC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALROC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALROC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALROC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALROC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALROC FP Equity_DX_BROKER_SI_CON_RATIO,ALROC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALROC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALROC FP Equity_PX_LAST
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.35
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2018-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
