,ALROC FP Equity_DX_SI_QTY,ALROC FP Equity_DX_SHORT_INTEREST_VALUE,ALROC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALROC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALROC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALROC FP Equity_DX_SI_MV,ALROC FP Equity_DX_DSS,ALROC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALROC FP Equity_DX_SUPPLY_SI_QTY,ALROC FP Equity_DX_BROKER_SI_QTY,ALROC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALROC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALROC FP Equity_DX_BROKER_SI_MV_INC_x,ALROC FP Equity_DX_BROKER_SI_QTY_ADD,ALROC FP Equity_DX_SUPPLY_SI_MV_DEC,ALROC FP Equity_DX_BROKER_SI_QTY_INC,ALROC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALROC FP Equity_DX_BROKER_SI_MV_INC_y,ALROC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALROC FP Equity_DX_BROKER_SI_MV_ADD,ALROC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALROC FP Equity_DX_BROKER_SI_QTY_DEC,ALROC FP Equity_DX_SUPPLY_SI_MV,ALROC FP Equity_DX_BROKER_SI_MV_DEC,ALROC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALROC FP Equity_DX_UTILIZATION_QUANTITY,ALROC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALROC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALROC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALROC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALROC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALROC FP Equity_DX_BROKER_SI_CON_RATIO,ALROC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALROC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALROC FP Equity_PX_LAST
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2021-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2021-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2021-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2021-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2021-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2021-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2021-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2021-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2021-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2021-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2021-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2021-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2021-12-22,1500.0,6000.0,0.06,0.05,0.03,0.01,0.0,0.0,1500.0,0.0,6000.0,,,,,,,,,,1500.0,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,4.0
2021-12-23,1500.0,6150.0,0.06,0.06,0.03,0.01,0.0,0.0,1500.0,0.0,6150.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,4.1
2021-12-24,1500.0,6210.0,0.06,0.06,0.03,0.01,0.0,0.0,1500.0,0.0,6210.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,4.14
2021-12-27,1500.0,6180.0,0.06,0.07,0.03,0.01,0.0,0.0,1500.0,0.0,6180.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,4.12
2021-12-28,1500.0,6030.0,0.06,0.08,0.03,0.01,0.0,0.0,1500.0,0.0,6030.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,4.02
2021-12-29,1500.0,6210.0,0.06,0.09,0.03,0.01,0.0,0.0,1500.0,0.0,6210.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,4.14
2021-12-30,1500.0,6120.0,0.06,0.09,0.03,0.01,0.0,0.0,1500.0,0.0,6120.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,4.08
2021-12-31,1500.0,6120.0,0.06,0.1,0.03,0.01,0.0,0.0,1500.0,0.0,6120.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,4.08
2022-01-03,1500.0,6480.0,0.06,0.12,0.03,0.01,0.0,0.0,1500.0,0.0,6480.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,4.32
2022-01-04,1500.0,6870.0,0.06,0.12,0.03,0.01,0.0,0.0,1500.0,0.0,6870.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,4.58
2022-01-05,900.0,5040.0,0.03,0.06,0.02,0.0,0.0,0.0,900.0,0.0,5040.0,,,,0.0,,600.0,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,5.6
2022-01-06,900.0,4725.0,0.03,0.05,0.02,0.01,0.0,0.0,900.0,0.0,4725.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,5.25
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13
