,ALKLK FP Equity_DX_SI_QTY,ALKLK FP Equity_DX_SHORT_INTEREST_VALUE,ALKLK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKLK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKLK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKLK FP Equity_DX_SI_MV,ALKLK FP Equity_DX_DSS,ALKLK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKLK FP Equity_DX_SUPPLY_SI_QTY,ALKLK FP Equity_DX_BROKER_SI_QTY,ALKLK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKLK FP Equity_DX_BROKER_SI_MV_NEW_x,ALKLK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALKLK FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKLK FP Equity_DX_BROKER_SI_MV_INC_x,ALKLK FP Equity_DX_SUPPLY_SI_MV_NEW,ALKLK FP Equity_DX_BROKER_SI_QTY_ADD,ALKLK FP Equity_DX_BROKER_SI_QTY_NEW,ALKLK FP Equity_DX_SUPPLY_SI_MV_DEC,ALKLK FP Equity_DX_BROKER_SI_QTY_INC,ALKLK FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKLK FP Equity_DX_BROKER_SI_MV_NEW_y,ALKLK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALKLK FP Equity_DX_BROKER_SI_MV_INC_y,ALKLK FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKLK FP Equity_DX_BROKER_SI_MV_ADD,ALKLK FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKLK FP Equity_DX_BROKER_SI_QTY_DEC,ALKLK FP Equity_DX_SUPPLY_SI_MV,ALKLK FP Equity_DX_BROKER_SI_MV_DEC,ALKLK FP Equity_DX_BROKER_SI_MV_RMV,ALKLK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKLK FP Equity_DX_UTILIZATION_QUANTITY,ALKLK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKLK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKLK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKLK FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKLK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKLK FP Equity_DX_BROKER_SI_CON_RATIO,ALKLK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKLK FP Equity_DX_DEMAND_SUPPLY_RATIO,ALKLK FP Equity_PX_LAST
2022-04-21,168562.0,745044.04,3.55,6.19,3.31,0.74,1.0,450981.44,105032.0,102032.0,464241.44,,,,,,2000.0,,0.0,,804.0,,,,,0.01,,2804.0,0.46,0.01,,100.0,35.32,0.0,0.0,0.0,100.0,33.56,0.2849,37.98,0.5668,4.42
2022-04-22,168562.0,709646.02,3.55,6.03,3.31,0.73,1.0,429554.72,105032.0,102032.0,442184.72,,,,,,,,,,,,,,,,,,0.45,,,100.0,35.32,0.0,0.0,0.0,100.0,33.9,0.2825,37.26,0.5668,4.21
2022-04-25,168562.0,734087.51,3.55,6.23,3.31,0.71,1.0,444349.36,105032.0,102032.0,457414.36,,,,,,,,,,,,,,,,,,0.44,,,100.0,35.32,0.0,0.0,0.0,100.0,33.45,0.2862,38.31,0.5668,4.355
2022-04-26,168562.0,741672.8,3.55,6.39,3.31,0.74,1.0,448940.8,105032.0,102032.0,462140.8,,,,,,,,,,,,,,,,,,0.46,,,100.0,35.32,0.0,0.0,0.0,100.0,33.6,0.2853,38.03,0.5668,4.4
2022-04-27,143230.0,577933.05,3.01,5.38,2.82,0.62,1.0,309484.5,79700.0,76700.0,321589.5,,,,,,,,0.11,,25332.0,,,,,,,25332.0,0.35,0.11,,100.0,29.29,0.0,0.0,0.0,100.0,40.37,0.3632,43.57,0.5264,4.035
2022-04-28,143230.0,582946.1,3.01,5.14,2.82,0.58,1.0,312169.0,79700.0,76700.0,324379.0,,,,,,,,,,,,,,,,,,0.32,,,100.0,29.29,0.0,0.0,0.0,100.0,39.55,0.3663,44.72,0.5264,4.07
2022-04-29,140829.0,570357.45,2.96,5.09,2.77,0.57,1.0,300910.95,79700.0,74299.0,322785.0,,,,,,,,,,,,,,,,,2401.0,0.32,0.01,,100.0,29.29,0.0,0.0,0.0,100.0,40.34,0.3755,45.31,0.5176,4.05
2022-05-02,140829.0,556274.55,2.96,5.14,2.77,0.57,1.0,293481.05,79700.0,74299.0,314815.0,,,,,,,,,,,,,,,,,,0.32,,,100.0,29.29,0.0,0.0,0.0,100.0,40.53,0.3748,45.07,0.5176,3.95
2022-05-03,134440.0,537760.0,2.83,4.83,2.64,0.53,1.0,271640.0,70910.0,67910.0,283640.0,,,,,,,,0.04,,8790.0,,,,,,,6389.0,0.28,0.03,,100.0,26.93,0.0,0.0,0.0,100.0,42.07,0.4071,47.67,0.5106,4.0
2022-05-04,156603.0,624062.95,3.29,5.76,3.08,0.62,1.0,358940.91,93073.0,90073.0,370895.91,,,22163.0,0.09,,,,,22163.0,,,,0.09,22163.0,,,,0.37,,,100.0,32.61,0.0,0.0,0.0,100.0,36.35,0.3284,40.85,0.5486,3.985
2022-05-05,156603.0,619364.87,3.29,5.76,3.08,0.62,1.0,356238.72,93073.0,90073.0,368103.72,,,,,,,,,,,,,,,,,,0.37,,,100.0,32.61,0.0,0.0,0.0,100.0,36.27,0.3274,40.68,0.5486,3.955
2022-05-06,134663.0,527205.65,2.83,4.96,2.65,0.53,1.0,266740.7,93073.0,68133.0,364380.8,,,,,,,,,,,,,,,,,21940.0,0.37,0.09,,100.0,32.61,0.0,0.0,0.0,100.0,42.25,0.4059,47.33,0.4718,3.915
2022-05-09,133233.0,493628.27,2.8,4.92,2.62,0.51,1.0,254544.62,71703.0,68703.0,265659.62,,,,0.0,,,,0.09,570.0,21370.0,,,0.0,,,,,0.28,,,100.0,27.15,0.0,0.0,0.0,100.0,43.15,0.4137,47.29,0.5045,3.705
2022-05-10,136600.0,508152.0,2.87,5.1,2.69,0.51,1.0,264380.4,74070.0,71070.0,275540.4,,,2367.0,0.0,,1000.0,,,1367.0,,,,0.0,2367.0,0.0,,,0.27,,,100.0,27.8,0.0,0.0,0.0,100.0,41.51,0.3965,46.83,0.5127,3.72
2022-05-11,136600.0,508835.0,2.87,5.22,2.69,0.51,1.0,264735.75,74070.0,71070.0,275910.75,,,,,,,,,,,,,,,,,,0.28,,,100.0,27.8,0.0,0.0,0.0,100.0,41.54,0.3964,46.8,0.5127,3.725
2022-05-12,143060.0,507147.7,3.01,6.12,2.81,0.53,1.0,271298.85,75070.0,76530.0,266123.15,,,,0.02,,,,,5460.0,,,,0.02,,,1000.0,,0.28,,,28.17,28.17,191372.0,678413.74,0.71,28.32,40.14,0.3651,44.1,0.5369,3.545
2022-05-13,143060.0,525030.2,3.01,6.15,2.81,0.53,1.0,280865.1,75070.0,76530.0,275506.9,,,,,,,,,,,,,,,,,,0.28,,,28.17,28.17,191372.0,702335.24,0.68,29.36,39.47,0.369,45.2,0.5369,3.67
2022-05-16,142833.0,532767.09,3.0,5.92,2.81,0.53,1.0,284610.19,75070.0,76303.0,280011.1,,,,,,,,,,,,,,,,,227.0,0.28,0.0,,28.17,28.17,191372.0,713817.56,0.7,28.71,39.64,0.3685,44.99,0.5361,3.73
2022-05-17,155928.0,584730.0,3.28,6.89,3.07,0.58,1.0,335242.5,92398.0,89398.0,346492.5,,,17328.0,0.05,,,,,13095.0,,,,0.05,17328.0,,,,0.34,,,32.56,32.56,191372.0,717645.0,0.7,32.85,36.36,0.3292,41.05,0.5495,3.75
2022-05-18,153928.0,577230.0,3.24,7.46,3.03,0.58,1.0,331492.5,91398.0,88398.0,342742.5,,,,,,,,0.0,,1000.0,,,,,,,1000.0,0.34,0.0,,32.32,32.32,191372.0,717645.0,0.72,32.32,36.87,0.3373,41.52,0.5444,3.75
2022-05-19,153928.0,560297.92,3.24,7.63,3.03,0.57,1.0,321768.72,91398.0,88398.0,332688.72,,,,,,,,,,,,,,,,,,0.34,,,32.32,32.32,191372.0,696594.08,0.72,32.32,37.1,0.3363,41.16,0.5444,3.64
2022-05-20,153928.0,571842.52,3.24,7.61,3.03,0.57,1.0,328398.57,91398.0,88398.0,339543.57,,,,,,,,,,,,,,,,,,0.34,,,32.32,32.32,191372.0,710946.98,0.7,33.04,36.82,0.3388,41.87,0.5444,3.715
2022-05-23,153928.0,562606.84,3.24,7.98,3.03,0.57,1.0,323094.69,91398.0,88398.0,334059.69,,,,,,,,,,,,,,,,,,0.34,,,32.32,32.32,191372.0,699464.66,0.71,32.32,37.0,0.3367,41.32,0.5444,3.655
2022-05-24,139238.0,503345.37,2.93,7.3,2.74,0.51,1.0,270069.42,77708.0,74708.0,280914.42,,,,,,,,0.06,,13690.0,,,,,,,13690.0,0.28,0.05,,100.0,28.77,0.0,0.0,0.0,100.0,40.86,0.3861,45.76,0.5155,3.615
2022-05-25,139155.0,489825.6,2.93,7.35,2.74,0.5,1.0,262680.0,77625.0,74625.0,273240.0,,,,,,,,0.0,,83.0,,,,,,,83.0,0.28,0.0,,100.0,28.75,0.0,0.0,0.0,100.0,41.03,0.386,45.59,0.5154,3.52
2022-05-26,110798.0,391116.94,2.33,5.84,2.18,0.39,1.0,163326.04,77625.0,46268.0,274016.25,,,,,,,,,,,,,,,,,28357.0,0.27,0.1,,100.0,28.75,0.0,0.0,0.0,100.0,32.09,0.3805,51.22,0.4104,3.53
2022-05-27,110798.0,402196.74,2.33,5.82,2.18,0.39,1.0,167952.84,77625.0,46268.0,281778.75,,,,,,,,,,,,,,,,,,0.27,,,100.0,28.75,0.0,0.0,0.0,100.0,32.14,0.3804,51.18,0.4104,3.63
2022-05-30,82441.0,303382.88,1.73,4.28,1.62,0.3,1.0,170266.24,49268.0,46268.0,181306.24,,,,,,,,0.1,,28357.0,,,,,,,,0.18,,,100.0,20.39,0.0,0.0,0.0,100.0,15.88,0.5089,68.83,0.3412,3.68
2022-05-31,78814.0,289247.38,1.66,3.97,1.55,0.29,1.0,156492.47,45641.0,42641.0,167502.47,,,,,,,,0.01,,3627.0,,,,,,,3627.0,0.17,0.01,,100.0,19.18,0.0,0.0,0.0,100.0,12.01,0.5438,72.02,0.3311,3.67
2022-06-01,80197.0,300337.77,1.69,4.45,1.58,0.29,1.0,164869.88,45641.0,44024.0,170925.55,,,,0.01,,,,,1383.0,,,,0.01,,,,,0.17,,,100.0,19.18,0.0,0.0,0.0,100.0,13.51,0.5287,70.71,0.3369,3.745
2022-06-02,80197.0,299134.81,1.69,4.52,1.58,0.3,1.0,164209.52,45641.0,44024.0,170240.93,,,,,,,,,,,,,,,,,,0.17,,,100.0,19.18,0.0,0.0,0.0,100.0,13.65,0.529,70.72,0.3369,3.73
2022-06-03,111656.0,421501.4,2.35,6.83,2.2,0.41,1.0,277398.33,47641.0,73483.0,179844.78,,,,0.1,,2000.0,,,27459.0,,,,0.1,,0.01,2000.0,,0.17,,,20.02,20.02,190372.0,718654.3,0.71,19.7,34.53,0.3815,50.63,0.4691,3.775
2022-06-06,127985.0,484423.23,2.69,7.92,2.52,0.48,1.0,339938.42,92812.0,89812.0,351293.42,,,45171.0,0.06,,,,,16329.0,,,,0.06,45171.0,,,,0.35,,,32.77,32.77,190372.0,720558.02,0.71,32.92,42.69,0.3835,44.35,0.452,3.785
2022-06-07,116848.0,437011.52,2.46,7.26,2.3,0.44,1.0,294244.5,81675.0,78675.0,305464.5,,,,,,,,0.04,,11137.0,,,,,,,11137.0,0.31,0.04,,30.02,30.02,190372.0,711991.28,0.72,30.02,37.24,0.3802,48.59,0.4295,3.74
2022-06-08,107852.0,409298.34,2.27,7.15,2.12,0.4,1.0,264431.81,72679.0,69679.0,275816.81,,,,,,5000.0,,0.04,,8996.0,,,,,0.02,,13996.0,0.27,0.05,,27.63,27.63,190372.0,722461.74,0.71,27.63,27.34,0.36,52.6,0.41,3.795
2022-06-09,94058.0,348014.6,1.98,7.19,1.85,0.36,1.0,206774.5,58885.0,55885.0,217874.5,,,,,,,,0.05,,13794.0,,,,,,,13794.0,0.22,0.05,,23.62,23.62,190372.0,704376.4,0.72,23.62,16.72,0.4039,60.4,0.3774,3.7
2022-06-10,90058.0,318805.32,1.89,7.24,1.77,0.34,1.0,190752.9,56885.0,53885.0,201372.9,,,,,,,,0.01,,2000.0,,,,,,,2000.0,0.21,0.01,,100.0,22.82,0.0,0.0,0.0,100.0,17.34,0.4412,63.25,0.3613,3.54
2022-06-13,90058.0,303495.46,1.89,7.36,1.77,0.31,1.0,181592.45,56885.0,53885.0,191702.45,,,,,,,,,,,,,,,,,,0.2,,,100.0,22.82,0.0,0.0,0.0,100.0,17.73,0.4348,62.61,0.3613,3.37
2022-06-14,90058.0,274676.9,1.89,7.55,1.77,0.3,1.0,164349.25,56885.0,53885.0,173499.25,,,,,,,,,,,,,,,,,,0.19,,,100.0,22.82,0.0,0.0,0.0,100.0,17.61,0.4458,63.6,0.3613,3.05
2022-06-15,85058.0,266231.54,1.79,6.49,1.67,0.26,1.0,153010.05,51885.0,48885.0,162400.05,,,,,,,,0.03,,5000.0,,,,,,,5000.0,0.16,0.02,,100.0,21.24,0.0,0.0,0.0,100.0,18.45,0.4877,66.65,0.3482,3.13
2022-06-16,85058.0,244967.04,1.79,6.35,1.67,0.26,1.0,140788.8,51885.0,48885.0,149428.8,,,,,,,,,,,,,,,,,,0.16,,,100.0,21.24,0.0,0.0,0.0,100.0,18.71,0.4904,66.85,0.3482,2.88
2022-06-17,85058.0,251346.39,1.79,6.09,1.67,0.25,1.0,144455.17,51885.0,48885.0,153320.17,,,,,,,,,,,,,,,,,,0.16,,,100.0,21.24,0.0,0.0,0.0,100.0,17.99,0.4889,66.86,0.3482,2.955
2022-06-20,90919.0,271847.81,1.91,6.36,1.79,0.27,1.0,160700.54,56746.0,53746.0,169670.54,,,4861.0,0.01,,1000.0,,,3861.0,,,,0.01,4861.0,0.0,,,0.17,,,100.0,22.78,0.0,0.0,0.0,100.0,21.32,0.4447,62.49,0.365,2.99
2022-06-21,90919.0,295486.75,1.91,6.64,1.79,0.27,1.0,174674.5,56746.0,53746.0,184424.5,,,,,,,,,,,,,,,,,,0.17,,,100.0,22.78,0.0,0.0,0.0,100.0,21.45,0.4421,62.21,0.365,3.25
2022-06-22,88919.0,288542.16,1.87,6.2,1.75,0.29,1.0,177650.77,54746.0,54746.0,177650.77,,,,0.01,,,,0.0,1000.0,2000.0,,,0.01,,,,,0.18,,,100.0,22.15,0.0,0.0,0.0,100.0,23.14,0.4688,63.83,0.3598,3.245
2022-06-23,87919.0,306837.31,1.85,6.17,1.73,0.29,1.0,187573.54,53746.0,53746.0,187573.54,,,,,,,,0.0,,1000.0,,,,,,,1000.0,0.17,0.0,,100.0,21.84,0.0,0.0,0.0,100.0,22.19,0.4718,64.36,0.3572,3.49
2022-06-24,87919.0,321783.54,1.85,6.42,1.73,0.3,1.0,196710.36,53746.0,53746.0,196710.36,,,,,,,,,,,,,,,,,,0.17,,,100.0,21.84,0.0,0.0,0.0,100.0,22.86,0.4686,63.89,0.3572,3.66
2022-06-27,89654.0,319616.51,1.89,6.76,1.76,0.33,1.0,197789.77,55481.0,55481.0,197789.77,,,1735.0,0.01,,,,,1735.0,,,,0.01,1735.0,,,,0.2,,,100.0,22.38,0.0,0.0,0.0,100.0,23.72,0.4661,63.43,0.3617,3.565
2022-06-28,87654.0,309856.89,1.84,6.22,1.72,0.31,1.0,192590.34,54481.0,54481.0,192590.34,,,,,,,,0.01,,1000.0,,,,,,,1000.0,0.19,0.0,,100.0,22.07,0.0,0.0,0.0,100.0,24.31,0.4858,64.75,0.3551,3.535
2022-06-29,85919.0,298568.53,1.81,6.17,1.69,0.3,1.0,183292.35,54481.0,52746.0,189321.48,,,,,,,,,,,,,,,,,1735.0,0.19,0.01,,100.0,22.07,0.0,0.0,0.0,100.0,22.7,0.4973,66.18,0.3481,3.475
2022-06-30,85919.0,292124.6,1.81,6.22,1.69,0.3,1.0,179336.4,54481.0,52746.0,185235.4,,,,,,,,,,,,,,,,,,0.19,,,100.0,22.07,0.0,0.0,0.0,100.0,22.55,0.4985,66.33,0.3481,3.4
2022-07-01,85919.0,281814.32,1.81,6.22,1.69,0.3,1.0,173006.88,54481.0,52746.0,178697.68,,,,,,,,,,,,,,,,,,0.19,,,100.0,22.07,0.0,0.0,0.0,100.0,22.37,0.5,66.51,0.3481,3.28
2022-07-04,85919.0,283532.7,1.81,6.44,1.69,0.29,1.0,174061.8,54481.0,52746.0,179787.3,,,,,,,,,,,,,,,,,,0.19,,,100.0,22.07,0.0,0.0,0.0,100.0,21.99,0.5005,66.65,0.3481,3.3
2022-07-05,85919.0,264630.52,1.81,6.59,1.69,0.29,1.0,162457.68,54481.0,52746.0,167801.48,,,,,,,,,,,,,,,,,,0.2,,,100.0,22.07,0.0,0.0,0.0,100.0,22.1,0.5035,66.87,0.3481,3.08
2022-07-06,85919.0,273222.42,1.81,6.62,1.69,0.27,1.0,167732.28,52746.0,52746.0,167732.28,,,,,,,,0.03,,1735.0,,,,,,,,0.16,,,100.0,21.52,0.0,0.0,0.0,100.0,22.75,0.4949,65.97,0.3505,3.18
2022-07-07,82067.0,263845.41,1.73,6.36,1.61,0.26,1.0,157194.21,48894.0,48894.0,157194.21,,,,,,,,0.01,,3852.0,,,,,,,3852.0,0.16,0.01,,100.0,20.27,0.0,0.0,0.0,100.0,19.15,0.5231,69.12,0.3402,3.215
2022-07-08,82067.0,292158.52,1.73,6.31,1.61,0.27,1.0,174062.64,48894.0,48894.0,174062.64,,,,,,,,,,,,,,,,,,0.16,,,100.0,20.27,0.0,0.0,0.0,100.0,19.07,0.5195,68.83,0.3402,3.56
2022-07-11,82067.0,288465.51,1.73,6.44,1.61,0.29,1.0,171862.41,48894.0,48894.0,171862.41,,,,,,,,,,,,,,,,,,0.17,,,100.0,20.27,0.0,0.0,0.0,100.0,19.17,0.524,69.2,0.3402,3.515
2022-07-12,84067.0,310207.23,1.77,6.96,1.65,0.3,1.0,184108.86,49894.0,49894.0,184108.86,,,,,,1000.0,,,,,,,,,0.0,1000.0,,0.18,,,20.68,20.68,191372.0,706162.68,0.67,20.68,18.66,0.4974,67.37,0.3484,3.69
2022-07-13,84067.0,308105.56,1.77,6.88,1.65,0.31,1.0,182861.51,49894.0,49894.0,182861.51,,,,,,,,,,,,,,,,,,0.18,,,20.68,20.68,191372.0,701378.38,0.71,20.68,18.71,0.4994,67.53,0.3484,3.665
2022-07-14,84780.0,308599.2,1.78,6.99,1.67,0.39,1.0,184209.48,50607.0,50607.0,184209.48,,,713.0,0.0,,,,,713.0,,,,0.0,713.0,,,,0.26,,,20.91,20.91,191372.0,696594.08,15.41,1.67,20.77,0.3606,53.67,0.3504,3.64
2022-07-15,84780.0,301816.8,1.78,6.92,1.67,0.31,1.0,180160.92,50607.0,50607.0,180160.92,,,,,,,,,,,,,,,,,,0.18,,,20.91,20.91,191372.0,681284.32,0.7,20.91,19.4,0.4948,67.01,0.3504,3.56
2022-07-18,84780.0,321316.2,1.78,7.09,1.67,0.3,1.0,191800.53,50607.0,50607.0,191800.53,,,,,,,,,,,,,,,,,,0.18,,,20.91,20.91,191372.0,725299.88,0.68,20.91,19.33,0.4918,66.76,0.3504,3.79
2022-07-19,105861.0,414975.12,2.23,8.56,2.08,0.4,1.0,281016.96,71688.0,71688.0,281016.96,,,21081.0,0.08,,,,,21081.0,,,,0.08,21081.0,,,,0.27,,,27.25,27.25,191372.0,750178.24,0.73,27.25,35.4,0.4175,53.55,0.4024,3.92
2022-07-20,96939.0,383878.44,2.04,7.49,1.91,0.38,1.0,248553.36,62766.0,62766.0,248553.36,,,,,,,,0.03,,8922.0,,,,,,,8922.0,0.25,0.03,,24.7,24.7,191372.0,757833.12,0.73,25.26,29.49,0.4361,58.54,0.3814,3.96
2022-07-21,106063.0,422661.06,2.23,7.84,2.09,0.42,1.0,286481.65,71890.0,71890.0,286481.65,,,9124.0,0.04,,,,,9124.0,,,,0.04,9124.0,,,,0.28,,,27.31,27.31,191372.0,762617.42,0.76,27.31,35.55,0.4179,53.5,0.4029,3.985
2022-07-22,95643.0,357704.82,2.01,6.91,1.88,0.38,1.0,229897.8,61470.0,61470.0,229897.8,,,,,,,,0.04,,10420.0,,,,,,,10420.0,0.25,0.04,,24.31,24.19,191372.0,715731.28,0.76,24.31,28.61,0.4418,59.48,0.3763,3.74
2022-07-25,95643.0,332359.43,2.01,6.59,1.88,0.36,1.0,213608.25,61470.0,61470.0,213608.25,,,,,,,,,,,,,,,,,,0.23,,,24.31,24.31,191372.0,665017.7,0.72,24.31,28.62,0.4421,59.5,0.3783,3.475
2022-07-26,95643.0,331881.21,2.01,6.48,1.88,0.33,1.0,213300.9,61470.0,61470.0,213300.9,,,,,,,,,,,,,,,,,,0.21,,,24.31,24.31,191372.0,664060.84,0.67,24.31,28.54,0.4401,59.34,0.3783,3.47
2022-07-27,71247.0,243664.74,1.5,5.16,1.4,0.25,0.0,126793.08,37074.0,37074.0,126793.08,,,,,,,,0.09,,24396.0,,,,,,,24396.0,0.13,0.08,,16.23,16.23,191372.0,654492.24,0.66,16.23,10.03,0.6488,79.72,0.3119,3.42
2022-07-28,100566.0,348964.02,2.12,7.45,1.98,0.35,1.0,233853.71,67393.0,67393.0,233853.71,,,31319.0,0.11,,,,0.0,31319.0,1000.0,,,0.11,31319.0,,,1000.0,0.23,0.0,,100.0,25.94,0.0,0.0,0.0,100.0,34.31,0.4387,56.15,0.3871,3.47
2022-07-29,100566.0,354997.98,2.12,7.83,1.98,0.35,1.0,237897.29,67393.0,67393.0,237897.29,,,,,,,,,,,,,,,,,,0.23,,,100.0,25.94,0.0,0.0,0.0,100.0,34.01,0.4395,56.4,0.3871,3.53
2022-08-01,72817.0,246849.63,1.53,5.94,1.43,0.26,0.0,134393.16,39644.0,39644.0,134393.16,,,,,,,,0.09,,27749.0,,,,,,,27749.0,0.14,0.1,,100.0,17.09,0.0,0.0,0.0,100.0,9.7,0.6283,78.1,0.3138,3.39
2022-08-02,72817.0,249034.14,1.53,5.91,1.43,0.25,0.0,135582.48,39644.0,39644.0,135582.48,,,,,,,,,,,,,,,,,,0.13,,,100.0,17.09,0.0,0.0,0.0,100.0,9.91,0.6258,77.91,0.3138,3.42
2022-08-03,72817.0,251218.65,1.53,6.58,1.43,0.25,0.0,136771.8,39644.0,39644.0,136771.8,,,,,,,,,,,,,,,,,,0.14,,,100.0,17.09,0.0,0.0,0.0,100.0,9.91,0.6258,77.91,0.3138,3.45
2022-08-04,72817.0,265053.88,1.53,6.55,1.43,0.25,0.0,144304.16,39644.0,39644.0,144304.16,,,,,,,,,,,,,,,,,,0.14,,,100.0,17.09,0.0,0.0,0.0,100.0,10.12,0.6234,77.73,0.3138,3.64
2022-08-05,72817.0,265417.97,1.53,6.14,1.43,0.27,0.0,144502.38,39644.0,39644.0,144502.38,,,,,,,,,,,,,,,,,,0.14,,,100.0,17.09,0.0,0.0,0.0,100.0,9.88,0.6262,77.94,0.3138,3.645
2022-08-08,69418.0,254764.06,1.46,6.12,1.36,0.25,0.0,133019.15,36245.0,36245.0,133019.15,,,,,,,,0.01,,3399.0,,,,,,,3399.0,0.13,0.01,,100.0,15.85,0.0,0.0,0.0,100.0,10.39,0.6819,81.73,0.3036,3.67
2022-08-09,69418.0,252334.43,1.46,6.63,1.36,0.25,0.0,131750.58,36245.0,36245.0,131750.58,,,,,,,,,,,,,,,,,,0.13,,,100.0,15.85,0.0,0.0,0.0,100.0,10.31,0.6829,81.8,0.3036,3.635
2022-08-10,69418.0,251293.16,1.46,6.6,1.36,0.25,0.0,131206.9,36245.0,36245.0,131206.9,,,,,,,,,,,,,,,,,,0.13,,,100.0,15.85,0.0,0.0,0.0,100.0,10.34,0.6826,81.78,0.3036,3.62
2022-08-11,69418.0,249904.8,1.46,6.51,1.36,0.25,0.0,130482.0,36245.0,36245.0,130482.0,,,,,,,,,,,,,,,,,,0.13,,,100.0,15.85,0.0,0.0,0.0,100.0,10.33,0.6827,81.78,0.3036,3.6
2022-08-12,69418.0,269341.84,1.46,6.48,1.36,0.25,0.0,140630.6,36245.0,36245.0,140630.6,,,,,,,,,,,,,,,,,,0.13,,,100.0,15.85,0.0,0.0,0.0,100.0,10.72,0.6777,81.43,0.3036,3.88
2022-08-15,69418.0,282878.35,1.46,6.12,1.36,0.27,0.0,147698.38,36245.0,36245.0,147698.38,,,,,,,,,,,,,,,,,,0.14,,,100.0,15.85,0.0,0.0,0.0,100.0,10.59,0.6794,81.55,0.3036,4.075
2022-08-16,76618.0,305705.82,1.61,5.97,1.51,0.31,1.0,158981.55,39845.0,39845.0,158981.55,,,,,,3600.0,,,,,,,,,0.01,3600.0,,0.16,,,17.43,17.43,188772.0,753200.28,0.77,17.43,9.3,0.5655,74.15,0.3351,3.99
2022-08-17,76694.0,293354.55,1.61,5.83,1.51,0.31,1.0,152407.13,39921.0,39845.0,152697.83,,,76.0,,,,,,,,,,,76.0,,,,0.16,,,17.46,17.46,188772.0,722052.9,0.75,17.46,9.2,0.5653,74.15,0.3354,3.825
2022-08-18,80370.0,308620.8,1.69,5.82,1.58,0.31,1.0,167120.64,39921.0,43521.0,153296.64,,,,,,3676.0,,,,,,,,,0.01,,,0.15,,,17.46,17.46,188772.0,724884.48,0.72,17.46,8.96,0.5149,70.6,0.3514,3.84
2022-08-19,80370.0,301387.5,1.69,5.85,1.58,0.31,1.0,163203.75,39921.0,43521.0,149703.75,,,,,,,,,,,,,,,,,,0.15,,,17.46,17.46,188772.0,707895.0,0.72,17.46,8.85,0.5159,70.69,0.3514,3.75
2022-08-22,86603.0,317833.01,1.82,6.34,1.7,0.33,1.0,182597.18,49754.0,49754.0,182597.18,,,9833.0,0.04,,,,,9833.0,,,,0.04,9833.0,,,3600.0,0.19,0.01,,20.86,20.86,188772.0,692793.24,0.71,20.86,15.22,0.4612,65.36,0.3631,3.67
2022-08-23,79403.0,296570.21,1.67,5.75,1.56,0.29,1.0,172385.19,46154.0,46154.0,172385.19,,,,,,,,0.01,,3600.0,,,,,,,3600.0,0.17,0.01,,100.0,19.35,0.0,0.0,0.0,100.0,16.24,0.5457,71.42,0.3329,3.735
2022-08-24,79403.0,300143.34,1.67,5.86,1.56,0.3,1.0,174462.12,46154.0,46154.0,174462.12,,,,,,,,,,,,,,,,,,0.17,,,100.0,19.35,0.0,0.0,0.0,100.0,16.24,0.5459,71.44,0.3329,3.78
2022-08-25,79403.0,305701.55,1.67,5.88,1.56,0.3,1.0,177692.9,46154.0,46154.0,177692.9,,,,,,,,,,,,,,,,,,0.17,,,100.0,19.35,0.0,0.0,0.0,100.0,16.24,0.5456,71.42,0.3329,3.85
2022-08-26,79403.0,290614.98,1.67,5.94,1.56,0.31,1.0,168923.64,46154.0,46154.0,168923.64,,,,,,,,,,,,,,,,,,0.18,,,100.0,19.35,0.0,0.0,0.0,100.0,16.29,0.5484,71.64,0.3329,3.66
2022-08-29,95156.0,337803.8,2.0,7.12,1.87,0.35,1.0,219769.85,61907.0,61907.0,219769.85,,,15753.0,0.06,,,,,15753.0,,,,0.06,15753.0,,,,0.23,,,100.0,24.35,0.0,0.0,0.0,100.0,30.15,0.4536,59.71,0.3742,3.55
2022-08-30,95156.0,335424.9,2.0,7.43,1.87,0.34,1.0,218222.18,61907.0,61907.0,218222.18,,,,,,,,,,,,,,,,,,0.22,,,100.0,24.35,0.0,0.0,0.0,100.0,30.12,0.453,59.66,0.3742,3.525
