,CS9 FP Equity_DX_SI_QTY,CS9 FP Equity_DX_SHORT_INTEREST_VALUE,CS9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CS9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CS9 FP Equity_DX_SI_MV,CS9 FP Equity_DX_DSS,CS9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CS9 FP Equity_DX_SUPPLY_SI_QTY,CS9 FP Equity_DX_BROKER_SI_QTY,CS9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CS9 FP Equity_DX_BROKER_SI_MV_NEW_x,CS9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CS9 FP Equity_DX_BROKER_SI_MV_INC_x,CS9 FP Equity_DX_BROKER_SI_QTY_ADD,CS9 FP Equity_DX_BROKER_SI_QTY_NEW,CS9 FP Equity_DX_SUPPLY_SI_MV_DEC,CS9 FP Equity_DX_BROKER_SI_QTY_INC,CS9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CS9 FP Equity_DX_BROKER_SI_MV_NEW_y,CS9 FP Equity_DX_BROKER_SI_MV_INC_y,CS9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CS9 FP Equity_DX_BROKER_SI_MV_ADD,CS9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CS9 FP Equity_DX_BROKER_SI_QTY_DEC,CS9 FP Equity_DX_SUPPLY_SI_MV,CS9 FP Equity_DX_BROKER_SI_MV_DEC,CS9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CS9 FP Equity_DX_UTILIZATION_QUANTITY,CS9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CS9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CS9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CS9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CS9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CS9 FP Equity_DX_BROKER_SI_CON_RATIO,CS9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CS9 FP Equity_DX_DEMAND_SUPPLY_RATIO,CS9 FP Equity_PX_LAST
2015-10-07,3600.0,654516.0,4.75,1.99,0.65,,654516.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.81
2015-10-08,2200.0,401478.0,3.24,1.21,0.4,,401478.0,0.0,2200.0,0.0,,,,,,,,,,,,,,1400.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.49
2015-10-09,2300.0,421314.0,4.23,1.27,0.42,,421314.0,0.0,2300.0,0.0,,,0.02,,,,100.0,,,0.02,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.18
2015-10-12,2300.0,420049.0,4.23,1.27,0.42,,420049.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.63
2015-10-13,2300.0,415748.0,5.25,1.27,0.42,,415748.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.76
2015-10-14,2300.0,412413.0,5.55,1.27,0.42,,412413.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.31
2015-10-15,2300.0,418071.0,5.55,1.27,0.41,,418071.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.77
2015-10-16,2300.0,421337.0,6.64,1.27,0.42,,421337.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.19
2015-10-19,2300.0,422234.0,9.09,1.27,0.42,,422234.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.58
2015-10-20,2300.0,420509.0,9.09,1.27,0.42,,420509.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.83
2015-10-21,2300.0,420854.0,8.44,1.27,0.42,,420854.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.98
2015-10-22,2300.0,429732.0,8.72,1.27,0.42,,429732.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,186.84
2015-10-23,2200.0,418946.0,8.22,1.21,0.41,,418946.0,0.0,2200.0,0.0,,,,,,,,,,,,,,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,190.43
2015-10-26,1600.0,303824.0,5.89,0.88,0.3,,303824.0,0.0,1600.0,0.0,,,,,,,,,,,,,,600.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,189.89
2015-10-27,1600.0,300608.0,5.93,0.88,0.3,,300608.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,187.88
2015-10-28,1600.0,303760.0,5.93,0.88,0.3,,303760.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,189.85
2015-10-29,1600.0,302928.0,5.93,0.88,0.3,,302928.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,189.33
2015-10-30,700.0,132650.0,2.45,0.39,0.13,,132650.0,0.0,700.0,0.0,,,,,,,,,,,,,,900.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,189.5
2015-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.17
2015-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.95
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.93
2015-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.02
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.58
2015-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.36
2015-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.75
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.97
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.81
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.27
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.9
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.74
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.43
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.57
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.81
2015-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.46
2015-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.93
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.72
2015-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.77
2015-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.14
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.97
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.44
2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.06
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.28
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.55
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.44
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.84
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.17
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.68
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.65
2015-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.17
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.35
2015-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.76
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.39
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.31
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.14
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.09
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.21
2015-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.46
2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.52
2015-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.66
2016-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.63
2016-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.62
2016-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.27
2016-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.31
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.71
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.32
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.73
2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.59
2016-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.97
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.02
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.58
2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.61
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.16
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.82
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.81
2016-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.3
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.03
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.27
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.79
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.78
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.26
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.26
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.32
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.09
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.07
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.59
2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.01
2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.53
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.12
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.77
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.1
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.79
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.85
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.6
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.41
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.28
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.96
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.43
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.26
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.38
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.01
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.01
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.73
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.34
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.79
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.08
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.04
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.75
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.79
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.83
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.05
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.09
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.83
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.25
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.02
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.62
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.36
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.68
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.01
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.7
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.23
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.39
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.99
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.16
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.21
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.08
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.68
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.14
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.79
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.44
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.99
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.01
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.58
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.09
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.04
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.57
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.26
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.57
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.71
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.83
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.62
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.54
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.36
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.29
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.64
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.26
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.49
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.49
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.55
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.68
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.7
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.13
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.33
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.6
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.65
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.88
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.15
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.47
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.6
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.17
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.55
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.6
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.98
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.44
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.11
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.1
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.2
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.58
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.27
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.18
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.63
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.21
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.27
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.33
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.17
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.48
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.07
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.96
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.03
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.97
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.76
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.08
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.6
2016-07-01,2010.0,343870.8,22.61,1.25,0.34,,343870.8,0.0,2010.0,0.0,0.34,,,,2010.0,,,,0.34,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,171.08
2016-07-04,2010.0,341679.9,22.61,1.25,0.34,,341679.9,0.0,2010.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,169.99
2016-07-05,2010.0,336172.5,23.28,1.25,0.34,,336172.5,0.0,2010.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,167.25
2016-07-06,2010.0,330323.4,23.28,1.25,0.33,,330323.4,0.0,2010.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.34
2016-07-07,2010.0,333258.0,23.19,1.25,0.33,,333258.0,0.0,2010.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,165.8
2016-07-08,2010.0,338946.3,23.19,1.25,0.34,,338946.3,0.0,2010.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,168.63
2016-07-11,2010.0,344694.9,23.19,1.25,0.34,,344694.9,0.0,2010.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,171.49
2016-07-12,2010.0,349559.1,23.19,1.25,0.35,,349559.1,0.0,2010.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,173.91
2016-07-13,2010.0,348554.1,23.19,1.25,0.35,,348554.1,0.0,2010.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,173.41
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.87
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.59
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.92
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.12
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.87
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.83
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.6
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.69
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.21
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.01
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.57
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.29
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.17
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.83
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.16
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.16
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.05
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.22
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.04
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.42
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.07
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.89
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.85
2016-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.57
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.03
2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.27
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.03
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.86
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.66
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.34
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.15
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.08
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.53
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.6
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.84
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.64
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.71
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.84
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.44
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.84
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.72
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.9
