,LI FP Equity_DX_SI_QTY,LI FP Equity_DX_SHORT_INTEREST_VALUE,LI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LI FP Equity_DX_SI_MV,LI FP Equity_DX_DSS,LI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LI FP Equity_DX_SUPPLY_SI_QTY,LI FP Equity_DX_BROKER_SI_QTY,LI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LI FP Equity_DX_BROKER_SI_MV_NEW_x,LI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LI FP Equity_DX_SUPPLY_SI_QTY_INC_x,LI FP Equity_DX_BROKER_SI_MV_INC_x,LI FP Equity_DX_SUPPLY_SI_MV_NEW,LI FP Equity_DX_BROKER_SI_QTY_ADD,LI FP Equity_DX_BROKER_SI_QTY_NEW,LI FP Equity_DX_SUPPLY_SI_MV_DEC,LI FP Equity_DX_BROKER_SI_QTY_INC,LI FP Equity_DX_SUPPLY_SI_QTY_DEC,LI FP Equity_DX_BROKER_SI_MV_NEW_y,LI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LI FP Equity_DX_BROKER_SI_MV_INC_y,LI FP Equity_DX_SUPPLY_SI_QTY_INC_y,LI FP Equity_DX_BROKER_SI_MV_ADD,LI FP Equity_DX_SUPPLY_SI_QTY_ADD,LI FP Equity_DX_BROKER_SI_QTY_DEC,LI FP Equity_DX_SUPPLY_SI_MV,LI FP Equity_DX_BROKER_SI_MV_DEC,LI FP Equity_DX_SUPPLY_SI_MV_RMV,LI FP Equity_DX_BROKER_SI_MV_RMV,LI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LI FP Equity_DX_UTILIZATION_QUANTITY,LI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LI FP Equity_DX_ACTIVE_UTILIZATION_MV,LI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LI FP Equity_DX_BROKER_SI_CON_RATIO,LI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LI FP Equity_DX_DEMAND_SUPPLY_RATIO,LI FP Equity_PX_LAST
2019-08-12,3675350.0,99124189.5,1.64,5.41,1.21,100.49,1.0,65454275.13,3131963.0,2426929.0,84469042.11,,,64808.0,4.16,,,,9.61,148829.0,350655.0,,,4.16,64808.0,,29100.0,355905.0,84.92,9.72,,,5.09,5.09,58438372.0,1576082892.84,,1586.23,5.08,20.26,0.2508,42.71,0.0597,26.97
2019-08-13,3744811.0,100548175.35,1.67,5.64,1.23,102.01,1.0,66560881.5,3207479.0,2478990.0,86120811.15,,,92427.0,2.15,,78655.0,,1.63,79667.0,59122.0,,,2.15,92427.0,2.29,42211.0,106261.0,86.45,3.11,,,5.2,5.2,58450748.0,1569402583.8,,1576.81,5.2,19.94,0.2393,40.79,0.0607,26.85
2019-08-14,3932204.0,105540355.36,1.76,5.96,1.29,106.56,1.0,68909928.56,3372815.0,2567434.0,90526354.6,,,128157.0,3.32,,,,0.49,127216.0,16443.0,,,3.32,128157.0,,53622.0,38772.0,90.58,1.19,,,5.48,5.48,58139736.0,1560470514.24,,1562.9,5.48,19.38,0.2323,39.25,0.0639,26.84
2019-08-15,4550532.0,121317183.12,2.03,7.03,1.49,123.37,1.0,84920231.3,3379779.0,3185305.0,90104908.14,,,85670.0,5.86,,477931.0,,4.14,214187.0,152711.0,,,5.86,85670.0,12.94,74005.0,74247.0,90.53,1.99,,,5.5,5.5,58076532.0,1548320343.12,,1558.25,5.49,19.5,0.1837,31.01,0.074,26.66
2019-08-16,4710856.0,127617089.04,2.11,7.28,1.55,126.73,1.0,88930916.55,3483746.0,3282795.0,94374679.14,,,3000.0,3.57,,,,1.94,149744.0,72664.0,,,3.57,3000.0,,173631.0,52254.0,93.47,1.61,,,5.67,5.67,58000368.0,1571229969.12,,1552.76,5.68,20.61,0.1741,28.36,0.0766,27.09
2019-08-19,4669975.0,128330913.0,2.09,7.29,1.53,127.65,1.0,91342200.96,3396936.0,3323952.0,93347801.28,,,58163.0,2.92,,,,4.17,78704.0,157196.0,,,2.92,58163.0,,12223.0,37547.0,92.53,0.96,,,5.52,5.52,58183720.0,1598888625.6,,1582.34,5.52,21.04,0.1913,30.8,0.0758,27.48
2019-08-20,4777112.0,129173108.48,2.14,7.44,1.57,131.93,1.0,94291400.32,3241552.0,3487108.0,87651566.08,,,3283.0,4.95,,,,5.6,179730.0,207412.0,,,4.95,3283.0,,48745.0,16574.0,88.51,0.01,,,5.27,5.27,58276072.0,1575784986.88,,1595.38,5.26,20.5,0.1875,29.67,0.0777,27.04
2019-08-21,4788014.0,131526744.58,2.14,7.41,1.57,130.78,1.0,97246794.23,3276123.0,3540109.0,89995098.81,,,69168.0,1.83,,,,1.66,86082.0,60314.0,,,1.83,69168.0,,25717.0,33081.0,89.12,0.83,,,5.35,5.35,58016856.0,1593723034.32,,1574.58,5.36,20.43,0.195,31.3,0.0781,27.47
2019-08-22,4791700.0,131340497.0,2.14,7.45,1.57,132.96,1.0,97135420.95,3372735.0,3543795.0,92446666.35,,,41216.0,1.68,,,,1.11,55361.0,41691.0,,,1.68,41216.0,,97087.0,51675.0,92.59,0.72,,,5.5,5.5,57909476.0,1587298737.16,,1590.56,5.5,20.43,0.1972,30.98,0.0782,27.41
2019-08-23,4730152.0,129511561.76,2.12,7.32,1.55,130.57,1.0,97176493.64,3313155.0,3549178.0,90714183.9,,,25907.0,2.92,,,,2.45,109805.0,85487.0,,,2.92,25907.0,,,104422.0,90.66,3.08,,,5.41,5.41,57941892.0,1586449002.96,,1585.58,5.41,19.77,0.1943,31.04,0.0772,27.38
2019-08-26,4772449.0,130860551.58,2.13,7.44,1.57,131.5,1.0,98259295.8,3263736.0,3583490.0,89491641.12,,,3277.0,1.81,,,,1.74,73678.0,64204.0,,,1.81,3277.0,,11508.0,39366.0,89.47,1.02,,,5.34,5.34,57869064.0,1586769734.88,,1585.4,5.34,21.34,0.1964,30.73,0.0781,27.42
2019-08-27,4641273.0,128748913.02,2.08,7.3,1.52,128.74,1.0,97220932.8,3163403.0,3504720.0,87752799.22,,,1629.0,1.63,,,,3.21,55333.0,118364.0,,,1.63,1629.0,,16402.0,134103.0,87.15,3.18,,,5.16,5.16,58101524.0,1611736275.76,,1598.09,5.17,19.35,0.2021,32.69,0.0758,27.74
2019-08-28,4665695.0,128679868.1,2.09,7.17,1.53,130.5,1.0,96913168.94,3206348.0,3513893.0,88431077.84,,,48979.0,1.76,,,,0.23,47797.0,9277.0,,,1.76,48979.0,,3243.0,38624.0,88.75,1.06,,,5.24,5.24,58028156.0,1600416542.48,,1606.77,5.23,19.38,0.2077,33.36,0.0762,27.58
2019-08-29,4164504.0,114398924.88,1.86,6.41,1.37,115.6,1.0,83428450.25,2744426.0,3037075.0,75389382.22,,,29655.0,0.2,,,,13.69,6355.0,491577.0,,,0.2,29655.0,,,483173.0,75.63,14.23,,,4.49,4.49,58314344.0,1601895029.68,,1607.4,4.49,21.98,0.223,37.06,0.0682,27.47
2019-08-30,4595341.0,127566666.16,2.06,7.06,1.51,127.62,1.0,93755763.44,2827960.0,3377369.0,78504169.6,,,12463.0,9.51,,5762.0,,1.26,347434.0,45712.0,,,9.51,12463.0,0.16,116783.0,12902.0,78.4,0.38,,,4.63,4.63,58195008.0,1615493422.08,,1609.44,4.65,21.93,0.2334,39.42,0.0753,27.76
2019-09-02,5297303.0,148165564.91,2.37,7.9,1.74,147.43,1.0,93682773.94,3878864.0,3349402.0,108491826.08,,,386020.0,2.38,,,,0.26,74897.0,9620.0,,,2.38,386020.0,,674504.0,102864.0,107.87,2.87,,,6.36,6.36,57150636.0,1598503288.92,,1590.4,6.35,19.72,0.2021,34.29,0.0868,27.97
2019-09-03,5061873.0,139150888.77,2.26,7.57,1.66,141.8,1.0,85382510.52,3741687.0,3105948.0,102858975.63,,,18439.0,2.66,,,,4.23,96000.0,155616.0,,,2.66,18439.0,,,339454.0,104.2,8.94,,,6.13,6.13,57282636.0,1574699663.64,,1595.1,6.13,16.85,0.1966,34.98,0.0829,27.49
2019-09-04,5011439.0,139318004.2,2.24,7.53,1.65,138.68,1.0,88839070.0,3899710.0,3195650.0,108411938.0,,,10305.0,8.19,,,,8.13,313227.0,274910.0,,,8.19,10305.0,,422628.0,223525.0,107.42,6.67,,,6.39,6.39,57138152.0,1588440625.6,,1571.8,6.4,18.27,0.2248,39.47,0.0821,27.8
2019-09-05,4738044.0,132096666.72,2.12,7.15,1.56,132.68,1.0,85436949.64,3691947.0,3064453.0,102931482.36,,,107683.0,1.43,,,,17.92,28461.0,653993.0,,,1.43,107683.0,,338547.0,159658.0,102.69,4.33,,,6.07,6.07,57119840.0,1592501139.2,,1588.9,6.07,15.71,0.2446,43.52,0.0779,27.88
2019-09-06,5060978.0,141150676.42,2.26,7.74,1.66,141.81,1.0,94220898.56,3706871.0,3378304.0,103384632.19,,,40614.0,8.9,,,,0.67,318851.0,25690.0,,,8.9,40614.0,,,5000.0,103.4,0.13,,,6.1,6.1,57077896.0,1591902519.44,,1592.32,6.1,18.02,0.2312,40.39,0.0833,27.89
2019-09-09,5112173.0,142527383.24,2.29,8.09,1.68,143.19,1.0,96496304.4,4218644.0,3461130.0,117615794.72,,,507879.0,3.88,,,,5.62,134815.0,200990.0,,,3.88,507879.0,,204884.0,51989.0,117.6,1.55,,,6.95,6.95,56437828.0,1573486644.64,,1574.0,6.95,17.12,0.2486,43.07,0.0843,27.88
2019-09-10,5464693.0,155361221.99,2.44,8.66,1.79,152.98,1.0,107235003.28,4087846.0,3771896.0,116217461.78,,,107892.0,12.06,,,,8.35,438539.0,303367.0,,,12.06,107892.0,,64677.0,127773.0,114.48,3.58,,,6.74,6.74,56577224.0,1608490478.32,,1584.82,6.74,24.55,0.2557,40.88,0.0901,28.43
2019-09-11,5253869.0,157668608.69,2.35,8.15,1.72,150.72,1.0,107840424.83,3841295.0,3593483.0,115277262.95,,,58474.0,3.92,,,,8.73,96424.0,347396.0,,,3.92,58474.0,,42371.0,274837.0,110.56,6.58,,,6.33,6.33,56796972.0,1704477129.72,,1635.98,6.33,21.17,0.2689,43.87,0.0866,30.01
2019-09-12,4582872.0,135927983.52,2.05,7.0,1.5,136.81,1.0,87007254.08,3400136.0,2933488.0,100848033.76,,,40131.0,,,,,12.0,,481290.0,,,,40131.0,,,659995.0,101.5,15.96,,,5.62,5.62,57103356.0,1693685538.96,,1704.28,5.62,22.57,0.2309,37.22,0.0757,29.66
2019-09-13,3799667.0,114977923.42,1.7,5.66,1.25,113.34,1.0,71820022.06,2842257.0,2373431.0,86006696.82,,,2951.0,2.72,,12396.0,,17.52,91746.0,573226.0,,,2.72,2951.0,0.37,12396.0,664199.0,84.81,19.64,,,4.7,4.7,57658860.0,1744757103.6,,1716.09,4.71,25.24,0.1837,25.29,0.0628,30.26
2019-09-16,3969413.0,118645754.57,1.78,5.88,1.3,120.41,1.0,75280415.98,2971374.0,2518582.0,88814368.86,,,65520.0,15.77,,,,1.54,487587.0,64197.0,,,15.77,65520.0,,127794.0,342436.0,89.71,10.31,,,4.92,4.92,57370984.0,1714818711.76,,1734.9,4.92,26.96,0.2361,38.16,0.0658,29.89
2019-09-17,4042520.0,121073474.0,1.81,6.04,1.33,121.28,1.0,85984832.7,2539262.0,2870946.0,76050896.9,,,1898.0,15.29,,,,19.55,520077.0,638620.0,,,15.29,1898.0,,204610.0,167713.0,75.87,5.41,,,4.22,4.22,57679560.0,1727502822.0,,1721.19,4.22,30.97,0.2332,31.51,0.0671,29.95
2019-09-18,3999837.0,120755079.03,1.79,5.87,1.31,120.53,1.0,86489429.03,2685885.0,2864837.0,81086868.15,,,203010.0,3.18,,,,4.99,100462.0,168724.0,,,3.18,203010.0,,112337.0,106571.0,80.68,3.05,,,4.46,4.46,57557420.0,1737658509.8,,1728.28,4.46,26.15,0.2267,34.42,0.0664,30.19
2019-09-19,3178618.0,96343911.58,1.42,4.65,1.04,96.27,1.0,65732872.66,2380930.0,2168686.0,72165988.3,,,69530.0,2.66,,9500.0,,18.44,86468.0,617169.0,,,2.66,69530.0,0.29,242684.0,792119.0,72.0,23.74,,,3.94,3.94,57997448.0,1757902648.88,,1753.41,3.94,23.42,0.2239,38.8,0.0526,30.31
2019-09-20,3090109.0,92950478.72,1.38,4.48,1.01,94.29,1.0,70900485.12,2162138.0,2357064.0,65037111.04,,,5358.0,8.95,,,,9.29,275416.0,308843.0,,,8.95,5358.0,,84693.0,87038.0,65.32,2.63,,,3.62,3.62,57602928.0,1732696074.24,,1744.09,3.61,30.81,0.2474,37.07,0.0517,30.08
2019-09-23,2578195.0,76546609.55,1.15,3.52,0.85,78.22,0.0,55738848.09,1462155.0,1877361.0,43411381.95,,,97594.0,2.5,,,,25.18,81223.0,830603.0,,,2.5,97594.0,,33026.0,560926.0,43.85,17.41,,,2.45,2.45,58255176.0,1729596175.44,,1747.89,2.45,25.13,0.2195,34.16,0.0432,29.69
2019-09-24,2449577.0,72850419.98,1.1,3.3,0.8,73.44,0.0,53016070.48,1380207.0,1782652.0,41047356.18,,,7458.0,,,,,4.86,,156670.0,,,,7458.0,,67264.0,94709.0,40.97,3.35,,,2.31,2.31,58311216.0,1734175563.84,,1730.76,2.31,25.02,0.2312,35.75,0.041,29.74
2019-09-25,2193919.0,66190536.23,0.98,2.96,0.72,65.68,0.0,45284958.81,1202816.0,1500993.0,36288958.72,,,22405.0,1.91,,,,8.94,63229.0,303189.0,,,1.91,22405.0,,103393.0,344888.0,35.91,10.62,,,2.01,2.01,58621964.0,1768624653.88,,1751.99,2.01,27.13,0.2168,31.75,0.0367,30.17
2019-09-26,2178235.0,66501514.55,0.97,2.98,0.72,66.08,0.0,48597989.83,1066606.0,1591811.0,32563481.18,,,76738.0,7.46,,52160.0,,6.44,230467.0,216863.0,,,7.46,76738.0,1.54,3915.0,191809.0,32.25,5.65,,,1.79,1.79,58656560.0,1790784776.8,,1774.16,1.79,31.78,0.2771,40.73,0.0365,30.53
2019-09-27,2033130.0,62640735.3,0.91,2.78,0.67,62.12,0.0,47112834.21,1072473.0,1529141.0,33042893.13,,,36583.0,0.77,,,,2.57,24551.0,87006.0,,,0.77,36583.0,,56290.0,87221.0,32.78,2.42,,,1.8,1.8,58597808.0,1805398464.48,,1792.72,1.8,32.49,0.2564,37.29,0.0341,30.81
2019-09-30,2766817.0,86214017.72,1.24,3.83,0.91,85.47,0.0,62830182.68,1234380.0,2016373.0,38463280.8,,,242695.0,15.46,,,,3.25,487232.0,106569.0,,,15.46,242695.0,,25781.0,,38.13,,,,2.07,2.07,58518664.0,1823441570.24,,1809.34,2.06,25.17,0.2303,36.79,0.0463,31.16
2019-10-01,3126093.0,96221142.54,1.4,4.28,1.03,97.18,1.0,67082947.74,1492357.0,2179433.0,45934748.46,,,164058.0,5.79,,,,2.45,178690.0,79835.0,,,5.79,164058.0,,174861.0,15630.0,46.37,0.3,0.03,,2.5,2.5,58214300.0,1791836154.0,1107.0,1806.74,2.5,22.55,0.2034,32.73,0.0524,30.78
2019-10-02,3515002.0,105028259.76,1.57,4.86,1.15,108.38,1.0,72552763.44,1720159.0,2428138.0,51398350.92,,,128009.0,7.94,,,,2.09,257337.0,59822.0,,,7.94,128009.0,,159615.0,8632.0,52.61,0.58,,,2.87,2.87,58126332.0,1736814800.16,,1776.96,2.88,24.96,0.1878,27.97,0.0587,29.88
2019-10-03,3607299.0,108796137.84,1.61,4.87,1.18,108.94,1.0,75785324.16,1726350.0,2512776.0,52066716.0,,,6879.0,2.36,,10000.0,,0.37,83164.0,12507.0,,,2.36,6879.0,0.3,11819.0,8526.0,52.03,0.81,,,2.89,2.89,57937904.0,1747407184.64,,1748.98,2.89,23.7,0.1766,26.86,0.0605,30.16
2019-10-04,3563477.0,108935491.89,1.59,4.82,1.17,108.12,1.0,68368582.2,2192942.0,2236460.0,67038236.94,,,193888.0,,,,,9.97,,334471.0,,,,193888.0,,607175.0,276316.0,66.36,8.09,,,3.68,3.68,57401736.0,1754771069.52,,1736.72,3.68,21.22,0.1596,22.92,0.0598,30.57
2019-10-07,3754680.0,116545267.2,1.68,5.03,1.23,115.17,1.0,78346046.4,2069731.0,2524035.0,64244450.24,,,,11.29,,,,9.5,354374.0,319409.0,,,11.29,,,196198.0,66799.0,63.55,1.9,,,3.47,3.47,57630160.0,1788840166.4,,1767.99,3.47,23.99,0.1754,26.54,0.0629,31.04
2019-10-08,3291726.0,98982200.82,1.47,4.29,1.08,102.35,1.0,68484094.23,1790779.0,2277489.0,53848724.53,,,54152.0,1.29,,,,10.39,37765.0,342641.0,,,1.29,54152.0,,9537.0,284311.0,55.08,7.7,,,3.0,3.0,57916068.0,1741536164.76,,1786.03,2.99,24.24,0.1694,24.64,0.0551,30.07
2019-10-09,3297525.0,101201042.25,1.47,4.32,1.08,100.49,1.0,72910570.59,2146507.0,2375711.0,65876299.83,,,339245.0,6.71,,,,6.64,235025.0,204626.0,,,6.71,339245.0,,221109.0,136803.0,64.86,5.05,,,3.6,3.6,57437920.0,1762769764.8,,1734.94,3.6,22.85,0.1599,23.18,0.0553,30.69
2019-10-10,3585077.0,111316640.85,1.6,4.66,1.18,111.49,1.0,73000475.1,2457109.0,2351062.0,76293234.45,,,437861.0,11.23,,8808.0,,4.67,344801.0,161409.0,,,11.23,437861.0,0.29,34150.0,378258.0,75.64,10.81,,,4.14,4.14,56868356.0,1765762453.8,,1748.55,4.15,18.82,0.1671,27.01,0.0604,31.05
2019-10-11,3217212.0,101213489.52,1.44,4.18,1.06,101.39,1.0,63265902.7,2074120.0,2010995.0,65251815.2,,,19520.0,2.3,,,,12.72,59368.0,420996.0,,,2.3,19520.0,,18487.0,399435.0,64.64,12.08,,,3.51,3.51,57034252.0,1794297567.92,,1774.6,3.51,21.19,0.1836,29.55,0.0544,31.46
2019-10-14,3308194.0,104572012.34,1.48,4.36,1.09,105.01,1.0,67920090.9,2010987.0,2148690.0,63567299.07,,,220858.0,2.14,,150000.0,,8.67,66285.0,283991.0,,,2.14,220858.0,4.74,,78590.0,63.34,2.25,,,3.44,3.44,56499492.0,1785948942.12,,1779.17,3.44,20.17,0.1603,27.11,0.0565,31.61
2019-10-15,3070387.0,98129568.52,1.37,4.06,1.01,98.43,1.0,67445475.64,1904697.0,2110309.0,60874116.12,,,71721.0,4.71,,,,8.43,135974.0,269378.0,,,4.71,71721.0,,91367.0,174355.0,60.37,5.33,,,3.26,3.26,56583760.0,1808416969.6,,1792.99,3.26,23.67,0.1676,26.87,0.0525,31.96
2019-10-16,2952213.0,95090780.73,1.32,3.89,0.97,95.27,1.0,68294959.63,1792227.0,2120303.0,57727631.67,,,49280.0,1.04,,,,5.37,31471.0,169520.0,,,1.04,49280.0,,7770.0,21477.0,57.3,0.64,,,3.06,3.06,56682340.0,1825738171.4,,1812.71,3.06,24.06,0.1657,28.05,0.0505,32.21
2019-10-17,2663201.0,86900248.63,1.19,3.45,0.87,86.75,0.0,61561911.58,1691495.0,1886666.0,55193481.85,,,238470.0,1.74,,,,12.8,47803.0,403992.0,,,1.74,238470.0,,64790.0,281440.0,54.66,8.81,,,2.89,2.89,56780464.0,1852746540.32,,1830.39,2.9,25.28,0.1904,32.2,0.0455,32.63
2019-10-18,2901196.0,94346893.92,1.3,3.72,0.95,95.62,0.0,69192673.92,1762614.0,2127696.0,57320207.28,,,74154.0,9.4,,,,0.07,261426.0,3035.0,,,9.4,74154.0,,,20396.0,57.15,0.59,,,3.0,3.0,56977336.0,1852902966.72,,1849.62,3.0,28.02,0.1949,30.91,0.0494,32.52
2019-10-21,2830391.0,92185834.87,1.27,3.6,0.93,93.24,0.0,66376617.76,1762413.0,2037968.0,57401791.41,,,69762.0,2.51,,5000.0,,9.77,78879.0,304464.0,,,2.51,69762.0,0.16,234501.0,173607.0,57.36,5.68,,,3.0,3.0,56929360.0,1854189255.2,,1851.24,3.01,22.17,0.1752,31.79,0.0482,32.57
2019-10-22,2847975.0,93783816.75,1.27,3.59,0.94,94.03,0.0,65325480.24,1885762.0,1983768.0,62098142.66,,,124734.0,0.3,,,,1.55,7580.0,49081.0,,,0.3,124734.0,,47696.0,61780.0,61.85,2.16,,,3.21,3.21,56842696.0,1871829979.28,,1856.2,3.22,20.87,0.1714,31.67,0.0485,32.93
2019-10-23,2835204.0,94752517.68,1.27,3.63,0.93,94.61,0.0,67273858.44,1802041.0,2012982.0,60224210.22,,,,2.35,,,,2.64,58142.0,83721.0,,,2.35,,,,28928.0,59.61,0.66,,,3.08,3.08,56637040.0,1892809876.8,,1870.54,3.09,20.54,0.1812,33.28,0.0485,33.42
2019-10-24,2933688.0,98425232.4,1.31,3.8,0.96,99.17,1.0,70839684.3,1884712.0,2111466.0,63232087.6,,,64587.0,4.34,,,,0.25,117172.0,7580.0,,,4.34,64587.0,,25664.0,18688.0,63.09,0.17,,,3.23,3.23,56517048.0,1896146960.4,,1890.49,3.23,22.17,0.1808,32.02,0.0502,33.55
2019-10-25,2830159.0,94555612.19,1.27,3.72,0.93,97.35,0.0,65721378.97,1901716.0,1967117.0,63536331.56,,,133163.0,5.77,,,,12.88,131962.0,385536.0,,,5.77,133163.0,,269377.0,276311.0,63.74,9.11,,,3.25,3.25,56558952.0,1889634586.32,,1896.68,3.25,15.04,0.1664,32.82,0.0484,33.41
2019-10-28,2913982.0,97064740.42,1.3,3.89,0.96,98.53,0.0,68626594.4,1966360.0,2060240.0,65499451.6,,,6678.0,1.95,,,,0.59,99968.0,16824.0,,,1.95,6678.0,,74790.0,6845.0,65.6,0.26,,,3.36,3.36,56554464.0,1883829195.84,,1887.28,3.36,14.54,0.1703,33.03,0.0498,33.31
2019-10-29,3024396.0,100984582.44,1.35,4.02,0.99,101.97,1.0,68927644.8,2058434.0,2064320.0,68731111.26,,,12147.0,1.69,,,,2.59,50465.0,77527.0,,,1.69,12147.0,,157454.0,46385.0,68.6,1.75,,,3.52,3.52,56390632.0,1882883202.48,,1878.17,3.52,13.56,0.1545,30.38,0.0517,33.39
2019-10-30,2942590.0,98400209.6,1.32,3.99,0.97,99.19,1.0,62463545.76,2129252.0,1867929.0,71202186.88,,,14015.0,,,,,4.59,,138062.0,,,,14015.0,,194865.0,196391.0,71.04,6.66,,,3.64,3.64,56390676.0,1885704205.44,,1881.0,3.64,13.99,0.1614,31.31,0.0503,33.44
2019-10-31,2869641.0,95817312.99,1.28,3.9,0.94,96.99,0.0,58291059.96,2050652.0,1745764.0,68471270.28,,,158997.0,0.58,,,,8.08,15229.0,243001.0,,,0.58,158997.0,,5404.0,137394.0,68.55,4.51,,,3.5,3.5,56505356.0,1886713836.84,,1887.19,3.51,14.41,0.1667,31.69,0.049,33.39
2019-11-01,2687448.0,89303897.04,1.2,3.69,0.88,90.71,0.0,56968980.32,1892410.0,1714384.0,62884784.3,,,458.0,0.42,,,,5.61,12762.0,166647.0,,,0.42,458.0,,7947.0,44142.0,63.01,1.49,,,3.23,3.23,56641528.0,1882197975.44,,1886.14,3.23,15.45,0.1806,34.0,0.0459,33.23
2019-11-04,2705093.0,89782036.67,1.21,3.94,0.89,91.04,0.0,57406187.37,1893385.0,1729623.0,62841448.15,,,35031.0,0.46,,13500.0,,2.47,14798.0,74119.0,,,0.46,35031.0,0.45,40063.0,13059.0,62.95,0.54,,,3.24,3.24,56462480.0,1873989711.2,,1877.94,3.24,15.58,0.1776,33.58,0.0464,33.19
2019-11-05,2755078.0,91881851.3,1.23,4.0,0.9,92.79,0.0,59349926.8,1968215.0,1779608.0,65639970.25,,,40516.0,2.31,,,,,66730.0,,,,2.31,40516.0,,34314.0,16745.0,65.45,0.56,,,3.37,3.37,56381408.0,1880319956.8,,1876.97,3.37,17.57,0.178,32.9,0.0472,33.35
2019-11-06,2507706.0,83757380.4,1.12,3.62,0.82,84.72,0.0,57456350.0,1716901.0,1720250.0,57344493.4,,,3498.0,0.18,,,,8.42,4732.0,254812.0,,,0.18,3498.0,,,64090.0,57.29,2.15,,,2.94,2.94,56610876.0,1890803258.4,,1888.96,2.94,19.36,0.1992,36.39,0.043,33.4
2019-11-07,2443363.0,80484377.22,1.09,3.48,0.8,82.66,0.0,54545576.58,1706076.0,1655907.0,56198143.44,,,2223.0,0.17,,,,0.46,4768.0,13048.0,,,0.17,2223.0,,,69111.0,56.75,2.22,,,2.92,2.92,56683580.0,1867157125.2,,1888.75,2.92,17.28,0.2003,37.37,0.0418,32.94
2019-11-08,2354859.0,77851638.54,1.05,3.29,0.77,78.7,0.0,51662961.18,1718195.0,1562703.0,56803526.7,,,14425.0,,,4700.0,,0.09,,2306.0,,,,14425.0,0.15,,97904.0,56.68,3.47,,,2.94,2.94,56681484.0,1873889861.04,,1870.05,2.94,13.8,0.2037,38.93,0.0403,33.06
2019-11-11,2274395.0,75532657.95,1.02,3.17,0.75,76.3,0.0,49225157.19,1501146.0,1482239.0,49853058.66,,,,0.09,,,,7.16,856.0,217049.0,,,0.09,,,,81320.0,49.68,2.57,,,2.57,2.57,56946400.0,1891189944.0,,1884.0,2.57,14.33,0.214,40.39,0.0389,33.21
2019-11-12,2550025.0,84201825.5,1.14,3.63,0.84,85.2,0.0,62040650.62,1398288.0,1878881.0,46171469.76,,,34968.0,0.82,,372508.0,,4.55,24134.0,137826.0,,,0.82,34968.0,11.76,,,46.38,,,,2.39,2.39,57201916.0,1888807266.32,,1898.45,2.38,15.01,0.1887,36.18,0.0435,33.02
2019-11-13,2496135.0,81973073.4,1.12,3.54,0.82,84.11,0.0,61740710.64,1378727.0,1880046.0,45277394.68,,,2200.0,1.05,,,,0.73,32786.0,21761.0,,,1.05,2200.0,,,31621.0,45.52,1.29,,,2.34,2.34,57443564.0,1886446641.76,,1895.68,2.34,16.7,0.1913,35.7,0.0424,32.84
2019-11-14,2675217.0,87934382.79,1.2,3.86,0.88,89.03,0.0,54764608.39,1800586.0,1666097.0,59185261.82,,,,0.16,,,,0.33,5000.0,9393.0,,,0.16,,,431252.0,218949.0,59.1,7.98,,,3.06,3.06,56996088.0,1873461412.56,,1871.13,3.06,14.23,0.1682,32.99,0.0455,32.87
2019-11-15,2606290.0,85981507.1,1.17,3.76,0.86,86.53,0.0,52588369.3,1966072.0,1594070.0,64860715.28,,,60379.0,0.49,,,,2.25,14921.0,68467.0,,,0.49,60379.0,,173574.0,86948.0,64.64,3.07,,,3.35,3.35,56667152.0,1869449344.48,,1861.83,3.36,12.16,0.1699,34.06,0.0445,32.99
2019-11-18,2884905.0,95865393.15,1.29,4.2,0.95,96.54,0.0,59212038.55,2065795.0,1781885.0,68646367.85,,,123554.0,9.07,,,,2.36,259330.0,71515.0,,,9.07,123554.0,,47684.0,71515.0,68.29,2.28,,,3.51,3.51,56804712.0,1887620579.76,,1876.06,3.51,14.2,0.2033,39.32,0.049,33.23
2019-11-19,2877515.0,95418397.4,1.29,4.26,0.94,97.14,0.0,60831854.2,2064774.0,1834495.0,68467905.84,,,76777.0,3.1,,,,2.57,80438.0,79134.0,,,3.1,76777.0,,1336.0,27828.0,68.56,0.85,,,3.51,3.51,56799280.0,1883464124.8,,1886.84,3.51,12.2,0.2226,42.44,0.0489,33.16
