,RS2K FP Equity_DX_SI_QTY,RS2K FP Equity_DX_SHORT_INTEREST_VALUE,RS2K FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RS2K FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RS2K FP Equity_DX_SI_MV,RS2K FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RS2K FP Equity_DX_SUPPLY_SI_QTY,RS2K FP Equity_DX_BROKER_SI_QTY,RS2K FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RS2K FP Equity_DX_SUPPLY_SI_QTY_INC_x,RS2K FP Equity_DX_BROKER_SI_MV_INC_x,RS2K FP Equity_DX_BROKER_SI_QTY_ADD,RS2K FP Equity_DX_SUPPLY_SI_MV_DEC,RS2K FP Equity_DX_BROKER_SI_QTY_INC,RS2K FP Equity_DX_SUPPLY_SI_QTY_DEC,RS2K FP Equity_DX_BROKER_SI_MV_INC_y,RS2K FP Equity_DX_SUPPLY_SI_QTY_INC_y,RS2K FP Equity_DX_BROKER_SI_MV_ADD,RS2K FP Equity_DX_SUPPLY_SI_QTY_ADD,RS2K FP Equity_DX_BROKER_SI_QTY_DEC,RS2K FP Equity_DX_SUPPLY_SI_MV,RS2K FP Equity_DX_BROKER_SI_MV_DEC,RS2K FP Equity_DX_BROKER_SI_MV_RMV,RS2K FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RS2K FP Equity_DX_UTILIZATION_QUANTITY,RS2K FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RS2K FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RS2K FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RS2K FP Equity_DX_ACTIVE_UTILIZATION_MV,RS2K FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RS2K FP Equity_DX_BROKER_SI_CON_RATIO,RS2K FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RS2K FP Equity_DX_DEMAND_SUPPLY_RATIO,RS2K FP Equity_PX_LAST
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,152237.01,0.15,0.0,,0.0,,0.0,197.7104
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,153641.41,0.15,0.0,,0.0,,0.0,199.5343
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,152539.85,0.15,0.0,,0.0,,0.0,198.1037
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,160683.75,0.16,0.0,,0.0,,0.0,208.6802
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,160615.99,0.16,0.0,,0.0,,0.0,208.5922
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,161546.0,0.16,0.0,,0.0,,0.0,209.8
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,160655.57,0.16,0.0,,0.0,,0.0,208.6436
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,161087.39,0.16,0.0,,0.0,,0.0,209.2044
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,165442.2,0.17,0.0,,0.0,,0.0,214.86
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,164056.2,0.16,0.0,,0.0,,0.0,213.06
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,166999.45,0.17,0.0,,0.0,,0.0,216.8824
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,163966.96,0.16,0.0,,0.0,,0.0,212.9441
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,164850.92,0.17,0.0,,0.0,,0.0,214.0921
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,168108.02,0.17,0.0,,0.0,,0.0,218.3221
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,171481.93,0.17,0.0,,0.0,,0.0,222.7038
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,169962.1,0.17,0.0,,0.0,,0.0,220.73
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,169883.25,0.17,0.0,,0.0,,0.0,220.6276
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,169356.42,0.17,0.0,,0.0,,0.0,219.9434
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,168006.3,0.17,0.0,,0.0,,0.0,218.19
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,167552.0,0.17,0.0,,0.0,,0.0,217.6
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,166516.5,0.17,0.0,,0.0,,0.0,216.2552
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,167782.92,0.17,0.0,,0.0,,0.0,217.8999
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,170308.6,0.17,0.0,,0.0,,0.0,221.18
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,171363.5,0.17,0.0,,0.0,,0.0,222.55
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,172474.07,0.17,0.0,,0.0,,0.0,223.9923
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,770.0,174824.5,0.17,0.0,,0.0,,0.0,227.0448
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,894.0,201049.69,0.2,0.0,,0.0,,0.0,224.8878
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,894.0,201328.8,0.2,0.0,,0.0,,0.0,225.2
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,894.0,203136.2,0.2,0.0,,0.0,,0.0,227.2217
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,894.0,203064.95,0.2,0.0,,0.0,,0.0,227.142
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,894.0,204832.74,0.21,0.0,,0.0,,0.0,229.1194
2020-12-17,100.0,22917.51,0.01,0.01,0.02,22917.51,100.0,100.0,22917.51,,,100.0,,,,,,0.02,100.0,,0.02,,,100.0,11.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1119,229.1751
2020-12-18,100.0,23175.0,0.01,0.01,0.02,23175.0,100.0,100.0,23175.0,,,,,,,,,,,,0.02,,,100.0,11.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1119,231.75
2020-12-21,100.0,22830.0,0.01,0.01,0.02,22830.0,100.0,100.0,22830.0,,,,,,,,,,,,0.02,,,100.0,11.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1119,228.3
2020-12-22,100.0,23212.64,0.01,0.01,0.02,23212.64,100.0,100.0,23212.64,,,,,,,,,,,,0.02,,,3.41,3.27,2835.0,658078.34,0.66,3.41,,1.0,100.0,0.0327,232.1264
2020-12-23,100.0,23487.81,0.01,0.01,0.02,23487.81,100.0,100.0,23487.81,,,,,,,,,,,,0.02,,,3.41,3.41,2835.0,665879.41,0.67,3.41,,1.0,100.0,0.0341,234.8781
2020-12-24,100.0,23590.2,0.01,0.01,0.02,23590.2,100.0,100.0,23590.2,,,,,,,,,,,,0.02,,,3.41,3.41,2835.0,668782.17,0.67,3.41,,1.0,100.0,0.0341,235.902
2020-12-25,100.0,23590.2,0.01,0.01,0.02,23590.2,100.0,100.0,23590.2,,,,,,,,,,,,0.02,,,3.41,3.41,2835.0,668782.17,0.67,3.41,,1.0,100.0,0.0341,
2020-12-28,100.0,23490.69,0.01,0.01,0.02,23490.69,100.0,100.0,23490.69,,,,,,,,,,,,0.02,,,3.41,3.41,2835.0,665961.06,0.67,3.41,,1.0,100.0,0.0341,234.9069
2020-12-29,100.0,22885.0,0.01,0.01,0.02,22885.0,100.0,100.0,22885.0,,,,,,,,,,,,0.02,,,3.41,3.41,2835.0,648789.75,0.65,3.41,,1.0,100.0,0.0341,228.85
2020-12-30,100.0,23012.11,0.01,0.01,0.02,23012.11,100.0,100.0,23012.11,,,,,,,,,,,,0.02,,,3.41,3.41,2835.0,652393.32,0.65,3.41,,1.0,100.0,0.0341,230.1211
2020-12-31,100.0,22994.88,0.01,0.01,0.02,22994.88,100.0,100.0,22994.88,,,,,,,,,,,,0.02,,,3.41,3.41,2835.0,651904.85,0.65,3.41,,1.0,100.0,0.0341,229.9488
2021-01-01,100.0,22994.88,0.01,0.01,0.02,22994.88,100.0,100.0,22994.88,,,,,,,,,,,,0.02,,,3.41,3.41,2835.0,651904.85,0.65,3.41,,1.0,100.0,0.0341,
2021-01-04,100.0,22651.3,0.01,0.01,0.02,22651.3,100.0,100.0,22651.3,,,,,,,,,,,,0.02,,,3.41,3.41,2835.0,642164.36,0.64,3.41,,1.0,100.0,0.0341,226.513
2021-01-05,100.0,22935.0,0.01,0.01,0.02,22935.0,100.0,100.0,22935.0,,,,,,,,,,,,0.02,,,3.55,3.55,2716.0,622914.6,0.62,3.55,,1.0,100.0,0.0355,229.35
2021-01-06,100.0,23918.01,0.01,0.01,0.02,23918.01,100.0,100.0,23918.01,,,,,,,,,,,,0.02,,,3.41,3.41,2836.0,678314.76,0.68,3.41,,1.0,100.0,0.0341,239.1801
2021-01-07,100.0,24328.55,0.01,0.01,0.02,24328.55,100.0,100.0,24328.55,,,,,,,,,,,,0.02,,,3.55,3.55,2717.0,661006.7,0.66,3.55,,1.0,100.0,0.0355,243.2855
2021-01-08,100.0,24395.49,0.01,0.01,0.02,24395.49,100.0,100.0,24395.49,,,,,,,,,,,,0.02,,,100.0,15.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.1536,243.9549
2021-01-11,100.0,24490.58,0.01,0.01,0.02,24490.58,100.0,100.0,24490.58,,,,,,,,,,,,0.02,,,3.55,3.55,2717.0,665409.06,0.66,3.55,,1.0,100.0,0.0355,244.9058
2021-01-12,100.0,24895.22,0.01,0.01,0.02,24895.22,100.0,100.0,24895.22,,,,,,,,,,,,0.02,,,100.0,15.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.1536,248.9522
2021-01-13,100.0,24862.84,0.01,0.01,0.02,24862.84,100.0,100.0,24862.84,,,,,,,,,,,,0.02,,,100.0,15.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.1536,248.6284
2021-01-14,100.0,25378.42,0.01,0.01,0.02,25378.42,100.0,100.0,25378.42,,,,,,,,,,,,0.03,,,100.0,15.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.1536,253.7842
2021-01-15,100.0,24995.0,0.01,0.01,0.03,24995.0,100.0,100.0,24995.0,,,,,,,,,,,,0.02,,,100.0,15.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.1536,249.95
2021-01-18,100.0,25253.24,0.01,0.01,0.03,25253.24,100.0,100.0,25253.24,,,,,,,,,,,,0.03,,,100.0,15.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.1536,252.5324
2021-01-19,100.0,25194.73,0.01,0.01,0.03,25194.73,100.0,100.0,25194.73,,,,,,,,,,,,0.03,,,100.0,15.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.1536,251.9473
2021-01-20,100.0,25470.0,0.01,0.01,0.03,25470.0,100.0,100.0,25470.0,,,,,,,,,,,,0.03,,,100.0,15.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.1536,254.7
2021-01-21,100.0,25178.93,0.01,0.01,0.03,25178.93,100.0,100.0,25178.93,,,,,,,,,,,,0.03,,,100.0,15.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.1536,251.7893
2021-01-22,100.0,25038.5,0.01,0.01,0.03,25038.5,100.0,100.0,25038.5,,,,,,,,,,,,0.03,,,100.0,32.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.3289,250.385
2021-01-25,100.0,25235.0,0.01,0.01,0.03,25235.0,100.0,100.0,25235.0,,,,,,,,,,,,0.03,,,100.0,15.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.1536,252.35
2021-01-26,100.0,25305.0,0.01,0.01,0.03,25305.0,100.0,100.0,25305.0,,,,,,,,,,,,0.03,,,100.0,32.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.3289,253.05
2021-01-27,100.0,25085.0,0.01,0.01,0.03,25085.0,100.0,100.0,25085.0,,,,,,,,,,,,0.03,,,100.0,32.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.3289,250.85
2021-01-28,100.0,24804.97,0.01,0.01,0.03,24804.97,100.0,100.0,24804.97,,,,,,,,,,,,0.02,,,100.0,39.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.3984,248.0497
2021-01-29,100.0,24697.13,0.01,0.01,0.02,24697.13,100.0,100.0,24697.13,,,,,,,,,,,,0.02,,,100.0,32.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.3289,246.9713
2021-02-01,100.0,24715.61,0.01,0.01,0.02,24715.61,100.0,100.0,24715.61,,,,,,,,,,,,0.02,,,100.0,39.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.3984,247.1561
2021-02-02,100.0,25496.53,0.01,0.01,0.02,25496.53,100.0,100.0,25496.53,,,,,,,,,,,,0.03,,,100.0,39.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.3984,254.9653
2021-02-03,100.0,25385.0,0.01,0.01,0.03,25385.0,100.0,100.0,25385.0,,,,,,,,,,,,0.03,,,100.0,39.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.3984,253.85
2021-02-04,100.0,26193.76,0.01,0.01,0.03,26193.76,100.0,100.0,26193.76,,,,,,,,,,,,0.03,,,100.0,39.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.3984,261.9376
2021-02-05,100.0,26480.46,0.02,0.01,0.03,26480.46,100.0,100.0,26480.46,,,,,,,,,,,,0.03,,,100.0,39.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.3984,264.8046
2021-02-08,100.0,26935.2,0.02,0.01,0.03,26935.2,100.0,100.0,26935.2,,,,,,,,,,,,0.03,,,100.0,39.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.3984,269.352
2021-02-09,1600.0,432156.96,0.23,0.19,0.43,432156.96,100.0,1600.0,27009.81,,,1500.0,,,,,,0.41,,,0.03,,,100.0,39.84,0.0,0.0,0.0,100.0,6.24,0.883,93.76,6.3745,270.0981
2021-02-10,1600.0,431640.64,0.22,0.19,0.43,431640.64,100.0,1600.0,26977.54,,,,,,,,,,,,0.03,,,100.0,5.3,0.0,0.0,0.0,100.0,6.25,0.8828,93.75,0.8479,269.7754
2021-02-11,1600.0,433259.68,0.22,0.19,0.43,433259.68,100.0,1600.0,27078.73,,,,,,,,,,,,0.03,,,100.0,5.3,0.0,0.0,0.0,100.0,6.25,0.8828,93.75,0.8479,270.7873
2021-02-12,1600.0,431616.96,0.21,0.18,0.43,431616.96,100.0,1600.0,26976.06,,,,,,,,,,,,0.03,,,100.0,5.3,0.0,0.0,0.0,100.0,6.26,0.8827,93.74,0.8479,269.7606
2021-02-15,1600.0,435200.0,0.21,0.18,0.43,435200.0,100.0,1600.0,27200.0,,,,,,,,,,,,0.03,,,100.0,6.04,0.0,0.0,0.0,100.0,6.25,0.8828,93.75,0.9656,272.0
2021-02-16,4000.0,1076616.4,0.48,0.46,1.09,1076616.4,2500.0,4000.0,672885.25,1200.0,0.65,,,2400.0,,0.65,1200.0,,1200.0,,0.68,,,100.0,61.62,0.0,0.0,0.0,100.0,32.52,0.5611,67.48,0.986,269.1541
2021-02-17,4000.0,1060253.6,0.48,0.61,1.07,1060253.6,2500.0,4000.0,662658.5,,,,,,,,,,,,0.67,,,100.0,61.62,0.0,0.0,0.0,100.0,32.52,0.5611,67.48,0.986,265.0634
2021-02-18,2500.0,658440.0,0.35,0.38,0.66,658440.0,2500.0,2500.0,658440.0,,,,,,,,,,,1500.0,0.66,0.4,,100.0,61.62,0.0,0.0,0.0,100.0,48.03,0.5008,51.97,0.6162,263.376
2021-02-19,2500.0,669351.5,0.35,0.38,0.66,669351.5,2500.0,2500.0,669351.5,,,,,,,,,,,,0.66,,,100.0,61.62,0.0,0.0,0.0,100.0,47.82,0.5009,52.18,0.6162,267.7406
2021-02-22,2500.0,665938.25,0.38,0.38,0.67,665938.25,2500.0,2500.0,665938.25,,,,,,,,,,,,0.67,,,100.0,61.62,0.0,0.0,0.0,100.0,47.87,0.5009,52.13,0.6162,266.3753
2021-02-23,2500.0,650905.75,0.38,0.38,0.67,650905.75,2500.0,2500.0,650905.75,,,,,,,,,,,,0.66,,,100.0,61.62,0.0,0.0,0.0,100.0,47.96,0.5008,52.04,0.6162,260.3623
2021-02-24,2500.0,670240.25,0.38,0.38,0.65,670240.25,2500.0,2500.0,670240.25,,,,,,,,,,,,0.66,,,100.0,61.62,0.0,0.0,0.0,100.0,47.86,0.5009,52.14,0.6162,268.0961
2021-02-25,2500.0,658875.0,0.38,0.38,0.67,658875.0,2500.0,2500.0,658875.0,,,,,,,,,,,,0.66,,,100.0,61.62,0.0,0.0,0.0,100.0,48.0,0.5008,52.0,0.6162,263.55
2021-02-26,2500.0,652866.5,0.38,0.38,0.66,652866.5,2500.0,2500.0,652866.5,,,,,,,,,,,,0.66,,,100.0,61.7,0.0,0.0,0.0,100.0,47.71,0.501,52.29,0.617,261.1466
2021-03-01,2500.0,672850.5,0.31,0.38,0.65,672850.5,2500.0,2500.0,672850.5,,,,,,,,,,,,0.66,,,100.0,61.62,0.0,0.0,0.0,100.0,47.91,0.5009,52.09,0.6162,269.1402
2021-03-02,2500.0,663727.0,0.31,0.37,0.67,663727.0,2500.0,2500.0,663727.0,,,,,,,,,,,,0.67,,,100.0,61.7,0.0,0.0,0.0,100.0,47.91,0.5009,52.09,0.617,265.4908
2021-03-03,2500.0,666708.25,0.31,0.37,0.66,666708.25,2500.0,2500.0,666708.25,,,,,,,,,,,,0.66,,,100.0,61.7,0.0,0.0,0.0,100.0,47.99,0.5008,52.01,0.617,266.6833
2021-03-04,2500.0,648000.0,0.34,0.37,0.66,648000.0,2500.0,2500.0,648000.0,,,,,,,,,,,,0.66,,,100.0,61.7,0.0,0.0,0.0,100.0,47.87,0.5009,52.13,0.617,259.2
2021-03-05,2500.0,629634.75,0.33,0.38,0.65,629634.75,2500.0,2500.0,629634.75,,,,,,,,,,,,0.64,,,100.0,61.7,0.0,0.0,0.0,100.0,47.91,0.5009,52.09,0.617,251.8539
2021-03-08,1300.0,348312.25,0.18,0.19,0.34,348312.25,1300.0,1300.0,348312.25,,,,0.3,,1200.0,,,,,1200.0,0.34,0.31,,100.0,32.08,0.0,0.0,0.0,100.0,7.43,0.8624,92.57,0.3208,267.9325
2021-03-09,1300.0,352401.79,0.18,0.19,0.34,27107.83,1300.0,100.0,352401.79,,,,,,,,,,,1200.0,0.34,0.31,,100.0,32.08,0.0,0.0,0.0,100.0,7.89,0.8546,92.11,0.3208,271.0783
2021-03-10,100.0,27529.07,0.01,0.01,0.03,27529.07,100.0,100.0,27529.07,,,,0.31,,1200.0,,,,,,0.03,,,100.0,6.05,0.0,0.0,0.0,100.0,7.97,1.0,100.0,0.0605,275.2907
2021-03-11,100.0,27815.63,0.01,0.01,0.03,27815.63,100.0,100.0,27815.63,,,,,,,,,,,,0.03,,,100.0,6.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0605,278.1563
2021-03-12,100.0,28044.41,0.01,0.01,0.03,28044.41,100.0,100.0,28044.41,,,,,,,,,,,,0.03,,,100.0,6.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0605,280.4441
2021-03-15,2300.0,647490.71,0.27,0.33,0.65,647490.71,1100.0,2300.0,309669.47,1100.0,0.31,1100.0,0.03,1100.0,100.0,0.31,1100.0,0.31,1100.0,,0.31,,,100.0,49.53,0.0,0.0,0.0,100.0,47.84,0.5009,52.16,1.0356,281.5177
2021-03-16,2200.0,615384.66,0.25,0.31,0.62,615384.66,2200.0,2200.0,615384.66,,,,,,,,,,1100.0,100.0,0.62,0.03,,100.0,57.11,0.0,0.0,0.0,100.0,49.99,0.5,50.01,0.5711,279.7203
2021-03-17,2200.0,607886.62,0.25,0.31,0.62,607886.62,1100.0,2200.0,303943.31,,,,0.31,,1100.0,,,,,,0.31,,,100.0,49.53,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.9905,276.3121
2021-03-18,2200.0,615079.52,0.25,0.31,0.61,615079.52,1100.0,2200.0,307539.76,,,,,,,,,,,,0.3,,,100.0,49.53,0.0,0.0,0.0,100.0,49.99,0.5,50.01,0.9905,279.5816
2021-03-19,1100.0,302995.0,0.13,0.16,0.31,302995.0,1100.0,1100.0,302995.0,,,,,,,,,,,1100.0,0.31,0.3,,100.0,49.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.4953,275.45
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.31,,1100.0,,,,,1100.0,0.0,0.31,,0.0,0.0,21.0,5686.31,0.01,0.0,,0.0,,0.0,270.7767
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5623.74,0.01,0.0,,0.0,,0.0,267.797
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5582.85,0.01,0.0,,0.0,,0.0,265.85
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1690.0,443212.13,0.44,0.0,,0.0,,0.0,262.2557
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1690.0,454261.86,0.45,0.0,,0.0,,0.0,268.794
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1690.0,446249.91,0.45,0.0,,0.0,,0.0,264.0532
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1690.0,451568.34,0.45,0.0,,0.0,,0.0,267.2002
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1690.0,455018.14,0.45,0.0,,0.0,,0.0,269.2415
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1690.0,460442.53,0.46,0.0,,0.0,,0.0,272.4512
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1690.0,460442.53,0.46,0.0,,0.0,,0.0,
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1690.0,460442.53,0.46,0.0,,0.0,,0.0,
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1690.0,463856.84,0.46,0.0,,0.0,,0.0,274.4715
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1690.0,453199.7,0.45,0.0,,0.0,,0.0,268.1655
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5616.24,0.01,0.0,,0.0,,0.0,267.4402
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5649.16,0.01,0.0,,0.0,,0.0,269.0078
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5626.78,0.01,0.0,,0.0,,0.0,267.9419
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5588.12,0.01,0.0,,0.0,,0.0,266.1011
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5685.57,0.01,0.0,,0.0,,0.0,270.7415
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5640.68,0.01,0.0,,0.0,,0.0,268.6037
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5659.8,0.01,0.0,,0.0,,0.0,269.5144
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5551.15,0.01,0.0,,0.0,,0.0,264.3406
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5425.97,0.01,0.0,,0.0,,0.0,258.3796
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5520.66,0.01,0.0,,0.0,,0.0,262.8886
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,21.0,5651.23,0.01,0.0,,0.0,,0.0,269.1064
