,OVH FP Equity_DX_SI_QTY,OVH FP Equity_DX_SHORT_INTEREST_VALUE,OVH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,OVH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,OVH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,OVH FP Equity_DX_SI_MV,OVH FP Equity_DX_DSS,OVH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,OVH FP Equity_DX_SUPPLY_SI_QTY,OVH FP Equity_DX_BROKER_SI_QTY,OVH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,OVH FP Equity_DX_BROKER_SI_MV_NEW_x,OVH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,OVH FP Equity_DX_SUPPLY_SI_QTY_INC_x,OVH FP Equity_DX_BROKER_SI_MV_INC_x,OVH FP Equity_DX_SUPPLY_SI_MV_NEW,OVH FP Equity_DX_BROKER_SI_QTY_ADD,OVH FP Equity_DX_BROKER_SI_QTY_NEW,OVH FP Equity_DX_SUPPLY_SI_MV_DEC,OVH FP Equity_DX_BROKER_SI_QTY_INC,OVH FP Equity_DX_SUPPLY_SI_QTY_DEC,OVH FP Equity_DX_BROKER_SI_MV_NEW_y,OVH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,OVH FP Equity_DX_BROKER_SI_MV_INC_y,OVH FP Equity_DX_SUPPLY_SI_QTY_INC_y,OVH FP Equity_DX_BROKER_SI_MV_ADD,OVH FP Equity_DX_SUPPLY_SI_QTY_ADD,OVH FP Equity_DX_BROKER_SI_QTY_DEC,OVH FP Equity_DX_SUPPLY_SI_MV,OVH FP Equity_DX_BROKER_SI_MV_DEC,OVH FP Equity_DX_SUPPLY_SI_MV_RMV,OVH FP Equity_DX_BROKER_SI_MV_RMV,OVH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,OVH FP Equity_DX_UTILIZATION_QUANTITY,OVH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,OVH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,OVH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,OVH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,OVH FP Equity_DX_ACTIVE_UTILIZATION_MV,OVH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,OVH FP Equity_DX_BROKER_SI_CON_RATIO,OVH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,OVH FP Equity_DX_DEMAND_SUPPLY_RATIO,OVH FP Equity_PX_LAST
2023-09-12,2659157.0,24570610.68,8.78,73.59,1.4,24.96,1.0,17347342.32,2237249.0,1877418.0,20672180.76,,,2555.0,,,,,0.41,,46801.0,,,,2555.0,,175000.0,46216.0,20.76,0.26,,,45.53,40.4,2676943.0,24734953.32,,24.85,45.52,34.55,0.2682,36.21,0.4801,9.24
2023-09-13,2392933.0,21895336.95,7.9,67.11,1.26,22.29,1.0,15630185.55,2047048.0,1708217.0,18730489.2,,,2500.0,0.1,,,,1.97,12600.0,208934.0,,,0.1,2500.0,,16233.0,181801.0,18.9,1.81,,,42.29,36.89,2793810.0,25563361.5,,25.78,42.3,29.77,0.258,38.57,0.4312,9.15
2023-09-14,2368288.0,21622469.44,7.82,66.53,1.24,22.15,1.0,19191579.55,2250466.0,2102035.0,20546754.58,,,200902.0,3.9,,77.0,,0.86,405341.0,85484.0,,,3.9,200902.0,0.0,88000.0,11600.0,20.67,0.15,,,43.99,40.66,2864911.0,26156637.43,,26.41,43.91,33.83,0.2693,36.79,0.4279,9.13
2023-09-15,2773546.0,25128326.76,9.15,81.46,1.46,25.7,1.0,22683648.84,2258324.0,2503714.0,20460415.44,,,82600.0,3.65,,,,0.75,401679.0,78321.0,,,3.65,82600.0,,3579.0,,20.61,,,,44.08,40.87,2864888.0,25955885.28,,26.15,44.08,31.35,0.3008,43.37,0.502,9.06
2023-09-18,2242186.0,20011510.05,7.4,65.64,1.18,20.65,1.0,17620627.5,1631344.0,1974300.0,14559745.2,,,255.0,0.28,,,,5.76,34777.0,627235.0,,,0.28,255.0,,,564191.0,14.76,5.26,,,33.0,29.53,3312059.0,29560126.58,,30.12,32.89,28.11,0.2717,41.37,0.4058,8.925
2023-09-19,2164864.0,18899262.72,7.15,62.73,1.14,19.69,1.0,16560617.94,1628216.0,1896978.0,14214325.68,,,74217.0,0.01,,,,1.8,8865.0,192795.0,,,0.01,74217.0,,115450.0,86187.0,14.56,0.84,,,32.23,29.47,3423506.0,29887207.38,,31.04,31.93,29.21,0.2593,38.82,0.3918,8.73
2023-09-20,2284693.0,20299497.31,7.54,65.84,1.2,20.32,1.0,18365357.2,1823606.0,2067007.0,16202739.31,,,308919.0,2.45,,,,1.21,303301.0,129099.0,,,2.45,308919.0,,15570.0,133272.0,16.0,1.32,,,36.18,33.12,3216097.0,28575021.85,,28.99,35.56,36.45,0.2892,37.8,0.4149,8.885
2023-09-21,2387290.0,21127516.5,7.88,70.62,1.25,21.56,1.0,19100344.35,1946334.0,2158231.0,17225055.9,,,130880.0,1.98,,,,0.24,196955.0,29858.0,,,1.98,130880.0,,21706.0,105731.0,17.35,0.89,,,38.03,35.37,3171347.0,28066420.95,,28.64,37.72,37.16,0.3001,38.67,0.4338,8.85
2023-09-22,2385089.0,20857603.31,7.87,70.25,1.25,21.43,1.0,18924188.75,2031908.0,2164001.0,17769035.46,,,111745.0,0.76,,5524.0,,0.23,88300.0,26171.0,,,0.76,111745.0,0.05,,88054.0,18.0,0.8,,,40.04,36.8,3042253.0,26604502.49,,27.35,39.7,37.47,0.302,38.68,0.432,8.745
2023-09-25,2075390.0,17889861.8,6.85,60.8,1.09,18.4,1.0,15984083.24,2017449.0,1854302.0,17390410.38,,,276035.0,,,,,2.62,,290494.0,,,,276035.0,,,309699.0,17.69,2.95,,,41.12,36.95,2889070.0,24903783.4,,25.38,41.07,33.54,0.2809,39.06,0.3801,8.62
2023-09-26,2027214.0,17363087.91,6.69,60.41,1.06,17.71,1.0,15469469.19,1982892.0,1806126.0,16983469.98,,,205524.0,1.73,,,,2.33,205524.0,256181.0,,,1.73,205524.0,,16100.0,253700.0,17.09,2.25,,,40.51,36.4,2911358.0,24935781.27,,25.1,40.51,34.24,0.2758,37.67,0.3721,8.565
2023-09-27,2233479.0,18504373.52,7.37,66.39,1.17,19.42,1.0,16401110.28,2011599.0,1979615.0,16666097.72,,,104814.0,1.53,,,,0.8,178337.0,92529.0,,,1.53,104814.0,,16422.0,4848.0,17.29,0.04,,,41.82,36.89,2799049.0,23190120.97,,24.12,41.75,31.44,0.2883,41.6,0.4096,8.285
2023-09-28,2111250.0,17945625.0,6.97,61.39,1.11,17.75,1.0,15751095.0,2043990.0,1853070.0,17373915.0,,,169419.0,0.0,,,,1.33,4316.0,137028.0,,,0.0,169419.0,,,130861.0,16.9,1.61,,,42.91,37.57,2719872.0,23118912.0,,22.44,42.95,32.92,0.2715,37.97,0.3881,8.5
2023-09-29,2109867.0,18144856.2,6.96,61.64,1.11,18.16,1.0,15924508.2,2044766.0,1851687.0,17584987.6,,,,0.17,,,,0.33,3776.0,43325.0,,,0.17,,,44101.0,5159.0,17.37,0.05,,,42.94,37.63,2717010.0,23366286.0,,23.08,42.95,33.12,0.2735,38.06,0.3883,8.6
2023-10-02,2156850.0,18311656.5,7.12,61.94,1.13,18.82,1.0,15875196.3,2077589.0,1869870.0,17638730.61,,,60205.0,0.53,,,,0.49,52368.0,62788.0,,,0.53,60205.0,,35406.0,34185.0,17.96,0.19,,,45.22,38.89,2516985.0,21369202.65,,21.83,45.14,30.93,0.2732,39.56,0.4038,8.49
2023-10-03,2221508.0,18482946.56,7.33,63.34,1.17,19.1,1.0,15990732.16,2052983.0,1921963.0,17080818.56,,,32088.0,0.7,,,,0.77,88101.0,71893.0,,,0.7,32088.0,,15199.0,36008.0,17.46,0.45,,,44.29,38.38,2582841.0,21489237.12,,21.98,44.27,29.93,0.2837,41.6,0.4153,8.32
2023-10-04,2244350.0,17068281.75,7.41,60.86,1.18,18.94,1.0,14869364.45,2098885.0,1955209.0,15962020.43,,,40917.0,0.22,,,,0.92,39664.0,95015.0,,,0.22,40917.0,,100000.0,6418.0,17.45,0.14,,,45.29,39.65,2535161.0,19279899.41,,21.05,45.32,29.46,0.2898,42.82,0.424,7.605
2023-10-05,2128049.0,15609239.42,7.02,53.72,1.12,16.55,1.0,13488390.18,2055307.0,1838908.0,15075676.85,,,85473.0,1.81,,,,2.13,288700.0,170178.0,,,1.81,85473.0,,41127.0,405001.0,15.61,3.77,,,44.77,39.28,2535019.0,18594364.36,,19.2,44.84,25.98,0.2936,45.24,0.4067,7.335
2023-10-06,2234850.0,16761375.0,7.38,52.99,1.17,16.83,1.0,14608447.5,2084335.0,1947793.0,15632512.5,,,199672.0,0.4,,,,1.35,108885.0,170644.0,,,0.4,199672.0,,,,15.39,,,,46.21,39.89,2425925.0,18194437.5,,18.24,45.77,25.34,0.3017,46.67,0.4277,7.5
2023-10-09,2135581.0,16080924.93,7.05,48.78,1.12,16.34,1.0,13875997.86,2098102.0,1842762.0,15798708.06,,,,0.08,,,,0.12,10222.0,14646.0,,,0.08,,,28413.0,115253.0,15.65,0.8,,,46.98,40.61,2367834.0,17829790.02,,17.67,46.97,25.45,0.2885,44.93,0.4133,7.53
2023-10-10,2031488.0,15632300.16,6.71,45.61,1.07,15.67,1.0,13502347.25,1927648.0,1754691.0,14833251.36,,,2600.0,0.05,,,,1.25,2600.0,173054.0,,,0.05,2600.0,,,90671.0,14.48,0.64,,,43.54,37.8,2499469.0,19233413.95,,18.74,43.59,24.08,0.3017,47.18,0.3984,7.695
2023-10-11,1967134.0,15245288.5,6.49,44.59,1.03,15.33,1.0,13136172.5,1896502.0,1694990.0,14697890.5,,,151428.0,0.85,,,,1.3,85770.0,182574.0,,,0.85,151428.0,,,145471.0,14.59,1.27,,,43.66,37.93,2447223.0,18965978.25,,18.8,43.69,16.31,0.3402,53.95,0.3935,7.75
2023-10-12,2086952.0,15380836.24,6.89,47.03,1.1,16.31,1.0,11403011.4,1753429.0,1547220.0,12922771.73,,,446613.0,3.42,,,,4.63,441707.0,604012.0,,,3.42,446613.0,,14326.0,589477.0,13.63,4.53,,,46.69,35.74,2001940.0,14754297.8,,15.64,46.58,15.55,0.3286,53.54,0.4253,7.37
2023-10-13,1739776.0,12526387.2,5.74,39.72,0.91,12.93,0.0,11200442.4,1681856.0,1555617.0,12109363.2,,,163000.0,0.23,,,,1.98,30000.0,250143.0,,,0.23,163000.0,,15570.0,21603.0,12.42,0.31,,,45.93,34.25,1979868.0,14255049.6,,14.65,45.87,14.02,0.3506,55.92,0.3543,7.2
2023-10-16,2224109.0,16547370.96,7.34,49.08,1.17,16.19,1.0,15140496.72,1661261.0,2035013.0,12359781.84,,,1507.0,3.4,,,,1.64,479396.0,194990.0,,,3.4,1507.0,,172888.0,,11.94,,,,43.31,33.4,2174605.0,16179061.2,,15.6,43.36,11.74,0.4413,64.53,0.4471,7.44
2023-10-17,2228827.0,16627049.42,7.36,48.22,1.17,16.7,1.0,15268232.8,2170907.0,2046680.0,16194966.22,,,165196.0,1.54,,,,0.95,186131.0,171376.0,,,1.54,165196.0,,515826.0,174464.0,16.12,1.09,,,50.2,43.31,2153907.0,16068146.22,,15.99,50.2,12.67,0.401,61.02,0.4446,7.46
2023-10-18,1954492.0,14150522.08,6.45,41.83,1.03,14.71,1.0,12913213.32,1896572.0,1783593.0,13731181.28,,,140245.0,1.08,,,,3.73,140409.0,504444.0,,,1.08,140245.0,,89864.0,403496.0,14.17,3.0,,,43.13,37.88,2500751.0,18105437.24,,18.71,43.09,14.61,0.352,56.14,0.3904,7.24
2023-10-19,1874447.0,13289829.23,6.19,39.5,0.98,13.69,0.0,11932732.33,1796016.0,1683037.0,12733753.44,,,175639.0,0.61,,,,2.25,102165.0,292443.0,,,0.61,175639.0,,16248.0,202721.0,12.98,1.67,,,42.88,36.77,2392760.0,16964668.4,,17.26,42.92,15.22,0.3376,54.49,0.3837,7.09
2023-10-20,1774440.0,12483185.4,5.86,35.64,0.93,12.7,0.0,11290851.39,1703472.0,1604954.0,11983925.52,,,27491.0,0.13,,,,1.11,25428.0,148744.0,,,0.13,27491.0,,28709.0,103511.0,12.06,0.84,,,82.49,34.04,361594.0,2543813.79,,2.57,82.46,16.79,0.3394,54.31,0.3545,7.035
2023-10-23,1912063.0,13097631.55,6.31,37.62,1.0,13.6,1.0,11837724.75,1838286.0,1728135.0,12592259.1,,,11800.0,2.38,,100000.0,,3.57,345105.0,497001.0,,,2.38,11800.0,0.74,620015.0,321924.0,12.87,2.31,,,44.84,36.73,2261654.0,15492329.9,,15.81,44.87,15.69,0.3386,54.42,0.382,6.85
2023-10-24,2021558.0,13827456.72,6.67,38.73,1.06,14.04,1.0,12666619.8,1857254.0,1851845.0,12703617.36,,,93600.0,0.88,,,,0.73,157035.0,91457.0,,,0.88,93600.0,,16825.0,33325.0,12.75,0.24,,,45.57,37.18,2218502.0,15174553.68,,15.24,45.56,14.97,0.3799,58.51,0.4047,6.84
2023-10-25,2077587.0,14324962.37,6.86,37.41,1.09,14.39,1.0,13154791.23,2043501.0,1907874.0,14089939.4,,,226528.0,1.24,,,,0.46,182097.0,65962.0,,,1.24,226528.0,,25681.0,126068.0,14.0,0.87,,,51.17,40.9,1949740.0,13443457.3,,13.37,51.15,23.22,0.3369,51.84,0.4158,6.895
2023-10-26,1814473.0,11875725.79,5.99,27.05,0.95,12.6,0.0,10764954.2,1748769.0,1644760.0,11445693.11,,,309415.0,1.15,,,,4.74,160600.0,695332.0,,,1.15,309415.0,,91185.0,423714.0,12.07,2.96,,,46.09,35.03,2045709.0,13389165.41,,14.13,46.07,16.72,0.3456,54.67,0.3635,6.545
2023-10-27,2057555.0,14320582.8,6.79,28.46,1.08,13.58,1.0,13139380.32,1737432.0,1887842.0,12092526.72,,,,1.72,,3000.0,,0.1,269919.0,14837.0,,,1.72,,0.02,3500.0,29837.0,11.35,0.32,,,45.81,34.82,2055449.0,14305925.04,,13.42,45.81,14.03,0.4071,61.15,0.4124,6.96
2023-10-30,2275177.0,14572508.69,7.51,30.31,1.19,15.82,1.0,13389421.92,2206632.0,2090464.0,14133477.96,,,258065.0,1.86,,,,0.27,213100.0,58284.0,,,1.86,258065.0,,269419.0,10478.0,15.32,0.0,,,53.79,44.46,1895374.0,12139870.47,,13.16,53.79,12.27,0.4395,64.3,0.4584,6.405
2023-10-31,1959970.0,13180798.25,6.47,25.07,1.03,12.7,1.0,11938603.33,1791466.0,1775257.0,12047608.85,,,,0.05,,,,3.47,56434.0,432122.0,,,0.05,,,16956.0,371641.0,11.51,3.03,,,45.94,36.12,2108261.0,14178055.23,,13.54,45.95,14.84,0.3652,57.26,0.3951,6.725
2023-11-01,1947755.0,12611713.63,6.43,24.3,1.02,13.17,1.0,11400577.83,1903153.0,1760707.0,12322915.68,,,7116.0,0.26,,,,0.0,2700.0,33950.0,,,0.26,7116.0,,138521.0,17250.0,12.79,0.04,,,47.25,38.31,2124961.0,13759122.48,,14.29,47.25,14.02,0.3735,58.17,0.3921,6.475
2023-11-02,1849829.0,12070134.23,6.11,22.84,0.97,12.08,0.0,10849646.03,1781790.0,1662781.0,11626179.75,,,,0.07,,,,1.04,9228.0,121363.0,,,0.07,,,,107154.0,11.47,0.95,,,44.47,35.83,2224961.0,14517870.53,,14.33,44.47,14.36,0.348,55.7,0.372,6.525
2023-11-03,1888192.0,12886910.4,6.23,22.94,0.99,12.42,0.0,11610307.8,1820153.0,1701144.0,12422544.23,,,127766.0,0.57,,,,0.98,83503.0,156301.0,,,0.57,127766.0,,66898.0,45140.0,11.8,0.26,,,44.5,36.6,2270101.0,15493439.33,,14.7,44.53,14.24,0.3412,55.13,0.3797,6.825
2023-11-06,1892578.0,12737049.94,6.25,22.28,0.99,13.0,0.0,11380833.8,1824539.0,1691060.0,12279147.47,,,433.0,,,,,0.04,,7672.0,,,,433.0,,11625.0,10084.0,12.47,0.0,,,44.56,36.68,2270101.0,15277779.73,,15.51,44.56,13.81,0.3409,55.1,0.3805,6.73
2023-11-07,1915966.0,13172266.25,6.32,22.66,1.01,12.99,1.0,11566005.0,1847927.0,1682328.0,12704498.13,,,49713.0,0.1,,,,0.3,15217.0,37984.0,,,0.1,49713.0,,11659.0,23949.0,12.47,0.21,,,44.98,37.11,2260105.0,15538221.88,,15.26,44.97,13.16,0.334,54.37,0.3848,6.875
2023-11-08,1870176.0,13540074.24,6.17,21.81,0.98,12.93,0.0,11922803.04,1802137.0,1646796.0,13047471.88,,,124618.0,0.09,,,,1.12,8643.0,173616.0,,,0.09,124618.0,,3208.0,44175.0,12.37,0.2,,,43.89,36.23,2303968.0,16680728.32,,15.81,43.89,13.59,0.328,53.76,0.376,7.24
2023-11-09,1824371.0,13691904.36,6.02,20.98,0.96,13.27,0.0,12029494.32,1756332.0,1602864.0,13181271.66,,,,,,,,0.1,,45805.0,,,,,,,43932.0,12.74,0.0,,,42.84,35.33,2343334.0,17586721.67,,17.01,42.81,13.5,0.3234,53.28,0.367,7.505
2023-11-10,1833317.0,13254881.91,6.05,20.25,0.96,13.78,0.0,11649771.3,1762652.0,1611310.0,12743973.96,,,119220.0,1.04,,,,0.66,122026.0,112900.0,,,1.04,119220.0,,,113580.0,13.23,0.65,,,43.27,35.69,2310654.0,16706028.42,,17.38,43.22,13.41,0.3255,53.53,0.3712,7.23
2023-11-13,1837843.0,13186523.53,6.07,20.24,0.96,13.34,0.0,11593623.3,1782525.0,1615836.0,12789616.88,,,21247.0,0.0,,,,0.1,5900.0,1374.0,,,0.0,21247.0,,,1374.0,12.87,0.04,,,43.69,36.09,2297781.0,16486578.68,,16.58,43.7,13.72,0.3234,53.27,0.3721,7.175
2023-11-14,1839527.0,13796452.5,6.07,20.19,0.97,13.22,0.0,12169665.0,1821302.0,1622622.0,13659765.0,,,57960.0,0.19,,,,0.16,30500.0,19853.0,,,0.19,57960.0,,670.0,23714.0,12.95,0.21,,,43.38,36.9,2377143.0,17828572.5,,16.82,43.51,13.64,0.3385,54.93,0.3727,7.5
2023-11-15,1886955.0,14303118.9,6.23,20.73,0.99,14.17,0.0,12704754.62,1819225.0,1676089.0,13789725.5,,,55400.0,0.57,,764.0,,0.2,55400.0,57477.0,,,0.57,55400.0,0.01,,2697.0,13.64,0.0,,,43.83,37.03,2331534.0,17673027.72,,17.48,43.84,13.16,0.3539,56.5,0.3841,7.58
2023-11-16,1806541.0,13341305.29,5.96,20.15,0.95,13.69,0.0,11784059.88,1730611.0,1595675.0,12780562.24,,,1500.0,,,,,0.61,,90114.0,,,,1500.0,,,80414.0,13.12,0.55,,,41.81,35.32,2408660.0,17787954.1,,18.28,41.78,12.93,0.3534,56.47,0.3687,7.385
2023-11-17,1764721.0,13332467.16,5.82,20.16,0.93,13.06,0.0,11730225.42,1660980.0,1552644.0,12548703.9,,,,,,,,0.68,,69631.0,,,,,,,43031.0,12.24,0.45,,,40.23,33.98,2467659.0,18643163.75,,18.16,40.26,13.02,0.3472,55.86,0.361,7.555
2023-11-20,1876088.0,14717910.36,6.19,21.79,0.98,14.22,0.0,12983475.0,1848848.0,1655000.0,14504212.56,,,188350.0,1.2,,,,0.0,128358.0,482.0,,,1.2,188350.0,,,26002.0,13.94,0.18,,,44.73,37.97,2284507.0,17921957.42,,17.19,44.78,15.57,0.3543,56.09,0.3853,7.845
2023-11-21,1784956.0,13806634.66,5.89,20.25,0.94,14.07,0.0,12235632.96,1696071.0,1581853.0,13119109.19,,,7234.0,0.52,,,,1.05,60000.0,161911.0,,,0.52,7234.0,,1900.0,133147.0,13.32,0.81,,,43.28,36.2,2223003.0,17194928.2,,17.48,43.25,13.04,0.3446,55.31,0.381,7.735
2023-11-22,1710812.0,13712158.18,5.65,19.16,0.9,13.3,0.0,12084287.64,1616147.0,1507709.0,12953418.21,,,,0.04,,,,0.72,5249.0,79924.0,,,0.04,,,,79393.0,12.52,0.75,,,41.72,34.82,2257319.0,18092411.79,,17.52,41.69,13.24,0.3588,56.89,0.3686,8.015
2023-11-23,1704114.0,13649953.14,5.62,18.76,0.89,13.59,0.0,11907513.81,1603973.0,1486581.0,12847823.73,,,,0.12,,,,0.0,13722.0,12174.0,,,0.12,,,,34850.0,12.77,0.0,,,41.94,34.56,2220211.0,17783890.11,,17.72,41.88,13.88,0.3501,55.99,0.3672,8.01
2023-11-24,1883864.0,15786780.32,6.22,20.66,0.99,15.13,0.0,14084777.18,1789199.0,1680761.0,14993487.62,,,226844.0,1.99,,,,0.39,240422.0,57188.0,,,1.99,226844.0,,15570.0,46242.0,14.32,0.38,,,46.67,38.46,2044868.0,17135993.84,,16.35,46.69,12.95,0.4026,61.02,0.405,8.38
2023-11-27,1680714.0,14218840.44,5.55,18.49,0.88,14.08,0.0,12500589.06,1586049.0,1477611.0,13417974.54,,,8887.0,0.14,,,,1.69,7550.0,218329.0,,,0.14,8887.0,,6292.0,210700.0,13.29,1.63,,,41.29,34.01,2255568.0,19082105.28,,18.88,41.3,14.87,0.3533,56.05,0.3604,8.46
2023-11-28,1655005.0,13902042.0,4.9,17.85,0.87,13.99,0.0,12195976.8,1560340.0,1451902.0,13106856.0,,,529310.0,4.79,,,,4.71,561810.0,565019.0,,,4.79,529310.0,,10000.0,587519.0,13.16,4.91,,,45.6,33.46,1861298.0,15634903.2,,15.69,45.62,15.77,0.361,56.53,0.3549,8.4
2023-11-29,1827346.0,16117191.72,5.41,19.31,0.96,15.37,0.0,14272815.06,1569381.0,1618233.0,13841940.42,,,18817.0,1.38,,,,0.09,166331.0,9776.0,,,1.38,18817.0,,,,13.2,,,,46.88,33.66,1778192.0,15683653.44,,14.95,46.9,14.81,0.3903,59.56,0.3919,8.82
2023-11-30,1669276.0,14723014.32,4.94,17.38,0.88,14.72,0.0,12894301.98,1563764.0,1461939.0,13792398.48,,,11806.0,0.22,,,,1.4,11806.0,205812.0,,,0.22,11806.0,,188389.0,168100.0,13.86,1.03,,,44.86,33.57,1922247.0,16954218.54,,17.05,44.84,16.94,0.3505,55.22,0.3584,8.82
2023-12-01,1694341.0,14486615.55,5.01,17.28,0.89,14.94,0.0,12713884.2,1603296.0,1487004.0,13708180.8,,,65602.0,0.23,,,,0.26,25065.0,26070.0,,,0.23,65602.0,,,,14.18,,,,46.2,34.43,1867111.0,15963799.05,,16.5,46.22,17.76,0.344,54.41,0.3638,8.55
2023-12-04,1895491.0,15429296.74,5.61,19.26,0.99,16.21,0.0,13711536.96,1799346.0,1684464.0,14646676.44,,,208220.0,1.43,,,,0.22,205271.0,24004.0,,,1.43,208220.0,,11834.0,7811.0,15.4,0.07,,,50.06,38.79,1795225.0,14613131.5,,15.35,50.09,16.23,0.3886,59.06,0.4087,8.14
2023-12-05,1824490.0,14732756.75,5.4,18.62,0.96,14.91,0.0,13747388.73,1727645.0,1702463.0,13950733.38,,,,0.0,,,,0.94,19799.0,103753.0,,,0.0,,,32052.0,1800.0,14.16,0.38,,,44.75,37.22,2132866.0,17222892.95,,17.48,44.76,17.34,0.4188,61.71,0.3931,8.075
2023-12-06,1926426.0,16191610.53,5.7,20.22,1.01,15.63,1.0,14211762.35,1831398.0,1690870.0,15392900.19,,,160391.0,0.1,,,,0.47,12383.0,56638.0,,,0.1,160391.0,,,23976.0,14.83,0.28,,,48.03,39.44,1981832.0,16657297.96,,16.04,48.04,15.85,0.3736,57.68,0.4148,8.405
2023-12-07,2013407.0,17315300.2,5.96,23.95,1.06,16.96,1.0,15289518.6,1930379.0,1777851.0,16601259.4,,,554906.0,2.11,,,,3.77,229141.0,479241.0,,,2.11,554906.0,,23316.0,142160.0,16.22,0.9,,,49.09,40.46,2001577.0,17213562.2,,16.82,49.1,15.36,0.3982,60.05,0.422,8.6
2023-12-08,1897796.0,16757538.68,5.62,23.8,1.0,16.35,0.0,14864598.6,1814768.0,1683420.0,16024401.44,,,11574.0,0.11,,,,1.01,6069.0,127185.0,,,0.11,11574.0,,,100500.0,15.61,0.72,,,46.47,38.21,2090503.0,18459141.49,,17.99,46.46,16.63,0.3829,58.45,0.3996,8.83
2023-12-11,1742524.0,15151246.18,5.16,21.89,0.91,15.44,0.0,13302828.3,1661721.0,1529940.0,14448664.1,,,11845.0,0.14,,,,1.38,9620.0,164892.0,,,0.14,11845.0,,,163100.0,14.68,1.33,,,44.41,34.99,2080450.0,18089512.75,,18.38,44.4,18.06,0.3431,54.23,0.3669,8.695
2023-12-12,2157243.0,18261062.0,6.38,28.39,1.13,18.81,1.0,16709351.31,1792747.0,1973934.0,15175603.36,,,330500.0,3.69,,,,3.2,443994.0,355264.0,,,3.69,330500.0,,155790.0,,15.55,,,,48.83,38.7,1878625.0,15902560.63,,16.27,48.87,14.67,0.4433,64.29,0.4657,8.465
2023-12-13,1748095.0,14579112.3,5.17,23.36,0.92,14.86,0.0,12796579.08,1647026.0,1534362.0,13736196.84,,,74484.0,0.12,,2616.0,,4.83,15000.0,541191.0,,,0.12,74484.0,0.02,320986.0,457188.0,13.85,4.29,,,41.94,35.55,2280345.0,19018077.3,,19.19,41.92,17.89,0.3415,54.12,0.3773,8.34
2023-12-14,1762740.0,15300583.2,5.22,23.53,0.93,14.77,0.0,13487626.32,1697671.0,1553874.0,14735784.28,,,133016.0,0.28,,,,1.42,38431.0,146559.0,,,0.28,133016.0,,64188.0,18919.0,13.96,0.22,,,40.68,36.63,2476012.0,21491784.16,,20.41,40.62,19.76,0.3324,52.71,0.3803,8.68
2023-12-15,2007221.0,17402606.07,5.94,26.77,1.05,17.54,1.0,15643593.12,1706478.0,1804336.0,14795164.26,,,23952.0,2.68,,,,0.79,255216.0,101766.0,,,2.68,23952.0,,86621.0,4754.0,14.92,0.04,,,41.74,36.81,2382127.0,20653041.09,,20.8,41.77,17.82,0.3825,58.21,0.433,8.67
2023-12-18,1918280.0,15835401.4,5.68,23.87,1.01,16.66,1.0,14126641.17,1837537.0,1711283.0,15168867.94,,,244917.0,0.1,,,,1.28,11280.0,138255.0,,,0.1,244917.0,,24397.0,104333.0,15.92,0.97,,,45.57,40.11,2194375.0,18114565.63,,19.01,45.57,15.81,0.3791,58.4,0.4187,8.255
2023-12-19,1737182.0,14392552.87,5.14,21.29,0.91,14.4,0.0,12676779.08,1645287.0,1530088.0,13631202.8,,,295137.0,0.27,,5770.0,,4.46,33550.0,505800.0,,,0.27,295137.0,0.05,18413.0,220515.0,13.54,2.16,,,72.53,35.07,623248.0,5163609.68,,5.13,72.51,15.84,0.3277,53.22,0.3703,8.285
2023-12-20,1731332.0,14586472.1,5.12,21.07,0.91,14.43,0.0,12801492.63,1642783.0,1519465.0,13840446.78,,,12189.0,0.05,,,,0.1,6140.0,14693.0,,,0.05,12189.0,,,16763.0,13.63,0.1,,,69.34,34.05,726441.0,6120265.43,,6.03,69.33,15.66,0.3208,52.55,0.3589,8.425
2023-12-21,1733621.0,14432394.83,5.13,21.18,0.91,14.65,0.0,12641637.38,1640852.0,1518515.0,13660092.9,,,3500.0,,,,,0.0,,5431.0,,,,3500.0,,,950.0,13.79,0.0,,,69.19,34.01,730661.0,6082752.83,,6.15,69.17,15.6,0.3217,52.65,0.3593,8.325
2023-12-22,1812976.0,15310582.32,5.37,23.02,0.95,15.16,0.0,13504103.93,1746027.0,1599065.0,14745198.02,,,,5.92,,,,7.68,714651.0,911076.0,,,5.92,,,1016251.0,634101.0,14.52,5.37,,,49.91,36.19,1752643.0,14801070.14,,14.57,49.9,13.99,0.3401,54.94,0.3758,8.445
