,OVH FP Equity_DX_SI_QTY,OVH FP Equity_DX_SHORT_INTEREST_VALUE,OVH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,OVH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,OVH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,OVH FP Equity_DX_SI_MV,OVH FP Equity_DX_DSS,OVH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,OVH FP Equity_DX_SUPPLY_SI_QTY,OVH FP Equity_DX_BROKER_SI_QTY,OVH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,OVH FP Equity_DX_BROKER_SI_MV_NEW_x,OVH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,OVH FP Equity_DX_SUPPLY_SI_QTY_INC_x,OVH FP Equity_DX_BROKER_SI_MV_INC_x,OVH FP Equity_DX_SUPPLY_SI_MV_NEW,OVH FP Equity_DX_BROKER_SI_QTY_ADD,OVH FP Equity_DX_BROKER_SI_QTY_NEW,OVH FP Equity_DX_SUPPLY_SI_MV_DEC,OVH FP Equity_DX_BROKER_SI_QTY_INC,OVH FP Equity_DX_SUPPLY_SI_QTY_DEC,OVH FP Equity_DX_BROKER_SI_MV_NEW_y,OVH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,OVH FP Equity_DX_BROKER_SI_MV_INC_y,OVH FP Equity_DX_SUPPLY_SI_QTY_INC_y,OVH FP Equity_DX_BROKER_SI_MV_ADD,OVH FP Equity_DX_SUPPLY_SI_QTY_ADD,OVH FP Equity_DX_BROKER_SI_QTY_DEC,OVH FP Equity_DX_SUPPLY_SI_MV,OVH FP Equity_DX_BROKER_SI_MV_DEC,OVH FP Equity_DX_SUPPLY_SI_MV_RMV,OVH FP Equity_DX_BROKER_SI_MV_RMV,OVH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,OVH FP Equity_DX_UTILIZATION_QUANTITY,OVH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,OVH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,OVH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,OVH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,OVH FP Equity_DX_ACTIVE_UTILIZATION_MV,OVH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,OVH FP Equity_DX_BROKER_SI_CON_RATIO,OVH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,OVH FP Equity_DX_DEMAND_SUPPLY_RATIO,OVH FP Equity_PX_LAST
2022-02-01,1299659.0,31646696.65,2.26,5.79,0.69,30.92,0.0,18054331.85,1040728.0,741451.0,25341726.8,,,236494.0,6.52,,,,0.07,271140.0,3070.0,,,6.52,236494.0,,56955.0,,24.62,,,,34.93,34.93,1938572.0,47204228.2,,45.99,34.87,23.35,0.2043,31.42,0.4362,24.35
2022-02-02,1340749.0,31608157.68,2.34,5.9,0.71,32.6,0.0,18448404.08,1044818.0,782541.0,24631584.35,,,14150.0,1.49,,,,0.03,51150.0,10060.0,,,1.49,14150.0,,,10060.0,25.36,0.24,,,35.51,35.51,1897385.0,44730851.38,,45.9,35.59,22.74,0.2097,32.75,0.4557,23.575
2022-02-03,1466012.0,34180069.78,2.55,6.54,0.78,34.53,0.0,19744121.23,1122020.0,846842.0,26159896.3,,,80962.0,1.22,,,,0.09,66152.0,3760.0,,,1.22,80962.0,,,1851.0,26.27,0.05,,,37.71,37.71,1853520.0,43214818.8,,43.34,37.74,20.68,0.2173,35.44,0.4927,23.315
2022-02-04,1663591.0,38420634.15,2.9,7.45,0.88,38.94,0.0,23309344.7,1252501.0,1009281.0,28926510.6,,,138197.0,3.81,,,,0.18,164439.0,7716.0,,,3.81,138197.0,,,2000.0,29.17,0.05,,,42.14,42.14,1719976.0,39722845.72,,40.01,42.17,18.17,0.2047,35.16,0.5597,23.095
2022-02-07,1703087.0,40661202.13,2.97,7.38,0.9,39.73,0.0,25106687.38,1266133.0,1051589.0,30228925.38,,,28645.0,1.33,,,,0.42,54209.0,15013.0,,,1.33,28645.0,,,11901.0,29.26,0.29,,,42.62,42.62,1704746.0,40700810.75,,39.61,42.49,17.56,0.2083,35.93,0.5733,23.875
2022-02-08,1805738.0,41170826.4,3.15,7.6,0.96,43.36,0.0,25395552.0,1367323.0,1113840.0,31174964.4,,,101190.0,2.0,,,,,66767.0,,,,2.0,101190.0,,,4516.0,32.7,0.0,,,46.02,46.02,1603719.0,36564793.2,,38.17,46.15,16.64,0.2055,35.94,0.6078,22.8
2022-02-09,1890002.0,43375545.9,3.22,7.97,1.0,43.42,1.0,27456484.95,1453662.0,1196361.0,33361542.9,,,86339.0,1.38,,,,,82521.0,,,,1.38,86339.0,,,,33.14,,,,48.92,48.92,1517617.0,34829310.15,,34.67,48.87,16.84,0.2001,34.47,0.6361,22.95
2022-02-10,1925654.0,44213015.84,3.28,8.2,1.01,44.54,1.0,28004013.52,1479893.0,1219687.0,33978343.28,,,29203.0,0.65,,,,0.0,23326.0,2972.0,,,0.65,29203.0,,,,33.98,,,,49.9,49.9,1485593.0,34109215.28,,34.14,49.88,16.54,0.197,34.06,0.6494,22.96
2022-02-11,1999337.0,45654860.4,3.4,8.36,1.05,46.42,1.0,29642867.06,1561390.0,1298133.0,35654340.65,,,81497.0,1.81,,5000.0,,,75776.0,,,,1.81,81497.0,0.12,,2330.0,36.06,0.04,,,52.65,52.65,1404096.0,32062532.16,,32.46,52.62,18.37,0.1974,33.55,0.6742,22.835
2022-02-14,2398357.0,55258145.28,4.08,9.96,1.26,55.35,1.0,35455104.0,1834393.0,1538850.0,42264414.72,,,273003.0,5.69,,,,,249738.0,,,,5.69,273003.0,,,9021.0,42.05,0.23,,,61.69,61.69,1138972.0,26241914.88,,26.29,61.53,23.54,0.1953,31.08,0.8066,23.04
2022-02-15,2530536.0,59910439.8,4.31,10.78,1.33,58.73,1.0,39171045.1,1910274.0,1654532.0,45225736.95,,,190624.0,2.87,,,,2.58,115682.0,114743.0,,,2.87,190624.0,,,,43.91,,,,64.72,63.64,1041120.0,24648516.0,,24.07,64.59,26.31,0.2009,30.37,0.8431,23.675
2022-02-16,2767373.0,63746437.06,4.71,12.19,1.46,65.32,1.0,43567684.92,2038281.0,1891369.0,46951802.84,,,128007.0,6.01,,,,,236837.0,,,,6.01,128007.0,,,,47.74,,,,66.72,65.1,1016636.0,23418210.26,,23.37,67.13,23.71,0.1807,28.9,0.8839,23.035
2022-02-17,3168032.0,72785535.2,5.39,14.24,1.67,73.61,1.0,45709865.3,2345288.0,1989548.0,53882991.8,,,307007.0,1.84,,,,,98179.0,,,,1.84,307007.0,,,,54.07,,,,75.23,73.38,772022.0,17737205.45,,17.79,75.24,20.98,0.1864,30.78,0.9913,22.975
2022-02-18,3091691.0,70753348.54,5.26,14.16,1.63,71.78,1.0,44388272.36,2295463.0,1939623.0,52531670.76,,,,,,,,1.13,,49825.0,,,,,,,49925.0,52.87,1.17,,,73.64,71.38,821631.0,18803025.43,,18.95,73.62,21.46,0.184,29.88,0.9614,22.885
2022-02-21,3098336.0,69015434.4,5.27,14.4,1.63,71.62,1.0,43393214.7,2278774.0,1948068.0,50759690.85,,,1334.0,0.57,,,,0.57,24668.0,18023.0,,,0.57,1334.0,,,16223.0,52.23,0.51,,,72.55,70.9,862025.0,19201606.88,,19.77,72.54,21.41,0.184,29.95,0.964,22.275
2022-02-22,3173054.0,71504771.89,5.4,15.06,1.67,71.35,1.0,45639098.89,2277940.0,2025254.0,51333377.9,,,1634.0,1.15,,,,0.71,77186.0,2468.0,,,1.15,1634.0,,,,50.77,,,,72.03,70.43,884454.0,19931170.89,,19.71,72.03,20.92,0.1862,30.92,0.981,22.535
2022-02-23,3551438.0,77883035.34,6.04,16.7,1.87,80.43,1.0,49115261.34,2472324.0,2239638.0,54218065.32,,,194384.0,5.29,,,,,214384.0,,,,5.29,194384.0,,,,55.82,,,,76.42,74.55,762776.0,16727677.68,,17.24,76.4,18.27,0.2148,37.84,1.0709,21.93
2022-02-24,3181054.0,68774387.48,5.41,15.76,1.68,70.86,1.0,45729197.08,2250769.0,2115134.0,48661625.78,,,22226.0,0.88,,,,5.89,40000.0,243781.0,,,0.88,22226.0,,,164504.0,49.68,4.13,,,68.71,67.5,1024901.0,22158359.62,,22.74,68.6,21.98,0.2071,35.64,0.954,21.62
2022-02-25,3330244.0,74131231.44,5.67,16.95,1.75,72.5,1.0,49459382.7,2362530.0,2221895.0,52589917.8,,,111761.0,1.74,,,,,107241.0,,,,1.74,111761.0,,,480.0,50.76,0.1,,,71.02,69.99,963958.0,21457705.08,,20.57,71.16,23.11,0.2126,35.99,0.9866,22.26
2022-02-28,3333215.0,74880674.97,5.67,17.02,1.76,75.11,1.0,50058916.76,2352333.0,2228307.0,52845160.85,,,1234.0,1.27,,,,0.0,19908.0,11431.0,,,1.27,1234.0,,,13496.0,52.44,0.11,,,70.48,69.04,985379.0,22136539.24,,21.98,70.47,22.97,0.2131,36.15,0.9783,22.465
2022-03-01,3349276.0,71741491.92,5.7,17.14,1.76,76.25,1.0,47899018.44,2369821.0,2236182.0,50761565.82,,,18984.0,0.7,,,,0.0,19084.0,1496.0,,,0.7,18984.0,,,11209.0,53.55,0.42,,,70.17,69.12,1007285.0,21576044.7,,22.86,70.09,22.83,0.2183,37.07,0.9769,21.42
2022-03-02,3348645.0,73402298.4,5.7,17.48,1.76,72.67,1.0,49030042.24,2374100.0,2236772.0,52040272.0,,,4779.0,0.0,,,,0.02,5000.0,500.0,,,0.0,4779.0,,,4410.0,50.9,1.04,,,70.3,69.04,1003006.0,21985891.52,,21.52,70.29,22.99,0.2172,36.8,0.9739,21.92
2022-03-03,3292230.0,70782945.0,5.56,17.62,1.73,72.93,1.0,47234790.5,2344890.0,2196967.0,50415135.0,,,,,,,,0.09,,29210.0,,,,,,,39805.0,51.46,0.37,,,69.5,68.2,1029206.0,22127929.0,,22.57,69.51,23.08,0.2166,36.62,0.9576,21.5
2022-03-04,3300390.0,68268567.15,5.57,17.89,1.73,72.09,1.0,45613052.0,2352950.0,2205127.0,48670770.75,,,8060.0,0.15,,,,,8160.0,,,,0.15,8060.0,,,,51.0,,,,69.41,68.08,1036845.0,21447138.83,,22.58,69.31,22.9,0.2167,36.75,0.955,20.685
2022-03-07,3309708.0,69172897.2,5.59,18.1,1.74,69.52,1.0,45950969.9,2351859.0,2198611.0,49153853.1,,,7538.0,0.0,,,,1.28,13728.0,8629.0,,,0.0,7538.0,,,20244.0,48.81,0.42,,,69.28,67.8,1042927.0,21797174.3,,21.69,69.23,22.86,0.2197,37.28,0.9541,20.9
2022-03-08,3298848.0,68319142.08,5.57,18.46,1.73,69.57,1.0,44964972.12,2360164.0,2171172.0,48878996.44,,,9443.0,,,,,0.02,,1138.0,,,,9443.0,,,27439.0,49.24,0.57,,,69.52,68.06,1034698.0,21428595.58,,21.56,69.55,23.07,0.2166,36.43,0.9513,20.71
2022-03-09,3311718.0,74613006.54,5.59,18.64,1.74,69.01,1.0,49032129.12,2373034.0,2176304.0,53464456.02,,,14758.0,0.57,,,,0.13,13276.0,1888.0,,,0.57,14758.0,,,8144.0,48.66,0.22,,,69.83,68.45,1025112.0,23095773.36,,21.38,69.47,23.04,0.2134,35.88,0.9553,22.53
2022-03-10,3318914.0,72651027.46,5.6,18.36,1.74,75.72,1.0,47730750.98,2378597.0,2180482.0,52067488.33,,,5285.0,0.39,,,,0.02,4178.0,1000.0,,,0.39,5285.0,,1278.0,,53.8,,,,70.04,68.67,1017395.0,22270776.55,,23.05,70.0,22.85,0.2155,36.35,0.9581,21.89
2022-03-11,3314009.0,73637279.98,5.6,18.92,1.74,73.77,1.0,48344098.44,2375591.0,2175702.0,52785632.02,,,1064.0,,,,,0.21,,5000.0,,,,1064.0,,930.0,4780.0,52.32,0.45,,,70.01,68.48,1017395.0,22606516.9,,22.48,69.94,22.7,0.2152,36.39,0.9553,22.22
2022-03-14,3249840.0,73966358.4,5.49,19.18,1.71,73.12,1.0,48124062.64,2330543.0,2114414.0,53043158.68,,,,,,,,0.61,,45048.0,,,,,,,61288.0,51.83,1.32,,,68.41,67.18,1076226.0,24494903.76,,23.96,68.38,23.24,0.2219,37.01,0.9368,22.76
2022-03-15,3254841.0,73266470.91,5.5,19.77,1.71,74.89,1.0,47708031.65,2330543.0,2119415.0,52460522.93,,,,0.14,,,,,5001.0,,,,0.14,,,,,53.11,,,,68.41,67.18,1076226.0,24225847.26,,24.55,68.39,23.24,0.2219,37.02,0.9382,22.51
2022-03-16,3261268.0,75857093.68,5.51,20.09,1.71,74.07,1.0,49363162.84,2341090.0,2122234.0,54453753.4,,,15081.0,0.13,,,,0.11,10000.0,4534.0,,,0.13,15081.0,,,7181.0,52.53,0.49,,,68.81,67.45,1061145.0,24682232.7,,23.76,68.85,23.54,0.2215,36.73,0.9396,23.26
2022-03-17,3255095.0,75892539.93,5.5,20.27,1.71,75.96,1.0,49477064.6,2342554.0,2122113.0,54616646.51,,,2800.0,0.59,,,,0.0,8800.0,1336.0,,,0.59,2800.0,,,8921.0,54.22,0.0,,,68.82,67.54,1061197.0,24741808.06,,24.47,68.9,23.9,0.2196,36.21,0.9385,23.315
2022-03-18,3232441.0,76721987.14,5.46,20.37,1.7,76.37,1.0,49965853.93,2329804.0,2105155.0,55297897.94,,,,,,,,0.0,,12750.0,,,,,,,16958.0,54.47,0.38,,,68.45,67.17,1073947.0,25490132.05,,25.15,68.41,23.83,0.2234,36.83,0.932,23.735
2022-03-21,3143576.0,75288645.2,5.31,20.38,1.65,75.51,1.0,48312419.0,2328201.0,2017220.0,55760413.95,,,3236.0,0.24,,,,0.0,3236.0,4839.0,,,0.24,3236.0,,,91171.0,55.35,2.13,,,68.35,67.13,1077856.0,25814651.2,,25.65,68.34,24.63,0.2342,37.84,0.9064,23.95
2022-03-22,3123695.0,77045937.18,5.28,21.18,1.64,75.68,1.0,49264366.44,2222342.0,1997339.0,54814065.43,,,,,,,,2.26,,105859.0,,,,,,,19881.0,53.26,0.45,,,65.25,64.01,1183715.0,29196330.48,,28.39,65.23,24.8,0.2368,38.06,0.8998,24.665
2022-03-23,3130625.0,75745471.88,5.29,21.01,1.64,78.04,1.0,48446592.11,2229272.0,2002339.0,53937236.04,,,6000.0,0.4,,,,,5000.0,,,,0.4,6000.0,,930.0,,54.88,,,,65.43,64.21,1177715.0,28494814.43,,29.09,65.36,24.93,0.2372,38.03,0.9017,24.195
2022-03-24,3096641.0,76038019.76,5.23,21.07,1.63,75.72,1.0,48359525.54,2199170.0,1969437.0,54000619.35,,,,,,,,1.37,,30102.0,,,,,,,32902.0,53.22,1.2,,,64.61,63.4,1204676.0,29580819.18,,29.16,64.6,25.21,0.2419,38.4,0.8927,24.555
2022-03-25,3104489.0,70735781.86,5.24,21.85,1.63,76.99,1.0,45006868.73,2205218.0,1975285.0,50245892.13,,,6048.0,0.15,,,,,5848.0,,,,0.15,6048.0,,,,54.18,,,,64.71,63.59,1202776.0,27405251.16,,29.59,64.68,25.16,0.2415,38.39,0.8953,22.785
2022-03-28,3072304.0,71277452.8,5.19,20.46,1.61,70.75,1.0,45079920.0,2233556.0,1943100.0,51818499.2,,,28338.0,0.65,,,,,27338.0,,,,0.65,28338.0,,,59523.0,50.92,2.7,,,65.52,64.33,1175438.0,27270161.6,,26.8,65.52,25.4,0.2357,37.38,0.8849,23.2
2022-03-29,3201782.0,77499133.31,5.41,22.29,1.68,74.8,1.0,50192504.61,2300511.0,2073642.0,55683868.76,,,68019.0,3.22,,3000.0,,0.02,127542.0,1064.0,,,3.22,68019.0,0.07,,,53.08,,,,67.45,66.02,1110419.0,26877691.9,,25.51,67.54,24.47,0.2267,36.92,0.9189,24.205
2022-03-30,3328130.0,79209494.0,5.62,23.43,1.75,81.24,1.0,50161832.0,2424859.0,2107640.0,57711644.2,,,125450.0,1.29,,,,0.0,37000.0,1102.0,,,1.29,125450.0,,,3002.0,58.52,0.0,,,71.07,68.5,986969.0,23489862.2,,23.78,71.11,24.54,0.2223,35.64,0.9402,23.8
2022-03-31,3362585.0,78449108.05,5.68,23.96,1.77,81.26,1.0,49984781.63,2456314.0,2142511.0,57305805.62,,,32501.0,1.09,,,,0.04,53000.0,1046.0,,,1.09,32501.0,,,18129.0,58.78,0.47,,,72.91,69.25,912541.0,21289581.53,,21.91,72.85,25.59,0.2249,35.47,0.9481,23.33
2022-04-01,3391846.0,78996093.34,5.73,24.28,1.78,80.37,1.0,49247147.51,2540235.0,2114519.0,59162073.15,,,,,,,,1.47,,37434.0,,,,,,121355.0,27992.0,59.62,0.74,,,72.11,69.03,982503.0,22882494.87,,23.08,72.09,25.37,0.225,35.11,0.9217,23.29
2022-04-04,3375930.0,78760446.9,5.7,24.6,1.77,79.69,1.0,48971606.39,2534929.0,2099083.0,59139893.57,,,,,,,,0.21,,5306.0,,,,,,,15436.0,59.28,0.43,,,71.88,68.55,991604.0,23134121.32,,23.23,71.85,25.54,0.2251,34.98,0.913,23.33
2022-04-05,3384709.0,77712918.64,5.72,25.03,1.78,80.15,1.0,48396511.52,2542008.0,2107862.0,58364503.68,,,7779.0,0.29,,,,0.04,8779.0,700.0,,,0.29,7779.0,,,,59.61,,,,71.13,68.72,1031639.0,23686431.44,,24.28,71.06,25.44,0.2259,35.19,0.915,22.96
2022-04-06,3480458.0,79180419.5,5.88,26.49,1.83,80.91,1.0,49118410.25,2623284.0,2159051.0,59679711.0,,,81276.0,0.55,,,,,51189.0,,,,0.55,81276.0,,,,60.34,,,,72.65,70.82,987736.0,22470994.0,,22.75,72.62,25.27,0.2269,35.4,0.9396,22.75
2022-04-07,3685244.0,81922974.12,6.22,28.07,1.94,84.75,1.0,51937771.86,2880878.0,2336382.0,64041917.94,,,276897.0,4.57,,,,0.49,209161.0,19303.0,,,4.57,276897.0,,,31830.0,65.71,0.92,,,80.05,77.79,717861.0,15958050.03,,16.39,80.03,24.85,0.2099,32.89,0.9952,22.23
2022-04-08,3703406.0,82178579.14,6.25,29.27,1.95,83.25,1.0,52011074.43,2895866.0,2343897.0,64259266.54,,,21541.0,0.0,,,,1.32,9515.0,21553.0,,,0.0,21541.0,,15000.0,2000.0,64.48,0.05,,,80.59,77.96,697566.0,15478989.54,,15.55,80.57,24.71,0.2097,32.8,0.997,22.19
2022-04-11,3694499.0,80540078.2,6.24,29.73,1.94,82.7,1.0,50987802.0,2904963.0,2338890.0,63328193.4,,,14720.0,0.33,,,,0.32,14720.0,5623.0,,,0.33,14720.0,,,19727.0,64.42,0.5,,,80.64,78.16,697606.0,15207810.8,,15.46,80.65,24.84,0.2102,32.84,0.994,21.8
2022-04-12,3848407.0,86358253.08,6.5,30.86,2.02,85.15,1.0,53119137.72,3021144.0,2367163.0,67794471.36,,,187838.0,0.64,,,,1.39,29273.0,56657.0,,,0.64,187838.0,,,1000.0,66.13,0.02,0.33,,84.4,82.1,558442.0,12531438.48,15000.0,12.25,84.38,23.7,0.2043,31.56,1.0459,22.44
2022-04-13,3884260.0,85492562.6,6.56,31.92,2.04,87.88,1.0,52617986.4,3060584.0,2390640.0,67363453.84,,,41846.0,0.95,,,,0.0,31752.0,4698.0,,,0.95,41846.0,,2292.0,8275.0,68.6,0.0,,,85.01,82.64,539850.0,11882098.5,,12.09,85.01,23.78,0.2004,30.93,1.0489,22.01
2022-04-14,4018487.0,83705084.21,6.79,33.38,2.11,89.32,1.0,53031659.41,3182857.0,2545927.0,66298911.31,,,122273.0,2.76,,,,,155287.0,,,,2.76,122273.0,,,,70.22,,,,87.39,85.83,459402.0,9569343.66,,10.13,87.39,25.41,0.2057,31.46,1.0836,20.83
2022-04-15,4018487.0,83705084.21,6.79,30.95,2.11,86.43,1.0,53031659.41,3182857.0,2545927.0,66298911.31,,,,,,,,,,,,,,,,,,66.55,,,,87.39,85.6,459402.0,9569343.66,,9.54,87.46,24.85,0.2035,31.67,1.0807,
2022-04-18,4023487.0,83809234.21,6.79,30.99,2.11,85.36,1.0,53135809.41,3182857.0,2550927.0,66298911.31,,,,0.11,,,,,5000.0,,,,0.11,,,,,66.67,,,,87.39,85.6,459402.0,9569343.66,,9.57,87.45,25.16,0.2046,31.52,1.0821,
2022-04-19,4033521.0,85187963.52,6.81,31.06,2.12,84.95,1.0,54051888.0,3192891.0,2559275.0,67433857.92,,,26654.0,0.0,,,,0.39,8348.0,16620.0,,,0.0,26654.0,,,,66.53,,,,87.65,86.05,449767.0,9499079.04,,9.37,87.65,25.29,0.2065,31.47,1.0871,21.12
2022-04-20,4471917.0,93686661.15,7.55,34.24,2.35,94.96,1.0,60687122.0,3587914.0,2896760.0,75166798.3,,,395023.0,7.14,,9000.0,,,328485.0,,,,7.14,395023.0,0.2,,,75.47,,,,98.82,96.15,42959.0,899991.05,,0.9,98.82,24.83,0.199,30.46,1.1984,20.95
2022-04-21,4517429.0,96311586.28,7.63,35.88,2.37,95.84,1.0,62718323.2,3633426.0,2941760.0,77464642.32,,,44652.0,0.9,,,,,45000.0,,,,0.9,44652.0,,860.0,,76.25,,,,100.0,97.22,0.0,0.0,,0.0,100.0,25.5,0.2004,30.19,1.2088,21.32
2022-04-22,4525429.0,96210620.54,7.64,36.61,2.38,97.52,1.0,62648117.6,3641426.0,2946760.0,77416716.76,,,,0.07,,,,,5000.0,,,,0.07,,,8000.0,,77.84,,,,100.0,97.35,0.0,0.0,,0.0,100.0,25.39,0.2005,30.24,1.2098,21.26
2022-04-25,4556351.0,96549077.69,7.69,38.76,2.39,98.0,1.0,63119924.4,3657848.0,2978760.0,77509799.12,,,17500.0,0.6,,,,0.09,32000.0,1078.0,,,0.6,17500.0,,,,78.08,,,,100.0,97.77,0.0,0.0,,0.0,100.0,25.69,0.2005,30.05,1.2179,21.19
2022-04-26,4586799.0,94809135.33,7.75,38.97,2.41,98.23,1.0,62272715.7,3641796.0,3012710.0,75275923.32,,,,0.99,,500.0,,0.49,55313.0,16552.0,,,0.99,,0.01,500.0,21863.0,77.54,0.51,,,100.0,97.34,0.0,0.0,,0.0,100.0,25.54,0.1993,30.02,1.226,20.67
2022-04-27,4634226.0,93796734.24,7.83,39.27,2.43,97.04,1.0,61566780.88,3669289.0,3041837.0,74266409.36,,,32311.0,0.21,,,,0.23,30116.0,4818.0,,,0.21,32311.0,,,989.0,76.54,0.07,,,100.0,97.92,0.0,0.0,,0.0,100.0,25.22,0.1976,30.06,1.2367,20.24
2022-04-28,4588019.0,95797836.72,7.75,38.76,2.41,94.05,1.0,62578821.6,3624716.0,2997070.0,75684070.08,,,575.0,0.31,,,,2.09,1867.0,46440.0,,,0.31,575.0,,1292.0,46634.0,73.49,1.2,,,98.67,96.71,49018.0,1023495.84,,0.99,98.67,24.51,0.195,30.0,1.2241,20.88
2022-04-29,4556301.0,96411329.16,7.69,38.6,2.39,95.73,1.0,62846533.08,3592898.0,2970063.0,76025721.68,,,,0.48,,,,0.0,10327.0,31818.0,,,0.48,,,,37334.0,74.87,0.0,,,98.34,95.86,60800.0,1286528.0,,1.27,98.34,24.19,0.1953,30.28,1.2157,21.16
2022-05-02,4609128.0,95316767.04,7.78,39.28,2.42,98.41,1.0,61065765.2,3630825.0,2952890.0,75085461.0,,,47266.0,,,,,0.06,,9339.0,,,,47266.0,,,17173.0,77.04,0.0,,,100.0,96.87,0.0,0.0,,0.0,100.0,23.85,0.1954,30.04,1.2297,20.68
2022-05-03,4619412.0,96776681.4,7.8,39.6,2.43,96.46,1.0,61530024.3,3637109.0,2936994.0,76197433.55,,,26184.0,0.08,,,,1.57,4000.0,19900.0,,,0.08,26184.0,,,19896.0,75.21,0.77,,,98.83,96.98,42934.0,899467.3,,0.89,98.83,23.36,0.1938,29.84,1.2318,20.95
2022-05-04,4603140.0,97908787.8,7.77,40.23,2.42,97.0,1.0,62459227.38,3621337.0,2936494.0,77025837.99,,,,,,,,0.01,,15772.0,,,,,,,500.0,75.53,0.01,,,98.43,96.57,57706.0,1227406.62,,1.2,98.44,23.53,0.1939,29.88,1.2275,21.27
2022-05-05,4395802.0,90157899.02,7.42,38.56,2.31,93.91,1.0,56285798.1,3460575.0,2744310.0,70976393.25,,,13722.0,0.09,,,,2.55,4000.0,174484.0,,,0.09,13722.0,,,196184.0,73.65,3.98,,,95.74,92.52,154078.0,3160139.78,,3.28,95.74,24.68,0.1859,26.46,1.1753,20.51
2022-05-06,4393732.0,87874640.0,7.42,39.95,2.31,90.62,1.0,54846200.0,3460505.0,2742310.0,69210100.0,,,4000.0,,,,,1.68,,4070.0,,,,4000.0,,,2000.0,70.89,0.07,,,95.63,92.21,158148.0,3162960.0,,3.24,95.63,24.66,0.1861,26.52,1.1708,20.0
2022-05-09,4327597.0,82440722.85,7.31,39.6,2.27,87.01,1.0,51634015.35,3387076.0,2710447.0,64523797.8,,,,1.28,,,,2.58,79000.0,73429.0,,,1.28,,,,110863.0,67.84,2.96,,,96.42,92.71,125801.0,2396509.05,,2.52,96.42,24.52,0.1809,24.74,1.1846,19.05
2022-05-10,4292023.0,81591357.23,7.25,38.42,2.25,82.44,1.0,51496778.31,3436182.0,2708931.0,65321819.82,,,80136.0,0.09,,,,2.6,9000.0,31030.0,,,0.09,80136.0,,,10516.0,65.45,0.73,,,95.68,91.75,155115.0,2948736.15,,2.95,95.68,23.73,0.1782,24.64,1.146,19.01
2022-05-11,4402731.0,83651889.0,7.44,42.59,2.31,84.58,1.0,52542847.0,3480908.0,2765413.0,66137252.0,,,44726.0,1.13,,,,,56482.0,,,,1.13,44726.0,,,,66.31,,,,96.88,92.87,112133.0,2130527.0,,2.14,96.88,23.95,0.1809,25.57,1.1747,19.0
2022-05-12,4430755.0,84051422.35,7.48,42.94,2.33,85.65,1.0,52953559.89,3506932.0,2791437.0,66526500.04,,,24024.0,0.65,,,,,26024.0,,,,0.65,24024.0,,2000.0,,67.39,,,,96.19,92.69,138911.0,2635141.67,,2.68,96.17,24.15,0.1816,25.65,1.1711,18.97
2022-05-13,4456592.0,84296437.68,7.53,42.67,2.34,85.26,1.0,52914145.05,3521354.0,2797470.0,66606410.91,,,14422.0,0.19,,,,,19804.0,,,,0.19,14422.0,,,13771.0,66.8,0.31,,,86.64,84.15,542864.0,10268272.56,,10.3,86.64,24.04,0.1832,26.23,1.065,18.915
2022-05-16,4747673.0,86882415.9,8.02,44.66,2.49,90.36,1.0,54690483.3,3665655.0,2988551.0,67081486.5,,,110578.0,4.1,,,,0.32,211000.0,16277.0,,,4.1,110578.0,,50000.0,19919.0,69.19,0.39,,,88.22,86.35,489496.0,8957776.8,,9.22,88.24,22.61,0.1983,31.31,1.1183,18.3
2022-05-17,4850957.0,91343520.31,8.19,44.93,2.55,89.36,1.0,56274547.14,3838099.0,2988558.0,72271404.17,,,211927.0,0.99,,,,0.8,55000.0,39483.0,,,0.99,211927.0,,,54993.0,69.76,0.97,,,87.83,86.59,531731.0,10012494.73,,9.61,87.89,22.12,0.196,30.32,1.0944,18.83
2022-05-18,4818778.0,88472764.08,8.14,44.18,2.53,91.89,1.0,54224038.44,3777263.0,2953379.0,69350548.68,,,3000.0,0.07,,,,0.0,3000.0,63836.0,,,0.07,3000.0,,,38179.0,71.47,0.65,,,86.54,85.16,587387.0,10784425.32,,11.13,86.53,22.14,0.1995,30.96,1.0864,18.36
2022-05-19,4811737.0,90436596.92,8.13,43.86,2.53,89.1,1.0,55376422.71,3770222.0,2946338.0,70861322.49,,,3015.0,0.12,,,,0.28,3015.0,10056.0,,,0.12,3015.0,,,10056.0,68.93,0.24,,,86.4,85.0,593484.0,11154531.78,,10.83,86.42,22.26,0.199,30.75,1.0848,18.795
