,JBEM FP Equity_DX_SI_QTY,JBEM FP Equity_DX_SHORT_INTEREST_VALUE,JBEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JBEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JBEM FP Equity_DX_SI_MV,JBEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JBEM FP Equity_DX_SUPPLY_SI_QTY,JBEM FP Equity_DX_BROKER_SI_QTY,JBEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JBEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,JBEM FP Equity_DX_BROKER_SI_MV_INC_x,JBEM FP Equity_DX_BROKER_SI_QTY_ADD,JBEM FP Equity_DX_SUPPLY_SI_MV_DEC,JBEM FP Equity_DX_BROKER_SI_QTY_INC,JBEM FP Equity_DX_SUPPLY_SI_QTY_DEC,JBEM FP Equity_DX_BROKER_SI_MV_INC_y,JBEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,JBEM FP Equity_DX_BROKER_SI_MV_ADD,JBEM FP Equity_DX_SUPPLY_SI_QTY_ADD,JBEM FP Equity_DX_BROKER_SI_QTY_DEC,JBEM FP Equity_DX_SUPPLY_SI_MV,JBEM FP Equity_DX_BROKER_SI_MV_DEC,JBEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JBEM FP Equity_DX_UTILIZATION_QUANTITY,JBEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JBEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JBEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JBEM FP Equity_DX_ACTIVE_UTILIZATION_MV,JBEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JBEM FP Equity_DX_BROKER_SI_CON_RATIO,JBEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JBEM FP Equity_DX_DEMAND_SUPPLY_RATIO,JBEM FP Equity_PX_LAST
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8571
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8895
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8759
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8751
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8485
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8746
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.856
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7913
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7799
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7373
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7385
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7296
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7291
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6865
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6688
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6844
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6319
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.636
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6384
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6182
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5934
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6012
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5925
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6196
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6513
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.617
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5961
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5968
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5802
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5972
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.622
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6372
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6203
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5982
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6059
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5895
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5545
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.537
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5408
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3704
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3385
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2974
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3352
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.272
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.254
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2568
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2359
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2672
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3009
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3122
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2889
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2705
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2813
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3291
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3072
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3565
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5612
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.472
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.468
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5457
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4977
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4356
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3606
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2544
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2781
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1956
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.235
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2018
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2082
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2249
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.155
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1282
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1484
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1195
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0945
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0855
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0492
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0292
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1037
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0705
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.09
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0002
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9637
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9463
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9242
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8657
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.885
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8919
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8385
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7937
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8342
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7831
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7505
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8233
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8367
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8308
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.761
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.715
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6934
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6995
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6752
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6312
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5722
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5926
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6573
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6883
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7803
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7194
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7226
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6476
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6661
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.699
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6656
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6108
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6482
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6554
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6383
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.665
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5973
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5377
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4904
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.447
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4245
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3798
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4227
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3851
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3089
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2431
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1286
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0352
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1546
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1489
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1393
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1267
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2184
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3228
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.314
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2572
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2046
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2918
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3652
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4675
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.393
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4681
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4759
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4194
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3853
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4459
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5352
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5314
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4825
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5114
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4671
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4457
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4386
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4367
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5582
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5713
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6231
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6029
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7005
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7426
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7913
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7794
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.736
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7774
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6904
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7144
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6921
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7204
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6595
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6967
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6295
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5529
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5377
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4522
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.404
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3885
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3594
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3909
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3454
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2785
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2723
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2452
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2135
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2505
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2216
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2131
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.249
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2057
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1573
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1975
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1525
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1731
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1467
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1377
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1183
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0318
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0654
2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0227
2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9878
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9435
2022-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8315
2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8938
2022-09-29,41300.0,365752.8,4.77,0.1,0.37,365752.8,0.0,41300.0,0.0,,,41300.0,,,,,,0.37,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.856
2022-09-30,41300.0,368106.9,4.5,0.1,0.37,368106.9,0.0,41300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.913
2022-10-03,41300.0,373537.85,3.8,0.1,0.37,373537.85,0.0,41300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.0445
2022-10-04,41300.0,373893.03,3.92,0.1,0.37,373893.03,0.0,41300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.0531
2022-10-05,41300.0,369981.92,4.01,0.1,0.37,369981.92,0.0,41300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.9584
2022-10-06,41300.0,368449.69,4.01,0.1,0.37,368449.69,0.0,41300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.9213
2022-10-07,41300.0,365306.76,4.01,0.1,0.37,365306.76,0.0,41300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.8452
2022-10-10,41300.0,363576.29,3.76,0.1,0.37,363576.29,0.0,41300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.8033
2022-10-11,41300.0,363716.71,3.85,0.1,0.36,363716.71,0.0,41300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.8067
2022-10-12,41300.0,361589.76,3.84,0.1,0.36,361589.76,0.0,41300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.7552
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7939
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7489
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8092
2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7847
2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7507
2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7484
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7237
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7875
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9058
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9278
2022-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0307
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9702
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9145
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9227
2022-11-02,46800.0,418078.44,2.97,0.11,0.42,418078.44,0.0,46800.0,0.0,,,46800.0,,,,,,0.42,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.9333
2022-11-03,46800.0,415008.36,2.95,0.12,0.42,415008.36,0.0,46800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.8677
2022-11-04,46800.0,414039.6,2.99,0.12,0.42,414039.6,0.0,46800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.847
2022-11-07,46800.0,413384.4,3.19,0.12,0.41,413384.4,0.0,46800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.833
2022-11-08,46800.0,415284.48,3.28,0.12,0.41,415284.48,0.0,46800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.8736
2022-11-09,46800.0,417549.6,3.44,0.12,0.41,417549.6,0.0,46800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.922
2022-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0378
2022-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9332
2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9286
2022-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9814
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0459
2022-11-17,21900.0,198015.42,1.77,0.05,0.2,198015.42,0.0,21900.0,0.0,,,21900.0,,,,,,0.2,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.0418
2022-11-18,128000.0,1160179.2,10.4,0.32,1.16,1160179.2,0.0,128000.0,0.0,,0.96,,,106100.0,,0.96,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.0639
2022-11-21,128000.0,1161523.2,10.86,0.32,1.16,1161523.2,0.0,128000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.0744
2022-11-22,128000.0,1161843.2,10.8,0.32,1.16,1161843.2,0.0,128000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.0769
2022-11-23,128000.0,1168524.8,10.65,0.32,1.17,1168524.8,0.0,128000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.1291
2022-11-24,128000.0,1174643.2,10.85,0.29,1.17,1174643.2,0.0,128000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.1769
2022-11-25,36100.0,328625.52,3.13,0.08,0.33,328625.52,0.0,36100.0,0.0,,,,,,,,,,,91900.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.1032
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.099
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.148
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.117
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1917
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1737
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2016
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2329
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2316
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.224
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.177
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1782
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1764
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.144
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0222
