,JBEM FP Equity_DX_SI_QTY,JBEM FP Equity_DX_SHORT_INTEREST_VALUE,JBEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JBEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JBEM FP Equity_DX_SI_MV,JBEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JBEM FP Equity_DX_SUPPLY_SI_QTY,JBEM FP Equity_DX_BROKER_SI_QTY,JBEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JBEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,JBEM FP Equity_DX_BROKER_SI_MV_INC_x,JBEM FP Equity_DX_BROKER_SI_QTY_ADD,JBEM FP Equity_DX_SUPPLY_SI_MV_DEC,JBEM FP Equity_DX_BROKER_SI_QTY_INC,JBEM FP Equity_DX_SUPPLY_SI_QTY_DEC,JBEM FP Equity_DX_BROKER_SI_MV_INC_y,JBEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,JBEM FP Equity_DX_BROKER_SI_MV_ADD,JBEM FP Equity_DX_SUPPLY_SI_QTY_ADD,JBEM FP Equity_DX_BROKER_SI_QTY_DEC,JBEM FP Equity_DX_SUPPLY_SI_MV,JBEM FP Equity_DX_BROKER_SI_MV_DEC,JBEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JBEM FP Equity_DX_UTILIZATION_QUANTITY,JBEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JBEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JBEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JBEM FP Equity_DX_ACTIVE_UTILIZATION_MV,JBEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JBEM FP Equity_DX_BROKER_SI_CON_RATIO,JBEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JBEM FP Equity_DX_DEMAND_SUPPLY_RATIO,JBEM FP Equity_PX_LAST
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8625
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8717
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8985
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8829
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9084
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9016
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8688
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8462
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8503
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.857
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8497
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.844
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8087
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8238
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7955
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7827
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8014
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8162
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8115
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8089
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8194
2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8259
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7936
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8047
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7963
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8006
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8036
2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.822
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8296
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8083
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8071
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7986
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7804
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7685
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7644
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7801
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7698
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7748
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7964
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7953
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8161
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8054
2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8223
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8093
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8136
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.812
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7925
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8083
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.808
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7925
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7929
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8088
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7732
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7664
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7856
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7738
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7573
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7271
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7236
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7279
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7012
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6746
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6559
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6657
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6572
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6542
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6586
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6567
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6863
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6856
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6677
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6764
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6952
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7011
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7095
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.723
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.752
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7632
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7432
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7435
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7564
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.752
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7525
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7359
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7354
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7245
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7384
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.737
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.727
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7177
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7305
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7245
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7043
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7108
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.729
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.739
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7534
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.774
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.772
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7766
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8032
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.809
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8205
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8394
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.845
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8465
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8456
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8555
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.852
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8602
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8619
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8717
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8675
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.879
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.899
2018-12-20,20400.0,202357.8,20.15,0.11,0.2,202357.8,0.0,20400.0,0.0,,,20400.0,,,,,,0.2,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.9195
2018-12-21,20400.0,201821.28,19.44,0.11,0.2,201821.28,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.8932
2018-12-24,20400.0,201843.72,19.43,0.11,0.2,201843.72,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.8943
2018-12-25,20400.0,201843.72,20.0,0.11,0.2,201843.72,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0,
2018-12-26,20400.0,201843.72,20.0,0.11,0.2,201843.72,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,
2018-12-27,20400.0,202161.96,20.0,0.11,0.2,202161.96,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.9099
2018-12-28,20400.0,201788.64,20.0,0.11,0.2,201788.64,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.8916
2018-12-31,20400.0,201843.72,11.4,0.11,0.2,201843.72,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.8943
2019-01-01,20400.0,201843.72,11.12,0.11,0.2,201843.72,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,
2019-01-02,20400.0,202343.52,11.12,0.11,0.2,202343.52,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.9188
2019-01-03,20400.0,201855.96,11.06,0.11,0.2,201855.96,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.8949
2019-01-04,20400.0,201617.28,11.22,0.11,0.2,201617.28,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.8832
2019-01-07,20400.0,201276.6,11.23,0.11,0.2,201276.6,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.8665
2019-01-08,20400.0,201001.2,11.02,0.11,0.2,201001.2,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.853
2019-01-09,20400.0,201374.52,9.98,0.11,0.2,201374.52,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.8713
2019-01-10,20400.0,201705.0,9.78,0.11,0.2,201705.0,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.8875
2019-01-11,20400.0,201827.4,9.79,0.11,0.2,201827.4,0.0,20400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.8935
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.912
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.921
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.929
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.931
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9295
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9225
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9355
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9854
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9876
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.981
2019-01-29,36600.0,365158.2,19.56,0.2,0.37,365158.2,0.0,36600.0,0.0,,,36600.0,,,,,,0.37,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.977
2019-01-30,36600.0,365136.24,19.41,0.2,0.37,365136.24,0.0,36600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.9764
2019-01-31,36600.0,366237.9,19.2,0.19,0.36,366237.9,0.0,36600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.0065
2019-02-01,36600.0,365103.3,19.2,0.19,0.37,365103.3,0.0,36600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.9755
2019-02-04,36600.0,364920.3,18.71,0.19,0.37,364920.3,0.0,36600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.9705
2019-02-05,36600.0,364902.0,20.2,0.19,0.36,364902.0,0.0,36600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.97
2019-02-06,36600.0,364675.08,22.05,0.19,0.36,364675.08,0.0,36600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.9638
2019-02-07,36600.0,364722.66,22.06,0.19,0.36,364722.66,0.0,36600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.9651
2019-02-08,36600.0,364755.6,22.0,0.19,0.36,364755.6,0.0,36600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.966
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9662
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9655
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9789
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9871
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9893
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9918
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9945
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9875
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9831
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9936
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0023
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.007
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9795
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9695
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9665
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9815
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9855
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0195
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.074
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.075
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0635
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0615
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0627
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.059
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0875
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0706
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0734
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1133
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1506
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.136
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1306
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.182
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.157
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1585
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1265
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.133
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.123
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.126
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1334
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.135
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.146
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1645
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1703
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1305
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.111
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1065
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1005
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.131
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.101
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1441
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1184
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1515
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1324
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1397
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1494
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.156
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.168
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.171
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1534
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.155
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1585
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1565
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.168
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1838
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1965
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1745
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1742
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1766
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.194
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2095
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2145
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2165
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2425
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.237
2019-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2535
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2775
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2955
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3169
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3415
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3883
2019-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3495
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3665
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3465
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.361
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3905
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.398
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4757
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4435
2019-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.482
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.442
2019-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.468
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4796
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4724
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.478
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.49
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5305
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5525
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6165
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.62
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5855
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.566
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5685
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.546
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.518
