,ALKLA FP Equity_DX_SI_QTY,ALKLA FP Equity_DX_SHORT_INTEREST_VALUE,ALKLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKLA FP Equity_DX_SI_MV,ALKLA FP Equity_DX_DSS,ALKLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKLA FP Equity_DX_SUPPLY_SI_QTY,ALKLA FP Equity_DX_BROKER_SI_QTY,ALKLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKLA FP Equity_DX_BROKER_SI_MV_INC_x,ALKLA FP Equity_DX_BROKER_SI_QTY_ADD,ALKLA FP Equity_DX_SUPPLY_SI_MV_DEC,ALKLA FP Equity_DX_BROKER_SI_QTY_INC,ALKLA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKLA FP Equity_DX_BROKER_SI_MV_INC_y,ALKLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKLA FP Equity_DX_BROKER_SI_MV_ADD,ALKLA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKLA FP Equity_DX_BROKER_SI_QTY_DEC,ALKLA FP Equity_DX_SUPPLY_SI_MV,ALKLA FP Equity_DX_BROKER_SI_MV_DEC,ALKLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKLA FP Equity_DX_UTILIZATION_QUANTITY,ALKLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKLA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKLA FP Equity_DX_BROKER_SI_CON_RATIO,ALKLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKLA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALKLA FP Equity_PX_LAST
2021-10-07,800.0,2256.0,0.09,0.01,0.02,0.0,0.0,1128.0,400.0,400.0,1128.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,2.82
2021-10-08,800.0,2272.0,0.09,0.01,0.02,0.0,0.0,1136.0,400.0,400.0,1136.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,2.84
2021-10-11,800.0,2160.0,0.09,0.01,0.02,0.0,0.0,1080.0,400.0,400.0,1080.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,2.7
2021-10-12,800.0,2200.0,0.09,0.01,0.02,0.0,0.0,1100.0,400.0,400.0,1100.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,2.75
2021-10-13,800.0,2220.0,0.09,0.01,0.02,0.0,0.0,1110.0,400.0,400.0,1110.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,2.775
2021-10-14,800.0,2128.0,0.09,0.01,0.02,0.0,0.0,1064.0,400.0,400.0,1064.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,2.66
2021-10-15,800.0,2068.0,0.09,0.01,0.02,0.0,0.0,1034.0,400.0,400.0,1034.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,2.585
2021-10-18,800.0,2040.0,0.09,0.01,0.02,0.0,0.0,1020.0,400.0,400.0,1020.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,2.55
2021-10-19,800.0,1904.0,0.09,0.01,0.02,0.0,0.0,952.0,400.0,400.0,952.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,2.38
2021-10-20,800.0,1948.0,0.09,0.01,0.02,0.0,0.0,974.0,400.0,400.0,974.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,2.435
2021-10-21,800.0,2080.0,0.09,0.01,0.02,0.0,0.0,1040.0,400.0,400.0,1040.0,,,,,,,,,,,,0.0,,100.0,57.14,0.0,0.0,0.0,100.0,,1.0,100.0,1.1429,2.6
2021-10-22,800.0,2252.0,0.09,0.01,0.02,0.0,0.0,1126.0,400.0,400.0,1126.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,2.815
2021-10-25,400.0,1112.0,0.04,0.0,0.01,0.0,0.0,1112.0,0.0,400.0,0.0,,,,0.0,,400.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5,2.78
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.705
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.695
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1700.0,4437.0,0.0,0.0,,0.0,,0.0,2.61
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.675
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.725
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73
2021-11-09,500.0,1330.0,0.06,0.0,0.02,0.0,0.0,1330.0,0.0,500.0,0.0,,,500.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.66
2021-11-10,500.0,1280.0,0.06,0.0,0.02,0.0,0.0,1280.0,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.56
2021-11-11,500.0,1325.0,0.06,0.01,0.02,0.0,0.0,1325.0,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.65
2021-11-12,500.0,1442.5,0.06,0.01,0.02,0.0,0.0,1442.5,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.885
2021-11-15,500.0,1600.0,0.06,0.01,0.02,0.0,0.0,1600.0,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,3.2
2021-11-16,500.0,1510.0,0.06,0.01,0.02,0.0,0.0,1510.0,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,3.02
2021-11-17,500.0,1400.0,0.06,0.01,0.02,0.0,0.0,1400.0,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.8
2021-11-18,1500.0,4035.0,0.17,0.02,0.05,0.0,0.0,2690.0,500.0,1000.0,1345.0,,0.0,,,500.0,,0.0,,,500.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5,2.69
2021-11-19,1500.0,4245.0,0.17,0.02,0.05,0.0,0.0,2830.0,500.0,1000.0,1415.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5,2.83
2021-11-22,1500.0,4200.0,0.17,0.02,0.05,0.0,0.0,2800.0,500.0,1000.0,1400.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5,2.8
2021-11-23,1500.0,4080.0,0.17,0.02,0.05,0.0,0.0,2720.0,500.0,1000.0,1360.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5,2.72
2021-11-24,1500.0,4320.0,0.17,0.02,0.05,0.0,0.0,2880.0,500.0,1000.0,1440.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5,2.88
2021-11-25,1500.0,4320.0,0.17,0.02,0.05,0.0,0.0,2880.0,500.0,1000.0,1440.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5,2.88
2021-11-26,1500.0,4080.0,0.17,0.02,0.05,0.0,0.0,2720.0,500.0,1000.0,1360.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5,2.72
2021-11-29,1500.0,4005.0,0.17,0.02,0.05,0.0,0.0,2670.0,500.0,1000.0,1335.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5,2.67
2021-11-30,1500.0,3952.5,0.17,0.02,0.05,0.0,0.0,2635.0,500.0,1000.0,1317.5,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5,2.635
2021-12-01,1500.0,3900.0,0.17,0.02,0.05,0.0,0.0,2600.0,500.0,1000.0,1300.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5,2.6
2021-12-02,1500.0,3877.5,0.17,0.02,0.05,0.0,0.0,2585.0,500.0,1000.0,1292.5,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5,2.585
2021-12-03,1500.0,3780.0,0.17,0.02,0.05,0.0,0.0,2520.0,500.0,1000.0,1260.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5,2.52
2021-12-06,1000.0,2490.0,0.11,0.02,0.03,0.0,0.0,2490.0,0.0,1000.0,0.0,,,,0.0,,500.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.49
2021-12-07,1000.0,2535.0,0.11,0.02,0.03,0.0,0.0,2535.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.535
2021-12-08,1000.0,2495.0,0.11,0.02,0.03,0.0,0.0,2495.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.495
2021-12-09,844.0,2076.24,0.09,0.02,0.03,0.0,0.0,2076.24,0.0,844.0,0.0,,,,,,,,,,,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.46
2021-12-10,500.0,1232.5,0.06,0.01,0.02,0.0,0.0,1232.5,0.0,500.0,0.0,,,,,,,,,,,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.465
2021-12-13,344.0,835.92,0.04,0.01,0.01,0.0,0.0,835.92,0.0,344.0,0.0,,,,,,,,,,,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.43
2021-12-14,344.0,817.0,0.04,0.01,0.01,0.0,0.0,817.0,0.0,344.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.375
2021-12-15,344.0,794.64,0.04,0.01,0.01,0.0,0.0,794.64,0.0,344.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.31
2021-12-16,344.0,853.12,0.04,0.01,0.01,0.0,0.0,853.12,0.0,344.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.48
2021-12-17,344.0,853.12,0.04,0.01,0.01,0.0,0.0,853.12,0.0,344.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.48
2021-12-20,344.0,796.36,0.04,0.01,0.01,0.0,0.0,796.36,0.0,344.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.315
2021-12-21,344.0,810.12,0.04,0.01,0.01,0.0,0.0,810.12,0.0,344.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.355
2021-12-22,344.0,808.4,0.04,0.01,0.01,0.0,0.0,808.4,0.0,344.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.35
2021-12-23,344.0,796.36,0.04,0.01,0.01,0.0,0.0,796.36,0.0,344.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.315
2021-12-24,344.0,820.44,0.04,0.01,0.01,0.0,0.0,820.44,0.0,344.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.385
2021-12-27,344.0,808.4,0.04,0.01,0.01,0.0,0.0,808.4,0.0,344.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.35
2021-12-28,344.0,803.24,0.04,0.01,0.01,0.0,0.0,803.24,0.0,344.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.335
2021-12-29,344.0,818.72,0.04,0.01,0.01,0.0,0.0,818.72,0.0,344.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.38
2021-12-30,285.0,676.88,0.03,0.01,0.01,0.0,0.0,676.88,0.0,285.0,0.0,,,,,,,,,,,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.375
2021-12-31,285.0,666.9,0.03,0.01,0.01,0.0,0.0,666.9,0.0,285.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.34
2022-01-03,135.0,318.6,0.02,0.0,0.0,0.0,0.0,318.6,0.0,135.0,0.0,,,,,,,,,,,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.36
2022-01-04,135.0,322.65,0.02,0.0,0.0,0.0,0.0,322.65,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.39
2022-01-05,135.0,329.4,0.02,0.0,0.0,0.0,0.0,329.4,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.44
2022-01-06,135.0,328.73,0.02,0.01,0.0,0.0,0.0,328.73,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.435
2022-01-07,135.0,326.7,0.02,0.01,0.0,0.0,0.0,326.7,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.42
2022-01-10,135.0,315.9,0.02,0.01,0.0,0.0,0.0,315.9,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.34
2022-01-11,135.0,315.23,0.02,0.01,0.0,0.0,0.0,315.23,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.335
2022-01-12,135.0,312.52,0.02,0.01,0.0,0.0,0.0,312.52,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.315
2022-01-13,135.0,336.15,0.02,0.01,0.0,0.0,0.0,336.15,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.49
2022-01-14,135.0,326.7,0.02,0.01,0.0,0.0,0.0,326.7,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.42
2022-01-17,135.0,332.1,0.02,0.01,0.0,0.0,0.0,332.1,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.46
2022-01-18,135.0,331.43,0.02,0.01,0.0,0.0,0.0,331.43,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.455
2022-01-19,135.0,328.05,0.02,0.01,0.0,0.0,0.0,328.05,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.43
2022-01-20,135.0,327.38,0.02,0.01,0.0,0.0,0.0,327.38,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.425
2022-01-21,135.0,310.5,0.02,0.01,0.0,0.0,0.0,310.5,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.3
2022-01-24,135.0,280.8,0.02,0.01,0.0,0.0,0.0,280.8,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.08
2022-01-25,135.0,282.15,0.02,0.01,0.0,0.0,0.0,282.15,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.09
2022-01-26,135.0,286.2,0.02,0.01,0.0,0.0,0.0,286.2,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.12
2022-01-27,135.0,301.05,0.02,0.01,0.0,0.0,0.0,301.05,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.23
2022-01-28,135.0,290.25,0.02,0.01,0.0,0.0,0.0,290.25,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.15
2022-01-31,135.0,288.23,0.02,0.01,0.0,0.0,0.0,288.23,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.135
2022-02-01,135.0,292.95,0.02,0.01,0.0,0.0,0.0,292.95,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.17
2022-02-02,135.0,290.25,0.02,0.01,0.0,0.0,0.0,290.25,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.15
2022-02-03,135.0,282.83,0.02,0.01,0.0,0.0,0.0,282.83,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.095
2022-02-04,135.0,287.55,0.02,0.01,0.0,0.0,0.0,287.55,0.0,135.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.13
2022-02-07,235.0,500.55,0.03,0.01,0.01,0.0,0.0,500.55,0.0,235.0,0.0,,,100.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.66,0.508,56.34,0.0,2.13
2022-02-08,235.0,507.6,0.03,0.01,0.01,0.0,0.0,507.6,0.0,235.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.46,0.5086,56.54,0.0,2.16
2022-02-09,235.0,507.6,0.03,0.01,0.01,0.0,0.0,507.6,0.0,235.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.73,0.5079,56.27,0.0,2.16
2022-02-10,235.0,501.73,0.03,0.01,0.01,0.0,0.0,501.73,0.0,235.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.95,0.5073,56.05,0.0,2.135
2022-02-11,235.0,493.5,0.03,0.01,0.01,0.0,0.0,493.5,0.0,235.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,44.3,0.5065,55.7,0.0,2.1
2022-02-14,235.0,462.95,0.03,0.01,0.01,0.0,0.0,462.95,0.0,235.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,45.54,0.504,54.46,0.0,1.97
2022-02-15,235.0,462.95,0.03,0.01,0.01,0.0,0.0,462.95,0.0,235.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.65,0.5081,56.35,0.0,1.97
2022-02-16,235.0,458.25,0.03,0.01,0.01,0.0,0.0,458.25,0.0,235.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.98,0.5073,56.02,0.0,1.95
2022-02-17,235.0,464.36,0.03,0.01,0.01,0.0,0.0,464.36,0.0,235.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.42,0.5087,56.58,0.0,1.976
2022-02-18,235.0,454.49,0.03,0.01,0.01,0.0,0.0,454.49,0.0,235.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,44.34,0.5064,55.66,0.0,1.934
2022-02-21,235.0,423.0,0.03,0.01,0.01,0.0,0.0,423.0,0.0,235.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,45.53,0.504,54.47,0.0,1.8
2022-02-22,235.0,423.0,0.03,0.01,0.01,0.0,0.0,423.0,0.0,235.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.5078,56.25,0.0,1.8
2022-02-23,237.0,530.88,0.03,0.01,0.01,0.0,0.0,528.64,1.0,236.0,2.24,,0.0,,,1.0,,0.0,,,1.0,,0.0,,100.0,0.13,0.0,0.0,0.0,100.0,38.93,0.5245,61.07,0.2963,2.24
2022-02-24,247.0,533.52,0.03,0.01,0.01,0.0,0.0,520.56,6.0,241.0,12.96,5.0,0.0,,,5.0,,0.0,5.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,47.78,0.501,52.22,41.1667,2.16
2022-02-25,247.0,595.27,0.03,0.01,0.01,0.0,0.0,580.81,6.0,241.0,14.46,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,43.55,0.5083,56.45,41.1667,2.41
2022-02-28,247.0,577.98,0.03,0.01,0.01,0.0,0.0,563.94,6.0,241.0,14.04,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,47.1,0.5017,52.9,41.1667,2.34
2022-03-01,247.0,575.51,0.03,0.01,0.01,0.0,0.0,561.53,6.0,241.0,13.98,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,46.66,0.5022,53.34,41.1667,2.33
2022-03-02,247.0,537.23,0.03,0.01,0.01,0.0,0.0,524.17,6.0,241.0,13.05,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,48.25,0.5006,51.75,41.1667,2.175
2022-03-03,247.0,528.58,0.03,0.01,0.01,0.0,0.0,515.74,6.0,241.0,12.84,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,46.88,0.5019,53.12,41.1667,2.14
2022-03-04,247.0,476.71,0.03,0.01,0.01,0.0,0.0,465.13,6.0,241.0,11.58,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,49.38,0.5001,50.62,41.1667,1.93
2022-03-07,200.0,360.0,0.02,0.01,0.01,0.0,0.0,360.0,0.0,200.0,0.0,,,,0.0,,6.0,,,,,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94,0.5019,53.06,0.0,1.8
2022-03-08,200.0,356.4,0.02,0.01,0.01,0.0,0.0,356.4,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.53,0.5004,51.47,0.0,1.782
2022-03-09,200.0,370.0,0.02,0.01,0.01,0.0,0.0,370.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.5,50.1,0.0,1.85
2022-03-10,200.0,392.0,0.02,0.01,0.01,0.0,0.0,392.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.83,0.5,50.17,0.0,1.96
2022-03-11,200.0,420.0,0.02,0.01,0.01,0.0,0.0,420.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.62,0.5,50.38,0.0,2.1
2022-03-14,200.0,436.0,0.02,0.01,0.01,0.0,0.0,436.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.75,0.5,50.25,0.0,2.18
2022-03-15,200.0,459.0,0.02,0.01,0.01,0.0,0.0,459.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,0.0,2.295
2022-03-16,200.0,458.0,0.02,0.01,0.01,0.0,0.0,458.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.77,0.5003,51.23,0.0,2.29
2022-03-17,200.0,457.0,0.02,0.01,0.01,0.0,0.0,457.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.99,0.5002,51.01,0.0,2.285
2022-03-18,200.0,449.0,0.02,0.01,0.01,0.0,0.0,449.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.21,0.5006,51.79,0.0,2.245
2022-03-21,200.0,430.0,0.02,0.01,0.01,0.0,0.0,430.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.7,0.5011,52.3,0.0,2.15
2022-03-22,200.0,422.0,0.02,0.01,0.01,0.0,0.0,422.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.26,0.5006,51.74,0.0,2.11
2022-03-23,200.0,425.0,0.02,0.01,0.01,0.0,0.0,425.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.91,0.5002,51.09,0.0,2.125
2022-03-24,200.0,430.0,0.02,0.01,0.01,0.0,0.0,430.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.08,0.5002,50.92,0.0,2.15
