,ALKLA FP Equity_DX_SI_QTY,ALKLA FP Equity_DX_SHORT_INTEREST_VALUE,ALKLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKLA FP Equity_DX_SI_MV,ALKLA FP Equity_DX_DSS,ALKLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKLA FP Equity_DX_SUPPLY_SI_QTY,ALKLA FP Equity_DX_BROKER_SI_QTY,ALKLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKLA FP Equity_DX_BROKER_SI_MV_INC_x,ALKLA FP Equity_DX_BROKER_SI_QTY_ADD,ALKLA FP Equity_DX_SUPPLY_SI_MV_DEC,ALKLA FP Equity_DX_BROKER_SI_QTY_INC,ALKLA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKLA FP Equity_DX_BROKER_SI_MV_INC_y,ALKLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKLA FP Equity_DX_BROKER_SI_MV_ADD,ALKLA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKLA FP Equity_DX_BROKER_SI_QTY_DEC,ALKLA FP Equity_DX_SUPPLY_SI_MV,ALKLA FP Equity_DX_BROKER_SI_MV_DEC,ALKLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKLA FP Equity_DX_UTILIZATION_QUANTITY,ALKLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKLA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKLA FP Equity_DX_BROKER_SI_CON_RATIO,ALKLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKLA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALKLA FP Equity_PX_LAST
2012-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1
2012-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1
2012-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2012-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2012-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2012-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2012-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19
2012-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2012-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2012-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2012-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2012-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25
2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25
2012-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29
2012-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29
2012-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.45
2012-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2012-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2012-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2012-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39
2012-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2012-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65
2012-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95
2012-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75
2012-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69
2012-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8
2012-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65
2012-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65
2012-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65
2012-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65
2012-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65
2012-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65
2012-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.68
2012-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2012-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2012-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2012-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2012-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2012-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2012-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2012-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2012-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2012-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2012-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2012-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85
2012-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2012-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.91
2012-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2012-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2012-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2012-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2012-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2012-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2012-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2012-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2012-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2012-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.92
2012-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.92
2012-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2012-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2012-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.92
2012-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.92
2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.92
2012-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2012-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2012-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2012-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2012-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2012-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.23
2012-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4
2012-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2012-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.25
2012-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75
2012-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1
2012-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2012-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2012-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.09
2012-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1
2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1
2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2012-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75
2012-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8
2012-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65
2012-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4
2012-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7
2012-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7
2012-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2012-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2012-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2012-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2012-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2012-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9
2012-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2013-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2013-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75
2013-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75
2013-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75
2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.85
2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7
2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24
2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2013-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.25
2013-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3
2013-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3
2013-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3
2013-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.99
2013-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.97
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.84
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85
2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85
2013-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2013-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.83
2013-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2013-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.95
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.95
2013-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.95
2013-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2013-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2013-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7
2013-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6
2013-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2013-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2013-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.99
2013-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85
2013-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75
2013-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2013-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75
2013-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2013-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2013-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5
2013-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4
2013-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5
2013-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5
2013-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7
2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7
2013-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7
2013-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7
