,ALBOA FP Equity_DX_SI_QTY,ALBOA FP Equity_DX_SHORT_INTEREST_VALUE,ALBOA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBOA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBOA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBOA FP Equity_DX_SI_MV,ALBOA FP Equity_DX_DSS,ALBOA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBOA FP Equity_DX_SUPPLY_SI_QTY,ALBOA FP Equity_DX_BROKER_SI_QTY,ALBOA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBOA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBOA FP Equity_DX_BROKER_SI_MV_INC_x,ALBOA FP Equity_DX_BROKER_SI_QTY_ADD,ALBOA FP Equity_DX_SUPPLY_SI_MV_DEC,ALBOA FP Equity_DX_BROKER_SI_QTY_INC,ALBOA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBOA FP Equity_DX_BROKER_SI_MV_INC_y,ALBOA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBOA FP Equity_DX_BROKER_SI_MV_ADD,ALBOA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBOA FP Equity_DX_BROKER_SI_QTY_DEC,ALBOA FP Equity_DX_SUPPLY_SI_MV,ALBOA FP Equity_DX_BROKER_SI_MV_DEC,ALBOA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBOA FP Equity_DX_UTILIZATION_QUANTITY,ALBOA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBOA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBOA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBOA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBOA FP Equity_DX_BROKER_SI_CON_RATIO,ALBOA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBOA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALBOA FP Equity_PX_LAST
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,41310.0,1338444.0,1.34,0.0,0.0,,0.0,32.4
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40010.0,1328332.0,1.3,0.0,0.0,,0.0,33.2
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40010.0,1292323.0,1.33,0.0,0.0,,0.0,32.3
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40010.0,1268317.0,1.29,0.0,0.0,,0.0,31.7
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40010.0,1272318.0,1.27,0.0,0.0,,0.0,31.8
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40010.0,1268317.0,1.27,0.0,0.0,,0.0,31.7
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,31010.0,986118.0,0.98,0.0,0.0,,0.0,31.8
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,31010.0,989219.0,0.99,0.0,0.0,,0.0,31.9
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26010.0,808911.0,0.83,0.0,0.0,,0.0,31.1
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26010.0,816714.0,0.81,0.0,0.0,,0.0,31.4
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26010.0,801108.0,0.82,0.0,0.0,,0.0,30.8
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26010.0,819315.0,0.82,0.0,0.0,,0.0,31.5
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26010.0,816714.0,0.82,0.0,0.0,,0.0,31.4
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26010.0,798507.0,0.82,0.0,0.0,,0.0,30.7
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25017.0,765520.2,0.77,0.0,0.0,,0.0,30.6
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24747.0,772106.4,0.76,0.0,0.0,,0.0,31.2
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21741.0,671796.9,0.68,0.0,0.0,,0.0,30.9
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,632401.0,0.65,0.0,0.0,,0.0,30.1
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,630300.0,0.66,0.0,0.0,,0.0,30.0
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,645007.0,0.65,0.0,0.0,,0.0,30.7
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,663916.0,0.65,0.0,0.0,,0.0,31.6
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,647108.0,0.66,0.0,0.0,,0.0,30.8
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,661815.0,0.66,0.0,0.0,,0.0,31.5
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,645007.0,0.66,0.0,0.0,,0.0,30.7
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,647108.0,0.65,0.0,0.0,,0.0,30.8
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,651310.0,0.65,0.0,0.0,,0.0,31.0
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,655512.0,0.65,0.0,0.0,,0.0,31.2
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,649209.0,0.66,0.0,0.0,,0.0,30.9
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21210.0,663873.0,0.66,0.0,0.0,,0.0,31.3
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21210.0,670236.0,0.66,0.0,0.0,,0.0,31.6
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,651310.0,0.66,0.0,0.0,,0.0,31.0
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21110.0,671298.0,0.65,0.0,0.0,,0.0,31.8
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,693330.0,0.65,0.0,0.0,,0.0,33.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,672320.0,0.69,0.0,0.0,,0.0,32.0
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,674421.0,0.67,0.0,0.0,,0.0,32.1
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,670219.0,0.67,0.0,0.0,,0.0,31.9
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,676522.0,0.67,0.0,0.0,,0.0,32.2
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,659714.0,0.67,0.0,0.0,,0.0,31.4
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,668118.0,0.67,0.0,0.0,,0.0,31.8
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,657613.0,0.67,0.0,0.0,,0.0,31.3
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,668118.0,0.67,0.0,0.0,,0.0,31.8
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,678623.0,0.67,0.0,0.0,,0.0,32.3
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21610.0,685037.0,0.69,0.0,0.0,,0.0,31.7
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,661815.0,0.66,0.0,0.0,,0.0,31.5
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,661815.0,0.66,0.0,0.0,,0.0,31.5
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,672320.0,0.66,0.0,0.0,,0.0,32.0
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,655512.0,0.66,0.0,0.0,,0.0,31.2
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,657613.0,0.66,0.0,0.0,,0.0,31.3
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,657613.0,0.66,0.0,0.0,,0.0,31.3
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,647108.0,0.65,0.0,0.0,,0.0,30.8
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,647108.0,0.65,0.0,0.0,,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,653411.0,0.65,0.0,0.0,,0.0,31.1
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,661815.0,0.65,0.0,0.0,,0.0,31.5
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21110.0,664965.0,0.66,0.0,0.0,,0.0,31.5
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21110.0,675520.0,0.66,0.0,0.0,,0.0,32.0
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,661815.0,0.67,0.0,0.0,,0.0,31.5
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,661815.0,0.66,0.0,0.0,,0.0,31.5
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,666017.0,0.66,0.0,0.0,,0.0,31.7
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,689128.0,0.66,0.0,0.0,,0.0,32.8
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,672320.0,0.69,0.0,0.0,,0.0,32.0
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,674421.0,0.67,0.0,0.0,,0.0,32.1
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,682825.0,0.67,0.0,0.0,,0.0,32.5
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,701734.0,0.68,0.0,0.0,,0.0,33.4
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,695431.0,0.7,0.0,0.0,,0.0,33.1
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,693330.0,0.7,0.0,0.0,,0.0,33.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,697532.0,0.69,0.0,0.0,,0.0,33.2
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,691229.0,0.7,0.0,0.0,,0.0,32.9
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,689128.0,0.69,0.0,0.0,,0.0,32.8
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,661815.0,0.69,0.0,0.0,,0.0,31.5
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,670219.0,0.66,0.0,0.0,,0.0,31.9
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,687027.0,0.66,0.0,0.0,,0.0,32.7
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,699633.0,0.69,0.0,0.0,,0.0,33.3
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,699633.0,0.7,0.0,0.0,,0.0,33.3
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,691229.0,0.7,0.0,0.0,,0.0,32.9
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,693330.0,0.69,0.0,0.0,,0.0,33.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21010.0,680724.0,0.69,0.0,0.0,,0.0,32.4
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,12510.0,402822.0,0.41,0.0,0.0,,0.0,32.2
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13310.0,417934.0,0.43,0.0,0.0,,0.0,31.4
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,12274.0,392768.0,0.39,0.0,0.0,,0.0,32.0
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,12274.0,385403.6,0.39,0.0,0.0,,0.0,31.4
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,12674.0,395428.8,0.4,0.0,0.0,,0.0,31.2
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,12674.0,395428.8,0.4,0.0,0.0,,0.0,31.2
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,31613.0,0.03,0.0,0.0,,0.0,31.3
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2310.0,73458.0,0.07,0.0,0.0,,0.0,31.8
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2310.0,73458.0,0.07,0.0,0.0,,0.0,31.8
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4110.0,131931.0,0.13,0.0,0.0,,0.0,32.1
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,32825.0,0.03,0.0,0.0,,0.0,32.5
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,32118.0,0.03,0.0,0.0,,0.0,31.8
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,32320.0,0.03,0.0,0.0,,0.0,32.0
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1142.0,36201.4,0.04,0.0,0.0,,0.0,31.7
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1142.0,36658.2,0.04,0.0,0.0,,0.0,32.1
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2242.0,71295.6,0.07,0.0,0.0,,0.0,31.8
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1142.0,36315.6,0.04,0.0,0.0,,0.0,31.8
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4342.0,137207.2,0.14,0.0,0.0,,0.0,31.6
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4342.0,137207.2,0.14,0.0,0.0,,0.0,31.6
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2942.0,92673.0,0.09,0.0,0.0,,0.0,31.5
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1142.0,34602.6,0.04,0.0,0.0,,0.0,30.3
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1842.0,58759.8,0.06,0.0,0.0,,0.0,31.9
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1142.0,37914.4,0.04,0.0,0.0,,0.0,33.2
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1212.0,39996.0,0.04,0.0,0.0,,0.0,33.0
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,34037.0,0.03,0.0,0.0,,0.0,33.7
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,33835.0,0.03,0.0,0.0,,0.0,33.5
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2010.0,67938.0,0.07,0.0,0.0,,0.0,33.8
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,33532.0,0.03,0.0,0.0,,0.0,33.2
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,32623.0,0.03,0.0,0.0,,0.0,32.3
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1210.0,38478.0,0.04,0.0,0.0,,0.0,31.8
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,32219.0,0.03,0.0,0.0,,0.0,31.9
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1810.0,57558.0,0.06,0.0,0.0,,0.0,31.8
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1110.0,34743.0,0.04,0.0,0.0,,0.0,31.3
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1110.0,34854.0,0.03,0.0,0.0,,0.0,31.4
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1510.0,46961.0,0.05,0.0,0.0,,0.0,31.1
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,31613.0,0.03,0.0,0.0,,0.0,31.3
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2410.0,75192.0,0.08,0.0,0.0,,0.0,31.2
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2410.0,75674.0,0.08,0.0,0.0,,0.0,31.4
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,31411.0,0.03,0.0,0.0,,0.0,31.1
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,31411.0,0.03,0.0,0.0,,0.0,31.1
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,31209.0,0.03,0.0,0.0,,0.0,30.9
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,31209.0,0.03,0.0,0.0,,0.0,30.9
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,30805.0,0.03,0.0,0.0,,0.0,30.5
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2410.0,73746.0,0.07,0.0,0.0,,0.0,30.6
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2410.0,73023.0,0.07,0.0,0.0,,0.0,30.3
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,30704.0,0.03,0.0,0.0,,0.0,30.4
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,30906.0,0.03,0.0,0.0,,0.0,30.6
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1010.0,30906.0,0.03,0.0,0.0,,0.0,
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1910.0,58446.0,0.06,0.0,0.0,,0.0,
