,JBOG FP Equity_DX_SI_QTY,JBOG FP Equity_DX_SHORT_INTEREST_VALUE,JBOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,JBOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JBOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JBOG FP Equity_DX_SI_MV,JBOG FP Equity_DX_DSS,JBOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JBOG FP Equity_DX_SUPPLY_SI_QTY,JBOG FP Equity_DX_BROKER_SI_QTY,JBOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JBOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,JBOG FP Equity_DX_BROKER_SI_MV_INC_x,JBOG FP Equity_DX_BROKER_SI_QTY_ADD,JBOG FP Equity_DX_SUPPLY_SI_MV_DEC,JBOG FP Equity_DX_BROKER_SI_QTY_INC,JBOG FP Equity_DX_SUPPLY_SI_QTY_DEC,JBOG FP Equity_DX_BROKER_SI_MV_INC_y,JBOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,JBOG FP Equity_DX_BROKER_SI_MV_ADD,JBOG FP Equity_DX_SUPPLY_SI_QTY_ADD,JBOG FP Equity_DX_BROKER_SI_QTY_DEC,JBOG FP Equity_DX_SUPPLY_SI_MV,JBOG FP Equity_DX_BROKER_SI_MV_DEC,JBOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JBOG FP Equity_DX_UTILIZATION_QUANTITY,JBOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JBOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JBOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JBOG FP Equity_DX_ACTIVE_UTILIZATION_MV,JBOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JBOG FP Equity_DX_BROKER_SI_CON_RATIO,JBOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JBOG FP Equity_DX_DEMAND_SUPPLY_RATIO,JBOG FP Equity_PX_LAST
2023-09-01,9840.0,72816.0,0.52,8.69,0.06,0.07,0.0,36408.0,4920.0,4920.0,36408.0,,,,,,,,,,,,0.04,,100.0,52.79,0.0,0.0,0.0,100.0,,1.0,100.0,1.0558,7.4
2023-09-04,9840.0,72028.8,0.52,8.72,0.06,0.07,0.0,36014.4,4920.0,4920.0,36014.4,,,,,,,,,,,,0.04,,100.0,52.42,0.0,0.0,0.0,100.0,,1.0,100.0,1.0484,7.32
2023-09-05,9840.0,73603.2,0.52,9.13,0.06,0.07,0.0,36801.6,4920.0,4920.0,36801.6,,,,,,,,,,,,0.04,,100.0,52.42,0.0,0.0,0.0,100.0,,1.0,100.0,1.0484,7.48
2023-09-06,9840.0,74193.6,0.52,9.36,0.06,0.07,0.0,37096.8,4920.0,4920.0,37096.8,,,,,,,,,,,,0.04,,100.0,52.42,0.0,0.0,0.0,100.0,,1.0,100.0,1.0484,7.54
2023-09-07,9840.0,73800.0,0.52,11.11,0.06,0.07,0.0,36900.0,4920.0,4920.0,36900.0,,,,,,,,,,,,0.04,,100.0,52.42,0.0,0.0,0.0,100.0,,1.0,100.0,1.0484,7.5
2023-09-08,9840.0,72816.0,0.52,11.46,0.06,0.07,0.0,36408.0,4920.0,4920.0,36408.0,,,,,,,,,,,,0.04,,100.0,49.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9885,7.4
2023-09-11,9840.0,72225.6,0.52,11.55,0.06,0.07,0.0,36112.8,4920.0,4920.0,36112.8,,,,,,,,,,,,0.04,,100.0,49.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9885,7.34
2023-09-12,9840.0,71832.0,0.52,11.96,0.06,0.07,0.0,35916.0,4920.0,4920.0,35916.0,,,,,,,,,,,,0.04,,100.0,49.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9885,7.3
2023-09-13,9840.0,71832.0,0.52,11.57,0.06,0.07,0.0,35916.0,4920.0,4920.0,35916.0,,,,,,,,,,,,0.04,,100.0,49.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9885,7.3
2023-09-14,9840.0,71832.0,0.52,9.37,0.06,0.07,0.0,35916.0,4920.0,4920.0,35916.0,,,,,,,,,,,,0.04,,100.0,49.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9885,7.3
2023-09-15,9840.0,73800.0,0.52,9.34,0.06,0.07,0.0,36900.0,4920.0,4920.0,36900.0,,,,,,,,,,,,0.04,,100.0,49.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9885,7.5
2023-09-18,9840.0,70848.0,0.52,9.54,0.06,0.07,0.0,35424.0,4920.0,4920.0,35424.0,,,,,,,,,,,,0.04,,100.0,49.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9885,7.2
2023-09-19,9840.0,71635.2,0.52,9.32,0.06,0.07,0.0,35817.6,4920.0,4920.0,35817.6,,,,,,,,,,,,0.04,,100.0,49.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9885,7.28
2023-09-20,9840.0,69273.6,0.52,9.47,0.06,0.07,0.0,34636.8,4920.0,4920.0,34636.8,,,,,,,,,,,,0.04,,100.0,49.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9885,7.04
2023-09-21,9840.0,70651.2,0.52,7.87,0.06,0.07,0.0,35325.6,4920.0,4920.0,35325.6,,,,,,,,,,,,0.03,,100.0,49.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9885,7.18
2023-09-22,9840.0,71635.2,0.52,8.37,0.06,0.07,0.0,35817.6,4920.0,4920.0,35817.6,,,,,,,,,,,,0.04,,100.0,49.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9885,7.28
2023-09-25,9840.0,69864.0,0.52,8.96,0.06,0.07,0.0,34932.0,4920.0,4920.0,34932.0,,,,,,,,,,,,0.04,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,7.1
2023-09-26,9840.0,67896.0,0.52,8.92,0.06,0.07,0.0,33948.0,4920.0,4920.0,33948.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.9
2023-09-27,9840.0,70651.2,0.52,8.64,0.06,0.07,0.0,35325.6,4920.0,4920.0,35325.6,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,7.18
2023-09-28,9840.0,70651.2,0.52,8.49,0.06,0.07,0.0,35325.6,4920.0,4920.0,35325.6,,,,,,,,,,,,0.04,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,7.18
2023-09-29,9840.0,71832.0,0.52,8.77,0.06,0.07,0.0,35916.0,4920.0,4920.0,35916.0,,,,,,,,,,,,0.04,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,7.3
2023-10-02,9840.0,68092.8,0.52,8.54,0.06,0.07,0.0,34046.4,4920.0,4920.0,34046.4,,,,,,,,,,,,0.04,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.92
2023-10-03,9840.0,70454.4,0.52,8.19,0.06,0.07,0.0,35227.2,4920.0,4920.0,35227.2,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,7.16
2023-10-04,9840.0,67896.0,0.52,8.25,0.06,0.07,0.0,33948.0,4920.0,4920.0,33948.0,,,,,,,,,,,,0.04,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.9
2023-10-05,9840.0,67108.8,0.52,8.48,0.06,0.07,0.0,33554.4,4920.0,4920.0,33554.4,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.82
2023-10-06,9840.0,67502.4,0.52,8.04,0.06,0.07,0.0,33751.2,4920.0,4920.0,33751.2,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.86
2023-10-09,9840.0,66321.6,0.52,7.98,0.06,0.07,0.0,33160.8,4920.0,4920.0,33160.8,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.74
2023-10-10,9840.0,66912.0,0.52,7.81,0.06,0.07,0.0,33456.0,4920.0,4920.0,33456.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.8
2023-10-11,9840.0,66912.0,0.52,8.52,0.06,0.07,0.0,33456.0,4920.0,4920.0,33456.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.8
2023-10-12,9840.0,67502.4,0.52,8.79,0.06,0.07,0.0,33751.2,4920.0,4920.0,33751.2,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.86
2023-10-13,9840.0,68092.8,0.52,8.74,0.06,0.07,0.0,34046.4,4920.0,4920.0,34046.4,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.92
2023-10-16,9840.0,67699.2,0.52,8.78,0.06,0.07,0.0,33849.6,4920.0,4920.0,33849.6,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.88
2023-10-17,9840.0,67305.6,0.52,8.83,0.06,0.07,0.0,33652.8,4920.0,4920.0,33652.8,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.84
2023-10-18,9840.0,67305.6,0.52,8.93,0.06,0.07,0.0,33652.8,4920.0,4920.0,33652.8,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.84
2023-10-19,9840.0,67305.6,0.52,9.04,0.06,0.07,0.0,33652.8,4920.0,4920.0,33652.8,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.84
2023-10-20,9840.0,67108.8,0.52,9.14,0.06,0.07,0.0,33554.4,4920.0,4920.0,33554.4,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.82
2023-10-23,9840.0,65928.0,0.52,9.45,0.06,0.07,0.0,32964.0,4920.0,4920.0,32964.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.7
2023-10-24,9840.0,65140.8,0.52,7.59,0.06,0.07,0.0,32570.4,4920.0,4920.0,32570.4,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.62
2023-10-25,9840.0,65140.8,0.52,7.77,0.06,0.07,0.0,32570.4,4920.0,4920.0,32570.4,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.62
2023-10-26,9840.0,67502.4,0.52,9.09,0.06,0.07,0.0,33751.2,4920.0,4920.0,33751.2,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.86
2023-10-27,9840.0,67108.8,0.52,9.05,0.06,0.07,0.0,33554.4,4920.0,4920.0,33554.4,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.82
2023-10-30,9840.0,66912.0,0.52,9.06,0.06,0.07,0.0,33456.0,4920.0,4920.0,33456.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.8
2023-10-31,9840.0,67108.8,0.52,8.61,0.06,0.07,0.0,33554.4,4920.0,4920.0,33554.4,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.82
2023-11-01,9840.0,67108.8,0.52,8.09,0.06,0.07,0.0,33554.4,4920.0,4920.0,33554.4,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.82
2023-11-02,9840.0,67305.6,0.52,9.99,0.06,0.07,0.0,33652.8,4920.0,4920.0,33652.8,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.84
2023-11-03,9840.0,66518.4,0.52,9.38,0.06,0.07,0.0,33259.2,4920.0,4920.0,33259.2,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.76
2023-11-06,9840.0,66518.4,0.52,9.19,0.06,0.07,0.0,33259.2,4920.0,4920.0,33259.2,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.76
2023-11-07,9840.0,68289.6,0.52,9.17,0.06,0.07,0.0,34144.8,4920.0,4920.0,34144.8,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.94
2023-11-08,9840.0,68880.0,0.52,9.91,0.06,0.07,0.0,34440.0,4920.0,4920.0,34440.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,7.0
2023-11-09,9840.0,68880.0,0.52,10.2,0.06,0.07,0.0,34440.0,4920.0,4920.0,34440.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,7.0
2023-11-10,9840.0,67699.2,0.52,10.06,0.06,0.07,0.0,33849.6,4920.0,4920.0,33849.6,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.88
2023-11-13,9840.0,67699.2,0.52,10.54,0.06,0.07,0.0,33849.6,4920.0,4920.0,33849.6,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.88
2023-11-14,9840.0,66715.2,0.52,11.31,0.06,0.07,0.0,33357.6,4920.0,4920.0,33357.6,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.78
2023-11-15,9840.0,64944.0,0.52,10.97,0.06,0.07,0.0,32472.0,4920.0,4920.0,32472.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.6
2023-11-16,9840.0,65140.8,0.52,10.3,0.06,0.07,0.0,32570.4,4920.0,4920.0,32570.4,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.62
2023-11-17,9840.0,66124.8,0.52,11.06,0.06,0.07,0.0,33062.4,4920.0,4920.0,33062.4,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.72
2023-11-20,9840.0,65928.0,0.52,10.89,0.06,0.07,0.0,32964.0,4920.0,4920.0,32964.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.7
2023-11-21,9840.0,64944.0,0.52,11.4,0.06,0.07,0.0,32472.0,4920.0,4920.0,32472.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.6
2023-11-22,9840.0,66124.8,0.52,11.87,0.06,0.07,0.0,33062.4,4920.0,4920.0,33062.4,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.72
2023-11-23,9840.0,65928.0,0.52,11.79,0.06,0.07,0.0,32964.0,4920.0,4920.0,32964.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.7
2023-11-24,9840.0,65928.0,0.52,11.5,0.06,0.07,0.0,32964.0,4920.0,4920.0,32964.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.7
2023-11-27,9840.0,66912.0,0.52,11.5,0.06,0.07,0.0,33456.0,4920.0,4920.0,33456.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.8
2023-11-28,9840.0,67699.2,0.52,9.42,0.06,0.07,0.0,33849.6,4920.0,4920.0,33849.6,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.88
2023-11-29,9840.0,67699.2,0.52,9.5,0.06,0.07,0.0,33849.6,4920.0,4920.0,33849.6,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.88
2023-11-30,9840.0,67699.2,0.52,9.59,0.06,0.07,0.0,33849.6,4920.0,4920.0,33849.6,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.88
2023-12-01,9840.0,66912.0,0.52,9.53,0.06,0.07,0.0,33456.0,4920.0,4920.0,33456.0,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.8
2023-12-04,9840.0,68683.2,0.52,9.21,0.06,0.07,0.0,34341.6,4920.0,4920.0,34341.6,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.98
2023-12-05,9840.0,67305.6,0.52,12.12,0.06,0.07,0.0,33652.8,4920.0,4920.0,33652.8,,,,,,,,,,,,0.03,,100.0,45.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.9086,6.84
2023-12-06,9840.0,63172.8,0.52,11.5,0.06,0.07,0.0,31586.4,4920.0,4920.0,31586.4,,,,,,,,,,,,0.03,,100.0,45.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.9083,6.42
2023-12-07,9840.0,66715.2,0.52,11.68,0.06,0.06,0.0,33357.6,4920.0,4920.0,33357.6,,,,,,,,,,,,0.03,,100.0,45.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.9083,6.78
2023-12-08,9840.0,63960.0,0.52,11.6,0.06,0.07,0.0,31980.0,4920.0,4920.0,31980.0,,,,,,,,,,,,0.03,,100.0,45.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.9083,6.5
2023-12-11,11840.0,78144.0,0.63,13.78,0.08,0.08,0.0,39072.0,5920.0,5920.0,39072.0,1000.0,,1000.0,,,,,1000.0,0.01,,,0.04,,100.0,50.03,0.0,0.0,0.0,100.0,16.78,0.7207,83.22,1.0005,6.6
2023-12-12,11840.0,79328.0,0.63,14.78,0.08,0.08,0.0,39664.0,5920.0,5920.0,39664.0,,,,,,,,,,,,0.04,,100.0,50.03,0.0,0.0,0.0,100.0,16.79,0.7206,83.21,1.0005,6.7
2023-12-13,11840.0,76960.0,0.63,16.14,0.08,0.08,0.0,38480.0,5920.0,5920.0,38480.0,,,,,,,,,,,,0.04,,100.0,50.03,0.0,0.0,0.0,100.0,17.1,0.7164,82.9,1.0005,6.5
2023-12-14,11840.0,75065.6,0.63,15.53,0.08,0.08,0.0,37532.8,5920.0,5920.0,37532.8,,,,,,,,,,,,0.04,,100.0,50.03,0.0,0.0,0.0,100.0,17.07,0.7169,82.93,1.0005,6.34
2023-12-15,11840.0,77907.2,0.63,16.07,0.08,0.08,0.0,38953.6,5920.0,5920.0,38953.6,,,,,,,,,,,,0.04,,100.0,50.03,0.0,0.0,0.0,100.0,16.63,0.7227,83.37,1.0005,6.58
2023-12-18,11840.0,77433.6,0.63,15.54,0.08,0.08,0.0,38716.8,5920.0,5920.0,38716.8,,,,,,,,,,,,0.04,,100.0,50.03,0.0,0.0,0.0,100.0,16.93,0.7187,83.07,1.0005,6.54
2023-12-19,11840.0,72934.4,0.63,15.83,0.08,0.08,0.0,36467.2,5920.0,5920.0,36467.2,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,17.31,0.7137,82.69,0.9378,6.16
2023-12-20,11840.0,75776.0,0.63,15.62,0.08,0.07,0.0,37888.0,5920.0,5920.0,37888.0,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.62,0.7228,83.38,0.9378,6.4
2023-12-21,11840.0,75065.6,0.63,15.01,0.08,0.08,0.0,37532.8,5920.0,5920.0,37532.8,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.96,0.7184,83.04,0.9378,6.34
2023-12-22,11840.0,74592.0,0.63,14.49,0.08,0.07,0.0,37296.0,5920.0,5920.0,37296.0,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.9378,6.3
2023-12-25,11840.0,74592.0,0.63,14.27,0.08,0.07,0.0,37296.0,5920.0,5920.0,37296.0,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.9378,
2023-12-26,11840.0,74592.0,0.63,14.27,0.08,0.07,0.0,37296.0,5920.0,5920.0,37296.0,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.91,0.719,83.09,0.9378,
2023-12-27,11840.0,77907.2,0.63,14.27,0.08,0.08,0.0,38953.6,5920.0,5920.0,38953.6,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.59,0.7233,83.41,0.9378,6.58
2023-12-28,11840.0,77196.8,0.63,13.72,0.08,0.08,0.0,38598.4,5920.0,5920.0,38598.4,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.96,0.7184,83.04,0.9378,6.52
2023-12-29,11840.0,76960.0,0.63,13.2,0.08,0.08,0.0,38480.0,5920.0,5920.0,38480.0,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.99,0.7179,83.01,0.9378,6.5
2024-01-01,11840.0,76960.0,0.63,14.46,0.08,0.08,0.0,38480.0,5920.0,5920.0,38480.0,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.99,0.7179,83.01,0.9378,
2024-01-02,11840.0,76012.8,0.63,14.46,0.08,0.08,0.0,38006.4,5920.0,5920.0,38006.4,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.98,0.7181,83.02,0.9378,6.42
2024-01-03,11840.0,75302.4,0.63,13.89,0.08,0.08,0.0,37651.2,5920.0,5920.0,37651.2,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.96,0.7184,83.04,0.9378,6.36
2024-01-04,11840.0,73881.6,0.63,14.29,0.08,0.07,0.0,36940.8,5920.0,5920.0,36940.8,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,17.03,0.7175,82.97,0.9378,6.24
2024-01-05,11840.0,74592.0,0.63,13.98,0.08,0.07,0.0,37296.0,5920.0,5920.0,37296.0,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.82,0.7201,83.18,0.9378,6.3
2024-01-08,11840.0,75776.0,0.63,13.76,0.08,0.08,0.0,37888.0,5920.0,5920.0,37888.0,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.78,0.7207,83.22,0.9378,6.4
2024-01-09,11840.0,77196.8,0.63,13.86,0.08,0.08,0.0,38598.4,5920.0,5920.0,38598.4,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.76,0.721,83.24,0.9378,6.52
2024-01-10,11840.0,74592.0,0.63,14.17,0.08,0.08,0.0,37296.0,5920.0,5920.0,37296.0,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,17.13,0.7161,82.87,0.9378,6.3
2024-01-11,11840.0,74355.2,0.63,13.87,0.08,0.07,0.0,37177.6,5920.0,5920.0,37177.6,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.91,0.7189,83.09,0.9378,6.28
2024-01-12,11840.0,76723.2,0.63,17.0,0.08,0.08,0.0,38361.6,5920.0,5920.0,38361.6,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.7,0.7217,83.3,0.9378,6.48
2024-01-15,11840.0,74592.0,0.63,17.0,0.08,0.08,0.0,37296.0,5920.0,5920.0,37296.0,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.71,0.7217,83.29,0.9378,6.3
2024-01-16,11840.0,76012.8,0.63,15.48,0.08,0.08,0.0,38006.4,5920.0,5920.0,38006.4,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,16.76,0.721,83.24,0.9378,6.42
2024-01-17,11840.0,74355.2,0.63,15.38,0.08,0.08,0.0,37177.6,5920.0,5920.0,37177.6,,,,,,,,,,,,0.04,,100.0,46.89,0.0,0.0,0.0,100.0,17.05,0.7172,82.95,0.9378,6.28
2024-01-18,10852.0,66414.24,0.58,14.45,0.07,0.07,0.0,30183.84,5920.0,4932.0,36230.4,,,,,,,,,,,988.0,0.04,0.01,100.0,46.89,0.0,0.0,0.0,100.0,9.43,0.8291,90.57,0.8596,6.12
2024-01-19,9864.0,59381.28,0.52,10.0,0.06,0.06,0.0,29690.64,4932.0,4932.0,29690.64,,,,0.01,,988.0,,,,,,0.03,,100.0,39.07,0.0,0.0,0.0,100.0,0.25,0.9951,99.75,0.7813,6.02
2024-01-22,9853.0,60497.42,0.52,9.17,0.06,0.06,0.0,30214.94,4932.0,4921.0,30282.48,,,,,,,,,,,11.0,0.03,0.0,100.0,42.38,0.0,0.0,0.0,100.0,0.13,0.9974,99.87,0.8467,6.14
2024-01-23,9842.0,58855.16,0.52,7.24,0.06,0.06,0.0,29427.58,4921.0,4921.0,29427.58,,,,0.0,,11.0,,,,,,0.03,,100.0,42.33,0.0,0.0,0.0,100.0,0.02,0.9996,99.98,0.8466,5.98
2024-01-24,9842.0,59052.0,0.52,7.34,0.06,0.06,0.0,29526.0,4921.0,4921.0,29526.0,,,,,,,,,,,,0.03,,100.0,42.33,0.0,0.0,0.0,100.0,0.02,0.9996,99.98,0.8466,6.0
2024-01-25,9842.0,58067.8,0.52,7.12,0.06,0.06,0.0,29033.9,4921.0,4921.0,29033.9,,,,,,,,,,,,0.03,,100.0,42.33,0.0,0.0,0.0,100.0,0.02,0.9996,99.98,0.8466,5.9
2024-01-26,9842.0,57674.12,0.52,7.14,0.06,0.06,0.0,28837.06,4921.0,4921.0,28837.06,,,,,,,,,,,,0.03,,100.0,42.33,0.0,0.0,0.0,100.0,0.02,0.9996,99.98,0.8466,5.86
2024-01-29,9840.0,57465.6,0.52,6.78,0.06,0.06,0.0,28732.8,4920.0,4920.0,28732.8,,,,0.0,,1.0,,,,,1.0,0.03,0.0,100.0,42.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.8465,5.84
2024-01-30,9840.0,61204.8,0.52,6.79,0.06,0.06,0.0,30602.4,4920.0,4920.0,30602.4,,,,,,,,,,,,0.03,,100.0,42.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.8465,6.22
2024-01-31,9840.0,61795.2,0.52,6.9,0.06,0.06,0.0,30897.6,4920.0,4920.0,30897.6,,,,,,,,,,,,0.03,,100.0,42.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.8465,6.28
2024-02-01,9840.0,61795.2,0.52,6.94,0.06,0.06,0.0,30897.6,4920.0,4920.0,30897.6,,,,,,,,,,,,0.03,,100.0,41.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.8363,6.28
2024-02-02,9840.0,61598.4,0.52,6.69,0.06,0.06,0.0,30799.2,4920.0,4920.0,30799.2,,,,,,,,,,,,0.03,,100.0,41.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.8363,6.26
