,FR FP Equity_DX_SI_QTY,FR FP Equity_DX_SHORT_INTEREST_VALUE,FR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FR FP Equity_DX_SI_MV,FR FP Equity_DX_DSS,FR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FR FP Equity_DX_SUPPLY_SI_QTY,FR FP Equity_DX_BROKER_SI_QTY,FR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FR FP Equity_DX_BROKER_SI_MV_NEW_x,FR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,FR FP Equity_DX_SUPPLY_SI_QTY_INC_x,FR FP Equity_DX_BROKER_SI_MV_INC_x,FR FP Equity_DX_SUPPLY_SI_MV_NEW,FR FP Equity_DX_BROKER_SI_QTY_ADD,FR FP Equity_DX_BROKER_SI_QTY_NEW,FR FP Equity_DX_SUPPLY_SI_MV_DEC,FR FP Equity_DX_BROKER_SI_QTY_INC,FR FP Equity_DX_SUPPLY_SI_QTY_DEC,FR FP Equity_DX_BROKER_SI_MV_NEW_y,FR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,FR FP Equity_DX_BROKER_SI_MV_INC_y,FR FP Equity_DX_SUPPLY_SI_QTY_INC_y,FR FP Equity_DX_BROKER_SI_MV_ADD,FR FP Equity_DX_SUPPLY_SI_QTY_ADD,FR FP Equity_DX_BROKER_SI_QTY_DEC,FR FP Equity_DX_SUPPLY_SI_MV,FR FP Equity_DX_BROKER_SI_MV_DEC,FR FP Equity_DX_SUPPLY_SI_MV_RMV,FR FP Equity_DX_BROKER_SI_MV_RMV,FR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FR FP Equity_DX_UTILIZATION_QUANTITY,FR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FR FP Equity_DX_ACTIVE_UTILIZATION_MV,FR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FR FP Equity_DX_BROKER_SI_CON_RATIO,FR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FR FP Equity_DX_DEMAND_SUPPLY_RATIO,FR FP Equity_PX_LAST
2021-10-04,2928662.0,70258601.38,1.5,2.93,1.21,70.11,1.0,53595987.03,2458438.0,2234097.0,58977927.62,,,54376.0,3.6,,10000.0,,3.86,144571.0,158064.0,,,3.6,54376.0,0.24,21650.0,21056.0,58.64,0.54,,,3.34,3.34,71253336.0,1709367530.64,,1699.88,3.33,10.98,0.2351,44.03,0.0397,23.99
2021-10-05,3130084.0,74871609.28,1.6,3.13,1.29,75.1,1.0,52715517.92,2786858.0,2203826.0,66661643.36,,,38396.0,0.66,,,,2.95,24886.0,124078.0,,,0.66,38396.0,,414102.0,55157.0,66.91,1.41,,,3.78,3.78,70913600.0,1696253312.0,,1700.94,3.78,14.68,0.2088,39.39,0.0425,23.92
2021-10-06,3234614.0,76369236.54,1.65,3.22,1.34,76.96,1.0,54760750.68,2919779.0,2319388.0,68935982.19,,,15735.0,3.36,,23800.0,,0.89,140454.0,36868.0,,,3.36,15735.0,0.59,154054.0,48692.0,69.84,1.58,,,3.95,3.95,70919032.0,1674398345.52,,1691.69,3.96,13.84,0.1901,37.09,0.0438,23.61
2021-10-07,2866038.0,71650950.0,1.47,2.82,1.19,67.64,1.0,53661450.0,2630134.0,2146458.0,65753350.0,,,49155.0,4.3,,,,13.79,182695.0,573038.0,,,4.3,49155.0,,234238.0,355625.0,62.23,9.19,,,3.56,3.56,71216056.0,1780401400.0,,1711.97,3.51,11.01,0.2197,42.1,0.0388,25.0
2021-10-08,3494204.0,90325173.4,1.79,3.32,1.45,88.09,1.0,51077945.6,2761991.0,1975936.0,71397467.35,,,107732.0,2.79,,286692.0,,18.72,110147.0,794720.0,,,2.79,107732.0,7.42,818845.0,567361.0,69.08,10.9,,,3.76,3.76,70606024.0,1825165720.4,,1781.94,3.73,26.26,0.1879,29.25,0.0476,25.85
2021-10-11,4187652.0,110470259.76,2.14,3.9,1.73,108.58,1.0,87528417.92,3251509.0,3317984.0,85774807.42,,,122378.0,36.16,,,,1.51,1391052.0,62870.0,,,36.16,122378.0,,430010.0,49004.0,84.34,0.99,,,4.43,4.43,70093328.0,1849061992.64,,1823.99,4.42,18.61,0.2568,44.62,0.0571,26.38
2021-10-12,3100534.0,81047958.76,1.59,2.86,1.28,81.71,1.0,65736741.3,2384896.0,2514795.0,62341181.44,,,54099.0,2.1,,26556.0,,28.72,69955.0,1110194.0,,,2.1,54099.0,0.7,189482.0,899700.0,62.71,22.52,,,3.25,3.25,71043528.0,1857077821.92,,1864.03,3.25,21.79,0.1708,27.95,0.0422,26.14
2021-10-13,3031502.0,77485191.12,1.55,2.86,1.25,79.09,1.0,64797999.48,2847576.0,2535133.0,72784042.56,,,74186.0,10.63,,10600.0,,11.37,416207.0,430994.0,,,10.63,74186.0,0.27,819488.0,406469.0,74.06,10.92,,,3.87,3.87,70705944.0,1807243928.64,,1832.24,3.89,23.11,0.1593,24.13,0.0412,25.56
2021-10-14,2774072.0,69656947.92,1.42,2.61,1.15,70.71,1.0,57201207.75,2476475.0,2278025.0,62184287.25,,,78398.0,3.6,,19074.0,,21.66,154666.0,829657.0,,,3.6,78398.0,0.51,380158.0,430848.0,63.21,12.02,,,3.37,3.37,70941976.0,1781353017.36,,1801.52,3.39,23.18,0.1784,31.0,0.0378,25.11
2021-10-15,2517407.0,64521141.41,1.29,2.34,1.04,64.08,1.0,53101541.13,2119042.0,2071851.0,54311046.46,,,24491.0,2.16,,,,12.23,97998.0,475053.0,,,2.16,24491.0,,93129.0,304172.0,53.33,7.49,,,2.9,2.9,71060064.0,1821269440.32,,1795.36,2.88,20.44,0.205,37.17,0.0344,25.63
2021-10-18,2313561.0,58047245.49,1.18,2.16,0.96,59.0,0.0,42864609.06,1382739.0,1708434.0,34692921.51,,,5325.0,0.55,,,,24.23,19445.0,964781.0,,,0.55,5325.0,,223153.0,382862.0,35.4,9.5,,,1.9,1.9,71526784.0,1794607010.56,,1820.23,1.91,21.83,0.2114,37.2,0.0317,25.09
2021-10-19,1475862.0,36247170.72,0.75,1.38,0.61,36.87,0.0,26697898.88,1135770.0,1087048.0,27894511.2,,,60600.0,0.25,,,,8.45,11000.0,328169.0,,,0.25,60600.0,,20600.0,632386.0,28.44,16.39,,,1.55,1.55,71968040.0,1767535062.4,,1792.09,1.56,15.7,0.17,32.48,0.0202,24.56
2021-10-20,1463288.0,35704227.2,0.75,1.37,0.61,36.18,0.0,26217165.6,1100089.0,1074474.0,26842171.6,,,,0.17,,60600.0,,0.95,10000.0,35681.0,,,0.17,,1.53,,83174.0,27.04,2.13,,,1.5,1.5,72108192.0,1759439884.8,,1767.31,1.51,15.9,0.1609,29.56,0.02,24.4
2021-10-21,1438605.0,34943715.45,0.74,1.33,0.6,35.24,0.0,24017733.39,1057526.0,988791.0,25687306.54,,,39039.0,,,,,2.01,,81602.0,,,,39039.0,,,85683.0,25.85,2.3,,,1.44,1.44,72203968.0,1753834382.72,,1761.08,1.45,16.24,0.1614,29.63,0.0196,24.29
2021-10-22,1590910.0,39025022.3,0.81,1.49,0.66,39.04,0.0,28321381.33,1215530.0,1154561.0,29816950.9,,,29417.0,0.26,,170301.0,,0.71,11069.0,28842.0,,,0.26,29417.0,4.16,157429.0,15600.0,29.59,0.38,,,1.66,1.66,72061304.0,1767663787.12,,1756.17,1.66,14.56,0.141,26.56,0.0217,24.53
2021-10-25,1431432.0,34683597.36,0.73,1.33,0.59,35.18,0.0,24110861.09,1142248.0,995083.0,27676669.04,,,,0.25,,,,2.95,9410.0,120914.0,,,0.25,,,47632.0,168888.0,28.02,4.19,,,1.56,1.56,72258576.0,1750825296.48,,1768.27,1.56,16.0,0.1249,20.5,0.0195,24.23
2021-10-26,1271807.0,31108399.22,0.65,1.19,0.53,31.17,0.0,20802202.68,926052.0,850458.0,22651231.92,,,,0.32,,,,5.31,14000.0,216196.0,,,0.32,,,,158625.0,22.5,3.86,,,1.27,1.27,72037040.0,1762025998.4,,1751.99,1.27,18.27,0.1337,19.92,0.0174,24.46
2021-10-27,1230592.0,30481763.84,0.63,1.14,0.51,30.42,0.0,19755387.81,910357.0,797553.0,22549542.89,0.57,,,,,,23507.0,0.51,,20695.0,0.57,,,,,5000.0,52905.0,22.28,1.19,,0.59,1.25,1.25,71699672.0,1776000875.44,,1759.99,1.25,18.97,0.1481,23.02,0.0169,24.77
2021-10-28,1174518.0,29985444.54,0.6,1.09,0.49,29.56,0.0,18827838.87,851807.0,737479.0,21746632.71,,,,,,,,1.51,,62550.0,,,,,,4000.0,60074.0,21.08,1.5,,,1.18,1.18,71490032.0,1825140516.96,,1781.63,1.17,20.13,0.1616,24.3,0.0162,25.53
2021-10-29,1222014.0,30953614.62,0.63,1.15,0.51,31.21,0.0,19397258.06,883388.0,765782.0,22376218.04,,,9524.0,1.06,,8728.0,,,39575.0,,,,1.06,9524.0,0.22,22057.0,20000.0,22.64,0.46,,,1.23,1.23,71213536.0,1803838866.88,,1820.28,1.23,18.9,0.1499,22.96,0.017,25.33
2021-11-01,1184245.0,30494308.75,0.61,1.15,0.49,30.28,0.0,18704079.0,826953.0,726372.0,21294039.75,,,1122.0,0.52,,,,1.49,19193.0,58076.0,,,0.52,1122.0,,519.0,58603.0,20.92,1.54,,,1.15,1.15,71020656.0,1828781892.0,,1804.72,1.15,19.84,0.1613,23.98,0.0165,25.75
2021-11-02,1112488.0,28279444.96,0.57,1.1,0.46,28.62,0.0,22892438.56,995840.0,900568.0,25314252.8,,,30673.0,2.31,,85288.0,,0.19,93381.0,7341.0,,,2.31,30673.0,2.29,145555.0,4473.0,25.63,0.12,,,1.39,1.39,70703848.0,1797291816.16,,1814.14,1.39,20.75,0.1785,30.94,0.0155,25.42
2021-11-03,1345333.0,35113191.3,0.69,1.34,0.56,34.73,0.0,26360399.7,1198630.0,1009977.0,31284243.0,,,76634.0,3.46,,67300.0,,0.04,136278.0,788.0,,,3.46,76634.0,1.71,126944.0,94169.0,30.48,2.08,,,1.68,1.68,70094112.0,1829456323.2,,1793.42,1.67,20.37,0.1738,28.08,0.0189,26.1
2021-11-04,1056955.0,27649942.8,0.54,1.06,0.44,27.67,0.0,19519571.76,914107.0,746161.0,23913039.12,,,,2.02,,37594.0,,9.92,76511.0,396104.0,,,2.02,,1.03,111581.0,377921.0,23.89,9.82,,,1.29,1.29,69999968.0,1831199162.88,,1829.35,1.29,13.72,0.178,34.19,0.0149,26.16
2021-11-05,958803.0,25446631.62,0.49,1.03,0.4,25.34,0.0,20383303.88,821587.0,768022.0,21804918.98,,,6252.0,0.72,,,,3.45,27493.0,132343.0,,,0.72,6252.0,,33571.0,5632.0,21.52,0.1,,,1.16,1.16,69977584.0,1857205079.36,,1836.6,1.16,14.99,0.2065,38.17,0.0135,26.54
2021-11-08,1444481.0,38856538.9,0.74,1.58,0.6,38.54,0.0,31415837.5,911855.0,1167875.0,24528899.5,,,75171.0,1.42,,357293.0,,0.54,47276.0,21058.0,,,1.42,75171.0,9.42,36155.0,4716.0,24.17,0.12,,,1.29,1.29,69801008.0,1877647115.2,,1854.56,1.29,19.74,0.159,29.03,0.0204,26.9
2021-11-09,1650620.0,45590124.4,0.84,1.85,0.68,45.01,0.0,40724253.76,1321483.0,1474448.0,36499360.46,,,63544.0,11.8,,,,0.21,424659.0,9186.0,,,11.8,63544.0,,355270.0,118086.0,35.71,3.02,,,1.86,1.86,69838704.0,1928945004.48,,1891.96,1.85,10.04,0.1848,37.49,0.0232,27.62
2021-11-10,1352047.0,37316497.2,0.69,1.51,0.56,37.5,0.0,31864890.0,1144147.0,1154525.0,31578457.2,,,18188.0,1.11,,13541.0,,6.05,29750.0,227036.0,,,1.11,18188.0,0.4,31512.0,363214.0,31.72,9.92,,,1.61,1.61,69886360.0,1928863536.0,,1936.33,1.61,15.41,0.1596,30.76,0.019,27.6
2021-11-11,1254691.0,34052313.74,0.64,1.4,0.52,34.53,0.0,28564144.36,1114029.0,1052474.0,30234747.06,,,792.0,0.23,,61205.0,,3.25,8681.0,116885.0,,,0.23,792.0,1.7,85975.0,171937.0,30.73,4.89,,,1.57,1.57,69841408.0,1895495813.12,,1922.71,1.57,11.35,0.1284,25.36,0.0177,27.14
2021-11-12,1358339.0,38305159.8,0.69,1.53,0.56,37.69,0.0,28521592.8,1145560.0,1011404.0,32304792.0,,,10900.0,1.55,,,,2.99,60028.0,106979.0,,,1.55,10900.0,,127610.0,101098.0,31.28,2.85,,,1.62,1.62,69770552.0,1967529566.4,,1917.65,1.6,18.18,0.1717,31.2,0.0192,28.2
2021-11-15,1354377.0,38369500.41,0.69,1.51,0.56,38.64,0.0,33220069.63,1166485.0,1172611.0,33046520.05,,,5424.0,4.68,,83082.0,,0.33,154636.0,15211.0,,,4.68,5424.0,2.47,30712.0,76511.0,33.03,2.12,,,1.65,1.65,69656536.0,1973369664.88,,1971.96,1.65,19.4,0.1712,30.41,0.0191,28.33
2021-11-16,1354377.0,39778052.49,0.69,1.51,0.56,39.42,0.0,34439585.07,1166485.0,1172611.0,34259664.45,,,4663.0,,,,,0.13,,4663.0,,,,4663.0,,,,33.32,,,,1.65,1.65,69657336.0,2045835958.32,,2001.94,1.64,19.67,0.1698,29.92,0.0191,29.37
2021-11-17,1319469.0,38831972.67,0.67,1.43,0.55,39.15,0.0,33482599.29,1131577.0,1137703.0,33302311.11,,,39900.0,0.08,,,,2.17,2592.0,77400.0,,,0.08,39900.0,,2592.0,37500.0,33.32,0.96,,,1.6,1.6,69774872.0,2053474482.96,,2052.52,1.6,19.88,0.1627,28.11,0.0186,29.43
2021-11-18,1390824.0,40500794.88,0.71,1.52,0.58,41.03,0.0,34503822.08,1202932.0,1184884.0,35029379.84,,,49100.0,1.29,,4000.0,,0.06,43181.0,1919.0,,,1.29,49100.0,0.12,24174.0,,35.3,,,,1.7,1.7,69685632.0,2029245603.84,,2039.88,1.7,18.72,0.1649,30.01,0.0196,29.12
2021-11-19,1496800.0,42509120.0,0.77,1.69,0.62,43.48,0.0,31844522.4,1308255.0,1121286.0,37154442.0,,,40670.0,0.9,,,,2.66,32014.0,91012.0,,,0.9,40670.0,,155665.0,95612.0,37.98,2.99,,,1.89,1.89,67795944.0,1925404809.6,,1963.02,1.9,17.31,0.1251,21.52,0.0217,28.4
2021-11-22,1485211.0,42298809.28,0.76,1.7,0.61,42.63,0.0,36000115.52,1296666.0,1264049.0,36929047.68,,,121484.0,3.96,,,,4.46,142763.0,154836.0,,,3.96,121484.0,,21763.0,,36.91,,,,1.83,1.83,69423816.0,1977190279.68,,1978.84,1.83,17.65,0.1587,29.68,0.021,28.48
2021-11-23,1691357.0,47611699.55,0.87,1.96,0.7,48.28,0.0,35712469.35,1502149.0,1268649.0,42285494.35,,,38473.0,0.32,,,,0.23,11601.0,7748.0,,,0.32,38473.0,,174758.0,7001.0,42.67,0.25,,,2.14,2.14,68835192.0,1937710654.8,,1953.54,2.14,15.38,0.1382,26.16,0.024,28.15
2021-11-24,1610599.0,44565274.33,0.82,1.88,0.67,45.42,0.0,34557616.4,1421391.0,1248920.0,39329888.97,,,1110.0,,,,,2.37,,81868.0,,,,1110.0,,,19729.0,39.95,0.71,,,2.02,2.02,68796536.0,1903600151.12,,1930.62,2.03,16.0,0.1436,27.14,0.0229,27.67
2021-11-25,1492420.0,40653520.8,0.76,1.75,0.62,41.55,0.0,30944040.72,1300717.0,1135978.0,35431531.08,,,,0.21,,,,3.8,8663.0,132499.0,,,0.21,,,11825.0,121605.0,35.89,3.53,,,1.86,1.86,68779952.0,1873565892.48,,1894.42,1.86,17.28,0.1282,21.57,0.0213,27.24
2021-11-26,1407198.0,35967980.88,0.72,1.68,0.58,37.59,0.0,26801909.28,1261695.0,1048588.0,32248924.2,,,20110.0,0.38,,,,1.72,20110.0,60964.0,,,0.38,20110.0,,1832.0,107500.0,33.84,3.14,,,1.8,1.8,68732072.0,1756791760.32,,1831.09,1.81,15.27,0.1187,18.03,0.0201,25.56
2021-11-29,1283375.0,31532523.75,0.66,1.47,0.53,32.46,0.0,21791206.71,947457.0,886903.0,23279018.49,,,,,,1859.0,,8.67,,316097.0,,,,,0.05,1859.0,163544.0,24.06,4.51,,,1.35,1.35,69161056.0,1699287145.92,,1748.46,1.36,18.51,0.1329,20.2,0.0183,24.57
2021-11-30,1216930.0,31080392.2,0.62,1.36,0.5,30.45,0.0,20876651.4,877964.0,817410.0,22423200.56,,,500.0,,,,,1.9,,69993.0,,,,500.0,,,69493.0,21.66,1.8,,,1.25,1.25,69156240.0,1766250369.6,,1715.23,1.25,17.64,0.1384,21.81,0.0174,25.54
2021-12-01,1648930.0,43993452.4,0.84,1.79,0.68,42.56,0.0,27006723.28,1313508.0,1012246.0,35044393.44,,,50266.0,,,203936.0,,1.13,,49340.0,,,,50266.0,4.99,434618.0,9100.0,34.12,0.1,,,1.88,1.88,68642912.0,1831392892.16,,1772.4,1.89,15.38,0.1129,16.2,0.0236,26.68
2021-12-02,1656489.0,44427034.98,0.85,1.81,0.69,44.31,0.0,29427654.96,1324221.0,1097228.0,35515607.22,,,120255.0,2.72,,1370.0,,6.88,88612.0,276356.0,,,2.72,120255.0,0.04,166814.0,5000.0,35.43,0.0,,,1.9,1.9,68370752.0,1833703568.64,,1828.37,1.9,15.74,0.1097,17.77,0.0238,26.82
2021-12-03,1559238.0,41288622.24,0.79,1.68,0.64,41.78,0.0,27337290.0,1225079.0,1032375.0,32440091.92,,,37323.0,0.58,,69733.0,,4.71,23505.0,173553.0,,,0.58,37323.0,1.92,37088.0,158091.0,32.72,4.1,,,1.76,1.76,68242032.0,1807049007.36,,1822.78,1.76,13.34,0.1021,16.52,0.0224,26.48
2021-12-06,1493685.0,40463926.65,0.76,1.62,0.62,40.08,0.0,25960455.36,1043719.0,958304.0,28274347.71,,,43389.0,1.86,,,,5.97,71000.0,224749.0,,,1.86,43389.0,,,145071.0,27.74,3.93,,,1.51,1.51,68305208.0,1850388084.72,,1820.52,1.5,14.07,0.1074,18.07,0.0215,27.09
2021-12-07,1707367.0,46645266.44,0.87,1.84,0.7,46.53,0.0,25450000.64,1285586.0,931552.0,35122209.52,,,8699.0,,,,,0.47,,17752.0,,,,8699.0,,250920.0,26752.0,34.88,0.57,,,1.86,1.86,67974752.0,1857070224.64,,1845.66,1.85,14.56,0.1201,21.53,0.0247,27.32
2021-12-08,1712672.0,46892959.36,0.87,1.84,0.71,46.83,0.0,25126735.52,1286891.0,917704.0,35235075.58,,,4650.0,,,,,0.82,,30548.0,,,,4650.0,,27203.0,13848.0,35.06,0.38,,,1.87,1.87,67703224.0,1853714273.12,,1843.57,1.87,14.49,0.1247,23.09,0.0248,27.38
2021-12-09,1604052.0,44079348.96,0.82,1.72,0.66,44.15,0.0,27732761.04,1369686.0,1009198.0,37638971.28,,,10100.0,0.29,,83274.0,,0.25,8220.0,8699.0,,,0.29,10100.0,2.29,81394.0,,37.56,,,,1.99,1.99,67587312.0,1857299333.76,,1854.19,1.99,16.66,0.1296,24.59,0.0233,27.48
2021-12-10,1913682.0,52836760.02,0.97,2.06,0.79,52.75,0.0,28243870.38,1381087.0,1022958.0,38131812.07,,,52517.0,0.35,,123056.0,,3.55,13220.0,130647.0,,,0.35,52517.0,3.38,89531.0,122516.0,37.95,3.37,,,2.01,2.01,67399848.0,1860909803.28,,1850.37,2.01,14.66,0.1168,21.53,0.0278,27.61
2021-12-13,2515701.0,67798141.95,1.28,2.72,1.04,69.17,1.0,40654425.35,1950203.0,1508513.0,52557970.85,,,211002.0,15.98,,,,0.27,576320.0,9925.0,,,15.98,211002.0,,368039.0,90765.0,53.78,2.54,,,2.84,2.84,66758508.0,1799141790.6,,1829.94,2.86,16.14,0.1722,33.54,0.0366,26.95
2021-12-14,2297883.0,61560285.57,1.17,2.49,0.95,62.61,0.0,37801868.76,1848712.0,1411044.0,49526994.48,,,,0.12,,,,4.26,4434.0,153227.0,,,0.12,,,51736.0,101903.0,49.83,2.8,,,2.7,2.7,66683344.0,1786446785.76,,1793.58,2.7,17.34,0.2026,37.34,0.0335,26.79
2021-12-15,1674156.0,44047044.36,0.85,1.8,0.69,44.68,0.0,23159824.77,1203561.0,880267.0,31665689.91,1.1,,53400.0,,,4000.0,41000.0,18.99,,702551.0,1.1,,,53400.0,0.11,4000.0,503777.0,32.14,14.26,,1.99,1.76,1.76,67219224.0,1768537783.44,,1788.88,1.77,16.74,0.1335,20.45,0.0245,26.31
2021-12-16,1797425.0,47919350.5,0.92,1.93,0.74,47.51,0.0,24949387.76,1265830.0,935836.0,33747027.8,,,61000.0,1.86,,,,0.39,69993.0,14424.0,,,1.86,61000.0,,15693.0,14424.0,33.29,0.54,,,1.85,1.85,67195376.0,1791428724.16,,1769.91,1.85,15.75,0.1179,17.77,0.0263,26.66
2021-12-17,1625191.0,42254966.0,0.83,1.73,0.67,43.17,0.0,21705294.0,1094172.0,834819.0,28448472.0,,,,,,,,4.48,,171658.0,,,,,,,101017.0,29.14,2.56,,,1.6,1.6,67127904.0,1745325504.0,,1779.42,1.61,16.7,0.1205,17.13,0.0238,26.0
2021-12-20,1423941.0,36267777.27,0.73,1.45,0.59,36.88,0.0,17430878.43,1043372.0,684369.0,26574684.84,,,10280.0,,,,,2.95,,108056.0,,,,10280.0,,46976.0,150450.0,27.01,4.08,,,1.53,1.53,67178320.0,1711031810.4,,1735.22,1.53,18.63,0.1466,21.91,0.0209,25.47
2021-12-21,1394657.0,35926364.32,0.71,1.42,0.57,35.69,0.0,17629345.44,1009654.0,684369.0,26008687.04,,,50700.0,,,,,3.83,,145000.0,,,,50700.0,,60582.0,,25.76,,,,1.48,1.48,67385712.0,1735855941.12,,1721.94,1.47,16.36,0.1257,19.46,0.0204,25.76
2021-12-22,1743005.0,44847518.65,0.89,1.82,0.72,45.17,0.0,29091727.42,1233388.0,1130654.0,31735073.24,,,32405.0,0.14,,444857.0,,0.23,5863.0,8948.0,,,0.14,32405.0,11.79,200277.0,4435.0,31.7,0.12,,,1.8,1.8,67250048.0,1730343735.04,,1727.44,1.8,14.12,0.104,15.54,0.0255,25.73
2021-12-23,1683610.0,44784026.0,0.86,1.75,0.69,44.11,0.0,30713849.6,1301002.0,1154656.0,34606653.2,,,78458.0,,,31416.0,,2.57,,99870.0,,,,78458.0,0.81,89026.0,7414.0,33.62,0.0,,,1.9,1.9,67195448.0,1787398916.8,,1746.18,1.89,14.53,0.1491,29.77,0.0246,26.6
2021-12-24,1644067.0,43863707.56,0.84,1.69,0.68,43.8,0.0,29913642.68,1263498.0,1121201.0,33710126.64,,,,,,,,0.94,,37504.0,,,,,,,33455.0,33.63,0.84,,,1.84,1.84,67271856.0,1794813118.08,,1788.59,1.85,14.67,0.1531,30.07,0.024,26.68
2021-12-27,2519746.0,66596886.78,1.28,2.68,1.04,67.2,1.0,44789282.34,1858392.0,1694638.0,49117300.56,,,55032.0,15.02,,4785.0,,6.1,568652.0,229126.0,,,15.02,55032.0,0.13,768988.0,,49.49,,,,2.71,2.71,66695920.0,1762773165.6,,1772.94,2.72,22.57,0.241,41.58,0.0368,26.43
2021-12-28,2200706.0,57746525.44,1.12,2.37,0.91,58.33,0.0,42810455.04,1700143.0,1631496.0,44611752.32,,,34137.0,2.09,,,,5.38,79042.0,200994.0,,,2.09,34137.0,,8608.0,142184.0,44.86,3.78,,,2.49,2.49,66712112.0,1750525818.88,,1759.3,2.49,15.1,0.224,42.06,0.0322,26.24
2021-12-29,1360810.0,35517141.0,0.69,1.52,0.56,35.67,0.0,28303414.2,1140206.0,1084422.0,29759376.6,,,56067.0,1.45,,,,16.23,56067.0,616004.0,,,1.45,56067.0,,,603141.0,29.85,16.14,,,1.67,1.67,67086688.0,1750962556.8,,1754.05,1.67,16.59,0.1226,20.97,0.0199,26.1
2021-12-30,1254067.0,32831474.06,0.64,1.41,0.52,32.85,0.0,25866180.34,1070463.0,988013.0,28024721.34,,,25991.0,0.67,,,,2.52,25991.0,95734.0,,,0.67,25991.0,,,122400.0,28.01,3.28,,,1.57,1.57,67087608.0,1756353577.44,,1754.33,1.57,18.19,0.1462,23.03,0.0184,26.18
2021-12-31,1260202.0,33496169.16,0.64,1.44,0.52,33.18,0.0,27308238.84,1111454.0,1027398.0,29542447.32,,,23261.0,1.94,,,,0.87,74241.0,33250.0,,,1.94,23261.0,,50980.0,34856.0,29.14,0.91,,,1.63,1.63,67103728.0,1783617090.24,,1762.1,1.63,20.86,0.1643,23.1,0.0185,26.58
2022-01-03,1351644.0,36453838.68,0.69,1.59,0.56,36.16,0.0,30175114.8,1202896.0,1118840.0,32442105.12,,,43875.0,2.54,,,,,91442.0,,,,2.54,43875.0,,47567.0,,32.11,,,,1.75,1.75,67483864.0,1820039812.08,,1799.77,1.75,21.41,0.1751,26.7,0.0197,26.97
2022-01-04,1610729.0,44649407.88,0.82,1.89,0.66,43.86,0.0,30930419.52,1225496.0,1115816.0,33970749.12,,,,,,22600.0,,,,,,,,,0.61,22600.0,25624.0,33.16,0.52,,,1.78,1.78,67462112.0,1870049744.64,,1834.39,1.78,22.09,0.2005,33.46,0.0235,27.72
2022-01-05,1701178.0,48160349.18,0.87,1.98,0.7,47.48,0.0,34541851.99,1315945.0,1220129.0,37254402.95,,,18760.0,0.72,,87591.0,,0.8,16745.0,32647.0,,,0.72,18760.0,2.36,104336.0,23.0,36.7,0.0,,,1.92,1.92,67372304.0,1907309926.24,,1878.73,1.92,22.14,0.1792,30.21,0.0248,28.31
2022-01-06,1699422.0,47328902.7,0.87,1.97,0.7,48.01,0.0,33931688.05,1314189.0,1218373.0,36600163.65,,,,1.77,,,,1.66,56343.0,58099.0,,,1.77,,,56343.0,58099.0,37.16,1.51,,,1.91,1.91,67346128.0,1875589664.8,,1898.84,1.92,25.9,0.1938,29.93,0.0248,27.85
2022-01-07,1835770.0,50703967.4,0.93,2.07,0.76,51.09,0.0,37157268.86,1450537.0,1345303.0,40063831.94,,,5552.0,3.5,,,,0.31,133967.0,8865.0,,,3.5,5552.0,,139661.0,7037.0,40.28,0.23,,,2.11,2.11,67207216.0,1856263305.92,,1862.16,2.12,27.6,0.2072,31.56,0.0267,27.62
2022-01-10,2324006.0,62376321.04,1.18,2.72,0.96,64.01,0.0,44399211.12,1806521.0,1654218.0,48487023.64,,,18433.0,8.22,,9418.0,,0.26,299497.0,9448.0,,,8.22,18433.0,0.29,346999.0,,49.83,,,,2.62,2.62,67055824.0,1799778316.16,,1836.62,2.64,21.25,0.1877,29.9,0.0337,26.84
2022-01-11,2336997.0,62724999.48,1.19,2.74,0.96,63.13,0.0,52256513.76,2052887.0,1946964.0,55099487.08,,,17418.0,8.02,,,,1.2,292746.0,43270.0,,,8.02,17418.0,,272218.0,,55.04,,,,2.98,2.98,66842664.0,1794057101.76,,1790.18,2.98,28.81,0.1951,28.84,0.0339,26.84
2022-01-12,2283649.0,59443383.47,1.16,2.77,0.94,61.11,0.0,45556742.89,2022676.0,1750163.0,52650256.28,,,60828.0,2.69,,900.0,,6.9,103131.0,257562.0,,,2.69,60828.0,0.03,166523.0,300832.0,53.78,8.36,,,2.93,2.93,67004836.0,1744135881.08,,1775.13,2.94,20.97,0.162,23.6,0.0331,26.03
