,FCMC FP Equity_DX_SI_QTY,FCMC FP Equity_DX_SHORT_INTEREST_VALUE,FCMC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FCMC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FCMC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FCMC FP Equity_DX_SI_MV,FCMC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FCMC FP Equity_DX_SUPPLY_SI_QTY,FCMC FP Equity_DX_BROKER_SI_QTY,FCMC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FCMC FP Equity_DX_SUPPLY_SI_MV,FCMC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FCMC FP Equity_DX_UTILIZATION_QUANTITY,FCMC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FCMC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FCMC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FCMC FP Equity_DX_ACTIVE_UTILIZATION_MV,FCMC FP Equity_DX_BROKER_SI_CON_RATIO,FCMC FP Equity_DX_DEMAND_SUPPLY_RATIO,FCMC FP Equity_PX_LAST
1999-09-02,,,,,,,,,,,,,,,,,,,,579.0
1999-09-03,,,,,,,,,,,,,,,,,,,,585.0
1999-09-06,,,,,,,,,,,,,,,,,,,,580.0
1999-09-07,,,,,,,,,,,,,,,,,,,,576.5
1999-09-08,,,,,,,,,,,,,,,,,,,,576.0
1999-09-09,,,,,,,,,,,,,,,,,,,,573.5
1999-09-10,,,,,,,,,,,,,,,,,,,,573.0
1999-09-13,,,,,,,,,,,,,,,,,,,,572.5
1999-09-14,,,,,,,,,,,,,,,,,,,,567.5
1999-09-15,,,,,,,,,,,,,,,,,,,,567.5
1999-09-16,,,,,,,,,,,,,,,,,,,,513.0
1999-09-17,,,,,,,,,,,,,,,,,,,,539.0
1999-09-20,,,,,,,,,,,,,,,,,,,,486.9
1999-09-21,,,,,,,,,,,,,,,,,,,,531.0
1999-09-22,,,,,,,,,,,,,,,,,,,,548.0
1999-09-23,,,,,,,,,,,,,,,,,,,,548.0
1999-09-24,,,,,,,,,,,,,,,,,,,,531.0
1999-09-27,,,,,,,,,,,,,,,,,,,,548.0
1999-09-28,,,,,,,,,,,,,,,,,,,,548.0
1999-09-29,,,,,,,,,,,,,,,,,,,,540.0
1999-09-30,,,,,,,,,,,,,,,,,,,,540.0
1999-10-01,,,,,,,,,,,,,,,,,,,,540.0
1999-10-04,,,,,,,,,,,,,,,,,,,,538.5
1999-10-05,,,,,,,,,,,,,,,,,,,,537.5
1999-10-06,,,,,,,,,,,,,,,,,,,,536.0
1999-10-07,,,,,,,,,,,,,,,,,,,,535.0
1999-10-08,,,,,,,,,,,,,,,,,,,,535.0
1999-10-11,,,,,,,,,,,,,,,,,,,,529.5
1999-10-12,,,,,,,,,,,,,,,,,,,,529.5
1999-10-13,,,,,,,,,,,,,,,,,,,,529.0
1999-10-14,,,,,,,,,,,,,,,,,,,,529.0
1999-10-15,,,,,,,,,,,,,,,,,,,,529.0
1999-10-18,,,,,,,,,,,,,,,,,,,,529.0
1999-10-19,,,,,,,,,,,,,,,,,,,,529.0
1999-10-20,,,,,,,,,,,,,,,,,,,,529.0
1999-10-21,,,,,,,,,,,,,,,,,,,,540.0
1999-10-22,,,,,,,,,,,,,,,,,,,,586.0
1999-10-25,,,,,,,,,,,,,,,,,,,,586.0
1999-10-26,,,,,,,,,,,,,,,,,,,,589.0
1999-10-27,,,,,,,,,,,,,,,,,,,,588.5
1999-10-28,,,,,,,,,,,,,,,,,,,,532.0
1999-10-29,,,,,,,,,,,,,,,,,,,,588.5
1999-11-02,,,,,,,,,,,,,,,,,,,,587.0
1999-11-03,,,,,,,,,,,,,,,,,,,,579.0
1999-11-04,,,,,,,,,,,,,,,,,,,,575.0
1999-11-05,,,,,,,,,,,,,,,,,,,,577.5
1999-11-08,,,,,,,,,,,,,,,,,,,,577.5
1999-11-09,,,,,,,,,,,,,,,,,,,,576.0
1999-11-10,,,,,,,,,,,,,,,,,,,,569.0
1999-11-11,,,,,,,,,,,,,,,,,,,,574.0
1999-11-12,,,,,,,,,,,,,,,,,,,,570.5
1999-11-15,,,,,,,,,,,,,,,,,,,,570.0
1999-11-16,,,,,,,,,,,,,,,,,,,,565.0
1999-11-17,,,,,,,,,,,,,,,,,,,,565.0
1999-11-18,,,,,,,,,,,,,,,,,,,,565.0
1999-11-19,,,,,,,,,,,,,,,,,,,,570.0
1999-11-22,,,,,,,,,,,,,,,,,,,,569.5
1999-11-23,,,,,,,,,,,,,,,,,,,,560.0
1999-11-24,,,,,,,,,,,,,,,,,,,,565.0
1999-11-25,,,,,,,,,,,,,,,,,,,,565.0
1999-11-26,,,,,,,,,,,,,,,,,,,,564.5
1999-11-29,,,,,,,,,,,,,,,,,,,,510.0
1999-11-30,,,,,,,,,,,,,,,,,,,,512.0
1999-12-01,,,,,,,,,,,,,,,,,,,,558.0
1999-12-02,,,,,,,,,,,,,,,,,,,,557.0
1999-12-03,,,,,,,,,,,,,,,,,,,,557.0
1999-12-06,,,,,,,,,,,,,,,,,,,,555.0
1999-12-07,,,,,,,,,,,,,,,,,,,,554.5
1999-12-08,,,,,,,,,,,,,,,,,,,,506.0
1999-12-09,,,,,,,,,,,,,,,,,,,,502.0
1999-12-10,,,,,,,,,,,,,,,,,,,,547.0
1999-12-13,,,,,,,,,,,,,,,,,,,,505.0
1999-12-14,,,,,,,,,,,,,,,,,,,,505.0
1999-12-15,,,,,,,,,,,,,,,,,,,,509.0
1999-12-16,,,,,,,,,,,,,,,,,,,,519.0
1999-12-17,,,,,,,,,,,,,,,,,,,,540.0
1999-12-20,,,,,,,,,,,,,,,,,,,,539.0
1999-12-21,,,,,,,,,,,,,,,,,,,,505.0
1999-12-22,,,,,,,,,,,,,,,,,,,,534.0
1999-12-23,,,,,,,,,,,,,,,,,,,,510.0
1999-12-24,,,,,,,,,,,,,,,,,,,,534.0
1999-12-27,,,,,,,,,,,,,,,,,,,,510.0
1999-12-28,,,,,,,,,,,,,,,,,,,,533.0
1999-12-29,,,,,,,,,,,,,,,,,,,,502.0
1999-12-30,,,,,,,,,,,,,,,,,,,,502.0
2000-01-03,,,,,,,,,,,,,,,,,,,,553.0
2000-01-04,,,,,,,,,,,,,,,,,,,,502.0
2000-01-05,,,,,,,,,,,,,,,,,,,,527.0
2000-01-06,,,,,,,,,,,,,,,,,,,,520.0
2000-01-07,,,,,,,,,,,,,,,,,,,,469.3
2000-01-10,,,,,,,,,,,,,,,,,,,,474.1
2000-01-11,,,,,,,,,,,,,,,,,,,,484.0
2000-01-12,,,,,,,,,,,,,,,,,,,,490.0
2000-01-13,,,,,,,,,,,,,,,,,,,,500.0
2000-01-14,,,,,,,,,,,,,,,,,,,,476.1
2000-01-17,,,,,,,,,,,,,,,,,,,,473.0
2000-01-18,,,,,,,,,,,,,,,,,,,,473.0
2000-01-19,,,,,,,,,,,,,,,,,,,,500.0
2000-01-20,,,,,,,,,,,,,,,,,,,,500.0
2000-01-21,,,,,,,,,,,,,,,,,,,,476.6
2000-01-24,,,,,,,,,,,,,,,,,,,,500.0
2000-01-25,,,,,,,,,,,,,,,,,,,,500.0
2000-01-26,,,,,,,,,,,,,,,,,,,,475.0
2000-01-27,,,,,,,,,,,,,,,,,,,,475.0
2000-01-28,,,,,,,,,,,,,,,,,,,,475.0
2000-01-31,,,,,,,,,,,,,,,,,,,,470.0
2000-02-01,,,,,,,,,,,,,,,,,,,,499.0
2000-02-02,,,,,,,,,,,,,,,,,,,,499.0
2000-02-03,,,,,,,,,,,,,,,,,,,,468.0
2000-02-04,,,,,,,,,,,,,,,,,,,,468.0
2000-02-07,,,,,,,,,,,,,,,,,,,,468.0
2000-02-08,,,,,,,,,,,,,,,,,,,,457.0
2000-02-09,,,,,,,,,,,,,,,,,,,,430.0
2000-02-10,,,,,,,,,,,,,,,,,,,,452.0
2000-02-11,,,,,,,,,,,,,,,,,,,,457.0
2000-02-14,,,,,,,,,,,,,,,,,,,,456.9
2000-02-15,,,,,,,,,,,,,,,,,,,,456.0
2000-02-16,,,,,,,,,,,,,,,,,,,,456.0
2000-02-17,,,,,,,,,,,,,,,,,,,,456.0
2000-02-18,,,,,,,,,,,,,,,,,,,,433.0
2000-02-21,,,,,,,,,,,,,,,,,,,,455.0
2000-02-22,,,,,,,,,,,,,,,,,,,,455.0
2000-02-23,,,,,,,,,,,,,,,,,,,,455.0
2000-02-24,,,,,,,,,,,,,,,,,,,,430.0
2000-02-25,,,,,,,,,,,,,,,,,,,,455.0
2000-02-28,,,,,,,,,,,,,,,,,,,,455.0
2000-02-29,,,,,,,,,,,,,,,,,,,,455.0
2000-03-02,,,,,,,,,,,,,,,,,,,,435.0
2000-03-03,,,,,,,,,,,,,,,,,,,,450.0
2000-03-06,,,,,,,,,,,,,,,,,,,,427.4
2000-03-07,,,,,,,,,,,,,,,,,,,,439.0
2000-03-08,,,,,,,,,,,,,,,,,,,,439.0
2000-03-09,,,,,,,,,,,,,,,,,,,,439.0
2000-03-10,,,,,,,,,,,,,,,,,,,,414.0
2000-03-13,,,,,,,,,,,,,,,,,,,,414.0
2000-03-14,,,,,,,,,,,,,,,,,,,,439.0
2000-03-15,,,,,,,,,,,,,,,,,,,,447.0
2000-03-16,,,,,,,,,,,,,,,,,,,,448.0
2000-03-17,,,,,,,,,,,,,,,,,,,,442.0
2000-03-20,,,,,,,,,,,,,,,,,,,,414.0
2000-03-21,,,,,,,,,,,,,,,,,,,,414.0
2000-03-22,,,,,,,,,,,,,,,,,,,,440.0
2000-03-23,,,,,,,,,,,,,,,,,,,,440.0
2000-03-24,,,,,,,,,,,,,,,,,,,,430.0
2000-03-27,,,,,,,,,,,,,,,,,,,,411.0
2000-03-29,,,,,,,,,,,,,,,,,,,,411.0
2000-03-30,,,,,,,,,,,,,,,,,,,,411.0
2000-03-31,,,,,,,,,,,,,,,,,,,,411.0
2000-04-03,,,,,,,,,,,,,,,,,,,,372.0
2000-04-04,,,,,,,,,,,,,,,,,,,,410.1
2000-04-05,,,,,,,,,,,,,,,,,,,,410.1
2000-04-06,,,,,,,,,,,,,,,,,,,,440.0
2000-04-07,,,,,,,,,,,,,,,,,,,,438.9
2000-04-10,,,,,,,,,,,,,,,,,,,,412.0
2000-04-11,,,,,,,,,,,,,,,,,,,,431.8
2000-04-12,,,,,,,,,,,,,,,,,,,,434.5
2000-04-13,,,,,,,,,,,,,,,,,,,,434.3
2000-04-14,,,,,,,,,,,,,,,,,,,,434.3
2000-04-17,,,,,,,,,,,,,,,,,,,,400.0
2000-04-18,,,,,,,,,,,,,,,,,,,,420.0
2000-04-19,,,,,,,,,,,,,,,,,,,,400.1
2000-04-20,,,,,,,,,,,,,,,,,,,,400.0
2000-04-25,,,,,,,,,,,,,,,,,,,,420.0
2000-04-26,,,,,,,,,,,,,,,,,,,,420.0
2000-04-27,,,,,,,,,,,,,,,,,,,,433.5
2000-04-28,,,,,,,,,,,,,,,,,,,,433.4
2000-05-02,,,,,,,,,,,,,,,,,,,,455.0
2000-05-03,,,,,,,,,,,,,,,,,,,,434.4
2000-05-04,,,,,,,,,,,,,,,,,,,,433.5
2000-05-05,,,,,,,,,,,,,,,,,,,,433.5
2000-05-08,,,,,,,,,,,,,,,,,,,,391.4
2000-05-09,,,,,,,,,,,,,,,,,,,,391.0
2000-05-10,,,,,,,,,,,,,,,,,,,,410.5
2000-05-11,,,,,,,,,,,,,,,,,,,,380.0
2000-05-12,,,,,,,,,,,,,,,,,,,,381.0
2000-05-15,,,,,,,,,,,,,,,,,,,,362.0
2000-05-16,,,,,,,,,,,,,,,,,,,,399.1
2000-05-17,,,,,,,,,,,,,,,,,,,,417.9
2000-05-18,,,,,,,,,,,,,,,,,,,,432.5
2000-05-19,,,,,,,,,,,,,,,,,,,,432.5
2000-05-22,,,,,,,,,,,,,,,,,,,,390.4
2000-05-23,,,,,,,,,,,,,,,,,,,,363.5
2000-05-24,,,,,,,,,,,,,,,,,,,,400.6
2000-05-25,,,,,,,,,,,,,,,,,,,,420.0
2000-05-26,,,,,,,,,,,,,,,,,,,,425.5
2000-05-29,,,,,,,,,,,,,,,,,,,,384.1
2000-05-30,,,,,,,,,,,,,,,,,,,,375.5
2000-06-01,,,,,,,,,,,,,,,,,,,,413.9
2000-06-02,,,,,,,,,,,,,,,,,,,,429.5
2000-06-05,,,,,,,,,,,,,,,,,,,,427.0
2000-06-06,,,,,,,,,,,,,,,,,,,,421.9
2000-06-07,,,,,,,,,,,,,,,,,,,,380.9
2000-06-08,,,,,,,,,,,,,,,,,,,,380.1
2000-06-09,,,,,,,,,,,,,,,,,,,,398.0
2000-06-13,,,,,,,,,,,,,,,,,,,,418.5
2000-06-14,,,,,,,,,,,,,,,,,,,,416.4
2000-06-15,,,,,,,,,,,,,,,,,,,,400.0
2000-06-16,,,,,,,,,,,,,,,,,,,,399.0
2000-06-19,,,,,,,,,,,,,,,,,,,,399.0
2000-06-20,,,,,,,,,,,,,,,,,,,,399.0
2000-06-21,,,,,,,,,,,,,,,,,,,,399.0
2000-06-22,,,,,,,,,,,,,,,,,,,,399.0
2000-06-23,,,,,,,,,,,,,,,,,,,,398.9
2000-06-26,,,,,,,,,,,,,,,,,,,,379.0
2000-06-27,,,,,,,,,,,,,,,,,,,,380.0
2000-06-28,,,,,,,,,,,,,,,,,,,,388.0
2000-06-29,,,,,,,,,,,,,,,,,,,,388.0
2000-06-30,,,,,,,,,,,,,,,,,,,,389.0
2000-07-03,,,,,,,,,,,,,,,,,,,,392.0
2000-07-04,,,,,,,,,,,,,,,,,,,,388.0
2000-07-05,,,,,,,,,,,,,,,,,,,,387.0
2000-07-06,,,,,,,,,,,,,,,,,,,,391.0
2000-07-07,,,,,,,,,,,,,,,,,,,,380.0
2000-07-10,,,,,,,,,,,,,,,,,,,,380.0
2000-07-11,,,,,,,,,,,,,,,,,,,,380.0
2000-07-12,,,,,,,,,,,,,,,,,,,,379.9
2000-07-13,,,,,,,,,,,,,,,,,,,,380.0
2000-07-17,,,,,,,,,,,,,,,,,,,,395.0
2000-07-18,,,,,,,,,,,,,,,,,,,,399.0
2000-07-19,,,,,,,,,,,,,,,,,,,,398.9
2000-07-20,,,,,,,,,,,,,,,,,,,,390.0
2000-07-21,,,,,,,,,,,,,,,,,,,,365.0
2000-07-24,,,,,,,,,,,,,,,,,,,,370.0
2000-07-25,,,,,,,,,,,,,,,,,,,,390.0
2000-07-26,,,,,,,,,,,,,,,,,,,,390.0
2000-07-27,,,,,,,,,,,,,,,,,,,,390.0
2000-07-28,,,,,,,,,,,,,,,,,,,,390.0
2000-07-31,,,,,,,,,,,,,,,,,,,,390.0
2000-08-01,,,,,,,,,,,,,,,,,,,,389.9
2000-08-02,,,,,,,,,,,,,,,,,,,,390.0
2000-08-03,,,,,,,,,,,,,,,,,,,,390.0
2000-08-04,,,,,,,,,,,,,,,,,,,,399.0
2000-08-07,,,,,,,,,,,,,,,,,,,,399.0
2000-08-08,,,,,,,,,,,,,,,,,,,,399.0
2000-08-09,,,,,,,,,,,,,,,,,,,,399.0
2000-08-10,,,,,,,,,,,,,,,,,,,,414.0
2000-08-11,,,,,,,,,,,,,,,,,,,,414.0
2000-08-14,,,,,,,,,,,,,,,,,,,,414.0
2000-08-16,,,,,,,,,,,,,,,,,,,,434.0
2000-08-17,,,,,,,,,,,,,,,,,,,,433.0
2000-08-18,,,,,,,,,,,,,,,,,,,,432.9
2000-08-21,,,,,,,,,,,,,,,,,,,,432.4
2000-08-22,,,,,,,,,,,,,,,,,,,,431.9
2000-08-23,,,,,,,,,,,,,,,,,,,,432.0
2000-08-24,,,,,,,,,,,,,,,,,,,,432.0
2000-08-25,,,,,,,,,,,,,,,,,,,,431.9
2000-08-28,,,,,,,,,,,,,,,,,,,,432.0
2000-08-29,,,,,,,,,,,,,,,,,,,,432.0
2000-08-30,,,,,,,,,,,,,,,,,,,,432.0
2000-08-31,,,,,,,,,,,,,,,,,,,,430.0
2000-09-01,,,,,,,,,,,,,,,,,,,,428.8
2000-09-04,,,,,,,,,,,,,,,,,,,,420.0
2000-09-05,,,,,,,,,,,,,,,,,,,,420.0
2000-09-06,,,,,,,,,,,,,,,,,,,,400.0
2000-09-07,,,,,,,,,,,,,,,,,,,,400.0
2000-09-08,,,,,,,,,,,,,,,,,,,,400.0
2000-09-11,,,,,,,,,,,,,,,,,,,,400.0
2000-09-12,,,,,,,,,,,,,,,,,,,,400.0
2000-09-13,,,,,,,,,,,,,,,,,,,,400.0
2000-09-14,,,,,,,,,,,,,,,,,,,,400.0
2000-09-15,,,,,,,,,,,,,,,,,,,,400.0
2000-09-18,,,,,,,,,,,,,,,,,,,,400.0
2000-09-19,,,,,,,,,,,,,,,,,,,,400.0
2000-09-20,,,,,,,,,,,,,,,,,,,,400.0
2000-09-21,,,,,,,,,,,,,,,,,,,,399.0
2000-09-22,,,,,,,,,,,,,,,,,,,,399.0
2000-09-25,,,,,,,,,,,,,,,,,,,,400.0
2000-09-26,,,,,,,,,,,,,,,,,,,,399.0
2000-09-27,,,,,,,,,,,,,,,,,,,,399.0
2000-09-28,,,,,,,,,,,,,,,,,,,,399.0
2000-09-29,,,,,,,,,,,,,,,,,,,,399.0
2000-10-02,,,,,,,,,,,,,,,,,,,,399.0
2000-10-03,,,,,,,,,,,,,,,,,,,,397.0
2000-10-04,,,,,,,,,,,,,,,,,,,,397.0
2000-10-05,,,,,,,,,,,,,,,,,,,,397.0
2000-10-06,,,,,,,,,,,,,,,,,,,,397.0
2000-10-09,,,,,,,,,,,,,,,,,,,,397.0
2000-10-10,,,,,,,,,,,,,,,,,,,,397.0
2000-10-11,,,,,,,,,,,,,,,,,,,,396.9
2000-10-12,,,,,,,,,,,,,,,,,,,,397.0
2000-10-13,,,,,,,,,,,,,,,,,,,,397.0
2000-10-16,,,,,,,,,,,,,,,,,,,,397.0
2000-10-17,,,,,,,,,,,,,,,,,,,,416.8
2000-10-18,,,,,,,,,,,,,,,,,,,,416.0
2000-10-19,,,,,,,,,,,,,,,,,,,,415.4
2000-10-20,,,,,,,,,,,,,,,,,,,,415.5
2000-10-23,,,,,,,,,,,,,,,,,,,,375.1
2000-10-24,,,,,,,,,,,,,,,,,,,,415.5
2000-10-25,,,,,,,,,,,,,,,,,,,,415.5
2000-10-26,,,,,,,,,,,,,,,,,,,,423.0
2000-10-27,,,,,,,,,,,,,,,,,,,,422.9
2000-10-30,,,,,,,,,,,,,,,,,,,,423.0
2000-10-31,,,,,,,,,,,,,,,,,,,,424.0
2000-11-01,,,,,,,,,,,,,,,,,,,,424.0
2000-11-02,,,,,,,,,,,,,,,,,,,,428.0
2000-11-03,,,,,,,,,,,,,,,,,,,,428.0
2000-11-06,,,,,,,,,,,,,,,,,,,,426.0
2000-11-07,,,,,,,,,,,,,,,,,,,,426.0
2000-11-08,,,,,,,,,,,,,,,,,,,,426.0
2000-11-09,,,,,,,,,,,,,,,,,,,,426.0
2000-11-10,,,,,,,,,,,,,,,,,,,,426.0
2000-11-13,,,,,,,,,,,,,,,,,,,,429.0
2000-11-14,,,,,,,,,,,,,,,,,,,,430.0
2000-11-15,,,,,,,,,,,,,,,,,,,,429.9
2000-11-16,,,,,,,,,,,,,,,,,,,,429.8
2000-11-17,,,,,,,,,,,,,,,,,,,,429.8
2000-11-20,,,,,,,,,,,,,,,,,,,,429.0
2000-11-21,,,,,,,,,,,,,,,,,,,,429.0
2000-11-22,,,,,,,,,,,,,,,,,,,,429.0
2000-11-23,,,,,,,,,,,,,,,,,,,,429.8
2000-11-24,,,,,,,,,,,,,,,,,,,,419.3
2000-11-27,,,,,,,,,,,,,,,,,,,,410.0
2000-11-28,,,,,,,,,,,,,,,,,,,,381.1
2000-11-29,,,,,,,,,,,,,,,,,,,,381.1
2000-11-30,,,,,,,,,,,,,,,,,,,,381.1
2000-12-01,,,,,,,,,,,,,,,,,,,,381.0
2000-12-04,,,,,,,,,,,,,,,,,,,,381.1
2000-12-05,,,,,,,,,,,,,,,,,,,,381.1
2000-12-06,,,,,,,,,,,,,,,,,,,,381.1
2000-12-07,,,,,,,,,,,,,,,,,,,,365.0
2000-12-08,,,,,,,,,,,,,,,,,,,,381.0
2000-12-11,,,,,,,,,,,,,,,,,,,,386.7
2000-12-12,,,,,,,,,,,,,,,,,,,,380.0
2000-12-13,,,,,,,,,,,,,,,,,,,,380.0
2000-12-15,,,,,,,,,,,,,,,,,,,,400.0
2000-12-18,,,,,,,,,,,,,,,,,,,,400.0
2000-12-19,,,,,,,,,,,,,,,,,,,,385.0
2000-12-20,,,,,,,,,,,,,,,,,,,,385.5
2000-12-21,,,,,,,,,,,,,,,,,,,,371.5
2000-12-27,,,,,,,,,,,,,,,,,,,,371.5
2000-12-28,,,,,,,,,,,,,,,,,,,,408.0
2000-12-29,,,,,,,,,,,,,,,,,,,,400.0
2001-01-02,,,,,,,,,,,,,,,,,,,,361.0
2001-01-03,,,,,,,,,,,,,,,,,,,,348.0
2001-02-05,,,,,,,,,,,,,,,,,,,,333.0
2001-02-13,,,,,,,,,,,,,,,,,,,,367.0
2001-02-14,,,,,,,,,,,,,,,,,,,,333.0
2001-02-19,,,,,,,,,,,,,,,,,,,,350.0
2001-02-20,,,,,,,,,,,,,,,,,,,,367.5
2001-02-21,,,,,,,,,,,,,,,,,,,,367.5
2001-02-22,,,,,,,,,,,,,,,,,,,,367.3
2001-02-23,,,,,,,,,,,,,,,,,,,,367.3
2001-02-26,,,,,,,,,,,,,,,,,,,,350.0
2001-02-27,,,,,,,,,,,,,,,,,,,,345.0
2001-02-28,,,,,,,,,,,,,,,,,,,,333.0
2001-03-01,,,,,,,,,,,,,,,,,,,,333.1
2001-03-06,,,,,,,,,,,,,,,,,,,,351.0
2001-03-07,,,,,,,,,,,,,,,,,,,,351.0
2001-03-08,,,,,,,,,,,,,,,,,,,,351.0
2001-03-12,,,,,,,,,,,,,,,,,,,,351.0
2001-03-14,,,,,,,,,,,,,,,,,,,,352.0
2001-03-15,,,,,,,,,,,,,,,,,,,,365.0
2001-03-19,,,,,,,,,,,,,,,,,,,,351.0
2001-03-21,,,,,,,,,,,,,,,,,,,,351.0
2001-04-06,,,,,,,,,,,,,,,,,,,,335.4
2001-04-19,,,,,,,,,,,,,,,,,,,,355.0
2001-04-26,,,,,,,,,,,,,,,,,,,,360.0
2001-04-30,,,,,,,,,,,,,,,,,,,,396.0
2001-05-15,,,,,,,,,,,,,,,,,,,,371.0
2001-05-17,,,,,,,,,,,,,,,,,,,,375.1
2001-05-18,,,,,,,,,,,,,,,,,,,,375.0
2001-05-21,,,,,,,,,,,,,,,,,,,,385.0
2001-05-23,,,,,,,,,,,,,,,,,,,,378.0
2001-06-06,,,,,,,,,,,,,,,,,,,,380.0
2001-06-08,,,,,,,,,,,,,,,,,,,,380.0
2001-06-11,,,,,,,,,,,,,,,,,,,,397.0
2001-06-12,,,,,,,,,,,,,,,,,,,,399.0
2001-06-13,,,,,,,,,,,,,,,,,,,,399.0
2001-06-14,,,,,,,,,,,,,,,,,,,,372.0
2001-06-20,,,,,,,,,,,,,,,,,,,,381.2
2001-06-25,,,,,,,,,,,,,,,,,,,,461.2
2001-06-26,,,,,,,,,,,,,,,,,,,,381.2
2001-06-27,,,,,,,,,,,,,,,,,,,,374.0
2001-06-28,,,,,,,,,,,,,,,,,,,,375.0
2001-07-02,,,,,,,,,,,,,,,,,,,,412.0
2001-07-11,,,,,,,,,,,,,,,,,,,,413.0
2001-07-27,,,,,,,,,,,,,,,,,,,,401.0
2001-07-31,,,,,,,,,,,,,,,,,,,,401.0
2001-08-01,,,,,,,,,,,,,,,,,,,,413.0
2001-08-06,,,,,,,,,,,,,,,,,,,,413.0
2001-08-07,,,,,,,,,,,,,,,,,,,,424.2
2001-08-08,,,,,,,,,,,,,,,,,,,,424.2
2001-08-09,,,,,,,,,,,,,,,,,,,,424.2
2001-08-10,,,,,,,,,,,,,,,,,,,,424.3
2001-08-13,,,,,,,,,,,,,,,,,,,,424.0
2001-08-16,,,,,,,,,,,,,,,,,,,,424.0
2001-08-22,,,,,,,,,,,,,,,,,,,,410.0
2001-08-30,,,,,,,,,,,,,,,,,,,,400.0
2001-09-06,,,,,,,,,,,,,,,,,,,,400.0
2001-09-07,,,,,,,,,,,,,,,,,,,,372.0
2001-09-10,,,,,,,,,,,,,,,,,,,,395.0
2001-09-11,,,,,,,,,,,,,,,,,,,,423.5
2001-09-12,,,,,,,,,,,,,,,,,,,,389.9
2001-09-18,,,,,,,,,,,,,,,,,,,,351.0
2001-09-27,,,,,,,,,,,,,,,,,,,,350.0
2001-10-01,,,,,,,,,,,,,,,,,,,,346.9
2001-10-05,,,,,,,,,,,,,,,,,,,,347.0
2001-10-15,,,,,,,,,,,,,,,,,,,,348.0
2001-10-16,,,,,,,,,,,,,,,,,,,,369.0
2001-10-18,,,,,,,,,,,,,,,,,,,,350.0
2001-10-24,,,,,,,,,,,,,,,,,,,,350.0
2001-10-29,,,,,,,,,,,,,,,,,,,,350.0
2001-11-02,,,,,,,,,,,,,,,,,,,,360.0
2001-11-08,,,,,,,,,,,,,,,,,,,,370.0
2001-11-15,,,,,,,,,,,,,,,,,,,,384.0
2001-11-16,,,,,,,,,,,,,,,,,,,,370.0
2001-11-19,,,,,,,,,,,,,,,,,,,,370.0
2001-11-20,,,,,,,,,,,,,,,,,,,,370.0
2001-11-23,,,,,,,,,,,,,,,,,,,,355.0
2001-11-27,,,,,,,,,,,,,,,,,,,,360.0
2001-12-05,,,,,,,,,,,,,,,,,,,,360.0
2001-12-06,,,,,,,,,,,,,,,,,,,,355.0
2001-12-10,,,,,,,,,,,,,,,,,,,,360.0
2001-12-13,,,,,,,,,,,,,,,,,,,,360.0
2001-12-14,,,,,,,,,,,,,,,,,,,,360.0
2001-12-17,,,,,,,,,,,,,,,,,,,,360.0
2001-12-18,,,,,,,,,,,,,,,,,,,,360.3
2001-12-19,,,,,,,,,,,,,,,,,,,,365.0
2001-12-20,,,,,,,,,,,,,,,,,,,,390.0
2001-12-24,,,,,,,,,,,,,,,,,,,,362.0
2001-12-27,,,,,,,,,,,,,,,,,,,,365.0
2001-12-28,,,,,,,,,,,,,,,,,,,,370.1
2002-01-03,,,,,,,,,,,,,,,,,,,,370.0
2002-01-07,,,,,,,,,,,,,,,,,,,,380.0
2002-01-10,,,,,,,,,,,,,,,,,,,,370.1
2002-01-11,,,,,,,,,,,,,,,,,,,,370.0
2002-01-15,,,,,,,,,,,,,,,,,,,,370.0
2002-01-16,,,,,,,,,,,,,,,,,,,,370.0
2002-01-17,,,,,,,,,,,,,,,,,,,,370.0
2002-01-18,,,,,,,,,,,,,,,,,,,,370.0
2002-01-21,,,,,,,,,,,,,,,,,,,,370.0
2002-01-22,,,,,,,,,,,,,,,,,,,,362.1
2002-01-28,,,,,,,,,,,,,,,,,,,,385.0
2002-01-30,,,,,,,,,,,,,,,,,,,,385.0
2002-01-31,,,,,,,,,,,,,,,,,,,,385.0
2002-02-04,,,,,,,,,,,,,,,,,,,,420.0
2002-02-05,,,,,,,,,,,,,,,,,,,,420.0
2002-02-06,,,,,,,,,,,,,,,,,,,,419.9
2002-02-07,,,,,,,,,,,,,,,,,,,,420.0
2002-02-08,,,,,,,,,,,,,,,,,,,,420.0
2002-02-11,,,,,,,,,,,,,,,,,,,,464.5
2002-02-14,,,,,,,,,,,,,,,,,,,,420.0
2002-02-18,,,,,,,,,,,,,,,,,,,,420.0
2002-02-19,,,,,,,,,,,,,,,,,,,,420.0
2002-02-20,,,,,,,,,,,,,,,,,,,,420.0
2002-02-21,,,,,,,,,,,,,,,,,,,,420.0
