,CU2 FP Equity_DX_SI_QTY,CU2 FP Equity_DX_SHORT_INTEREST_VALUE,CU2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CU2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CU2 FP Equity_DX_SI_MV,CU2 FP Equity_DX_DSS,CU2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CU2 FP Equity_DX_SUPPLY_SI_QTY,CU2 FP Equity_DX_BROKER_SI_QTY,CU2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CU2 FP Equity_DX_BROKER_SI_MV_NEW_x,CU2 FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CU2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CU2 FP Equity_DX_BROKER_SI_MV_INC_x,CU2 FP Equity_DX_SUPPLY_SI_MV_NEW,CU2 FP Equity_DX_BROKER_SI_QTY_ADD,CU2 FP Equity_DX_BROKER_SI_QTY_NEW,CU2 FP Equity_DX_SUPPLY_SI_MV_DEC,CU2 FP Equity_DX_BROKER_SI_QTY_INC,CU2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CU2 FP Equity_DX_BROKER_SI_MV_NEW_y,CU2 FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CU2 FP Equity_DX_BROKER_SI_MV_INC_y,CU2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CU2 FP Equity_DX_BROKER_SI_MV_ADD,CU2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CU2 FP Equity_DX_BROKER_SI_QTY_DEC,CU2 FP Equity_DX_SUPPLY_SI_MV,CU2 FP Equity_DX_BROKER_SI_MV_DEC,CU2 FP Equity_DX_SUPPLY_SI_MV_RMV,CU2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CU2 FP Equity_DX_UTILIZATION_QUANTITY,CU2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CU2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CU2 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CU2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CU2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CU2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CU2 FP Equity_DX_BROKER_SI_CON_RATIO,CU2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CU2 FP Equity_DX_DEMAND_SUPPLY_RATIO,CU2 FP Equity_PX_LAST
2017-10-05,100.0,25845.0,0.0,0.0,0.03,,25845.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,258.45
2017-10-06,100.0,25811.0,0.0,0.0,0.03,,25811.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,258.11
2017-10-09,100.0,25801.0,0.0,0.0,0.03,,25801.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,258.01
2017-10-10,100.0,25646.0,0.0,0.0,0.03,,25646.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,256.46
2017-10-11,100.0,25601.0,0.0,0.0,0.03,,25601.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,256.01
2017-10-12,100.0,25626.0,0.01,0.0,0.03,,25626.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,256.26
2017-10-13,100.0,25649.0,0.01,0.0,0.03,,25649.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,256.49
2017-10-16,100.0,25712.0,0.01,0.0,0.03,,25712.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,257.12
2017-10-17,100.0,25837.0,0.01,0.0,0.03,,25837.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,258.37
2017-10-18,100.0,25860.0,0.01,0.0,0.03,,25860.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,258.6
2017-10-19,6100.0,1565199.0,0.68,0.16,1.57,,1565199.0,0.0,6100.0,0.0,,,,,,6000.0,,,,,,,,,1.55,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.99,0.484,49.37,0.0,256.59
2017-10-20,6100.0,1582157.0,0.64,0.16,1.58,,1582157.0,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.19,0.4842,49.19,0.0,259.37
2017-10-23,6100.0,1589843.0,0.64,0.16,1.59,,1589843.0,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.11,0.484,49.25,0.0,260.63
2017-10-24,11700.0,3038139.0,1.1,0.3,3.05,,3038139.0,0.0,11700.0,0.0,,,,1.46,,,,,5600.0,,,,1.46,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.57,0.3731,49.62,0.0,259.67
2017-10-25,11700.0,3008538.0,1.08,0.3,3.03,,3008538.0,0.0,11700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.45,0.3735,49.7,0.0,257.14
2017-10-26,11700.0,3048669.0,1.18,0.3,3.01,,3048669.0,0.0,11700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.89,0.3721,49.4,0.0,260.57
2017-10-27,11700.0,3096639.0,1.06,0.3,3.07,,3096639.0,0.0,11700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.94,0.372,49.37,0.0,264.67
2017-10-30,8700.0,2286795.0,0.79,0.22,2.31,,2286795.0,0.0,8700.0,0.0,,,,,,,,,,,,,,,,,3000.0,0.0,0.79,,0.0,0.0,0.0,0.0,,0.0,0.0,33.33,0.5556,66.67,0.0,262.85
2017-10-31,8700.0,2287317.0,0.8,0.22,2.29,,2287317.0,0.0,8700.0,0.0,,,,,,3000.0,,,,,,,,,0.79,,3000.0,0.0,0.8,,0.0,0.0,0.0,0.0,,0.0,0.0,33.33,0.3336,34.49,0.0,262.91
2017-11-01,14700.0,3881241.0,1.3,0.37,3.87,,3881241.0,0.0,14700.0,0.0,,,,1.57,,,,,6000.0,,,,1.57,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.42,0.3581,40.1,0.0,264.03
2017-11-02,9100.0,2392117.0,0.78,0.23,2.4,,2392117.0,0.0,9100.0,0.0,,,,,,,,,,,,,,,,,5600.0,0.0,1.46,,0.0,0.0,0.0,0.0,,0.0,0.0,33.01,0.3334,34.12,0.0,262.87
2017-11-03,20100.0,5322681.0,1.87,0.5,5.31,,5322681.0,0.0,20100.0,0.0,,,,2.9,,,,,11000.0,,,,2.9,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.42,0.3839,42.61,0.0,264.81
2017-11-06,22300.0,5926002.0,1.76,0.56,5.91,,5926002.0,0.0,22300.0,0.0,,,,0.6,,,,,2200.0,,,,0.6,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.03,0.3924,43.48,0.0,265.74
2017-11-07,22300.0,5940720.0,1.69,0.55,5.93,,5940720.0,0.0,22300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.03,0.3925,43.48,0.0,266.4
2017-11-08,16300.0,4328465.0,1.19,0.4,4.34,,4328465.0,0.0,16300.0,0.0,,,,,,,,,,,,,,,,,6000.0,0.0,1.58,,0.0,0.0,0.0,0.0,,0.0,0.0,40.51,0.367,41.13,0.0,265.55
2017-11-09,27300.0,7202286.0,2.0,0.67,7.25,,7202286.0,0.0,27300.0,0.0,,,,2.92,,,,,11000.0,,,,2.92,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.35,0.4087,44.72,0.0,263.82
2017-11-10,27300.0,7183722.0,2.0,0.67,7.19,,7183722.0,0.0,27300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.27,0.4083,44.75,0.0,263.14
2017-11-13,27300.0,7194369.0,2.04,0.67,7.19,,7194369.0,0.0,27300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.32,0.4081,44.68,0.0,263.53
2017-11-14,19600.0,5104624.0,1.75,0.5,5.16,,5104624.0,0.0,19600.0,0.0,,,,,,,,,,,,,,,,,7700.0,0.0,1.95,,0.0,0.0,0.0,0.0,,0.0,0.0,28.11,0.4239,56.73,0.0,260.44
2017-11-15,14000.0,3630760.0,1.25,0.31,3.64,,3630760.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,5600.0,0.0,1.49,,0.0,0.0,0.0,0.0,,0.0,0.0,39.32,0.3548,39.32,0.0,259.34
2017-11-16,14000.0,3659180.0,0.87,0.31,3.64,,3659180.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.22,0.3541,39.22,0.0,261.37
2017-11-17,14000.0,3650080.0,0.89,0.31,3.65,,3650080.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.25,0.3547,39.35,0.0,260.72
2017-11-20,11000.0,2880350.0,0.7,0.26,2.86,,2880350.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,3000.0,0.0,0.79,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,261.85
2017-11-21,11000.0,2898940.0,0.7,0.26,2.88,,2898940.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,263.54
2017-11-22,11000.0,2885630.0,0.7,0.26,2.91,,2885630.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,262.33
2017-11-23,11000.0,2873420.0,0.63,0.26,2.89,,2873420.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,261.22
2017-11-24,11000.0,2857360.0,0.63,0.26,2.87,,2857360.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.86,0.5,50.14,0.0,259.76
2017-11-27,11000.0,2858460.0,0.64,0.26,2.86,,2858460.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,259.86
2017-11-28,11000.0,2880130.0,0.64,0.26,2.85,,2880130.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,261.83
2017-11-29,11000.0,2902570.0,0.64,0.26,2.88,,2902570.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,263.87
2017-11-30,11000.0,2907960.0,0.64,0.26,2.91,,2907960.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,264.36
2017-12-01,11000.0,2875400.0,0.74,0.26,2.89,,2875400.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.72,0.5,50.28,0.0,261.4
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.75
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.67
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.7
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.38
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.93
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.95
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.22
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.33
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.58
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.76
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.7
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.78
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.93
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.04
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.65
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.78
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.61
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.47
2018-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,263119238.82,,263.98,0.0,,0.0,,0.0,266.06
2018-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,265364148.51,,262.92,0.0,,0.0,,0.0,268.33
2018-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,266115748.23,,265.21,0.0,,0.0,,0.0,269.09
2018-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,267945300.18,,266.08,0.0,,0.0,,0.0,270.94
2018-01-08,11700.0,3195387.0,0.75,0.28,3.17,,2130258.0,3900.0,7800.0,1065129.0,,,,,,7800.0,,,,,,,,,2.11,3900.0,,1.06,,,0.39,0.39,988947.0,270091315.17,,267.87,0.39,33.33,0.3333,33.33,0.0118,273.11
2018-01-09,11700.0,3226860.0,0.84,0.27,3.2,,2151240.0,3900.0,7800.0,1075620.0,,,,,,,,,,,,,,,,,,1.07,,,0.39,0.39,985047.0,271675962.6,,269.36,0.39,33.33,0.3333,33.33,0.0118,275.8
2018-01-10,11700.0,3201939.0,0.84,0.27,3.22,,2134626.0,3900.0,7800.0,1067313.0,,,,,,,,,,,,,,,,,,1.07,,,0.39,0.39,985047.0,269577812.49,,271.5,0.39,33.33,0.3333,33.33,0.0118,273.67
2018-01-11,11700.0,3193515.0,0.84,0.27,3.2,,2129010.0,3900.0,7800.0,1064505.0,,,,,,,,,,,,,,,,,,1.07,,,0.39,0.39,985047.0,268868578.65,,269.44,0.39,33.33,0.3333,33.33,0.0118,272.95
2018-01-12,11700.0,3199599.0,0.71,0.27,3.21,,2133066.0,3900.0,7800.0,1066533.0,,,,,,,,,,,,,,,,,,1.07,,,0.39,0.39,985047.0,269380803.09,,269.99,0.39,33.31,0.3333,33.38,0.0118,273.47
2018-01-15,11700.0,3177837.0,0.71,0.27,3.2,,2118558.0,3900.0,7800.0,1059279.0,,,,,,,,,,,,,,,,,,1.07,,,0.39,0.39,985047.0,267548615.67,,269.36,0.39,33.33,0.3333,33.33,0.0118,271.61
2018-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,1.07,,3900.0,,,,,,,7800.0,0.0,2.14,,0.0,0.0,988947.0,269675957.43,,269.03,0.0,,0.0,,0.0,272.69
2018-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,269082589.23,,268.22,0.0,,0.0,,0.0,272.09
2018-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,269616620.61,,269.34,0.0,,0.0,,0.0,272.63
2018-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,270397888.74,,269.14,0.0,,0.0,,0.0,273.42
2018-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,271208825.28,,270.8,0.0,,0.0,,0.0,274.24
2018-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,272890035.18,,271.66,0.0,,0.0,,0.0,275.94
2018-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,270229767.75,,273.3,0.0,,0.0,,0.0,273.25
2018-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,268400215.8,,268.25,0.0,,0.0,,0.0,271.4
2018-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,271198935.81,,268.47,0.0,,0.0,,0.0,274.23
2018-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,273354840.27,,271.34,0.0,,0.0,,0.0,276.41
2018-01-30,30.0,8169.9,0.0,0.0,0.01,,0.0,30.0,0.0,8169.9,,,,,,,,,,,,,,,,30.0,,0.01,,,100.0,0.0,0.0,0.0,,0.0,99.89,,1.0,100.0,0.0,272.33
2018-01-31,30.0,8135.1,0.0,0.0,0.01,,0.0,30.0,0.0,8135.1,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.0,0.0,0.0,,0.0,99.95,,1.0,100.0,0.0,271.17
2018-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,30.0,,,,,,,,0.0,,,0.0,0.0,988977.0,267419380.8,,268.83,0.0,,0.0,,0.0,270.4
2018-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,265146580.17,,267.27,0.0,,0.0,,0.0,268.11
2018-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,261724823.55,,263.84,0.0,,0.0,,0.0,264.65
2018-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,250638727.68,,261.44,0.0,,0.0,,0.0,253.44
2018-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,261131455.35,,250.6,0.0,,0.0,,0.0,264.05
2018-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,255712025.79,,261.22,0.0,,0.0,,0.0,258.57
2018-02-09,52000.0,13149760.0,5.48,1.24,13.49,,6574880.0,26000.0,26000.0,6574880.0,,,,,,26000.0,,,,,,,,,6.74,26000.0,,6.74,,,2.63,2.63,962947.0,243510037.36,,249.72,2.63,50.0,0.5,50.0,0.0526,252.88
2018-02-12,52000.0,13370240.0,5.43,1.23,13.18,,6685120.0,26000.0,26000.0,6685120.0,,,,,,,,,,,,,,,,,,6.59,,,2.63,2.63,962947.0,247592932.64,,243.98,2.63,50.0,0.5,50.0,0.0526,257.12
2018-02-13,62500.0,15983125.0,6.52,1.48,16.07,,8439090.0,29500.0,33000.0,7544035.0,,,3500.0,1.04,,3500.0,,,3500.0,,,,1.04,3500.0,0.9,,,7.58,,,2.98,2.98,959447.0,245359381.31,,246.68,2.98,47.2,0.4487,47.2,0.0632,255.73
2018-02-14,62500.0,16120625.0,6.2,1.48,16.03,,8511690.0,29500.0,33000.0,7608935.0,,,,,,,,,,,,,,,,,,7.56,,,2.98,2.98,959447.0,247470164.71,,246.01,2.98,47.2,0.4487,47.2,0.0632,257.93
2018-02-15,62500.0,16193125.0,6.16,1.48,16.17,,8549970.0,29500.0,33000.0,7643155.0,,,,,,,,,,,,,,,,,,7.63,,,2.98,2.98,959447.0,248583123.23,,248.15,2.98,47.2,0.4487,47.2,0.0632,259.09
2018-02-16,65500.0,17262525.0,6.38,1.54,16.98,,8697150.0,32500.0,33000.0,8565375.0,,,3000.0,,,,,,,,,,,3000.0,,,,8.42,,,3.29,3.29,956447.0,252071606.85,,247.66,3.29,45.0,0.4512,49.57,0.0662,263.55
2018-02-19,39500.0,10391660.0,3.83,0.93,10.4,,1841560.0,32500.0,7000.0,8550100.0,,,,,,,,,,,,,,,,,26000.0,8.56,6.73,,3.36,3.36,933447.0,245571236.76,,245.77,3.36,8.86,0.6927,82.28,0.0409,263.08
2018-02-20,39500.0,10456440.0,3.83,0.93,10.39,,1853040.0,32500.0,7000.0,8603400.0,,,,,,,,,,,,,,,,,,8.55,,,3.36,3.36,933447.0,247102089.84,,245.63,3.36,8.86,0.6927,82.28,0.0409,264.72
2018-02-21,29000.0,7709940.0,2.81,0.68,7.65,,0.0,29000.0,0.0,7709940.0,,,,,,,,0.91,,3500.0,,,,,,,7000.0,7.65,1.84,,3.0,3.0,936947.0,249096729.42,,247.26,3.0,,1.0,100.0,0.03,265.86
2018-02-22,29000.0,7673400.0,2.79,0.68,7.71,,0.0,29000.0,0.0,7673400.0,,,,,,,,,,,,,,,,,,7.71,,,3.0,3.0,936947.0,247916176.2,,249.04,3.0,,1.0,100.0,0.03,264.6
2018-02-23,3000.0,795660.0,0.38,0.07,0.79,,0.0,3000.0,0.0,795660.0,,,,,,,,6.93,,26000.0,,,,,,,,0.79,,,0.31,0.31,962947.0,255392803.34,,254.57,0.31,,1.0,100.0,0.0031,265.22
2018-02-26,3000.0,805080.0,0.38,0.07,0.8,,0.0,3000.0,0.0,805080.0,,,,,,,,,,,,,,,,,,0.8,,,0.31,0.31,962947.0,258416456.92,,255.62,0.31,,1.0,100.0,0.0031,268.36
2018-02-27,6000.0,1625520.0,0.77,0.14,1.55,,812760.0,3000.0,3000.0,812760.0,,,,,,3000.0,,,,,,,,,0.74,,,0.81,,,0.31,0.31,962947.0,260881601.24,,258.41,0.31,47.9,0.5009,52.1,0.0062,270.92
2018-02-28,3000.0,804990.0,0.38,0.07,0.74,,804990.0,0.0,3000.0,0.0,,,,,,,,0.81,,3000.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.003,268.33
2018-03-01,3000.0,797130.0,0.69,0.07,0.74,,797130.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.003,265.71
2018-03-02,3000.0,775860.0,0.68,0.07,0.74,,775860.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.003,258.62
2018-03-05,3000.0,788190.0,0.68,0.07,0.74,,788190.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.003,262.73
2018-03-06,3000.0,785640.0,0.66,0.07,0.74,,785640.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.003,261.88
2018-03-07,3000.0,787680.0,0.99,0.07,0.74,,787680.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.003,262.56
2018-03-08,3000.0,795570.0,0.98,0.07,0.74,,795570.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.003,265.19
2018-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3000.0,0.0,0.74,,0.0,0.0,988947.0,266204753.46,,262.2,0.0,,0.0,,0.0,269.18
2018-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,267787068.66,,266.38,0.0,,0.0,,0.0,270.78
2018-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,265650943.14,,266.07,0.0,,0.0,,0.0,268.62
2018-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,263524707.09,,266.42,0.0,,0.0,,0.0,266.47
2018-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,264958680.24,,262.92,0.0,,0.0,,0.0,267.92
2018-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,265759727.31,,265.02,0.0,,0.0,,0.0,268.73
2018-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,260587534.5,,265.51,0.0,,0.0,,0.0,263.5
2018-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,262743438.96,,260.2,0.0,,0.0,,0.0,265.68
2018-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,988947.0,263762054.37,,264.0,0.0,,0.0,,0.0,266.71
2018-03-22,100.0,26113.0,0.02,0.0,0.03,,26113.0,0.0,100.0,0.0,,,,,,100.0,,,,,,,,,0.03,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,261.13
