,CU2 FP Equity_DX_SI_QTY,CU2 FP Equity_DX_SHORT_INTEREST_VALUE,CU2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CU2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CU2 FP Equity_DX_SI_MV,CU2 FP Equity_DX_DSS,CU2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CU2 FP Equity_DX_SUPPLY_SI_QTY,CU2 FP Equity_DX_BROKER_SI_QTY,CU2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CU2 FP Equity_DX_BROKER_SI_MV_NEW_x,CU2 FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CU2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CU2 FP Equity_DX_BROKER_SI_MV_INC_x,CU2 FP Equity_DX_SUPPLY_SI_MV_NEW,CU2 FP Equity_DX_BROKER_SI_QTY_ADD,CU2 FP Equity_DX_BROKER_SI_QTY_NEW,CU2 FP Equity_DX_SUPPLY_SI_MV_DEC,CU2 FP Equity_DX_BROKER_SI_QTY_INC,CU2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CU2 FP Equity_DX_BROKER_SI_MV_NEW_y,CU2 FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CU2 FP Equity_DX_BROKER_SI_MV_INC_y,CU2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CU2 FP Equity_DX_BROKER_SI_MV_ADD,CU2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CU2 FP Equity_DX_BROKER_SI_QTY_DEC,CU2 FP Equity_DX_SUPPLY_SI_MV,CU2 FP Equity_DX_BROKER_SI_MV_DEC,CU2 FP Equity_DX_SUPPLY_SI_MV_RMV,CU2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CU2 FP Equity_DX_UTILIZATION_QUANTITY,CU2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CU2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CU2 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CU2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CU2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CU2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CU2 FP Equity_DX_BROKER_SI_CON_RATIO,CU2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CU2 FP Equity_DX_DEMAND_SUPPLY_RATIO,CU2 FP Equity_PX_LAST
2013-07-19,7000.0,1007300.0,0.92,0.18,1.01,,1007300.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,143.9
2013-07-22,7000.0,1007090.0,0.89,0.18,1.01,,1007090.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,143.87
2013-07-23,7000.0,1002120.0,0.91,0.17,1.01,,1002120.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,143.16
2013-07-24,7000.0,1000440.0,0.83,0.17,1.0,,1000440.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,142.92
2013-07-25,7000.0,994140.0,0.73,0.16,1.0,,994140.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,142.02
2013-07-26,7000.0,991340.0,0.75,0.17,0.99,,991340.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,141.62
2013-07-29,5000.0,711000.0,0.57,0.12,0.71,,711000.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.29,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,142.2
2013-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.83
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.35
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.8
2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.42
2013-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.99
2013-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.85
2013-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.76
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.84
2013-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.45
2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.01
2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.78
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.8
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.64
2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.9
2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.2
2013-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.22
2013-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.75
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.02
2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06
2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.62
2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.7
2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.67
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.84
2013-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.42
2013-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.16
2013-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.48
2013-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.95
2013-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.82
2013-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.18
2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.5
2013-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.32
2013-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.4
2013-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.9
2013-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.45
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.4
2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.41
2013-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.15
2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.96
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.69
2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.1
2013-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.4
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.56
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.47
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.99
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.06
2013-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.98
2013-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.8
2013-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.54
2013-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.7
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.22
2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.46
2013-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.1
2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.82
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.74
2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.83
2013-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.65
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.24
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.28
2013-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.57
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.32
2013-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.79
2013-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.97
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.42
2013-10-28,5000.0,719350.0,1.32,0.14,0.72,,719350.0,0.0,5000.0,0.0,,,,,,5000.0,,,,,,,,,0.72,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,143.87
2013-10-29,5000.0,724550.0,1.33,0.14,0.72,,724550.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,144.91
2013-10-30,5000.0,722650.0,1.32,0.14,0.72,,722650.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,144.53
2013-10-31,5000.0,730550.0,1.31,0.14,0.72,,730550.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,146.11
2013-11-01,5000.0,732900.0,1.32,0.14,0.73,,732900.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,146.58
2013-11-04,5000.0,733200.0,1.28,0.14,0.73,,733200.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,146.64
2013-11-05,5000.0,736500.0,1.22,0.14,0.73,,736500.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.3
2013-11-06,5000.0,735850.0,1.22,0.14,0.74,,735850.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.17
2013-11-07,5000.0,739800.0,1.22,0.14,0.74,,739800.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.96
2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.29
2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.61
2013-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.33
2013-11-13,1500.0,221895.0,0.45,0.04,0.22,,221895.0,0.0,1500.0,0.0,,,,,,1500.0,,,,,,,,,0.22,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.93
2013-11-14,1500.0,224100.0,0.46,0.04,0.22,,224100.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.4
2013-11-15,1500.0,224700.0,0.46,0.04,0.22,,224700.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.8
2013-11-18,1500.0,224850.0,0.45,0.04,0.22,,224850.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.9
2013-11-19,6500.0,968240.0,1.93,0.18,0.97,,968240.0,0.0,6500.0,0.0,,,,0.75,,,,,5000.0,,,,0.75,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,148.96
2013-11-20,6500.0,974415.0,2.08,0.18,0.97,,974415.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.91
2013-11-21,15000.0,2244450.0,4.64,0.41,2.25,,2244450.0,0.0,15000.0,0.0,,,,1.29,,,,,8500.0,,,,1.29,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.63
2013-11-22,15000.0,2244000.0,4.66,0.42,2.25,,2244000.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.6
2013-11-25,15000.0,2258400.0,4.67,0.42,2.24,,2258400.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,150.56
2013-11-26,8500.0,1272365.0,2.62,0.24,1.28,,1272365.0,0.0,8500.0,0.0,,,,,,,,,,,,,,,,,6500.0,0.0,0.96,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.69
2013-11-27,8500.0,1273895.0,2.02,0.24,1.27,,1273895.0,0.0,8500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.87
2013-11-28,8500.0,1272025.0,2.05,0.23,1.27,,1272025.0,0.0,8500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.65
2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.8
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.1
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0
2013-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.03
2013-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.16
2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.25
2013-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.6
2013-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.62
2013-12-11,25000.0,3652250.0,5.79,0.69,3.7,,3652250.0,0.0,25000.0,0.0,,,,,,25000.0,,,,,,,,,3.7,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,146.09
2013-12-12,25000.0,3640250.0,5.41,0.69,3.71,,3640250.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,145.61
2013-12-13,25000.0,3646250.0,5.5,0.68,3.65,,3646250.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,145.85
2013-12-16,25000.0,3663000.0,5.22,0.68,3.64,,3663000.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,146.52
2013-12-17,25000.0,3642500.0,5.43,0.68,3.64,,3642500.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,145.7
2013-12-18,25000.0,3648250.0,5.42,0.68,3.67,,3648250.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.93
2013-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.19
2013-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.92
2013-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.15
2013-12-27,8000.0,1208480.0,1.28,0.22,1.21,,1208480.0,0.0,8000.0,0.0,,,,,,8000.0,,,,,,,,,1.21,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,151.06
2013-12-30,8000.0,1202640.0,1.2,0.22,1.2,,1202640.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,150.33
2013-12-31,8000.0,1202640.0,1.2,0.22,1.2,,1202640.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2014-01-01,8000.0,1202640.0,1.22,0.22,1.2,,1202640.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2014-01-02,8000.0,1211360.0,1.22,0.22,1.21,,1211360.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,151.42
2014-01-03,8000.0,1214320.0,1.22,0.22,1.21,,1214320.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,151.79
2014-01-06,8000.0,1206640.0,1.17,0.22,1.21,,1206640.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,150.83
2014-01-07,8000.0,1219120.0,1.19,0.22,1.22,,1219120.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,152.39
2014-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.73
2014-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.13
2014-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.53
2014-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.28
2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.33
2014-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.48
2014-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.94
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.69
2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.15
2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.96
2014-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.54
2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.96
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.83
2014-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.29
2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.69
2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.71
2014-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.53
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.6
2014-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.1
2014-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.7
2014-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.94
2014-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0
2014-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.24
2014-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.76
2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.98
2014-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.35
2014-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.12
2014-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.67
2014-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.83
2014-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.7
2014-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.77
2014-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.68
2014-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.32
2014-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.99
2014-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.64
2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.55
2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.92
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.23
2014-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.61
2014-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.44
2014-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.7
2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.95
2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.16
2014-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.98
2014-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0
2014-03-12,3100.0,470859.0,1.28,0.1,0.47,,470859.0,0.0,3100.0,0.0,,,,,,3100.0,,,,,,,,,0.47,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,151.89
2014-03-13,3100.0,468441.0,1.17,0.1,0.47,,468441.0,0.0,3100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,151.11
2014-03-14,3100.0,465899.0,1.16,0.1,0.47,,465899.0,0.0,3100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,150.29
2014-03-17,3100.0,469650.0,1.15,0.1,0.47,,469650.0,0.0,3100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,151.5
2014-03-18,10662.0,1624035.84,3.9,0.33,1.62,,1624035.84,0.0,10662.0,0.0,,,,0.58,,3762.0,,,3800.0,,,,0.58,,0.57,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,35.28,0.5433,64.72,0.0,152.32
2014-03-19,10662.0,1626168.24,3.76,0.33,1.61,,1626168.24,0.0,10662.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,35.16,0.544,64.84,0.0,152.52
2014-03-20,7562.0,1162506.26,2.65,0.24,1.15,,1162506.26,0.0,7562.0,0.0,,,,,,,,,,,,,,,,,3100.0,0.0,0.48,,0.0,0.0,0.0,0.0,,0.0,0.0,49.58,0.5,50.42,0.0,153.73
2014-03-21,7562.0,1168253.38,2.6,0.24,1.15,,1168253.38,0.0,7562.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.38,0.5001,50.62,0.0,154.49
2014-03-24,7562.0,1149877.72,2.34,0.24,1.15,,1149877.72,0.0,7562.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.26,0.5001,50.74,0.0,152.06
2014-03-25,7562.0,1156910.38,2.29,0.24,1.15,,1156910.38,0.0,7562.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.66,0.5,50.34,0.0,152.99
2014-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.47
2014-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.27
2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.64
2014-03-31,5000.0,768550.0,1.19,0.15,0.77,,768550.0,0.0,5000.0,0.0,,,,,,5000.0,,,,,,,,,0.77,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,153.71
