,MDM FP Equity_DX_SI_QTY,MDM FP Equity_DX_SHORT_INTEREST_VALUE,MDM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MDM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MDM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MDM FP Equity_DX_SI_MV,MDM FP Equity_DX_DSS,MDM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MDM FP Equity_DX_SUPPLY_SI_QTY,MDM FP Equity_DX_BROKER_SI_QTY,MDM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MDM FP Equity_DX_BROKER_SI_MV_NEW_x,MDM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MDM FP Equity_DX_SUPPLY_SI_QTY_INC_x,MDM FP Equity_DX_BROKER_SI_MV_INC_x,MDM FP Equity_DX_SUPPLY_SI_MV_NEW,MDM FP Equity_DX_BROKER_SI_QTY_ADD,MDM FP Equity_DX_BROKER_SI_QTY_NEW,MDM FP Equity_DX_SUPPLY_SI_MV_DEC,MDM FP Equity_DX_BROKER_SI_QTY_INC,MDM FP Equity_DX_SUPPLY_SI_QTY_DEC,MDM FP Equity_DX_BROKER_SI_MV_NEW_y,MDM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MDM FP Equity_DX_BROKER_SI_MV_INC_y,MDM FP Equity_DX_SUPPLY_SI_QTY_INC_y,MDM FP Equity_DX_BROKER_SI_MV_ADD,MDM FP Equity_DX_SUPPLY_SI_QTY_ADD,MDM FP Equity_DX_BROKER_SI_QTY_DEC,MDM FP Equity_DX_SUPPLY_SI_MV,MDM FP Equity_DX_BROKER_SI_MV_DEC,MDM FP Equity_DX_SUPPLY_SI_MV_RMV,MDM FP Equity_DX_BROKER_SI_MV_RMV,MDM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MDM FP Equity_DX_UTILIZATION_QUANTITY,MDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MDM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MDM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MDM FP Equity_DX_ACTIVE_UTILIZATION_MV,MDM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MDM FP Equity_DX_BROKER_SI_CON_RATIO,MDM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MDM FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-02-10,103422.0,1639238.7,0.25,0.85,0.23,1.65,0.0,1041091.4,69956.0,65684.0,1108802.6,,,2854.0,0.04,,,,0.27,2854.0,17508.0,,,0.04,2854.0,,9424.0,8084.0,1.1,0.12,,,1.05,1.05,6577918.0,104260000.3,,104.71,1.04,25.93,0.2426,37.42,0.0156
2021-02-11,139216.0,2228848.16,0.33,1.13,0.31,2.23,0.0,1609069.04,79489.0,100504.0,1272618.89,,,9533.0,0.56,,,,,34820.0,,,,0.56,9533.0,,,,1.26,,,,1.2,1.2,6571989.0,105217543.89,,105.71,1.18,25.23,0.2677,40.43,0.0209
2021-02-12,102648.0,1629023.76,0.25,0.83,0.23,1.65,0.0,1030121.7,69182.0,64910.0,1097918.34,,,,,,,,0.16,,10307.0,,,,,,,35594.0,1.11,0.57,,,1.04,1.04,6610382.0,104906762.34,,106.92,1.03,26.02,0.2433,37.63,0.0154
2021-02-15,114710.0,1845683.9,0.27,0.92,0.25,1.84,0.0,1178367.24,76208.0,73236.0,1226186.72,,,,0.13,,,,0.09,8326.0,5616.0,,,0.13,,,12642.0,,1.21,,,,1.13,1.13,6663690.0,107218772.1,,107.35,1.12,22.7,0.2036,32.33,0.017
2021-02-16,119009.0,1882722.38,0.28,0.98,0.26,1.91,0.0,1252342.84,82134.0,79162.0,1299359.88,,,,0.12,,,,0.03,7795.0,1869.0,,,0.12,,,7795.0,1869.0,1.32,0.03,,,1.22,1.22,6657860.0,105327345.2,,108.04,1.21,21.33,0.2037,30.86,0.0177
2021-02-17,119009.0,1881532.29,0.28,1.03,0.26,1.9,0.0,1251551.22,82134.0,79162.0,1298538.54,,,,,,,,,,,,,,,,,,1.3,,,,1.22,1.22,6665927.0,105388305.87,,107.1,1.2,21.37,0.2045,30.97,0.0176
2021-02-18,119331.0,1849630.5,0.29,1.09,0.26,1.89,0.0,1232002.0,82456.0,79484.0,1278068.0,,,322.0,0.0,,,,,322.0,,,,0.0,322.0,,,,1.3,,,,1.22,1.22,6666327.0,103328068.5,,106.13,1.21,21.06,0.2042,31.17,0.0177
2021-02-19,132764.0,2073773.68,0.32,1.23,0.29,2.09,0.0,1379152.28,91266.0,88294.0,1425574.92,,,3132.0,0.14,,,,0.07,8810.0,4069.0,,,0.14,3132.0,,9747.0,,1.41,,,,1.44,1.44,6264281.0,97848069.22,,98.61,1.41,19.9,0.1908,27.25,0.0209
2021-02-22,125074.0,1929891.82,0.3,1.18,0.28,1.97,0.0,1303048.07,87421.0,84449.0,1348906.03,,,,,,,,0.06,,3845.0,,,,,,,3845.0,1.36,0.06,,,1.29,1.29,6669082.0,102903935.26,,105.26,1.28,19.85,0.1941,29.49,0.0185
2021-02-23,166648.0,2541382.0,0.4,1.62,0.37,2.6,0.0,1604849.0,108208.0,105236.0,1650172.0,,,11469.0,0.32,,,,,20787.0,,,,0.32,11469.0,,9318.0,,1.67,,,,1.6,1.6,6636798.0,101211169.5,,103.72,1.58,27.86,0.2145,29.51,0.0247
2021-02-24,161590.0,2461015.7,0.39,1.58,0.36,2.5,0.0,1600414.09,109355.0,105083.0,1665476.65,,,6621.0,0.12,,,,0.21,8552.0,13398.0,,,0.12,6621.0,,7924.0,8705.0,1.67,0.13,,,1.62,1.62,6631564.0,100998719.72,,102.79,1.59,26.12,0.2151,28.09,0.024
2021-02-25,143871.0,2176768.23,0.34,1.43,0.32,2.22,0.0,1501486.07,92434.0,99239.0,1398526.42,,,,0.17,,,,0.26,11077.0,16921.0,,,0.17,,,,16921.0,1.4,0.26,,,1.37,1.37,6634368.0,100377987.84,,102.45,1.35,30.3,0.2423,33.06,0.0214
2021-02-26,158939.0,2377727.44,0.38,1.6,0.35,2.45,0.0,1597324.08,99968.0,106773.0,1495521.28,,,5425.0,0.03,,5406.0,,,2128.0,,,,0.03,5425.0,0.08,2109.0,,1.52,,,,1.49,1.49,6615112.0,98962075.52,,102.1,1.47,26.78,0.2006,29.04,0.0237
2021-03-01,169100.0,2643033.0,0.4,1.77,0.37,2.61,0.0,1574566.2,123104.0,100740.0,1924115.52,,,31596.0,0.04,,,,0.13,2539.0,8460.0,,,0.04,31596.0,,,8572.0,1.85,0.11,,,1.83,1.83,6607840.0,103280539.2,,102.25,1.78,21.3,0.1775,24.61,0.0251
2021-03-02,147764.0,2384910.96,0.35,1.52,0.33,2.35,0.0,1214906.22,94497.0,75273.0,1525181.58,,,562.0,0.01,,,,0.42,562.0,29169.0,,,0.01,562.0,,,26029.0,1.48,0.41,,,1.4,1.4,6636438.0,107112109.32,,105.07,1.39,17.82,0.1808,28.5,0.022
2021-03-03,131666.0,2106656.0,0.32,1.36,0.29,2.13,0.0,1195200.0,78972.0,74700.0,1263552.0,,,2261.0,0.04,,,,0.28,2261.0,17786.0,,,0.04,2261.0,,,2834.0,1.28,0.05,,,1.17,1.17,6678849.0,106861584.0,,107.05,1.18,22.67,0.2172,32.65,0.0195
2021-03-04,137930.0,2380671.8,0.31,1.38,0.3,2.26,0.0,1343380.32,82104.0,77832.0,1417115.04,,,3132.0,0.05,,,,,3132.0,,,,0.05,3132.0,,,,1.32,,,,1.21,1.21,6686872.0,115415410.72,,108.8,1.2,26.89,0.22,30.21,0.0204
2021-03-05,102578.0,1723310.4,0.23,0.98,0.23,1.74,0.0,1002640.8,63953.0,59681.0,1074410.4,,,,,,,,0.29,,18151.0,,,,,,,18151.0,1.11,0.29,,,0.94,0.94,6718363.0,112868498.4,,112.13,0.98,28.2,0.3027,44.7,0.0151
2021-03-08,99446.0,1717432.42,0.22,0.99,0.22,1.67,0.0,998793.18,62106.0,57834.0,1072570.62,,,,,,,,0.03,,1847.0,,,,,,,1847.0,1.05,0.03,,,0.92,0.92,6720341.0,116060289.07,,111.66,0.93,30.36,0.3303,46.69,0.0147
2021-03-09,101868.0,1894744.8,0.23,1.04,0.23,1.76,0.0,1103463.6,63598.0,59326.0,1182922.8,,,,0.03,,,,,1492.0,,,,0.03,,,1492.0,,1.1,,,,0.94,0.94,6722941.0,125046702.6,,114.79,0.95,30.62,0.3071,43.87,0.015
2021-03-10,118657.0,2080057.21,0.27,1.14,0.26,2.11,0.0,1135838.82,75566.0,64794.0,1324671.98,,,11321.0,0.1,,,,,5468.0,,,,0.1,11321.0,,647.0,,1.4,,,,1.12,1.12,6686474.0,117213889.22,,116.59,1.19,24.95,0.2557,38.01,0.0175
2021-03-11,121960.0,2120884.4,0.28,1.11,0.27,2.1,0.0,1144974.99,76613.0,65841.0,1332300.07,,,2256.0,0.02,,,,0.02,1047.0,1209.0,,,0.02,2256.0,,,,1.34,,,,1.13,1.13,6727706.0,116994807.34,,117.6,1.13,24.12,0.2546,37.05,0.0179
2021-03-12,110822.0,1890623.32,0.25,1.0,0.24,1.89,0.0,1079420.32,74044.0,63272.0,1263190.64,,,6000.0,,,6000.0,,0.15,,8569.0,,,,6000.0,0.1,,8569.0,1.29,0.15,,,1.09,1.09,6738579.0,114960157.74,,116.4,1.09,27.74,0.2912,43.45,0.0163
2021-03-15,110822.0,1978172.7,0.25,1.0,0.24,1.89,0.0,1129405.2,74044.0,63272.0,1321685.4,,,,,,,,,,,,,,,,,,1.26,,,,1.09,1.09,6740251.0,120313480.35,,118.2,1.06,28.69,0.2903,42.81,0.0163
2021-03-16,108622.0,2071421.54,0.25,0.96,0.24,1.92,0.0,1092177.04,71844.0,57272.0,1370065.08,,,,,,,,0.1,,6000.0,,,,,,3800.0,6000.0,1.28,0.11,,,1.05,1.05,6755383.0,128825153.81,,124.78,1.02,30.74,0.3011,42.96,0.0159
2021-03-17,114222.0,2122244.76,0.26,0.94,0.25,2.08,0.0,1064113.76,77444.0,57272.0,1438909.52,,,5600.0,,,,,,,,,,,5600.0,,,,1.47,,,,1.13,1.13,6748819.0,125393057.02,,126.05,1.15,27.27,0.2647,39.32,0.0167
2021-03-18,104322.0,1865277.36,0.24,0.83,0.23,1.86,0.0,1131303.36,43740.0,63272.0,782071.2,,,,,,6000.0,,0.65,,33704.0,,,,,0.11,,,0.81,,,,0.64,0.64,6807111.0,121711144.68,,123.8,0.65,28.97,0.2841,41.68,0.0152
2021-03-19,104322.0,1925784.12,0.24,0.82,0.23,1.83,0.0,1168001.12,55040.0,63272.0,1016038.4,,,10592.0,,,,,,,,,,,10592.0,,708.0,,0.98,,,,0.8,0.8,6825729.0,126002957.34,,123.02,0.79,29.01,0.2854,41.87,0.0152
2021-03-22,122486.0,2289263.34,0.28,0.94,0.27,2.2,0.0,1195300.26,72522.0,63954.0,1355436.18,,,9082.0,,,682.0,,,,,,,,9082.0,0.01,8400.0,,1.34,,,,1.05,1.05,6819495.0,127456361.55,,126.36,1.05,28.22,0.2724,40.82,0.0178
2021-03-23,124594.0,2322432.16,0.28,0.95,0.28,2.25,0.0,1218403.6,73933.0,65365.0,1378111.12,,,32.0,0.03,,,,,1411.0,,,,0.03,32.0,,1379.0,,1.38,,,,1.07,1.07,6847302.0,127633709.28,,127.56,1.07,27.24,0.2571,39.47,0.018
2021-03-24,118090.0,2202378.5,0.27,0.91,0.26,2.13,0.0,1097757.65,73933.0,58861.0,1378850.45,,,,,,,,,,,,,,,,,6504.0,1.38,0.12,,,1.07,1.07,6863227.0,127999183.55,,127.74,1.07,19.9,0.2616,43.5,0.017
2021-03-25,116266.0,2217192.62,0.26,0.9,0.26,2.1,0.0,1105087.43,73021.0,57949.0,1392510.47,,,,,,,,0.02,,912.0,,,,,,,912.0,1.36,0.02,,,1.05,1.05,6863379.0,130884637.53,,129.15,1.05,20.8,0.2731,44.44,0.0168
2021-03-26,116084.0,2268281.36,0.26,0.87,0.26,2.14,0.0,1137892.36,73306.0,58234.0,1432399.24,,,,0.01,,,,0.01,285.0,467.0,,,0.01,,,752.0,,1.4,,,,1.07,1.07,6790577.0,132687874.58,,130.03,1.07,21.09,0.2715,44.06,0.0169
2021-03-29,137322.0,2643448.5,0.31,1.0,0.3,2.56,0.0,1501615.5,93830.0,78006.0,1806227.5,,,10003.0,,,20524.0,,,,,,,,10003.0,0.4,10521.0,752.0,1.83,0.01,,,1.39,1.39,6667897.0,128357017.25,,128.6,1.41,24.73,0.2111,32.71,0.0203
2021-03-30,150550.0,2863461.0,0.34,1.07,0.33,2.8,0.0,1617879.24,100134.0,85062.0,1904548.68,,,7638.0,0.15,,,,0.01,7638.0,682.0,,,0.15,7638.0,,100.0,582.0,1.93,0.01,,,1.44,1.44,6861066.0,130497475.32,,130.65,1.46,23.03,0.2467,39.63,0.0216
2021-03-31,126488.0,2388093.44,0.29,0.88,0.28,2.34,0.0,1273795.84,88540.0,67468.0,1671635.2,,,,,,,,0.24,,11594.0,,,,,,,17594.0,1.68,0.31,,,1.27,1.27,6876350.0,129825488.0,,129.79,1.28,21.28,0.2664,41.66,0.0182
2021-04-01,132311.0,2500677.9,0.3,0.9,0.29,2.45,0.0,1385804.7,88395.0,73323.0,1670665.5,,,,,,6000.0,,0.0,,145.0,,,,,0.11,,145.0,1.67,0.0,,,1.27,1.27,6865817.0,129763941.3,,129.16,1.28,19.61,0.2342,38.66,0.019
2021-04-02,132311.0,2500677.9,0.3,0.89,0.29,2.45,0.0,1385804.7,88395.0,73323.0,1670665.5,,,,,,,,,,,,,,,,,,1.68,,,,1.27,1.27,6862717.0,129705351.3,,129.13,1.28,19.6,0.2341,38.64,0.019
2021-04-05,132311.0,2500677.9,0.3,0.89,0.29,2.44,0.0,1385804.7,88395.0,73323.0,1670665.5,,,,,,,,,,,,,,,,,,1.67,,,,1.27,1.27,6862965.0,129710038.5,,128.94,1.28,19.61,0.2344,38.7,0.019
2021-04-06,104694.0,1983951.3,0.24,0.71,0.23,1.96,0.0,981723.7,72878.0,51806.0,1381038.1,,,,,,,,0.4,,21517.0,,,,,,6000.0,21517.0,1.38,0.37,,,1.05,1.05,6869214.0,130171605.3,,128.99,1.06,22.99,0.2012,29.86,0.0151
2021-04-07,94286.0,1747119.58,0.21,0.64,0.21,1.76,0.0,767104.94,72878.0,41398.0,1350429.34,,,,,,,,,,,,,,,,,10408.0,1.38,0.2,,,1.05,1.05,6843426.0,126808683.78,,128.45,1.06,21.36,0.1856,27.13,0.0136
2021-04-08,77878.0,1443858.12,0.18,0.52,0.17,1.43,0.0,656278.92,56470.0,35398.0,1046953.8,,,,,,,,0.31,,16408.0,,,,,,,6000.0,1.05,0.11,,,0.82,0.82,6840899.0,126830267.46,,126.4,0.82,29.64,0.2774,37.78,0.0113
2021-04-09,76878.0,1403792.28,0.17,0.52,0.17,1.41,0.0,628107.48,56470.0,34398.0,1031142.2,,,,,,,,,,,,,,,,,1000.0,1.04,0.02,,,0.89,0.89,6257302.0,114258334.52,,115.31,0.9,30.03,0.2867,38.86,0.0122
2021-04-12,76878.0,1469138.58,0.17,0.51,0.17,1.41,0.0,657345.78,55470.0,34398.0,1060031.7,,,9318.0,,,,,0.19,,10318.0,,,,9318.0,,,,1.01,,,,0.88,0.88,6250195.0,119441226.45,,115.05,0.87,31.12,0.2877,38.44,0.0122
2021-04-13,66078.0,1262089.8,0.15,0.43,0.15,1.24,0.0,771601.8,38670.0,40398.0,738597.0,,,,,,6000.0,,0.29,,16800.0,,,,,0.11,,,0.74,,,,0.56,0.56,6829049.0,130434835.9,,129.12,0.57,26.85,0.2334,33.22,0.0096
2021-04-14,90462.0,1699780.98,0.2,0.58,0.2,1.7,0.0,988166.1,50862.0,52590.0,955696.98,,,5687.0,0.13,,5500.0,,,6692.0,,,,0.13,5687.0,0.11,6505.0,,0.97,,,,0.74,0.74,6793316.0,127646407.64,,128.49,0.75,21.13,0.2286,37.84,0.0132
2021-04-15,90462.0,1695257.88,0.2,0.57,0.2,1.69,0.0,985536.6,50862.0,52590.0,953153.88,,,,,,,,,,,,,,,,,,0.96,,,,0.74,0.74,6793186.0,127304305.64,,127.15,0.75,21.22,0.2298,38.01,0.0132
2021-04-16,87462.0,1688016.6,0.2,0.56,0.19,1.64,0.0,957087.0,50862.0,49590.0,981636.6,,,,,,,,,,,,,,,,,3000.0,0.95,0.06,,,0.74,0.74,6778293.0,130821054.9,,127.36,0.74,22.79,0.2501,39.63,0.0128
2021-04-19,77462.0,1510509.0,0.18,0.49,0.17,1.49,0.0,869505.0,45862.0,44590.0,894309.0,,,2500.0,,,,,0.14,,7500.0,,,,2500.0,,,5000.0,0.88,0.08,,,0.67,0.67,6779026.0,132191007.0,,130.18,0.67,24.52,0.2285,34.55,0.0114
2021-04-20,86376.0,1607457.36,0.2,0.57,0.19,1.66,0.0,856934.67,52724.0,46047.0,981193.64,,,5457.0,0.14,,,,0.01,7457.0,595.0,,,0.14,5457.0,,2000.0,6000.0,1.03,0.12,,,0.77,0.77,6758494.0,125775573.34,,129.8,0.79,23.02,0.3169,47.81,0.0127
2021-04-21,66836.0,1259858.6,0.15,0.45,0.15,1.27,0.0,683821.45,42954.0,36277.0,809682.9,,,,,,,,0.21,,9770.0,,,,,,,9770.0,0.8,0.17,,,0.63,0.63,6771929.0,127650861.65,,126.07,0.63,28.02,0.3515,48.99,0.0098
2021-04-22,66241.0,1267190.33,0.15,0.45,0.15,1.27,0.0,682596.66,42954.0,35682.0,821710.02,,,,,,,,,,,,,,,,,595.0,0.81,0.01,,,0.62,0.62,6867995.0,131384744.35,,129.49,0.62,28.65,0.3591,49.29,0.0096
2021-04-23,110621.0,2101799.0,0.25,0.78,0.24,2.12,0.0,1099568.0,65144.0,57872.0,1237736.0,,,,,,22690.0,,0.0,,500.0,,,,,0.43,22690.0,500.0,1.24,0.01,,,0.96,0.96,6707211.0,127437009.0,,127.27,0.97,24.76,0.3442,50.38,0.0163
2021-04-26,121621.0,2369177.08,0.27,0.9,0.27,2.34,0.0,1234486.56,70644.0,63372.0,1376145.12,,,5500.0,,,5500.0,,,,,,,,5500.0,0.1,,,1.34,,,,1.01,1.01,6891638.0,134249108.24,,130.94,1.01,23.17,0.3086,47.46,0.0175
2021-04-27,116021.0,2287934.12,0.26,0.88,0.26,2.27,0.0,1179946.2,68581.0,59835.0,1352417.32,,,,,,,,0.03,,2063.0,,,,,,,3537.0,1.34,0.06,,,0.99,0.99,6883313.0,135738932.36,,133.63,0.99,24.2,0.2904,44.53,0.0167
2021-04-28,89666.0,1770903.5,0.2,0.68,0.2,1.77,0.0,899059.5,56539.0,45522.0,1116645.25,,,,,,,,0.23,,12042.0,,,,,,,14313.0,1.11,0.28,,,0.81,0.81,6899433.0,136263801.75,,135.05,0.82,21.43,0.2301,34.17,0.0129
2021-04-29,85921.0,1744196.3,0.19,0.65,0.19,1.71,0.0,924096.6,52794.0,45522.0,1071718.2,,,,,,,,0.07,,3745.0,,,,,,,,1.04,,,,0.76,0.76,6904047.0,140152154.1,,136.07,0.76,22.25,0.2347,36.06,0.0124
2021-04-30,98411.0,1989870.42,0.22,0.75,0.22,1.99,0.0,1046728.74,59039.0,51767.0,1193768.58,,,6245.0,0.13,,,,,6245.0,,,,0.13,6245.0,,,,1.2,,,,0.84,0.84,6932835.0,140181923.7,,139.91,0.85,29.31,0.2371,31.35,0.0141
2021-05-03,88908.0,1768380.12,0.2,0.68,0.2,1.78,0.0,950025.96,58830.0,47764.0,1170128.7,,,5046.0,0.03,,,,0.11,1497.0,5500.0,,,0.03,5046.0,,245.0,5500.0,1.19,0.11,,,0.84,0.84,6951935.0,138273987.15,,138.89,0.85,31.33,0.2758,35.51,0.0127
2021-05-04,85114.0,1617166.0,0.19,0.68,0.19,1.68,0.0,907516.0,55036.0,47764.0,1045684.0,,,,,,,,0.08,,3794.0,,,,,,,,1.1,,,,0.78,0.78,6972212.0,132472028.0,,136.82,0.8,31.76,0.2701,33.69,0.0121
2021-05-05,80047.0,1524895.35,0.18,0.64,0.18,1.55,0.0,858869.25,47357.0,45085.0,902150.85,,,,,,5000.0,,0.18,,7679.0,,,,,0.1,,7679.0,0.9,0.15,,,0.67,0.67,7005452.0,133453860.6,,132.86,0.67,21.54,0.2401,37.2,0.0114
2021-05-06,103950.0,2029104.0,0.23,0.83,0.23,2.0,0.0,1442352.32,76163.0,73891.0,1486701.76,,,5655.0,0.54,,,,,28806.0,,,,0.54,5655.0,,23151.0,,1.45,,,,1.08,1.08,6980208.0,136253660.16,,132.82,1.08,26.52,0.2708,40.25,0.0147
2021-05-07,110952.0,2225697.12,0.25,0.89,0.25,2.18,0.0,1552483.52,79664.0,77392.0,1598059.84,,,,0.08,,,,,3501.0,,,,0.08,,,3501.0,,1.55,,,,1.13,1.13,6958883.0,139595192.98,,135.44,1.13,24.05,0.2939,45.03,0.0158
2021-05-10,110265.0,2233968.9,0.25,0.87,0.24,2.21,0.0,1554043.3,73977.0,76705.0,1498774.02,,,,0.1,,,,0.11,5000.0,5687.0,,,0.1,,,,5687.0,1.48,0.09,,,1.06,1.06,6928834.0,140378176.84,,138.41,1.06,23.72,0.2556,39.49,0.0157
2021-05-11,137565.0,2795320.8,0.31,1.11,0.3,2.78,0.0,1899005.6,90727.0,93455.0,1843572.64,,,10550.0,0.22,,6200.0,,,10550.0,,,,0.22,10550.0,0.13,6200.0,,1.84,,,,1.29,1.29,6928550.0,140788136.0,,139.5,1.3,18.0,0.2965,48.58,0.0196
2021-05-12,133908.0,2731723.2,0.3,1.09,0.3,2.77,0.0,1831879.2,87070.0,89798.0,1776228.0,,,,,,,,0.07,,3657.0,,,,,,,3657.0,1.78,0.07,,,1.24,1.24,6929270.0,141357108.0,,140.3,1.25,20.01,0.2822,46.2,0.0191
2021-05-13,159887.0,3338440.56,0.36,1.29,0.35,3.31,0.0,2219564.88,108573.0,106301.0,2267004.24,,,21503.0,0.44,,,,,21503.0,,,,0.44,21503.0,,,5000.0,2.21,0.1,,,1.55,1.55,6901452.0,144102317.76,,140.33,1.55,18.16,0.2831,45.84,0.0228
2021-05-14,214532.0,4543787.76,0.48,1.7,0.47,4.5,0.0,2953953.42,134534.0,139469.0,2849430.12,,,21522.0,0.72,,,,0.0,33168.0,45.0,,,0.72,21522.0,,4484.0,,2.79,,,,1.92,1.92,6879443.0,145706602.74,,142.44,1.92,15.66,0.3751,57.15,0.0306
2021-05-17,190086.0,4181892.0,0.43,1.52,0.42,4.07,0.0,2602578.0,119564.0,118299.0,2630408.0,,,,,,,,0.31,,14970.0,,,,,,,21170.0,2.51,0.4,,,1.71,1.71,6891515.0,151613330.0,,144.88,1.71,17.7,0.3697,56.6,0.0271
2021-05-18,102432.0,2265795.84,0.23,0.8,0.23,2.3,0.0,1298134.32,61958.0,58686.0,1370510.96,,,3237.0,0.11,,,,1.35,5000.0,65013.0,,,0.11,3237.0,,4170.0,64613.0,1.36,1.35,,,0.88,0.88,6963354.0,154029390.48,,151.2,0.89,27.34,0.2377,33.14,0.0146
2021-05-19,150270.0,3326977.8,0.34,1.16,0.33,3.37,0.0,1773524.7,83377.0,80105.0,1845966.78,,,6474.0,0.59,,,,0.11,26419.0,5000.0,,,0.59,6474.0,,19945.0,5000.0,1.85,0.11,,,1.19,1.19,6947534.0,153818402.76,,152.16,1.2,27.36,0.3509,50.82,0.0214
2021-05-20,207639.0,4559752.44,0.47,1.58,0.46,4.64,0.0,2431279.44,113986.0,110714.0,2503132.56,,,30609.0,0.68,,,,,30609.0,,,,0.68,30609.0,,,,2.52,,,,1.62,1.62,6911600.0,151778736.0,,150.89,1.64,18.57,0.4618,64.63,0.0296
2021-05-21,417578.0,9103200.4,0.94,3.14,0.92,9.34,0.0,4919082.8,228918.0,225646.0,4990412.4,,,56757.0,2.63,,,,,114932.0,,,,2.63,56757.0,,58175.0,,5.04,,,,3.26,3.26,6798599.0,148209458.2,,147.57,3.3,8.4,0.7143,83.98,0.0594
2021-05-24,357122.0,7799544.48,0.81,2.69,0.79,7.9,0.0,4279788.24,193481.0,195961.0,4225625.04,,,,,,,,0.8,,35437.0,,,,,,,29685.0,4.21,0.71,,,2.76,2.76,6814781.0,148834817.04,,146.89,2.79,9.99,0.6858,82.06,0.051
2021-05-25,327810.0,7224932.4,0.74,2.55,0.72,7.28,0.0,4118813.16,173251.0,186879.0,3818452.04,,,,0.13,,11000.0,,0.44,5900.0,20230.0,,,0.13,,0.24,,25982.0,3.77,0.57,,,2.46,2.46,6856361.0,151114196.44,,148.21,2.48,10.96,0.5743,74.63,0.0466
2021-05-26,232586.0,5223881.56,0.53,1.83,0.51,5.2,0.0,3501311.86,131263.0,155891.0,2948166.98,,,,0.25,,,,1.4,11000.0,64236.0,,,0.25,,,22248.0,41988.0,2.9,0.97,,,1.87,1.87,6872818.0,154363492.28,,150.67,1.89,16.19,0.3699,56.83,0.0332
2021-05-27,241182.0,5479655.04,0.54,1.9,0.53,5.49,0.0,3675846.08,133961.0,161789.0,3043593.92,,,617.0,0.17,,,,0.01,5898.0,617.0,,,0.17,617.0,,2698.0,,3.01,,,,1.94,1.94,6779243.0,154024400.96,,150.86,1.96,15.54,0.3709,57.24,0.0349
2021-05-28,254832.0,5810169.6,0.58,1.79,0.56,5.84,0.0,3900669.6,143254.0,171082.0,3266191.2,,,9293.0,0.22,,,,,9293.0,,,,0.22,9293.0,,,,3.26,,,,2.09,2.09,6723429.0,153294181.2,,150.97,2.11,14.67,0.3961,59.83,0.0371
2021-05-31,160425.0,3545392.5,0.36,1.12,0.35,3.67,0.0,2271703.2,74964.0,102792.0,1656704.4,,,,,,,,1.55,,68290.0,,,,,,,68290.0,1.71,1.55,,,1.14,1.14,6523439.0,144168001.9,,145.63,1.16,25.51,0.2108,31.35,0.0243
2021-06-01,108763.0,2371033.4,0.25,0.76,0.24,2.44,0.0,1504047.4,52165.0,68993.0,1137197.0,,,,,,,,0.52,,22799.0,,,,,,,33799.0,1.15,0.76,,,0.81,0.81,6424167.0,140046840.6,,140.05,0.82,27.34,0.2884,41.85,0.0168
2021-06-02,121507.0,2626981.34,0.27,0.86,0.27,2.69,0.0,1767153.94,52165.0,81737.0,1127807.3,,,,,,12744.0,,,,,,,,,0.28,,,1.14,,,,0.81,0.81,6427939.0,138972041.18,,138.67,0.81,23.58,0.2327,35.9,0.0188
2021-06-03,119979.0,2641937.58,0.27,0.84,0.27,2.66,0.0,1766202.18,52165.0,80209.0,1148673.3,,,,0.28,,,,,12672.0,,,,0.28,,,,14200.0,1.13,0.3,,,0.81,0.81,6401667.0,140964707.34,,137.72,0.81,28.25,0.2533,36.09,0.0186
2021-06-04,145742.0,3229642.72,0.33,1.0,0.32,3.25,0.0,1717111.92,80650.0,77487.0,1787204.0,,,,0.06,,,,,3069.0,,,,0.06,,,28485.0,5791.0,1.77,0.13,,,1.26,1.26,6301896.0,139650015.36,,137.11,1.28,28.39,0.3383,48.82,0.0228
2021-06-07,154189.0,3401409.34,0.35,1.07,0.34,3.46,0.0,1980348.26,76813.0,89771.0,1694494.78,,,,0.28,,,,,12284.0,,,,0.28,,,11648.0,,1.7,,0.34,,1.22,1.22,6222431.0,137266827.86,15485.0,135.86,1.24,26.55,0.3611,52.36,0.0245
2021-06-08,168075.0,3670758.0,0.38,1.17,0.37,3.76,0.0,2112233.76,83756.0,96714.0,1829231.04,,,,0.16,,,,,6943.0,,,,0.16,,,6943.0,,1.85,,,,1.31,1.31,6306579.0,137735685.36,,137.21,1.33,23.83,0.398,57.27,0.0263
