,LAT FP Equity_DX_SI_QTY,LAT FP Equity_DX_SHORT_INTEREST_VALUE,LAT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LAT FP Equity_DX_SI_MV,LAT FP Equity_DX_DSS,LAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LAT FP Equity_DX_SUPPLY_SI_QTY,LAT FP Equity_DX_BROKER_SI_QTY,LAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LAT FP Equity_DX_BROKER_SI_MV_NEW_x,LAT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,LAT FP Equity_DX_BROKER_SI_MV_INC_x,LAT FP Equity_DX_SUPPLY_SI_MV_NEW,LAT FP Equity_DX_BROKER_SI_QTY_ADD,LAT FP Equity_DX_BROKER_SI_QTY_NEW,LAT FP Equity_DX_SUPPLY_SI_MV_DEC,LAT FP Equity_DX_BROKER_SI_QTY_INC,LAT FP Equity_DX_SUPPLY_SI_QTY_DEC,LAT FP Equity_DX_BROKER_SI_MV_NEW_y,LAT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LAT FP Equity_DX_BROKER_SI_MV_INC_y,LAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,LAT FP Equity_DX_BROKER_SI_MV_ADD,LAT FP Equity_DX_SUPPLY_SI_QTY_ADD,LAT FP Equity_DX_BROKER_SI_QTY_DEC,LAT FP Equity_DX_SUPPLY_SI_MV,LAT FP Equity_DX_BROKER_SI_MV_DEC,LAT FP Equity_DX_SUPPLY_SI_MV_RMV,LAT FP Equity_DX_BROKER_SI_MV_RMV,LAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LAT FP Equity_DX_UTILIZATION_QUANTITY,LAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LAT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LAT FP Equity_DX_ACTIVE_UTILIZATION_MV,LAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LAT FP Equity_DX_BROKER_SI_CON_RATIO,LAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LAT FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-02-13,220448.0,2314704.0,2.09,4.06,1.92,2.4,1.0,2210313.0,54200.0,210506.0,569100.0,,,,,,,,0.02,,2976.0,,,,,,,12976.0,0.61,0.13,,,45.21,31.19,65695.0,689797.5,,0.74,45.06,26.72,0.2039,29.48,1.2684
2015-02-16,220448.0,2230933.76,2.09,3.53,1.92,2.33,1.0,2130320.72,54200.0,210506.0,548504.0,,,,,,,,,,,,,,,,,,0.57,,,,44.88,31.03,66558.0,673566.96,,0.7,44.87,27.4,0.2026,28.22,1.2621
2015-02-17,219070.0,2212607.0,2.08,3.4,1.9,2.26,1.0,2112192.8,55275.0,209128.0,558277.5,,,4075.0,0.02,,,,0.03,2000.0,3000.0,,,0.02,4075.0,,,3378.0,0.56,0.06,,,44.1,31.8,70055.0,707555.5,,0.71,44.09,27.52,0.204,28.08,1.2602
2015-02-18,257633.0,2584058.99,2.44,3.87,2.24,2.56,1.0,2283740.73,95275.0,227691.0,955608.25,,,40000.0,0.2,,,,,20000.0,,,,0.2,40000.0,,,1437.0,0.96,0.02,,,100.0,54.81,0.0,0.0,,0.0,100.0,23.96,0.169,25.0,1.482
2015-02-19,271079.0,2751451.85,2.57,3.98,2.36,2.7,1.0,2295290.55,125331.0,226137.0,1272109.65,,,29656.0,,,,,0.01,,1400.0,,,,29656.0,,1800.0,1554.0,1.26,0.02,,,100.0,72.09,0.0,0.0,,0.0,100.0,22.84,0.1571,23.74,1.5592
2015-02-20,263981.0,2732203.35,2.5,3.88,2.29,2.64,1.0,2267053.65,122933.0,219039.0,1272356.55,,,,,,300.0,,0.01,,2398.0,,,,,0.0,,7398.0,1.25,0.07,,,100.0,69.95,0.0,0.0,,0.0,100.0,22.65,0.1604,24.2,1.502
2015-02-23,260000.0,2698800.0,2.47,3.83,2.26,2.63,1.0,2232302.04,117933.0,215058.0,1224144.54,,,,0.0,,,,0.05,300.0,5000.0,,,0.0,,,,4281.0,1.21,0.03,,,100.0,67.1,0.0,0.0,,0.0,100.0,21.45,0.1579,24.53,1.4794
2015-02-24,269604.0,2809273.68,2.56,3.93,2.34,2.74,1.0,2340978.04,113652.0,224662.0,1184253.84,,,,0.1,,,,0.03,9604.0,4281.0,,,0.1,,,,,1.18,,,,100.0,63.06,0.0,0.0,,0.0,100.0,23.52,0.1625,24.29,1.4959
2015-02-25,259604.0,2712861.8,2.46,3.75,2.26,2.64,1.0,2243217.9,103652.0,214662.0,1083163.4,,,,,,,,0.1,,10000.0,,,,,,,10000.0,1.08,0.1,,,100.0,57.15,0.0,0.0,,0.0,100.0,24.46,0.1684,25.27,1.4313
2015-02-26,269604.0,2865890.52,2.56,3.93,2.34,2.77,1.0,2335007.06,108652.0,219662.0,1154970.76,,,5000.0,,,5000.0,,,,,,,,5000.0,0.06,,,1.14,,,,100.0,59.35,0.0,0.0,,0.0,100.0,23.49,0.1596,24.25,1.4727
2015-02-27,269604.0,2917115.28,2.56,3.94,2.34,2.79,1.0,2376742.84,108652.0,219662.0,1175614.64,,,,,,,,,,,,,,,,,,1.16,,,,100.0,58.37,0.0,0.0,,0.0,100.0,23.34,0.1596,24.39,1.4483
2015-03-02,272663.0,2920220.73,2.59,3.96,2.37,2.85,1.0,2385341.91,111711.0,222721.0,1196424.81,,,1037.0,0.05,,,,,3059.0,,,,0.05,1037.0,,2022.0,,1.21,,,,100.0,60.01,0.0,0.0,,0.0,100.0,22.77,0.1616,25.54,1.4648
2015-03-03,280669.0,3017191.75,2.66,4.17,2.44,2.91,1.0,2448065.25,119717.0,227727.0,1286957.75,,,8006.0,0.1,,,,,9587.0,,,,0.1,8006.0,,,4581.0,1.28,0.05,,,100.0,63.9,0.0,0.0,,0.0,100.0,21.93,0.1705,28.44,1.4981
2015-03-04,277669.0,2984941.75,2.63,4.21,2.41,2.89,1.0,2448065.25,116717.0,227727.0,1254707.75,,,,,,,,0.03,,3000.0,,,,,,,,1.26,,,,100.0,62.3,0.0,0.0,,0.0,100.0,22.13,0.1742,28.81,1.4821
2015-03-05,277679.0,2946174.19,2.63,4.21,2.41,2.89,1.0,2416289.57,116717.0,227737.0,1238367.37,,,,,,10.0,,,,,,,,,0.0,,,1.25,,,,100.0,62.3,0.0,0.0,,0.0,100.0,22.21,0.1744,28.79,1.4822
2015-03-06,274964.0,2969611.2,2.61,4.18,2.39,2.85,1.0,2430237.6,114012.0,225022.0,1231329.6,,,,,,,,0.04,,2705.0,,,,,,,2715.0,1.21,0.03,,,100.0,59.84,0.0,0.0,,0.0,100.0,22.59,0.177,28.91,1.4433
2015-03-09,272332.0,2905782.44,2.58,4.35,2.37,2.84,1.0,2372901.3,111981.0,222390.0,1194837.27,,,,,,,,0.0,,2031.0,,,,,,,2632.0,1.21,0.02,,,100.0,58.78,0.0,0.0,,0.0,100.0,22.8,0.1755,28.36,1.4294
2015-03-10,272332.0,2889442.52,2.58,4.78,2.37,2.84,1.0,2359557.9,111981.0,222390.0,1188118.41,,,,,,,,,,,,,,,,,,1.2,,,,100.0,58.78,0.0,0.0,,0.0,100.0,23.08,0.1755,28.18,1.4294
2015-03-11,277332.0,3006278.88,2.63,5.19,2.41,2.89,1.0,2464907.6,116981.0,227390.0,1268074.04,,,5000.0,0.06,,,,,5000.0,,,,0.06,5000.0,,,,1.24,,,,100.0,61.4,0.0,0.0,,0.0,100.0,22.74,0.1699,27.48,1.4557
2015-03-12,276532.0,2975484.32,2.62,5.31,2.4,2.9,1.0,2446716.4,116181.0,227390.0,1250107.56,,,,,,,,,,,,,,,,,,1.26,,0.01,,100.0,61.17,0.0,0.0,800.0,0.0,100.0,22.39,0.1703,27.79,1.456
2015-03-13,278040.0,2944443.6,2.64,5.74,2.42,2.92,1.0,2424029.82,123902.0,228898.0,1312122.18,,,7813.0,0.02,,,,0.0,1508.0,92.0,,,0.02,7813.0,,,,1.34,,,,100.0,64.08,0.0,0.0,,0.0,100.0,22.32,0.1718,28.26,1.438
2015-03-16,268180.0,2802481.0,2.54,5.56,2.33,2.77,1.0,2288947.1,113902.0,219038.0,1190275.9,,,,0.0,,,,0.12,140.0,10000.0,,,0.0,,,,10000.0,1.21,0.11,,,48.39,38.48,121480.0,1269466.0,,1.29,48.37,23.43,0.1813,29.1,0.9061
2015-03-17,268280.0,2717676.4,2.54,5.56,2.33,2.75,1.0,2219867.94,113902.0,219138.0,1153827.26,,,,0.0,,,,,100.0,,,,0.0,,,,,1.19,,,,100.0,59.3,0.0,0.0,,0.0,100.0,23.48,0.1816,29.09,1.3967
2015-03-18,264670.0,2704927.4,2.51,5.48,2.3,2.64,1.0,2202696.16,115292.0,215528.0,1178284.24,,,1620.0,0.04,,,,0.01,5000.0,230.0,,,0.04,1620.0,,,8610.0,1.16,0.12,,,100.0,60.02,0.0,0.0,,0.0,100.0,24.1,0.1869,28.99,1.3779
2015-03-19,259426.0,2672087.8,2.46,5.33,2.25,2.62,1.0,2165925.2,105220.0,210284.0,1083766.0,,,,0.02,,,,0.09,382.0,10072.0,,,0.02,,,,5626.0,1.08,0.05,,,100.0,54.78,0.0,0.0,,0.0,100.0,24.44,0.1932,29.93,1.3506
2015-03-20,259026.0,2657606.76,2.46,5.32,2.25,2.61,1.0,2153409.84,104820.0,209884.0,1075453.2,,,,,,,,0.0,,400.0,,,,,,,400.0,1.08,0.0,,,100.0,54.57,0.0,0.0,,0.0,100.0,24.44,0.193,29.84,1.3485
2015-03-23,259026.0,2636884.68,2.46,5.36,2.25,2.6,1.0,2136619.12,104820.0,209884.0,1067067.6,,,,,,,,,,,,,,,,,,1.07,,,,100.0,54.57,0.0,0.0,,0.0,100.0,24.26,0.1927,29.9,1.3485
2015-03-24,255889.0,2694511.17,2.43,5.33,2.22,2.61,1.0,2145455.91,106960.0,203747.0,1126288.8,,,3000.0,,,100.0,,0.01,,860.0,,,,3000.0,0.0,,6237.0,1.09,0.01,,,100.0,55.69,0.0,0.0,,0.0,100.0,24.02,0.1901,29.27,1.3322
2015-03-25,197575.0,2054780.0,1.87,4.17,1.72,2.05,1.0,1543703.2,103023.0,148433.0,1071439.2,,,,0.06,,,,0.06,5000.0,8937.0,,,0.06,,,5000.0,60314.0,1.08,0.61,,,100.0,53.64,0.0,0.0,,0.0,100.0,17.89,0.2179,38.13,1.0286
2015-03-26,200475.0,2062887.75,1.9,4.3,1.74,2.05,1.0,1557216.57,104305.0,151333.0,1073298.45,,,1282.0,0.06,,,,,5000.0,,,,0.06,1282.0,,,2100.0,1.09,0.03,,,100.0,54.3,0.0,0.0,,0.0,100.0,17.89,0.2082,36.74,1.0437
2015-03-27,200475.0,2052864.0,1.9,4.3,1.74,2.02,1.0,1549649.92,104305.0,151333.0,1068083.2,,,,,,,,,,,,,,,,,,1.07,,,,100.0,54.3,0.0,0.0,,0.0,100.0,18.1,0.2079,36.6,1.0437
2015-03-30,202475.0,2067269.75,1.92,5.31,1.76,2.04,1.0,1545109.93,106305.0,151333.0,1085374.05,,,2000.0,,,,,,,,,,,2000.0,,,,1.09,,,,100.0,55.34,0.0,0.0,,0.0,100.0,17.94,0.207,36.26,1.0541
2015-03-31,198390.0,2015642.4,1.88,5.53,1.72,1.99,1.0,1514957.6,102220.0,149110.0,1038555.2,,,,,,,,0.04,,4085.0,,,,,,,2223.0,1.04,0.02,,,100.0,53.22,0.0,0.0,,0.0,100.0,18.36,0.2125,37.05,1.0329
2015-04-01,157400.0,1599184.0,1.49,4.68,1.37,1.62,1.0,1093419.2,102720.0,107620.0,1043635.2,,,500.0,,,,,,,,,,,500.0,,,,1.04,,,0.37,100.0,53.48,0.0,0.0,,0.0,100.0,19.84,0.2677,45.2,0.8195
2015-04-02,155600.0,1574672.0,1.48,4.82,1.35,1.6,1.0,1070898.4,100920.0,105820.0,1021310.4,,,,,,,,0.02,,1800.0,,,,,,,1800.0,1.02,0.02,,,100.0,52.63,0.0,0.0,,0.0,100.0,20.13,0.2638,44.57,0.8115
2015-04-03,155600.0,1574672.0,1.48,4.96,1.35,1.59,1.0,1070898.4,100920.0,105820.0,1021310.4,,,,,,,,,,,,,,,,,,1.02,,,,100.0,52.63,0.0,0.0,,0.0,100.0,20.14,0.2634,44.52,0.8115
2015-04-06,155500.0,1573660.0,1.47,4.96,1.35,1.59,1.0,1069886.4,100920.0,105720.0,1021310.4,,,,,,,,,,,,,,,,,100.0,1.02,0.0,,,100.0,52.63,0.0,0.0,,0.0,100.0,20.09,0.2635,44.56,0.811
2015-04-07,155271.0,1669163.25,1.47,4.95,1.35,1.6,1.0,1135511.75,100691.0,105629.0,1082428.25,,,1.0,,,,,0.0,,230.0,,,,1.0,,,91.0,1.02,0.0,,,100.0,54.01,0.0,0.0,,0.0,100.0,19.88,0.2626,44.54,0.8329
2015-04-08,154729.0,1672620.49,1.47,4.81,1.34,1.68,1.0,1106122.44,100149.0,102324.0,1082610.69,,,,,,,,0.0,,542.0,,,,,,,3305.0,1.08,0.0,,,100.0,52.54,0.0,0.0,,0.0,100.0,20.13,0.2641,44.6,0.8118
2015-04-09,151808.0,1551477.76,1.44,4.77,1.32,1.67,1.0,1044136.52,97228.0,102166.0,993670.16,,,,,,,,0.03,,2921.0,,,,,,,158.0,1.05,0.0,,,100.0,50.71,0.0,0.0,,0.0,100.0,20.42,0.2719,45.25,0.7917
2015-04-10,152308.0,1597710.92,1.44,4.83,1.32,1.63,1.0,1071721.34,93647.0,102166.0,982357.03,,,,,,,,0.08,,3581.0,,,,,,,,0.96,,,,100.0,48.84,0.0,0.0,,0.0,100.0,20.09,0.2794,46.35,0.7943
2015-04-13,145469.0,1512877.6,1.38,4.6,1.26,1.54,1.0,1014041.6,90889.0,97504.0,945245.6,,,,,,,,0.01,,2758.0,,,,,,,4662.0,0.95,0.08,,,100.0,47.4,0.0,0.0,,0.0,100.0,20.27,0.262,43.95,0.7587
2015-04-14,147469.0,1515981.32,1.4,4.68,1.28,1.55,1.0,1002341.12,92889.0,97504.0,954898.92,,,2000.0,,,,,,,,,,,2000.0,,,,0.96,,,,100.0,48.44,0.0,0.0,,0.0,100.0,21.37,0.2601,43.29,0.7691
2015-04-15,145332.0,1496919.6,1.38,4.79,1.26,1.51,1.0,992425.6,90752.0,96352.0,934745.6,,,,,,,,0.03,,2137.0,,,,,,,1152.0,0.93,0.02,,,38.83,30.94,142960.0,1472488.0,,1.47,38.83,20.97,0.2576,43.1,0.4955
2015-04-16,146188.0,1520355.2,1.39,4.91,1.27,1.52,1.0,1000563.2,91608.0,96208.0,952723.2,,,1000.0,,,,,0.0,,144.0,,,,1000.0,,,144.0,0.94,0.0,,,39.22,31.73,141960.0,1476384.0,,1.46,39.18,21.6,0.2569,42.74,0.5064
2015-04-17,145940.0,1526532.4,1.38,5.05,1.27,1.53,1.0,1003741.6,91360.0,95960.0,955625.6,,,,,,,,0.0,,248.0,,,,,,,248.0,0.95,0.0,,,39.16,31.65,141960.0,1484901.6,,1.48,39.13,21.62,0.2565,42.69,0.5055
2015-04-20,145577.0,1534381.58,1.38,5.07,1.26,1.54,1.0,1007592.38,90997.0,95597.0,959108.38,,,,,,,,0.0,,363.0,,,,,,,363.0,0.95,0.0,,,39.06,31.52,141960.0,1496258.4,,1.48,39.08,21.6,0.2555,42.55,0.5043
2015-04-21,144862.0,1523948.24,1.37,5.13,1.26,1.54,1.0,998158.64,90282.0,94882.0,949766.64,,,,,,,,0.01,,715.0,,,,,,,715.0,0.95,0.0,,,38.6,31.1,143589.0,1510556.28,,1.51,38.61,21.73,0.2541,42.29,0.499
2015-04-22,136244.0,1410125.4,1.29,5.08,1.18,1.45,1.0,979441.2,81664.0,94632.0,845222.4,,,,,,,,0.09,,8618.0,,,,,,,250.0,0.86,0.0,,,34.96,28.13,151957.0,1572754.95,,1.6,34.95,22.41,0.2703,44.75,0.4693
2015-04-23,140694.0,1437892.68,1.33,5.31,1.22,1.47,1.0,1012618.04,86114.0,99082.0,880085.08,,,5000.0,,,5000.0,,0.01,,550.0,,,,5000.0,0.06,,550.0,0.89,0.02,,,36.95,29.66,146957.0,1501900.54,,1.52,36.91,21.71,0.2502,42.81,0.4846
2015-04-24,140694.0,1480100.88,1.33,5.26,1.22,1.46,1.0,1042342.64,86114.0,99082.0,905919.28,,,,,,,,,,,,,,,,,,0.88,,,,36.95,29.66,146957.0,1545987.64,,1.5,36.94,21.67,0.2499,42.79,0.4846
2015-04-27,148655.0,1636691.55,1.41,5.63,1.29,1.58,1.0,1090892.82,94075.0,99082.0,1035765.75,,,7961.0,,,,,,,,,,,7961.0,,,,0.99,,,,40.36,32.4,138996.0,1530345.96,,1.46,40.38,25.84,0.2491,40.58,0.512
2015-04-28,140798.0,1621992.96,1.33,4.75,1.22,1.57,1.0,1141424.64,86218.0,99082.0,993231.36,,,,0.06,,,,0.05,5000.0,7857.0,,,0.06,,,,5000.0,0.95,0.05,,,37.8,29.7,141853.0,1634146.56,,1.56,37.8,21.8,0.251,42.88,0.485
2015-04-29,135898.0,1565544.96,1.29,4.36,1.18,1.57,1.0,1084976.64,81318.0,94182.0,936783.36,,,,,,,,0.02,,4900.0,,,,,,,4900.0,0.93,0.03,,,35.65,28.01,146753.0,1690594.56,,1.69,35.59,22.7,0.2391,40.82,0.4681
2015-04-30,135898.0,1565544.96,1.29,4.52,1.18,1.58,1.0,1084976.64,81318.0,94182.0,936783.36,,,,,,,,,,,,,,,,,,0.93,,,,35.65,28.01,146753.0,1690594.56,,1.69,35.57,22.6,0.2381,40.72,0.4681
2015-05-01,135898.0,1565544.96,1.29,4.79,1.18,1.58,1.0,1084976.64,81318.0,94182.0,936783.36,,,,,,,,,,,,,,,,,,0.94,,,,35.65,28.01,146753.0,1690594.56,,1.69,35.62,22.54,0.2378,40.71,0.4681
2015-05-04,140755.0,1365323.5,1.33,4.96,1.22,1.55,1.0,884465.4,89075.0,91182.0,864027.5,,,7757.0,,,,,,,,,,,7757.0,,,3000.0,0.89,0.03,,,100.0,58.86,0.0,0.0,,1.35,39.72,24.36,0.2356,39.46,0.9302
2015-05-05,210598.0,2021740.8,2.0,4.97,1.83,2.07,1.0,875347.2,142318.0,91182.0,1366252.8,,,53243.0,,,,,,,,,,,53243.0,,,,1.38,,,,62.4,48.06,85753.0,823228.8,,0.83,62.39,14.99,0.3187,52.88,0.7112
2015-05-06,193898.0,1791617.52,1.84,4.25,1.68,1.89,1.0,1396921.68,142318.0,151182.0,1315018.32,,,,0.59,,,,,60000.0,,,,0.59,,,,,1.36,,,,62.4,48.06,85753.0,792357.72,,0.82,62.36,16.23,0.3766,58.32,0.6548
2015-05-07,277998.0,2554801.62,2.64,5.85,2.42,2.64,1.0,1794641.58,221418.0,195282.0,2034831.42,,,79100.0,0.05,,45700.0,,,5000.0,,,,0.05,79100.0,0.45,,6600.0,2.05,0.09,,,100.0,74.78,0.0,0.0,,0.0,100.0,16.89,0.2274,40.13,0.9389
2015-05-08,276087.0,2553804.75,2.62,5.5,2.4,2.61,1.0,1804240.25,219507.0,195053.0,2030439.75,,,,,,,,0.03,,1911.0,,,,,,,229.0,2.02,0.01,,,100.0,74.13,0.0,0.0,,0.0,100.0,17.01,0.2283,40.3,0.9324
2015-05-11,287626.0,2637530.42,2.73,5.77,2.5,2.73,1.0,1898676.01,231046.0,207053.0,2118691.82,,,8000.0,0.04,,8000.0,,0.0,4000.0,461.0,,,0.04,8000.0,0.07,4000.0,,2.14,,,,100.0,77.65,0.0,0.0,,0.0,100.0,17.69,0.216,38.75,0.9666
2015-05-12,287848.0,2590632.0,2.73,5.75,2.5,2.71,1.0,1865475.0,231018.0,207275.0,2079162.0,,,,0.0,,,,0.0,250.0,28.0,,,0.0,,,,28.0,2.12,0.02,,,100.0,77.64,0.0,0.0,,0.0,100.0,17.87,0.215,38.52,0.9674
2015-05-13,292848.0,2638560.48,2.78,5.89,2.54,2.69,1.0,1912597.75,231018.0,212275.0,2081472.18,,,,0.04,,,,,5000.0,,,,0.04,,,,,2.08,,,,100.0,77.64,0.0,0.0,,0.0,100.0,17.27,0.2087,37.93,0.9842
2015-05-14,215417.0,1943061.34,2.04,4.3,1.87,2.0,1.0,1914720.5,86601.0,212275.0,781141.02,,,,,,,,1.3,,144417.0,,,,,,,,0.78,,,,100.0,50.01,0.0,0.0,,0.0,100.0,23.39,0.3274,51.2,1.2441
2015-05-15,215417.0,1938753.0,2.04,4.31,1.87,2.0,1.0,1910475.0,86601.0,212275.0,779409.0,,,,,,,,,,,,,,,,,,0.78,,,,100.0,48.56,0.0,0.0,,0.0,100.0,23.35,0.3274,51.23,1.208
2015-05-18,235917.0,2123253.0,2.24,4.69,2.05,2.19,1.0,1734975.0,119774.0,192775.0,1077966.0,,,33173.0,,,,,,,,,,,33173.0,,,19500.0,1.08,0.18,,,100.0,67.16,0.0,0.0,,0.0,100.0,16.42,0.2752,47.14,1.3229
2015-05-19,195917.0,1898435.73,1.86,3.88,1.7,1.84,1.0,1867989.75,79774.0,192775.0,773010.06,,,,,,,,0.36,,40000.0,,,,,,,,0.72,,,,100.0,46.07,0.0,0.0,,0.0,100.0,15.67,0.3544,56.32,1.1314
2015-05-20,187017.0,1814064.9,1.77,3.42,1.63,1.87,1.0,1783587.5,79074.0,183875.0,767017.8,,,,,,,,0.02,,1800.0,,,,,,1100.0,8900.0,0.77,0.08,,,100.0,46.1,0.0,0.0,,0.0,100.0,16.39,0.3866,59.2,1.0902
2015-05-21,188817.0,1922157.06,1.79,3.47,1.64,1.86,1.0,1279371.5,107567.0,125675.0,1095032.06,,,28493.0,,,,,,,,,,,28493.0,,,58200.0,1.04,0.6,,,100.0,62.97,0.0,0.0,,0.0,100.0,20.85,0.1805,30.32,1.1053
2015-05-22,197117.0,2059872.65,1.87,3.58,1.71,2.04,1.0,1386453.75,115867.0,132675.0,1210810.15,,,1300.0,,,7000.0,,,,,,,,1300.0,0.07,7000.0,,1.18,,,,100.0,67.6,0.0,0.0,,0.0,100.0,19.99,0.1708,29.18,1.1501
2015-05-25,197117.0,2040160.95,1.87,3.54,1.71,2.07,1.0,1373186.25,115867.0,132675.0,1199223.45,,,,,,,,,,,,,,,,,,1.21,,,,100.0,67.6,0.0,0.0,,0.0,100.0,20.18,0.1714,29.24,1.1501
2015-05-26,164540.0,1658563.2,1.56,2.91,1.43,1.74,1.0,1327284.0,113468.0,131675.0,1143757.44,,,,,,,,0.03,,2399.0,,,,,,,1000.0,1.18,0.01,,,100.0,66.42,0.0,0.0,,0.0,100.0,18.39,0.1993,34.8,0.9632
2015-05-27,164540.0,1694762.0,1.56,2.9,1.43,1.69,1.0,1356252.5,113468.0,131675.0,1168720.4,,,,,,,,,,,,,,,,,,1.14,,,,100.0,66.42,0.0,0.0,,0.0,100.0,18.22,0.1984,34.73,0.9632
2015-05-28,162562.0,1666260.5,1.54,2.85,1.41,1.7,1.0,1349668.75,111490.0,131675.0,1142772.5,,,,,,,,0.0,,1978.0,,,,,,,,1.15,,,,100.0,65.26,0.0,0.0,,0.0,100.0,18.45,0.2,35.25,0.9516
2015-05-29,165562.0,1687076.78,1.57,2.89,1.44,1.72,1.0,1372338.25,114490.0,134675.0,1166653.1,,,3000.0,0.03,,,,,3000.0,,,,0.03,3000.0,,,,1.17,,,,100.0,66.59,0.0,0.0,,0.0,100.0,19.99,0.1997,34.59,0.963
2015-06-01,158562.0,1595133.72,1.5,2.76,1.38,1.64,1.0,1284410.5,112490.0,127675.0,1131649.4,,,,,,,,0.02,,2000.0,,,,,,,7000.0,1.15,0.07,,,100.0,65.43,0.0,0.0,,0.0,100.0,19.72,0.212,36.13,0.9223
2015-06-02,155070.0,1527439.5,1.47,2.65,1.35,1.57,1.0,1257598.75,108998.0,127675.0,1073630.3,,,,,,,,0.05,,3492.0,,,,,,,,1.09,,,,100.0,63.27,0.0,0.0,,0.0,100.0,19.88,0.2142,37.02,0.9002
2015-06-03,145079.0,1426126.57,1.38,2.43,1.26,1.45,1.0,1180337.25,102007.0,120075.0,1002728.81,,,,,,10000.0,,0.08,,6991.0,,,,,0.1,,17600.0,1.0,0.19,,,100.0,59.22,0.0,0.0,,0.0,100.0,21.28,0.1622,27.25,0.8422
2015-06-04,139656.0,1364439.12,1.32,2.32,1.21,1.4,1.0,1143822.75,99584.0,117075.0,972935.68,,,,,,,,0.03,,2423.0,,,,,,,3000.0,0.98,0.03,,,100.0,57.81,0.0,0.0,,0.0,100.0,22.22,0.1686,28.19,0.8107
2015-06-05,139656.0,1356059.76,1.32,2.32,1.21,1.4,1.0,1136798.25,99584.0,117075.0,966960.64,,,,,,,,,,,,,,,,,,0.98,,,,100.0,57.29,0.0,0.0,,0.0,100.0,22.39,0.1686,28.09,0.8034
2015-06-08,134130.0,1272893.7,1.27,2.26,1.17,1.32,1.0,1111041.75,94058.0,117075.0,892610.42,,,,,,,,0.06,,5526.0,,,,,,,,0.91,,,,100.0,54.11,0.0,0.0,,0.0,100.0,22.87,0.1726,29.51,0.7716
2015-06-09,132462.0,1255739.76,1.26,2.25,1.15,1.28,1.0,1109871.0,92390.0,117075.0,875857.2,,,,,,,,0.03,,1668.0,,,,,,,,0.88,,,,100.0,53.15,0.0,0.0,,0.0,100.0,23.25,0.1741,29.72,0.762
2015-06-10,130662.0,1263501.54,1.24,2.33,1.14,1.26,1.0,1114709.25,92390.0,115275.0,893411.3,,,,,,,,,,,,,,,,,1800.0,0.87,0.02,,,100.0,53.15,0.0,0.0,,0.0,100.0,23.6,0.1783,30.12,0.7517
2015-06-11,132262.0,1289554.5,1.25,2.43,1.15,1.31,1.0,1139531.25,93990.0,116875.0,916402.5,,,1600.0,0.02,,,,,1600.0,,,,0.02,1600.0,,,,0.91,,,,100.0,53.66,0.0,0.0,,0.0,100.0,23.44,0.1747,29.7,0.7551
2015-06-12,125190.0,1208083.5,1.19,2.25,1.09,1.24,1.0,1069943.75,86918.0,110875.0,838758.7,,,,,,,,0.06,,7072.0,,,,,,,6000.0,0.85,0.06,,,100.0,49.62,0.0,0.0,,0.0,100.0,24.7,0.1875,31.42,0.7147
2015-06-15,125190.0,1250648.1,1.19,2.23,1.09,1.23,1.0,1107641.25,86918.0,110875.0,868310.82,,,,,,,,,,,,,,,,,,0.84,,,,100.0,49.62,0.0,0.0,,0.0,100.0,24.67,0.1871,31.39,0.7147
2015-06-16,125190.0,1264419.0,1.19,3.0,1.09,1.27,1.0,1119837.5,86918.0,110875.0,877871.8,,,,,,,,,,,,,,,,,,0.87,,,,100.0,49.62,0.0,0.0,,0.0,100.0,24.76,0.1877,31.41,0.7147
2015-06-17,135190.0,1326213.9,1.28,3.42,1.17,1.39,1.0,1185783.75,96918.0,120875.0,950765.58,,,10000.0,0.11,,,,,10000.0,,,,0.11,10000.0,,,,0.98,,,,100.0,55.33,0.0,0.0,,0.0,100.0,22.77,0.2106,36.75,0.7718
2015-06-18,135190.0,1324862.0,1.28,3.34,1.17,1.35,1.0,1184575.0,96918.0,120875.0,949796.4,,,,,,,,,,,,,,,,,,0.95,,,,100.0,54.66,0.0,0.0,,0.0,100.0,22.75,0.21,36.67,0.7625
2015-06-19,135030.0,1350300.0,1.28,3.4,1.17,1.35,1.0,1208750.0,96758.0,120875.0,967580.0,,,,,,,,0.0,,160.0,,,,,,,,0.95,,,,100.0,54.88,0.0,0.0,,0.0,100.0,22.91,0.2103,36.65,0.7658
