,TUR FP Equity_DX_SI_QTY,TUR FP Equity_DX_SHORT_INTEREST_VALUE,TUR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TUR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TUR FP Equity_DX_SI_MV,TUR FP Equity_DX_DSS,TUR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TUR FP Equity_DX_SUPPLY_SI_QTY,TUR FP Equity_DX_BROKER_SI_QTY,TUR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TUR FP Equity_DX_BROKER_SI_MV_NEW_x,TUR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TUR FP Equity_DX_SUPPLY_SI_QTY_INC_x,TUR FP Equity_DX_BROKER_SI_MV_INC_x,TUR FP Equity_DX_SUPPLY_SI_MV_NEW,TUR FP Equity_DX_BROKER_SI_QTY_ADD,TUR FP Equity_DX_BROKER_SI_QTY_NEW,TUR FP Equity_DX_SUPPLY_SI_MV_DEC,TUR FP Equity_DX_BROKER_SI_QTY_INC,TUR FP Equity_DX_SUPPLY_SI_QTY_DEC,TUR FP Equity_DX_BROKER_SI_MV_NEW_y,TUR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TUR FP Equity_DX_BROKER_SI_MV_INC_y,TUR FP Equity_DX_SUPPLY_SI_QTY_INC_y,TUR FP Equity_DX_BROKER_SI_MV_ADD,TUR FP Equity_DX_SUPPLY_SI_QTY_ADD,TUR FP Equity_DX_BROKER_SI_QTY_DEC,TUR FP Equity_DX_SUPPLY_SI_MV,TUR FP Equity_DX_BROKER_SI_MV_DEC,TUR FP Equity_DX_SUPPLY_SI_MV_RMV,TUR FP Equity_DX_BROKER_SI_MV_RMV,TUR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TUR FP Equity_DX_UTILIZATION_QUANTITY,TUR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TUR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TUR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TUR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TUR FP Equity_DX_ACTIVE_UTILIZATION_MV,TUR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TUR FP Equity_DX_BROKER_SI_CON_RATIO,TUR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TUR FP Equity_DX_DEMAND_SUPPLY_RATIO,TUR FP Equity_PX_LAST
2007-05-08,5209.0,194856.67,0.2,0.18,0.22,,194856.67,0.0,5209.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.24
2007-05-09,5209.0,195728.3,0.2,0.18,0.22,,195728.3,0.0,5209.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.42
2007-05-10,5668.0,213186.0,0.22,0.18,0.23,,213186.0,0.0,5668.0,0.0,,,,0.02,,,,,459.0,,,,0.02,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.46
2007-05-11,5668.0,213396.76,0.21,0.18,0.23,,213396.76,0.0,5668.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.5
2007-05-14,4868.0,184815.87,0.19,0.15,0.2,,184815.87,0.0,4868.0,0.0,,,,,,,,,,,,,,,,,800.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.84
2007-05-15,4868.0,184091.81,0.18,0.15,0.2,,184091.81,0.0,4868.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.68
2007-05-16,4868.0,186580.76,0.19,0.15,0.2,,186580.76,0.0,4868.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.23
2007-05-17,4500.0,174860.51,0.18,0.14,0.19,,174860.51,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,368.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.8
2007-05-18,4500.0,175320.67,0.17,0.14,0.19,,175320.67,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.91
2007-05-21,4500.0,177746.97,0.18,0.14,0.19,,177746.97,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.49
2007-05-22,443.0,17522.91,0.02,0.01,0.02,,17522.91,0.0,443.0,0.0,,,,,,,,,,,,,,,,,4057.0,0.0,0.17,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.55
2007-05-23,443.0,17403.48,0.02,0.01,0.02,,17403.48,0.0,443.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.26
2007-05-24,443.0,17189.34,0.02,0.01,0.02,,17189.34,0.0,443.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.74
2007-05-25,443.0,17255.23,0.02,0.01,0.02,,17255.23,0.0,443.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.9
2007-05-28,443.0,17704.11,0.02,0.01,0.02,,17704.11,0.0,443.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.99
2007-05-29,443.0,17782.36,0.02,0.01,0.02,,17782.36,0.0,443.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.18
2007-05-30,443.0,17366.42,0.02,0.01,0.02,,17366.42,0.0,443.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.17
2007-05-31,443.0,17914.14,0.02,0.01,0.02,,17914.14,0.0,443.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.5
2007-06-01,443.0,17823.54,0.02,0.01,0.02,,17823.54,0.0,443.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.28
2007-06-04,443.0,17658.81,0.02,0.01,0.02,,17658.81,0.0,443.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.88
2007-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.02
2007-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8
2007-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.36
2007-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.56
2007-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.26
2007-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.79
2007-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.19
2007-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.43
2007-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.26
2007-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5
2007-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.34
2007-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.37
2007-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.88
2007-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2
2007-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.95
2007-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.15
2007-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.31
2007-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.61
2007-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.61
2007-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.36
2007-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.55
2007-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7
2007-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.98
2007-07-06,1400.0,61376.88,0.06,0.04,0.07,,61376.88,0.0,1400.0,0.0,,,,,,1400.0,,,,,,,,,0.07,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,47.16
2007-07-09,1400.0,63446.2,0.06,0.04,0.07,,63446.2,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,48.75
2007-07-10,1400.0,61689.23,0.06,0.04,0.07,,61689.23,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,47.4
2007-07-11,1400.0,60869.31,0.06,0.04,0.07,,60869.31,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,46.77
2007-07-12,1400.0,63888.7,0.06,0.04,0.07,,63888.7,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,49.09
2007-07-13,1400.0,64005.83,0.06,0.04,0.07,,64005.83,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,49.18
2007-07-16,5100.0,231457.31,0.21,0.16,0.25,,231457.31,0.0,5100.0,0.0,,,,0.18,,,,,3700.0,,,,0.18,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,48.82
2007-07-17,5100.0,231315.08,0.21,0.16,0.25,,231315.08,0.0,5100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,48.79
2007-07-18,5100.0,227901.54,0.22,0.16,0.25,,227901.54,0.0,5100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,48.07
2007-07-19,5100.0,240465.28,0.22,0.16,0.25,,240465.28,0.0,5100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,50.72
2007-07-20,3700.0,170499.69,0.15,0.12,0.18,,170499.69,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,1400.0,0.0,0.07,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,49.57
2007-07-23,3700.0,184705.13,0.13,0.12,0.18,,184705.13,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,53.7
2007-07-24,3700.0,181850.29,0.13,0.12,0.18,,181850.29,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,52.87
2007-07-25,1412.0,69135.48,0.05,0.04,0.07,,69135.48,0.0,1412.0,0.0,,,,,,,,,,,,,,,,,2288.0,0.0,0.11,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,52.67
2007-07-26,1412.0,64055.65,0.04,0.04,0.07,,64055.65,0.0,1412.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0913,48.8
2007-07-27,346.0,15439.04,0.01,0.01,0.02,,15439.04,0.0,346.0,0.0,,,,,,,,,,,,,,,,,1066.0,0.0,0.05,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0224,48.0
2007-07-30,346.0,15313.6,0.01,0.01,0.02,,15313.6,0.0,346.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0224,47.61
2007-07-31,346.0,15966.54,0.01,0.01,0.02,,15966.54,0.0,346.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0224,49.64
2007-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,346.0,0.0,0.02,,,0.0,0.0,15460.0,692004.21,,0.83,0.0,,0.0,,0.0,48.15
2007-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15460.0,697034.35,,0.83,0.0,,0.0,,0.0,48.5
2007-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15460.0,688411.25,,0.63,0.0,,0.0,,0.0,47.9
2007-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15460.0,671165.04,,0.63,0.0,,0.0,,0.0,46.7
2007-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15460.0,685536.88,,0.73,0.0,,0.0,,0.0,47.7
2007-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15460.0,711406.19,,0.73,0.0,,0.0,,0.0,49.5
2007-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15460.0,684818.29,,0.77,0.0,,0.0,,0.0,47.65
2007-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15460.0,656074.6,,0.76,0.0,,0.0,,0.0,45.65
2007-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15460.0,677344.93,,0.73,0.0,,0.0,,0.0,47.13
2007-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05
2007-08-15,6500.0,266655.31,0.16,0.2,0.32,,266655.31,0.0,6500.0,0.0,,,,,,6500.0,,,,,,,,,0.32,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,44.13
2007-08-16,3120.0,113695.59,0.08,0.1,0.15,,113695.59,0.0,3120.0,0.0,,,,,,,,,,,,,,,,,3380.0,0.0,0.17,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,39.2
2007-08-17,5920.0,226736.73,0.15,0.18,0.28,,226736.73,0.0,5920.0,0.0,,,,0.12,,,,,2800.0,,,,0.12,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.2
2007-08-20,5920.0,231854.81,0.14,0.18,0.28,,231854.81,0.0,5920.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.13
2007-08-21,9320.0,354011.38,0.22,0.29,0.42,,354011.38,0.0,9320.0,0.0,,,,0.14,,,,,3400.0,,,,0.14,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.86
2007-08-22,14420.0,580170.26,0.35,0.44,0.63,,580170.26,0.0,14420.0,0.0,,,,0.22,,,,,5100.0,,,,0.22,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.28
2007-08-23,17120.0,698509.46,0.4,0.53,0.74,,698509.46,0.0,17120.0,0.0,,,,0.11,,,,,2700.0,,,,0.11,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.89
2007-08-24,15596.0,623425.61,0.37,0.48,0.67,,623425.61,0.0,15596.0,0.0,,,,,,,,,,,,,,,,,1524.0,0.0,0.07,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.0
2007-08-27,22469.0,920721.5,0.53,0.69,0.94,,920721.5,0.0,22469.0,0.0,,,,,,11269.0,,,,,,,,,0.47,,4396.0,0.0,0.2,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.66,0.5,50.34,0.0,44.08
2007-08-28,22469.0,895656.48,0.54,0.69,0.94,,895656.48,0.0,22469.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.5,0.5,50.5,0.0,42.88
2007-08-29,19769.0,813941.77,0.46,0.61,0.83,,813941.77,0.0,19769.0,0.0,,,,,,,,,,,,,,,,,2700.0,0.0,0.11,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.94,0.51,57.06,0.0,44.29
2007-08-30,16769.0,702271.29,0.4,0.52,0.7,,702271.29,0.0,16769.0,0.0,,,,,,,,,,,,,,,,,3000.0,0.0,0.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.51,0.5,50.49,0.0,45.05
2007-08-31,16769.0,733292.82,0.42,0.52,0.71,,733292.82,0.0,16769.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.67,0.5,50.33,0.0,47.04
2007-09-03,15256.0,670108.99,0.41,0.47,0.65,,670108.99,0.0,15256.0,0.0,,,,,,,,,,,,,,,,,1513.0,0.0,0.05,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.46,0.5041,54.54,0.0,47.25
2007-09-04,15256.0,669541.71,0.42,0.47,0.65,,669541.71,0.0,15256.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.52,0.504,54.48,0.0,47.21
2007-09-05,9749.0,409186.01,0.28,0.35,0.41,,409186.01,0.0,9749.0,0.0,,,,,,,,,,,,,,,,,5507.0,0.0,0.24,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.53,0.7808,87.47,0.0,45.15
2007-09-06,8987.0,385140.0,0.25,0.32,0.37,,385140.0,0.0,8987.0,0.0,,,,,,,,,,,,,,,,,762.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.2,0.9014,94.8,0.0,46.1
2007-09-07,4287.0,176786.04,0.12,0.15,0.37,,176786.04,0.0,4287.0,0.0,,,,,,,,,,,,,,,,,4700.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.2,0.9014,94.8,0.0,44.36
2007-09-10,3887.0,158863.05,0.11,0.14,0.16,,158863.05,0.0,3887.0,0.0,,,,,,,,,,,,,,,,,400.0,0.0,0.21,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.2,0.7857,87.8,0.0,43.39
2007-09-11,3887.0,166624.97,0.11,0.14,0.16,,166624.97,0.0,3887.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.2,0.7857,87.8,0.0,45.51
2007-09-12,11487.0,492957.02,0.33,0.41,0.5,,492957.02,0.0,11487.0,0.0,,,,0.34,,,,,7600.0,,,,0.34,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.89,0.9252,96.11,1.2092,45.56
2007-09-13,11487.0,504534.36,0.33,0.41,0.5,,504534.36,0.0,11487.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.89,0.9252,96.11,1.2092,46.63
2007-09-14,11487.0,513731.32,0.32,0.41,0.5,,513731.32,0.0,11487.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.86,0.9258,96.14,1.2092,47.48
2007-09-17,11487.0,507455.75,0.32,0.41,0.5,,507455.75,0.0,11487.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.92,0.9247,96.08,1.2092,46.9
2007-09-18,11487.0,515678.91,0.34,0.41,0.5,,515678.91,0.0,11487.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.92,0.9246,96.08,0.4689,47.66
2007-09-19,11487.0,551817.55,0.34,0.41,0.5,,551817.55,0.0,11487.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.92,0.9247,96.08,0.4689,51.0
2007-09-20,11487.0,547489.57,0.31,0.41,0.5,,547489.57,0.0,11487.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.91,0.9249,96.09,0.4689,50.6
2007-09-21,15209.0,733625.05,0.41,0.54,0.7,,733625.05,0.0,15209.0,0.0,,,,0.31,,,,,6111.0,,,,0.31,,,,2389.0,0.0,0.1,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.78,0.5021,53.22,0.6208,51.21
2007-09-24,7502.0,360384.37,0.2,0.27,0.37,,360384.37,0.0,7502.0,0.0,,,,,,,,,,,,,,,,,7707.0,0.0,0.33,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.57,0.8109,89.43,0.3062,51.0
2007-09-25,7132.0,337235.87,0.18,0.25,0.35,,337235.87,0.0,7132.0,0.0,,,,,,,,,,,,,,,,,370.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.54,0.8777,93.46,0.2911,50.2
2007-09-26,7132.0,348589.03,0.18,0.25,0.35,,348589.03,0.0,7132.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.65,0.8759,93.35,0.2911,51.89
2007-09-27,8286.0,408114.74,0.21,0.29,0.42,,408114.74,0.0,8286.0,0.0,,,,0.07,,,,,1154.0,,,,0.07,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.56,0.895,94.44,0.3382,52.29
2007-09-28,8286.0,404212.33,0.22,0.29,0.42,,404212.33,0.0,8286.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.52,0.8958,94.48,0.3382,51.79
2007-10-01,7132.0,350671.57,0.2,0.25,0.36,,350671.57,0.0,7132.0,0.0,,,,,,,,,,,,,,,,,1154.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.5,0.8785,93.5,0.2911,52.2
2007-10-02,6645.0,329668.17,0.18,0.24,0.34,,329668.17,0.0,6645.0,0.0,,,,,,,,,,,,,,,,,487.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.77,0.8738,93.23,0.2712,52.67
2007-10-03,6645.0,328604.12,0.17,0.24,0.34,,328604.12,0.0,6645.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.77,0.8737,93.23,0.2712,52.5
2007-10-04,534.0,26738.99,0.01,0.02,0.02,,26738.99,0.0,534.0,0.0,,,,,,,,,,,,,,,,,6111.0,0.0,0.32,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0218,53.16
2007-10-05,534.0,27946.16,0.01,0.02,0.02,,27946.16,0.0,534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0179,55.56
2007-10-08,534.0,27926.04,0.01,0.02,0.02,0.0,27926.04,0.0,534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0179,55.52
2007-10-09,534.0,28871.67,0.01,0.02,0.02,0.0,28871.67,0.0,534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0184,57.4
2007-10-10,7273.0,388089.79,0.18,0.26,0.42,0.0,388089.79,0.0,7273.0,0.0,,,,,,7273.0,,,,,,,,,0.42,,534.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2499,56.65
2007-10-11,11273.0,608964.04,0.28,0.4,0.61,0.0,500924.64,2000.0,9273.0,108039.39,,,,,,2000.0,,,,,,,,,0.09,2000.0,,0.11,,,,8.89,8.89,20500.0,1107403.77,,1.16,8.89,18.51,0.505,67.08,0.501,57.35
2007-10-12,11273.0,608220.75,0.27,0.4,0.61,0.0,500313.23,2000.0,9273.0,107907.52,,,,,,,,,,,,,,,,,,0.11,,,,8.89,8.89,20500.0,1106052.1,,1.15,8.89,18.3,0.5078,67.36,0.501,57.28
2007-10-15,11273.0,589320.03,0.27,0.4,0.62,0.0,484765.78,2000.0,9273.0,104554.25,,,,,,,,,,,,,,,,,,0.11,,,,8.89,8.89,20500.0,1071681.07,,1.17,8.89,18.56,0.5058,67.15,0.501,55.5
2007-10-16,11273.0,580612.96,0.26,0.38,0.63,0.0,477603.48,2000.0,9273.0,103009.49,,,,,,,,,,,,,,,,,,0.11,,,,8.89,8.89,20500.0,1055847.22,,1.14,8.89,17.51,0.486,65.24,0.501,54.68
2007-10-17,11273.0,585391.23,0.26,0.38,0.61,0.0,481534.01,2000.0,9273.0,103857.22,,,,,,,,,,,,,,,,,,0.11,,,,10.53,10.53,17000.0,882786.39,,0.93,10.53,17.88,0.5111,67.7,0.5933,55.13
2007-10-18,9273.0,467296.75,0.22,0.31,0.5,0.0,467296.75,0.0,9273.0,0.0,,,,,,,,0.11,,2000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.61,0.7098,82.39,0.4881,53.5
2007-10-19,7273.0,359659.56,0.17,0.18,0.41,0.0,359659.56,0.0,7273.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.09,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3828,52.5
2007-10-22,7273.0,343012.46,0.18,0.18,0.41,0.0,343012.46,0.0,7273.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3828,50.07
