,CRTO FP Equity_DX_SI_QTY,CRTO FP Equity_DX_SHORT_INTEREST_VALUE,CRTO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CRTO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRTO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRTO FP Equity_DX_SI_MV,CRTO FP Equity_DX_DSS,CRTO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRTO FP Equity_DX_SUPPLY_SI_QTY,CRTO FP Equity_DX_BROKER_SI_QTY,CRTO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRTO FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRTO FP Equity_DX_BROKER_SI_MV_INC_x,CRTO FP Equity_DX_BROKER_SI_QTY_ADD,CRTO FP Equity_DX_SUPPLY_SI_MV_DEC,CRTO FP Equity_DX_BROKER_SI_QTY_INC,CRTO FP Equity_DX_SUPPLY_SI_QTY_DEC,CRTO FP Equity_DX_BROKER_SI_MV_INC_y,CRTO FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRTO FP Equity_DX_BROKER_SI_MV_ADD,CRTO FP Equity_DX_SUPPLY_SI_QTY_ADD,CRTO FP Equity_DX_BROKER_SI_QTY_DEC,CRTO FP Equity_DX_SUPPLY_SI_MV,CRTO FP Equity_DX_BROKER_SI_MV_DEC,CRTO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRTO FP Equity_DX_UTILIZATION_QUANTITY,CRTO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRTO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRTO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRTO FP Equity_DX_ACTIVE_UTILIZATION_MV,CRTO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRTO FP Equity_DX_BROKER_SI_CON_RATIO,CRTO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRTO FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,380750.0,0.38,0.0,,0.0,,0.0
2019-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,373561.44,0.38,0.0,,0.0,,0.0
2019-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,373622.36,0.37,0.0,,0.0,,0.0
2019-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,385014.4,0.37,0.0,,0.0,,0.0
2019-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,383491.4,0.39,0.0,,0.0,,0.0
2019-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,373074.08,0.38,0.0,,0.0,,0.0
2019-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,367164.84,0.37,0.0,,0.0,,0.0
2019-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,363083.2,0.37,0.0,,0.0,,0.0
2019-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,360951.0,0.36,0.0,,0.0,,0.0
2019-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,354859.0,0.36,0.0,,0.0,,0.0
2019-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,335060.0,0.35,0.0,,0.0,,0.0
2019-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,350229.08,0.34,0.0,,0.0,,0.0
2019-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,350290.0,0.35,0.0,,0.0,,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,350290.0,0.35,0.0,,0.0,,0.0
2019-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,351813.0,0.35,0.0,,0.0,,0.0
2019-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,353336.0,0.35,0.0,,0.0,,0.0
2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,359488.92,0.35,0.0,,0.0,,0.0
2019-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,367043.0,0.36,0.0,,0.0,,0.0
2019-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,367043.0,0.37,0.0,,0.0,,0.0
2019-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,365520.0,0.37,0.0,,0.0,,0.0
2019-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,402011.08,0.37,0.0,,0.0,,0.0
2019-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,392934.0,0.4,0.0,,0.0,,0.0
2019-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,386842.0,0.39,0.0,,0.0,,0.0
2019-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,394152.4,0.39,0.0,,0.0,,0.0
2019-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,394152.4,0.39,0.0,,0.0,,0.0
2019-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,394883.44,0.39,0.0,,0.0,,0.0
2019-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,398782.32,0.39,0.0,,0.0,,0.0
2019-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,391350.08,0.4,0.0,,0.0,,0.0
2019-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,391106.4,0.39,0.0,,0.0,,0.0
2019-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,391045.48,0.39,0.0,,0.0,,0.0
2019-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,386842.0,0.39,0.0,,0.0,,0.0
2019-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,384100.6,0.39,0.0,,0.0,,0.0
2019-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,384100.6,0.38,0.0,,0.0,,0.0
2019-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,383856.92,0.38,0.0,,0.0,,0.0
2019-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,385379.92,0.38,0.0,,0.0,,0.0
2019-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,403046.72,0.39,0.0,,0.0,,0.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,397563.92,0.4,0.0,,0.0,,0.0
2019-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,399086.92,0.4,0.0,,0.0,,0.0
2019-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,396040.92,0.4,0.0,,0.0,,0.0
2019-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,398721.4,0.4,0.0,,0.0,,0.0
2019-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,399147.84,0.4,0.0,,0.0,,0.0
2019-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,399147.84,0.4,0.0,,0.0,,0.0
2019-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,402072.0,0.4,0.0,,0.0,,0.0
2019-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,400549.0,0.4,0.0,,0.0,,0.0
2019-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,397929.44,0.4,0.0,,0.0,,0.0
2019-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,395980.0,0.4,0.0,,0.0,,0.0
2019-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,393604.12,0.4,0.0,,0.0,,0.0
2019-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,395919.08,0.39,0.0,,0.0,,0.0
2019-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,391471.92,0.4,0.0,,0.0,,0.0
2019-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,391411.0,0.39,0.0,,0.0,,0.0
2019-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,391411.0,0.39,0.0,,0.0,,0.0
2019-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,386842.0,0.39,0.0,,0.0,,0.0
2019-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,386902.92,0.39,0.0,,0.0,,0.0
2019-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,386902.92,0.39,0.0,,0.0,,0.0
2019-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,386963.84,0.39,0.0,,0.0,,0.0
2019-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,385319.0,0.39,0.0,,0.0,,0.0
2019-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,386842.0,0.39,0.0,,0.0,,0.0
2019-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,380750.0,0.39,0.0,,0.0,,0.0
2019-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,380810.92,0.38,0.0,,0.0,,0.0
2019-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,386842.0,0.38,0.0,,0.0,,0.0
2019-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,383796.0,0.39,0.0,,0.0,,0.0
2019-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,377764.92,0.38,0.0,,0.0,,0.0
2019-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,377764.92,0.38,0.0,,0.0,,0.0
2019-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,382273.0,0.38,0.0,,0.0,,0.0
2019-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,380750.0,0.38,0.0,,0.0,,0.0
2019-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,376181.0,0.38,0.0,,0.0,,0.0
2019-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,378922.4,0.38,0.0,,0.0,,0.0
2019-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,378922.4,0.37,0.0,,0.0,,0.0
2019-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,380750.0,0.38,0.0,,0.0,,0.0
2019-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,373135.0,0.38,0.0,,0.0,,0.0
2019-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,371733.84,0.37,0.0,,0.0,,0.0
2019-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,379166.08,0.37,0.0,,0.0,,0.0
2019-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,377764.92,0.38,0.0,,0.0,,0.0
2019-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,377764.92,0.38,0.0,,0.0,,0.0
2019-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,380750.0,0.38,0.0,,0.0,,0.0
2019-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,382273.0,0.38,0.0,,0.0,,0.0
2019-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,383796.0,0.38,0.0,,0.0,,0.0
2019-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,379287.92,0.38,0.0,,0.0,,0.0
2019-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,382273.0,0.38,0.0,,0.0,,0.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,376241.92,0.38,0.0,,0.0,,0.0
2019-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,383796.0,0.38,0.0,,0.0,,0.0
2019-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,383796.0,0.38,0.0,,0.0,,0.0
2019-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,380750.0,0.38,0.0,,0.0,,0.0
2019-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,380871.84,0.38,0.0,,0.0,,0.0
2019-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,382882.2,0.38,0.0,,0.0,,0.0
2019-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,385258.08,0.38,0.0,,0.0,,0.0
2019-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,385319.0,0.39,0.0,,0.0,,0.0
2019-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,388243.16,0.39,0.0,,0.0,,0.0
2019-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,388365.0,0.39,0.0,,0.0,,0.0
2019-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,389888.0,0.39,0.0,,0.0,,0.0
2019-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,382273.0,0.39,0.0,,0.0,,0.0
2019-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,388425.92,0.38,0.0,,0.0,,0.0
2019-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,389827.08,0.39,0.0,,0.0,,0.0
2019-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,389827.08,0.39,0.0,,0.0,,0.0
2019-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,386842.0,0.39,0.0,,0.0,,0.0
2019-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,389888.0,0.39,0.0,,0.0,,0.0
2019-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,389888.0,0.39,0.0,,0.0,,0.0
2019-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,391411.0,0.39,0.0,,0.0,,0.0
2019-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,391411.0,0.39,0.0,,0.0,,0.0
2019-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,397503.0,0.39,0.0,,0.0,,0.0
2019-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,395980.0,0.4,0.0,,0.0,,0.0
2019-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,399026.0,0.4,0.0,,0.0,,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,399026.0,0.4,0.0,,0.0,,0.0
2019-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,395980.0,0.4,0.0,,0.0,,0.0
2019-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,395980.0,0.4,0.0,,0.0,,0.0
2019-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,395980.0,0.4,0.0,,0.0,,0.0
2019-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,399026.0,0.4,0.0,,0.0,,0.0
2019-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,398904.16,0.4,0.0,,0.0,,0.0
2019-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,398904.16,0.4,0.0,,0.0,,0.0
2019-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,395980.0,0.4,0.0,,0.0,,0.0
2019-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,395980.0,0.4,0.0,,0.0,,0.0
2019-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,395980.0,0.4,0.0,,0.0,,0.0
2019-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,399026.0,0.4,0.0,,0.0,,0.0
2019-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,399026.0,0.4,0.0,,0.0,,0.0
2019-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,399026.0,0.4,0.0,,0.0,,0.0
2019-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,399026.0,0.4,0.0,,0.0,,0.0
2019-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,400549.0,0.4,0.0,,0.0,,0.0
2019-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,400549.0,0.4,0.0,,0.0,,0.0
2019-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,399026.0,0.4,0.0,,0.0,,0.0
2019-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,395980.0,0.4,0.0,,0.0,,0.0
2019-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,392934.0,0.4,0.0,,0.0,,0.0
2019-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,381054.6,0.39,0.0,,0.0,,0.0
2019-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,381054.6,0.38,0.0,,0.0,,0.0
2019-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,381724.72,0.38,0.0,,0.0,,0.0
2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,381907.48,0.38,0.0,,0.0,,0.0
2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,384527.04,0.38,0.0,,0.0,,0.0
2019-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,384527.04,0.38,0.0,,0.0,,0.0
2019-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,381968.4,0.38,0.0,,0.0,,0.0
2019-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3046.0,382638.52,0.38,0.0,,0.0,,0.0
