,LNA FP Equity_DX_SI_QTY,LNA FP Equity_DX_SHORT_INTEREST_VALUE,LNA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LNA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LNA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LNA FP Equity_DX_SI_MV,LNA FP Equity_DX_DSS,LNA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LNA FP Equity_DX_SUPPLY_SI_QTY,LNA FP Equity_DX_BROKER_SI_QTY,LNA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LNA FP Equity_DX_BROKER_SI_MV_NEW_x,LNA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LNA FP Equity_DX_SUPPLY_SI_QTY_INC_x,LNA FP Equity_DX_BROKER_SI_MV_INC_x,LNA FP Equity_DX_SUPPLY_SI_MV_NEW,LNA FP Equity_DX_BROKER_SI_QTY_ADD,LNA FP Equity_DX_BROKER_SI_QTY_NEW,LNA FP Equity_DX_SUPPLY_SI_MV_DEC,LNA FP Equity_DX_BROKER_SI_QTY_INC,LNA FP Equity_DX_SUPPLY_SI_QTY_DEC,LNA FP Equity_DX_BROKER_SI_MV_NEW_y,LNA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LNA FP Equity_DX_BROKER_SI_MV_INC_y,LNA FP Equity_DX_SUPPLY_SI_QTY_INC_y,LNA FP Equity_DX_BROKER_SI_MV_ADD,LNA FP Equity_DX_SUPPLY_SI_QTY_ADD,LNA FP Equity_DX_BROKER_SI_QTY_DEC,LNA FP Equity_DX_SUPPLY_SI_MV,LNA FP Equity_DX_BROKER_SI_MV_DEC,LNA FP Equity_DX_SUPPLY_SI_MV_RMV,LNA FP Equity_DX_BROKER_SI_MV_RMV,LNA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LNA FP Equity_DX_UTILIZATION_QUANTITY,LNA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LNA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LNA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LNA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LNA FP Equity_DX_ACTIVE_UTILIZATION_MV,LNA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LNA FP Equity_DX_BROKER_SI_CON_RATIO,LNA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LNA FP Equity_DX_DEMAND_SUPPLY_RATIO,LNA FP Equity_PX_LAST
2014-03-12,149.0,2362.4,0.0,0.01,0.0,0.0,0.0,2362.4,149.0,149.0,2362.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,16.01
2014-03-13,149.0,2353.55,0.0,0.01,0.0,0.0,0.0,2353.55,149.0,149.0,2353.55,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,15.95
2014-03-14,149.0,2338.79,0.0,0.01,0.0,0.0,0.0,2338.79,149.0,149.0,2338.79,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,15.85
2014-03-17,149.0,2356.5,0.0,0.01,0.0,0.0,0.0,2356.5,149.0,149.0,2356.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,15.97
2014-03-18,149.0,2355.03,0.0,0.01,0.0,0.0,0.0,2355.03,149.0,149.0,2355.03,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0028,15.96
2014-03-19,149.0,2353.55,0.0,0.01,0.0,0.0,0.0,2353.55,149.0,149.0,2353.55,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0028,15.95
2014-03-20,149.0,2357.98,0.0,0.01,0.0,0.0,0.0,2357.98,149.0,149.0,2357.98,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,15.98
2014-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,149.0,,,,,,,149.0,0.0,0.0,,,0.0,0.0,53229.0,840786.01,,0.85,0.0,,0.0,,0.0,15.95
2014-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53229.0,841840.29,,0.85,0.0,,0.0,,0.0,15.97
2014-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,61917.0,977405.34,,0.99,0.0,,0.0,,0.0,15.94
2014-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,61917.0,975565.81,,0.99,0.0,,0.0,,0.0,15.91
2014-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,61917.0,969434.03,,0.99,0.0,,0.0,,0.0,15.81
2014-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53229.0,833933.21,,0.85,0.0,,0.0,,0.0,15.82
2014-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,61384.0,960480.95,,0.98,0.0,,0.0,,0.0,15.8
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53229.0,835514.63,,0.84,0.0,,0.0,,0.0,15.85
2014-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53229.0,837623.18,,0.84,0.0,,0.0,,0.0,15.89
2014-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53229.0,853437.34,,0.85,0.0,,0.0,,0.0,16.19
2014-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53229.0,848693.09,,0.85,0.0,,0.0,,0.0,16.1
2014-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53229.0,843421.71,,0.85,0.0,,0.0,,0.0,16.0
2014-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53229.0,851855.92,,0.86,0.0,,0.0,,0.0,16.16
2014-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53229.0,851855.92,,0.85,0.0,,0.0,,0.0,16.16
2014-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53229.0,867142.94,,0.86,0.0,,0.0,,0.0,16.45
2014-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53229.0,864507.25,,0.86,0.0,,0.0,,0.0,16.4
2014-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,59803.0,974830.9,,0.96,0.0,,0.0,,0.0,16.46
2014-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,53229.0,879794.27,,0.87,0.0,,0.0,,0.0,16.69
2014-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,79729.0,1332800.8,,1.31,0.0,,0.0,,0.0,16.88
2014-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1312898.77,,1.31,0.0,,0.0,,0.0,16.84
2014-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1312898.77,,1.32,0.0,,0.0,,0.0,
2014-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1312898.77,,1.33,0.0,,0.0,,0.0,
2014-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1324593.23,,1.33,0.0,,0.0,,0.0,16.99
2014-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1317576.55,,1.33,0.0,,0.0,,0.0,16.9
2014-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1323033.97,,1.34,0.0,,0.0,,0.0,16.97
2014-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1325372.86,,1.33,0.0,,0.0,,0.0,17.0
2014-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1321474.71,,1.33,0.0,,0.0,,0.0,16.95
2014-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1325372.86,,1.34,0.0,,0.0,,0.0,17.0
2014-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1325372.86,,1.33,0.0,,0.0,,0.0,17.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1325372.86,,1.34,0.0,,0.0,,0.0,
2014-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1323813.6,,1.34,0.0,,0.0,,0.0,16.98
2014-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1309780.24,,1.34,0.0,,0.0,,0.0,16.8
2014-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1301983.93,,1.34,0.0,,0.0,,0.0,16.7
2014-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1322254.34,,1.32,0.0,,0.0,,0.0,16.96
2014-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1322254.34,,1.32,0.0,,0.0,,0.0,16.96
2014-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1320695.08,,1.34,0.0,,0.0,,0.0,16.94
2014-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1320695.08,,1.34,0.0,,0.0,,0.0,16.94
2014-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1323813.6,,1.33,0.0,,0.0,,0.0,16.98
2014-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1323033.97,,1.33,0.0,,0.0,,0.0,16.97
2014-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1317576.55,,1.34,0.0,,0.0,,0.0,16.9
2014-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78725.0,1309780.24,,1.34,0.0,,0.0,,0.0,16.8
2014-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,81614.0,1352188.03,,1.37,0.0,,0.0,,0.0,16.73
2014-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86482.0,1418281.84,,1.45,0.0,,0.0,,0.0,16.56
2014-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,84573.0,1381111.93,,1.43,0.0,,0.0,,0.0,16.49
2014-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,84573.0,1385299.65,,1.43,0.0,,0.0,,0.0,16.54
2014-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,84573.0,1398700.37,,1.4,0.0,,0.0,,0.0,16.7
2014-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85155.0,1401579.24,,1.41,0.0,,0.0,,0.0,16.62
2014-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85155.0,1415072.18,,1.42,0.0,,0.0,,0.0,16.78
2014-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,89438.0,1504845.6,,1.49,0.0,,0.0,,0.0,16.99
2014-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85155.0,1434468.28,,1.43,0.0,,0.0,,0.0,17.01
2014-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85155.0,1433624.98,,1.45,0.0,,0.0,,0.0,17.0
2014-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,89254.0,1507937.01,,1.52,0.0,,0.0,,0.0,17.06
2014-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88518.0,1503391.88,,1.51,0.0,,0.0,,0.0,17.15
2014-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88518.0,1507774.95,,1.51,0.0,,0.0,,0.0,17.2
2014-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88518.0,1507774.95,,1.51,0.0,,0.0,,0.0,17.2
2014-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88518.0,1511281.4,,1.52,0.0,,0.0,,0.0,17.24
2014-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,89105.0,1525715.48,,1.54,0.0,,0.0,,0.0,17.29
2014-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,89105.0,1523068.2,,1.54,0.0,,0.0,,0.0,17.26
2014-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,91869.0,1569403.34,,1.59,0.0,,0.0,,0.0,17.25
2014-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93423.0,1593174.84,,1.61,0.0,,0.0,,0.0,17.22
2014-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,97270.0,1654925.92,,1.68,0.0,,0.0,,0.0,17.18
2014-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,89105.0,1512479.08,,1.53,0.0,,0.0,,0.0,17.14
2014-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,89105.0,1498360.25,,1.53,0.0,,0.0,,0.0,16.98
2014-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,89105.0,1492183.27,,1.52,0.0,,0.0,,0.0,16.91
2014-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,89173.0,1483607.92,,1.51,0.0,,0.0,,0.0,16.8
2014-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93559.0,1526930.47,,1.58,0.0,,0.0,,0.0,16.48
2014-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,89173.0,1479192.42,,1.5,0.0,,0.0,,0.0,16.75
2014-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85673.0,1421134.79,,1.42,0.0,,0.0,,0.0,16.75
2014-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85820.0,1418473.84,,1.44,0.0,,0.0,,0.0,16.69
2014-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,77673.0,1280739.49,,1.3,0.0,,0.0,,0.0,16.65
2014-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78731.0,1297405.02,,1.31,0.0,,0.0,,0.0,16.64
2014-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,78731.0,1286489.35,,1.31,0.0,,0.0,,0.0,16.5
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,80469.0,1317279.53,,1.34,0.0,,0.0,,0.0,16.53
2014-07-02,2959.0,48644.03,0.09,0.31,0.03,0.05,0.0,0.0,2959.0,0.0,48644.03,,,,,,,,,,,,,,,,2959.0,,0.05,,,,100.0,3.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0383,16.6
2014-07-03,2959.0,48673.33,0.09,0.3,0.03,0.05,0.0,48673.33,2959.0,2959.0,48673.33,,,,,,2959.0,,,,,,,,,0.05,,,0.05,,,,100.0,3.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0363,16.61
2014-07-04,2959.0,49054.28,0.09,0.3,0.03,0.05,0.0,49054.28,2959.0,2959.0,49054.28,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.036,16.74
2014-07-07,258.0,4302.67,0.01,0.03,0.0,0.0,0.0,4302.67,258.0,258.0,4302.67,,,,,,,,0.04,,2701.0,,,,,,,2701.0,0.0,0.05,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,16.84
2014-07-08,258.0,4343.55,0.01,0.03,0.0,0.0,0.0,4343.55,258.0,258.0,4343.55,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,17.0
2014-07-09,258.0,4323.11,0.01,0.03,0.0,0.0,0.0,4323.11,258.0,258.0,4323.11,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.32,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0032,16.92
2014-07-10,258.0,4272.01,0.01,0.03,0.0,0.0,0.0,4272.01,258.0,258.0,4272.01,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,16.72
2014-07-11,258.0,4292.45,0.01,0.03,0.0,0.0,0.0,4292.45,258.0,258.0,4292.45,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,16.8
2014-07-14,258.0,4330.78,0.01,0.03,0.0,0.0,0.0,4330.78,258.0,258.0,4330.78,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,16.95
2014-07-15,258.0,4330.78,0.01,0.03,0.0,0.0,0.0,4330.78,258.0,258.0,4330.78,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,16.95
2014-07-16,258.0,4318.0,0.01,0.03,0.0,0.0,0.0,4318.0,258.0,258.0,4318.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,16.9
2014-07-17,258.0,4292.45,0.01,0.03,0.0,0.0,0.0,4292.45,258.0,258.0,4292.45,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,16.8
2014-07-18,258.0,4412.54,0.01,0.03,0.0,0.0,0.0,4412.54,258.0,258.0,4412.54,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,17.27
2014-07-21,258.0,4586.28,0.01,0.03,0.0,0.0,0.0,4586.28,258.0,258.0,4586.28,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,17.95
2014-07-22,258.0,4576.06,0.01,0.03,0.0,0.0,0.0,4576.06,258.0,258.0,4576.06,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,17.91
2014-07-23,258.0,4570.95,0.01,0.03,0.0,0.0,0.0,4570.95,258.0,258.0,4570.95,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,17.89
2014-07-24,258.0,4586.28,0.01,0.03,0.0,0.0,0.0,4586.28,258.0,258.0,4586.28,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034,17.95
2014-07-25,258.0,4675.71,0.01,0.03,0.0,0.0,0.0,4675.71,258.0,258.0,4675.71,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,18.3
2014-07-28,258.0,4726.81,0.01,0.03,0.0,0.01,0.0,4726.81,258.0,258.0,4726.81,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,18.5
2014-07-29,258.0,4688.48,0.01,0.02,0.0,0.01,0.0,4688.48,258.0,258.0,4688.48,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,18.35
2014-07-30,258.0,4601.61,0.01,0.02,0.0,0.01,0.0,4601.61,258.0,258.0,4601.61,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,18.01
2014-07-31,258.0,4599.06,0.01,0.02,0.0,0.0,0.0,4599.06,258.0,258.0,4599.06,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.4,0.0,0.0,,0.0,100.0,,1.0,100.0,0.004,18.0
2014-08-01,258.0,4432.98,0.01,0.02,0.0,0.0,0.0,4432.98,258.0,258.0,4432.98,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0041,17.35
2014-08-04,258.0,4422.76,0.01,0.02,0.0,0.0,0.0,4422.76,258.0,258.0,4422.76,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0041,17.31
2014-08-05,258.0,4427.87,0.01,0.03,0.0,0.0,0.0,4427.87,258.0,258.0,4427.87,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0041,17.33
2014-08-06,258.0,4356.33,0.01,0.03,0.0,0.0,0.0,4356.33,258.0,258.0,4356.33,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0041,17.05
2014-08-07,258.0,4381.88,0.01,0.03,0.0,0.0,0.0,4381.88,258.0,258.0,4381.88,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0041,17.15
2014-08-08,258.0,4231.13,0.01,0.03,0.0,0.0,0.0,4231.13,258.0,258.0,4231.13,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0041,16.56
2014-08-11,258.0,4330.78,0.01,0.03,0.0,0.0,0.0,4330.78,258.0,258.0,4330.78,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0041,16.95
