,LNA FP Equity_DX_SI_QTY,LNA FP Equity_DX_SHORT_INTEREST_VALUE,LNA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LNA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LNA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LNA FP Equity_DX_SI_MV,LNA FP Equity_DX_DSS,LNA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LNA FP Equity_DX_SUPPLY_SI_QTY,LNA FP Equity_DX_BROKER_SI_QTY,LNA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LNA FP Equity_DX_BROKER_SI_MV_NEW_x,LNA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LNA FP Equity_DX_SUPPLY_SI_QTY_INC_x,LNA FP Equity_DX_BROKER_SI_MV_INC_x,LNA FP Equity_DX_SUPPLY_SI_MV_NEW,LNA FP Equity_DX_BROKER_SI_QTY_ADD,LNA FP Equity_DX_BROKER_SI_QTY_NEW,LNA FP Equity_DX_SUPPLY_SI_MV_DEC,LNA FP Equity_DX_BROKER_SI_QTY_INC,LNA FP Equity_DX_SUPPLY_SI_QTY_DEC,LNA FP Equity_DX_BROKER_SI_MV_NEW_y,LNA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LNA FP Equity_DX_BROKER_SI_MV_INC_y,LNA FP Equity_DX_SUPPLY_SI_QTY_INC_y,LNA FP Equity_DX_BROKER_SI_MV_ADD,LNA FP Equity_DX_SUPPLY_SI_QTY_ADD,LNA FP Equity_DX_BROKER_SI_QTY_DEC,LNA FP Equity_DX_SUPPLY_SI_MV,LNA FP Equity_DX_BROKER_SI_MV_DEC,LNA FP Equity_DX_SUPPLY_SI_MV_RMV,LNA FP Equity_DX_BROKER_SI_MV_RMV,LNA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LNA FP Equity_DX_UTILIZATION_QUANTITY,LNA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LNA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LNA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LNA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LNA FP Equity_DX_ACTIVE_UTILIZATION_MV,LNA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LNA FP Equity_DX_BROKER_SI_CON_RATIO,LNA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LNA FP Equity_DX_DEMAND_SUPPLY_RATIO,LNA FP Equity_PX_LAST
2017-02-07,10100.0,382108.45,0.17,1.19,0.1,0.39,0.0,41615.77,10000.0,1100.0,378325.2,,,1000.0,,,1000.0,,,,,,,,1000.0,0.04,,,0.39,,,,17.04,9.27,48690.0,1842065.4,,1.88,17.04,10.39,0.7962,88.62,0.0936,37.99
2017-02-08,10000.0,383901.99,0.17,1.18,0.1,0.38,0.0,38390.2,10000.0,1000.0,383901.99,,,,,,,,,,,,,,,,,100.0,0.38,0.0,,,17.04,9.27,48690.0,1869218.77,,1.85,17.04,10.44,0.8129,89.56,0.0927,38.55
2017-02-09,11000.0,421744.47,0.19,1.26,0.11,0.43,0.0,38340.41,11000.0,1000.0,421744.47,,,1000.0,,,,,,,,,,,1000.0,,,,0.42,,,,18.47,10.11,48558.0,1861733.43,,1.87,18.47,18.58,0.6974,81.42,0.1011,38.5
2017-02-10,11000.0,416267.26,0.19,1.26,0.11,0.43,0.0,75684.96,11000.0,2000.0,416267.26,,,,0.04,,,,,1000.0,,,,0.04,,,,,0.42,,,,18.47,10.11,48558.0,1837555.08,,1.87,18.47,18.94,0.6929,81.06,0.1011,38.0
2017-02-13,11000.0,424483.07,0.19,1.24,0.11,0.42,0.0,77178.74,10941.0,2000.0,422206.29,,,,,,,,0.01,,59.0,,,,,,,,0.42,,,,18.25,10.02,49017.0,1891535.13,,1.86,18.25,18.97,0.6925,81.03,0.1007,38.75
2017-02-14,13241.0,518214.2,0.23,1.47,0.14,0.52,0.0,87706.22,12941.0,2241.0,506473.08,,,2000.0,,,300.0,,,,,,,,2000.0,0.01,,59.0,0.5,0.0,,,21.58,11.85,47017.0,1840108.55,,1.82,21.58,15.29,0.7021,82.35,0.1213,39.3
2017-02-15,13595.0,525434.8,0.24,1.48,0.14,0.55,0.0,73240.08,13295.0,1895.0,513840.06,,,,,,,,0.01,,346.0,,,,,,700.0,346.0,0.52,0.0,,,21.92,12.11,47363.0,1830538.31,,1.86,21.91,13.72,0.7274,84.15,0.1238,38.81
2017-02-16,13595.0,522591.68,0.24,1.47,0.14,0.54,0.0,72843.78,13295.0,1895.0,511059.69,,,,,,,,,,,,,,,,,,0.52,,,,21.82,12.08,47646.0,1831511.83,,1.85,21.81,13.73,0.7274,84.15,0.1235,38.6
2017-02-17,14595.0,563938.57,0.25,1.57,0.15,0.58,0.0,73221.21,14295.0,1895.0,552346.83,,,1000.0,,,,,,,,,,,1000.0,,,,0.55,,,,23.46,13.29,46646.0,1802362.37,,1.8,23.46,12.97,0.7401,85.02,0.1357,38.8
2017-02-20,14595.0,570333.75,0.25,1.58,0.15,0.58,0.0,74051.56,14295.0,1895.0,558610.55,,,,,,,,,,,,,,,,,,0.55,,,,23.84,13.41,45678.0,1784974.66,,1.77,23.84,12.91,0.7409,85.08,0.1369,39.24
2017-02-21,14595.0,574694.1,0.25,1.58,0.15,0.58,0.0,74617.7,14295.0,1895.0,562881.28,,,,,,,,,,,,,,,,,,0.56,,,,23.84,13.41,45678.0,1798621.26,,1.79,23.84,10.89,0.7705,87.08,0.1369,39.54
2017-02-22,17458.0,681516.75,0.3,1.83,0.18,0.7,0.0,68627.93,17158.0,1758.0,669805.5,,,2863.0,,,,,,,,,,,2863.0,,,137.0,0.68,0.0,,,28.61,16.1,42815.0,1671390.74,,1.69,28.61,9.05,0.8053,89.26,0.1638,39.2
2017-02-23,17455.0,684007.03,0.3,1.84,0.18,0.69,0.0,68772.98,17155.0,1755.0,672250.97,,,,,,,,0.01,,3.0,,,,,,,3.0,0.67,0.0,,,28.6,16.09,42818.0,1677903.93,,1.68,28.6,9.06,0.8048,89.23,0.1638,39.35
2017-02-24,19455.0,755599.77,0.34,2.05,0.2,0.78,0.0,145837.94,18345.0,3755.0,712489.22,,,1190.0,0.08,,,,,2000.0,,,,0.08,1190.0,,,,0.72,,,,30.46,17.17,41881.0,1626588.24,,1.65,30.46,18.39,0.6752,80.07,0.1821,39.0
2017-02-27,20145.0,773972.4,0.35,2.06,0.21,0.79,0.0,113147.12,19845.0,2945.0,762446.37,,,1500.0,,,,,,,,,,,1500.0,,,810.0,0.77,0.04,,,32.95,18.57,40381.0,1551441.02,,1.57,32.95,13.21,0.7452,85.29,0.1886,38.58
2017-02-28,20145.0,774774.86,0.35,2.08,0.21,0.78,0.0,113264.43,19845.0,2945.0,763236.88,,,,,,,,,,,,,,,,,,0.77,,,,32.95,18.57,40381.0,1553049.57,,1.56,32.95,13.25,0.7445,85.25,0.1886,38.62
2017-03-01,20145.0,778987.77,0.35,2.06,0.21,0.78,0.0,113880.32,19845.0,2945.0,767387.06,,,,,,,,,,,,,,,,,,0.77,,,,32.95,18.57,40381.0,1561494.42,,1.56,32.96,13.29,0.7439,85.21,0.1886,38.83
2017-03-02,23523.0,925072.6,0.41,2.37,0.24,0.92,0.0,130681.3,22845.0,3323.0,898409.37,,,3000.0,0.01,,183.0,,,195.0,,,,0.01,3000.0,0.01,,,0.89,,,,37.93,21.38,37381.0,1470056.5,,1.45,37.94,11.44,0.7478,85.68,0.2202,39.49
2017-03-03,21823.0,858869.87,0.38,2.18,0.22,0.87,0.0,130780.58,21145.0,3323.0,832186.38,,,,,,,,0.05,,1700.0,,,,,,,,0.84,,,,36.35,20.05,37023.0,1457083.77,,1.46,36.35,12.53,0.727,84.3,0.2069,39.52
2017-03-06,21823.0,868214.86,0.38,2.15,0.22,0.87,0.0,132203.55,21145.0,3323.0,841241.04,,,,,,,,,,,,,,,,,,0.84,,,,36.11,19.97,37417.0,1488612.72,,1.48,36.11,12.62,0.7252,84.18,0.2061,39.95
2017-03-07,21823.0,866041.6,0.38,2.08,0.22,0.88,0.0,131872.62,21145.0,3323.0,839135.3,,,,,,,,,,,,,,,,,,0.84,,,,36.11,19.97,37417.0,1484886.53,,1.49,36.11,12.65,0.7252,84.18,0.2061,39.85
2017-03-08,21823.0,860391.14,0.38,2.1,0.22,0.88,0.0,131012.22,21145.0,3323.0,833660.39,,,,,,,,,,,,,,,,,,0.84,,,,36.11,19.85,37417.0,1475198.44,,1.49,36.11,12.67,0.7249,84.16,0.2048,39.59
2017-03-09,21823.0,851480.8,0.38,2.18,0.22,0.87,0.0,129655.44,21145.0,3323.0,825026.88,,,,,,,,,,,,,,,,,,0.84,,,,36.11,19.85,37417.0,1459921.06,,1.48,36.11,12.59,0.7259,84.23,0.2048,39.18
2017-03-10,20391.0,798653.59,0.35,2.03,0.21,0.8,0.0,132815.18,19645.0,3391.0,769435.03,,,,0.0,,,,0.07,68.0,1500.0,,,0.0,,,,,0.77,,,,33.55,19.05,38917.0,1524260.79,,1.52,33.55,13.4,0.7051,82.84,0.1977,39.33
2017-03-13,20313.0,791350.52,0.35,2.14,0.21,0.81,0.0,129067.31,19567.0,3313.0,762287.97,,,,,,,,0.0,,78.0,,,,,,,78.0,0.77,0.0,,,33.41,18.97,38995.0,1519160.81,,1.53,33.41,13.19,0.708,83.05,0.197,39.12
2017-03-14,20347.0,780922.75,0.35,2.24,0.21,0.8,0.0,128458.66,19567.0,3347.0,750986.16,,,,0.0,,,,,34.0,,,,0.0,,,,,0.77,,,,33.41,18.65,38995.0,1496637.46,,1.53,33.41,13.21,0.7048,82.84,0.1939,38.54
2017-03-15,20347.0,787812.05,0.35,2.27,0.21,0.79,0.0,129591.93,19567.0,3347.0,757611.36,,,,,,,,,,,,,,,,,,0.75,,,,33.41,18.65,38995.0,1509840.8,,1.5,33.41,13.03,0.7075,83.04,0.1939,38.88
2017-03-16,20347.0,796524.99,0.35,2.4,0.21,0.8,0.0,131025.17,19567.0,3347.0,765990.29,,,,,,,,,,,,,,,,,,0.76,,,,33.41,18.64,38995.0,1526539.15,,1.52,33.41,13.0,0.7078,83.06,0.1938,39.31
2017-03-17,21247.0,831545.75,0.37,2.66,0.22,0.84,0.0,166215.22,19567.0,4247.0,765795.43,,,,,,900.0,,,,,,,,,0.04,,,0.77,,,,33.41,18.96,38995.0,1526150.81,,1.53,33.41,16.78,0.6603,79.45,0.2059,39.3
2017-03-20,20643.0,819419.1,0.36,2.6,0.21,0.82,0.0,144608.04,18997.0,3643.0,754081.51,,,,,,,,0.02,,570.0,,,,,,,604.0,0.75,0.02,,,32.12,19.89,40146.0,1593586.17,,1.58,32.12,14.44,0.6917,81.85,0.2162,39.86
2017-03-21,20551.0,859359.36,0.36,2.74,0.21,0.83,0.0,148488.4,18905.0,3551.0,790530.32,,,,,,,,0.0,,92.0,,,,,,,92.0,0.75,0.0,,,31.96,21.33,40238.0,1682589.75,,1.6,31.96,14.26,0.6943,82.04,0.2318,41.99
2017-03-22,20538.0,869246.71,0.36,2.13,0.21,0.86,0.0,149741.69,18892.0,3538.0,799581.7,,,,,,,,0.0,,13.0,,,,,,,13.0,0.79,0.0,,,30.14,22.18,43792.0,1853444.93,,1.84,30.14,13.42,0.7068,82.94,0.2412,42.5
2017-03-23,18475.0,789292.03,0.32,1.9,0.19,0.78,0.0,127098.45,16866.0,2975.0,720552.06,,,,,,,,0.08,,2026.0,,,,,,,563.0,0.72,0.02,,,26.91,19.8,45818.0,1957444.23,,1.95,26.91,14.84,0.732,84.25,0.2169,42.9
2017-03-24,17769.0,752052.04,0.31,1.79,0.18,0.79,0.0,96032.76,16686.0,2269.0,706215.34,,,,,,,,0.0,,180.0,,,,,,,706.0,0.72,0.0,,,26.62,19.59,45998.0,1946811.29,,1.97,26.62,14.75,0.7333,84.35,0.2086,42.5
2017-03-27,17488.0,729535.59,0.3,1.74,0.18,0.78,0.0,82932.11,16405.0,1988.0,684356.78,,,,,,,,0.02,,281.0,,,,,,,281.0,0.7,0.0,,,26.17,19.26,46279.0,1930591.12,,1.97,26.17,14.78,0.7328,84.31,0.2053,41.89
2017-03-28,15302.0,636972.17,0.26,1.51,0.16,0.68,0.0,75011.36,14219.0,1802.0,591890.42,,,,,,,,0.1,,2186.0,,,,,,,186.0,0.6,0.01,,,22.68,16.7,48465.0,2017439.3,,2.03,22.68,15.83,0.7163,83.13,0.1797,41.8
2017-03-29,13692.0,576089.0,0.24,1.36,0.14,0.58,0.0,71190.66,12609.0,1692.0,530521.92,,,,,,,,0.07,,1610.0,,,,,,,110.0,0.53,0.04,,,100.0,14.81,0.0,0.0,,0.0,100.0,11.68,0.7724,87.1,0.1608,42.25
2017-03-30,13692.0,574725.47,0.24,1.37,0.14,0.58,0.0,71022.17,12499.0,1692.0,524648.97,,,,,,,,0.0,,110.0,,,,,,,,0.53,,,,100.0,14.68,0.0,0.0,,0.0,100.0,10.97,0.7832,87.81,0.1608,42.15
2017-03-31,13500.0,578093.65,0.23,1.32,0.14,0.57,0.0,64232.63,12307.0,1500.0,527007.3,,,,,,,,0.01,,192.0,,,,,,,192.0,0.52,0.01,,,100.0,14.45,0.0,0.0,,0.0,100.0,9.73,0.8022,89.02,0.1585,43.0
2017-04-03,13323.0,580067.0,0.23,1.27,0.14,0.57,0.0,57601.79,12130.0,1323.0,528125.25,,,,,,,,0.0,,177.0,,,,,,,177.0,0.52,0.01,,,100.0,14.24,0.0,0.0,,0.0,100.0,8.51,0.8219,90.25,0.1564,43.72
2017-04-04,13030.0,575355.25,0.23,1.19,0.13,0.57,0.0,45480.88,12130.0,1030.0,535614.67,,,,,,,,,,,,,,,,,293.0,0.53,0.01,,,100.0,14.32,0.0,0.0,,0.0,100.0,7.95,0.8536,92.05,0.1538,44.34
2017-04-05,10713.0,474752.32,0.19,0.97,0.11,0.47,0.0,75912.51,9130.0,1713.0,404600.83,,,,0.02,,183.0,,0.13,500.0,3000.0,,,0.02,,0.01,,,0.4,,,,100.0,10.78,0.0,0.0,,0.0,100.0,14.37,0.7289,84.15,0.1264,44.5
2017-04-06,10701.0,484557.47,0.19,0.89,0.11,0.48,0.0,77023.85,9118.0,1701.0,412876.84,,,,,,,,0.0,,12.0,,,,,,,12.0,0.41,0.0,,,100.0,11.07,0.0,0.0,,0.0,100.0,14.26,0.7304,84.25,0.1299,45.47
2017-04-07,10701.0,481786.75,0.19,0.84,0.11,0.49,0.0,76583.43,9118.0,1701.0,410515.98,,,,,,,,,,,,,,,,,,0.41,,,,100.0,11.53,0.0,0.0,,0.0,100.0,14.28,0.7307,84.27,0.1353,45.21
2017-04-10,10701.0,489033.26,0.19,0.82,0.11,0.48,0.0,77735.31,9118.0,1701.0,416690.52,,,,,,,,,,,,,,,,,,0.41,,,,100.0,11.57,0.0,0.0,,0.0,100.0,14.27,0.7307,84.27,0.1358,45.89
2017-04-11,7701.0,352087.33,0.13,0.56,0.08,0.35,0.0,77769.19,6118.0,1701.0,279713.06,,,,,,,,0.13,,3000.0,,,,,,,,0.28,,,,100.0,7.76,0.0,0.0,,0.0,100.0,19.85,0.6505,78.15,0.0977,45.91
2017-04-12,7583.0,343747.29,0.13,0.53,0.08,0.35,0.0,71759.46,6000.0,1583.0,271987.84,,,,,,,,0.01,,118.0,,,,,,,118.0,0.28,0.01,,,100.0,7.65,0.0,0.0,,0.0,100.0,18.53,0.6657,79.43,0.0966,45.52
2017-04-13,6683.0,299288.7,0.12,0.46,0.07,0.3,0.0,30587.19,6000.0,683.0,268701.52,,,,,,,,,,,,,,,,,900.0,0.27,0.04,,,100.0,7.67,0.0,0.0,,0.0,100.0,7.51,0.819,90.16,0.0854,44.97
2017-04-14,6683.0,299288.7,0.12,0.44,0.07,0.3,0.0,30587.19,6000.0,683.0,268701.52,,,,,,,,,,,,,,,,,,0.27,,,,100.0,7.47,0.0,0.0,,0.0,100.0,7.51,0.8185,90.13,0.0832,
2017-04-17,6500.0,291093.31,0.11,0.43,0.07,0.29,0.0,22391.79,6000.0,500.0,268701.52,,,,,,,,,,,,,,,,,183.0,0.27,0.01,,,100.0,7.47,0.0,0.0,,0.0,100.0,7.69,0.858,92.31,0.081,
2017-04-18,6500.0,289669.24,0.11,0.43,0.07,0.29,0.0,22282.25,6000.0,500.0,267386.99,,,,,,,,,,,,,,,,,,0.27,,,,100.0,7.47,0.0,0.0,,0.0,100.0,7.69,0.858,92.31,0.081,44.75
2017-04-19,3500.0,158241.31,0.06,0.22,0.04,0.16,0.0,22605.9,3000.0,500.0,135635.41,,,,,,,,0.14,,3000.0,,,,,,,,0.13,,,,100.0,3.75,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.0437,45.4
2017-04-20,3000.0,138503.47,0.05,0.19,0.03,0.14,0.0,0.0,3000.0,0.0,138503.47,,,,,,,,,,,,,,,,,500.0,0.14,0.02,,,100.0,3.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0351,46.36
2017-04-21,3000.0,137427.95,0.05,0.18,0.03,0.14,0.0,0.0,3000.0,0.0,137427.95,,,,,,,,,,,,,,,,,,0.14,,,,100.0,3.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0339,46.0
2017-04-24,3000.0,141192.28,0.05,0.17,0.03,0.14,0.0,0.0,3000.0,0.0,141192.28,,,,,,,,,,,,,,,,,,0.14,,,,100.0,3.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0339,47.26
2017-04-25,3000.0,143791.46,0.05,0.17,0.03,0.14,0.0,0.0,3000.0,0.0,143791.46,,,,,,,,,,,,,,,,,,0.14,,,,100.0,3.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0334,48.13
2017-04-26,3000.0,145673.63,0.05,0.16,0.03,0.14,0.0,0.0,3000.0,0.0,145673.63,,,,,,,,,,,,,,,,,,0.14,,,,100.0,3.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0334,48.76
2017-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.14,,3000.0,,,,,,,,0.0,,,,0.0,0.0,91300.0,4432424.79,,4.45,0.0,,0.0,,0.0,48.75
2017-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,94621.0,4586114.12,,4.61,0.0,,0.0,,0.0,48.67
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,94621.0,4586114.12,,4.6,0.0,,0.0,,0.0,
2017-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,95362.0,4742636.79,,4.66,0.0,,0.0,,0.0,49.94
2017-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,97308.0,4859767.15,,4.87,0.0,,0.0,,0.0,50.15
2017-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101117.0,5135589.82,,5.08,0.0,,0.0,,0.0,51.0
2017-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,97636.0,5201872.92,,4.89,0.0,,0.0,,0.0,53.5
2017-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,103079.0,5592464.98,,5.54,0.0,,0.0,,0.0,54.48
2017-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,103079.0,5492892.82,,5.6,0.0,,0.0,,0.0,53.51
2017-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,103619.0,5546433.91,,5.55,0.0,,0.0,,0.0,53.75
2017-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,103619.0,5520636.55,,5.57,0.0,,0.0,,0.0,53.5
2017-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108272.0,5818138.8,,5.8,0.0,,0.0,,0.0,53.96
2017-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110197.0,5980840.92,,5.95,0.0,,0.0,,0.0,54.5
2017-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,111516.0,6230114.41,,6.1,0.0,,0.0,,0.0,56.1
2017-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,114551.0,6355182.41,,6.41,0.0,,0.0,,0.0,55.71
2017-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,117904.0,6340423.64,,6.53,0.0,,0.0,,0.0,54.0
2017-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,117904.0,6657444.82,,6.42,0.0,,0.0,,0.0,56.7
2017-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,117904.0,6786601.6,,6.7,0.0,,0.0,,0.0,57.8
2017-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,119017.0,6838813.96,,6.88,0.0,,0.0,,0.0,57.7
2017-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125135.0,7215282.49,,7.23,0.0,,0.0,,0.0,57.9
2017-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,127226.0,7424538.55,,7.38,0.0,,0.0,,0.0,58.6
2017-05-26,6.0,350.14,0.0,0.0,0.0,0.0,0.0,350.14,0.0,6.0,0.0,,,,,,6.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,130610.0,7622018.93,,7.66,0.0,,1.0,100.0,0.0,58.6
2017-05-29,6.0,353.97,0.0,0.0,0.0,0.0,0.0,353.97,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,132379.0,7809623.97,,7.78,0.0,,1.0,100.0,0.0,59.24
2017-05-30,6.0,355.52,0.0,0.0,0.0,0.0,0.0,355.52,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,135949.0,8055434.31,,8.06,0.0,,1.0,100.0,0.0,59.5
2017-05-31,6.0,359.22,0.0,0.0,0.0,0.0,0.0,359.22,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,135949.0,8139373.29,,8.1,0.0,,1.0,100.0,0.0,60.12
2017-06-01,6.0,372.79,0.0,0.0,0.0,0.0,0.0,372.79,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,139305.0,8655211.16,,8.45,0.0,,1.0,100.0,0.0,62.39
2017-06-02,1606.0,102613.82,0.03,0.07,0.02,0.1,0.0,383.36,1600.0,6.0,102230.46,,,,,,,,,,,,,,,,1600.0,,0.1,,,,0.95,0.95,167152.0,10680016.16,,10.49,0.94,0.17,0.9965,99.83,0.0095,64.16
2017-06-05,122.0,7786.57,0.0,0.01,0.0,0.01,0.0,7786.57,116.0,122.0,7403.62,,,,,,116.0,,0.09,,1484.0,,,,,0.01,,,0.01,,,,0.06,0.06,192482.0,12285034.25,,12.35,0.06,4.23,0.9189,95.77,0.0006,64.09
2017-06-06,6.0,375.18,0.0,0.0,0.0,0.0,0.0,375.18,0.0,6.0,0.0,,,,,,,,0.01,,116.0,,,,,,,116.0,0.0,0.01,,,0.0,0.0,207266.0,12960284.24,,13.23,0.0,4.24,1.0,100.0,0.0,62.79
2017-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,0.0,0.0,205696.0,13269750.81,,13.0,0.0,,0.0,,0.0,64.78
2017-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,215517.0,14139403.91,,14.02,0.0,,0.0,,0.0,65.88
2017-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228058.0,14762321.03,,14.99,0.0,,0.0,,0.0,65.0
2017-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,231097.0,14698980.08,,14.97,0.0,,0.0,,0.0,63.87
2017-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,233045.0,15419326.01,,15.0,0.0,,0.0,,0.0,66.44
2017-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,233353.0,15686033.52,,15.55,0.0,,0.0,,0.0,67.5
2017-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,236113.0,15871561.25,,15.98,0.0,,0.0,,0.0,67.5
2017-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,238395.0,16264738.58,,16.12,0.0,,0.0,,0.0,68.51
2017-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,238443.0,16265638.88,,16.36,0.0,,0.0,,0.0,68.5
2017-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,224603.0,15258900.65,,15.38,0.0,,0.0,,0.0,68.22
2017-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,238558.0,15734201.86,,16.17,0.0,,0.0,,0.0,66.23
2017-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,240584.0,16061892.85,,15.97,0.0,,0.0,,0.0,67.04
2017-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,240593.0,15564134.71,,16.02,0.0,,0.0,,0.0,64.96
