,AGEB FP Equity_PX_LAST
2020-10-14,144.27
2020-10-15,143.4422
2020-10-16,143.8642
2020-10-19,143.8
2020-10-20,143.4708
2020-10-21,142.73
2020-10-22,141.9236
2020-10-23,142.24
2020-10-26,142.0571
2020-10-27,142.4771
2020-10-28,141.8764
2020-10-29,141.2765
2020-10-30,140.812
2020-11-02,140.77
2020-11-03,141.807
2020-11-04,144.2127
2020-11-05,145.7903
2020-11-06,145.3879
2020-11-09,146.4599
2020-11-10,145.8119
2020-11-11,147.0657
2020-11-12,146.9963
2020-11-13,147.3738
2020-11-16,147.8896
2020-11-17,147.5072
2020-11-18,147.6141
2020-11-19,147.9771
2020-11-20,147.5196
2020-11-23,147.2061
2020-11-24,147.7431
2020-11-25,147.8263
2020-11-26,147.7587
2020-11-27,148.2292
2020-11-30,147.93
2020-12-01,148.1516
2020-12-02,148.323
2020-12-03,149.3307
2020-12-04,149.3077
2020-12-07,149.2877
2020-12-08,148.7969
2020-12-09,148.19
2020-12-10,148.1983
2020-12-11,148.5111
2020-12-14,148.6418
2020-12-15,148.9495
2020-12-16,149.2888
2020-12-17,149.7188
2020-12-18,150.0
2020-12-21,149.0541
2020-12-22,149.3938
2020-12-23,149.73
2020-12-24,149.89
2020-12-28,150.05
2020-12-29,150.337
2020-12-30,150.32
2020-12-31,150.7299
2021-01-04,150.5773
2021-01-05,149.6617
2021-01-06,148.5914
2021-01-07,148.1931
2021-01-08,148.6188
2021-01-11,147.7856
2021-01-12,146.2526
2021-01-13,147.4023
2021-01-14,147.5611
2021-01-15,146.6327
2021-01-18,147.36
2021-01-19,146.996
2021-01-20,147.6298
2021-01-21,147.8255
2021-01-22,147.44
2021-01-25,147.5662
2021-01-26,148.3542
2021-01-27,147.32
2021-01-28,147.55
2021-01-29,147.5828
2021-02-01,147.9572
2021-02-02,148.0
2021-02-03,148.081
2021-02-04,148.1373
2021-02-05,148.5762
2021-02-08,148.3774
2021-02-09,148.1184
2021-02-10,148.3123
2021-02-11,148.5952
2021-02-12,147.6682
2021-02-15,147.545
2021-02-16,145.9161
2021-02-17,145.6428
2021-02-18,146.0549
2021-02-19,145.6283
2021-02-22,144.2232
2021-02-23,144.0641
2021-02-24,143.71
2021-02-25,142.8033
2021-02-26,141.6976
2021-03-01,142.8816
2021-03-02,142.89
2021-03-03,142.1315
2021-03-04,141.6963
2021-03-05,140.0612
2021-03-08,138.7425
2021-03-09,139.5928
2021-03-10,140.368
2021-03-11,141.8038
2021-03-12,140.3399
2021-03-15,140.9957
2021-03-16,141.9139
2021-03-17,140.8181
2021-03-18,141.431
2021-03-19,141.5971
2021-03-22,140.6813
2021-03-23,140.6924
2021-03-24,141.1763
2021-03-25,140.8805
2021-03-26,140.9695
2021-03-29,140.5391
2021-03-30,139.717
2021-03-31,140.5057
2021-04-01,141.0287
2021-04-06,141.9485
2021-04-07,142.4226
2021-04-08,142.6219
2021-04-09,142.1999
2021-04-12,142.2212
2021-04-13,142.246
2021-04-14,142.8428
2021-04-15,144.2395
2021-04-16,144.4216
2021-04-19,144.649
2021-04-20,143.7233
2021-04-21,144.0351
2021-04-22,144.346
2021-04-23,144.3369
2021-04-26,144.2399
2021-04-27,143.5599
2021-04-28,142.9865
2021-04-29,142.918
2021-04-30,143.331
2021-05-03,143.6975
2021-05-04,143.4996
2021-05-05,143.8598
2021-05-06,144.195
2021-05-07,144.8131
2021-05-10,145.0323
2021-05-11,144.4173
2021-05-12,143.8094
2021-05-13,143.5506
2021-05-14,144.7215
2021-05-17,144.7661
2021-05-18,144.8394
2021-05-19,144.15
2021-05-20,144.7352
2021-05-21,144.5863
2021-05-24,144.7515
2021-05-25,145.2372
2021-05-26,145.5886
2021-05-27,145.2091
2021-05-28,145.4519
2021-05-31,145.6652
2021-06-01,145.1446
2021-06-02,145.378
2021-06-03,144.7651
2021-06-04,145.715
2021-06-07,145.4731
2021-06-08,146.1865
2021-06-09,147.1488
2021-06-10,147.0025
2021-06-11,147.7275
2021-06-14,147.2126
2021-06-15,146.1845
2021-06-16,146.921
2021-06-17,146.2505
2021-06-18,147.3865
2021-06-21,147.0987
2021-06-22,147.1799
2021-06-23,146.99
2021-06-24,147.386
2021-06-25,147.3412
2021-06-28,147.3705
2021-06-29,147.3694
2021-06-30,147.7872
2021-07-01,146.8736
2021-07-02,147.2105
2021-07-05,146.62
2021-07-06,146.9463
2021-07-07,147.6794
2021-07-08,147.5661
2021-07-13,147.6502
2021-07-14,147.6202
2021-07-15,147.9179
2021-07-16,148.1821
2021-07-20,148.5928
2021-07-21,147.8881
2021-07-22,148.2303
2021-07-23,148.5473
2021-07-26,148.0367
2021-07-27,148.0293
2021-07-28,147.7144
2021-07-29,148.1144
2021-07-30,148.3333
2021-08-02,149.0359
2021-08-03,148.695
2021-08-04,148.613
2021-08-05,148.7743
2021-08-06,147.8926
2021-08-09,147.8751
2021-08-10,147.3494
2021-08-11,147.2023
2021-08-12,147.5488
2021-08-13,148.0098
2021-08-16,148.5087
2021-08-17,148.428
2021-08-18,148.4584
2021-08-19,148.5058
2021-08-20,148.6771
2021-08-23,148.7696
2021-08-24,149.0292
2021-08-25,148.737
2021-08-26,148.6155
2021-08-27,149.1093
2021-08-30,149.583
2021-08-31,149.6832
2021-09-01,150.0955
2021-09-02,150.0863
2021-09-03,150.1756
2021-09-06,149.9707
2021-09-07,149.5193
2021-09-08,149.5999
2021-09-09,149.664
2021-09-10,149.6859
2021-09-13,149.5011
2021-09-14,149.57
2021-09-15,149.31
2021-09-16,149.2322
2021-09-17,148.8752
2021-09-20,148.2548
2021-09-21,148.5705
2021-09-22,148.669
2021-09-23,147.7906
2021-09-24,146.9934
2021-09-27,146.4652
2021-09-28,145.2601
2021-09-29,145.5294
2021-09-30,145.7243
2021-10-01,145.41
2021-10-04,145.0984
2021-10-05,144.4139
2021-10-06,144.3838
2021-10-07,144.9538
2021-10-08,144.1595
2021-10-11,143.8317
2021-10-12,143.6645
2021-10-13,144.8157
2021-10-14,145.4888
2021-10-15,145.3771
2021-10-18,145.1165
2021-10-19,145.5161
2021-10-20,145.1701
2021-10-21,144.7878
2021-10-22,144.5598
2021-10-25,145.073
2021-10-26,145.4623
2021-10-27,145.9245
2021-10-28,146.1018
2021-10-29,145.8262
2021-11-01,145.5705
2021-11-02,145.7452
2021-11-03,146.1611
2021-11-04,147.0314
2021-11-05,148.2739
2021-11-08,148.4296
2021-11-09,148.4876
2021-11-10,147.2926
2021-11-11,146.5277
2021-11-12,146.7615
2021-11-15,146.2554
2021-11-18,145.933
2021-11-19,146.5133
2021-11-22,145.5694
2021-11-23,144.2565
2021-11-24,144.2736
2021-11-25,144.116
2021-11-26,144.1
2021-11-29,143.6944
2021-11-30,143.827
2021-12-01,144.5623
2021-12-02,145.0882
2021-12-03,146.07
2021-12-06,146.4399
2021-12-07,146.7043
2021-12-08,146.353
2021-12-09,146.82
2021-12-10,146.8023
2021-12-13,146.8744
2021-12-14,146.6268
2021-12-15,145.9201
2021-12-16,146.57
2021-12-17,145.9451
2021-12-20,144.605
2021-12-21,145.2273
2021-12-22,145.7969
2021-12-23,146.2329
2021-12-24,146.1426
2021-12-27,146.6057
2021-12-28,146.7744
2021-12-29,146.5517
2021-12-30,146.8993
2021-12-31,147.035
2022-01-03,145.7732
2022-01-04,145.0701
2022-01-05,144.13
2022-01-06,143.46
2022-01-07,142.8262
2022-01-10,142.21
2022-01-11,142.78
2022-01-12,142.31
2022-01-13,142.5233
2022-01-17,141.1499
2022-01-18,140.0504
2022-01-21,142.8503
2022-01-24,141.6443
2022-01-25,141.6619
2022-01-26,142.0575
2022-01-27,142.1417
2022-01-28,141.2539
2022-01-31,141.4
2022-02-01,141.4863
2022-02-02,142.3594
2022-02-03,141.0784
2022-02-04,141.8155
2022-02-07,139.7025
2022-02-08,139.2583
2022-02-09,140.3344
2022-02-10,139.9299
2022-02-11,138.9297
2022-02-15,139.0251
2022-02-16,139.2456
2022-02-18,138.8084
2022-02-23,136.9145
2022-02-25,137.07
2022-03-02,134.5701
2022-03-03,134.3362
2022-03-04,133.86
2022-03-07,131.385
2022-03-08,131.4701
2022-03-10,131.4701
2022-03-14,132.6101
2022-03-15,133.6242
2022-03-16,134.78
2022-03-17,136.3953
2022-03-18,135.2654
2022-03-21,134.98
2022-03-22,132.6377
2022-03-23,132.939
2022-03-24,133.2235
2022-03-25,132.6634
2022-03-28,133.6182
2022-03-29,135.065
2022-03-30,135.4715
2022-03-31,135.6429
2022-04-01,135.8423
2022-04-04,135.7007
2022-04-05,135.0179
2022-04-06,133.3503
2022-04-07,132.966
2022-04-08,132.3347
2022-04-11,130.7601
2022-04-12,130.8849
2022-04-13,131.2443
2022-04-14,130.4965
2022-04-19,129.4883
2022-04-20,129.99
2022-04-21,130.1869
2022-04-22,129.16
2022-04-25,128.8206
2022-04-26,129.0309
2022-04-27,128.502
2022-04-28,127.9007
2022-04-29,127.1879
2022-05-02,126.8501
2022-05-03,125.68
2022-05-04,125.8033
2022-05-05,125.6256
2022-05-06,124.3517
2022-05-09,122.5864
2022-05-10,123.1818
2022-05-11,123.9366
2022-05-12,123.9696
2022-05-13,124.2954
2022-05-16,124.0496
2022-05-17,123.8452
2022-05-18,123.9159
2022-05-19,124.2216
2022-05-20,124.4286
2022-05-23,125.596
2022-05-24,125.9733
2022-05-26,127.5269
2022-05-27,128.8928
2022-05-30,128.7145
2022-05-31,127.5421
2022-06-01,127.2914
2022-06-02,127.2179
2022-06-03,127.3629
2022-06-06,126.2457
2022-06-07,126.1337
2022-06-08,125.6499
2022-06-09,124.2844
2022-06-10,122.4548
2022-06-13,117.5885
2022-06-14,118.6551
2022-06-15,119.6071
2022-06-16,118.8518
2022-06-17,120.0737
2022-06-20,119.7809
2022-06-21,120.6642
2022-06-22,120.9285
2022-06-23,121.3069
2022-06-24,121.6322
2022-06-27,121.4086
2022-06-28,119.9366
2022-06-29,119.5858
2022-06-30,119.3062
2022-07-01,121.1169
2022-07-04,120.8974
2022-07-05,120.6292
2022-07-06,120.7712
2022-07-07,120.6739
2022-07-08,119.9237
2022-07-11,119.9455
2022-07-12,118.682
2022-07-13,117.9751
2022-07-14,117.2723
2022-07-15,117.9543
2022-07-18,118.4673
2022-07-19,119.4742
2022-07-20,120.5841
2022-07-21,121.1414
2022-07-22,122.675
2022-07-25,122.8371
2022-07-26,122.5777
2022-07-27,122.5224
2022-07-28,124.81
2022-07-29,126.078
2022-08-01,126.739
2022-08-02,126.0363
2022-08-03,125.7712
2022-08-04,127.2236
2022-08-05,126.0897
2022-08-08,128.2354
2022-08-09,127.4382
2022-08-10,129.3228
2022-08-11,129.8326
2022-08-12,129.2841
2022-08-15,129.2887
2022-08-16,127.871
2022-08-17,126.1223
2022-08-18,125.9874
2022-08-19,124.7864
2022-08-22,123.5144
2022-08-23,125.0152
2022-08-24,124.937
2022-08-25,125.3515
2022-08-26,124.8723
2022-08-29,123.2797
2022-08-30,123.4235
2022-08-31,122.6798
2022-09-01,120.9244
2022-09-02,122.8766
2022-09-05,122.1017
2022-09-06,121.2936
2022-09-07,121.7095
2022-09-08,122.9614
2022-09-09,123.6198
2022-09-12,124.0047
2022-09-13,121.7236
2022-09-14,121.8598
2022-09-15,121.4326
2022-09-16,120.3248
2022-09-19,120.6463
2022-09-20,119.7566
2022-09-21,119.9118
2022-09-22,118.3082
2022-09-23,116.8943
2022-09-26,115.4788
2022-09-27,114.4753
2022-09-28,114.4026
2022-09-29,114.4299
2022-09-30,114.5616
2022-10-03,116.2356
2022-10-04,118.49
2022-10-05,116.087
2022-10-06,116.3672
2022-10-07,114.753
2022-10-10,113.3898
2022-10-11,113.8743
2022-10-12,112.8244
2022-10-13,112.4595
2022-10-14,112.0591
2022-10-17,112.7188
2022-10-18,112.3786
2022-10-19,112.127
2022-10-20,111.6092
2022-10-21,110.5803
2022-10-24,111.3624
2022-10-25,113.0678
2022-10-26,114.8942
2022-10-27,115.2884
2022-10-28,115.1438
2022-10-31,113.8095
2022-11-01,115.2304
2022-11-02,115.038
2022-11-03,114.0653
2022-11-04,115.2295
2022-11-07,115.8116
2022-11-08,116.2598
2022-11-09,115.8037
2022-11-10,119.5026
2022-11-11,120.0265
2022-11-14,119.6793
2022-11-15,121.18
2022-11-16,121.4552
2022-11-17,120.464
2022-11-18,120.2181
2022-11-21,120.7048
2022-11-22,121.2616
2022-11-23,122.458
2022-11-24,123.6843
2022-11-25,123.5238
2022-11-28,123.4691
2022-11-29,124.265
2022-11-30,123.7
2022-12-01,125.9061
2022-12-02,125.7364
2022-12-05,125.2159
2022-12-06,124.7859
2022-12-07,124.0371
2022-12-08,125.4331
2022-12-09,125.3453
2022-12-12,125.2127
2022-12-13,125.2492
2022-12-14,126.8007
2022-12-15,125.49
2022-12-16,125.2289
2022-12-19,124.865
2022-12-20,123.7256
2022-12-21,124.1
2022-12-22,124.9185
2022-12-23,124.42
2022-12-27,123.2604
2022-12-28,123.8576
2022-12-29,123.4045
2022-12-30,123.4503
2023-01-02,124.0435
2023-01-03,124.4727
2023-01-04,124.5
2023-01-05,123.5301
2023-01-06,123.7309
2023-01-09,125.6235
2023-01-10,125.0291
2023-01-11,125.3685
2023-01-12,125.4833
2023-01-13,127.341
2023-01-16,127.5973
2023-01-17,125.45
2023-01-18,127.2513
2023-01-19,128.25
2023-01-20,127.5484
2023-01-23,128.03
2023-01-24,127.7429
2023-01-25,128.2155
2023-01-26,128.0392
2023-01-27,127.8782
2023-01-30,126.3327
2023-01-31,126.4332
2023-02-01,127.8369
2023-02-02,129.1801
2023-02-03,128.9
2023-02-06,126.8901
2023-02-07,126.6481
2023-02-08,125.8629
2023-02-09,126.6011
2023-02-10,125.3319
2023-02-13,124.785
2023-02-14,125.4392
2023-02-15,124.7236
2023-02-16,125.2
2023-02-17,124.3492
2023-02-20,123.96
2023-02-21,123.382
2023-02-22,122.3332
2023-02-23,123.5249
2023-02-24,123.9846
2023-02-27,123.6411
2023-02-28,123.7181
2023-03-01,123.3032
2023-03-02,122.2862
2023-03-03,122.9001
2023-03-06,123.7365
2023-03-07,123.7511
2023-03-08,123.0974
2023-03-09,122.2944
2023-03-10,122.665
2023-03-13,124.92
2023-03-14,123.6601
2023-03-15,123.9061
2023-03-16,124.9123
2023-03-17,124.5604
2023-03-20,124.0723
2023-03-21,124.31
2023-03-22,124.9122
2023-03-23,126.0373
2023-03-24,126.0431
2023-03-27,125.631
2023-03-28,125.1977
2023-03-29,125.1523
2023-03-30,125.5154
2023-03-31,126.0057
2023-04-03,126.0296
2023-04-04,127.2032
2023-04-05,127.1681
2023-04-06,127.1049
2023-04-11,126.8117
2023-04-12,126.655
2023-04-13,127.3253
2023-04-14,126.7901
2023-04-17,126.4554
2023-04-18,125.8243
2023-04-19,125.4237
2023-04-20,125.301
2023-04-21,125.0191
2023-04-24,125.2438
2023-04-25,125.7463
2023-04-26,126.257
2023-04-27,126.36
2023-04-28,126.99
2023-05-02,125.9256
2023-05-03,127.032
2023-05-04,126.427
2023-05-05,126.2989
2023-05-08,125.9685
2023-05-09,125.95
2023-05-10,126.3575
2023-05-11,126.37
2023-05-12,126.5751
2023-05-15,124.9551
2023-05-16,124.4937
2023-05-17,124.3024
2023-05-18,123.6782
2023-05-19,123.9233
2023-05-22,123.2901
2023-05-23,123.1334
2023-05-24,123.6561
2023-05-25,123.2834
2023-05-26,122.79
2023-05-29,123.4482
2023-05-30,124.0239
2023-05-31,124.04
2023-06-01,124.7306
2023-06-02,125.3683
2023-06-05,125.5039
2023-06-06,125.5756
2023-06-07,125.5314
2023-06-08,125.6023
2023-06-09,125.9873
2023-06-12,125.9421
2023-06-13,126.3113
2023-06-14,126.6198
2023-06-15,126.6511
2023-06-16,126.4627
2023-06-19,126.0017
2023-06-20,126.276
2023-06-21,126.3457
2023-06-22,126.4826
2023-06-23,126.7742
2023-06-26,127.2497
2023-06-27,126.8855
2023-06-28,127.0269
2023-06-29,126.492
2023-06-30,126.8409
2023-07-03,126.9286
2023-07-04,127.0829
2023-07-05,126.5345
2023-07-06,124.666
2023-07-07,124.5177
2023-07-10,124.5048
2023-07-11,125.3777
2023-07-12,126.8619
2023-07-13,128.069
2023-07-14,128.1774
2023-07-17,128.1841
2023-07-18,128.9951
2023-07-19,129.2118
2023-07-20,128.0763
2023-07-21,128.4537
2023-07-24,128.9293
2023-07-25,128.2901
2023-07-26,128.659
2023-07-27,128.3328
2023-07-28,128.4672
2023-07-31,128.5139
2023-08-01,128.15
2023-08-02,126.7092
2023-08-03,125.4985
2023-08-04,126.7399
2023-08-07,126.924
2023-08-08,127.3939
2023-08-09,127.1276
2023-08-10,127.2505
2023-08-11,126.3116
2023-08-14,125.8571
2023-08-15,124.5353
2023-08-16,124.4055
2023-08-17,123.6958
2023-08-18,123.7936
2023-08-21,122.5489
2023-08-22,122.9105
2023-08-23,124.5258
2023-08-24,125.0371
2023-08-25,124.7777
2023-08-28,125.1334
2023-08-29,125.7449
2023-08-30,126.3653
2023-08-31,126.1261
2023-09-01,125.4758
2023-09-04,125.355
2023-09-05,125.0374
2023-09-06,124.5001
2023-09-07,124.3748
2023-09-08,125.0585
2023-09-11,124.7755
2023-09-12,124.4886
2023-09-13,124.4634
2023-09-14,124.9526
2023-09-15,124.4228
2023-09-18,124.3159
2023-09-19,124.1368
2023-09-20,124.7776
2023-09-21,123.6041
2023-09-22,123.4818
2023-09-25,122.8716
2023-09-26,122.6209
2023-09-27,122.4042
2023-09-28,120.9014
2023-09-29,121.5334
2023-10-02,120.6847
2023-10-03,119.3591
2023-10-04,118.9488
2023-10-05,119.3248
2023-10-06,119.3001
2023-10-09,119.2362
2023-10-10,120.6269
2023-10-11,120.782
2023-10-12,120.3706
2023-10-13,120.1419
2023-10-16,119.7446
2023-10-17,118.75
2023-10-18,118.0662
2023-10-19,117.7831
2023-10-20,117.6399
2023-10-23,118.3879
2023-10-24,118.822
2023-10-25,118.947
2023-10-26,118.6482
2023-10-27,119.0428
2023-10-30,119.2625
2023-10-31,119.5812
2023-11-01,120.2275
2023-11-02,122.0732
2023-11-03,123.8946
2023-11-06,123.29
2023-11-07,123.3204
2023-11-08,123.5981
2023-11-09,123.5795
2023-11-10,122.7706
2023-11-13,122.4388
2023-11-14,124.4184
2023-11-15,124.4638
2023-11-16,124.8065
2023-11-17,125.1839
2023-11-20,125.467
2023-11-21,126.15
2023-11-22,126.1604
2023-11-23,126.3217
2023-11-24,126.1936
2023-11-27,126.317
2023-11-28,127.2235
2023-11-29,128.2979
2023-11-30,128.13
2023-12-01,128.37
2023-12-04,128.295
2023-12-05,129.5805
2023-12-06,130.481
2023-12-07,130.5142
2023-12-08,129.9033
2023-12-11,130.012
2023-12-12,130.1693
2023-12-13,130.6689
2023-12-14,134.1337
2023-12-15,134.7646
2023-12-18,134.3654
2023-12-19,134.8434
2023-12-20,134.8436
2023-12-21,134.9747
2023-12-22,134.792
2023-12-27,135.19
2023-12-28,135.1571
2023-12-29,135.0675
2024-01-02,134.26
2024-01-03,132.3842
2024-01-04,132.2115
2024-01-05,132.0034
2024-01-08,131.5781
2024-01-09,131.2724
2024-01-10,131.7517
2024-01-11,132.0232
2024-01-12,132.6669
2024-01-15,132.7268
2024-01-16,131.9334
2024-01-17,131.1669
2024-01-18,131.2919
2024-01-19,130.7807
2024-01-22,131.2376
2024-01-23,130.3089
2024-01-24,130.4626
2024-01-25,130.7269
2024-01-26,130.6599
2024-01-29,130.8283
2024-01-30,131.1767
2024-01-31,132.1818
2024-02-01,133.508
2024-02-02,132.1363
2024-02-05,130.9848
2024-02-06,131.5701
2024-02-07,132.0951
2024-02-08,132.18
2024-02-09,131.9362
2024-02-12,131.7769
2024-02-13,130.77
2024-02-14,130.573
2024-02-15,131.6388
2024-02-16,131.0306
2024-02-19,130.9008
2024-02-20,131.0226
2024-02-21,131.3207
2024-02-22,131.3833
2024-02-23,132.2125
2024-02-26,132.6834
2024-02-27,132.365
2024-02-28,132.5056
2024-02-29,133.3061
2024-03-01,133.5232
2024-03-04,133.5726
2024-03-05,134.0929
2024-03-06,134.7343
2024-03-07,134.4916
2024-03-08,134.9984
2024-03-11,135.0851
2024-03-12,134.5094
2024-03-13,134.7143
2024-03-14,133.7114
2024-03-15,133.3064
2024-03-18,132.9202
2024-03-19,133.5204
2024-03-20,133.8345
2024-03-21,134.8359
2024-03-22,135.1992
2024-03-25,134.7582
2024-03-26,135.209
2024-03-27,135.4664
2024-03-28,135.3003
2024-04-02,133.965
2024-04-03,133.7962
2024-04-04,134.4273
2024-04-05,133.7595
2024-04-08,133.6935
2024-04-09,134.4797
2024-04-10,133.4214
2024-04-11,132.0474
2024-04-12,132.0211
2024-04-15,130.4539
2024-04-16,129.557
2024-04-17,130.7336
2024-04-18,130.9512
2024-04-19,131.0367
2024-04-22,131.1494
2024-04-23,131.7635
2024-04-24,130.5347
2024-04-25,130.2208
2024-04-26,130.6882
2024-04-29,131.4675
2024-04-30,130.6942
2024-05-02,131.5602
2024-05-03,132.8631
2024-05-06,132.929
2024-05-07,134.145
2024-05-08,133.5799
2024-05-09,133.6476
2024-05-10,133.6376
2024-05-13,133.9185
2024-05-14,133.9192
2024-05-15,135.2249
2024-05-16,135.6728
2024-05-17,135.1291
2024-05-20,135.0778
2024-05-21,135.1986
2024-05-22,134.8984
2024-05-23,134.3616
2024-05-24,134.4409
2024-05-27,134.8723
2024-05-28,134.3208
2024-05-29,132.6924
2024-05-30,133.6276
2024-05-31,134.1383
2024-06-03,134.7885
2024-06-04,134.8715
2024-06-05,135.3143
2024-06-06,135.6063
2024-06-07,134.4375
2024-06-10,134.3481
2024-06-11,134.2706
2024-06-12,136.3674
2024-06-13,135.9404
2024-06-14,136.1416
2024-06-17,135.0925
2024-06-18,136.0429
2024-06-19,136.2643
2024-06-20,135.5829
2024-06-21,135.9577
2024-06-24,136.0623
2024-06-25,136.1745
2024-06-26,135.5364
2024-06-27,135.2819
2024-06-28,134.8355
2024-07-01,133.6777
2024-07-02,134.2015
2024-07-03,135.7572
2024-07-04,135.4708
2024-07-05,136.6038
2024-07-08,136.6388
2024-07-09,136.3009
2024-07-10,136.4228
2024-07-11,137.6904
2024-07-12,137.946
2024-07-15,137.4401
2024-07-16,137.8487
2024-07-17,137.3718
2024-07-18,137.0832
2024-07-19,136.3358
2024-07-22,136.4923
2024-07-23,136.9628
2024-07-24,136.5867
2024-07-25,136.384
2024-07-26,136.6623
2024-07-29,136.8566
2024-07-30,137.0654
2024-07-31,137.6191
2024-08-01,137.964
2024-08-02,139.2857
2024-08-05,138.8075
2024-08-06,138.4769
2024-08-07,138.6879
2024-08-08,138.3786
2024-08-09,139.3552
2024-08-12,139.1304
2024-08-13,139.9576
2024-08-14,140.4972
2024-08-15,139.8979
2024-08-16,140.6898
2024-08-19,141.2493
2024-08-20,141.6951
2024-08-21,142.5228
2024-08-22,141.9169
2024-08-23,142.7952
2024-08-26,142.7219
2024-08-27,142.4838
2024-08-28,142.3991
2024-08-29,141.8465
2024-08-30,141.8307
2024-09-02,141.9757
2024-09-03,141.6245
2024-09-04,141.9991
2024-09-05,142.4626
2024-09-06,142.911
2024-09-09,142.2214
2024-09-10,142.7833
2024-09-11,143.0976
2024-09-12,143.546
2024-09-13,144.3911
2024-09-16,145.0872
2024-09-17,145.6914
2024-09-18,145.0552
2024-09-19,145.2114
2024-09-20,144.733
2024-09-23,144.1797
2024-09-24,144.4014
2024-09-25,143.9922
2024-09-26,143.56
2024-09-27,143.906
2024-09-30,143.7201
2024-10-01,144.5787
2024-10-02,144.3333
2024-10-03,143.6987
2024-10-04,142.7151
2024-10-07,142.1738
2024-10-08,141.8897
2024-10-09,141.8147
2024-10-10,141.2954
2024-10-11,141.1821
2024-10-14,141.1254
2024-10-15,141.5911
2024-10-16,142.2074
2024-10-17,141.5646
2024-10-18,141.6607
2024-10-21,139.9749
2024-10-22,138.8929
2024-10-23,138.5578
2024-10-24,139.2686
2024-10-25,139.4531
2024-10-28,138.6512
2024-10-29,138.6608
2024-10-30,139.3489
2024-10-31,138.5413
2024-11-01,138.1553
2024-11-04,138.7694
2024-11-05,137.6757
2024-11-06,137.7155
2024-11-07,138.9212
2024-11-08,139.9005
2024-11-11,139.6892
2024-11-12,138.6407
2024-11-13,138.2957
2024-11-14,138.2348
2024-11-15,137.2514
2024-11-18,137.1967
2024-11-19,138.2234
2024-11-20,137.9396
2024-11-21,138.5496
2024-11-22,138.2635
2024-11-25,139.5163
2024-11-26,139.4237
2024-11-27,140.0102
2024-11-28,140.0002
2024-11-29,140.298
2024-12-02,140.7504
2024-12-03,140.5194
2024-12-04,140.776
2024-12-05,141.2202
2024-12-06,141.5378
2024-12-09,141.5572
2024-12-10,141.1434
2024-12-11,140.9134
2024-12-12,140.2349
2024-12-13,139.1056
2024-12-16,138.9135
2024-12-17,138.0274
2024-12-18,138.3556
2024-12-19,135.6398
2024-12-20,136.3238
2024-12-23,135.7504
2024-12-24,135.7367
2024-12-27,135.574
2024-12-30,135.7947
2024-12-31,135.7686
2025-01-02,135.8295
2025-01-03,135.6869
2025-01-06,135.5689
2025-01-07,135.0302
2025-01-08,134.4811
2025-01-09,135.3149
2025-01-10,134.0192
2025-01-13,133.5386
2025-01-14,133.8867
2025-01-15,135.6941
2025-01-16,135.7297
2025-01-17,135.9446
2025-01-20,136.4295
2025-01-21,136.9566
2025-01-22,137.0219
2025-01-23,136.5212
2025-01-24,136.6901
2025-01-27,137.2861
2025-01-28,137.2065
2025-01-29,137.5563
2025-01-30,137.8918
2025-01-31,137.9193
2025-02-03,137.8763
2025-02-04,137.7899
2025-02-05,138.8615
2025-02-06,138.8724
2025-02-07,138.4994
2025-02-10,138.511
2025-02-11,137.9214
2025-02-12,136.8687
2025-02-13,137.8416
2025-02-14,138.9622
2025-02-17,138.8036
2025-02-18,138.4348
2025-02-19,138.2442
2025-02-20,138.5582
2025-02-21,138.9126
2025-02-24,138.8085
2025-02-25,139.8903
2025-02-26,140.2745
2025-02-27,140.2178
2025-02-28,140.5749
2025-03-03,141.2459
2025-03-04,140.8295
2025-03-05,140.7152
2025-03-06,139.6674
2025-03-07,140.0795
2025-03-10,140.0597
2025-03-11,139.811
2025-03-12,139.692
2025-03-13,139.4848
2025-03-14,139.5375
2025-03-17,139.8771
2025-03-18,139.6151
2025-03-19,139.9276
2025-03-20,140.6438
2025-03-21,140.2295
2025-03-24,139.9008
2025-03-25,139.7673
2025-03-26,139.2582
2025-03-27,139.1725
2025-03-28,139.2049
2025-03-31,139.7092
2025-04-01,140.301
2025-04-02,140.1721
2025-04-03,139.8693
2025-04-04,137.977
2025-04-07,136.8163
2025-04-08,136.3812
2025-04-09,132.9378
2025-04-10,136.1187
2025-04-11,134.2666
2025-04-14,135.6101
2025-04-15,136.4641
2025-04-16,136.6516
2025-04-17,136.973
2025-04-22,136.6895
2025-04-23,136.9579
2025-04-24,138.1156
2025-04-25,138.8408
2025-04-28,138.673
2025-04-29,139.0876
2025-04-30,138.7765
2025-05-02,138.3135
2025-05-05,137.9183
2025-05-06,137.9411
2025-05-07,138.6792
2025-05-08,138.7771
2025-05-09,138.3856
2025-05-12,138.8674
2025-05-13,139.0053
2025-05-14,138.6627
2025-05-15,139.1196
2025-05-16,139.4413
2025-05-19,138.8113
2025-05-20,139.2849
2025-05-21,138.9506
2025-05-22,138.0625
2025-05-23,138.7338
2025-05-26,138.9205
2025-05-27,139.4978
2025-05-28,139.1687
2025-05-29,139.7633
2025-05-30,139.9215
2025-06-02,139.4141
2025-06-03,140.1088
2025-06-04,140.7283
2025-06-05,140.6955
2025-06-06,140.3657
2025-06-09,140.6146
2025-06-10,140.6687
2025-06-11,141.444
2025-06-12,141.7726
2025-06-13,141.3161
2025-06-16,141.2946
2025-06-17,141.3726
