,INDO FP Equity_DX_SI_QTY,INDO FP Equity_DX_SHORT_INTEREST_VALUE,INDO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INDO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INDO FP Equity_DX_SI_MV,INDO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INDO FP Equity_DX_SUPPLY_SI_QTY,INDO FP Equity_DX_BROKER_SI_QTY,INDO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INDO FP Equity_DX_BROKER_SI_MV_NEW_x,INDO FP Equity_DX_SUPPLY_SI_QTY_INC_x,INDO FP Equity_DX_BROKER_SI_MV_INC_x,INDO FP Equity_DX_BROKER_SI_QTY_ADD,INDO FP Equity_DX_BROKER_SI_QTY_NEW,INDO FP Equity_DX_SUPPLY_SI_MV_DEC,INDO FP Equity_DX_BROKER_SI_QTY_INC,INDO FP Equity_DX_SUPPLY_SI_QTY_DEC,INDO FP Equity_DX_BROKER_SI_MV_NEW_y,INDO FP Equity_DX_BROKER_SI_MV_INC_y,INDO FP Equity_DX_SUPPLY_SI_QTY_INC_y,INDO FP Equity_DX_BROKER_SI_MV_ADD,INDO FP Equity_DX_SUPPLY_SI_QTY_ADD,INDO FP Equity_DX_BROKER_SI_QTY_DEC,INDO FP Equity_DX_SUPPLY_SI_MV,INDO FP Equity_DX_BROKER_SI_MV_DEC,INDO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INDO FP Equity_DX_UTILIZATION_QUANTITY,INDO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INDO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INDO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INDO FP Equity_DX_ACTIVE_UTILIZATION_MV,INDO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INDO FP Equity_DX_BROKER_SI_CON_RATIO,INDO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INDO FP Equity_DX_DEMAND_SUPPLY_RATIO,INDO FP Equity_PX_LAST
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3694.0,564701.78,0.44,0.0,,0.0,,0.0,152.87
2022-09-22,200.0,30671.6,0.43,0.07,0.03,15335.8,100.0,100.0,15335.8,,,,100.0,,,,,,,,0.02,100.0,,0.02,,100.0,2.64,0.0,0.0,0.0,100.0,,1.0,100.0,0.0527,153.358
2022-09-23,200.0,30701.8,0.43,0.07,0.03,15350.9,100.0,100.0,15350.9,,,,,,,,,,,,,,,0.02,,100.0,2.64,0.0,0.0,0.0,100.0,,1.0,100.0,0.0527,153.509
2022-09-26,10600.0,1637064.0,21.27,3.72,1.62,818532.0,5300.0,5300.0,818532.0,,2600.0,0.4,2600.0,,,2600.0,,,0.4,2600.0,0.4,2600.0,,0.81,,100.0,82.89,0.0,0.0,0.0,100.0,32.5,0.5613,67.5,1.6578,154.44
2022-09-27,10600.0,1627524.0,20.56,3.72,1.64,813762.0,5300.0,5300.0,813762.0,,,,,,,,,,,,,,,0.82,,100.0,82.89,0.0,0.0,0.0,100.0,32.5,0.5613,67.5,1.6578,153.54
2022-09-28,10600.0,1624132.0,23.66,3.7,1.63,812066.0,5300.0,5300.0,812066.0,,,,,,,,,,,,,,,0.81,,100.0,82.89,0.0,0.0,0.0,100.0,32.5,0.5613,67.5,1.6578,153.22
2022-09-29,10400.0,1557358.4,22.45,3.61,1.6,778679.2,5200.0,5200.0,778679.2,,,,,,0.01,,100.0,,,,,,100.0,0.8,0.01,100.0,80.07,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.6015,149.746
2022-09-30,10400.0,1560020.8,22.24,3.61,1.56,780010.4,5200.0,5200.0,780010.4,,,,,,,,,,,,,,,0.78,,100.0,80.07,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.6015,150.002
2022-10-03,10400.0,1555278.4,26.36,3.61,1.56,777639.2,5200.0,5200.0,777639.2,,,,,,,,,,,,,,,0.78,,100.0,80.07,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.6015,149.546
2022-10-04,10400.0,1562704.0,26.16,3.61,1.55,781352.0,5200.0,5200.0,781352.0,,,,,,,,,,,,,,,0.77,,100.0,80.07,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.6015,150.26
2022-10-05,10400.0,1546480.0,26.21,3.61,1.57,773240.0,5200.0,5200.0,773240.0,,,,,,,,,,,,,,,0.79,,100.0,80.07,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.6015,148.7
2022-10-06,10400.0,1547946.4,24.63,3.61,1.55,773973.2,5200.0,5200.0,773973.2,,,,,,,,,,,,,,,0.78,,100.0,80.07,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.6015,148.841
2022-10-07,10400.0,1521104.0,24.08,3.61,1.55,760552.0,5200.0,5200.0,760552.0,,,,,,,,,,,,,,,0.77,,100.0,80.07,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.6015,146.26
2022-10-10,10400.0,1542049.6,24.34,3.61,1.52,771024.8,5200.0,5200.0,771024.8,,,,,,,,,,,,,,,0.76,,100.0,80.07,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.6015,148.274
2022-10-11,10400.0,1527968.0,27.62,3.61,1.53,763984.0,5200.0,5200.0,763984.0,,,,,,,,,,,,,,,0.77,,100.0,80.07,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.6015,146.92
2022-10-12,10400.0,1531535.2,26.63,3.61,1.53,765767.6,5200.0,5200.0,765767.6,,,,,,,,,,,,,,,0.77,,100.0,80.07,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.6015,147.263
2022-10-13,7238.0,1057913.32,17.75,2.51,1.07,664740.23,2690.0,4548.0,393173.09,,,,,,0.37,,2510.0,,,,,,652.0,0.4,0.09,100.0,73.62,0.0,0.0,0.0,100.0,27.25,0.6035,72.75,1.9808,146.161
2022-10-14,1200.0,173436.0,2.95,0.42,0.18,86718.0,600.0,600.0,86718.0,,,,,,0.31,,2090.0,,,,,,3948.0,0.09,0.59,100.0,16.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.3284,144.53
2022-10-17,1200.0,174276.0,3.13,0.42,0.17,87138.0,600.0,600.0,87138.0,,,,,,,,,,,,,,,0.09,,100.0,36.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.7255,145.23
2022-10-18,1200.0,171798.0,2.95,0.42,0.17,85899.0,600.0,600.0,85899.0,,,,,,,,,,,,,,,0.09,,100.0,36.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.7255,143.165
2022-10-19,1200.0,173032.8,3.09,0.42,0.17,86516.4,600.0,600.0,86516.4,,,,,,,,,,,,,,,0.09,,100.0,36.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.7255,144.194
2022-10-20,1200.0,177853.2,3.22,0.41,0.17,88926.6,600.0,600.0,88926.6,,,,,,,,,,,,,,,0.09,,100.0,36.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.7255,148.211
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.09,,600.0,,,,,,600.0,0.0,0.09,0.0,0.0,1654.0,245918.37,0.11,0.0,,0.0,,0.0,148.681
2022-10-24,800.0,119392.0,2.23,0.28,0.12,59696.0,400.0,400.0,59696.0,,,,400.0,,,,,,,,0.06,400.0,,0.06,,100.0,27.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.5502,149.24
2022-10-25,800.0,118880.0,2.24,0.28,0.12,59440.0,400.0,400.0,59440.0,,,,,,,,,,,,,,,0.06,,100.0,27.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.5502,148.6
2022-10-26,800.0,117914.4,2.74,0.28,0.12,58957.2,400.0,400.0,58957.2,,,,,,,,,,,,,,,0.06,,100.0,27.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.5502,147.393
2022-10-27,800.0,119064.0,2.74,0.28,0.12,59532.0,400.0,400.0,59532.0,,,,,,,,,,,,,,,0.06,,100.0,27.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.5502,148.83
2022-10-28,800.0,119827.2,2.82,0.28,0.12,59913.6,400.0,400.0,59913.6,,,,,,,,,,,,,,,0.06,,100.0,27.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.5502,149.784
2022-10-31,800.0,120227.2,2.63,0.28,0.12,60113.6,400.0,400.0,60113.6,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,150.284
2022-11-01,800.0,119824.8,2.61,0.28,0.12,59912.4,400.0,400.0,59912.4,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,149.781
2022-11-02,800.0,116944.0,2.49,0.28,0.12,58472.0,400.0,400.0,58472.0,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,146.18
2022-11-03,800.0,118251.2,2.48,0.28,0.12,59125.6,400.0,400.0,59125.6,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,147.814
2022-11-04,800.0,118511.2,2.48,0.27,0.12,59255.6,400.0,400.0,59255.6,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,148.139
2022-11-07,800.0,118684.8,2.72,0.27,0.12,59342.4,400.0,400.0,59342.4,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,148.356
2022-11-08,800.0,116871.2,2.88,0.27,0.12,58435.6,400.0,400.0,58435.6,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,146.089
2022-11-09,800.0,116311.2,2.86,0.27,0.12,58155.6,400.0,400.0,58155.6,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,145.389
2022-11-10,800.0,118269.6,2.99,0.27,0.12,59134.8,400.0,400.0,59134.8,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,147.837
2022-11-11,800.0,115992.0,2.85,0.27,0.12,57996.0,400.0,400.0,57996.0,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,144.99
2022-11-14,800.0,113267.2,2.83,0.27,0.12,56633.6,400.0,400.0,56633.6,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,141.584
2022-11-15,800.0,113329.6,2.83,0.27,0.11,56664.8,400.0,400.0,56664.8,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,141.662
2022-11-16,800.0,110308.8,2.6,0.27,0.11,55154.4,400.0,400.0,55154.4,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,137.886
2022-11-17,800.0,110908.8,2.72,0.27,0.11,55454.4,400.0,400.0,55454.4,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,138.636
2022-11-18,800.0,112184.8,2.81,0.27,0.11,56092.4,400.0,400.0,56092.4,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,140.231
2022-11-21,800.0,112144.0,2.34,0.27,0.11,56072.0,400.0,400.0,56072.0,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,140.18
2022-11-22,800.0,112048.0,2.31,0.27,0.11,56024.0,400.0,400.0,56024.0,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,140.06
2022-11-23,800.0,112400.0,2.4,0.27,0.11,56200.0,400.0,400.0,56200.0,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,140.5
2022-11-24,800.0,113480.0,2.55,0.27,0.11,56740.0,400.0,400.0,56740.0,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,141.85
2022-11-25,800.0,111520.0,2.42,0.27,0.11,55760.0,400.0,400.0,55760.0,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,139.4
2022-11-28,800.0,113231.2,2.19,0.27,0.11,56615.6,400.0,400.0,56615.6,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,141.539
2022-11-29,800.0,113360.8,2.39,0.27,0.11,56680.4,400.0,400.0,56680.4,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,141.701
2022-11-30,800.0,115999.2,2.39,0.27,0.11,57999.6,400.0,400.0,57999.6,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,144.999
2022-12-01,800.0,114487.2,2.37,0.27,0.12,57243.6,400.0,400.0,57243.6,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,143.109
2022-12-02,800.0,114690.4,2.34,0.27,0.11,57345.2,400.0,400.0,57345.2,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,143.363
2022-12-05,800.0,112096.0,2.17,0.27,0.11,56048.0,400.0,400.0,56048.0,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,140.12
2022-12-06,800.0,108800.0,2.07,0.27,0.11,54400.0,400.0,400.0,54400.0,,,,,,,,,,,,,,,0.06,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.5319,136.0
2022-12-07,600.0,81000.0,1.4,0.2,0.08,67500.0,100.0,500.0,13500.0,,,0.01,,,0.04,100.0,300.0,,0.01,,,,,0.01,,100.0,8.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.5386,135.0
2022-12-08,600.0,81339.0,1.32,0.2,0.08,67782.5,100.0,500.0,13556.5,,,,,,,,,,,,,,,0.01,,100.0,8.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.5386,135.565
2022-12-09,600.0,80173.8,1.33,0.2,0.08,66811.5,100.0,500.0,13362.3,,,,,,,,,,,,,,,0.01,,100.0,8.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.5386,133.623
2022-12-12,600.0,81077.4,1.27,0.2,0.08,67564.5,100.0,500.0,13512.9,,,,,,,,,,,,,,,0.01,,100.0,8.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.5386,135.129
2022-12-13,600.0,81960.0,1.23,0.2,0.08,68300.0,100.0,500.0,13660.0,,,,,,,,,,,,,,,0.01,,100.0,8.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.5386,136.6
2022-12-14,600.0,81605.4,1.29,0.19,0.08,68004.5,100.0,500.0,13600.9,,,,,,,,,,,,,,,0.01,,100.0,8.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.5386,136.009
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.01,,100.0,,,,,,500.0,0.0,0.07,0.0,0.0,1014.0,134656.16,0.0,0.0,,0.0,,0.0,132.797
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1014.0,138052.04,0.0,0.0,,0.0,,0.0,136.146
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1014.0,136890.0,0.0,0.0,,0.0,,0.0,135.0
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1014.0,137194.2,0.0,0.0,,0.0,,0.0,135.3
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1014.0,136646.64,0.0,0.0,,0.0,,0.0,134.76
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1014.0,136890.0,0.0,0.0,,0.0,,0.0,135.0
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1014.0,134517.24,0.0,0.0,,0.0,,0.0,132.66
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1014.0,134517.24,0.0,0.0,,0.0,,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1014.0,136219.75,0.0,0.0,,0.0,,0.0,134.339
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1014.0,134312.41,0.0,0.0,,0.0,,0.0,132.458
2022-12-29,1600.0,214368.0,3.88,0.53,0.21,107184.0,800.0,800.0,107184.0,,,,800.0,,,,,,,,0.11,800.0,,0.11,,100.0,44.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.882,133.98
2022-12-30,5400.0,724410.0,13.12,1.79,0.72,362205.0,2700.0,2700.0,362205.0,,1900.0,0.26,,,,1900.0,,,0.26,1900.0,,,,0.36,,100.0,72.7,0.0,0.0,0.0,100.0,,1.0,100.0,1.454,134.15
2023-01-02,5400.0,727914.6,12.0,1.79,0.72,363957.3,2700.0,2700.0,363957.3,,,,,,,,,,,,,,,0.36,,100.0,72.7,0.0,0.0,0.0,100.0,,1.0,100.0,1.454,134.799
2023-01-03,6800.0,922617.2,16.48,2.26,0.92,461308.6,3400.0,3400.0,461308.6,,700.0,0.09,,,,700.0,,,0.09,700.0,,,,0.46,,100.0,77.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.5406,135.679
2023-01-04,6800.0,901136.0,16.4,2.26,0.92,450568.0,3400.0,3400.0,450568.0,,,,,,,,,,,,,,,0.46,,100.0,77.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.5406,132.52
2023-01-05,3800.0,500000.2,9.09,1.26,0.5,250000.1,1900.0,1900.0,250000.1,,,,,,0.21,,1500.0,,,,,,1500.0,0.25,0.21,100.0,65.2,0.0,0.0,0.0,100.0,,1.0,100.0,1.304,131.579
2023-01-06,3800.0,500992.0,7.78,1.26,0.5,250496.0,1900.0,1900.0,250496.0,,,,,,,,,,,,,,,0.25,,100.0,65.2,0.0,0.0,0.0,100.0,,1.0,100.0,1.304,131.84
2023-01-09,3800.0,497796.2,7.99,1.26,0.5,248898.1,1900.0,1900.0,248898.1,,,,,,,,,,,,,,,0.25,,100.0,65.2,0.0,0.0,0.0,100.0,,1.0,100.0,1.304,130.999
2023-01-10,3800.0,482907.8,8.45,1.26,0.5,241453.9,1900.0,1900.0,241453.9,,,,,,,,,,,,,,,0.25,,100.0,65.2,0.0,0.0,0.0,100.0,,1.0,100.0,1.304,127.081
2023-01-11,3800.0,486848.4,7.99,1.26,0.48,243424.2,1900.0,1900.0,243424.2,,,,,,,,,,,,,,,0.24,,100.0,65.2,0.0,0.0,0.0,100.0,,1.0,100.0,1.304,128.118
2023-01-12,3800.0,493316.0,6.91,1.26,0.49,246658.0,1900.0,1900.0,246658.0,,,,,,,,,,,,,,,0.24,,100.0,65.2,0.0,0.0,0.0,100.0,,1.0,100.0,1.304,129.82
2023-01-13,3800.0,493240.0,6.88,1.26,0.49,246620.0,1900.0,1900.0,246620.0,,,,,,,,,,,,,,,0.25,,100.0,65.2,0.0,0.0,0.0,100.0,,1.0,100.0,1.304,129.8
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.25,,1900.0,,,,,,1900.0,0.0,0.25,0.0,0.0,1020.0,134354.4,0.0,0.0,,0.0,,0.0,131.72
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1024.0,137029.63,0.0,0.0,,0.0,,0.0,133.818
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1024.0,137360.38,0.0,0.0,,0.0,,0.0,134.141
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1024.0,137963.52,0.0,0.0,,0.0,,0.0,134.73
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1024.0,139059.2,0.0,0.0,,0.0,,0.0,135.8
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1024.0,140941.31,0.0,0.0,,0.0,,0.0,137.638
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1024.0,138915.84,0.0,0.0,,0.0,,0.0,135.66
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1024.0,137134.08,0.0,0.0,,0.0,,0.0,133.92
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1024.0,140138.5,0.0,0.0,,0.0,,0.0,136.854
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1024.0,141312.0,0.0,0.0,,0.0,,0.0,138.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1024.0,140199.94,0.0,0.0,,0.0,,0.0,136.914
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1024.0,138407.94,0.0,0.0,,0.0,,0.0,135.164
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1028.0,139352.6,0.0,0.0,,0.0,,0.0,135.557
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1028.0,140612.92,0.0,0.0,,0.0,,0.0,136.783
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1028.0,142376.97,0.0,0.0,,0.0,,0.0,138.499
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1028.0,139629.13,0.0,0.0,,0.0,,0.0,135.826
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1028.0,143339.18,0.0,0.0,,0.0,,0.0,139.435
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1073.0,148668.44,0.0,0.0,,0.0,,0.0,138.554
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1073.0,149157.73,0.0,0.0,,0.0,,0.0,139.01
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1073.0,149845.52,0.0,0.0,,0.0,,0.0,139.651
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1073.0,148709.22,0.0,0.0,,0.0,,0.0,138.592
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1073.0,148906.65,0.0,0.0,,0.0,,0.0,138.776
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1073.0,148248.9,0.0,0.0,,0.0,,0.0,138.163
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1073.0,148072.93,0.0,0.0,,0.0,,0.0,137.999
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1073.0,147535.35,0.0,0.0,,0.0,,0.0,137.498
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1077.0,147547.92,0.0,0.0,,0.0,,0.0,136.999
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1077.0,146950.19,0.0,0.0,,0.0,,0.0,136.444
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1077.0,147573.77,0.0,0.0,,0.0,,0.0,137.023
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1077.0,147335.75,0.0,0.0,,0.0,,0.0,136.802
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1077.0,147393.91,0.0,0.0,,0.0,,0.0,136.856
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1077.0,147836.56,0.0,0.0,,0.0,,0.0,137.267
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1077.0,147156.97,0.0,0.0,,0.0,,0.0,136.636
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1077.0,145879.65,0.0,0.0,,0.0,,0.0,135.45
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1077.0,146223.21,0.0,0.0,,0.0,,0.0,135.769
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1077.0,145153.75,0.0,0.0,,0.0,,0.0,134.776
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1077.0,144552.79,0.0,0.0,,0.0,,0.0,134.218
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1077.0,143427.32,0.0,0.0,,0.0,,0.0,133.173
