,PLX FP Equity_DX_SI_QTY,PLX FP Equity_DX_SHORT_INTEREST_VALUE,PLX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PLX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PLX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PLX FP Equity_DX_SI_MV,PLX FP Equity_DX_DSS,PLX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PLX FP Equity_DX_SUPPLY_SI_QTY,PLX FP Equity_DX_BROKER_SI_QTY,PLX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PLX FP Equity_DX_BROKER_SI_MV_NEW_x,PLX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PLX FP Equity_DX_SUPPLY_SI_QTY_INC_x,PLX FP Equity_DX_BROKER_SI_MV_INC_x,PLX FP Equity_DX_SUPPLY_SI_MV_NEW,PLX FP Equity_DX_BROKER_SI_QTY_ADD,PLX FP Equity_DX_BROKER_SI_QTY_NEW,PLX FP Equity_DX_SUPPLY_SI_MV_DEC,PLX FP Equity_DX_BROKER_SI_QTY_INC,PLX FP Equity_DX_SUPPLY_SI_QTY_DEC,PLX FP Equity_DX_BROKER_SI_MV_NEW_y,PLX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PLX FP Equity_DX_BROKER_SI_MV_INC_y,PLX FP Equity_DX_SUPPLY_SI_QTY_INC_y,PLX FP Equity_DX_BROKER_SI_MV_ADD,PLX FP Equity_DX_SUPPLY_SI_QTY_ADD,PLX FP Equity_DX_BROKER_SI_QTY_DEC,PLX FP Equity_DX_SUPPLY_SI_MV,PLX FP Equity_DX_BROKER_SI_MV_DEC,PLX FP Equity_DX_SUPPLY_SI_MV_RMV,PLX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PLX FP Equity_DX_UTILIZATION_QUANTITY,PLX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PLX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PLX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PLX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PLX FP Equity_DX_ACTIVE_UTILIZATION_MV,PLX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PLX FP Equity_DX_BROKER_SI_CON_RATIO,PLX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PLX FP Equity_DX_DEMAND_SUPPLY_RATIO,PLX FP Equity_PX_LAST
2024-09-20,1512914.0,30119091.91,1.03,14.0,1.03,30.87,1.0,19118229.73,1091277.0,960329.0,21725142.52,,,74531.0,1.76,,,,0.19,73537.0,21333.0,,,1.76,74531.0,,46136.0,27424.0,22.16,0.44,,4.65,4.65,22358484.0,445112699.47,,453.02,4.66,26.18,0.2019,27.17,0.0645,19.908
2024-09-23,1494946.0,27641551.54,1.02,13.46,1.02,29.86,1.0,17814504.83,1037310.0,963467.0,19179861.9,,,35722.0,0.62,,,,1.92,32586.0,92187.0,,,0.62,35722.0,,2498.0,29448.0,20.76,0.82,,4.43,4.43,22395146.0,414086249.54,,441.78,4.49,26.68,0.199,27.22,0.0638,18.49
2024-09-24,1961857.0,36655336.19,1.33,17.42,1.33,37.02,1.0,23366116.98,1357290.0,1250595.0,25359606.36,,,209419.0,5.86,,,,0.09,326927.0,3577.0,,,5.86,209419.0,,114138.0,39799.0,25.23,1.32,,5.8,5.8,22036390.0,411727910.76,,407.26,5.83,21.82,0.1801,26.74,0.0839,18.684
2024-09-25,2037486.0,39233830.42,1.38,17.73,1.38,38.55,1.0,25325086.82,1437971.0,1315179.0,27689569.58,,,76283.0,1.15,,,,0.25,64584.0,10349.0,,,1.15,76283.0,,14747.0,,26.97,,,6.15,6.15,21951736.0,422702628.42,,412.21,6.14,21.77,0.1751,25.17,0.0871,19.256
2024-09-26,1939369.0,37732363.26,1.32,16.6,1.32,37.69,1.0,24018101.25,1364711.0,1234483.0,26551817.22,,,38058.0,0.42,,,,1.97,13201.0,111318.0,,,0.42,38058.0,,,93897.0,26.39,1.68,,5.84,5.84,22008108.0,428189749.25,,424.13,5.86,23.04,0.1909,26.67,0.083,19.456
2024-09-27,1962611.0,39001005.79,1.33,16.36,1.33,38.52,1.0,24993511.2,1345785.0,1257725.0,26743439.52,,,,0.86,,,,0.56,38990.0,29663.0,,,0.86,,,10737.0,15748.0,26.24,0.3,,5.76,5.76,22027052.0,437721577.34,,429.38,5.76,22.79,0.1935,26.84,0.084,19.872
2024-09-30,1812973.0,34334082.67,1.23,15.0,1.23,36.11,1.0,22006069.63,1341539.0,1162006.0,25406065.58,,,14241.0,0.46,,,,2.14,10441.0,121720.0,,,0.46,14241.0,,103233.0,106160.0,26.66,2.11,,5.74,5.74,22031132.0,417225577.82,,436.2,5.76,23.79,0.1972,25.31,0.0776,18.938
2024-10-01,1922163.0,36048244.9,1.31,15.78,1.31,36.8,1.0,23712613.86,1330322.0,1264403.0,24948858.79,,,13004.0,1.97,,,,0.83,126863.0,32686.0,,,1.97,13004.0,,8465.0,24466.0,25.31,0.73,,5.7,5.7,22019202.0,412948114.31,,419.93,5.68,24.75,0.2064,26.02,0.0823,18.754
2024-10-02,1994561.0,36891400.26,1.36,16.5,1.36,37.79,1.0,24647899.07,1378049.0,1332607.0,25488394.3,,,23845.0,0.52,,31766.0,,0.44,38675.0,20366.0,,,0.52,23845.0,0.63,44248.0,2237.0,25.91,0.09,,5.9,5.9,21987784.0,406686052.86,,412.15,5.92,25.15,0.2092,25.47,0.0854,18.496
2024-10-03,2026565.0,36847004.83,1.38,16.7,1.38,37.7,1.0,24653101.07,1403461.0,1355907.0,25517727.9,,,21316.0,0.14,,,,0.07,23716.0,1168.0,,,0.14,21316.0,,5264.0,416.0,25.95,0.03,,6.07,6.07,21727896.0,395056605.07,,401.44,6.07,24.89,0.2093,24.96,0.0876,18.182
2024-10-04,2042091.0,37541800.94,2.43,16.94,1.39,37.58,1.0,25172420.69,1416811.0,1369257.0,26046653.42,,,20412.0,0.33,,,,0.18,20999.0,8919.0,,,0.33,20412.0,,1857.0,7649.0,25.75,0.28,,6.12,6.12,21717944.0,399262682.5,,396.38,6.1,24.15,0.2072,24.69,0.0883,18.384
2024-10-07,1820350.0,32984742.0,2.16,14.78,1.24,33.74,1.0,21919075.44,1238228.0,1209662.0,22436691.36,,,1925.0,0.04,,,,3.19,1925.0,180508.0,,,0.04,1925.0,,,161520.0,22.78,2.96,,5.35,5.35,21900872.0,396843800.64,,401.79,5.37,26.5,0.223,28.11,0.0787,18.12
2024-10-08,1662578.0,30086011.49,1.98,13.34,1.13,30.37,1.0,19232302.13,1110347.0,1062793.0,20092839.31,,,,,,,,2.74,,127881.0,,,,,,,146869.0,19.89,2.98,,4.8,4.8,22030296.0,398660236.42,,398.95,4.75,27.63,0.2436,30.21,0.0718,18.096
2024-10-09,1610710.0,29379350.4,1.91,12.8,1.09,29.48,1.0,18592652.16,1072373.0,1019334.0,19560083.52,,,2873.0,,,,,0.52,,40847.0,,,,2873.0,,,43459.0,19.45,0.78,,4.63,4.63,22069896.0,402554903.04,,400.42,4.63,27.55,0.2408,30.83,0.0696,18.24
2024-10-10,1589319.0,28432916.91,1.89,12.59,1.08,29.24,1.0,17772838.39,1066545.0,993451.0,19080490.05,,,21079.0,0.15,,,,0.46,8360.0,26907.0,,,0.15,21079.0,,,34243.0,19.44,0.52,,4.61,4.61,22067276.0,394783567.64,,401.53,4.62,27.18,0.2361,30.15,0.0687,17.89
2024-10-11,1529576.0,27532368.0,1.82,12.21,1.04,27.62,1.0,17271720.0,1031653.0,959540.0,18569754.0,,,,0.06,,,,0.83,11348.0,40150.0,,,0.06,,,5258.0,45259.0,18.47,0.98,,4.46,4.46,22089320.0,397607760.0,,395.15,4.47,29.01,0.2329,29.1,0.0662,18.0
2024-10-14,1512114.0,26486188.82,1.8,11.95,1.03,27.46,1.0,16839514.56,1007316.0,961379.0,17644147.06,,,,0.13,,,,0.42,1839.0,24337.0,,,0.13,,,,,18.02,,,4.36,4.36,22113512.0,387340276.19,,398.17,4.33,28.02,0.2322,29.58,0.0654,17.516
2024-10-15,1470332.0,25436743.6,1.75,10.89,1.0,26.03,0.0,16000251.0,968432.0,924870.0,16753873.6,,,1617.0,,,,,0.68,,40501.0,,,,1617.0,,,36509.0,16.96,0.94,,4.19,4.19,22117128.0,382626314.4,,387.07,4.2,28.89,0.2311,29.88,0.0637,17.3
2024-10-16,1134627.0,19951281.17,1.35,8.38,0.77,19.89,0.0,13140224.27,790187.0,747283.0,13894648.21,,,29768.0,0.47,,,,3.65,29768.0,208013.0,,,0.47,29768.0,,,207355.0,13.72,3.78,,3.42,3.42,22291744.0,391978026.5,,386.94,3.42,22.96,0.2456,39.74,0.0492,17.584
2024-10-17,1083966.0,18774291.12,1.29,7.87,0.74,19.21,0.0,12191513.36,747202.0,703898.0,12941538.64,,,,,,,,0.76,,42985.0,,,,,,,43385.0,13.13,0.69,,3.24,3.24,22284498.0,385967505.36,,391.79,3.24,20.72,0.2509,41.67,0.0471,17.32
2024-10-18,840855.0,14711599.08,1.0,5.98,0.57,14.67,0.0,9010492.49,576242.0,515003.0,10081930.03,,,,,,,,3.04,,170960.0,,,,,,,188895.0,9.98,3.49,,2.5,2.5,22455342.0,392878663.63,,388.31,2.51,16.77,0.3079,51.03,0.0365,17.496
2024-10-21,668072.0,11566998.61,0.79,4.73,0.45,11.74,0.0,6919003.37,460603.0,399619.0,7974880.34,,,,,,,,1.95,,115639.0,,,,,,,115384.0,8.07,1.99,,2.0,2.0,22566056.0,390708693.58,,394.93,2.0,16.17,0.3663,56.93,0.029,17.314
2024-10-22,670361.0,11864048.98,0.8,4.71,0.46,11.7,0.0,7091606.3,465993.0,400701.0,8247144.11,,,5590.0,0.33,,,,0.04,18582.0,200.0,,,0.33,5590.0,,,17500.0,8.08,0.34,,2.02,2.02,22573476.0,399505378.25,,391.88,2.02,19.07,0.3531,54.91,0.0291,17.698
2024-10-23,656099.0,11501415.47,0.78,4.59,0.45,11.66,0.0,6780007.98,431994.0,386766.0,7572854.82,,,,0.22,,,,0.59,9326.0,33999.0,,,0.22,,,,23261.0,7.64,0.34,,1.87,1.87,22628290.0,396673923.7,,400.29,1.87,20.13,0.3335,52.58,0.0285,17.53
2024-10-24,657021.0,10901292.43,0.78,4.75,0.45,11.56,0.0,6344731.02,450079.0,382397.0,7467710.77,,,18085.0,,,,,,,,,,,18085.0,,,4369.0,7.88,0.07,,1.95,1.95,22601024.0,374996190.21,,392.23,1.97,20.07,0.3324,52.54,0.0285,16.592
2024-10-25,855581.0,13971637.73,1.02,5.68,0.58,14.22,0.0,9443867.62,641411.0,578314.0,10474241.63,,,147584.0,3.16,,632.0,,,200851.0,,,,3.16,147584.0,0.01,43748.0,5566.0,10.62,0.26,,2.84,2.84,21942768.0,358325401.44,,363.22,2.84,24.1,0.2615,40.65,0.0379,16.33
2024-10-28,829409.0,13602307.6,0.99,5.2,0.56,13.63,0.0,9180260.8,608931.0,559772.0,9986468.4,,,,0.09,,,,0.71,7301.0,38350.0,,,0.09,,,5870.0,25843.0,9.93,0.46,,2.67,2.67,22172980.0,363636872.0,,362.41,2.67,25.33,0.2482,37.4,0.0364,16.4
2024-10-29,790497.0,12779174.5,0.94,4.92,0.54,13.05,0.0,8827783.79,583720.0,546071.0,9436417.52,,,,0.52,,,,0.37,29720.0,25211.0,,,0.52,,,,43421.0,9.58,0.72,,2.57,2.57,22104236.0,357337079.18,,361.71,2.58,23.5,0.2329,33.49,0.0348,16.166
2024-10-30,572541.0,9061033.87,0.68,3.5,0.39,9.24,0.0,5957222.92,426017.0,376420.0,6742145.04,,,,,,,,2.68,,157703.0,,,,,,,169651.0,6.87,2.94,,1.88,1.88,22189708.0,351174318.81,,356.03,1.89,26.02,0.2169,33.27,0.0253,15.826
2024-10-31,485118.0,9299712.06,0.58,2.89,0.33,8.1,0.0,5540072.49,368220.0,288997.0,7058777.4,,,,,,,,0.95,,57797.0,,,,,,,87423.0,5.79,1.03,,1.63,1.63,22155050.0,424712308.5,,368.04,1.55,28.03,0.2419,36.88,0.0215,19.17
2024-11-01,394001.0,7190518.25,0.47,2.07,0.27,7.37,0.0,3395759.25,366526.0,186069.0,6689099.5,,,11811.0,,,,,0.21,,13505.0,,,,11811.0,,,102928.0,6.98,1.59,,1.64,1.64,22017910.0,401826857.5,,416.78,1.65,29.37,0.2429,36.34,0.0176,18.25
2024-11-04,317949.0,5987615.57,0.38,1.67,0.22,5.93,0.0,3184886.67,297094.0,169121.0,5594874.21,,,,,,,,1.47,,69432.0,,,,,,,16948.0,5.47,0.25,,1.33,1.33,22008322.0,414460719.9,,407.05,1.33,33.88,0.2663,36.38,0.0143,18.832
2024-11-05,233509.0,4511393.88,0.28,1.22,0.16,4.41,0.0,1493880.36,196631.0,77323.0,3798910.92,,,7358.0,0.3,,,,1.92,16023.0,107821.0,,,0.3,7358.0,,,107821.0,3.7,2.0,,0.88,0.88,22048480.0,425976633.6,,418.46,0.88,18.06,0.2971,49.51,0.0105,19.32
2024-11-06,248137.0,4879862.24,0.29,1.31,0.17,4.83,0.0,1664471.24,203945.0,84637.0,4010782.37,,,7314.0,0.16,,,,,7314.0,,,,0.16,7314.0,,,,3.97,,,0.92,0.92,22041724.0,433472544.18,,430.67,0.91,23.11,0.2868,46.53,0.0112,19.666
2024-11-07,290450.0,5878708.0,0.35,1.52,0.2,5.75,0.0,2050028.64,229609.0,101286.0,4647286.16,,,25664.0,0.51,,,,,25664.0,,,,0.51,25664.0,,,9015.0,4.53,0.17,,1.04,1.04,21934320.0,443950636.8,,433.06,1.03,37.11,0.3076,39.83,0.0131,20.24
2024-11-08,342770.0,6889677.0,0.41,1.82,0.23,6.95,0.0,3271395.6,237029.0,162756.0,4764282.9,,,61720.0,1.28,,,,1.07,61720.0,54300.0,,,1.28,61720.0,,,250.0,4.81,0.0,,1.09,1.09,21472932.0,431605933.2,,435.41,1.09,20.4,0.3922,57.98,0.0158,20.1
2024-11-11,383518.0,7785415.4,0.46,2.04,0.26,7.75,0.0,3632786.5,261578.0,178955.0,5310033.4,,,16249.0,0.32,,,,,16249.0,,,,0.32,16249.0,,8300.0,50.0,5.28,0.0,,1.2,1.2,21470318.0,435847455.4,,435.03,1.2,18.19,0.4085,60.2,0.0176,20.3
2024-11-12,439412.0,8727601.14,0.52,2.35,0.3,8.89,0.0,4246575.05,294547.0,213804.0,5850292.51,,,32969.0,0.69,,,,,34849.0,,,,0.69,32969.0,,,,5.98,,,1.35,1.35,21510400.0,427239564.8,,434.41,1.36,15.95,0.429,62.35,0.0202,19.862
2024-11-13,485586.0,9634026.24,0.58,2.57,0.33,9.65,0.0,4833698.56,324377.0,243634.0,6435639.68,,,6938.0,0.07,,22892.0,,,6938.0,,,,0.07,6938.0,0.48,22892.0,,6.43,,,1.48,1.48,21660040.0,429735193.6,,430.97,1.47,14.32,0.3851,58.93,0.0221,19.84
2024-11-14,584462.0,11738919.27,0.69,3.06,0.4,11.63,0.0,5886351.12,373815.0,293072.0,7508074.28,,,26059.0,0.99,,,,,49438.0,,,,0.99,26059.0,,23379.0,,7.41,,,1.69,1.69,21737076.0,436589171.46,,433.69,1.68,12.36,0.369,57.19,0.0264,20.085
2024-11-15,709653.0,14533693.44,0.84,3.7,0.48,14.27,0.0,7558881.28,450689.0,369086.0,9230110.72,,,76874.0,1.61,,,,,76874.0,,,,1.61,76874.0,,,860.0,9.02,0.02,,2.03,2.03,21753068.0,445502832.64,,437.94,2.02,21.63,0.3175,49.4,0.032,20.48
2024-11-18,905104.0,18237845.6,1.08,4.76,0.61,18.59,0.0,11209968.9,626606.0,556326.0,12626110.9,,,37572.0,3.94,,5100.0,,0.01,182140.0,996.0,,,3.94,37572.0,0.11,139341.0,,12.76,,,2.79,2.79,21834790.0,439971018.5,,443.42,2.8,30.57,0.2864,40.48,0.0403,20.15
2024-11-19,841880.0,16585036.0,1.0,4.42,0.57,16.96,0.0,10592709.7,511750.0,537701.0,10081475.0,,,20923.0,0.95,,,,3.04,60175.0,147580.0,,,0.95,20923.0,,20101.0,78800.0,10.31,1.62,0.17,2.28,2.28,21954342.0,432500537.4,8300.0,440.72,2.29,32.79,0.3551,48.86,0.0375,19.7
2024-11-20,857473.0,17209483.11,1.02,4.46,0.58,17.01,0.0,11031696.27,549084.0,549661.0,11020115.88,,,35509.0,0.07,,12778.0,,0.15,11182.0,6056.0,,,0.07,35509.0,0.25,7881.0,12000.0,10.85,0.24,,2.44,2.44,21919644.0,439927255.08,,433.47,2.44,33.55,0.3649,49.47,0.0382,20.07
2024-11-21,994654.0,19316180.68,1.18,5.09,0.68,20.02,0.0,12221025.42,724566.0,629301.0,14071071.72,,,142074.0,2.01,,,,,91564.0,,,,2.01,142074.0,,33408.0,11924.0,14.59,0.27,,3.16,3.16,22205676.0,431234227.92,,444.4,3.18,32.53,0.3722,51.02,0.0434,19.42
2024-11-22,1052423.0,20389643.2,1.25,5.27,0.72,20.61,0.0,13082080.39,764401.0,675239.0,14809504.97,,,141695.0,3.81,,19200.0,,2.65,201305.0,128740.0,,,3.81,141695.0,0.37,26880.0,174567.0,14.92,3.56,,3.32,3.32,22280224.0,431657059.78,,434.02,3.32,20.28,0.3546,55.06,0.0457,19.374
2024-11-25,1219460.0,24633092.0,1.45,6.05,0.83,23.81,0.0,16194784.4,840245.0,801722.0,16972949.0,,,47757.0,2.46,,,,,126483.0,,,,2.46,47757.0,,28087.0,,16.33,,,3.63,3.63,22292732.0,450313186.4,,432.45,3.64,24.52,0.3219,49.84,0.0527,20.2
2024-11-26,1361523.0,26862848.79,1.62,6.89,0.93,27.65,0.0,18242338.27,921533.0,924599.0,18181846.09,,,67038.0,1.68,,57429.0,,,66089.0,,,,1.68,67038.0,1.15,14250.0,641.0,18.53,0.01,,3.96,3.96,22342732.0,440822102.36,,448.76,3.97,25.32,0.2832,44.78,0.0585,19.73
2024-11-27,1460617.0,28768312.43,1.74,7.4,0.99,29.15,1.0,18937172.21,995101.0,961473.0,19599509.3,,,60445.0,0.99,,,,0.2,51325.0,9600.0,,,0.99,60445.0,,22723.0,14451.0,19.58,0.48,,4.26,4.26,22347372.0,440153838.91,,438.42,4.27,23.58,0.2709,42.99,0.0626,19.696
2024-11-28,1531010.0,30773301.0,1.82,7.86,1.04,30.65,1.0,19919481.9,1070653.0,991019.0,21520125.3,,,35389.0,0.6,,,,,29546.0,,,,0.6,35389.0,,40163.0,,21.18,,,4.58,4.58,22324496.0,448722369.6,,440.55,4.59,22.48,0.2672,42.59,0.0654,20.1
2024-11-29,1677490.0,34111759.15,1.99,8.83,1.14,34.01,1.0,23213032.89,1167749.0,1141531.0,23746175.92,,,38141.0,3.26,,,,0.06,153933.0,3421.0,,,3.26,38141.0,,62376.0,3421.0,23.47,0.01,,5.0,5.0,22205628.0,451551445.38,,444.95,5.01,22.82,0.2589,41.72,0.0718,20.335
2024-12-02,1740555.0,35220130.42,2.07,9.12,1.18,35.83,1.0,24041507.03,1206145.0,1188115.0,24406344.08,,,44087.0,1.33,,,,0.11,52275.0,5691.0,,,1.33,44087.0,,,5691.0,24.62,0.06,,5.15,5.15,22220992.0,449641773.12,,452.47,5.16,23.64,0.2563,41.12,0.0743,20.235
2024-12-03,1796348.0,35384462.9,2.14,9.28,1.22,36.63,1.0,24194895.82,1256712.0,1228292.0,24754712.98,,,47287.0,0.9,,,,,54975.0,,,,0.9,47287.0,,3280.0,14798.0,25.37,0.29,,5.34,5.34,22259828.0,438474091.94,,448.03,5.36,24.05,0.2594,41.22,0.0764,19.698
2024-12-04,1812907.0,35532977.2,2.16,9.29,1.23,36.15,1.0,24659308.8,1258938.0,1258128.0,24675184.8,,,7985.0,0.67,,,,0.38,43113.0,16712.0,,,0.67,7985.0,,10953.0,13277.0,24.79,0.33,,5.35,5.35,22284648.0,436779100.8,,438.44,5.35,25.22,0.258,40.58,0.077,19.6
2024-12-05,1891029.0,37188976.31,2.25,9.74,1.28,37.43,1.0,24982329.45,1275475.0,1270331.0,25083491.35,,,21822.0,0.41,,,,0.19,22006.0,9102.0,,,0.41,21822.0,,3817.0,9803.0,24.94,0.27,,5.42,5.42,22257996.0,437725749.34,,434.79,5.43,23.98,0.2422,38.89,0.0804,19.666
2024-12-06,1850983.0,37251032.88,2.2,10.37,1.26,36.9,1.0,25670101.63,1331711.0,1275533.0,26800683.88,,,107654.0,2.23,,,,3.53,103148.0,181455.0,,,2.23,107654.0,,130037.0,97946.0,26.26,1.97,,5.65,5.65,22220256.0,447182652.0,,438.41,5.65,22.11,0.2594,40.48,0.0786,20.125
2024-12-09,1889394.0,38874281.55,2.25,11.21,1.28,38.71,1.0,28615586.55,1403634.0,1390794.0,28879769.55,,,122928.0,5.39,,,,1.64,242343.0,88464.0,,,5.39,122928.0,,37459.0,127082.0,28.31,2.32,,5.97,5.97,22122702.0,455174593.65,,446.83,5.96,26.21,0.2848,39.05,0.0803,20.575
2024-12-10,1505932.0,30954432.26,1.79,9.01,1.02,31.5,1.0,28555951.53,1390412.0,1389246.0,28579918.66,,,,0.72,,,,0.37,12996.0,21328.0,,,0.72,,,8106.0,14544.0,28.72,0.33,,5.98,5.98,21848370.0,449093245.35,,450.31,5.99,31.44,0.2652,31.52,0.0648,20.555
2024-12-11,1442366.0,29186276.01,1.71,8.74,0.98,29.95,0.0,27212291.06,1364965.0,1344813.0,27620066.78,,,,0.3,,,,0.84,14207.0,39654.0,,,0.3,,,14207.0,58640.0,28.04,1.43,,5.73,5.73,22444968.0,454173927.48,,460.42,5.74,29.81,0.2633,30.86,0.0606,20.235
2024-12-12,1509474.0,30068722.08,1.79,9.33,1.03,30.84,1.0,28125466.32,1417484.0,1411921.0,28236281.28,,,66799.0,1.14,,,,1.42,70292.0,68344.0,,,1.14,66799.0,,54064.0,3184.0,28.68,0.2,,5.93,5.93,22483572.0,447872754.24,,454.38,5.94,28.31,0.2663,33.37,0.0632,19.92
2024-12-13,1558613.0,29725867.14,1.85,10.97,1.06,30.93,1.0,26872009.34,1430275.0,1408977.0,27278204.8,,,56912.0,0.0,,,,0.9,12672.0,44636.0,,,0.0,56912.0,,515.0,15616.0,28.31,0.51,,5.95,5.95,22587884.0,430796123.65,,446.27,5.96,27.74,0.2696,35.63,0.0649,19.072
2024-12-16,2241128.0,42316978.9,2.66,15.91,1.52,42.9,1.0,22161501.29,1514175.0,1173684.0,28590652.35,,,124340.0,0.23,,,,4.48,17141.0,207722.0,,,0.23,124340.0,,167282.0,235293.0,28.81,5.04,,6.31,6.31,22495528.0,424760559.7,,427.65,6.31,31.47,0.2788,33.93,0.0933,18.882
2024-12-17,1641757.0,31213084.08,1.95,11.63,1.12,31.67,1.0,29101934.57,1586097.0,1530714.0,30154876.16,,,57822.0,6.37,,33000.0,,0.93,324030.0,48677.0,,,6.37,57822.0,0.62,62777.0,,29.99,,,6.57,6.57,22544992.0,428625387.9,,426.6,6.57,29.01,0.2919,38.61,0.068,19.012
2024-12-18,2429220.0,46096878.72,2.89,17.26,1.65,47.28,1.0,27680670.72,1694007.0,1458720.0,32145476.83,,,32890.0,2.26,,56000.0,,0.84,95516.0,44773.0,,,2.26,32890.0,1.06,119793.0,223510.0,32.49,4.23,,6.99,6.99,22544680.0,427807847.68,,431.48,7.0,29.81,0.2807,31.89,0.1002,18.976
2024-12-19,1828125.0,34149375.44,2.17,13.23,1.24,35.39,1.0,24222487.07,1458987.0,1296707.0,27253877.51,,,18951.0,0.06,,,,7.58,5452.0,392079.0,,,0.06,18951.0,,138108.0,167465.0,27.79,3.43,,6.04,6.04,22711364.0,424248284.97,,432.67,6.04,24.31,0.3356,48.26,0.0756,19.03
2024-12-20,2035600.0,37060133.6,2.42,14.89,1.38,39.27,1.0,28062783.02,1402466.0,1541403.0,25533296.0,,,,5.35,,,,1.9,260463.0,93221.0,,,5.35,,,36700.0,15767.0,26.38,0.31,,5.78,5.78,22854262.0,416084693.97,,429.4,5.79,35.0,0.3137,39.61,0.0839,18.206
2024-12-23,1698898.0,30987899.52,2.02,12.27,1.15,32.34,1.0,27985832.64,1247672.0,1534311.0,22757537.28,,,,0.41,,,,2.96,36700.0,154794.0,,,0.41,,,,43792.0,22.72,1.02,,5.14,5.14,23007092.0,419649358.08,,418.76,5.15,25.24,0.3111,43.77,0.07,18.24
2024-12-24,1821472.0,33263721.66,2.17,13.26,1.24,34.59,1.0,29587708.9,1353241.0,1620179.0,24712887.14,,,74976.0,1.69,,,,0.13,92132.0,7125.0,,,1.69,74976.0,,37718.0,6264.0,24.66,0.12,,5.57,5.57,22939936.0,418929111.23,,418.27,5.57,25.63,0.2822,40.59,0.075,18.262
2024-12-25,1821472.0,33263721.66,2.17,13.83,1.24,34.59,1.0,29587708.9,1353241.0,1620179.0,24712887.14,,,,,,,,,,,,,,,,,,24.68,,,5.57,5.57,22941840.0,418963882.08,,418.38,5.57,25.62,0.2821,40.59,0.075,
2024-12-26,2125266.0,38811607.69,2.53,16.14,1.44,40.09,1.0,30150835.93,1353241.0,1651015.0,24712887.14,,,,0.67,,,,,36300.0,,,,0.67,,,,5464.0,24.63,0.11,,5.56,5.56,23002236.0,420066833.83,,419.09,5.55,30.48,0.281,36.7,0.0873,
2024-12-27,2153651.0,39635793.0,2.56,16.36,1.46,40.42,1.0,30935541.26,1394275.0,1680914.0,25660237.1,,,45656.0,0.67,,,,0.14,31199.0,8075.0,,,0.67,45656.0,,3453.0,1300.0,25.45,0.34,,5.72,5.72,22969556.0,422731708.62,,419.83,5.72,30.05,0.2772,35.55,0.0884,18.404
2024-12-30,2175166.0,39696779.5,2.59,16.9,1.48,41.01,1.0,31069329.25,1405343.0,1702429.0,25647509.75,,,11835.0,0.44,,6048.0,,0.01,16599.0,767.0,,,0.44,11835.0,0.11,,1132.0,25.83,0.0,,5.72,5.72,23144140.0,422380555.0,,425.36,5.73,29.81,0.2775,36.1,0.0886,18.25
2024-12-31,2175683.0,40720083.03,2.59,17.12,1.48,41.15,1.0,31878420.04,1392813.0,1703271.0,26067888.11,,,2606.0,0.1,,,,0.29,9819.0,15136.0,,,0.1,2606.0,,,8977.0,25.53,0.17,,5.67,5.67,23158504.0,433434560.86,,425.57,5.66,29.92,0.2801,36.23,0.0886,18.716
2025-01-01,2175683.0,40720083.03,2.59,17.55,1.48,41.35,1.0,31878420.04,1392813.0,1703271.0,26067888.11,,,,,,,,,,,,,,,,,,25.99,,,5.68,5.68,23111140.0,432548096.24,,427.65,5.73,29.95,0.279,36.06,0.0888,
2025-01-02,2146284.0,39873664.15,2.55,17.32,1.46,41.29,1.0,34807759.38,1509881.0,1873601.0,28050569.22,,,176154.0,3.75,,,,1.67,176378.0,89930.0,,,3.75,176154.0,,30844.0,6048.0,28.37,0.11,,6.18,6.18,22910132.0,425624432.3,,429.96,6.19,33.4,0.2902,37.3,0.0879,18.578
2025-01-03,2241256.0,40871544.42,2.66,18.23,1.52,42.29,1.0,35898897.23,1714945.0,1968573.0,31273737.02,,,148324.0,0.0,,83300.0,,0.15,16373.0,7428.0,,,0.0,148324.0,1.55,64168.0,4701.0,31.66,0.09,,7.0,7.0,22773548.0,415298421.33,,420.8,7.0,32.22,0.2752,36.05,0.0915,18.236
2025-01-06,2117013.0,40464586.48,2.52,17.64,1.44,39.96,1.0,36768818.13,1668611.0,1923659.0,31893830.65,,,12249.0,0.73,,,,1.13,34972.0,58583.0,,,0.73,12249.0,,,79886.0,30.4,1.49,,6.81,6.81,22822840.0,436235763.76,,416.96,6.79,36.3,0.3112,37.56,0.0864,19.114
