,C3M FP Equity_DX_SI_QTY,C3M FP Equity_DX_SHORT_INTEREST_VALUE,C3M FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C3M FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C3M FP Equity_DX_SI_MV,C3M FP Equity_DX_DSS,C3M FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C3M FP Equity_DX_SUPPLY_SI_QTY,C3M FP Equity_DX_BROKER_SI_QTY,C3M FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C3M FP Equity_DX_BROKER_SI_MV_NEW_x,C3M FP Equity_DX_SUPPLY_SI_QTY_NEW_x,C3M FP Equity_DX_SUPPLY_SI_QTY_INC_x,C3M FP Equity_DX_BROKER_SI_MV_INC_x,C3M FP Equity_DX_SUPPLY_SI_MV_NEW,C3M FP Equity_DX_BROKER_SI_QTY_ADD,C3M FP Equity_DX_BROKER_SI_QTY_NEW,C3M FP Equity_DX_SUPPLY_SI_MV_DEC,C3M FP Equity_DX_BROKER_SI_QTY_INC,C3M FP Equity_DX_SUPPLY_SI_QTY_DEC,C3M FP Equity_DX_BROKER_SI_MV_NEW_y,C3M FP Equity_DX_SUPPLY_SI_QTY_NEW_y,C3M FP Equity_DX_BROKER_SI_MV_INC_y,C3M FP Equity_DX_SUPPLY_SI_QTY_INC_y,C3M FP Equity_DX_BROKER_SI_MV_ADD,C3M FP Equity_DX_SUPPLY_SI_QTY_ADD,C3M FP Equity_DX_BROKER_SI_QTY_DEC,C3M FP Equity_DX_SUPPLY_SI_MV,C3M FP Equity_DX_BROKER_SI_MV_DEC,C3M FP Equity_DX_SUPPLY_SI_MV_RMV,C3M FP Equity_DX_BROKER_SI_MV_RMV,C3M FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C3M FP Equity_DX_UTILIZATION_QUANTITY,C3M FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C3M FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C3M FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,C3M FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C3M FP Equity_DX_ACTIVE_UTILIZATION_MV,C3M FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C3M FP Equity_DX_BROKER_SI_CON_RATIO,C3M FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C3M FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,155426.0,18119563.08,,18.12,0.0,,0.0,,0.0
2023-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,155426.0,18121894.47,,18.14,0.0,,0.0,,0.0
2023-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,155426.0,18123448.73,,18.12,0.0,,0.0,,0.0
2023-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156226.0,18219076.12,,18.22,0.0,,0.0,,0.0
2023-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156226.0,18216732.73,,18.21,0.0,,0.0,,0.0
2023-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156226.0,18240166.63,,18.21,0.0,,0.0,,0.0
2023-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156226.0,18226887.42,,18.25,0.0,,0.0,,0.0
2023-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,155426.0,18132774.29,,18.13,0.0,,0.0,,0.0
2023-07-04,11400.0,1330152.0,6.37,0.42,1.33,,665076.0,5700.0,5700.0,665076.0,,,,,,5700.0,,,,,,,,,0.66,5700.0,,0.66,,,,14.73,3.56,33000.0,3850440.0,,3.85,14.73,8.77,0.84,91.23,0.0712
2023-07-05,2000.0,233270.0,1.16,0.07,0.23,,116635.0,1000.0,1000.0,116635.0,,,,,,,,0.55,,4700.0,,,,,,,4700.0,0.12,0.55,,,2.94,0.64,33000.0,3848955.0,,3.85,2.94,50.0,0.5,50.0,0.0128
2023-07-06,2000.0,233450.0,1.13,0.07,0.23,,116725.0,1000.0,1000.0,116725.0,,,,,,,,,,,,,,,,,,0.12,,,,2.94,0.64,33000.0,3851925.0,,3.86,2.94,50.0,0.5,50.0,0.0128
2023-07-07,2000.0,233470.0,1.14,0.07,0.23,,116735.0,1000.0,1000.0,116735.0,,,,,,,,,,,,,,,,,,0.12,,,,2.94,0.64,33000.0,3852255.0,,3.85,2.94,50.0,0.5,50.0,0.0128
2023-07-10,2000.0,233450.0,1.17,0.07,0.23,,116725.0,1000.0,1000.0,116725.0,,,,,,,,,,,,,,,,,,0.12,,,,2.94,0.64,33000.0,3851925.0,,3.86,2.94,50.0,0.5,50.0,0.0128
2023-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.12,,1000.0,,,,,,,1000.0,0.0,0.12,,,0.0,0.0,154932.0,18084437.7,,18.11,0.0,,0.0,,0.0
2023-07-12,1200.0,140076.0,0.61,0.04,0.14,,70038.0,600.0,600.0,70038.0,,,,,,600.0,,,,,,,,,0.07,600.0,,0.07,,,,100.0,0.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0077
2023-07-13,9500.0,1109410.0,5.0,0.34,1.11,,502154.0,5200.0,4300.0,607256.0,,,3700.0,0.43,,,,,3700.0,,,,0.43,3700.0,,900.0,,0.61,,,,16.61,3.26,26100.0,3047958.0,,3.05,16.61,9.47,0.8285,90.53,0.0595
2023-07-14,38800.0,4531452.0,19.56,1.39,4.53,,2265726.0,19400.0,19400.0,2265726.0,,,11197.0,1.76,,,,,15100.0,,,,1.76,11197.0,,3003.0,,2.26,,,,56.55,12.15,14903.0,1740521.37,,1.74,56.55,38.92,0.5246,61.08,0.2429
2023-07-17,37600.0,4391304.0,20.48,1.35,4.39,,2195652.0,18800.0,18800.0,2195652.0,,,,,,,,0.07,,600.0,,,,,,,600.0,2.2,0.07,,,55.78,11.81,14903.0,1740521.37,,1.74,55.78,40.16,0.5194,59.84,0.2363
2023-07-18,37600.0,4391868.0,21.12,1.35,4.4,,2195934.0,18800.0,18800.0,2195934.0,,,,,,,,,,,,,,,,,,2.2,,,,55.78,11.81,14903.0,1740744.92,,1.74,55.78,40.16,0.5194,59.84,0.2363
2023-07-19,30200.0,3527813.0,16.95,1.1,3.53,,1763906.5,15100.0,15100.0,1763906.5,,,,,,,,0.43,,3700.0,,,,,,,3700.0,1.77,0.44,,,50.33,9.66,14903.0,1740893.95,,1.74,50.33,50.0,0.5,50.0,0.1932
2023-07-20,30200.0,3529625.0,17.62,1.1,3.53,,1764812.5,15100.0,15100.0,1764812.5,,,,,,,,,,,,,,,,,,1.76,,,,50.33,9.67,14903.0,1741788.13,,1.74,50.33,50.0,0.5,50.0,0.1933
2023-07-21,4200.0,490854.0,2.42,0.15,0.49,,245427.0,2100.0,2100.0,245427.0,,,,,,,,1.52,,13000.0,,,,,,,13000.0,0.25,1.52,,,7.78,1.34,24900.0,2910063.0,,2.91,7.78,50.0,0.5,50.0,0.0269
2023-07-24,71000.0,8298125.0,41.72,2.55,8.29,,4149062.5,35500.0,35500.0,4149062.5,,,22402.0,3.9,,,,,33400.0,,,,3.9,22402.0,,10998.0,,4.15,,,,100.0,22.17,0.0,0.0,,0.0,100.0,43.38,0.5088,56.62,0.4434
2023-07-25,57400.0,6708338.0,34.14,2.06,6.72,,3354169.0,28700.0,28700.0,3354169.0,,,,,,,,0.8,,6800.0,,,,,,,6800.0,3.36,0.8,,,100.0,18.36,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3672
2023-07-26,57400.0,6710347.0,35.75,2.06,6.72,,3355173.5,28700.0,28700.0,3355173.5,,,,,,,,,,,,,,,,,,3.36,,,,100.0,18.36,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3672
2023-07-27,57400.0,6710634.0,37.83,2.06,6.7,,3355317.0,28700.0,28700.0,3355317.0,,,,,,,,,,,,,,,,,,3.35,,,,100.0,18.37,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3674
2023-07-28,57400.0,6711782.0,38.53,2.06,6.71,,3355891.0,28700.0,28700.0,3355891.0,,,,,,,,,,,,,,,,,,3.35,,,,100.0,18.37,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3674
2023-07-31,9400.0,1099330.0,6.6,0.34,1.1,,549665.0,4700.0,4700.0,549665.0,,,,,,,,2.81,,24000.0,,,,,,,24000.0,0.55,2.81,,,17.41,3.02,22300.0,2607985.0,,2.61,17.41,50.0,0.5,50.0,0.0604
2023-08-01,10800.0,1263168.0,7.59,0.39,1.26,,631584.0,5400.0,5400.0,631584.0,,,,0.08,,,,,700.0,,,,0.08,,,700.0,,0.63,,,,19.49,3.46,22300.0,2608208.0,,2.61,19.49,43.52,0.5084,56.48,0.0692
2023-08-02,15000.0,1754625.0,10.27,0.54,1.75,,877312.5,7500.0,7500.0,877312.5,,,2100.0,0.24,,,,,2100.0,,,,0.24,2100.0,,,,0.88,,,,25.17,4.74,22300.0,2608542.5,,2.61,25.17,31.33,0.5697,68.67,0.0948
2023-08-03,62300.0,7288477.0,42.72,2.22,7.29,,3825573.0,29600.0,32700.0,3462904.0,,,22100.0,2.95,,,,,25200.0,,,,2.95,22100.0,,,,3.46,,,,57.03,16.41,22300.0,2608877.0,,2.61,57.03,7.54,0.8605,92.46,0.3455
2023-08-04,3100.0,362886.0,2.04,0.11,0.36,,362886.0,0.0,3100.0,0.0,,,,,,,,3.44,,29600.0,,,,,,,29600.0,0.0,3.44,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0172
2023-08-07,12700.0,1486344.5,6.83,0.45,1.49,,924576.5,4800.0,7900.0,561768.0,,,,0.56,,,,,4800.0,,,,0.56,,,4800.0,,0.56,,,,100.0,3.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0793
2023-08-08,53600.0,6272808.0,28.3,1.86,6.28,,3464088.0,24000.0,29600.0,2808720.0,,,19200.0,2.54,,,,,21700.0,,,,2.54,19200.0,,,,2.81,,,,100.0,13.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2987
2023-08-09,5600.0,655452.0,2.96,0.19,0.66,,655452.0,0.0,5600.0,0.0,,,,,,,,2.81,,24000.0,,,,,,,24000.0,0.0,2.8,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.036
2023-08-10,33000.0,3863310.0,17.65,1.11,3.85,,2259451.0,13700.0,19300.0,1603859.0,,,,1.6,,,,,13700.0,,,,1.6,,,13700.0,,1.6,,,,100.0,8.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1951
2023-08-11,2500.0,292725.0,1.33,0.08,0.29,,292725.0,0.0,2500.0,0.0,,,,,,,,1.61,,13700.0,,,,,,,16800.0,0.0,1.98,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0148
2023-08-14,2500.0,292712.5,1.32,0.08,0.29,,292712.5,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0161
2023-08-15,10300.0,1206027.0,5.46,0.34,1.2,,749376.0,3900.0,6400.0,456651.0,,,,0.46,,,,,3900.0,,,,0.46,,,3900.0,,0.46,,,,100.0,2.45,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0646
2023-08-16,15900.0,1862367.0,8.0,0.53,1.86,,1077596.0,6700.0,9200.0,784771.0,,,2800.0,0.33,,,,,2800.0,,,,0.33,2800.0,,,,0.78,,,,100.0,4.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0981
2023-08-17,28300.0,3315911.0,14.38,0.94,3.31,,1804418.0,12900.0,15400.0,1511493.0,,,6200.0,0.73,,,,,6200.0,,,,0.73,6200.0,,,,1.51,,,,100.0,7.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1681
2023-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,1.51,,12900.0,,,,,,,15400.0,0.0,1.8,,,0.0,0.0,159326.0,18670617.31,,18.69,0.0,,0.0,,0.0
2023-08-21,45000.0,5273550.0,21.46,1.46,5.27,,2636775.0,22500.0,22500.0,2636775.0,,,,,,22500.0,,,,,,,,,2.64,22500.0,,2.64,,,,100.0,12.65,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2529
2023-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,2.65,,22500.0,,,,,,,22500.0,0.0,2.65,,,0.0,0.0,156826.0,18376870.68,,18.37,0.0,,0.0,,0.0
2023-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156026.0,18286247.2,,18.29,0.0,,0.0,,0.0
2023-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156026.0,18288587.59,,18.27,0.0,,0.0,,0.0
2023-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156026.0,18288587.59,,18.32,0.0,,0.0,,0.0
2023-08-28,2000.0,234490.0,1.29,0.06,0.23,,117245.0,1000.0,1000.0,117245.0,,,,,,1000.0,,,,,,,,,0.12,1000.0,,0.12,,,,100.0,0.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0128
2023-08-29,4800.0,562800.0,3.11,0.15,0.56,,281400.0,2400.0,2400.0,281400.0,,,1400.0,0.16,,,,,1400.0,,,,0.16,1400.0,,,,0.28,,,,100.0,1.52,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0304
2023-08-30,31600.0,3711578.0,19.3,1.1,3.7,,1855789.0,15800.0,15800.0,1855789.0,,,13400.0,1.57,,,,,13400.0,,,,1.57,13400.0,,,,1.85,,,,100.0,9.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1846
2023-08-31,2000.0,234640.0,1.22,0.07,0.24,,117320.0,1000.0,1000.0,117320.0,,,,,,,,1.75,,14800.0,,,,,,,14800.0,0.12,1.75,,,100.0,0.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0128
2023-09-01,4600.0,539971.0,2.42,0.17,0.54,,269985.5,2300.0,2300.0,269985.5,,,1300.0,0.15,,,,,1300.0,,,,0.15,1300.0,,,,0.27,,,,100.0,1.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0292
2023-09-04,50400.0,5914440.0,26.35,1.81,5.92,,2957220.0,25200.0,25200.0,2957220.0,,,22900.0,2.69,,,,,22900.0,,,,2.69,22900.0,,,,2.96,,,,100.0,13.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.279
2023-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,2.98,,25200.0,,,,,,,25200.0,0.0,2.98,,,0.0,0.0,180626.0,21200073.62,,21.33,0.0,,0.0,,0.0
2023-09-06,5000.0,586875.0,2.1,0.18,0.59,,293437.5,2500.0,2500.0,293437.5,,,,,,2500.0,,,,,,,,,0.29,2500.0,,0.29,,,,9.92,1.38,22700.0,2664412.5,,2.82,9.45,,1.0,100.0,0.0277
2023-09-07,15800.0,1855236.0,6.34,0.56,1.85,,927618.0,7900.0,7900.0,927618.0,,,5400.0,0.63,,,,,5400.0,,,,0.63,5400.0,,,,0.93,,,,100.0,4.84,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0967
2023-09-08,18200.0,2136680.0,6.88,0.64,2.14,,1068340.0,9100.0,9100.0,1068340.0,,,1200.0,0.14,,,,,1200.0,,,,0.14,1200.0,,,,1.07,,,,100.0,5.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1106
2023-09-11,13200.0,1550076.0,5.01,0.47,0.96,,775038.0,6600.0,6600.0,775038.0,,,,,,,,0.88,,2500.0,,,,,,,2500.0,0.19,0.29,,,100.0,4.07,0.0,0.0,,0.63,23.09,,1.0,100.0,0.0815
2023-09-12,2400.0,281844.0,0.81,0.08,0.28,,140922.0,1200.0,1200.0,140922.0,,,,,,,,0.05,,5400.0,,,,,,,5400.0,0.14,0.64,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0153
2023-09-13,2400.0,281808.0,0.8,0.08,0.28,,140904.0,1200.0,1200.0,140904.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0153
2023-09-14,2400.0,281988.0,0.78,0.08,0.28,,140994.0,1200.0,1200.0,140994.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0153
2023-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.14,,1200.0,,,,,,,1200.0,0.0,0.14,,,0.0,0.0,155726.0,18293911.85,,18.29,0.0,,0.0,,0.0
2023-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156526.0,18391805.0,,18.39,0.0,,0.0,,0.0
2023-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156226.0,18362022.91,,18.35,0.0,,0.0,,0.0
2023-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156726.0,18410603.22,,18.3,0.0,,0.0,,0.0
2023-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156826.0,18428623.26,,18.43,0.0,,0.0,,0.0
2023-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156826.0,18436464.56,,18.45,0.0,,0.0,,0.0
2023-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156826.0,18438032.82,,18.45,0.0,,0.0,,0.0
2023-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156826.0,18435680.43,,18.45,0.0,,0.0,,0.0
2023-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156826.0,18442737.6,,18.44,0.0,,0.0,,0.0
2023-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156826.0,18445874.12,,18.46,0.0,,0.0,,0.0
2023-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156826.0,18452147.16,,18.44,0.0,,0.0,,0.0
2023-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156526.0,18416849.16,,18.4,0.0,,0.0,,0.0
2023-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156826.0,18449010.64,,18.45,0.0,,0.0,,0.0
2023-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,155426.0,18281206.12,,18.27,0.0,,0.0,,0.0
2023-10-05,4600.0,541489.0,1.41,0.15,0.54,,270744.5,2300.0,2300.0,270744.5,,,,,,2300.0,,,,,,,,,0.27,2300.0,,0.27,,,,100.0,1.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0292
2023-10-06,4600.0,541305.0,1.41,0.15,0.54,,270652.5,2300.0,2300.0,270652.5,,,,,,,,,,,,,,,,,,0.27,,,,100.0,1.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0292
2023-10-09,4600.0,541305.0,1.28,0.15,0.54,,270652.5,2300.0,2300.0,270652.5,,,,,,,,,,,,,,,,,,0.27,,,,100.0,1.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0292
2023-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.27,,2300.0,,,,,,,2300.0,0.0,0.27,,,0.0,0.0,155426.0,18289754.55,,18.28,0.0,,0.0,,0.0
2023-10-11,5400.0,635877.0,1.46,0.18,0.64,,317938.5,2700.0,2700.0,317938.5,,,,,,2700.0,,,,,,,,,0.32,2700.0,,0.32,,,,100.0,1.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0342
2023-10-12,4600.0,541696.0,1.21,0.15,0.54,,270848.0,2300.0,2300.0,270848.0,,,,,,,,0.05,,400.0,,,,,,,400.0,0.27,0.05,,,100.0,1.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0292
2023-10-13,10800.0,1271970.0,3.14,0.36,1.27,,635985.0,5400.0,5400.0,635985.0,,,,0.36,,,,,3100.0,,,,0.36,,,3100.0,,0.64,,,,14.88,3.42,30900.0,3639247.5,,3.64,14.88,28.7,0.5907,71.3,0.0685
2023-10-16,10800.0,1272294.0,3.12,0.36,1.27,,636147.0,5400.0,5400.0,636147.0,,,,,,,,,,,,,,,,,,0.64,,,,14.88,3.42,30900.0,3640174.5,,3.64,14.88,28.7,0.5907,71.3,0.0685
2023-10-17,6200.0,730484.0,2.04,0.2,0.73,,365242.0,3100.0,3100.0,365242.0,,,,,,,,0.27,,2300.0,,,,,,,2300.0,0.37,0.27,,,9.12,1.97,30900.0,3640638.0,,3.64,9.12,50.0,0.5,50.0,0.0394
2023-10-18,6200.0,730577.0,2.03,0.2,0.73,,365288.5,3100.0,3100.0,365288.5,,,,,,,,,,,,,,,,,,0.37,,,,9.12,1.97,30900.0,3641101.5,,3.64,9.12,50.0,0.5,50.0,0.0395
2023-10-19,6200.0,730639.0,2.05,0.21,0.73,,365319.5,3100.0,3100.0,365319.5,,,,,,,,,,,,,,,,,,0.36,,,,9.12,1.98,30900.0,3641410.5,,3.64,9.12,50.0,0.5,50.0,0.0395
2023-10-20,2462.0,290220.56,0.83,0.08,0.29,,0.0,2462.0,0.0,290220.56,,,,,,,,0.08,,638.0,,,,,,,3100.0,0.29,0.37,,,9.12,1.57,24538.0,2892539.44,,2.89,9.12,,1.0,100.0,0.0157
2023-10-23,14800.0,1744994.0,5.05,0.49,1.75,,872497.0,7400.0,7400.0,872497.0,,,,,,7400.0,,0.29,,2462.0,,,,,0.87,7400.0,,0.87,,,,100.0,4.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0909
2023-10-24,14800.0,1744180.0,5.66,0.48,1.75,,872090.0,7400.0,7400.0,872090.0,,,,,,,,,,,,,,,,,,0.87,,,,100.0,4.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0909
2023-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.87,,7400.0,,,,,,,7400.0,0.0,0.87,,,0.0,0.0,157226.0,18536159.27,,18.52,0.0,,0.0,,0.0
2023-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156026.0,18397025.66,,18.46,0.0,,0.0,,0.0
2023-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156026.0,18400146.18,,18.38,0.0,,0.0,,0.0
2023-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156626.0,18476386.09,,18.48,0.0,,0.0,,0.0
2023-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,156626.0,18480301.74,,18.48,0.0,,0.0,,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,155426.0,18324725.4,,18.4,0.0,,0.0,,0.0
2023-11-02,2200.0,259567.0,0.75,0.07,0.26,,129783.5,1100.0,1100.0,129783.5,,,,,,1100.0,,,,,,,,,0.13,1100.0,,0.13,,,,100.0,0.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0141
2023-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.13,,1100.0,,,,,,,1100.0,0.0,0.13,,,0.0,0.0,156126.0,18427551.78,,18.42,0.0,,0.0,,0.0
2023-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,147374.0,17393816.35,,17.36,0.0,,0.0,,0.0
2023-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,148774.0,17559051.35,,17.6,0.0,,0.0,,0.0
2023-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,148774.0,17563514.57,,17.56,0.0,,0.0,,0.0
2023-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,148374.0,17519260.05,,17.46,0.0,,0.0,,0.0
2023-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,148374.0,17525936.88,,17.54,0.0,,0.0,,0.0
2023-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,148474.0,17534037.03,,17.54,0.0,,0.0,,0.0
2023-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,148174.0,17500090.27,,17.51,0.0,,0.0,,0.0
2023-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,148174.0,17508980.71,,17.49,0.0,,0.0,,0.0
2023-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,148474.0,17543687.84,,17.53,0.0,,0.0,,0.0
2023-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,148474.0,17548142.06,,17.6,0.0,,0.0,,0.0
