,WLD FP Equity_DX_SI_QTY,WLD FP Equity_DX_SHORT_INTEREST_VALUE,WLD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WLD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WLD FP Equity_DX_SI_MV,WLD FP Equity_DX_DSS,WLD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WLD FP Equity_DX_SUPPLY_SI_QTY,WLD FP Equity_DX_BROKER_SI_QTY,WLD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WLD FP Equity_DX_BROKER_SI_MV_NEW_x,WLD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WLD FP Equity_DX_SUPPLY_SI_QTY_INC_x,WLD FP Equity_DX_BROKER_SI_MV_INC_x,WLD FP Equity_DX_SUPPLY_SI_MV_NEW,WLD FP Equity_DX_BROKER_SI_QTY_ADD,WLD FP Equity_DX_BROKER_SI_QTY_NEW,WLD FP Equity_DX_SUPPLY_SI_MV_DEC,WLD FP Equity_DX_BROKER_SI_QTY_INC,WLD FP Equity_DX_SUPPLY_SI_QTY_DEC,WLD FP Equity_DX_BROKER_SI_MV_NEW_y,WLD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WLD FP Equity_DX_BROKER_SI_MV_INC_y,WLD FP Equity_DX_SUPPLY_SI_QTY_INC_y,WLD FP Equity_DX_BROKER_SI_MV_ADD,WLD FP Equity_DX_SUPPLY_SI_QTY_ADD,WLD FP Equity_DX_BROKER_SI_QTY_DEC,WLD FP Equity_DX_SUPPLY_SI_MV,WLD FP Equity_DX_BROKER_SI_MV_DEC,WLD FP Equity_DX_SUPPLY_SI_MV_RMV,WLD FP Equity_DX_BROKER_SI_MV_RMV,WLD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WLD FP Equity_DX_UTILIZATION_QUANTITY,WLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WLD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WLD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WLD FP Equity_DX_ACTIVE_UTILIZATION_MV,WLD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WLD FP Equity_DX_BROKER_SI_CON_RATIO,WLD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WLD FP Equity_DX_DEMAND_SUPPLY_RATIO,WLD FP Equity_PX_LAST
2015-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,135199.0,19463505.19,,20.93,0.0,,0.0,,0.0,154.6
2015-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,135199.0,19523935.22,,20.88,0.0,,0.0,,0.0,155.08
2015-02-20,7000.0,1012035.41,0.27,0.08,1.08,,1012035.41,0.0,7000.0,0.0,,,,,,7000.0,,,,,,,,,1.08,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0518,155.26
2015-02-23,7000.0,1018618.92,0.28,0.08,1.09,,1018618.92,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0518,156.27
2015-02-24,7000.0,1023507.66,0.28,0.08,1.09,,1023507.66,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0518,157.02
2015-02-25,7000.0,1021682.53,0.29,0.08,1.1,,1021682.53,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0518,156.74
2015-02-26,7000.0,1034002.17,0.29,0.08,1.11,,1034002.17,0.0,7000.0,0.0,,,,1.08,,,,,7000.0,,,,1.08,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0518,158.63
2015-02-27,14000.0,2067613.24,0.58,0.16,2.22,,2067613.24,0.0,14000.0,0.0,,,,1.11,,,,,7000.0,,,,1.11,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1036,158.6
2015-03-02,7000.0,1036022.85,0.23,0.08,1.11,,1036022.85,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,7000.0,0.0,1.11,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0518,158.94
2015-03-03,7000.0,1027679.39,0.23,0.08,1.11,,1027679.39,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0518,157.66
2015-03-04,14000.0,2074783.4,0.47,0.16,2.21,,2074783.4,0.0,14000.0,0.0,,,,1.09,,,,,7000.0,,,,1.09,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1033,159.15
2015-03-05,14000.0,2088080.79,0.48,0.16,2.23,,2088080.79,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1033,160.17
2015-03-06,14000.0,2101117.44,0.47,0.16,2.24,,2101117.44,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1033,161.17
2015-03-09,7000.0,1048146.94,0.23,0.08,1.13,,1048146.94,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,7000.0,0.0,1.11,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0517,160.8
2015-03-10,7000.0,1045474.43,0.22,0.08,1.12,,1045474.43,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0517,160.39
2015-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7000.0,0.0,1.14,,,0.0,0.0,134214.0,20292787.0,,21.64,0.0,,0.0,,0.0,162.37
2015-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,134214.0,20379022.28,,21.76,0.0,,0.0,,0.0,163.06
2015-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,134214.0,20411516.74,,21.86,0.0,,0.0,,0.0,163.32
2015-03-16,7000.0,1072721.03,0.24,0.08,1.14,,1072721.03,0.0,7000.0,0.0,,,,,,7000.0,,,,,,,,,1.14,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0576,164.57
2015-03-17,7000.0,1067376.0,0.22,0.08,1.15,,1067376.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0576,163.75
2015-03-18,7000.0,1066724.17,0.22,0.08,1.17,,1066724.17,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.058,163.65
2015-03-19,7000.0,1073894.33,0.23,0.08,1.15,,1073894.33,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.058,164.75
2015-03-20,24000.0,3676559.77,0.8,0.28,3.95,,1072329.93,17000.0,7000.0,2604229.84,,,,,,,,,,,,,,,,17000.0,,2.79,,,,36.44,14.07,29650.0,4542083.21,,4.87,36.44,29.17,0.5868,70.83,0.1987,164.51
2015-03-23,24000.0,3650635.45,0.79,0.28,3.95,,1064768.67,17000.0,7000.0,2585866.78,,,,,,,,,,,,,,,,,,2.8,,,,36.44,14.82,29650.0,4510055.88,,4.88,36.44,29.17,0.5868,70.83,0.2093,163.35
2015-03-24,19300.0,2935000.46,0.58,0.22,3.16,,349766.89,17000.0,2300.0,2585233.57,,,,,,2300.0,,,,,,,,,0.38,,7000.0,2.78,1.15,,,36.44,14.82,29650.0,4508951.49,,4.85,36.44,11.99,0.7889,88.01,0.1683,163.31
2015-03-25,17000.0,2541067.25,0.51,0.2,2.78,,0.0,17000.0,0.0,2541067.25,,,,,,,,,,,,,,,,,2300.0,2.78,0.38,,,36.44,14.82,29650.0,4431920.23,,4.84,36.44,,1.0,100.0,0.1482,160.52
2015-03-26,17000.0,2537742.9,0.47,0.2,2.73,,0.0,17000.0,0.0,2537742.9,,,,,,,,,,,,,,,,,,2.73,,,,36.44,14.82,29650.0,4426122.18,,4.77,36.44,,1.0,100.0,0.1482,160.31
2015-03-27,17000.0,2534893.46,0.45,0.2,2.72,,0.0,17000.0,0.0,2534893.46,,,,,,,,,,,,,,,,,,2.72,,,,36.84,14.89,29150.0,4346596.73,,4.67,36.84,,1.0,100.0,0.1489,160.13
2015-03-30,17000.0,2576526.95,0.44,0.2,2.73,,0.0,17000.0,0.0,2576526.95,,,,,,,,,,,,,,,,,,2.73,,,,36.84,14.89,29150.0,4417985.91,,4.67,36.84,,1.0,100.0,0.1489,162.76
2015-03-31,17000.0,2582542.43,0.44,0.2,2.77,,0.0,17000.0,0.0,2582542.43,,,,,,,,,,,,,,,,,,2.77,,,,36.84,14.89,29150.0,4428300.7,,4.75,36.84,,1.0,100.0,0.1489,163.14
2015-04-01,17000.0,2560380.12,0.43,0.2,2.77,,0.0,17000.0,0.0,2560380.12,,,,,,,,,,,,,,,,,,2.77,,,,36.84,14.89,29150.0,4390298.85,,4.75,36.84,,1.0,100.0,0.1489,161.74
2015-04-02,17000.0,2555156.15,0.34,0.19,2.75,,0.0,17000.0,0.0,2555156.15,,,,,,,,,,,,,,,,,,2.75,,,,36.84,9.14,29150.0,4381341.27,,4.72,36.84,,1.0,100.0,0.0914,161.41
2015-04-03,17000.0,2555156.15,0.31,0.2,2.75,,0.0,17000.0,0.0,2555156.15,,,,,,,,,,,,,,,,,,2.75,,,,36.84,9.14,29150.0,4381341.27,,4.71,36.84,,1.0,100.0,0.0914,
2015-04-06,17000.0,2555156.15,0.31,0.2,2.73,,0.0,17000.0,0.0,2555156.15,,,,,,,,,,,,,,,,,,2.73,,,,36.84,9.14,29150.0,4381341.27,,4.68,36.84,,1.0,100.0,0.0914,
2015-04-07,17000.0,2593306.98,0.31,0.2,2.74,,0.0,17000.0,0.0,2593306.98,,,,,,,,,,,,,,,,,,2.74,,,,36.84,9.14,29150.0,4446758.74,,4.69,36.84,,1.0,100.0,0.0914,163.82
2015-04-08,17000.0,2601063.79,0.3,0.21,2.78,,0.0,17000.0,0.0,2601063.79,,,,,,,,,,,,,,,,,,2.78,,,,36.84,9.14,29150.0,4460059.38,,4.76,36.84,,1.0,100.0,0.0914,164.31
2015-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,2.81,,17000.0,,,,,,,,0.0,,,,0.0,0.0,185906.0,28719566.41,,30.49,0.0,,0.0,,0.0,165.9
2015-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,185906.0,29140232.75,,30.7,0.0,,0.0,,0.0,168.33
2015-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,185906.0,29225058.48,,30.94,0.0,,0.0,,0.0,168.82
2015-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,186188.0,29000656.55,,31.33,0.0,,0.0,,0.0,167.27
2015-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,186188.0,29267656.08,,31.54,0.0,,0.0,,0.0,168.81
2015-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,171188.0,26640344.18,,28.76,0.0,,0.0,,0.0,167.12
2015-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,186188.0,28562014.47,,31.38,0.0,,0.0,,0.0,164.74
2015-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,186188.0,28848085.39,,30.95,0.0,,0.0,,0.0,166.39
2015-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,186188.0,28891429.47,,30.71,0.0,,0.0,,0.0,166.64
2015-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,185588.0,28865724.28,,30.88,0.0,,0.0,,0.0,167.03
2015-04-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,185588.0,28760305.54,,30.94,0.0,,0.0,,0.0,166.42
2015-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,35415512.9,,38.06,0.0,,0.0,,0.0,166.4
2015-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,35528314.71,,37.93,0.0,,0.0,,0.0,166.93
2015-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,35094134.15,,38.08,0.0,,0.0,,0.0,164.89
2015-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,34383269.88,,37.95,0.0,,0.0,,0.0,161.55
2015-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,34134254.56,,37.51,0.0,,0.0,,0.0,160.38
2015-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,34134254.56,,36.93,0.0,,0.0,,0.0,
2015-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,34391783.23,,36.83,0.0,,0.0,,0.0,161.59
2015-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,33872469.22,,36.65,0.0,,0.0,,0.0,159.15
2015-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,33438288.65,,36.85,0.0,,0.0,,0.0,157.11
2015-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,33529807.1,,36.25,0.0,,0.0,,0.0,157.54
2015-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,34306649.78,,35.95,0.0,,0.0,,0.0,161.19
2015-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,34421579.93,,36.21,0.0,,0.0,,0.0,161.73
2015-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,33993784.38,,36.76,0.0,,0.0,,0.0,159.72
2015-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,33753282.39,,36.79,0.0,,0.0,,0.0,158.59
2015-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,33976757.69,,36.55,0.0,,0.0,,0.0,159.64
2015-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,33815004.14,,36.54,0.0,,0.0,,0.0,158.88
2015-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,34110842.86,,36.34,0.0,,0.0,,0.0,160.27
2015-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,34747215.36,,36.43,0.0,,0.0,,0.0,163.26
2015-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,34908968.9,,36.8,0.0,,0.0,,0.0,164.02
2015-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,34940893.95,,36.96,0.0,,0.0,,0.0,164.17
2015-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228561.0,35079235.79,,37.42,0.0,,0.0,,0.0,164.82
2015-05-25,18000.0,2762615.86,0.74,0.25,2.96,,2762615.86,0.0,18000.0,0.0,,,,,,18000.0,,,,,,,,,2.96,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0788,
2015-05-26,27100.0,4165075.76,1.13,0.37,4.46,,4165075.76,0.0,27100.0,0.0,,,,1.47,,,,,9100.0,,,,1.47,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1186,165.05
2015-05-27,27100.0,4186273.36,1.15,0.37,4.48,,4186273.36,0.0,27100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1186,165.89
2015-05-28,27100.0,4174412.8,1.28,0.37,4.5,,4174412.8,0.0,27100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1186,165.42
2015-05-29,27100.0,4118390.58,1.35,0.37,4.49,,4118390.58,0.0,27100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1186,163.2
2015-06-01,27100.0,4140345.23,2.08,0.37,4.43,,4140345.23,0.0,27100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1186,164.07
2015-06-02,19100.0,2869192.37,1.51,0.26,3.13,,2869192.37,0.0,19100.0,0.0,,,,,,,,,,,,,,,,,8000.0,0.0,1.2,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0836,161.32
2015-06-03,10000.0,1494931.68,0.75,0.14,1.62,,1494931.68,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,9100.0,0.0,1.49,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0438,160.54
2015-06-04,10000.0,1481150.07,0.72,0.14,1.6,,1481150.07,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0438,159.06
2015-06-05,10000.0,1486644.09,0.7,0.14,1.59,,1486644.09,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0438,159.65
2015-06-08,7000.0,1028266.04,0.48,0.1,1.12,,1028266.04,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,3000.0,0.0,0.45,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0307,157.75
2015-06-09,7000.0,1022529.92,0.49,0.1,1.11,,1022529.92,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0307,156.87
2015-06-10,7500.0,1107999.15,0.45,0.1,1.18,,1107999.15,0.0,7500.0,0.0,,,,0.08,,,,,500.0,,,,0.08,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0329,158.65
2015-06-11,500.0,74360.14,0.03,0.01,0.08,,74360.14,0.0,500.0,0.0,,,,,,,,,,,,,,,,,7000.0,0.0,1.11,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0022,159.71
2015-06-12,1800.0,265685.14,0.1,0.02,0.29,,265685.14,0.0,1800.0,0.0,,,,0.06,,900.0,,,400.0,,,,0.06,,0.14,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.83,0.5,50.17,0.0079,158.51
2015-06-15,1800.0,263774.33,0.1,0.02,0.29,,263774.33,0.0,1800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.98,0.5,50.02,0.0079,157.37
2015-06-16,1800.0,264947.63,0.1,0.02,0.28,,264947.63,0.0,1800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.8,0.5,50.2,0.0079,158.07
2015-06-17,2900.0,426779.06,0.16,0.04,0.46,,426779.06,0.0,2900.0,0.0,,,,0.18,,,,,1100.0,,,,0.18,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.0,0.5722,69.0,0.0127,158.04
2015-06-18,1860.0,273311.58,0.1,0.03,0.29,,273311.58,0.0,1860.0,0.0,,,,,,,,,,,,,,,,,1040.0,0.0,0.16,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.3,0.5006,51.7,0.0081,157.8
2015-06-19,1860.0,274402.75,0.1,0.03,0.29,,274402.75,0.0,1860.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.26,0.5006,51.74,0.0081,158.43
2015-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1860.0,0.0,0.29,,,0.0,0.0,228251.0,33932800.06,,35.99,0.0,,0.0,,0.0,159.65
2015-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228251.0,34438657.02,,36.24,0.0,,0.0,,0.0,162.03
2015-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228251.0,34370642.64,,36.63,0.0,,0.0,,0.0,161.71
2015-06-25,82.0,12309.6,0.0,0.0,0.01,,12309.6,0.0,82.0,0.0,,,,,,82.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004,161.21
2015-06-26,535.0,80292.7,0.03,0.01,0.09,,80292.7,0.0,535.0,0.0,,,,0.07,,,,,453.0,,,,0.07,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0023,161.17
2015-06-29,2035.0,298874.78,0.1,0.03,0.33,,298874.78,0.0,2035.0,0.0,,,,,,1500.0,,,,,,,,,0.24,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.16,0.6137,73.84,0.0089,157.72
2015-06-30,2035.0,297718.85,0.09,0.03,0.32,,297718.85,0.0,2035.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.71,0.6085,73.29,0.0138,157.11
2015-07-01,2035.0,301925.68,0.09,0.03,0.32,,301925.68,0.0,2035.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.83,0.6074,73.17,0.0138,159.33
2015-07-02,3535.0,522500.27,0.16,0.05,0.57,,522500.27,0.0,3535.0,0.0,,,,0.24,,,,,1500.0,,,,0.24,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.24,0.5121,57.77,0.024,158.73
2015-07-03,3453.0,509608.34,0.15,0.05,0.55,,509608.34,0.0,3453.0,0.0,,,,,,,,,,,,,,,,,82.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.13,0.5094,56.87,0.0234,158.49
2015-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3453.0,0.0,0.55,,,0.0,0.0,147264.0,21678991.67,,23.31,0.0,,0.0,,0.0,158.09
2015-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,147264.0,21541860.97,,23.46,0.0,,0.0,,0.0,157.09
2015-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,147264.0,21392709.28,,23.24,0.0,,0.0,,0.0,153.47
2015-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,147264.0,21625496.31,,23.01,0.0,,0.0,,0.0,155.14
2015-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,148944.0,21927185.39,,23.03,0.0,,0.0,,0.0,155.53
2015-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,148662.0,22327520.49,,23.09,0.0,,0.0,,0.0,158.67
2015-07-14,2400.0,362704.61,0.1,0.03,0.38,,362704.61,2400.0,2400.0,362704.61,,,,,,2400.0,,,,,,,,,0.38,2400.0,,0.38,,,,22.64,1.61,8200.0,1239240.74,,1.31,22.64,,1.0,100.0,0.0161,159.66
2015-07-15,2308.0,351269.58,0.1,0.03,0.37,,351269.58,2308.0,2308.0,351269.58,,,,,,,,0.01,,92.0,,,,,,,92.0,0.37,0.01,,,21.77,1.55,8292.0,1262013.59,,1.33,21.77,,1.0,100.0,0.0155,160.79
2015-07-16,1408.0,216465.09,0.05,0.02,0.23,,216465.09,1408.0,1408.0,216465.09,,,,,,,,0.14,,900.0,,,,,,,900.0,0.23,0.14,,,13.28,0.95,9192.0,1413172.66,,1.49,13.28,,1.0,100.0,0.0095,162.42
2015-07-17,1408.0,217118.14,0.05,0.02,0.23,,217118.14,1408.0,1408.0,217118.14,,,,,,,,,,,,,,,,,,0.23,,,,13.28,0.95,9192.0,1417436.01,,1.5,13.28,,1.0,100.0,0.0095,162.91
