,ALCLS FP Equity_DX_SI_QTY,ALCLS FP Equity_DX_SHORT_INTEREST_VALUE,ALCLS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCLS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCLS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCLS FP Equity_DX_SI_MV,ALCLS FP Equity_DX_DSS,ALCLS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCLS FP Equity_DX_SUPPLY_SI_QTY,ALCLS FP Equity_DX_BROKER_SI_QTY,ALCLS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCLS FP Equity_DX_BROKER_SI_MV_NEW_x,ALCLS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALCLS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCLS FP Equity_DX_BROKER_SI_MV_INC_x,ALCLS FP Equity_DX_SUPPLY_SI_MV_NEW,ALCLS FP Equity_DX_BROKER_SI_QTY_ADD,ALCLS FP Equity_DX_BROKER_SI_QTY_NEW,ALCLS FP Equity_DX_SUPPLY_SI_MV_DEC,ALCLS FP Equity_DX_BROKER_SI_QTY_INC,ALCLS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCLS FP Equity_DX_BROKER_SI_MV_NEW_y,ALCLS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALCLS FP Equity_DX_BROKER_SI_MV_INC_y,ALCLS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCLS FP Equity_DX_BROKER_SI_MV_ADD,ALCLS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCLS FP Equity_DX_BROKER_SI_QTY_DEC,ALCLS FP Equity_DX_SUPPLY_SI_MV,ALCLS FP Equity_DX_BROKER_SI_MV_DEC,ALCLS FP Equity_DX_SUPPLY_SI_MV_RMV,ALCLS FP Equity_DX_BROKER_SI_MV_RMV,ALCLS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCLS FP Equity_DX_UTILIZATION_QUANTITY,ALCLS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCLS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCLS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALCLS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCLS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCLS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCLS FP Equity_DX_BROKER_SI_CON_RATIO,ALCLS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCLS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCLS FP Equity_PX_LAST
2017-10-13,809928.0,19503066.24,3.13,5.6,2.29,19.94,1.0,18569340.16,423958.0,771152.0,10208908.64,,,6394.0,0.02,,,,0.23,949.0,8726.0,,,0.02,6394.0,,228.0,6286.0,10.34,0.18,,,92.14,66.83,36166.0,870877.28,,0.88,92.14,20.46,0.3034,49.37,1.2766,24.08
2017-10-16,819186.0,19496626.8,3.17,5.93,2.31,19.95,1.0,18573758.0,427801.0,780410.0,10181663.8,,,3843.0,0.11,,,,,9258.0,,,,0.11,3843.0,,,,10.31,,,,92.21,67.68,36166.0,860750.8,,0.87,92.21,20.24,0.3008,49.21,1.296,23.8
2017-10-17,790568.0,18973632.0,3.06,5.97,2.23,19.14,1.0,18043008.0,404883.0,751792.0,9717192.0,,,5700.0,,,,,0.69,,28618.0,,,,5700.0,,,28618.0,9.64,0.67,,,91.8,64.1,36166.0,867984.0,,0.86,91.8,17.59,0.3075,50.73,1.2515,24.0
2017-10-18,773033.0,17934365.6,2.99,9.41,2.18,18.62,1.0,17498762.4,381648.0,754257.0,8854233.6,,,,0.07,,,,0.56,2465.0,23235.0,,,0.07,,,,,9.14,,,,91.34,60.4,36166.0,839051.2,,0.87,91.33,17.22,0.3168,51.79,1.2233,23.2
2017-10-19,797878.0,18255448.64,3.09,10.86,2.25,18.68,1.0,16626324.0,431377.0,726675.0,9869905.76,,,68318.0,,,,,0.47,,19698.0,,,,68318.0,,1109.0,27582.0,10.0,0.66,,,100.0,68.33,0.0,0.0,,0.0,100.0,13.36,0.285,49.22,1.2638,22.88
2017-10-20,774603.0,19365075.0,3.0,10.64,2.19,18.42,1.0,17585000.0,431246.0,703400.0,10781150.0,,,,0.34,,,,0.22,7869.0,8000.0,,,0.34,,,7869.0,31144.0,9.9,0.62,,,100.0,68.13,0.0,0.0,,0.0,100.0,13.76,0.2663,46.66,1.2237,25.0
2017-10-23,787462.0,20253522.64,3.05,11.09,2.22,20.03,1.0,18422181.48,427246.0,716259.0,10988767.12,,,5000.0,1.31,,,,0.0,21859.0,9000.0,,,1.31,5000.0,,,9000.0,10.67,0.19,,,100.0,67.49,0.0,0.0,,0.0,100.0,11.97,0.2868,49.47,1.244,25.72
2017-10-24,786518.0,21275311.9,3.04,11.05,2.22,20.71,1.0,18862370.75,445484.0,697315.0,12050342.2,,,,0.07,,,,0.06,2500.0,2262.0,,,0.07,,,20500.0,21444.0,11.47,0.3,,,100.0,70.44,0.0,0.0,,0.0,100.0,12.12,0.2591,46.39,1.2436,27.05
2017-10-25,765228.0,20821853.88,2.96,10.07,2.16,20.91,1.0,18394640.25,429770.0,676025.0,11694041.7,,,,1.44,,,,0.37,34710.0,15714.0,,,1.44,,,,56000.0,11.62,1.48,,,100.0,67.51,0.0,0.0,,0.0,100.0,12.61,0.3022,50.74,1.202,27.21
2017-10-26,769243.0,20961871.75,2.98,9.7,2.17,21.25,1.0,18234364.75,438159.0,669151.0,11939832.75,,,10889.0,0.43,,,,0.07,15824.0,2500.0,,,0.43,10889.0,,,22698.0,11.96,0.6,,,100.0,68.82,0.0,0.0,,0.0,100.0,12.53,0.3002,50.62,1.2083,27.25
2017-10-27,761243.0,21604076.34,2.95,9.33,2.15,21.25,1.0,19072495.2,449764.0,672040.0,12764302.32,,,7608.0,,,10889.0,,0.01,,412.0,,,,7608.0,0.31,4409.0,8000.0,12.28,0.17,,,100.0,70.59,0.0,0.0,,0.0,100.0,12.57,0.3013,50.66,1.1947,28.38
2017-10-30,759416.0,21924339.92,2.94,9.47,2.14,21.78,1.0,19349049.31,415319.0,670213.0,11990259.53,,,,0.7,,,,0.73,12173.0,34445.0,,,0.7,,,,14000.0,11.78,0.35,,,100.0,65.14,0.0,0.0,,0.0,100.0,12.35,0.3081,51.58,1.191,28.87
2017-10-31,757924.0,22442129.64,2.93,9.5,2.14,22.19,1.0,19800828.81,410319.0,668721.0,12149545.59,,,,0.34,,,,0.11,3508.0,5000.0,,,0.34,,,,5000.0,11.85,0.09,,,90.98,64.35,40665.0,1204090.65,,1.17,90.98,11.72,0.3128,52.16,1.1887,29.61
2017-11-01,783734.0,21082444.6,3.03,9.76,2.21,22.98,1.0,18682883.9,410219.0,694531.0,11034891.1,,,1520.0,0.89,,,,0.02,25810.0,1620.0,,,0.89,1520.0,,,,12.13,,,,91.06,63.74,40260.0,1082994.0,,1.19,91.05,11.05,0.3239,53.54,1.2177,26.9
2017-11-02,783734.0,17398894.8,3.03,8.64,2.21,20.56,1.0,15418588.2,410219.0,694531.0,9106861.8,,,,,,,,,,,,,,,,,,10.99,,,,100.0,63.98,0.0,0.0,,0.0,100.0,10.32,0.3316,54.49,1.2223,22.2
2017-11-03,800859.0,19068452.79,3.1,7.24,2.26,18.15,1.0,16536783.11,427344.0,694531.0,10175060.64,,,17125.0,,,,,,,,,,,17125.0,,,,9.51,,,,100.0,66.65,0.0,0.0,,0.0,100.0,11.43,0.3033,51.13,1.249,23.81
2017-11-06,796478.0,18334923.56,3.08,6.5,2.25,18.89,1.0,14512521.62,422963.0,630431.0,9736608.26,,,35992.0,,,,,0.77,,43373.0,,,,35992.0,,3000.0,64100.0,10.06,1.09,,,94.57,65.94,24288.0,559109.76,,0.58,94.57,16.51,0.2565,44.41,1.2417,23.02
2017-11-07,880420.0,20777912.0,3.41,6.93,2.49,20.59,1.0,16782550.0,426111.0,711125.0,10056219.6,,,,1.88,,,,0.09,80794.0,2501.0,,,1.88,,,5649.0,100.0,9.81,0.03,,,100.0,66.43,0.0,0.0,,0.0,100.0,14.97,0.2215,39.91,1.3726,23.6
2017-11-08,913989.0,20701850.85,3.54,6.81,2.58,21.64,1.0,17705165.25,452441.0,781685.0,10247788.65,,,10069.0,1.93,,,,0.87,70560.0,42512.0,,,1.93,10069.0,,58773.0,,10.66,,,,86.99,70.49,67676.0,1532861.4,,1.6,86.97,12.3,0.2611,46.1,1.424,22.65
2017-11-09,950801.0,21117290.21,3.68,6.98,2.68,21.74,1.0,17578637.54,489253.0,791474.0,10866309.13,,,46949.0,0.22,,,,0.77,10000.0,27730.0,,,0.22,46949.0,,17593.0,211.0,11.06,0.04,,,100.0,76.17,0.0,0.0,,0.0,100.0,14.56,0.2487,44.03,1.4802,22.21
2017-11-10,969850.0,20968157.0,3.75,7.08,2.74,21.72,1.0,17912667.26,507302.0,828523.0,10967869.24,,,36049.0,0.82,,,,0.41,37049.0,18000.0,,,0.82,36049.0,,,,11.26,,,,100.0,78.53,0.0,0.0,,0.0,100.0,14.3,0.243,43.29,1.5012,21.62
2017-11-13,971391.0,20321499.72,3.76,7.02,2.74,21.16,1.0,17325190.88,508843.0,828164.0,10644995.56,,,1900.0,,,,,0.03,,359.0,,,,1900.0,,,359.0,10.99,0.03,,,100.0,78.76,0.0,0.0,,0.0,100.0,14.31,0.2435,43.34,1.5036,20.92
2017-11-14,1008949.0,20289964.39,3.91,7.2,2.85,21.2,1.0,17108019.42,543414.0,850722.0,10928055.54,,14309.0,14000.0,0.19,0.3,,,0.17,25391.0,6371.0,,14309.0,0.19,14000.0,,12633.0,2833.0,11.33,0.12,,,100.0,82.3,0.0,0.0,,0.0,100.0,14.03,0.2412,43.16,1.528,20.11
2017-11-15,984749.0,19251842.95,3.81,7.01,2.78,20.06,1.0,16158505.1,541169.0,826522.0,10579853.95,,,21596.0,0.13,,,,0.57,6367.0,23841.0,,,0.13,21596.0,,,30567.0,10.87,0.96,,,100.0,81.96,0.0,0.0,,0.0,100.0,14.26,0.2425,43.14,1.4913,19.55
2017-11-16,987056.0,20056977.92,3.82,6.87,2.79,19.78,1.0,17021474.72,527955.0,837671.0,10728045.6,,,7518.0,0.33,,,,0.42,15521.0,20732.0,,,0.33,7518.0,,,4372.0,10.33,0.13,,,100.0,79.94,0.0,0.0,,0.0,100.0,14.6,0.2337,41.87,1.4945,20.32
2017-11-17,999239.0,19924825.66,3.87,6.89,2.82,20.36,1.0,16896119.12,524062.0,847348.0,10449796.28,,,5779.0,0.19,,,,0.12,16579.0,9672.0,,,0.19,5779.0,,,6902.0,10.64,0.15,,,100.0,79.4,0.0,0.0,,0.0,100.0,15.0,0.2363,42.07,1.514,19.94
2017-11-20,969218.0,19723586.3,3.75,6.67,2.74,19.67,1.0,16418929.45,503607.0,806827.0,10248402.45,,,11239.0,0.01,,,,0.66,503.0,31694.0,,,0.01,11239.0,,,41024.0,10.06,0.96,,,100.0,76.3,0.0,0.0,,0.0,100.0,16.3,0.2237,39.75,1.4685,20.35
2017-11-21,892523.0,18261020.58,3.45,6.08,2.52,18.33,1.0,14978970.6,466527.0,732110.0,9545142.42,,,,,,,,0.7,,37080.0,,,,,,,74717.0,9.49,1.35,,,100.0,70.66,0.0,0.0,,0.0,100.0,17.64,0.2536,43.23,1.3519,20.46
2017-11-22,928678.0,19065759.34,3.59,6.2,2.62,19.13,1.0,15669666.21,463331.0,763257.0,9512185.43,,,,0.82,,,,0.29,40137.0,15204.0,,,0.82,,,12008.0,8990.0,9.47,0.18,,,100.0,70.14,0.0,0.0,,0.0,100.0,17.52,0.2346,40.7,1.4059,20.53
2017-11-23,967879.0,19618907.33,3.75,6.51,2.73,19.91,1.0,16265823.66,455251.0,802458.0,9227937.77,,,100.0,0.86,,,,0.17,41821.0,8180.0,,,0.86,100.0,,,2620.0,9.34,0.06,,,100.0,68.92,0.0,0.0,,0.0,100.0,16.88,0.2429,42.04,1.4653,20.27
2017-11-24,837702.0,16921580.4,3.24,5.63,2.37,17.12,1.0,14827486.8,407439.0,734034.0,8230267.8,,,29665.0,0.0,,,,1.63,100.0,77477.0,,,0.0,29665.0,,,68524.0,8.24,1.49,,,91.36,61.68,38540.0,778508.0,,0.78,91.34,15.23,0.2705,46.23,1.2682,20.2
2017-11-27,832925.0,16458598.0,3.22,5.57,2.35,16.98,1.0,14766628.24,395397.0,747299.0,7813044.72,,,,,,13265.0,,0.36,,18042.0,,,,,0.27,6000.0,,7.99,,,,91.12,59.72,38540.0,761550.4,,0.78,91.12,14.84,0.2642,45.77,1.2581,19.76
2017-11-28,849827.0,17676401.6,3.29,5.66,2.4,17.26,1.0,15912707.2,398787.0,765034.0,8294769.6,,,,0.57,,,,0.12,26000.0,5610.0,,,0.57,,,9000.0,8265.0,7.91,0.31,,,91.01,60.24,39373.0,818958.4,,0.78,91.05,18.5,0.2563,43.77,1.2837,20.8
2017-11-29,847984.0,16993599.36,3.28,5.54,2.39,17.62,1.0,15294347.64,410392.0,763191.0,8224255.68,,,11051.0,0.59,,,,0.0,10112.0,6607.0,,,0.59,11051.0,,7161.0,11955.0,8.52,0.24,,,85.99,61.99,66889.0,1340455.56,,1.39,85.96,17.42,0.2741,46.23,1.2809,20.04
2017-11-30,834416.0,17005398.08,3.23,5.37,2.36,17.03,1.0,15522039.78,398704.0,761631.0,8125587.52,,,3983.0,0.24,,,,0.48,11020.0,15671.0,,,0.24,3983.0,,,12580.0,8.0,0.6,,,91.85,59.88,35390.0,721248.2,,0.71,91.86,18.64,0.269,45.31,1.2532,20.38
2017-12-01,840006.0,17102522.16,3.25,5.38,2.37,17.36,1.0,15620619.56,390863.0,767221.0,7957970.68,,,,0.16,,,,0.15,6480.0,8469.0,,,0.16,,,628.0,890.0,7.96,0.01,,,85.95,59.04,63876.0,1300515.36,,1.3,85.95,18.32,0.2674,45.23,1.2689,20.36
2017-12-04,843746.0,17389605.06,3.27,5.44,2.38,17.42,1.0,15508221.21,397029.0,752461.0,8182767.69,,,15000.0,0.07,,,,0.25,3500.0,12334.0,,,0.07,15000.0,,3500.0,18260.0,8.1,0.41,,,84.95,60.59,70356.0,1450037.16,,1.43,84.98,18.9,0.2712,45.58,1.2876,20.61
2017-12-05,863825.0,17354244.25,3.34,5.65,2.44,17.87,1.0,15279087.88,401835.0,760532.0,8072865.15,,,,0.33,,,,0.22,15000.0,11962.0,,,0.33,,,16768.0,6929.0,8.26,0.05,,,85.1,60.24,70356.0,1413452.04,,1.45,85.07,17.94,0.257,44.03,1.2951,20.09
2017-12-06,854028.0,17550275.4,3.31,5.8,2.41,17.47,1.0,15457566.15,453295.0,752193.0,9315212.25,,,55831.0,0.03,,,,0.1,2641.0,4371.0,,,0.03,55831.0,,,10980.0,9.12,0.24,,,91.54,67.96,41870.0,860428.5,,0.84,91.56,18.79,0.2595,43.98,1.2804,20.55
2017-12-07,911212.0,18934985.36,3.53,6.35,2.57,18.98,1.0,16818854.06,450479.0,809377.0,9360953.62,,,,1.31,,,,0.05,60000.0,2816.0,,,1.31,,,,2816.0,9.27,0.0,,,91.5,67.54,41870.0,870058.6,,0.86,91.5,17.46,0.2344,41.06,1.3661,20.78
2017-12-08,916725.0,19168719.75,3.55,6.52,2.59,19.3,1.0,17039349.9,453510.0,814890.0,9482894.1,,,12515.0,,,5984.0,,0.19,,9484.0,,,,12515.0,0.12,,471.0,9.43,0.0,,,92.77,67.98,35339.0,738938.49,,0.73,92.78,17.24,0.2313,40.74,1.374,20.91
2017-12-11,909269.0,19331058.94,3.52,6.68,2.57,19.32,1.0,17166046.84,435607.0,807434.0,9261004.82,,,,0.01,,,,0.36,49.0,17903.0,,,0.01,,,,7505.0,9.12,0.12,,,92.48,66.04,35439.0,753433.14,,0.74,92.49,17.57,0.2307,40.48,1.3785,21.26
2017-12-12,901926.0,19355331.96,3.49,6.72,2.55,19.45,1.0,17169952.86,435043.0,800091.0,9336022.78,,,,,,,,0.01,,564.0,,,,,,,7343.0,9.26,0.0,,,92.47,65.92,35439.0,760520.94,,0.75,92.48,17.62,0.2304,40.4,1.3667,21.46
2017-12-13,913976.0,21222522.72,3.54,6.97,2.58,20.06,1.0,18857914.02,422149.0,812141.0,9802299.78,,,,1.21,,,,0.26,55000.0,12894.0,,,1.21,,,,42950.0,9.1,0.71,,,91.78,63.97,37828.0,878366.16,,0.81,91.81,17.17,0.221,38.12,1.385,23.22
2017-12-14,925795.0,22228337.95,3.58,6.93,2.61,21.37,1.0,19783279.6,421191.0,823960.0,10112795.91,,,,0.88,,,,0.09,11819.0,5429.0,,,0.88,,,4471.0,,9.81,,,,91.39,63.74,39703.0,953269.03,,0.92,91.41,16.13,0.2229,38.79,1.4011,24.01
2017-12-15,993439.0,22769621.88,3.85,8.55,2.81,23.67,1.0,20435563.68,421191.0,891604.0,9653697.72,,,,2.49,,,,,100000.0,,,,2.49,,,,32356.0,10.07,0.49,,,91.39,63.74,39703.0,909992.76,,0.95,91.35,19.23,0.1989,32.81,1.5035,22.92
2017-12-18,990664.0,23676869.6,3.83,9.32,2.8,23.26,1.0,21326663.1,414378.0,892329.0,9903634.2,,,,0.17,,,,0.19,7522.0,7971.0,,,0.17,,,1158.0,6797.0,9.53,0.5,,,91.26,62.71,39703.0,948901.7,,0.91,91.28,19.64,0.1922,31.11,1.4993,23.9
2017-12-19,981025.0,23269913.0,3.8,9.28,2.77,23.63,1.0,20937406.8,417830.0,882690.0,9910927.6,,,3668.0,,,,,0.0,,216.0,,,,3668.0,,,9639.0,9.98,0.17,,,92.06,63.24,36035.0,854750.2,,0.86,92.05,19.53,0.1961,31.85,1.4847,23.72
2017-12-20,1029770.0,23859770.9,3.91,10.27,2.87,24.38,1.0,21672731.43,413886.0,935379.0,9589738.62,,,,1.34,,,,0.1,58515.0,3944.0,,,1.34,,,,5826.0,9.8,0.31,,,91.99,62.6,36035.0,834930.95,,0.85,91.98,18.59,0.2116,35.82,1.5576,23.17
2017-12-21,1034770.0,24058402.5,3.93,10.56,2.88,24.37,1.0,21863811.75,424698.0,940379.0,9874228.5,,,10812.0,0.0,,,,,5000.0,,,,0.0,10812.0,,,,9.84,,,,88.4,64.24,55704.0,1295118.0,,1.29,88.4,18.5,0.2112,35.57,1.5651,23.25
2017-12-22,1016734.0,23435718.7,3.86,10.27,2.83,23.92,1.0,21445881.35,400850.0,930407.0,9239592.5,,,,0.09,,,,0.55,3478.0,23848.0,,,0.09,,,,13450.0,9.31,0.3,,,87.35,60.62,58038.0,1337775.9,,1.35,87.34,18.78,0.2133,36.01,1.5375,23.05
2017-12-25,1016734.0,23435718.7,3.86,9.85,2.83,23.85,1.0,21445881.35,400850.0,930407.0,9239592.5,,,,,,,,,,,,,,,,,,9.25,,,,87.35,60.62,58038.0,1337775.9,,1.34,87.32,18.83,0.2129,35.9,1.5375,
2017-12-26,1016734.0,23435718.7,3.86,9.85,2.83,23.71,1.0,21445881.35,400850.0,930407.0,9239592.5,,,,,,,,,,,,,,,,,,9.24,,,,87.35,60.62,58038.0,1337775.9,,1.34,87.36,18.86,0.2133,36.01,1.5375,
2017-12-27,1010193.0,24113306.91,3.83,9.78,2.81,23.74,1.0,22052681.42,399122.0,923866.0,9527042.14,,,,,,,,0.04,,1728.0,,,,,,,6541.0,9.21,0.16,,,87.3,60.33,58038.0,1385367.06,,1.34,87.33,19.26,0.2105,35.29,1.527,23.87
2017-12-28,963843.0,22852717.53,3.66,9.26,2.68,23.06,1.0,20805904.36,353805.0,877516.0,8388716.55,,,,,,,,1.0,,45317.0,,,,,,,46350.0,8.43,0.84,,,76.34,53.48,109679.0,2600489.09,,2.62,76.33,20.0,0.2153,36.14,1.457,23.71
2017-12-29,941924.0,22455468.16,3.57,8.99,2.62,22.45,1.0,20397432.48,347559.0,855597.0,8285806.56,,,,,,,,0.15,,6246.0,,,,,,,21919.0,8.24,0.61,,,74.86,52.14,116722.0,2782652.48,,2.76,74.87,20.56,0.2145,35.51,1.413,23.84
2018-01-01,941924.0,22455468.16,3.57,9.28,2.62,22.63,1.0,20397432.48,347559.0,855597.0,8285806.56,,,,,,,,,,,,,,,,,,8.28,,,,74.86,52.14,116722.0,2782652.48,,2.78,74.88,20.41,0.2141,35.38,1.413,
2018-01-02,959318.0,23503291.0,3.64,9.45,2.67,23.22,1.0,21258380.5,564810.0,867689.0,13837845.0,,214921.0,2727.0,0.36,5.13,,,0.14,14373.0,5699.0,,214921.0,0.36,2727.0,,5302.0,2281.0,13.47,0.05,,,77.47,52.41,164250.0,4024125.0,,3.92,77.49,20.27,0.2097,34.81,0.8902,24.5
2018-01-03,902216.0,22158424.96,3.42,8.82,2.51,22.24,1.0,19908016.72,561266.0,810587.0,13784692.96,,,,,,,,0.0,,3544.0,,,,,,,57102.0,13.74,1.13,,,77.25,52.08,165266.0,4058932.96,,4.05,77.24,21.47,0.2206,37.31,0.8372,24.56
2018-01-04,902216.0,22104292.0,3.42,8.62,2.51,22.24,1.0,19859381.5,566684.0,810587.0,13883758.0,,,5418.0,,,,,,,,,,,5418.0,,,,13.9,,,,77.42,52.49,165266.0,4049017.0,,4.06,77.41,21.41,0.2206,37.33,0.8356,24.5
2018-01-05,910251.0,23393450.7,3.45,8.71,2.53,22.83,1.0,20249132.8,587244.0,787904.0,15092170.8,,,,,,,,0.03,,1158.0,,,,,,21718.0,22683.0,14.43,0.52,,,83.91,54.31,112577.0,2893228.9,,2.76,83.95,21.51,0.2105,35.03,0.8419,25.7
2018-01-08,883095.0,23349031.8,3.35,8.58,2.46,23.02,1.0,19558937.12,602826.0,739748.0,15938719.44,,,11505.0,,,,,0.23,,9000.0,,,,11505.0,,13077.0,48156.0,15.52,0.77,,,84.26,60.11,112577.0,2976535.88,,2.9,84.27,22.17,0.2013,32.45,0.8806,26.44
2018-01-09,806092.0,20394127.6,3.06,7.58,2.24,21.14,1.0,16643883.3,526705.0,657861.0,13325636.5,,,,,,,,1.83,,76121.0,,,,,,,81887.0,13.91,2.15,,,71.8,48.38,206915.0,5234949.5,,5.47,71.76,16.12,0.2028,35.51,0.7405,25.3
2018-01-10,831480.0,20487667.2,3.16,7.76,2.31,21.17,1.0,16922037.44,522931.0,686771.0,12885019.84,,,,0.61,,,,0.22,36846.0,3774.0,,,0.61,,,,7936.0,13.21,0.27,,,71.31,47.99,210437.0,5185167.68,,5.32,71.28,14.97,0.2181,38.4,0.7631,24.64
2018-01-11,812857.0,19768682.24,3.09,7.56,2.26,20.3,1.0,17022248.96,514618.0,699928.0,12515509.76,,,,0.32,,,,1.0,21934.0,38313.0,,,0.32,,,30000.0,8777.0,12.66,0.25,,,69.8,47.26,222675.0,5415456.0,,5.48,69.78,14.34,0.2327,41.11,0.7465,24.32
2018-01-12,810628.0,19471284.56,3.08,7.52,2.26,19.87,1.0,16950865.96,502835.0,705698.0,12078096.7,,,,0.0,,8000.0,,0.47,4302.0,17514.0,,,0.0,,0.2,5731.0,6532.0,12.16,0.19,,,69.31,46.16,222675.0,5348653.5,,5.39,69.28,14.57,0.2392,42.24,0.7441,24.02
2018-01-15,802471.0,19050661.54,3.05,7.54,2.23,19.51,1.0,16576288.82,502133.0,698243.0,11920637.42,,,,,,,,0.02,,702.0,,,,,,,7455.0,12.05,0.27,,,69.28,46.09,222675.0,5286304.5,,5.34,69.28,14.66,0.2372,41.85,0.7366,23.74
2018-01-16,778757.0,18004861.84,2.96,7.48,2.17,18.58,1.0,15687521.12,483645.0,678526.0,11181872.4,,,,,,,,0.47,,18488.0,,,,,,,19717.0,11.49,0.61,,,68.47,44.38,222675.0,5148246.0,,5.29,68.48,15.01,0.2477,42.94,0.7146,23.12
2018-01-17,774406.0,18632208.36,2.94,7.41,2.16,18.28,1.0,16088320.5,453880.0,668675.0,10920352.8,,,,,,,,0.87,,35265.0,,,,,,5500.0,9851.0,10.53,0.47,,,65.14,41.63,242893.0,5844005.58,,5.62,65.22,15.9,0.2383,41.29,0.7103,24.06
2018-01-18,718817.0,17050339.24,2.73,6.68,2.0,17.27,1.0,14606420.2,437380.0,615785.0,10374653.6,,,,,,,,0.37,,16500.0,,,,,,,52890.0,10.51,1.01,,,73.74,40.06,155797.0,3695504.84,,3.75,73.71,16.79,0.2199,37.95,0.6583,23.72
2018-01-19,735060.0,17714946.0,2.79,6.85,2.05,17.54,1.0,15304994.2,559205.0,635062.0,13476840.5,,,154701.0,0.53,,,,0.94,22756.0,38614.0,,,0.53,154701.0,,5738.0,3479.0,13.27,0.09,,,86.61,51.89,86420.0,2082722.0,,2.05,86.61,16.29,0.2342,40.46,0.6821,24.1
2018-01-22,739941.0,19282862.46,2.81,6.84,2.06,18.32,1.0,16488631.08,569597.0,632718.0,14843697.82,,,8538.0,,,,,0.07,,3019.0,,,,8538.0,,4873.0,2344.0,13.78,0.05,,,90.89,52.85,57096.0,1487921.76,,1.38,90.92,17.13,0.232,39.78,0.6866,26.06
2018-01-23,779751.0,20866136.76,2.96,6.45,2.17,19.9,1.0,18197014.08,530811.0,680008.0,14204502.36,,,,1.53,,,,0.61,49460.0,38786.0,,,1.53,,,,2170.0,13.84,0.02,,,84.13,49.23,100130.0,2679478.8,,2.61,84.13,15.88,0.2539,43.67,0.7231,26.76
2018-01-24,624998.0,16499947.2,2.37,4.92,1.74,16.22,1.0,14012222.4,443737.0,530766.0,11714656.8,,,,,,,,2.07,,87074.0,,,,,,,149242.0,11.86,3.82,,,68.15,40.71,207393.0,5475175.2,,5.54,68.15,18.55,0.21,33.93,0.5734,26.4
2018-01-25,602719.0,15369334.5,2.29,4.57,1.68,15.78,1.0,13150554.0,436516.0,515708.0,11131158.0,,,,,,,,0.19,,7221.0,,,,,,,15058.0,11.51,0.33,,,67.01,40.02,214914.0,5480307.0,,5.67,67.0,18.12,0.2094,33.72,0.5525,25.5
2018-01-26,606958.0,15744490.52,2.3,4.61,1.69,15.88,1.0,13647708.44,418637.0,526126.0,10859443.78,,,69616.0,0.11,,13900.0,,2.87,4370.0,104524.0,,,0.11,69616.0,0.35,17029.0,7852.0,10.69,0.27,,,80.0,38.38,104663.0,2714958.22,,2.67,80.02,18.3,0.1959,31.79,0.5564,25.94
2018-01-29,587181.0,15936092.34,2.23,4.46,1.63,15.49,1.0,13742311.86,404384.0,506349.0,10974981.76,,,,,,,,0.33,,14253.0,,,,,,,19777.0,10.5,0.41,,,74.34,37.61,139590.0,3788472.6,,3.62,74.34,18.77,0.2012,32.03,0.5461,27.14
2018-01-30,557977.0,14920304.98,2.12,4.59,1.55,15.11,1.0,12626200.16,392393.0,472184.0,10492588.82,,,3834.0,,,,,0.3,,15825.0,,,,3834.0,,,34165.0,10.64,0.74,,,76.59,36.03,119916.0,3206553.84,,3.25,76.58,20.13,0.21,33.64,0.5124,26.74
2018-01-31,625992.0,16250752.32,2.38,5.17,1.74,16.66,1.0,14152353.6,398323.0,545160.0,10340465.08,,,4772.0,3.62,,4961.0,,,142142.0,,,,3.62,4772.0,0.14,1158.0,74127.0,10.65,1.88,,,76.75,36.5,120662.0,3132385.52,,3.23,76.74,30.23,0.2325,30.74,0.5736,25.96
2018-02-01,619676.0,15640622.24,2.35,5.11,1.72,16.08,1.0,13600422.56,396268.0,538844.0,10001804.32,,,,0.22,,5274.0,,0.27,16441.0,10000.0,,,0.22,,0.14,7945.0,28031.0,10.28,0.85,,,76.53,36.26,121537.0,3067593.88,,3.16,76.51,27.6,0.2232,30.98,0.567,25.24
