,ALSTI FP Equity_DX_SI_QTY,ALSTI FP Equity_DX_SHORT_INTEREST_VALUE,ALSTI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSTI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSTI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSTI FP Equity_DX_SI_MV,ALSTI FP Equity_DX_DSS,ALSTI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSTI FP Equity_DX_SUPPLY_SI_QTY,ALSTI FP Equity_DX_BROKER_SI_QTY,ALSTI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSTI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSTI FP Equity_DX_BROKER_SI_MV_INC_x,ALSTI FP Equity_DX_BROKER_SI_QTY_ADD,ALSTI FP Equity_DX_SUPPLY_SI_MV_DEC,ALSTI FP Equity_DX_BROKER_SI_QTY_INC,ALSTI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSTI FP Equity_DX_BROKER_SI_MV_INC_y,ALSTI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSTI FP Equity_DX_BROKER_SI_MV_ADD,ALSTI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSTI FP Equity_DX_BROKER_SI_QTY_DEC,ALSTI FP Equity_DX_SUPPLY_SI_MV,ALSTI FP Equity_DX_BROKER_SI_MV_DEC,ALSTI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSTI FP Equity_DX_UTILIZATION_QUANTITY,ALSTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSTI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSTI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSTI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSTI FP Equity_DX_BROKER_SI_CON_RATIO,ALSTI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSTI FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-03-05,2287.0,69067.4,0.11,0.19,0.04,0.07,0.0,66047.4,2187.0,2187.0,66047.4,,,,0.04,,1584.0,,,,,1584.0,0.07,0.04,100.0,77.09,0.0,0.0,0.0,100.0,8.62,0.8425,91.38,0.8061
2025-03-06,1033.0,32126.3,0.05,0.09,0.02,0.03,0.0,29016.3,933.0,933.0,29016.3,,,,0.04,,1254.0,,,,,1254.0,0.03,0.04,100.0,35.21,0.0,0.0,0.0,100.0,19.59,0.6849,80.41,0.3898
2025-03-07,200.0,6100.0,0.01,0.02,0.0,0.01,0.0,3050.0,100.0,100.0,3050.0,,,,0.03,,833.0,,,,,833.0,0.0,0.03,100.0,3.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.0734
2025-03-10,100.0,2980.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,2980.0,,,,,,,,,,,100.0,0.0,0.0,100.0,3.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.031
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,100.0,,,,,,0.0,,0.0,0.0,3325.0,96757.5,0.1,0.0,,0.0,,0.0
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3425.0,101722.5,0.1,0.0,,0.0,,0.0
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3025.0,91960.0,0.09,0.0,,0.0,,0.0
2025-03-14,200.0,6160.0,0.01,0.02,0.0,0.01,0.0,3080.0,100.0,100.0,3080.0,,,100.0,,,,,,0.0,100.0,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0661
2025-03-17,200.0,6220.0,0.01,0.02,0.0,0.01,0.0,3110.0,100.0,100.0,3110.0,,,,,,,,,,,,0.0,,100.0,3.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0684
2025-03-18,200.0,6040.0,0.01,0.02,0.0,0.01,0.0,3020.0,100.0,100.0,3020.0,,,,,,,,,,,,0.0,,100.0,3.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0684
2025-03-19,200.0,6120.0,0.01,0.02,0.0,0.01,0.0,3060.0,100.0,100.0,3060.0,,,,,,,,,,,,0.0,,100.0,3.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0684
2025-03-20,100.0,3060.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,3060.0,,,,,,,,,,,100.0,0.0,0.0,100.0,3.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0342
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,100.0,,,,,,0.0,,0.0,0.0,2925.0,86580.0,0.09,0.0,,0.0,,0.0
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2925.0,88627.5,0.09,0.0,,0.0,,0.0
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2925.0,89505.0,0.09,0.0,,0.0,,0.0
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3025.0,92867.5,0.09,0.0,,0.0,,0.0
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2925.0,89797.5,0.09,0.0,,0.0,,0.0
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2925.0,99742.5,0.09,0.0,,0.0,,0.0
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2925.0,97987.5,0.09,0.0,,0.0,,0.0
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3125.0,112500.0,0.1,0.0,,0.0,,0.0
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3125.0,118125.0,0.11,0.0,,0.0,,0.0
2025-04-03,200.0,7560.0,0.01,0.01,0.0,0.01,0.0,3780.0,100.0,100.0,3780.0,,,100.0,,,,,,0.0,100.0,,0.0,,100.0,3.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.064
2025-04-04,200.0,7080.0,0.01,0.01,0.0,0.01,0.0,3540.0,100.0,100.0,3540.0,,,,,,,,,,,,0.0,,100.0,3.2,0.0,0.0,0.0,100.0,48.36,0.5005,51.64,0.064
2025-04-07,200.0,6870.0,0.01,0.01,0.0,0.01,0.0,3435.0,100.0,100.0,3435.0,,,,,,,,,,,,0.0,,100.0,2.67,0.0,0.0,0.0,100.0,49.25,0.5001,50.75,0.0535
2025-04-08,200.0,7390.0,0.01,0.01,0.0,0.01,0.0,3695.0,100.0,100.0,3695.0,,,,,,,,,,,,0.0,,100.0,3.98,0.0,0.0,0.0,100.0,48.18,0.5007,51.82,0.0796
2025-04-09,100.0,3470.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,3470.0,,,,,,,,,,,100.0,0.0,0.0,100.0,4.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0437
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,100.0,,,,,,0.0,,0.0,0.0,2388.0,87639.6,0.08,0.0,,0.0,,0.0
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2388.0,85848.6,0.08,0.0,,0.0,,0.0
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2478.0,91314.3,0.09,0.0,,0.0,,0.0
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3271.0,127569.0,0.12,0.0,,0.0,,0.0
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13142.0,543421.7,0.52,0.0,,0.0,,0.0
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13514.0,570290.8,0.53,0.0,,0.0,,0.0
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13644.0,575776.8,0.54,0.0,,0.0,,0.0
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24044.0,1014656.8,1.0,0.0,,0.0,,0.0
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25244.0,1045101.6,1.06,0.0,,0.0,,0.0
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24951.0,1087863.6,1.04,0.0,,0.0,,0.0
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27652.0,1299644.0,1.21,0.0,,0.0,,0.0
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29981.0,1419600.35,1.33,0.0,,0.0,,0.0
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25130.0,1231370.0,1.19,0.0,,0.0,,0.0
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,36325.0,1812617.5,1.78,0.0,,0.0,,0.0
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,36325.0,1838045.0,1.79,0.0,,0.0,,0.0
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,36325.0,1838045.0,1.79,0.0,,0.0,,0.0
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,36325.0,1907062.5,1.79,0.0,,0.0,,0.0
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46523.0,2419196.0,2.44,0.0,,0.0,,0.0
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,49061.0,2624763.5,2.56,0.0,,0.0,,0.0
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,49792.0,2629017.6,2.6,0.0,,0.0,,0.0
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,49692.0,2653552.8,2.63,0.0,,0.0,,0.0
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,51199.0,2662348.0,2.71,0.0,,0.0,,0.0
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,54816.0,2872358.4,2.89,0.0,,0.0,,0.0
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,56391.0,3016918.5,2.96,0.0,,0.0,,0.0
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58391.0,3083044.8,3.12,0.0,,0.0,,0.0
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59099.0,2984499.5,3.14,0.0,,0.0,,0.0
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59866.0,3023233.0,3.15,0.0,,0.0,,0.0
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,48241.0,2445818.7,2.43,0.0,,0.0,,0.0
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58640.0,3019960.0,2.98,0.0,,0.0,,0.0
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58321.0,3056020.4,3.01,0.0,,0.0,,0.0
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58509.0,3071722.5,3.07,0.0,,0.0,,0.0
2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58509.0,3065871.6,3.06,0.0,,0.0,,0.0
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58520.0,3060596.0,3.06,0.0,,0.0,,0.0
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19920.0,1043808.0,1.04,0.0,,0.0,,0.0
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21332.0,1100944.17,1.12,0.0,,0.0,,0.0
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21133.0,1088349.5,1.1,0.0,,0.0,,0.0
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21285.0,1102563.0,1.1,0.0,,0.0,,0.0
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22257.0,1126204.2,1.14,0.0,,0.0,,0.0
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22243.0,1205570.6,1.15,0.0,,0.0,,0.0
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22243.0,1281196.8,1.23,0.0,,0.0,,0.0
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22662.0,1300798.8,1.3,0.0,,0.0,,0.0
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23143.0,1256664.9,1.31,0.0,,0.0,,0.0
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24100.0,1359240.0,1.32,0.0,,0.0,,0.0
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26563.0,1474246.5,1.49,0.0,,0.0,,0.0
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26562.0,1471534.8,1.47,0.0,,0.0,,0.0
2025-06-12,600.0,31800.0,0.03,0.03,0.01,0.03,0.0,31800.0,600.0,600.0,31800.0,,,600.0,,,,,,0.03,600.0,,0.03,,100.0,2.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0218
2025-06-13,600.0,32040.0,0.03,0.03,0.01,0.03,0.0,32040.0,600.0,600.0,32040.0,,,,,,,,,,,,0.03,,100.0,2.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0213
2025-06-16,600.0,31080.0,0.03,0.03,0.01,0.03,0.0,31080.0,600.0,600.0,31080.0,,,,,,,,,,,,0.03,,100.0,1.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.0167
2025-06-17,600.0,31920.0,0.03,0.03,0.01,0.03,0.0,31920.0,600.0,600.0,31920.0,,,,,,,,,,,,0.03,,100.0,1.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.016
2025-06-18,265.0,13965.5,0.01,0.01,0.01,0.01,0.0,13965.5,265.0,265.0,13965.5,,,,0.02,,335.0,,,,,335.0,0.01,0.02,100.0,0.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063
2025-06-19,265.0,14071.5,0.01,0.01,0.01,0.01,0.0,14071.5,265.0,265.0,14071.5,,,,,,,,,,,,0.01,,100.0,0.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063
2025-06-20,265.0,14151.0,0.01,0.02,0.01,0.01,0.0,14151.0,265.0,265.0,14151.0,,,,,,,,,,,,0.01,,100.0,0.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.006
2025-06-23,265.0,14177.5,0.01,0.02,0.01,0.01,0.0,14177.5,265.0,265.0,14177.5,,,,,,,,,,,,0.01,,100.0,0.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0034
2025-06-24,265.0,14230.5,0.01,0.02,0.01,0.01,0.0,14230.5,265.0,265.0,14230.5,,,,,,,,,,,,0.01,,100.0,0.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0034
2025-06-25,265.0,15290.5,0.01,0.02,0.01,0.01,0.0,15290.5,265.0,265.0,15290.5,,,,,,,,,,,,0.01,,100.0,0.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0034
2025-06-26,265.0,17039.5,0.01,0.01,0.01,0.02,0.0,17039.5,265.0,265.0,17039.5,,,,,,,,,,,,0.02,,100.0,0.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0059
2025-06-27,265.0,16907.0,0.01,0.01,0.01,0.02,0.0,16907.0,265.0,265.0,16907.0,,,,,,,,,,,,0.02,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0057
2025-06-30,265.0,17225.0,0.01,0.01,0.01,0.02,0.0,17225.0,265.0,265.0,17225.0,,,,,,,,,,,,0.02,,100.0,0.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055
2025-07-01,265.0,17198.5,0.01,0.01,0.01,0.02,0.0,17198.5,265.0,265.0,17198.5,,,,,,,,,,,,0.02,,100.0,0.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.0043
2025-07-02,265.0,17490.0,0.01,0.01,0.01,0.02,0.0,17490.0,265.0,265.0,17490.0,,,,,,,,,,,,0.02,,100.0,0.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.02,,265.0,,,,,265.0,0.0,0.02,0.0,0.0,71451.0,4915828.8,4.77,0.0,,0.0,100.0,0.0
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,72240.0,4861752.0,4.88,0.0,,0.0,,0.0
2025-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69449.0,4903099.4,4.75,0.0,,0.0,,0.0
2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,71011.0,5247712.9,5.08,0.0,,0.0,,0.0
2025-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,68610.0,5221221.0,5.07,0.0,,0.0,,0.0
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,70575.0,5271952.5,5.34,0.0,,0.0,,0.0
2025-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,72475.0,5435625.0,5.43,0.0,,0.0,,0.0
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,73453.0,5538356.2,5.52,0.0,,0.0,,0.0
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,73574.0,5525407.4,5.56,0.0,,0.0,,0.0
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,73849.0,5553444.8,5.54,0.0,,0.0,,0.0
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,74637.0,5985887.4,5.72,0.0,,0.0,,0.0
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76589.0,6096484.4,6.07,0.0,,0.0,,0.0
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,72762.0,5813683.8,5.78,0.0,,0.0,,0.0
2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,75201.0,5978479.5,5.98,0.0,,0.0,,0.0
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82185.0,6081690.0,6.39,0.0,,0.0,,0.0
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,85593.0,6487949.4,6.4,0.0,,0.0,,0.0
2025-07-25,3000.0,234600.0,0.14,0.12,0.06,0.23,0.0,117300.0,1500.0,1500.0,117300.0,,,1500.0,,,,,,0.12,1500.0,,0.11,,100.0,1.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.0335
2025-07-28,3000.0,249000.0,0.14,0.12,0.06,0.24,0.0,124500.0,1500.0,1500.0,124500.0,,,,,,,,,,,,0.12,,100.0,1.66,0.0,0.0,0.0,100.0,,1.0,100.0,0.0332
2025-07-29,3000.0,249300.0,0.14,0.12,0.06,0.26,0.0,124650.0,1500.0,1500.0,124650.0,,,,,,,,,,,,0.12,,100.0,1.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.0343
2025-07-30,3000.0,248400.0,0.14,0.12,0.06,0.26,0.0,124200.0,1500.0,1500.0,124200.0,,,,,,,,,,,,0.12,,100.0,1.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.0342
2025-07-31,3000.0,232800.0,0.14,0.11,0.06,0.25,0.0,116400.0,1500.0,1500.0,116400.0,,,,,,,,,,,,0.12,,100.0,1.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0339
2025-08-01,3000.0,233100.0,0.14,0.1,0.06,0.24,0.0,116550.0,1500.0,1500.0,116550.0,,,,,,,,,,,,0.12,,100.0,1.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0339
2025-08-04,3000.0,243600.0,0.14,0.1,0.06,0.24,0.0,121800.0,1500.0,1500.0,121800.0,,,,,,,,,,,,0.12,,100.0,1.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.0335
2025-08-05,3000.0,249600.0,0.14,0.1,0.06,0.25,0.0,124800.0,1500.0,1500.0,124800.0,,,,,,,,,,,,0.12,,100.0,1.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.0335
2025-08-06,3000.0,252000.0,0.14,0.1,0.06,0.26,0.0,126000.0,1500.0,1500.0,126000.0,,,,,,,,,,,,0.12,,100.0,1.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0324
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.12,,1500.0,,,,,1500.0,0.0,0.13,0.0,0.0,93317.0,7661325.7,7.81,0.0,,0.0,100.0,0.0
2025-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,98121.0,8261788.2,8.09,0.0,,0.0,,0.0
2025-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86300.0,7439060.0,7.29,0.0,,0.0,,0.0
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101558.0,9018350.4,8.79,0.0,,0.0,,0.0
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102196.0,8666220.8,8.94,0.0,,0.0,,0.0
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,103723.0,8546775.2,8.82,0.0,,0.0,,0.0
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,107997.0,9006949.8,8.92,0.0,,0.0,,0.0
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108941.0,9575913.9,9.25,0.0,,0.0,,0.0
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,109355.0,9142078.0,9.48,0.0,,0.0,,0.0
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,111828.0,9516562.8,9.4,0.0,,0.0,,0.0
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,114440.0,9715956.0,9.75,0.0,,0.0,,0.0
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,116513.0,9996815.4,9.85,0.0,,0.0,,0.0
