,CMU FP Equity_DX_DSS,CMU FP Equity_PX_LAST
2018-03-19,,196.22
2018-03-20,,197.46
2018-03-21,,197.3
2018-03-22,,194.28
2018-03-23,,191.6
2018-03-26,,190.62
2018-03-27,,192.88
2018-03-28,,193.44
2018-03-29,,194.8
2018-04-03,,194.04
2018-04-04,,193.4
2018-04-05,,198.34
2018-04-06,,197.24
2018-04-09,,197.76
2018-04-10,,199.1
2018-04-11,,198.14
2018-04-12,,199.78
2018-04-13,,199.78
2018-04-16,,199.18
2018-04-17,,201.35
2018-04-18,,201.8
2018-04-19,,202.1
2018-04-20,,202.25
2018-04-23,,202.95
2018-04-24,,202.6
2018-04-25,,201.4
2018-04-26,,203.05
2018-04-27,,203.8
2018-04-30,,204.5
2018-05-02,,205.95
2018-05-03,,204.45
2018-05-04,,206.2
2018-05-07,,207.1
2018-05-08,,207.2
2018-05-09,,207.65
2018-05-10,,208.1
2018-05-11,,208.25
2018-05-14,,208.4
2018-05-15,,208.3
2018-05-16,,207.85
2018-05-17,,209.5
2018-05-18,,208.85
2018-05-21,,209.7
2018-05-22,,210.35
2018-05-23,,207.8
2018-05-24,,206.7
2018-05-25,,206.45
2018-05-28,,205.35
2018-05-29,,202.15
2018-05-30,,203.35
2018-05-31,,201.9
2018-06-01,,204.25
2018-06-04,,205.0
2018-06-05,,204.7
2018-06-06,,205.05
2018-06-07,,204.95
2018-06-08,,204.25
2018-06-11,,206.1
2018-06-12,,205.85
2018-06-13,,206.5
2018-06-14,,208.75
2018-06-15,,207.15
2018-06-18,,205.45
2018-06-19,,203.65
2018-06-20,,203.7
2018-06-21,,201.75
2018-06-22,,203.35
2018-06-25,,199.2
2018-06-26,,199.06
2018-06-27,,200.5
2018-06-28,,198.56
2018-06-29,,200.2
2018-07-02,,198.34
2018-07-03,,200.35
2018-07-04,,200.4
2018-07-05,,202.25
2018-07-06,,202.85
2018-07-09,,203.75
2018-07-10,,204.65
2018-07-11,,202.0
2018-07-12,,203.35
2018-07-13,,203.95
2018-07-16,,203.85
2018-07-17,,204.6
2018-07-18,,205.95
2018-07-19,,205.05
2018-07-20,,204.3
2018-07-23,,203.65
2018-07-24,,205.5
2018-07-25,,204.65
2018-07-26,,206.55
2018-07-27,,207.45
2018-07-30,,206.8
2018-07-31,,207.25
2018-08-01,,206.8
2018-08-02,,204.25
2018-08-03,,205.55
2018-08-06,,205.45
2018-08-07,,206.7
2018-08-08,,206.35
2018-08-09,,206.4
2018-08-10,,202.95
2018-08-13,,202.5
2018-08-14,,202.3
2018-08-15,,199.16
2018-08-16,,200.1
2018-08-17,,200.45
2018-08-20,,201.35
2018-08-21,,202.45
2018-08-22,,202.55
2018-08-23,,202.3
2018-08-24,,202.8
2018-08-27,,204.7
2018-08-28,,204.4
2018-08-29,,204.95
2018-08-30,,203.75
2018-08-31,,201.7
2018-09-03,,201.75
2018-09-04,,200.05
2018-09-05,,197.58
2018-09-06,,196.4
2018-09-07,,196.66
2018-09-10,,197.58
2018-09-11,,197.42
2018-09-12,,198.02
2018-09-13,,198.32
2018-09-14,,199.14
2018-09-17,,199.14
2018-09-18,,199.96
2018-09-19,,200.65
2018-09-20,,202.35
2018-09-21,,203.5
2018-09-24,,202.25
2018-09-25,,202.85
2018-09-26,,203.35
2018-09-27,,203.9
2018-09-28,,201.2
2018-10-01,,201.85
2018-10-02,,200.65
2018-10-03,,201.55
2018-10-04,,199.44
2018-10-05,,197.66
2018-10-08,,195.3
2018-10-09,,195.88
2018-10-10,,191.88
2018-10-11,,189.1
2018-10-12,,188.12
2018-10-15,,188.72
2018-10-16,,191.88
2018-10-17,,191.0
2018-10-18,,189.54
2018-10-19,,188.76
2018-10-22,,187.62
2018-10-23,,184.6
2018-10-24,,183.34
2018-10-25,,185.44
2018-10-26,,183.9
2018-10-29,,185.58
2018-10-30,,185.14
2018-10-31,,188.18
2018-11-01,,189.0
2018-11-02,,189.98
2018-11-05,,189.62
2018-11-06,,189.06
2018-11-07,,191.44
2018-11-08,,190.92
2018-11-09,,190.24
2018-11-12,,188.12
2018-11-13,,189.92
2018-11-14,,189.24
2018-11-15,,187.92
2018-11-16,,187.72
2018-11-19,,186.16
2018-11-20,,183.28
2018-11-21,,185.24
2018-11-22,,183.86
2018-11-23,,184.44
2018-11-26,,186.68
2018-11-27,,186.38
2018-11-28,,186.3
2018-11-29,,186.78
2018-11-30,,186.3
2018-12-03,,188.84
2018-12-04,,186.84
2018-12-05,,184.78
2018-12-06,,179.1
2018-12-07,,179.78
2018-12-10,,176.64
2018-12-11,,178.68
2018-12-12,,182.12
2018-12-13,,182.1
2018-12-14,,181.06
2018-12-17,,179.06
2018-12-18,,178.02
2018-12-19,,178.86
2018-12-20,,175.44
2018-12-21,,175.46
2018-12-27,,172.04
2018-12-28,,174.52
2018-12-31,,176.68
2019-01-02,,175.34
2019-01-03,,173.48
2019-01-04,,178.5
2019-01-07,,178.18
2019-01-08,,179.68
2019-01-09,,181.08
2019-01-10,,181.3
2019-01-11,,180.94
2019-01-14,,179.9
2019-01-15,,180.7
2019-01-16,,181.46
2019-01-17,,181.24
2019-01-18,,184.68
2019-01-21,,184.4
2019-01-22,,183.52
2019-01-23,,183.58
2019-01-24,,184.6
2019-01-25,,186.68
2019-01-28,,185.12
2019-01-29,,186.12
2019-01-30,,186.68
2019-01-31,,186.32
2019-02-01,,186.64
2019-02-04,,186.56
2019-02-05,,189.6
2019-02-06,,189.8
2019-02-07,,186.1
2019-02-08,,184.58
2019-02-11,,186.14
2019-02-12,,187.56
2019-02-13,,188.44
2019-02-14,,187.84
2019-02-15,,190.82
2019-02-18,,191.5
2019-02-19,,191.08
2019-02-20,,192.24
2019-02-21,,192.14
2019-02-22,,192.5
2019-02-25,,193.24
2019-02-26,,193.62
2019-02-27,,192.94
2019-02-28,,193.7
2019-03-01,,195.04
2019-03-04,,195.32
2019-03-05,,195.6
2019-03-06,,195.34
2019-03-07,,194.28
2019-03-08,,192.72
2019-03-11,,194.16
2019-03-12,,194.1
2019-03-13,,194.92
2019-03-14,,196.22
2019-03-15,,198.12
2019-03-18,,198.44
2019-03-19,,200.0
2019-03-20,,198.2
2019-03-21,,197.78
2019-03-22,,194.18
2019-03-25,,193.74
2019-03-26,,194.94
2019-03-27,,195.3
2019-03-28,,194.6
2019-03-29,,196.3
2019-04-01,,198.66
2019-04-02,,199.38
2019-04-03,,201.7
2019-04-04,,201.9
2019-04-05,,202.45
2019-04-08,,201.65
2019-04-09,,200.35
2019-04-10,,200.95
2019-04-11,,201.75
2019-04-12,,202.75
2019-04-15,,203.15
2019-04-16,,204.05
2019-04-17,,204.7
2019-04-18,,205.85
2019-04-23,,205.95
2019-04-24,,205.5
2019-04-25,,204.95
2019-04-26,,205.8
2019-04-29,,206.05
2019-04-30,,206.45
2019-05-02,,205.7
2019-05-03,,206.25
2019-05-06,,204.0
2019-05-07,,201.5
2019-05-08,,202.05
2019-05-09,,198.3
2019-05-10,,199.08
2019-05-13,,196.36
2019-05-14,,198.8
2019-05-15,,200.4
2019-05-16,,203.05
2019-05-17,,202.35
2019-05-20,,199.58
2019-05-21,,200.9
2019-05-22,,200.85
2019-05-23,,197.52
2019-05-24,,198.74
2019-05-27,,199.46
2019-05-28,,198.7
2019-05-29,,196.12
2019-05-30,,197.22
2019-05-31,,195.0
2019-06-03,,195.98
2019-06-04,,197.72
2019-06-05,,198.28
2019-06-06,,197.68
2019-06-07,,199.82
2019-06-10,,200.85
2019-06-11,,201.75
2019-06-12,,200.95
2019-06-13,,201.25
2019-06-14,,200.45
2019-06-17,,200.35
2019-06-18,,204.35
2019-06-19,,204.45
2019-06-20,,204.9
2019-06-21,,204.9
2019-06-24,,204.05
2019-06-25,,203.55
2019-06-26,,203.1
2019-06-27,,203.4
2019-06-28,,204.9
2019-07-01,,206.55
2019-07-02,,207.0
2019-07-03,,209.05
2019-07-04,,209.45
2019-07-05,,208.3
2019-07-08,,207.9
2019-07-09,,206.85
2019-07-10,,206.5
2019-07-11,,206.3
2019-07-12,,206.55
2019-07-15,,207.1
2019-07-16,,208.05
2019-07-17,,206.9
2019-07-18,,205.9
2019-07-19,,205.65
2019-07-22,,206.35
2019-07-23,,208.9
2019-07-24,,209.5
2019-07-25,,208.5
2019-07-26,,208.85
2019-07-29,,208.6
2019-07-30,,204.95
2019-07-31,,205.3
2019-08-01,,206.8
2019-08-02,,200.85
2019-08-05,,196.7
2019-08-06,,195.8
2019-08-07,,196.82
2019-08-08,,200.35
2019-08-09,,198.0
2019-08-12,,197.34
2019-08-13,,198.64
2019-08-14,,194.7
2019-08-15,,193.86
2019-08-16,,196.9
2019-08-19,,199.2
2019-08-20,,197.68
2019-08-21,,200.6
2019-08-22,,199.58
2019-08-23,,197.4
2019-08-26,,198.08
2019-08-27,,199.6
2019-08-28,,199.0
2019-08-29,,201.5
2019-08-30,,202.75
2019-09-02,,203.1
2019-09-03,,202.4
2019-09-04,,204.6
2019-09-05,,206.6
2019-09-06,,207.05
2019-09-09,,207.2
2019-09-10,,207.5
2019-09-11,,208.5
2019-09-12,,209.65
2019-09-13,,210.25
2019-09-16,,208.6
2019-09-17,,208.4
2019-09-18,,208.55
2019-09-19,,209.9
2019-09-20,,210.55
2019-09-23,,208.35
2019-09-24,,208.25
2019-09-25,,206.95
2019-09-26,,208.3
2019-09-27,,209.25
2019-09-30,,210.3
2019-10-01,,207.9
2019-10-02,,202.1
2019-10-03,,202.35
2019-10-04,,204.25
2019-10-07,,205.5
2019-10-08,,203.0
2019-10-09,,204.5
2019-10-10,,206.25
2019-10-11,,210.45
2019-10-14,,209.75
2019-10-15,,212.3
2019-10-16,,212.1
2019-10-17,,211.8
2019-10-18,,211.15
2019-10-21,,212.3
2019-10-22,,212.4
2019-10-23,,212.2
2019-10-24,,213.05
2019-10-25,,213.4
2019-10-28,,214.05
2019-10-29,,213.7
2019-10-30,,213.85
2019-10-31,,212.95
2019-11-01,,214.45
2019-11-04,,216.95
2019-11-05,,217.45
2019-11-06,,217.8
2019-11-07,,219.0
2019-11-08,,218.45
2019-11-11,,218.45
2019-11-12,,219.3
2019-11-13,,218.25
2019-11-14,,217.65
2019-11-15,,219.1
2019-11-18,,218.75
2019-11-19,,218.35
2019-11-20,,217.85
2019-11-21,,217.0
2019-11-22,,217.7
2019-11-25,,219.05
2019-11-26,,219.4
2019-11-27,,219.85
2019-11-28,,219.1
2019-11-29,,218.75
2019-12-02,,214.55
2019-12-03,,213.75
2019-12-04,,216.25
2019-12-05,,215.8
2019-12-06,,218.15
2019-12-09,,217.4
2019-12-10,,216.95
2019-12-11,,217.45
2019-12-12,,218.9
2019-12-13,,219.7
2019-12-16,,222.25
2019-12-17,,221.35
2019-12-18,,220.95
2019-12-19,,221.0
2019-12-20,,222.8
2019-12-23,,223.05
2019-12-24,,222.8
2019-12-27,,223.6
2019-12-30,,220.9
2019-12-31,,220.4
2020-01-02,,224.2
2020-01-03,,222.95
2020-01-06,,221.65
2020-01-07,,222.55
2020-01-08,,223.15
2020-01-09,,224.35
2020-01-10,,224.1
2020-01-13,,223.35
2020-01-14,,223.55
2020-01-15,,223.15
2020-01-16,,223.7
2020-01-17,,225.65
2020-01-20,,225.45
2020-01-21,,224.6
2020-01-22,,223.9
2020-01-23,,222.25
2020-01-24,,224.5
2020-01-27,,218.85
2020-01-28,,221.45
2020-01-29,,222.5
2020-01-30,,219.8
2020-01-31,,217.2
2020-02-03,,218.2
2020-02-04,,221.85
2020-02-05,,224.75
2020-02-06,,226.3
2020-02-07,,225.7
2020-02-10,,225.55
2020-02-11,,227.55
2020-02-12,,229.3
2020-02-13,,229.0
2020-02-14,,228.9
2020-02-17,,229.35
2020-02-18,,228.3
2020-02-19,,230.25
2020-02-20,,228.05
2020-02-21,,226.7
2020-02-24,,218.05
2020-02-25,,213.75
2020-02-26,,214.2
2020-02-27,,206.85
2020-02-28,,199.9
2020-03-02,,200.45
2020-03-03,,202.65
2020-03-04,,204.95
2020-03-05,,201.65
2020-03-06,,194.3
2020-03-09,,178.34
2020-03-10,,175.96
2020-03-11,,174.48
2020-03-12,,153.12
2020-03-13,,155.0
2020-03-16,,145.52
2020-03-17,,149.78
2020-03-18,,141.82
2020-03-19,,147.26
2020-03-20,,152.0
2020-03-23,,147.3
2020-03-24,,159.64
2020-03-25,,165.58
2020-03-26,,168.76
2020-03-27,,162.44
2020-03-30,,162.18
2020-03-31,,165.48
2020-04-01,,160.0
2020-04-02,,160.64
2020-04-03,,159.16
2020-04-06,,166.24
2020-04-07,,169.92
2020-04-08,,170.0
2020-04-09,,172.76
2020-04-14,,174.14
2020-04-15,,167.46
2020-04-16,,167.7
2020-04-17,,172.2
2020-04-20,,172.92
2020-04-21,,166.96
2020-04-22,,169.58
2020-04-23,,171.14
2020-04-24,,169.08
2020-04-27,,172.98
2020-04-28,,175.64
2020-04-29,,179.82
2020-04-30,,176.62
2020-05-04,,169.82
2020-05-05,,173.68
2020-05-06,,172.24
2020-05-07,,174.78
2020-05-08,,176.58
2020-05-11,,175.3
2020-05-12,,175.64
2020-05-13,,171.6
2020-05-14,,168.36
2020-05-15,,168.7
2020-05-18,,176.72
2020-05-19,,175.52
2020-05-20,,177.74
2020-05-21,,175.84
2020-05-22,,176.8
2020-05-25,,180.38
2020-05-26,,182.86
2020-05-27,,184.84
2020-05-28,,187.66
2020-05-29,,184.94
2020-06-01,,187.94
2020-06-02,,190.88
2020-06-03,,196.9
2020-06-04,,196.62
2020-06-05,,202.15
2020-06-08,,201.45
2020-06-09,,198.88
2020-06-10,,197.3
2020-06-11,,188.7
2020-06-12,,189.46
2020-06-15,,188.8
2020-06-16,,194.68
2020-06-17,,195.92
2020-06-18,,194.76
2020-06-19,,195.58
2020-06-22,,194.28
2020-06-23,,197.36
2020-06-24,,191.48
2020-06-25,,193.02
2020-06-26,,193.94
2020-06-29,,193.54
2020-06-30,,193.78
2020-07-01,,193.76
2020-07-02,,198.58
2020-07-03,,197.3
2020-07-06,,200.65
2020-07-07,,199.28
2020-07-08,,197.64
2020-07-09,,196.02
2020-07-10,,197.92
2020-07-13,,200.7
2020-07-14,,199.04
2020-07-15,,202.05
2020-07-16,,201.65
2020-07-17,,201.4
2020-07-20,,203.15
2020-07-21,,204.05
2020-07-22,,202.35
2020-07-23,,202.55
2020-07-24,,198.8
2020-07-27,,198.28
2020-07-28,,198.44
2020-07-29,,198.42
2020-07-30,,193.2
2020-07-31,,191.34
2020-08-03,,195.44
2020-08-04,,195.5
2020-08-05,,196.82
2020-08-06,,195.4
2020-08-07,,196.04
2020-08-10,,196.56
2020-08-11,,200.55
2020-08-12,,202.6
2020-08-13,,201.55
2020-08-14,,199.14
2020-08-17,,199.46
2020-08-18,,198.44
2020-08-19,,199.66
2020-08-20,,197.24
2020-08-21,,196.74
2020-08-24,,200.8
2020-08-25,,200.65
2020-08-26,,202.5
2020-08-27,,200.95
2020-08-28,,200.2
2020-08-31,,197.92
2020-09-01,,198.26
2020-09-02,,201.45
2020-09-03,,199.14
2020-09-04,,196.88
2020-09-07,,200.1
2020-09-08,,197.46
2020-09-09,,200.8
2020-09-10,,200.35
2020-09-11,,200.45
2020-09-14,,200.85
2020-09-15,,201.55
2020-09-16,,202.3
2020-09-17,,201.1
2020-09-18,,199.38
2020-09-21,,192.34
2020-09-22,,192.46
2020-09-23,,193.34
2020-09-24,,192.18
2020-09-25,,191.12
2020-09-28,,196.06
2020-09-29,,195.3
2020-09-30,,194.62
2020-10-01,,195.26
2020-10-02,,195.14
2020-10-05,,197.34
2020-10-06,,198.08
2020-10-07,,198.14
2020-10-08,,199.68
2020-10-09,,200.5
2020-10-12,,202.1
2020-10-13,,200.7
2020-10-14,,200.85
2020-10-15,,196.44
2020-10-16,,199.24
2020-10-19,,199.58
2020-10-20,,198.54
2020-10-21,,195.42
2020-10-22,,195.18
2020-10-23,,196.72
2020-10-26,,192.08
2020-10-27,,189.8
2020-10-28,,183.5
2020-10-29,,183.32
2020-10-30,,183.44
2020-11-02,,186.74
2020-11-03,,191.26
2020-11-04,,194.92
2020-11-05,,197.52
2020-11-06,,197.1
2020-11-09,,207.75
2020-11-10,,209.95
2020-11-11,,211.55
2020-11-12,,209.65
2020-11-13,,210.2
2020-11-16,,212.85
2020-11-17,,212.7
2020-11-18,,213.65
2020-11-19,,212.05
2020-11-20,,213.15
2020-11-23,,212.9
2020-11-24,,215.45
2020-11-25,,215.65
2020-11-26,,215.55
2020-11-27,,217.2
2020-11-30,,214.55
2020-12-01,,216.45
2020-12-02,,215.9
2020-12-03,,215.95
2020-12-04,,216.55
2020-12-07,,215.4
2020-12-08,,216.75
2020-12-09,,216.2
2020-12-10,,216.3
2020-12-11,,213.45
2020-12-14,,215.35
2020-12-15,,215.25
2020-12-16,,216.55
2020-12-17,,217.45
2020-12-18,,217.6
2020-12-21,,210.7
2020-12-22,,214.3
2020-12-23,,216.5
2020-12-24,,216.95
2020-12-28,,219.1
2020-12-29,,219.45
2020-12-30,,218.9
2020-12-31,,217.35
2021-01-04,,219.7
2021-01-05,,218.95
2021-01-06,,223.15
2021-01-07,,224.2
2021-01-08,,225.4
2021-01-11,,224.05
2021-01-12,,223.6
2021-01-13,,223.95
2021-01-14,,224.5
2021-01-15,,222.45
2021-01-18,,222.45
2021-01-19,,222.2
2021-01-20,,223.5
2021-01-21,,223.3
2021-01-22,,222.3
2021-01-25,,219.95
2021-01-26,,222.05
2021-01-27,,219.25
2021-01-28,,219.85
2021-01-29,,215.95
2021-02-01,,219.2
2021-02-02,,222.45
2021-02-03,,223.05
2021-02-04,,224.95
2021-02-05,,224.65
2021-02-08,,225.7
2021-02-09,,225.25
2021-02-10,,224.4
2021-02-11,,225.45
2021-02-12,,226.4
2021-02-15,,229.65
2021-02-16,,228.45
2021-02-17,,226.4
2021-02-18,,224.75
2021-02-19,,226.55
2021-02-22,,225.9
2021-02-23,,224.6
2021-02-24,,225.4
2021-02-25,,225.75
2021-02-26,,223.65
2021-03-01,,225.9
2021-03-02,,226.95
2021-03-03,,227.75
2021-03-04,,227.65
2021-03-05,,225.8
2021-03-08,,231.9
2021-03-09,,232.05
2021-03-10,,233.8
2021-03-11,,235.4
2021-03-12,,234.6
2021-03-15,,233.7
2021-03-16,,234.7
2021-03-17,,234.2
2021-03-18,,235.65
2021-03-19,,234.2
2021-03-22,,233.45
2021-03-23,,233.55
2021-03-24,,234.3
2021-03-25,,233.55
2021-03-26,,235.5
2021-03-29,,237.0
2021-03-30,,238.45
2021-03-31,,237.3
2021-04-01,,239.1
2021-04-06,,240.8
2021-04-07,,240.6
2021-04-08,,241.95
2021-04-09,,242.15
2021-04-12,,241.2
2021-04-13,,242.0
2021-04-14,,241.6
2021-04-15,,242.3
2021-04-16,,244.55
2021-04-19,,244.25
2021-04-20,,240.8
2021-04-21,,241.95
2021-04-22,,244.2
2021-04-23,,244.05
2021-04-26,,243.6
2021-04-27,,242.95
2021-04-28,,244.2
2021-04-29,,242.9
2021-04-30,,241.85
2021-05-03,,244.15
2021-05-04,,239.8
2021-05-05,,245.6
2021-05-06,,245.85
2021-05-07,,248.05
2021-05-10,,247.45
2021-05-11,,243.1
2021-05-12,,243.3
2021-05-13,,243.7
2021-05-14,,247.45
2021-05-17,,247.5
2021-05-18,,246.9
2021-05-19,,243.55
2021-05-20,,246.5
2021-05-21,,247.8
2021-05-24,,248.95
2021-05-25,,248.5
2021-05-26,,248.0
2021-05-27,,247.45
2021-05-28,,248.85
2021-05-31,,247.4
2021-06-01,,248.9
2021-06-02,,250.0
2021-06-03,,250.3
2021-06-04,,250.7
2021-06-07,,251.8
2021-06-08,,251.7
2021-06-09,,251.0
2021-06-10,,250.45
2021-06-11,,252.05
2021-06-14,,252.85
2021-06-15,,253.2
2021-06-16,,253.5
2021-06-17,,253.8
2021-06-18,,249.1
2021-06-21,,251.15
2021-06-22,,251.85
2021-06-23,,249.65
2021-06-24,,252.4
2021-06-25,,252.8
2021-06-28,,250.6
2021-06-29,,251.8
2021-06-30,,249.2
2021-07-01,,250.9
2021-07-02,,251.05
2021-07-05,,252.15
2021-07-06,,250.15
2021-07-07,,251.7
2021-07-08,,247.15
2021-07-09,,251.15
2021-07-12,,252.5
2021-07-13,,252.75
2021-07-14,,252.7
2021-07-15,,250.3
2021-07-16,,249.35
2021-07-19,,243.45
2021-07-20,,245.2
2021-07-21,,249.1
2021-07-22,,250.65
2021-07-23,,253.3
2021-07-26,,253.65
2021-07-27,,251.95
2021-07-28,,253.15
2021-07-29,,254.6
2021-07-30,,253.15
2021-08-02,,254.2
2021-08-03,,255.25
2021-08-04,,257.15
2021-08-05,,258.05
2021-08-06,,258.9
2021-08-09,,259.05
2021-08-10,,259.85
2021-08-11,,261.25
2021-08-12,,261.8
2021-08-13,,262.6
2021-08-16,,261.1
2021-08-17,,260.45
2021-08-18,,260.85
2021-08-19,,257.25
2021-08-20,,258.1
2021-08-23,,259.65
2021-08-24,,259.55
2021-08-25,,259.6
2021-08-26,,259.15
2021-08-27,,259.85
2021-08-30,,260.7
2021-08-31,,259.8
2021-09-01,,261.2
2021-09-02,,261.55
2021-09-03,,259.9
2021-09-06,,261.85
2021-09-07,,260.95
2021-09-08,,258.65
2021-09-09,,258.15
2021-09-10,,257.2
2021-09-13,,258.5
2021-09-14,,258.6
2021-09-15,,256.15
2021-09-16,,257.2
2021-09-17,,254.1
2021-09-20,,248.9
2021-09-21,,252.4
2021-09-22,,255.15
2021-09-23,,258.2
2021-09-24,,255.8
2021-09-27,,255.7
2021-09-28,,250.9
2021-09-29,,252.05
2021-09-30,,250.4
2021-10-01,,249.8
2021-10-04,,248.45
2021-10-05,,252.2
2021-10-06,,249.1
2021-10-07,,253.85
2021-10-08,,252.5
2021-10-11,,251.8
2021-10-12,,251.25
2021-10-13,,252.25
2021-10-14,,255.25
2021-10-15,,257.4
2021-10-18,,256.1
2021-10-19,,256.75
2021-10-20,,256.9
2021-10-21,,256.2
2021-10-22,,257.7
2021-10-25,,257.75
2021-10-26,,259.5
2021-10-27,,259.35
2021-10-28,,259.45
2021-10-29,,260.4
2021-11-01,,262.6
2021-11-02,,263.4
2021-11-03,,264.6
2021-11-04,,265.5
2021-11-05,,266.1
2021-11-08,,265.7
2021-11-09,,265.75
2021-11-10,,266.05
2021-11-11,,266.2
2021-11-12,,266.8
2021-11-15,,268.15
2021-11-16,,268.25
2021-11-17,,268.55
2021-11-18,,267.5
2021-11-19,,265.55
2021-11-22,,265.55
2021-11-23,,262.85
2021-11-24,,262.45
2021-11-25,,263.0
2021-11-26,,252.05
2021-11-29,,253.5
2021-11-30,,250.85
2021-12-01,,256.8
2021-12-02,,253.15
2021-12-03,,252.15
2021-12-06,,256.05
2021-12-07,,263.0
2021-12-08,,260.7
2021-12-09,,259.5
2021-12-10,,258.4
2021-12-13,,257.55
2021-12-14,,255.9
2021-12-15,,256.2
2021-12-16,,258.65
2021-12-17,,256.4
2021-12-20,,253.3
2021-12-21,,257.65
2021-12-22,,259.55
2021-12-23,,262.2
2021-12-24,,262.7
2021-12-27,,263.2
2021-12-28,,265.45
2021-12-29,,264.35
2021-12-30,,265.1
2021-12-31,,264.55
2022-01-03,,267.1
2022-01-04,,269.65
2022-01-05,,270.8
2022-01-06,,267.6
2022-01-07,,267.1
2022-01-10,,263.85
2022-01-11,,266.65
2022-01-12,,268.7
2022-01-13,,269.05
2022-01-14,,266.45
2022-01-17,,268.45
2022-01-18,,266.1
2022-01-19,,266.05
2022-01-20,,266.85
2022-01-21,,262.4
2022-01-24,,253.2
2022-01-25,,254.95
2022-01-26,,259.7
2022-01-27,,260.4
2022-01-28,,257.15
2022-01-31,,259.05
2022-02-01,,262.3
2022-02-02,,262.75
2022-02-03,,258.9
2022-02-04,,256.3
2022-02-07,,257.9
2022-02-08,,258.45
2022-02-09,,262.35
2022-02-10,,261.7
2022-02-11,,258.75
2022-02-14,,253.2
2022-02-15,,256.9
2022-02-16,,256.85
2022-02-17,,255.3
2022-02-18,,253.55
2022-02-21,,248.15
2022-02-22,,247.35
2022-02-23,,246.25
2022-02-24,,236.95
2022-02-25,,244.3
2022-02-28,,240.45
2022-03-01,,231.9
2022-03-02,,234.2
2022-03-03,,230.35
2022-03-04,,219.95
2022-03-07,,216.3
2022-03-08,,216.4
2022-03-09,,231.75
2022-03-10,,225.6
2022-03-11,,227.7
2022-03-14,,232.65
2022-03-15,,232.05
2022-03-16,,239.4
2022-03-17,,239.25
2022-03-18,,240.3
2022-03-21,,239.65
2022-03-22,,242.05
2022-03-23,,238.5
2022-03-24,,237.6
2022-03-25,,237.5
2022-03-28,,238.75
2022-03-29,,245.7
2022-03-30,,242.95
2022-03-31,,239.85
2022-04-01,,240.7
2022-04-04,,241.55
2022-04-05,,240.55
2022-04-06,,235.5
2022-04-07,,234.85
2022-04-08,,238.2
2022-04-11,,237.25
2022-04-12,,236.5
2022-04-13,,236.25
2022-04-14,,237.6
2022-04-19,,237.15
2022-04-20,,240.75
2022-04-21,,242.35
2022-04-22,,237.7
2022-04-25,,233.1
2022-04-26,,231.55
2022-04-27,,232.45
2022-04-28,,235.4
2022-04-29,,236.8
2022-05-02,,233.8
2022-05-03,,235.85
2022-05-04,,234.0
2022-05-05,,232.15
2022-05-06,,229.0
2022-05-09,,222.8
2022-05-10,,224.4
2022-05-11,,229.8
2022-05-12,,227.5
2022-05-13,,230.35
2022-05-16,,231.65
2022-05-17,,235.25
2022-05-18,,232.15
2022-05-19,,229.0
2022-05-20,,230.3
2022-05-23,,234.5
2022-05-24,,231.6
2022-05-25,,233.35
2022-05-26,,236.25
2022-05-27,,239.35
2022-05-30,,241.6
2022-05-31,,238.4
2022-06-01,,237.05
2022-06-02,,238.5
2022-06-03,,237.65
2022-06-06,,240.95
2022-06-07,,239.35
2022-06-08,,238.35
2022-06-09,,235.0
2022-06-10,,228.05
2022-06-13,,222.7
2022-06-14,,220.95
2022-06-15,,224.8
2022-06-16,,218.65
2022-06-17,,218.7
2022-06-20,,220.35
2022-06-21,,221.75
2022-06-22,,219.25
2022-06-23,,216.65
2022-06-24,,222.75
2022-06-27,,223.95
2022-06-28,,224.35
2022-06-29,,222.2
2022-06-30,,218.75
2022-07-01,,218.55
2022-07-04,,219.45
2022-07-05,,214.5
2022-07-06,,217.25
2022-07-07,,221.45
2022-07-08,,222.55
2022-07-11,,220.25
2022-07-12,,220.7
2022-07-13,,218.3
2022-07-14,,214.2
2022-07-15,,218.55
2022-07-18,,221.05
2022-07-19,,225.3
2022-07-20,,225.45
2022-07-21,,226.1
2022-07-22,,226.65
2022-07-25,,227.3
2022-07-26,,225.5
2022-07-27,,226.85
2022-07-28,,229.3
2022-07-29,,232.7
2022-08-01,,232.45
2022-08-02,,230.75
2022-08-03,,233.75
2022-08-04,,235.05
2022-08-05,,233.0
2022-08-08,,235.15
2022-08-09,,233.25
2022-08-10,,236.15
2022-08-11,,236.65
2022-08-12,,237.1
2022-08-15,,237.9
2022-08-16,,238.85
2022-08-17,,236.25
2022-08-18,,237.1
2022-08-19,,234.8
2022-08-22,,230.55
2022-08-23,,230.15
2022-08-24,,230.85
2022-08-25,,231.1
2022-08-26,,226.5
2022-08-29,,225.2
2022-08-30,,224.1
2022-08-31,,221.3
2022-09-01,,218.15
2022-09-02,,223.35
2022-09-05,,220.15
2022-09-06,,220.5
2022-09-07,,220.2
2022-09-08,,221.35
2022-09-09,,225.25
2022-09-12,,230.05
2022-09-13,,226.4
2022-09-14,,225.15
2022-09-15,,223.3
2022-09-16,,220.85
2022-09-19,,220.65
2022-09-20,,217.7
2022-09-21,,219.35
2022-09-22,,215.75
2022-09-23,,210.6
2022-09-26,,210.4
2022-09-27,,209.3
2022-09-28,,209.15
2022-09-29,,205.2
2022-09-30,,208.35
