,C1U FP Equity_DX_SI_QTY,C1U FP Equity_DX_SHORT_INTEREST_VALUE,C1U FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C1U FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C1U FP Equity_DX_SI_MV,C1U FP Equity_DX_DSS,C1U FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C1U FP Equity_DX_SUPPLY_SI_QTY,C1U FP Equity_DX_BROKER_SI_QTY,C1U FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C1U FP Equity_DX_BROKER_SI_MV_INC_x,C1U FP Equity_DX_BROKER_SI_QTY_ADD,C1U FP Equity_DX_SUPPLY_SI_MV_DEC,C1U FP Equity_DX_BROKER_SI_QTY_INC,C1U FP Equity_DX_SUPPLY_SI_QTY_DEC,C1U FP Equity_DX_BROKER_SI_MV_INC_y,C1U FP Equity_DX_BROKER_SI_MV_ADD,C1U FP Equity_DX_SUPPLY_SI_QTY_ADD,C1U FP Equity_DX_BROKER_SI_QTY_DEC,C1U FP Equity_DX_SUPPLY_SI_MV,C1U FP Equity_DX_BROKER_SI_MV_DEC,C1U FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C1U FP Equity_DX_UTILIZATION_QUANTITY,C1U FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C1U FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C1U FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C1U FP Equity_DX_ACTIVE_UTILIZATION_MV,C1U FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C1U FP Equity_DX_BROKER_SI_CON_RATIO,C1U FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C1U FP Equity_DX_DEMAND_SUPPLY_RATIO,C1U FP Equity_PX_LAST
2014-06-23,300.0,187608.0,2.99,1.58,0.19,,187608.0,0.0,300.0,0.0,,300.0,,,,,0.19,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,625.36
2014-06-24,300.0,186900.0,2.64,1.58,0.19,,186900.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,623.0
2014-06-25,300.0,184902.0,2.51,1.58,0.19,,184902.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,616.34
2014-06-26,300.0,185727.0,2.52,1.58,0.18,,185727.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,619.09
2014-06-27,300.0,185940.0,2.51,1.58,0.19,,185940.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,619.8
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.38
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.42
2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.86
2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.68
2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.61
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.52
2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.75
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.5
2014-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.32
2014-07-11,200.0,123624.0,2.79,1.05,0.12,,123624.0,0.0,200.0,0.0,,200.0,,,,,0.12,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,618.12
2014-07-14,200.0,124336.0,2.79,1.05,0.12,,124336.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,621.68
2014-07-15,200.0,124662.0,2.58,1.05,0.12,,124662.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,623.31
2014-07-16,200.0,126240.0,2.85,1.05,0.12,,126240.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,631.2
2014-07-17,200.0,125222.0,2.63,1.05,0.13,,125222.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,626.11
2014-07-18,200.0,125326.0,2.56,1.05,0.13,,125326.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,626.63
2014-07-21,200.0,124772.0,2.55,1.05,0.13,,124772.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,623.86
2014-07-22,200.0,126428.0,2.35,1.05,0.12,,126428.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,632.14
2014-07-23,200.0,126558.0,2.35,1.05,0.13,,126558.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,632.79
2014-07-24,200.0,126538.0,1.7,1.05,0.13,,126538.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,632.69
2014-07-25,200.0,126206.0,1.3,1.05,0.13,,126206.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,631.03
2014-07-28,200.0,126208.0,1.31,1.05,0.13,,126208.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,631.04
2014-07-29,200.0,126402.0,1.16,1.05,0.13,,126402.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,632.01
2014-07-30,200.0,125916.0,1.33,1.05,0.13,,125916.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,629.58
2014-07-31,200.0,124774.0,1.32,1.05,0.13,,124774.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,623.87
2014-08-01,200.0,123110.0,0.85,1.05,0.12,,123110.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,615.55
2014-08-04,200.0,123218.0,0.83,1.05,0.12,,123218.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,616.09
2014-08-05,200.0,124004.0,0.87,1.05,0.12,,124004.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,620.02
2014-08-06,200.0,123240.0,0.87,1.05,0.12,,123240.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,616.2
2014-08-07,500.0,306400.0,2.11,2.64,0.31,,306400.0,0.0,500.0,0.0,0.18,,,300.0,,0.18,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,612.8
2014-08-08,500.0,302795.0,1.78,2.64,0.31,,302795.0,0.0,500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,605.59
2014-08-11,500.0,306400.0,1.74,2.64,0.3,,306400.0,0.0,500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,612.8
2014-08-12,500.0,307360.0,1.74,2.64,0.31,,307360.0,0.0,500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,614.72
2014-08-13,300.0,184323.0,1.04,1.58,0.18,,184323.0,0.0,300.0,0.0,,,,,,,,,200.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,614.41
2014-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.09
2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.68
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.09
2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.23
2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.73
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.33
2014-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.79
2014-08-25,500.0,319400.0,1.65,2.64,0.31,,319400.0,0.0,500.0,0.0,,500.0,,,,,0.31,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,638.8
2014-08-26,500.0,317030.0,1.49,2.64,0.32,,317030.0,0.0,500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,634.06
2014-08-27,500.0,317620.0,1.44,2.64,0.32,,317620.0,0.0,500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,635.24
2014-08-28,500.0,316990.0,1.47,2.64,0.32,,316990.0,0.0,500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,633.98
2014-08-29,500.0,318140.0,1.48,2.64,0.32,,318140.0,0.0,500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,636.28
2014-09-01,500.0,319885.0,1.47,2.64,0.32,,319885.0,0.0,500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,639.77
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.91
2014-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.7
2014-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.87
2014-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.09
2014-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.57
2014-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.56
2014-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.02
2014-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.67
2014-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.03
2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.03
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.64
2014-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.73
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.18
2014-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.47
2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.13
2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.27
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.14
2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.97
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.88
2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.52
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.66
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.7
2014-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.59
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.01
2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.17
2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.28
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.64
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.11
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.3
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.69
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.03
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.03
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.58
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.96
2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.79
2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.9
2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.31
2014-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.8
2014-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.46
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.17
2014-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.33
2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.38
2014-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.86
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.57
2014-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.58
2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.75
2014-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.9
2014-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.98
2014-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.59
2014-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.16
2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.13
2014-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.25
2014-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.5
2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.26
2014-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.59
2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.01
2014-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.31
2014-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.7
2014-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.12
2014-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.93
2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.72
2014-11-26,3100.0,1960037.0,101.09,13.5,1.96,,1960037.0,0.0,3100.0,0.0,,3100.0,,,,,1.96,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,632.27
2014-11-27,3100.0,1955945.0,100.76,13.5,1.96,,1955945.0,0.0,3100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,630.95
2014-11-28,3100.0,1951729.0,100.43,13.5,1.96,,1951729.0,0.0,3100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,629.59
2014-12-01,3100.0,1936756.0,125.0,13.5,1.95,,1936756.0,0.0,3100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,624.76
2014-12-02,3100.0,1963509.0,160.34,13.5,1.94,,1963509.0,0.0,3100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,633.39
2014-12-03,3100.0,1977397.0,159.52,13.5,1.96,,1977397.0,0.0,3100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,637.87
2014-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.27
2014-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.26
2014-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.69
2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.7
2014-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.21
2014-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.66
2014-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.65
2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.12
2014-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.76
2014-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.08
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.76
2014-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.03
2014-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.94
2014-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.81
2014-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.34
2014-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.84
2015-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.47
2015-01-05,200.0,121998.0,1.69,0.87,0.12,,121998.0,0.0,200.0,0.0,,200.0,,,,,0.12,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,609.99
2015-01-06,200.0,120534.0,1.69,0.87,0.12,,120534.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,602.67
2015-01-07,200.0,122044.0,1.67,0.87,0.12,,122044.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,610.22
2015-01-08,200.0,125230.0,1.72,0.87,0.12,,125230.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,626.15
2015-01-09,200.0,124004.0,1.54,0.87,0.13,,124004.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,620.02
2015-01-12,200.0,124128.0,1.53,0.87,0.12,,124128.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,620.64
2015-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.18
2015-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.48
2015-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.15
2015-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.0
2015-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.15
2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.53
2015-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.37
2015-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.77
2015-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.94
2015-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.66
2015-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.21
2015-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.39
2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.43
2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.05
2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.63
2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.69
2015-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1230.0,838109.7,0.83,0.0,,0.0,,0.0,681.39
2015-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1280.0,876723.2,0.88,0.0,,0.0,,0.0,684.94
2015-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,34390.5,0.03,0.0,,0.0,,0.0,687.81
2015-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,34249.0,0.03,0.0,,0.0,,0.0,684.98
2015-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,34295.5,0.03,0.0,,0.0,,0.0,685.91
2015-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,34292.0,0.03,0.0,,0.0,,0.0,685.84
2015-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,34416.5,0.03,0.0,,0.0,,0.0,688.33
2015-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,34615.5,0.03,0.0,,0.0,,0.0,692.31
2015-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,34549.0,0.03,0.0,,0.0,,0.0,690.98
2015-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,34686.0,0.03,0.0,,0.0,,0.0,693.72
2015-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35014.5,0.04,0.0,,0.0,,0.0,700.29
2015-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,34945.0,0.03,0.0,,0.0,,0.0,698.9
2015-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,34987.5,0.03,0.0,,0.0,,0.0,699.75
2015-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35244.0,0.04,0.0,,0.0,,0.0,704.88
2015-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35443.0,0.04,0.0,,0.0,,0.0,708.86
2015-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35377.5,0.04,0.0,,0.0,,0.0,707.55
2015-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35741.5,0.04,0.0,,0.0,,0.0,714.83
2015-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35800.0,0.04,0.0,,0.0,,0.0,716.0
2015-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35643.0,0.04,0.0,,0.0,,0.0,712.86
2015-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35382.0,0.04,0.0,,0.0,,0.0,707.64
2015-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35689.5,0.04,0.0,,0.0,,0.0,713.79
2015-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,36043.0,0.04,0.0,,0.0,,0.0,720.86
2015-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35928.0,0.04,0.0,,0.0,,0.0,718.56
2015-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35895.0,0.04,0.0,,0.0,,0.0,717.9
2015-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35384.0,0.04,0.0,,0.0,,0.0,707.68
2015-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35614.5,0.04,0.0,,0.0,,0.0,712.29
2015-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35633.5,0.04,0.0,,0.0,,0.0,712.67
2015-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35468.5,0.04,0.0,,0.0,,0.0,709.37
2015-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35731.0,0.04,0.0,,0.0,,0.0,714.62
2015-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35718.0,0.04,0.0,,0.0,,0.0,714.36
2015-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,36041.0,0.04,0.0,,0.0,,0.0,720.82
2015-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,36229.0,0.04,0.0,,0.0,,0.0,724.58
2015-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,36432.5,0.04,0.0,,0.0,,0.0,728.65
2015-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,36156.5,0.04,0.0,,0.0,,0.0,723.13
2015-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35944.5,0.04,0.0,,0.0,,0.0,718.89
2015-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35708.5,0.04,0.0,,0.0,,0.0,714.17
2015-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,50.0,35291.0,0.04,0.0,,0.0,,0.0,705.82
