,C1U FP Equity_DX_SI_QTY,C1U FP Equity_DX_SHORT_INTEREST_VALUE,C1U FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C1U FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C1U FP Equity_DX_SI_MV,C1U FP Equity_DX_DSS,C1U FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C1U FP Equity_DX_SUPPLY_SI_QTY,C1U FP Equity_DX_BROKER_SI_QTY,C1U FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C1U FP Equity_DX_BROKER_SI_MV_INC_x,C1U FP Equity_DX_BROKER_SI_QTY_ADD,C1U FP Equity_DX_SUPPLY_SI_MV_DEC,C1U FP Equity_DX_BROKER_SI_QTY_INC,C1U FP Equity_DX_SUPPLY_SI_QTY_DEC,C1U FP Equity_DX_BROKER_SI_MV_INC_y,C1U FP Equity_DX_BROKER_SI_MV_ADD,C1U FP Equity_DX_SUPPLY_SI_QTY_ADD,C1U FP Equity_DX_BROKER_SI_QTY_DEC,C1U FP Equity_DX_SUPPLY_SI_MV,C1U FP Equity_DX_BROKER_SI_MV_DEC,C1U FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C1U FP Equity_DX_UTILIZATION_QUANTITY,C1U FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C1U FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C1U FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C1U FP Equity_DX_ACTIVE_UTILIZATION_MV,C1U FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C1U FP Equity_DX_BROKER_SI_CON_RATIO,C1U FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C1U FP Equity_DX_DEMAND_SUPPLY_RATIO,C1U FP Equity_PX_LAST
2015-12-28,2650.0,1718260.0,6.1,18.58,1.74,,1718260.0,0.0,2650.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,29178.0,0.03,0.0,18.87,0.6938,81.13,58.8889,648.4
2015-12-29,2650.0,1749662.5,6.2,18.58,1.72,,1749662.5,0.0,2650.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,29711.25,0.03,0.0,18.87,0.6938,81.13,58.8889,660.25
2015-12-30,2650.0,1743302.5,6.24,18.58,1.75,,1743302.5,0.0,2650.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,29603.25,0.03,0.0,18.87,0.6938,81.13,58.8889,657.85
2015-12-31,2650.0,1743302.5,6.25,18.58,1.74,,1743302.5,0.0,2650.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,29603.25,0.03,0.0,18.91,0.6933,81.09,58.8889,
2016-01-01,2650.0,1743302.5,6.35,18.58,1.74,,1743302.5,0.0,2650.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,29603.25,0.03,0.0,18.87,0.6938,81.13,58.8889,
2016-01-04,2650.0,1691972.0,6.35,18.58,1.75,,1691972.0,0.0,2650.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,28731.6,0.03,0.0,18.87,0.6938,81.13,58.8889,638.48
2016-01-05,2650.0,1712324.0,7.03,10.59,1.69,,1712324.0,0.0,2650.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,29077.2,0.03,0.0,18.87,0.6938,81.13,58.8889,646.16
2016-01-06,2650.0,1685850.5,7.03,10.59,1.72,,1685850.5,0.0,2650.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,28627.65,0.03,0.0,18.87,0.6938,81.13,58.8889,636.17
2016-01-07,2100.0,1292718.0,2.86,8.4,1.34,,1292718.0,0.0,2100.0,0.0,,,,,,,,,550.0,0.0,0.35,0.0,0.0,45.0,27701.1,0.03,0.0,23.81,0.6372,76.19,46.6667,615.58
2016-01-08,2100.0,1273314.0,2.85,8.4,1.3,,1273314.0,0.0,2100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,27285.3,0.03,0.0,23.81,0.6372,76.19,46.6667,606.34
2016-01-11,2100.0,1268904.0,2.83,8.4,1.27,,1268904.0,0.0,2100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,27190.8,0.03,0.0,23.81,0.6372,76.19,46.6667,604.24
2016-01-12,2100.0,1274931.0,2.82,8.4,1.27,,1274931.0,0.0,2100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,27319.95,0.03,0.0,23.81,0.6372,76.19,46.6667,607.11
2016-01-13,2100.0,1285242.0,2.81,8.4,1.28,,1285242.0,0.0,2100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,27540.9,0.03,0.0,23.81,0.6372,76.19,46.6667,612.02
2016-01-14,2100.0,1269072.0,2.81,8.4,1.29,,1269072.0,0.0,2100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.81,0.6372,76.19,46.6667,604.32
2016-01-15,2100.0,1226757.0,2.77,8.4,1.27,,1226757.0,0.0,2100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.81,0.6372,76.19,46.6667,584.17
2016-01-18,1100.0,642675.0,1.39,4.4,0.64,,642675.0,0.0,1100.0,0.0,,,,,,,,,1000.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,32.02,1.0,100.0,24.4444,584.25
2016-01-19,1100.0,647328.0,1.42,4.4,0.64,,647328.0,0.0,1100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,24.4444,588.48
2016-01-20,1100.0,625240.0,1.46,4.4,0.65,,625240.0,0.0,1100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,24.4444,568.4
2016-01-21,1100.0,641542.0,1.42,4.4,0.63,,641542.0,0.0,1100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,24.4444,583.22
2016-01-22,1100.0,662783.0,1.86,4.4,0.64,,662783.0,0.0,1100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,24.4444,602.53
2016-01-25,1100.0,655952.0,1.83,4.4,0.66,,655952.0,0.0,1100.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,24.4444,596.32
2016-01-26,300.0,180624.0,0.5,1.2,0.18,,180624.0,0.0,300.0,0.0,,,,,,,,,800.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.6667,602.08
2016-01-27,300.0,181938.0,0.49,1.64,0.18,,181938.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.6667,606.46
2016-01-28,300.0,180129.0,0.53,1.64,0.18,,180129.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.6667,600.43
2016-01-29,300.0,184221.0,0.51,1.64,0.18,,184221.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.6667,614.07
2016-02-01,300.0,184959.0,0.51,1.64,0.18,,184959.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.6667,616.53
2016-02-02,300.0,180897.0,0.51,1.64,0.19,,180897.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.6667,602.99
2016-02-03,300.0,177975.0,0.51,1.64,0.18,,177975.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.6667,593.25
2016-02-04,300.0,177816.0,0.5,1.64,0.18,,177816.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.6667,592.72
2016-02-05,300.0,175887.0,0.49,1.64,0.18,,175887.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.6667,586.29
2016-02-08,300.0,169671.0,0.47,1.64,0.18,,169671.0,0.0,300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,15.0,565.57
2016-02-09,500.0,278140.0,0.75,2.73,0.28,,278140.0,0.0,500.0,0.0,0.11,,,200.0,,0.11,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.0,556.28
2016-02-10,500.0,282010.0,0.74,2.73,0.28,,282010.0,0.0,500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.0,564.02
2016-02-11,500.0,271470.0,0.74,2.73,0.28,,271470.0,0.0,500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.0,542.94
2016-02-12,500.0,283905.0,0.68,2.73,0.27,,283905.0,0.0,500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.0,567.81
2016-02-15,2000.0,1164260.0,2.71,10.92,1.14,,1164260.0,0.0,2000.0,0.0,0.86,,,1500.0,,0.86,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,100.0,582.13
2016-02-16,2000.0,1161920.0,2.43,10.92,1.17,,1161920.0,0.0,2000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,100.0,580.96
2016-02-17,2000.0,1198320.0,2.39,10.92,1.16,,1198320.0,0.0,2000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,100.0,599.16
2016-02-18,2000.0,1196520.0,3.61,10.92,1.2,,1196520.0,0.0,2000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,100.0,598.26
2016-02-19,2000.0,1187240.0,3.58,10.92,1.2,,1187240.0,0.0,2000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,100.0,593.62
2016-02-22,2000.0,1200000.0,3.62,10.92,1.19,3.0,1200000.0,0.0,2000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,100.0,600.0
2016-02-23,200.0,117982.0,0.36,1.09,0.12,1.0,117982.0,0.0,200.0,0.0,,,,,,,,,1800.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0,589.91
2016-02-24,200.0,114744.0,0.36,1.09,0.12,1.0,114744.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0,573.72
2016-02-25,200.0,117914.0,0.36,1.09,0.11,1.0,117914.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0,589.57
2016-02-26,200.0,119890.0,0.37,1.09,0.12,,119890.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0,599.45
2016-02-29,200.0,121240.0,0.35,1.09,0.12,,121240.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0,606.2
2016-03-01,200.0,122524.0,0.35,1.09,0.12,,122524.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0,612.62
2016-03-02,200.0,123648.0,0.35,1.09,0.12,,123648.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0,618.24
2016-03-03,200.0,123286.0,0.36,1.09,0.12,,123286.0,0.0,200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.0,616.43
2016-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,200.0,0.0,0.12,0.0,0.0,20.0,12446.6,0.01,0.0,,0.0,,0.0,622.33
2016-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12433.2,0.01,0.0,,0.0,,0.0,621.66
2016-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12247.8,0.01,0.0,,0.0,,0.0,612.39
2016-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12337.6,0.01,0.0,,0.0,,0.0,616.88
2016-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12008.8,0.01,0.0,,0.0,,0.0,600.44
2016-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12300.4,0.01,0.0,,0.0,,0.0,615.02
2016-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12372.4,0.01,0.0,,0.0,,0.0,618.62
2016-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12170.8,0.01,0.0,,0.0,,0.0,608.54
2016-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12217.0,0.01,0.0,,0.0,,0.0,610.85
2016-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12360.4,0.01,0.0,,0.0,,0.0,618.02
2016-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12372.8,0.01,0.0,,0.0,,0.0,618.64
2016-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12316.4,0.01,0.0,,0.0,,0.0,615.82
2016-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12221.2,0.01,0.0,,0.0,,0.0,611.06
2016-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12182.8,0.01,0.0,,0.0,,0.0,609.14
2016-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12049.6,0.01,0.0,,0.0,,0.0,602.48
2016-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12049.6,0.01,0.0,,0.0,,0.0,
2016-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12049.6,0.01,0.0,,0.0,,0.0,
2016-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12132.2,0.01,0.0,,0.0,,0.0,606.61
2016-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12270.6,0.01,0.0,,0.0,,0.0,613.53
2016-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12148.4,0.01,0.0,,0.0,,0.0,607.42
2016-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,11945.2,0.01,0.0,,0.0,,0.0,597.26
2016-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12041.2,0.01,0.0,,0.0,,0.0,602.06
2016-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,11793.0,0.01,0.0,,0.0,,0.0,589.65
2016-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,11885.4,0.01,0.0,,0.0,,0.0,594.27
2016-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,11853.0,0.01,0.0,,0.0,,0.0,592.65
2016-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,11971.0,0.01,0.0,,0.0,,0.0,598.55
2016-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12072.0,0.01,0.0,,0.0,,0.0,603.6
2016-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12172.4,0.01,0.0,,0.0,,0.0,608.62
2016-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12516.6,0.01,0.0,,0.0,,0.0,625.83
2016-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12480.8,0.01,0.0,,0.0,,0.0,624.04
2016-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12448.4,0.01,0.0,,0.0,,0.0,622.42
2016-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12497.0,0.01,0.0,,0.0,,0.0,624.85
2016-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12643.4,0.01,0.0,,0.0,,0.0,632.17
2016-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12696.8,0.01,0.0,,0.0,,0.0,634.84
2016-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12635.0,0.01,0.0,,0.0,,0.0,631.75
2016-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12602.0,0.01,0.0,,0.0,,0.0,630.1
2016-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12573.0,0.01,0.0,,0.0,,0.0,628.65
2016-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12655.8,0.01,0.0,,0.0,,0.0,632.79
2016-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12691.8,0.01,0.0,,0.0,,0.0,634.59
2016-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12737.0,0.01,0.0,,0.0,,0.0,636.85
2016-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12459.2,0.01,0.0,,0.0,,0.0,622.96
2016-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12461.4,0.01,0.0,,0.0,,0.0,623.07
2016-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12202.4,0.01,0.0,,0.0,,0.0,610.12
2016-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12025.0,0.01,0.0,,0.0,,0.0,601.25
2016-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12151.8,0.01,0.0,,0.0,,0.0,607.59
2016-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12118.2,0.01,0.0,,0.0,,0.0,605.91
2016-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12085.6,0.01,0.0,,0.0,,0.0,604.28
2016-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12224.0,0.01,0.0,,0.0,,0.0,611.2
2016-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12196.6,0.01,0.0,,0.0,,0.0,609.83
2016-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12146.8,0.01,0.0,,0.0,,0.0,607.34
2016-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12230.0,0.01,0.0,,0.0,,0.0,611.5
2016-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12243.0,0.01,0.0,,0.0,,0.0,612.15
2016-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12334.8,0.01,0.0,,0.0,,0.0,616.74
2016-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12510.6,0.01,0.0,,0.0,,0.0,625.53
2016-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12373.2,0.01,0.0,,0.0,,0.0,618.66
2016-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12519.0,0.01,0.0,,0.0,,0.0,625.95
2016-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12439.4,0.01,0.0,,0.0,,0.0,621.97
2016-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12802.4,0.01,0.0,,0.0,,0.0,640.12
2016-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12959.0,0.01,0.0,,0.0,,0.0,647.95
2016-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12920.2,0.01,0.0,,0.0,,0.0,646.01
2016-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12935.2,0.01,0.0,,0.0,,0.0,646.76
2016-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12974.2,0.01,0.0,,0.0,,0.0,648.71
2016-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12789.4,0.01,0.0,,0.0,,0.0,639.47
2016-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12527.2,0.01,0.0,,0.0,,0.0,626.36
2016-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12574.2,0.01,0.0,,0.0,,0.0,628.71
2016-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12506.6,0.01,0.0,,0.0,,0.0,625.33
2016-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12545.8,0.01,0.0,,0.0,,0.0,627.29
2016-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12678.4,0.01,0.0,,0.0,,0.0,633.92
2016-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12639.2,0.01,0.0,,0.0,,0.0,631.96
2016-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12527.4,0.01,0.0,,0.0,,0.0,626.37
2016-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12232.0,0.01,0.0,,0.0,,0.0,611.6
2016-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12006.2,0.01,0.0,,0.0,,0.0,600.31
2016-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,11721.2,0.01,0.0,,0.0,,0.0,586.06
2016-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,11843.8,0.01,0.0,,0.0,,0.0,592.19
2016-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,11822.0,0.01,0.0,,0.0,,0.0,591.1
2016-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12012.6,0.01,0.0,,0.0,,0.0,600.63
2016-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12668.6,0.01,0.0,,0.0,,0.0,633.43
2016-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12754.0,0.01,0.0,,0.0,,0.0,637.7
2016-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,12832.2,0.01,0.0,,0.0,,0.0,641.61
2016-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,13005.6,0.01,0.0,,0.0,,0.0,650.28
2016-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,20.0,11826.6,0.01,0.0,,0.0,,0.0,591.33
