,MAAT FP Equity_DX_SI_QTY,MAAT FP Equity_DX_SHORT_INTEREST_VALUE,MAAT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MAAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MAAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MAAT FP Equity_DX_SI_MV,MAAT FP Equity_DX_DSS,MAAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MAAT FP Equity_DX_SUPPLY_SI_QTY,MAAT FP Equity_DX_BROKER_SI_QTY,MAAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MAAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,MAAT FP Equity_DX_BROKER_SI_MV_INC_x,MAAT FP Equity_DX_BROKER_SI_QTY_ADD,MAAT FP Equity_DX_SUPPLY_SI_MV_DEC,MAAT FP Equity_DX_BROKER_SI_QTY_INC,MAAT FP Equity_DX_SUPPLY_SI_QTY_DEC,MAAT FP Equity_DX_BROKER_SI_MV_INC_y,MAAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,MAAT FP Equity_DX_BROKER_SI_MV_ADD,MAAT FP Equity_DX_SUPPLY_SI_QTY_ADD,MAAT FP Equity_DX_BROKER_SI_QTY_DEC,MAAT FP Equity_DX_SUPPLY_SI_MV,MAAT FP Equity_DX_BROKER_SI_MV_DEC,MAAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MAAT FP Equity_DX_UTILIZATION_QUANTITY,MAAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MAAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MAAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MAAT FP Equity_DX_ACTIVE_UTILIZATION_MV,MAAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MAAT FP Equity_DX_BROKER_SI_CON_RATIO,MAAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MAAT FP Equity_DX_DEMAND_SUPPLY_RATIO,MAAT FP Equity_PX_LAST
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104678.16,0.11,0.0,,0.0,,0.0,6.32
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.1,0.0,,0.0,,0.0,6.3
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,102690.6,0.1,0.0,,0.0,,0.0,6.2
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.1,0.0,,0.0,,0.0,6.3
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104015.64,0.1,0.0,,0.0,,0.0,6.28
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104015.64,0.1,0.0,,0.0,,0.0,6.28
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,102690.6,0.1,0.0,,0.0,,0.0,6.2
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,94409.1,0.1,0.0,,0.0,,0.0,5.7
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,90102.72,0.09,0.0,,0.0,,0.0,5.44
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,83477.52,0.09,0.0,,0.0,,0.0,5.04
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,86127.6,0.08,0.0,,0.0,,0.0,5.2
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,81489.96,0.09,0.0,,0.0,,0.0,4.92
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,86127.6,0.08,0.0,,0.0,,0.0,5.2
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,86127.6,0.09,0.0,,0.0,,0.0,5.2
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,102690.6,0.09,0.0,,0.0,,0.0,6.2
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,102690.6,0.1,0.0,,0.0,,0.0,6.2
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,101034.3,0.1,0.0,,0.0,,0.0,6.1
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,101034.3,0.1,0.0,,0.0,,0.0,6.1
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,96065.4,0.1,0.0,,0.0,,0.0,5.8
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,99378.0,0.1,0.0,,0.0,,0.0,6.0
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,98384.22,0.1,0.0,,0.0,,0.0,5.94
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,99378.0,0.1,0.0,,0.0,,0.0,6.0
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,99378.0,0.1,0.0,,0.0,,0.0,6.0
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,101034.3,0.1,0.0,,0.0,,0.0,6.1
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,99378.0,0.1,0.0,,0.0,,0.0,6.0
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,101034.3,0.1,0.0,,0.0,,0.0,6.1
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,101034.3,0.1,0.0,,0.0,,0.0,6.1
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,103021.86,0.1,0.0,,0.0,,0.0,6.22
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,102690.6,0.1,0.0,,0.0,,0.0,6.2
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15093.0,102632.4,0.09,0.0,,0.0,,0.0,6.8
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15093.0,105952.86,0.1,0.0,,0.0,,0.0,7.02
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13671.0,95697.0,0.1,0.0,,0.0,,0.0,7.0
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13586.0,108688.0,0.1,0.0,,0.0,,0.0,8.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,93480.0,0.09,0.0,,0.0,,0.0,8.2
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,88920.0,0.09,0.0,,0.0,,0.0,7.8
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,86640.0,0.09,0.0,,0.0,,0.0,7.6
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,91200.0,0.09,0.0,,0.0,,0.0,8.0
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,95760.0,0.09,0.0,,0.0,,0.0,8.4
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,93480.0,0.1,0.0,,0.0,,0.0,8.2
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,94164.0,0.09,0.0,,0.0,,0.0,8.26
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,91884.0,0.09,0.0,,0.0,,0.0,8.06
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,90060.0,0.09,0.0,,0.0,,0.0,7.9
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,90060.0,0.09,0.0,,0.0,,0.0,7.9
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,87780.0,0.09,0.0,,0.0,,0.0,7.7
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,88236.0,0.09,0.0,,0.0,,0.0,7.74
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,87780.0,0.09,0.0,,0.0,,0.0,7.7
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,85500.0,0.09,0.0,,0.0,,0.0,7.5
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,82080.0,0.09,0.0,,0.0,,0.0,7.2
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,83220.0,0.08,0.0,,0.0,,0.0,7.3
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,82080.0,0.08,0.0,,0.0,,0.0,7.2
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,81396.0,0.08,0.0,,0.0,,0.0,7.14
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,77520.0,0.08,0.0,,0.0,,0.0,6.8
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,80484.0,0.08,0.0,,0.0,,0.0,7.06
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,78660.0,0.08,0.0,,0.0,,0.0,6.9
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,77520.0,0.08,0.0,,0.0,,0.0,6.8
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,74100.0,0.08,0.0,,0.0,,0.0,6.5
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11400.0,79800.0,0.07,0.0,,0.0,,0.0,7.0
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11148.0,78036.0,0.08,0.0,,0.0,,0.0,7.0
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10826.0,75782.0,0.08,0.0,,0.0,,0.0,7.0
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9939.0,66591.3,0.07,0.0,,0.0,,0.0,6.7
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9879.0,64015.92,0.07,0.0,,0.0,,0.0,6.48
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8480.0,58512.0,0.06,0.0,,0.0,,0.0,6.9
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8480.0,60716.8,0.06,0.0,,0.0,,0.0,7.16
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7143.0,47143.8,0.05,0.0,,0.0,,0.0,6.6
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7143.0,47858.1,0.05,0.0,,0.0,,0.0,6.7
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7143.0,48572.4,0.05,0.0,,0.0,,0.0,6.8
2023-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2023-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74
2023-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92
2023-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2023-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92
2023-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16
2023-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12
2023-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46.0,322.0,0.0,0.0,,0.0,,0.0,7.0
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,46.0,322.0,0.0,0.0,,0.0,,0.0,7.0
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2345.0,0.0,0.0,,0.0,,0.0,7.0
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2291.4,0.0,0.0,,0.0,,0.0,6.84
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2278.0,0.0,0.0,,0.0,,0.0,6.8
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2184.2,0.0,0.0,,0.0,,0.0,6.52
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2412.0,0.0,0.0,,0.0,,0.0,7.2
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2412.0,0.0,0.0,,0.0,,0.0,7.2
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2412.0,0.0,0.0,,0.0,,0.0,7.2
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2385.2,0.0,0.0,,0.0,,0.0,7.12
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2398.6,0.0,0.0,,0.0,,0.0,7.16
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2398.6,0.0,0.0,,0.0,,0.0,7.16
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2412.0,0.0,0.0,,0.0,,0.0,7.2
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2425.4,0.0,0.0,,0.0,,0.0,7.24
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2351.7,0.0,0.0,,0.0,,0.0,7.02
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,335.0,2391.9,0.0,0.0,,0.0,,0.0,7.14
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,371.0,2671.2,0.0,0.0,,0.0,,0.0,7.2
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,371.0,2671.2,0.0,0.0,,0.0,,0.0,7.2
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,371.0,2604.42,0.0,0.0,,0.0,,0.0,7.02
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,371.0,2648.94,0.0,0.0,,0.0,,0.0,7.14
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,371.0,2678.62,0.0,0.0,,0.0,,0.0,7.22
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,371.0,2597.0,0.0,0.0,,0.0,,0.0,7.0
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,371.0,2626.68,0.0,0.0,,0.0,,0.0,7.08
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,371.0,2552.48,0.0,0.0,,0.0,,0.0,6.88
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,371.0,2634.1,0.0,0.0,,0.0,,0.0,7.1
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,989.0,7021.9,0.01,0.0,,0.0,,0.0,7.1
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1115.0,8139.5,0.01,0.0,,0.0,,0.0,7.3
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2013.0,15298.8,0.01,0.0,,0.0,,0.0,7.6
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2651.0,19458.34,0.02,0.0,,0.0,,0.0,7.34
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2746.0,20979.44,0.02,0.0,,0.0,,0.0,7.64
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3515.0,30650.8,0.03,0.0,,0.0,,0.0,8.72
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4622.0,37900.4,0.04,0.0,,0.0,,0.0,8.2
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4971.0,42253.5,0.04,0.0,,0.0,,0.0,8.5
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4971.0,40563.36,0.04,0.0,,0.0,,0.0,8.16
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4971.0,39469.74,0.04,0.0,,0.0,,0.0,7.94
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4971.0,39469.74,0.04,0.0,,0.0,,0.0,7.94
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4682.0,36800.52,0.04,0.0,,0.0,,0.0,7.86
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4682.0,36519.6,0.04,0.0,,0.0,,0.0,7.8
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4682.0,39141.52,0.04,0.0,,0.0,,0.0,8.36
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4682.0,40733.4,0.04,0.0,,0.0,,0.0,8.7
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4802.0,39376.4,0.04,0.0,,0.0,,0.0,8.2
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4802.0,42737.8,0.04,0.0,,0.0,,0.0,8.9
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4802.0,43218.0,0.04,0.0,,0.0,,0.0,9.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4802.0,46099.2,0.04,0.0,,0.0,,0.0,9.6
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4802.0,42737.8,0.05,0.0,,0.0,,0.0,8.9
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4802.0,44178.4,0.04,0.0,,0.0,,0.0,9.2
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4802.0,43698.2,0.04,0.0,,0.0,,0.0,9.1
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4802.0,44466.52,0.04,0.0,,0.0,,0.0,9.26
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4802.0,43506.12,0.04,0.0,,0.0,,0.0,9.06
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4802.0,42065.52,0.04,0.0,,0.0,,0.0,8.76
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4802.0,43698.2,0.04,0.0,,0.0,,0.0,9.1
