,ALAT FP Equity_DX_SI_QTY,ALAT FP Equity_DX_SHORT_INTEREST_VALUE,ALAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAT FP Equity_DX_SI_MV,ALAT FP Equity_DX_DSS,ALAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAT FP Equity_DX_SUPPLY_SI_QTY,ALAT FP Equity_DX_BROKER_SI_QTY,ALAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAT FP Equity_DX_BROKER_SI_MV_NEW_x,ALAT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAT FP Equity_DX_BROKER_SI_MV_INC_x,ALAT FP Equity_DX_SUPPLY_SI_MV_NEW,ALAT FP Equity_DX_BROKER_SI_QTY_ADD,ALAT FP Equity_DX_BROKER_SI_QTY_NEW,ALAT FP Equity_DX_SUPPLY_SI_MV_DEC,ALAT FP Equity_DX_BROKER_SI_QTY_INC,ALAT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAT FP Equity_DX_BROKER_SI_MV_NEW_y,ALAT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALAT FP Equity_DX_BROKER_SI_MV_INC_y,ALAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAT FP Equity_DX_BROKER_SI_MV_ADD,ALAT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAT FP Equity_DX_BROKER_SI_QTY_DEC,ALAT FP Equity_DX_SUPPLY_SI_MV,ALAT FP Equity_DX_BROKER_SI_MV_DEC,ALAT FP Equity_DX_SUPPLY_SI_MV_RMV,ALAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAT FP Equity_DX_UTILIZATION_QUANTITY,ALAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAT FP Equity_DX_BROKER_SI_CON_RATIO,ALAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAT FP Equity_PX_LAST
2012-01-20,14000.0,205100.0,9.81,0.8,0.21,,205100.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.65
2012-01-23,14000.0,205520.0,9.75,0.8,0.21,,205520.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.68
2012-01-24,20700.0,302841.0,14.41,1.19,0.3,,302841.0,0.0,20700.0,0.0,,,,0.1,,,,,6700.0,,,,0.1,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.63
2012-01-25,20700.0,303876.0,14.24,1.19,0.31,,303876.0,0.0,20700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.68
2012-01-26,20700.0,307395.0,14.24,1.19,0.31,,307395.0,0.0,20700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.85
2012-01-27,20700.0,303462.0,14.78,1.19,0.3,,303462.0,0.0,20700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.66
2012-01-30,20700.0,300978.0,14.71,1.19,0.3,,300978.0,0.0,20700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.54
2012-01-31,20700.0,302841.0,14.71,1.19,0.3,,302841.0,0.0,20700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.63
2012-02-01,20700.0,308223.0,14.71,1.19,0.31,,308223.0,0.0,20700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.89
2012-02-02,20700.0,312156.0,14.71,1.19,0.31,,312156.0,0.0,20700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.08
2012-02-03,20700.0,316089.0,20.68,1.19,0.32,,316089.0,0.0,20700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.27
2012-02-06,16800.0,257040.0,28.27,0.97,0.26,,257040.0,0.0,16800.0,0.0,,,,,,,,,,,,,,,,,3900.0,0.0,0.06,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.3
2012-02-07,16800.0,254520.0,28.27,0.97,0.26,,254520.0,0.0,16800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.15
2012-02-08,16800.0,255528.0,27.42,0.97,0.25,,255528.0,0.0,16800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.21
2012-02-09,22800.0,344508.0,37.21,1.31,0.34,,344508.0,0.0,22800.0,0.0,,,,0.09,,,,,6000.0,,,,0.09,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.11
2012-02-10,22800.0,342000.0,37.03,1.31,0.34,,342000.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.0
2012-02-13,22800.0,345420.0,36.73,1.31,0.35,,345420.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.15
2012-02-14,22800.0,345876.0,188.95,1.31,0.35,,345876.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.17
2012-02-15,22800.0,346788.0,188.95,1.31,0.35,,346788.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.21
2012-02-16,22800.0,344964.0,188.95,1.31,0.35,,344964.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.13
2012-02-17,22800.0,348156.0,188.95,1.31,0.35,,348156.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.27
2012-02-20,22800.0,349524.0,188.95,1.31,0.35,,349524.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.33
2012-02-21,22800.0,346788.0,188.95,1.31,0.35,,346788.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.21
2012-02-22,22800.0,346332.0,188.95,1.31,0.35,,346332.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.19
2012-02-23,22800.0,346788.0,188.95,1.31,0.35,,346788.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.21
2012-02-24,22800.0,343140.0,188.95,1.31,0.34,,343140.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.05
2012-02-27,22800.0,342228.0,188.95,1.31,0.34,,342228.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.01
2012-02-28,22800.0,344052.0,188.95,1.31,0.34,,344052.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.09
2012-02-29,22800.0,345420.0,326.49,1.31,0.34,,345420.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.15
2012-03-01,22800.0,349524.0,381.06,1.31,0.35,,349524.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.33
2012-03-02,22800.0,354084.0,381.06,1.31,0.35,,354084.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.53
2012-03-05,22800.0,347244.0,457.53,1.31,0.35,,347244.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.23
2012-03-06,22800.0,339720.0,420.92,1.31,0.34,,339720.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.9
2012-03-07,22800.0,340632.0,474.01,1.31,0.34,,340632.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.94
2012-03-08,22800.0,342456.0,474.01,1.31,0.34,,342456.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.02
2012-03-09,22800.0,347016.0,465.31,1.31,0.35,,347016.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.22
2012-03-12,22800.0,337896.0,538.58,1.31,0.34,,337896.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.82
2012-03-13,22800.0,346332.0,514.29,1.31,0.35,,346332.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.19
2012-03-14,22800.0,349524.0,514.29,1.31,0.35,,349524.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.33
2012-03-15,22800.0,348840.0,447.06,1.31,0.35,,348840.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.3
2012-03-16,22800.0,347244.0,447.06,1.31,0.35,,347244.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.23
2012-03-19,22800.0,345648.0,447.06,1.31,0.35,,345648.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,15.16
2012-03-20,22800.0,339720.0,447.06,1.31,0.34,,339720.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.9
2012-03-21,22800.0,341544.0,701.54,1.31,0.34,,341544.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.98
2012-03-22,22800.0,337212.0,701.54,1.31,0.34,,337212.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.79
2012-03-23,22800.0,336756.0,772.88,1.31,0.34,,336756.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.77
2012-03-26,22800.0,339036.0,930.61,1.31,0.34,,339036.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.87
2012-03-27,22800.0,341772.0,930.61,1.31,0.34,,341772.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.99
2012-03-28,22800.0,335388.0,930.61,1.31,0.34,,335388.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.71
2012-03-29,22800.0,331512.0,930.61,1.31,0.33,,331512.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.54
2012-03-30,22800.0,334248.0,930.61,1.31,0.33,,334248.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.66
2012-04-02,22800.0,337896.0,930.61,1.31,0.33,,337896.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.82
2012-04-03,22800.0,337896.0,930.61,1.31,0.33,,337896.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.82
2012-04-04,22800.0,336528.0,930.61,1.31,0.33,,336528.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.76
2012-04-05,22800.0,337212.0,930.61,1.31,0.33,,337212.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.79
2012-04-06,22800.0,337212.0,930.61,1.31,0.33,,337212.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,
2012-04-09,22800.0,337212.0,930.61,1.31,0.33,,337212.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,
2012-04-10,22800.0,328320.0,930.61,1.31,0.33,,328320.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.4
2012-04-11,22800.0,329688.0,930.61,1.31,0.33,,329688.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.46
2012-04-12,22800.0,330600.0,930.61,1.31,0.33,,330600.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.5
2012-04-13,22800.0,330144.0,642.25,1.31,0.33,,330144.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.48
2012-04-16,22800.0,327408.0,642.25,1.31,0.33,,327408.0,0.0,22800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.36
2012-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.46
2012-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.36
2012-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28
2012-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.34
2012-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07
2012-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16
2012-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.13
2012-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03
2012-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.14
2012-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.09
2012-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24
2012-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16
2012-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04
2012-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.01
2012-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84
2012-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.76
2012-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.83
2012-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89
2012-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42
2012-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34
2012-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.17
2012-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.07
2012-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2012-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.82
2012-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2012-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.66
2012-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85
2012-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08
2012-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.27
2012-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.24
2012-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12
2012-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.02
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.03
2012-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.84
2012-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2012-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.07
2012-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.24
2012-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.09
2012-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.09
2012-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2012-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.97
2012-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.93
2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15
2012-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.41
2012-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43
2012-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2012-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15
2012-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.97
2012-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2012-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12
2012-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2012-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34
2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55
2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.82
2012-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81
2012-07-05,29700.0,415503.0,21.85,1.71,0.42,,415503.0,0.0,29700.0,0.0,,,,,,29700.0,,,,,,,,,0.42,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.99
2012-07-06,29700.0,410751.0,21.85,1.71,0.41,,410751.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.83
2012-07-09,29700.0,408672.0,21.85,1.71,0.41,,408672.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.76
2012-07-10,29700.0,411345.0,21.85,1.71,0.41,,411345.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.85
2012-07-11,29700.0,408672.0,21.81,1.71,0.41,,408672.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.76
2012-07-12,29700.0,404811.0,28.88,1.71,0.4,,404811.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.63
2012-07-13,29700.0,411939.0,28.88,1.71,0.41,,411939.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.87
2012-07-16,29700.0,409563.0,28.88,1.71,0.41,,409563.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.79
2012-07-17,29700.0,412533.0,28.88,1.71,0.41,,412533.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.89
2012-07-18,29700.0,416988.0,28.88,1.71,0.42,,416988.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.04
2012-07-19,29700.0,418770.0,28.88,1.71,0.42,,418770.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.1
2012-07-20,29700.0,418473.0,28.88,1.71,0.42,,418473.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.09
2012-07-23,29700.0,408375.0,28.88,1.71,0.41,,408375.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.75
2012-07-24,29700.0,408969.0,28.88,1.71,0.41,,408969.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.77
2012-07-25,29700.0,405405.0,28.98,1.71,0.41,,405405.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.65
2012-07-26,29700.0,405702.0,28.98,1.71,0.41,,405702.0,0.0,29700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.66
2012-07-27,11600.0,161472.0,11.4,0.67,0.16,,161472.0,0.0,11600.0,0.0,,,,,,,,,,,,,,,,,18100.0,0.0,0.24,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,13.92
2012-07-30,11600.0,164488.0,11.4,0.67,0.16,,164488.0,0.0,11600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.18
2012-07-31,11600.0,163792.0,11.4,0.67,0.16,,163792.0,0.0,11600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.12
2012-08-01,11600.0,162632.0,11.57,0.67,0.16,,162632.0,0.0,11600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.02
2012-08-02,11600.0,162516.0,11.57,0.67,0.16,,162516.0,0.0,11600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.01
2012-08-03,11600.0,163792.0,11.57,0.67,0.16,,163792.0,0.0,11600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.12
2012-08-06,11600.0,164488.0,11.57,0.67,0.16,,164488.0,0.0,11600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.18
2012-08-07,11600.0,165184.0,11.57,0.67,0.16,,165184.0,0.0,11600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.24
2012-08-08,11600.0,165996.0,11.57,0.67,0.17,,165996.0,0.0,11600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.31
2012-08-09,11600.0,167272.0,11.49,0.67,0.17,,167272.0,0.0,11600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.42
2012-08-10,11600.0,167272.0,11.49,0.67,0.17,,167272.0,0.0,11600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,14.42
