,ALAT FP Equity_DX_SI_QTY,ALAT FP Equity_DX_SHORT_INTEREST_VALUE,ALAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAT FP Equity_DX_SI_MV,ALAT FP Equity_DX_DSS,ALAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAT FP Equity_DX_SUPPLY_SI_QTY,ALAT FP Equity_DX_BROKER_SI_QTY,ALAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAT FP Equity_DX_BROKER_SI_MV_NEW_x,ALAT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAT FP Equity_DX_BROKER_SI_MV_INC_x,ALAT FP Equity_DX_SUPPLY_SI_MV_NEW,ALAT FP Equity_DX_BROKER_SI_QTY_ADD,ALAT FP Equity_DX_BROKER_SI_QTY_NEW,ALAT FP Equity_DX_SUPPLY_SI_MV_DEC,ALAT FP Equity_DX_BROKER_SI_QTY_INC,ALAT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAT FP Equity_DX_BROKER_SI_MV_NEW_y,ALAT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALAT FP Equity_DX_BROKER_SI_MV_INC_y,ALAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAT FP Equity_DX_BROKER_SI_MV_ADD,ALAT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAT FP Equity_DX_BROKER_SI_QTY_DEC,ALAT FP Equity_DX_SUPPLY_SI_MV,ALAT FP Equity_DX_BROKER_SI_MV_DEC,ALAT FP Equity_DX_SUPPLY_SI_MV_RMV,ALAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAT FP Equity_DX_UTILIZATION_QUANTITY,ALAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAT FP Equity_DX_BROKER_SI_CON_RATIO,ALAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAT FP Equity_PX_LAST
2018-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,243000.0,3066514.2,,3.04,0.0,,0.0,,0.0,12.6194
2018-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,243000.0,3013200.0,,3.07,0.0,,0.0,,0.0,12.4
2018-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,243000.0,3006979.2,,3.01,0.0,,0.0,,0.0,12.3744
2018-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,243000.0,2983383.9,,3.01,0.0,,0.0,,0.0,12.2773
2018-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,243000.0,3001779.0,,2.99,0.0,,0.0,,0.0,12.353
2018-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,243000.0,3014901.0,,3.01,0.0,,0.0,,0.0,12.407
2018-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,294956.0,3745026.84,,3.67,0.0,,0.0,,0.0,12.6969
2018-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,294956.0,3751220.91,,3.67,0.0,,0.0,,0.0,12.7179
2018-12-03,155868.0,2013191.09,2.96,1.1,1.99,,1342127.39,51956.0,103912.0,671063.7,,,,,,103912.0,,,,,,,,,1.33,51956.0,,0.66,,,13.11,13.11,344355.0,4447689.18,,4.38,13.11,33.16,0.5567,66.84,0.3933,12.916
2018-12-04,155868.0,1997713.4,2.81,1.07,2.01,,1331808.93,51956.0,103912.0,665904.47,,,,,,,,,,,,,,,,,,0.67,,,13.11,13.11,344355.0,4413494.73,,4.45,13.11,33.42,0.555,66.58,0.3933,12.8167
2018-12-05,155868.0,1962222.25,2.78,1.07,1.98,,1308148.17,51956.0,103912.0,654074.08,,,,,,,,,,,,,,,,,,0.67,,,13.11,13.11,344355.0,4335085.1,,4.41,13.11,33.53,0.5542,66.47,0.3933,12.589
2018-12-06,155868.0,1915290.4,2.78,1.07,1.94,,1276860.26,51956.0,103912.0,638430.13,,,,,,,,,,,,,,,,,,0.65,,,13.03,13.03,346937.0,4263127.16,,4.36,13.03,33.6,0.5538,66.4,0.3908,12.2879
2018-12-07,155868.0,1978416.94,2.71,1.07,1.94,,1318944.62,51956.0,103912.0,659472.31,,,,,,,,,,,,,,,,,,0.64,,,13.03,13.03,346937.0,4403636.65,,4.26,13.03,32.97,0.558,67.03,0.3908,12.6929
2018-12-10,155868.0,1903771.75,2.56,1.01,1.95,,1269181.17,51956.0,103912.0,634590.58,,,,,,,,,,,,,,,,,,0.66,,,13.03,13.03,346937.0,4237488.52,,4.4,13.03,33.76,0.5528,66.24,0.3908,12.214
2018-12-11,103912.0,1280611.49,1.69,0.67,1.29,,640305.74,51956.0,51956.0,640305.74,,,,,,,,,,,,,,,,,51956.0,0.66,0.64,,13.03,13.03,346937.0,4275651.59,,4.39,13.03,49.1,0.5002,50.9,0.2605,12.324
2018-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.65,,51956.0,,,,,,,51956.0,0.0,0.63,,0.0,0.0,398893.0,5023897.78,,4.91,0.0,,0.0,,0.0,12.5946
2018-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,718432.0,8958847.04,,9.05,0.0,,0.0,,0.0,12.47
2018-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,737679.0,9284722.97,,9.2,0.0,,0.0,,0.0,12.5864
2018-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,737679.0,9184103.55,,9.19,0.0,,0.0,,0.0,12.45
2018-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1070898.0,13160908.06,,13.34,0.0,,0.0,,0.0,12.2896
2018-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1070898.0,13318758.43,,13.22,0.0,,0.0,,0.0,12.437
2018-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1070898.0,13178470.79,,13.15,0.0,,0.0,,0.0,12.306
2018-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1070898.0,13223769.77,,13.3,0.0,,0.0,,0.0,12.3483
2018-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1070898.0,13223769.77,,13.24,0.0,,0.0,,0.0,
2018-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1070898.0,13223769.77,,13.19,0.0,,0.0,,0.0,
2018-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1070898.0,13223769.77,,13.22,0.0,,0.0,,0.0,
2018-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1070898.0,13091299.69,,13.22,0.0,,0.0,,0.0,12.2246
2018-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1070898.0,13208455.93,,13.11,0.0,,0.0,,0.0,12.334
2018-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1070898.0,13418351.94,,13.15,0.0,,0.0,,0.0,12.53
2019-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1070898.0,13418351.94,,13.42,0.0,,0.0,,0.0,
2019-01-02,33800.0,439859.68,0.5,0.2,0.42,,219929.84,16900.0,16900.0,219929.84,,,,,,16900.0,,,,,,,,,0.21,16900.0,,0.21,,,1.58,1.58,1053998.0,13716308.37,,13.22,1.58,50.0,0.5,50.0,0.0316,13.0136
2019-01-03,33800.0,440481.6,0.5,0.2,0.44,,220240.8,16900.0,16900.0,220240.8,,,,,,,,,,,,,,,,,,0.22,,,1.58,1.58,1053998.0,13735701.94,,13.71,1.58,50.0,0.5,50.0,0.0316,13.032
2019-01-04,48800.0,651821.6,0.72,0.26,0.64,,426088.3,16900.0,31900.0,225733.3,,,,0.2,,,,,15000.0,,,,0.2,,,,,0.22,,,1.58,1.58,1053998.0,14078251.29,,13.71,1.58,34.6,0.5474,65.4,0.0456,13.357
2019-01-07,80700.0,1069129.74,1.15,0.44,1.07,,845235.16,16900.0,63800.0,223894.58,,,,,,31900.0,,,,,,,,,0.42,,,0.22,,,1.58,1.58,1053998.0,13963576.3,,13.69,1.58,39.89,0.5204,60.11,0.0754,13.2482
2019-01-08,115700.0,1535801.8,1.66,0.5,1.54,,1112361.2,31900.0,83800.0,423440.6,,,15000.0,,,20000.0,,,,,,,,15000.0,0.26,,,0.43,,,2.98,2.98,1038998.0,13791659.45,,13.86,2.98,27.49,0.4108,55.27,0.108,13.274
2019-01-09,135700.0,1850812.3,3.61,0.58,1.81,,1142948.2,51900.0,83800.0,707864.1,,,20000.0,,,,,,,,,,,20000.0,,,,0.69,,,4.85,4.85,1018998.0,13898113.72,,13.51,4.85,29.28,0.3645,47.35,0.1267,13.639
2019-01-10,135700.0,1850948.0,3.5,0.58,1.83,,1143032.0,51900.0,83800.0,707916.0,,,,,,,,,,,,,,,,,,0.69,,,4.89,4.89,1009485.0,13769375.4,,13.39,4.89,29.38,0.3624,46.87,0.1279,13.64
2019-01-11,135700.0,1849306.03,3.49,0.58,1.85,,1142018.02,51900.0,83800.0,707288.01,,,,,,,,,,,,,,,,,,0.71,,,4.89,4.89,1009485.0,13757160.63,,13.76,4.89,29.48,0.3631,47.0,0.1279,13.6279
2019-01-14,177700.0,2433956.9,7.19,0.76,2.42,,1386136.4,76500.0,101200.0,1047820.5,,,24600.0,0.33,,100.0,,,24600.0,,,,0.33,24600.0,0.0,,7300.0,1.04,0.1,,10.04,10.04,685246.0,9385814.46,,9.33,10.04,31.77,0.3602,45.68,0.2333,13.697
2019-01-15,145800.0,2007666.0,5.89,0.62,2.0,,954261.0,76500.0,69300.0,1053405.0,,,,,,,,,,,,,,,,,31900.0,1.04,0.44,,10.04,10.04,685246.0,9435837.42,,9.36,10.04,27.41,0.413,55.62,0.1914,13.77
2019-01-16,143900.0,1986769.74,5.69,0.61,1.98,,1370995.38,44600.0,99300.0,615774.36,,,,,,50000.0,,0.43,,31900.0,,,,,0.69,,20000.0,0.61,0.27,,5.85,5.85,717146.0,9901347.96,,9.82,5.85,34.19,0.2863,34.79,0.1889,13.8066
2019-01-17,173800.0,2399309.0,6.81,0.68,2.4,,1369456.0,74600.0,99200.0,1029853.0,,,30000.0,,,,,,,,,,,30000.0,,,100.0,1.03,0.0,,9.79,9.79,687146.0,9486050.53,,9.46,9.79,28.3,0.4311,57.53,0.2282,13.805
2019-01-18,173800.0,2429028.8,7.01,0.68,2.4,,1386419.2,74600.0,99200.0,1042609.6,,,,,,,,,,,,,,,,,,1.03,,,9.79,9.79,687146.0,9603552.5,,9.49,9.79,28.48,0.4302,57.36,0.2282,13.976
2019-01-21,173800.0,2405496.28,7.11,0.68,2.41,,1372987.52,74600.0,99200.0,1032508.76,,,,,,,,,,,,,,,,,,1.04,,,6.38,6.38,1093795.0,15138779.08,,15.29,6.38,28.35,0.4302,57.4,0.1488,13.8406
2019-01-22,285900.0,3942074.97,11.63,1.11,3.95,,2628049.98,95300.0,190600.0,1314024.99,,,20700.0,1.95,,,,,141400.0,,,,1.95,20700.0,,,50000.0,1.32,0.69,,8.16,8.16,1073095.0,14796155.79,,14.83,8.16,33.38,0.5553,66.62,0.2447,13.7883
2019-01-23,285900.0,3938215.32,11.36,1.11,3.94,,2625476.88,95300.0,190600.0,1312738.44,,,,,,,,,,,,,,,,,,1.31,,,8.16,8.16,1073095.0,14781669.01,,14.78,8.16,33.34,0.5555,66.66,0.2447,13.7748
2019-01-24,285900.0,4012320.6,13.01,1.09,3.97,,2674880.4,95300.0,190600.0,1337440.2,,,,,,,,,,,,,,,,,,1.31,,,8.16,8.16,1073095.0,15059815.23,,14.81,8.16,33.11,0.557,66.89,0.2447,14.034
2019-01-25,285900.0,4016323.2,12.95,1.09,3.99,,2677548.8,95300.0,190600.0,1338774.4,,,,,,,,,,,,,,,,,,1.31,,,8.16,8.16,1073095.0,15074838.56,,14.79,8.16,33.53,0.5543,66.47,0.2447,14.048
2019-01-28,285900.0,3928837.8,12.57,1.07,3.95,,2619225.2,95300.0,190600.0,1309612.6,,,,,,,,,,,,,,,,,,1.31,,,8.16,8.16,1073095.0,14746471.49,,14.7,8.16,33.85,0.5522,66.15,0.2447,13.742
2019-01-29,285900.0,3978584.4,12.19,1.05,3.98,,2652389.6,95300.0,190600.0,1326194.8,,,,,,,,,,,,,,,,,,1.34,,,8.16,8.16,1073095.0,14933190.02,,15.08,8.16,32.95,0.5581,67.05,0.2447,13.916
2019-01-30,190600.0,2649225.64,9.39,0.71,2.65,,1324612.82,95300.0,95300.0,1324612.82,,,,,,,,,,,,,,,,,95300.0,1.32,1.33,,8.16,8.16,1073095.0,14915376.64,,14.83,8.16,49.69,0.5,50.31,0.1631,13.8994
2019-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,1.31,,95300.0,,,,,,,95300.0,0.0,1.33,,0.0,0.0,1561155.0,22390085.01,,21.69,0.0,,0.0,,0.0,14.342
2019-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1561155.0,22071609.39,,22.37,0.0,,0.0,,0.0,14.138
2019-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1561155.0,22332322.28,,22.36,0.0,,0.0,,0.0,14.305
2019-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1561155.0,22340128.05,,22.05,0.0,,0.0,,0.0,14.31
2019-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1561155.0,22164654.23,,22.09,0.0,,0.0,,0.0,14.1976
2019-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1652670.0,22845022.68,,23.45,0.0,,0.0,,0.0,13.8231
2019-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1652670.0,22681243.08,,23.45,0.0,,0.0,,0.0,13.724
2019-02-11,9000.0,123660.0,0.51,0.03,0.12,,0.0,9000.0,0.0,123660.0,,,,,,,,,,,,,,,,9000.0,,0.12,,,0.47,0.47,1908919.0,26228547.06,,26.2,0.47,,1.0,100.0,0.0047,13.74
2019-02-12,9000.0,126446.4,0.52,0.03,0.12,,0.0,9000.0,0.0,126446.4,,,,,,,,,,,,,,,,,,0.12,,,0.47,0.47,1908919.0,26819548.38,,26.24,0.47,,1.0,100.0,0.0047,14.0496
2019-02-13,9000.0,124470.9,0.5,0.03,0.13,,0.0,9000.0,0.0,124470.9,,,,,,,,,,,,,,,,,,0.13,,,0.47,0.47,1908919.0,26400540.66,,26.78,0.47,,1.0,100.0,0.0047,13.8301
2019-02-14,9000.0,124020.0,0.52,0.03,0.12,,0.0,9000.0,0.0,124020.0,,,,,,,,,,,,,,,,,,0.12,,,0.47,0.47,1908919.0,26304903.82,,26.42,0.47,,1.0,100.0,0.0047,13.78
2019-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.12,,9000.0,,,,,,,,0.0,,,0.0,0.0,1917919.0,27211434.77,,26.49,0.0,,0.0,100.0,0.0,14.188
2019-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1917919.0,26858537.68,,27.21,0.0,,0.0,,0.0,14.004
2019-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1935764.0,27451069.28,,27.09,0.0,,0.0,,0.0,14.181
2019-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1935764.0,27516885.26,,27.39,0.0,,0.0,,0.0,14.215
2019-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1935764.0,26986485.92,,27.56,0.0,,0.0,,0.0,13.941
2019-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1935764.0,27553277.62,,26.96,0.0,,0.0,,0.0,14.2338
2019-02-25,150000.0,2140815.0,11.0,0.55,2.14,,1070407.5,75000.0,75000.0,1070407.5,,,,,,75000.0,,,,,,,,,1.07,75000.0,,1.07,,,3.87,3.87,1860764.0,26557009.88,,26.51,3.87,,1.0,100.0,0.0775,14.2721
2019-02-26,210600.0,2982390.84,14.83,0.76,3.01,,1920285.84,75000.0,135600.0,1062105.0,,,,,,60600.0,,,,,,,,,0.86,,,1.08,,,3.87,3.87,1860764.0,26351023.31,,26.75,3.87,14.37,0.5504,71.37,0.1088,14.1614
2019-02-27,240900.0,3393076.5,17.56,0.86,3.41,,1909926.0,105300.0,135600.0,1483150.5,,,30300.0,,,,,,,,,,,30300.0,,,,1.49,,,5.44,5.44,1830464.0,25782085.44,,25.91,5.44,25.1,0.4671,62.31,0.1244,14.085
2019-02-28,505200.0,6962666.4,36.96,1.81,7.08,,4297227.6,193400.0,311800.0,2665438.8,,,88100.0,2.44,,,,,176200.0,,,,2.44,88100.0,,,,2.72,,,9.99,9.99,1742364.0,24013260.65,,24.53,9.99,29.84,0.3617,46.6,0.261,13.782
2019-03-01,505200.0,6889412.4,38.11,1.81,6.95,,4252016.6,193400.0,311800.0,2637395.8,,,,,,,,,,,,,,,,,,2.67,,,9.99,9.99,1742364.0,23760617.87,,24.02,9.99,29.76,0.3623,46.74,0.261,13.637
2019-03-04,505200.0,6853189.56,38.73,1.81,6.89,,4229660.54,193400.0,311800.0,2623529.02,,,,,,,,,,,,,,,,,,2.64,,,9.99,9.99,1742364.0,23635690.37,,23.79,9.99,29.73,0.3625,46.81,0.261,13.5653
2019-03-05,474900.0,6551672.91,25.21,1.7,6.47,,3883545.85,193400.0,281500.0,2668127.06,,,,,,,,,,,,,,,,,30300.0,2.63,0.4,,9.99,9.99,1742364.0,24037479.51,,23.67,9.99,31.49,0.3515,43.66,0.2453,13.7959
2019-03-06,326200.0,4442550.42,19.47,1.17,4.5,,2221275.21,163100.0,163100.0,2221275.21,,,,,,,,0.37,,30300.0,,,,,,,118400.0,2.25,1.61,,8.43,8.43,1772664.0,24142088.28,,24.45,8.43,27.01,0.3573,45.98,0.1685,13.6191
2019-03-07,105000.0,1408890.0,6.24,0.38,1.43,,402540.0,75000.0,30000.0,1006350.0,,,,,,,,1.25,,88100.0,,,,,,,133100.0,1.02,1.86,,3.84,3.84,1876882.0,25184002.68,,25.5,3.84,,1.0,100.0,0.0538,13.418
2019-03-08,486900.0,6520077.9,27.55,1.75,6.53,,4212808.6,172300.0,314600.0,2307269.3,,,97300.0,,,284600.0,,,,,,,,97300.0,3.81,,,2.31,,,8.83,8.83,1779582.0,23830382.56,,23.86,8.83,29.24,0.4421,58.43,0.2495,13.391
2019-03-11,456900.0,6303392.4,26.82,1.63,6.18,,3926341.6,172300.0,284600.0,2377050.8,,,,,,,,,,,,,,,,,30000.0,2.31,0.4,,8.87,8.87,1769473.0,24411649.51,,23.71,8.87,30.85,0.4918,62.64,0.2353,13.796
2019-03-12,426900.0,5917260.9,25.7,1.52,5.9,,3944840.6,142300.0,284600.0,1972420.3,,,,,,,,0.34,,30000.0,,,,,,,,1.96,,,9.18,9.18,1407189.0,19505046.73,,19.41,9.18,33.28,0.5559,66.72,0.2755,13.861
2019-03-13,426900.0,5891646.9,24.33,1.52,5.92,,3927764.6,142300.0,284600.0,1963882.3,,,,,,,,,,,,,,,,,,1.98,,,9.18,9.18,1407189.0,19420615.39,,19.55,9.18,33.38,0.5552,66.62,0.2755,13.801
2019-03-14,284600.0,3930041.4,16.48,1.01,3.93,,1965020.7,142300.0,142300.0,1965020.7,,,,,,,,,,,,,,,,,142300.0,1.96,1.97,,9.18,9.18,1407189.0,19431872.9,,19.43,9.18,50.0,0.5,50.0,0.1837,13.809
2019-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,1.96,,142300.0,,,,,,,142300.0,0.0,1.96,,0.0,0.0,1549489.0,21674252.13,,21.41,0.0,,0.0,,0.0,13.988
2019-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1549489.0,21856626.99,,21.71,0.0,,0.0,,0.0,14.1057
2019-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1549489.0,22129801.9,,21.85,0.0,,0.0,,0.0,14.282
2019-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1495597.0,20959296.36,,21.46,0.0,,0.0,,0.0,14.014
2019-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1495597.0,20565954.35,,21.01,0.0,,0.0,,0.0,13.751
2019-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1495597.0,20049973.38,,20.59,0.0,,0.0,,0.0,13.406
2019-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1495597.0,20115779.65,,20.07,0.0,,0.0,,0.0,13.45
2019-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1495597.0,20196541.89,,20.09,0.0,,0.0,,0.0,13.504
2019-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1495597.0,19813669.06,,20.18,0.0,,0.0,,0.0,13.248
2019-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1495597.0,19761323.16,,19.81,0.0,,0.0,,0.0,13.213
2019-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1511965.0,20541405.29,,19.97,0.0,,0.0,,0.0,13.5859
2019-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1511965.0,20908963.99,,20.54,0.0,,0.0,,0.0,13.829
2019-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1511965.0,20792542.68,,20.92,0.0,,0.0,,0.0,13.752
2019-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1511965.0,20830341.81,,20.78,0.0,,0.0,,0.0,13.777
2019-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1511965.0,20845461.45,,20.84,0.0,,0.0,,0.0,13.787
2019-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1184154.0,16637363.7,,16.33,0.0,,0.0,,0.0,14.05
2019-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,924053.0,12975552.23,,12.98,0.0,,0.0,,0.0,14.042
2019-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1184154.0,16516579.99,,16.63,0.0,,0.0,,0.0,13.948
2019-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1051834.0,14744609.01,,14.67,0.0,,0.0,,0.0,14.018
2019-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1051834.0,14494272.52,,14.74,0.0,,0.0,,0.0,13.78
2019-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1051834.0,14391192.79,,14.5,0.0,,0.0,,0.0,13.682
2019-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1045350.0,14175991.35,,14.3,0.0,,0.0,,0.0,13.561
2019-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1136680.0,15511135.28,,15.42,0.0,,0.0,,0.0,13.646
2019-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1136680.0,15234922.04,,15.52,0.0,,0.0,,0.0,13.403
