,ALMAS FP Equity_DX_SI_QTY,ALMAS FP Equity_DX_SHORT_INTEREST_VALUE,ALMAS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMAS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMAS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMAS FP Equity_DX_SI_MV,ALMAS FP Equity_DX_DSS,ALMAS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMAS FP Equity_DX_SUPPLY_SI_QTY,ALMAS FP Equity_DX_BROKER_SI_QTY,ALMAS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMAS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMAS FP Equity_DX_BROKER_SI_MV_INC_x,ALMAS FP Equity_DX_BROKER_SI_QTY_ADD,ALMAS FP Equity_DX_SUPPLY_SI_MV_DEC,ALMAS FP Equity_DX_BROKER_SI_QTY_INC,ALMAS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMAS FP Equity_DX_BROKER_SI_MV_INC_y,ALMAS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMAS FP Equity_DX_BROKER_SI_MV_ADD,ALMAS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMAS FP Equity_DX_BROKER_SI_QTY_DEC,ALMAS FP Equity_DX_SUPPLY_SI_MV,ALMAS FP Equity_DX_BROKER_SI_MV_DEC,ALMAS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMAS FP Equity_DX_UTILIZATION_QUANTITY,ALMAS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMAS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMAS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMAS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMAS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMAS FP Equity_DX_BROKER_SI_CON_RATIO,ALMAS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMAS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMAS FP Equity_PX_LAST
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52
2017-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14499.42,0.02,0.0,,0.0,,0.0,0.58
2017-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14999.4,0.01,0.0,,0.0,,0.0,0.6
2017-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14249.43,0.01,0.0,,0.0,,0.0,0.57
2017-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14499.42,0.01,0.0,,0.0,,0.0,0.58
2017-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14249.43,0.01,0.0,,0.0,,0.0,0.57
2017-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14249.43,0.01,0.0,,0.0,,0.0,
2017-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14249.43,0.01,0.0,,0.0,,0.0,
2017-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14249.43,0.01,0.0,,0.0,,0.0,0.57
2017-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14499.42,0.01,0.0,,0.0,,0.0,0.58
2017-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13999.44,0.01,0.0,,0.0,,0.0,0.56
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13999.44,0.01,0.0,,0.0,,0.0,
2018-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14699.41,0.01,0.0,,0.0,,0.0,0.588
2018-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14449.42,0.01,0.0,,0.0,,0.0,0.578
2018-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13899.44,0.01,0.0,,0.0,,0.0,0.556
2018-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13749.45,0.01,0.0,,0.0,,0.0,0.55
2018-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14399.42,0.01,0.0,,0.0,,0.0,0.576
2018-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14249.43,0.01,0.0,,0.0,,0.0,0.57
2018-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14049.44,0.01,0.0,,0.0,,0.0,0.562
2018-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14999.4,0.01,0.0,,0.0,,0.0,0.6
2018-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14949.4,0.01,0.0,,0.0,,0.0,0.598
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14949.4,0.01,0.0,,0.0,,0.0,
2018-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14399.42,0.02,0.0,,0.0,,0.0,0.576
2018-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14399.42,0.01,0.0,,0.0,,0.0,
2018-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14349.43,0.01,0.0,,0.0,,0.0,0.574
2018-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14349.43,0.01,0.0,,0.0,,0.0,
2018-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13999.44,0.01,0.0,,0.0,,0.0,0.56
2018-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14949.4,0.01,0.0,,0.0,,0.0,0.598
2018-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14499.42,0.01,0.0,,0.0,,0.0,0.58
2018-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14049.44,0.01,0.0,,0.0,,0.0,0.562
2018-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14349.43,0.01,0.0,,0.0,,0.0,0.574
2018-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14349.43,0.01,0.0,,0.0,,0.0,0.574
2018-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13249.47,0.01,0.0,,0.0,,0.0,0.53
2018-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14399.42,0.01,0.0,,0.0,,0.0,0.576
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13349.47,0.01,0.0,,0.0,,0.0,0.534
2018-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13499.46,0.01,0.0,,0.0,,0.0,0.54
2018-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12999.48,0.01,0.0,,0.0,,0.0,0.52
2018-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12999.48,0.01,0.0,,0.0,,0.0,0.52
2018-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13199.47,0.01,0.0,,0.0,,0.0,0.528
2018-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12599.5,0.01,0.0,,0.0,,0.0,0.504
2018-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12549.5,0.01,0.0,,0.0,,0.0,0.502
2018-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12499.5,0.01,0.0,,0.0,,0.0,0.5
2018-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12249.51,0.01,0.0,,0.0,,0.0,0.49
2018-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11799.53,0.01,0.0,,0.0,,0.0,0.472
2018-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11574.54,0.01,0.0,,0.0,,0.0,0.463
2018-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11999.52,0.01,0.0,,0.0,,0.0,0.48
2018-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11999.52,0.01,0.0,,0.0,,0.0,0.48
2018-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11649.53,0.01,0.0,,0.0,,0.0,0.466
2018-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13899.44,0.01,0.0,,0.0,,0.0,0.556
2018-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13499.46,0.01,0.0,,0.0,,0.0,0.54
2018-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13199.47,0.01,0.0,,0.0,,0.0,0.528
2018-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12749.49,0.01,0.0,,0.0,,0.0,0.51
2018-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12274.51,0.01,0.0,,0.0,,0.0,0.491
2018-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12274.51,0.01,0.0,,0.0,,0.0,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12224.51,0.01,0.0,,0.0,,0.0,0.489
2018-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12049.52,0.01,0.0,,0.0,,0.0,0.482
2018-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12174.51,0.01,0.0,,0.0,,0.0,0.487
2018-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12899.48,0.01,0.0,,0.0,,0.0,0.516
2018-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12899.48,0.01,0.0,,0.0,,0.0,
2018-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12699.49,0.01,0.0,,0.0,,0.0,0.508
2018-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12999.48,0.01,0.0,,0.0,,0.0,0.52
2018-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12949.48,0.01,0.0,,0.0,,0.0,0.518
2018-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13199.47,0.01,0.0,,0.0,,0.0,0.528
2018-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13499.46,0.01,0.0,,0.0,,0.0,0.54
2018-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13499.46,0.01,0.0,,0.0,,0.0,0.54
2018-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13499.46,0.01,0.0,,0.0,,0.0,0.54
2018-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13499.46,0.01,0.0,,0.0,,0.0,0.54
2018-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13899.44,0.01,0.0,,0.0,,0.0,0.556
2018-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14199.43,0.01,0.0,,0.0,,0.0,0.568
2018-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14099.44,0.01,0.0,,0.0,,0.0,0.564
2018-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,14099.44,0.01,0.0,,0.0,,0.0,
2018-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13999.44,0.01,0.0,,0.0,,0.0,0.56
2018-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13749.45,0.01,0.0,,0.0,,0.0,0.55
2018-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13749.45,0.01,0.0,,0.0,,0.0,0.55
2018-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13499.46,0.01,0.0,,0.0,,0.0,0.54
2018-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13499.46,0.01,0.0,,0.0,,0.0,
2018-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,13499.46,0.01,0.0,,0.0,,0.0,
2018-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12799.49,0.01,0.0,,0.0,,0.0,0.512
2018-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12799.49,0.01,0.0,,0.0,,0.0,0.512
2018-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12799.49,0.01,0.0,,0.0,,0.0,
2018-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12799.49,0.01,0.0,,0.0,,0.0,
2018-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12474.5,0.01,0.0,,0.0,,0.0,0.499
2018-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11674.53,0.01,0.0,,0.0,,0.0,0.467
2018-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12199.51,0.01,0.0,,0.0,,0.0,0.488
2018-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12199.51,0.01,0.0,,0.0,,0.0,
2018-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11674.53,0.01,0.0,,0.0,,0.0,0.467
2018-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11674.53,0.01,0.0,,0.0,,0.0,
2018-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12499.5,0.01,0.0,,0.0,,0.0,0.5
2018-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,12499.5,0.01,0.0,,0.0,,0.0,
2018-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11849.53,0.01,0.0,,0.0,,0.0,0.474
2018-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11649.53,0.01,0.0,,0.0,,0.0,0.466
2018-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11649.53,0.01,0.0,,0.0,,0.0,
2018-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11749.53,0.01,0.0,,0.0,,0.0,0.47
2018-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11949.52,0.01,0.0,,0.0,,0.0,0.478
2018-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11799.53,0.01,0.0,,0.0,,0.0,0.472
2018-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11149.55,0.01,0.0,,0.0,,0.0,0.446
2018-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11724.53,0.01,0.0,,0.0,,0.0,0.469
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11724.53,0.01,0.0,,0.0,,0.0,
2018-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11974.52,0.01,0.0,,0.0,,0.0,0.479
2018-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11974.52,0.01,0.0,,0.0,,0.0,
2018-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11474.54,0.01,0.0,,0.0,,0.0,0.459
2018-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11074.56,0.01,0.0,,0.0,,0.0,0.443
2018-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11499.54,0.01,0.0,,0.0,,0.0,0.46
2018-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11499.54,0.01,0.0,,0.0,,0.0,
2018-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,10799.57,0.01,0.0,,0.0,,0.0,0.432
2018-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,10799.57,0.01,0.0,,0.0,,0.0,
2018-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,10649.57,0.01,0.0,,0.0,,0.0,0.426
2018-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,10749.57,0.01,0.0,,0.0,,0.0,0.43
2018-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11224.55,0.01,0.0,,0.0,,0.0,0.449
2018-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11224.55,0.01,0.0,,0.0,,0.0,
2018-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11199.55,0.01,0.0,,0.0,,0.0,0.448
2018-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11199.55,0.01,0.0,,0.0,,0.0,
2018-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11474.54,0.01,0.0,,0.0,,0.0,0.459
2018-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,11474.54,0.01,0.0,,0.0,,0.0,0.459
2018-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,10624.58,0.01,0.0,,0.0,,0.0,0.425
2018-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,9749.61,0.01,0.0,,0.0,,0.0,0.39
2018-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24999.0,8599.66,0.01,0.0,,0.0,,0.0,0.344
