,ALNOV FP Equity_DX_SI_QTY,ALNOV FP Equity_DX_SHORT_INTEREST_VALUE,ALNOV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNOV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNOV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNOV FP Equity_DX_SI_MV,ALNOV FP Equity_DX_DSS,ALNOV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNOV FP Equity_DX_SUPPLY_SI_QTY,ALNOV FP Equity_DX_BROKER_SI_QTY,ALNOV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNOV FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALNOV FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNOV FP Equity_DX_BROKER_SI_MV_INC_x,ALNOV FP Equity_DX_SUPPLY_SI_MV_NEW,ALNOV FP Equity_DX_BROKER_SI_QTY_ADD,ALNOV FP Equity_DX_SUPPLY_SI_MV_DEC,ALNOV FP Equity_DX_BROKER_SI_QTY_INC,ALNOV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNOV FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALNOV FP Equity_DX_BROKER_SI_MV_INC_y,ALNOV FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNOV FP Equity_DX_BROKER_SI_MV_ADD,ALNOV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNOV FP Equity_DX_BROKER_SI_QTY_DEC,ALNOV FP Equity_DX_SUPPLY_SI_MV,ALNOV FP Equity_DX_BROKER_SI_MV_DEC,ALNOV FP Equity_DX_SUPPLY_SI_MV_RMV,ALNOV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNOV FP Equity_DX_UTILIZATION_QUANTITY,ALNOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNOV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNOV FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALNOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNOV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNOV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNOV FP Equity_DX_BROKER_SI_CON_RATIO,ALNOV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNOV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNOV FP Equity_PX_LAST
2013-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74
2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73
2013-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73
2013-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73
2013-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73
2013-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73
2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73
2013-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74
2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74
2013-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2013-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2013-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2013-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2013-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78
2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78
2013-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2013-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.07
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.07
2013-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04
2013-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04
2013-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04
2013-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04
2013-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04
2013-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2013-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08
2013-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2013-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2013-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41
2013-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41
2013-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2013-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2013-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2013-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2013-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51
2013-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61
2013-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2013-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51
2013-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2013-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99
2013-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79
2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2014-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2014-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2014-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2014-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31
2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69
2014-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01
2014-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01
2014-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01
2014-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2014-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2014-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.41
2014-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39
2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35
2014-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34
2014-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34
2014-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2014-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41
2014-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2014-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2014-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2014-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2014-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2014-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94
2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2014-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2014-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2014-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2014-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2014-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2014-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44
2014-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2014-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2014-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2014-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11
2014-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13
2014-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58
2014-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2014-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2014-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2014-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47
2014-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2014-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2014-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2014-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58
2014-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01
2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33
2014-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2014-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34
2014-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94
2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94
2014-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93
2014-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93
2014-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88
2014-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88
2014-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87
2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88
2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87
2014-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86
2014-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86
2014-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2014-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2014-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2014-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2014-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33
2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31
2014-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31
2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31
2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2014-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2014-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2014-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68
2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46
2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39
2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38
2014-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2014-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2014-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2014-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2014-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2014-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2014-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2014-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2014-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54
2014-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09
2014-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29
2014-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29
2014-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2014-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2014-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54
2014-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54
2014-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55
2014-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2014-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55
2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98
2014-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48
2014-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48
2014-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2014-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2014-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21
2014-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2014-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2014-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2014-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2014-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98
2014-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97
2014-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97
2014-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87
2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87
2014-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87
2014-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89
2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11
2014-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59
2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59
2014-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59
2014-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59
2014-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49
2014-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2014-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2014-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28
2014-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31
2014-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2014-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2014-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2014-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2014-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2014-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82
2014-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73
2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82
2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2014-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21
2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21
