,ALNOV FP Equity_DX_SI_QTY,ALNOV FP Equity_DX_SHORT_INTEREST_VALUE,ALNOV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNOV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNOV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNOV FP Equity_DX_SI_MV,ALNOV FP Equity_DX_DSS,ALNOV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNOV FP Equity_DX_SUPPLY_SI_QTY,ALNOV FP Equity_DX_BROKER_SI_QTY,ALNOV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNOV FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALNOV FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNOV FP Equity_DX_BROKER_SI_MV_INC_x,ALNOV FP Equity_DX_SUPPLY_SI_MV_NEW,ALNOV FP Equity_DX_BROKER_SI_QTY_ADD,ALNOV FP Equity_DX_SUPPLY_SI_MV_DEC,ALNOV FP Equity_DX_BROKER_SI_QTY_INC,ALNOV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNOV FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALNOV FP Equity_DX_BROKER_SI_MV_INC_y,ALNOV FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNOV FP Equity_DX_BROKER_SI_MV_ADD,ALNOV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNOV FP Equity_DX_BROKER_SI_QTY_DEC,ALNOV FP Equity_DX_SUPPLY_SI_MV,ALNOV FP Equity_DX_BROKER_SI_MV_DEC,ALNOV FP Equity_DX_SUPPLY_SI_MV_RMV,ALNOV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNOV FP Equity_DX_UTILIZATION_QUANTITY,ALNOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNOV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNOV FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALNOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNOV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNOV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNOV FP Equity_DX_BROKER_SI_CON_RATIO,ALNOV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNOV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNOV FP Equity_PX_LAST
2021-01-01,173923.0,1704445.4,0.25,0.1,0.25,1.72,0.0,1499664.6,144677.0,153027.0,1417834.6,,,,,,,,,,,,,,,1.42,,,28.37,6.49,365360.0,3580528.0,,3.72,27.68,14.02,0.5413,71.42,0.0781,
2021-01-04,182523.0,1744919.88,0.26,0.11,0.26,1.79,0.0,1545154.12,153277.0,161627.0,1465328.12,,,,,8600.0,,,,,,,0.08,8600.0,,1.52,,,29.55,6.89,365360.0,3492841.6,,3.75,28.81,13.87,0.4801,66.87,0.0821,9.56
2021-01-05,166937.0,1635982.6,0.24,0.1,0.24,1.63,0.0,1505544.6,150277.0,153627.0,1472714.6,,6000.0,0.36,,,0.39,37000.0,40000.0,,0.36,6000.0,,31000.0,45000.0,1.44,0.42,,40.68,6.74,219109.0,2147268.2,,2.09,40.66,33.27,0.3461,46.91,0.0749,9.8
2021-01-06,283937.0,2722955.83,0.41,0.17,0.4,2.77,0.0,2106222.93,216277.0,219627.0,2074096.43,,15000.0,0.64,,,,66000.0,,,0.64,15000.0,,51000.0,,2.12,,,51.45,9.68,204109.0,1957405.31,,2.0,51.42,31.87,0.4263,56.53,0.1271,9.59
2021-01-07,224581.0,2093094.92,0.32,0.14,0.32,2.17,0.0,1493725.72,156921.0,160271.0,1462503.72,,,,,,0.59,,59356.0,,,,,,59356.0,1.51,0.59,,38.65,7.02,249109.0,2321695.88,,2.39,38.68,19.88,0.4752,65.36,0.1004,9.32
2021-01-08,191709.0,1779059.52,0.28,0.13,0.27,1.81,0.0,1182262.72,124049.0,127399.0,1151174.72,,,,,,0.32,,32872.0,,,,,,32872.0,1.16,0.34,,33.24,5.48,249109.0,2311731.52,,2.32,33.3,23.93,0.4134,58.68,0.0847,9.28
2021-01-11,209119.0,1965718.6,0.3,0.15,0.3,1.98,0.0,1342404.6,139859.0,142809.0,1314674.6,,,,,15410.0,,,,,,,0.15,15810.0,,1.3,,,35.96,6.16,249109.0,2341624.6,,2.31,36.03,22.31,0.4331,61.13,0.0921,9.4
2021-01-12,200519.0,1995164.05,0.29,0.14,0.28,1.92,0.0,1335379.55,131259.0,134209.0,1306027.05,,,,,,0.08,,8600.0,,,,,,8600.0,1.23,0.08,,34.51,5.77,249109.0,2478634.55,,2.34,34.47,24.18,0.4655,63.14,0.0882,9.95
2021-01-13,222071.0,2353952.6,0.32,0.16,0.31,2.26,0.0,1746954.2,155347.0,164807.0,1646678.2,,,0.06,,28050.0,0.06,5205.0,9167.0,,0.06,,0.3,33255.0,2657.0,1.55,0.01,,38.41,6.84,249109.0,2640555.4,,2.48,38.45,34.66,0.4241,54.6,0.0978,10.6
2021-01-14,217906.0,2466695.92,0.32,0.16,0.31,2.39,0.0,1818467.44,144582.0,160642.0,1636668.24,,,0.07,,,0.1,6600.0,10765.0,,0.07,,,,10765.0,1.55,0.06,,36.72,6.39,249109.0,2819913.88,,2.64,37.05,34.86,0.3846,50.52,0.0963,11.32
2021-01-15,160674.0,1908807.12,0.23,0.11,0.23,1.87,0.0,1241079.84,98524.0,104468.0,1170465.12,,500.0,,,7044.0,0.46,,46558.0,,,500.0,0.08,,63218.0,1.14,0.67,,100.0,4.34,0.0,0.0,,0.0,100.0,18.14,0.4865,66.81,0.0708,11.88
2021-01-18,134946.0,1646341.2,0.2,0.09,0.19,1.6,0.0,1152839.0,89813.0,94495.0,1095718.6,,,,,,0.18,,15755.0,,,,,7044.0,9973.0,1.07,0.1,,100.0,3.97,0.0,0.0,,0.0,100.0,21.7,0.4841,65.58,0.0596,12.2
2021-01-19,293177.0,3559168.78,0.42,0.2,0.42,3.58,0.0,1589065.3,249644.0,130895.0,3030678.16,,37099.0,0.46,,,0.02,38000.0,1500.0,,0.46,37099.0,,124232.0,1600.0,3.03,0.02,,100.0,10.96,0.0,0.0,,0.0,100.0,41.06,0.3675,43.41,0.1287,12.14
2021-01-20,118350.0,1495944.0,0.17,0.08,0.17,1.45,0.0,1242954.4,99723.0,98335.0,1260498.72,,2639.0,,,,1.85,,152560.0,,,2639.0,,,32560.0,1.21,0.42,,100.0,4.37,0.0,0.0,,0.0,100.0,24.92,0.4077,57.94,0.0519,12.64
2021-01-21,106053.0,1312936.14,0.15,0.07,0.15,1.31,0.0,508743.72,100053.0,41094.0,1238656.14,,4437.0,,,,0.05,,4107.0,,,4437.0,,,57241.0,1.24,0.68,,100.0,4.38,0.0,0.0,,0.0,100.0,26.92,0.4374,59.66,0.0464,12.38
2021-01-22,99735.0,1260650.4,0.14,0.07,0.14,1.22,0.0,164876.16,93735.0,13044.0,1184810.4,,,,,,0.08,,6318.0,,,,,,28050.0,1.14,0.35,,100.0,4.1,0.0,0.0,,0.0,100.0,28.75,0.4933,63.62,0.0437,12.64
2021-01-25,97691.0,1293428.84,0.14,0.07,0.14,1.21,0.0,145640.0,86691.0,11000.0,1147788.84,,,,,5000.0,0.09,,7044.0,,,,0.06,,7044.0,1.07,0.09,,100.0,3.93,0.0,0.0,,0.0,100.0,29.71,0.5128,64.93,0.0443,13.24
2021-01-26,71578.0,929082.44,0.1,0.05,0.1,0.88,0.0,77880.0,65578.0,6000.0,851202.44,,,,,,0.27,,21113.0,,,,,,5000.0,0.81,0.06,,100.0,2.84,0.0,0.0,,0.0,100.0,12.31,0.7842,87.69,0.031,12.98
2021-01-27,122000.0,1512800.0,0.18,0.09,0.17,1.59,0.0,74400.0,116000.0,6000.0,1438400.0,,3981.0,,,,0.35,,30440.0,,,3981.0,,76881.0,,1.51,,,100.0,5.08,0.0,0.0,,0.0,100.0,9.8,0.8233,90.2,0.0534,12.4
2021-01-28,122000.0,1464000.0,0.18,0.08,0.17,1.51,0.0,72000.0,116000.0,6000.0,1392000.0,,,,,,,,,,,,,,,1.44,,,100.0,5.07,0.0,0.0,,0.0,100.0,9.85,0.8224,90.15,0.0533,12.0
2021-01-29,162000.0,1616760.0,0.23,0.11,0.23,1.9,0.0,459080.0,126000.0,46000.0,1257480.0,,,,,40000.0,,,,,,,0.4,10000.0,,1.55,,,100.0,5.56,0.0,0.0,,0.0,100.0,20.99,0.5601,71.44,0.0715,9.98
2021-02-01,277088.0,2615710.72,0.4,0.17,0.39,2.87,0.0,1126994.4,223703.0,119385.0,2111756.32,,47703.0,0.75,,5682.0,,67703.0,,,0.75,47703.0,0.07,50000.0,,2.24,,,100.0,9.8,0.0,0.0,,0.0,100.0,38.51,0.3427,39.34,0.1214,9.44
2021-02-02,293943.0,2886520.26,0.43,0.17,0.42,2.82,0.0,1243064.7,240558.0,126585.0,2362279.56,,11173.0,,,13200.0,,,,,,11173.0,0.12,5682.0,6000.0,2.27,0.2,,100.0,10.41,0.0,0.0,,0.0,100.0,32.73,0.297,37.64,0.1272,9.82
2021-02-03,254234.0,2389799.6,0.37,0.14,0.36,2.59,0.0,899561.2,231736.0,95698.0,2178318.4,,2365.0,0.06,,,0.33,5300.0,36187.0,,0.06,2365.0,,25000.0,36187.0,2.38,0.34,,100.0,10.04,0.0,0.0,,0.0,100.0,22.23,0.2648,42.62,0.1101,9.4
2021-02-04,368066.0,3463501.06,0.53,0.21,0.52,3.49,0.0,2018727.3,344068.0,214530.0,3237679.88,,10000.0,0.07,,110931.0,,7901.0,,,0.07,10000.0,1.05,102332.0,,3.25,,,100.0,14.73,0.0,0.0,,0.0,100.0,31.14,0.2392,31.31,0.1576,9.41
2021-02-05,404231.0,3751263.68,0.58,0.23,0.57,3.78,0.0,2182795.2,364753.0,235215.0,3384907.84,,51.0,0.15,,5205.0,0.02,15480.0,1393.0,,0.15,51.0,0.05,22027.0,,3.42,,,100.0,15.55,0.0,0.0,,0.0,100.0,28.28,0.212,28.29,0.1724,9.28
2021-02-08,299467.0,2686218.99,0.43,0.17,0.42,2.75,0.0,2136053.01,291999.0,238133.0,2619231.03,,1735.0,0.07,,,0.94,8600.0,100682.0,,0.07,1735.0,,26193.0,5682.0,2.71,0.07,,100.0,12.42,0.0,0.0,,0.0,100.0,24.42,0.2656,38.59,0.1274,8.97
2021-02-09,373692.0,3243646.56,0.54,0.2,0.53,3.29,0.0,2580225.48,331296.0,297261.0,2875649.28,,35897.0,0.44,,,,59128.0,,,0.44,35897.0,,3400.0,,2.97,,,100.0,13.87,0.0,0.0,,0.0,100.0,22.44,0.2585,40.42,0.1564,8.68
2021-02-10,528190.0,4906885.1,0.76,0.28,0.75,4.77,0.0,3531621.37,407902.0,380153.0,3789409.58,,32366.0,0.9,,,0.27,88192.0,27302.0,,0.9,32366.0,,71542.0,5300.0,3.54,0.06,,86.47,16.84,63849.0,593157.21,,0.61,85.33,30.08,0.3215,45.86,0.218,9.29
2021-02-11,514685.0,4596137.05,0.74,0.27,0.73,4.69,0.0,3376459.79,396747.0,378103.0,3542950.71,,2895.0,0.13,,,0.1,12000.0,14050.0,,0.13,2895.0,,,14050.0,3.78,0.12,,85.6,16.28,66744.0,596023.92,,0.68,84.7,29.39,0.2944,42.9,0.2112,8.93
2021-02-12,367122.0,3274728.24,0.53,0.19,0.52,3.28,0.0,2530987.56,342647.0,283743.0,3056411.24,,27060.0,0.13,,,0.77,14308.0,81160.0,,0.13,27060.0,,,108668.0,3.16,1.01,,100.0,14.01,0.0,0.0,,0.0,100.0,15.87,0.2811,45.87,0.1501,8.92
2021-02-15,597748.0,5433529.32,0.86,0.31,0.85,5.39,0.0,3488223.87,573273.0,383743.0,5211051.57,,45910.0,0.94,,,,100000.0,,,0.94,45910.0,,184716.0,,5.22,,,22.59,22.59,1964777.0,17859822.93,,17.83,22.65,17.78,0.2639,45.26,0.2355,9.09
2021-02-16,628348.0,5642565.04,0.91,0.32,0.89,5.7,0.0,3532220.14,583473.0,393343.0,5239587.54,,21000.0,0.21,,,0.09,21000.0,10800.0,,0.21,21000.0,,,11400.0,5.31,0.1,,84.63,23.11,106004.0,951915.92,,1.05,83.44,17.21,0.2507,42.36,0.2489,8.98
2021-02-17,560448.0,4775016.96,0.81,0.29,0.79,5.04,0.0,3421146.36,507373.0,401543.0,4322817.96,,,,,8200.0,0.7,,76100.0,,,,0.07,,,4.57,,,88.01,20.41,69104.0,588766.08,,0.66,87.46,18.39,0.2868,47.96,0.2255,8.52
2021-02-18,513342.0,4620078.0,0.74,0.27,0.73,4.58,0.0,3613887.0,460267.0,401543.0,4142403.0,,,,,,0.46,,47106.0,,,,,,,3.92,,,88.18,18.68,61724.0,555516.0,,0.6,86.77,19.56,0.3348,52.76,0.2084,9.0
2021-02-19,535449.0,4620924.87,0.77,0.27,0.76,4.71,0.0,3670710.09,465074.0,425343.0,4013588.62,,,0.09,,20000.0,0.1,12000.0,15193.0,,0.09,,0.18,20000.0,8200.0,4.18,0.07,,86.98,19.54,69631.0,600915.53,,0.66,86.29,23.21,0.3173,49.2,0.225,8.63
2021-02-22,551416.0,4510582.88,0.8,0.28,0.78,4.67,0.0,3090183.14,524972.0,377773.0,4294270.96,,33203.0,0.3,,,0.11,37398.0,12000.0,,0.3,33203.0,,38695.0,84968.0,4.52,0.85,,83.35,20.75,104831.0,857517.58,,0.99,82.02,32.07,0.2856,40.62,0.218,8.18
2021-02-23,453525.0,3596453.25,0.66,0.23,0.64,3.7,0.0,2494159.46,388753.0,314522.0,3082811.29,,,,,,1.2,,136219.0,,,,,,63251.0,3.19,0.55,,78.76,15.35,104831.0,831309.83,,0.95,77.03,28.38,0.2543,38.37,0.1791,7.93
2021-02-24,463508.0,3689523.68,0.67,0.23,0.66,3.71,0.0,2675491.32,398736.0,336117.0,3173938.56,,11521.0,0.17,,,0.18,21595.0,17764.0,,0.17,11521.0,,16226.0,,3.16,,,100.0,16.57,0.0,0.0,,0.0,100.0,32.49,0.2661,37.03,0.1926,7.96
2021-02-25,526692.0,4455814.32,0.76,0.27,0.75,4.25,0.0,2251349.82,421920.0,266117.0,3569443.2,,23184.0,0.24,,,,30000.0,,,0.24,23184.0,,,100000.0,3.34,0.77,,78.38,16.69,116403.0,984769.38,,1.02,76.66,28.71,0.2412,34.26,0.2083,8.46
2021-02-26,380692.0,3098832.88,0.55,0.2,0.54,3.23,0.0,2117352.38,315920.0,260117.0,2571588.8,,,,,,0.83,,106000.0,,,,,,6000.0,2.68,0.05,,73.07,12.51,116403.0,947520.42,,1.09,71.18,13.36,0.2672,45.72,0.1508,8.14
2021-03-01,432079.0,3495519.11,0.63,0.23,0.61,3.54,0.0,2256438.53,353916.0,278917.0,2863180.44,,28178.0,0.14,,,0.0,18800.0,182.0,,0.14,28178.0,,10000.0,,2.88,,,75.25,14.06,116403.0,941700.27,,1.04,73.51,16.34,0.2753,46.28,0.1716,8.09
2021-03-02,408307.0,3437944.94,0.59,0.23,0.58,3.37,0.0,2389579.16,324735.0,283798.0,2734268.7,,182.0,0.04,,,0.24,4881.0,29363.0,,0.04,182.0,,,,2.63,,,74.64,12.9,110337.0,929037.54,,0.98,72.78,17.12,0.2538,42.59,0.1621,8.42
2021-03-03,428307.0,3542098.89,0.62,0.24,0.61,3.62,0.0,2512409.46,344735.0,303798.0,2850958.45,,20000.0,0.19,,,,20000.0,,,0.19,20000.0,,,,2.9,,,77.88,13.44,97900.0,809633.0,,0.89,76.42,21.31,0.2528,41.36,0.167,8.27
2021-03-04,429307.0,3485972.84,0.62,0.25,0.61,3.57,0.0,2474959.76,345735.0,304798.0,2807368.2,,1000.0,0.0,,,,1000.0,,,0.0,1000.0,,,,2.86,,,76.94,13.14,103600.0,841232.0,,0.93,75.53,21.41,0.2531,41.36,0.1632,8.12
2021-03-05,430457.0,3447960.57,0.62,0.25,0.61,3.52,0.0,2441431.98,346885.0,304798.0,2778548.85,,1150.0,,,,,,,,,1150.0,,,,2.82,,,72.36,13.03,132487.0,1061220.87,,1.18,70.42,21.35,0.2513,41.17,0.1616,8.01
2021-03-08,447827.0,3515441.95,0.65,0.27,0.63,3.61,0.0,2485207.95,358674.0,316587.0,2815590.9,,6942.0,0.08,,,,11789.0,,,0.08,6942.0,,4847.0,,2.9,,,73.03,13.45,132487.0,1040022.95,,1.19,70.89,20.5,0.2559,42.06,0.168,7.85
2021-03-09,447827.0,3649790.05,0.65,0.28,0.63,3.59,0.0,2580184.05,358674.0,316587.0,2923193.1,,899.0,,,,0.01,,899.0,,,899.0,,,,2.86,,,73.03,13.49,132487.0,1079769.05,,1.19,70.62,20.23,0.2501,41.14,0.1684,8.15
2021-03-10,487734.0,4145739.0,0.71,0.31,0.69,4.04,0.0,2435989.5,350674.0,286587.0,2980729.0,,,,,,0.07,,8000.0,,,,,,30000.0,2.86,0.22,,73.8,13.24,124487.0,1058139.5,,1.12,71.9,20.98,0.2294,37.84,0.1841,8.5
2021-03-11,478911.0,3869600.88,0.69,0.31,0.68,4.03,0.0,2365153.36,338351.0,292717.0,2733876.08,,39554.0,0.12,,,0.42,13948.0,51877.0,,0.12,39554.0,,,7818.0,2.87,0.07,,100.0,13.11,0.0,0.0,,0.0,100.0,23.13,0.2446,39.14,0.1855,8.08
2021-03-12,404511.0,3151140.69,0.59,0.27,0.57,3.27,0.0,1700689.43,282751.0,218317.0,2202630.29,,,,,,0.53,,55600.0,,,,,,74400.0,2.28,0.64,,100.0,10.91,0.0,0.0,,0.0,100.0,27.36,0.3074,46.8,0.1561,7.79
2021-03-15,429749.0,3480966.9,0.62,0.32,0.61,3.41,0.0,1914167.7,289989.0,236317.0,2348910.9,,7238.0,0.16,,,,18000.0,,,0.16,7238.0,,,,2.26,,,100.0,11.18,0.0,0.0,,0.0,100.0,30.65,0.2946,43.17,0.1657,8.1
2021-03-16,456834.0,3700355.4,0.66,0.37,0.65,3.73,0.0,2044707.3,292958.0,252433.0,2372959.8,,2969.0,0.13,,,,16116.0,,,0.13,2969.0,,,,2.38,,,65.16,10.84,156648.0,1268848.8,,1.39,63.05,35.56,0.3055,40.96,0.169,8.1
2021-03-17,432068.0,3590485.08,0.63,0.37,0.61,3.54,0.0,1967267.85,286192.0,236735.0,2378255.52,,694.0,0.07,,,0.2,6510.0,23970.0,,0.07,694.0,,16510.0,22208.0,2.31,0.18,,68.5,10.79,131580.0,1093429.8,,1.17,66.37,39.65,0.347,42.91,0.1628,8.31
2021-03-18,454517.0,3931572.05,0.66,0.4,0.64,3.85,0.0,2046892.75,302141.0,236635.0,2613519.65,,4400.0,,,,,,,,,4400.0,,11549.0,100.0,2.52,0.0,,75.5,11.49,98023.0,847898.95,,0.92,73.31,37.73,0.3167,40.84,0.1729,8.65
2021-03-19,425753.0,3793459.23,0.62,0.37,0.6,3.75,0.0,1974767.85,263377.0,221635.0,2346689.07,,,,,,0.27,,38764.0,,,,,,15000.0,2.29,0.13,,66.32,9.89,133765.0,1191846.15,,1.28,64.14,40.15,0.3558,43.64,0.1599,8.91
2021-03-22,425753.0,3567810.14,0.62,0.36,0.6,3.75,0.0,1857301.3,263377.0,221635.0,2207099.26,,6650.0,,,,0.07,,7887.0,,,6650.0,,1237.0,,2.33,,,66.32,9.93,133765.0,1120950.7,,1.31,64.1,39.09,0.3567,44.7,0.1605,8.38
2021-03-23,443810.0,3728004.0,0.64,0.39,0.63,3.76,0.0,2008734.0,263934.0,239135.0,2217045.6,,557.0,0.14,,,,17500.0,,,0.14,557.0,,,,2.22,,,66.27,9.95,134322.0,1128304.8,,1.24,64.16,38.09,0.3309,42.33,0.1673,8.4
2021-03-24,497437.0,4143650.21,0.72,0.45,0.7,4.21,0.0,2438707.46,293561.0,292762.0,2445363.13,,16007.0,0.34,,12000.0,,41627.0,,,0.34,16007.0,0.1,13620.0,,2.47,,,100.0,11.53,0.0,0.0,,0.0,100.0,37.41,0.296,37.75,0.1953,8.33
2021-03-25,471437.0,3790353.48,0.68,0.46,0.67,3.92,0.0,2353806.48,267561.0,292762.0,2151190.44,,,,,,0.23,,26000.0,,,,,,,2.23,,,71.18,10.25,108322.0,870908.88,,0.99,69.24,39.19,0.329,40.25,0.1805,8.04
2021-03-26,423437.0,3531464.58,0.61,0.42,0.6,3.47,0.0,2041315.08,267561.0,244762.0,2231458.74,,535.0,,,,0.0,,535.0,,,535.0,,,48000.0,2.16,0.4,,73.39,10.63,97023.0,809171.82,,0.86,71.53,43.72,0.3957,44.84,0.1682,8.34
2021-03-29,405437.0,3267822.22,0.59,0.41,0.57,3.36,0.0,1827701.72,267561.0,226762.0,2156541.66,,,,,,,,,,,,,,18000.0,2.21,0.18,,74.62,10.84,91023.0,733645.38,,0.82,72.82,41.58,0.392,46.41,0.1643,8.06
2021-03-30,400936.0,3243572.24,0.58,0.41,0.57,3.27,0.0,1794054.58,263060.0,221762.0,2128155.4,,499.0,,,,0.04,,5000.0,,,499.0,,,5000.0,2.12,0.04,,70.74,10.06,108821.0,880361.89,,0.96,68.79,42.22,0.4008,46.86,0.1534,8.09
2021-03-31,423336.0,3539088.96,0.61,0.44,0.6,3.48,0.0,1957594.32,273060.0,234162.0,2282781.6,,11237.0,,,12400.0,0.01,,1237.0,,,11237.0,0.1,,,2.21,,,69.68,10.36,118821.0,993343.56,,1.06,67.66,40.43,0.3602,43.89,0.1606,8.36
2021-04-01,427837.0,3458634.31,0.62,0.45,0.61,3.57,0.0,1892965.61,277561.0,234162.0,2243803.12,,4501.0,,,,,,,,,4501.0,,,,2.32,,,75.69,10.55,89123.0,720470.33,,0.82,73.91,39.09,0.3514,44.01,0.1626,8.084
2021-04-02,427837.0,3458634.31,0.62,0.47,0.61,3.52,0.0,1892965.61,280137.0,234162.0,2264627.51,,2576.0,,,,,,,,,2576.0,,,,2.29,,,74.16,10.61,97623.0,789184.33,,0.91,71.57,39.65,0.3539,43.82,0.1621,
2021-04-05,427837.0,3458634.31,0.62,0.47,0.61,3.5,0.0,1892965.61,280137.0,234162.0,2264627.51,,,,,,,,,,,,,,,2.28,,,74.16,10.61,97623.0,789184.33,,0.89,72.03,39.89,0.3529,43.48,0.1621,
2021-04-06,483393.0,3928051.52,0.7,0.53,0.68,3.93,0.0,2395040.99,333117.0,294738.0,2706908.74,,44980.0,0.49,,,,60576.0,,,0.49,44980.0,,8000.0,,2.69,,,70.61,12.21,138623.0,1126450.5,,1.23,68.59,35.08,0.2929,38.52,0.1771,8.126
2021-04-07,482673.0,3833388.97,0.7,0.53,0.68,3.92,0.0,2340809.2,332397.0,294738.0,2639896.97,,,,,,0.0,,720.0,,,,,,,2.7,,,66.48,11.97,167582.0,1330936.24,,1.49,64.35,34.76,0.2945,39.0,0.1739,7.942
2021-04-08,493601.0,3928076.76,0.71,0.55,0.7,3.94,0.0,2425105.0,353325.0,304738.0,2811760.35,,928.0,,,10000.0,,,,,,928.0,0.08,20000.0,,2.8,,,67.71,12.71,168510.0,1341002.58,,1.47,65.58,34.29,0.2834,37.8,0.1776,7.958
2021-04-09,531636.0,2605548.04,0.77,0.65,0.75,3.8,0.0,1542530.94,343325.0,314738.0,1682635.83,,,0.02,,,0.08,10000.0,10000.0,,0.02,,,,,2.71,,,67.08,12.55,168510.0,825867.51,,1.48,64.69,33.23,0.2869,39.21,0.1944,4.901
2021-04-12,521030.0,2434252.16,0.75,0.45,0.74,2.69,0.0,1721417.09,339003.0,368454.0,1583822.02,,8313.0,0.05,,64300.0,0.25,50000.0,22635.0,,0.05,8313.0,0.31,10000.0,60584.0,1.66,0.45,,65.72,12.1,176823.0,826117.06,,0.95,63.56,20.89,0.2247,36.48,0.186,4.672
2021-04-13,662010.0,3373602.96,0.96,0.48,0.94,3.51,0.0,2999561.66,452610.0,588611.0,2306500.56,,30000.0,0.92,,100000.0,0.25,186502.0,50402.0,,0.92,30000.0,0.8,134009.0,66345.0,2.11,0.48,,68.64,16.92,206823.0,1053970.01,,1.06,66.52,22.96,0.214,30.84,0.2474,5.096
2021-04-14,1070335.0,5163296.04,1.55,0.72,1.52,5.34,1.0,3827983.9,887287.0,793529.0,4280272.49,,107025.0,1.57,,,0.12,329218.0,40850.0,,1.57,107025.0,,368502.0,124300.0,4.51,0.54,,83.97,34.11,169423.0,817296.55,,0.95,82.62,18.54,0.2589,41.41,0.4114,4.824
2021-04-15,1150291.0,5420171.19,1.66,0.74,1.63,5.53,1.0,4078372.65,995618.0,865529.0,4691352.02,,88983.0,,,80000.0,0.04,,8000.0,,,88983.0,0.39,27348.0,8000.0,4.8,0.04,,80.34,36.08,243574.0,1147720.69,,1.28,78.94,17.62,0.2337,38.86,0.4169,4.712
2021-04-16,1293805.0,5994198.57,1.87,0.82,1.83,6.16,1.0,5087761.38,989813.0,1098157.0,4585803.63,,3237.0,1.48,,,0.84,305331.0,171928.0,,1.48,3237.0,,162886.0,72703.0,4.65,0.37,,57.34,35.99,736397.0,3411727.3,,3.58,56.48,28.64,0.2206,30.41,0.4704,4.633
2021-04-19,1014961.0,4684045.01,1.47,0.63,1.44,4.76,1.0,3640178.17,908600.0,788771.0,4193189.0,,,,,,0.71,,146213.0,,,,,65000.0,309386.0,4.2,1.51,,57.45,34.96,672924.0,3105544.26,,3.2,56.78,20.77,0.1746,21.21,0.3906,4.615
2021-04-20,945220.0,4072007.76,1.37,0.59,1.34,4.38,1.0,3097852.64,729264.0,719093.0,3141669.31,,19798.0,,,,0.92,,199134.0,,,19798.0,,,69678.0,3.36,0.33,,59.1,29.05,504723.0,2174346.68,,2.33,59.03,21.87,0.1804,21.99,0.3765,4.308
2021-04-21,888554.0,4082017.08,1.29,0.53,1.26,3.97,1.0,2973916.71,658743.0,647348.0,3026265.34,,23555.0,0.01,,4400.0,0.48,13855.0,100000.0,,0.01,23555.0,0.02,5924.0,90000.0,2.85,0.42,,56.62,27.52,504723.0,2318697.46,,2.17,56.68,24.04,0.2183,27.13,0.3712,4.594
2021-04-22,857869.0,3638222.43,1.24,0.49,1.21,3.96,1.0,2651129.68,622076.0,625119.0,2638224.32,,7242.0,0.27,,6800.0,0.34,55703.0,85960.0,,0.27,7242.0,0.03,42051.0,84732.0,2.85,0.3,,54.51,25.84,519182.0,2201850.86,,2.39,54.45,23.37,0.2351,33.65,0.3564,4.241
2021-04-23,589222.0,2975571.1,0.85,0.33,0.83,2.61,0.0,2194063.4,403058.0,434468.0,2035442.9,,,,,,1.05,,219018.0,,,,,,190651.0,1.71,0.89,,58.06,16.75,291153.0,1470322.65,,1.23,58.01,24.25,0.2654,39.16,0.2448,5.05
2021-04-26,530332.0,3128958.8,0.77,0.28,0.75,2.73,0.0,1982594.7,357151.0,336033.0,2107190.9,,930.0,,,,0.3,,91855.0,,,930.0,,45018.0,98435.0,1.86,0.4,,46.31,14.87,414062.0,2442965.8,,2.09,47.04,27.49,0.2352,32.85,0.2207,5.9
2021-04-27,460264.0,2654802.75,0.67,0.22,0.65,2.68,0.0,1532644.12,292961.0,265715.0,1689799.05,,8100.0,0.22,,,0.46,34298.0,94273.0,,0.22,8100.0,,21983.0,104616.0,1.69,0.38,,100.0,12.21,0.0,0.0,,0.0,100.0,29.85,0.2824,40.52,0.1918,5.768
2021-04-28,817583.0,4516328.49,1.18,0.37,1.16,4.71,1.0,3204560.78,572262.0,580116.0,3161175.29,,97828.0,0.83,,161037.0,,153364.0,,,0.83,97828.0,0.96,181473.0,,3.28,,,83.24,23.74,115207.0,636403.47,,0.66,83.18,24.39,0.2092,27.34,0.3392,5.524
