,MLONL FP Equity_DX_SI_QTY,MLONL FP Equity_DX_SHORT_INTEREST_VALUE,MLONL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLONL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLONL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLONL FP Equity_DX_SI_MV,MLONL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLONL FP Equity_DX_SUPPLY_SI_QTY,MLONL FP Equity_DX_BROKER_SI_QTY,MLONL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLONL FP Equity_DX_SUPPLY_SI_MV,MLONL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLONL FP Equity_DX_UTILIZATION_QUANTITY,MLONL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLONL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLONL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLONL FP Equity_DX_ACTIVE_UTILIZATION_MV,MLONL FP Equity_DX_BROKER_SI_CON_RATIO,MLONL FP Equity_DX_DEMAND_SUPPLY_RATIO,MLONL FP Equity_PX_LAST
2025-03-11,,,,,,,,,,,,,,,,,,,,1.1
2025-03-12,,,,,,,,,,,,,,,,,,,,1.09
2025-03-13,,,,,,,,,,,,,,,,,,,,1.09
2025-03-14,,,,,,,,,,,,,,,,,,,,1.09
2025-03-17,,,,,,,,,,,,,,,,,,,,1.09
2025-03-18,,,,,,,,,,,,,,,,,,,,0.91
2025-03-19,,,,,,,,,,,,,,,,,,,,0.91
2025-03-20,,,,,,,,,,,,,,,,,,,,1.1
2025-03-21,,,,,,,,,,,,,,,,,,,,1.09
2025-03-24,,,,,,,,,,,,,,,,,,,,1.1
2025-03-25,,,,,,,,,,,,,,,,,,,,0.91
2025-03-26,,,,,,,,,,,,,,,,,,,,0.91
2025-03-27,,,,,,,,,,,,,,,,,,,,0.91
2025-03-28,,,,,,,,,,,,,,,,,,,,0.91
2025-03-31,,,,,,,,,,,,,,,,,,,,0.86
2025-04-01,,,,,,,,,,,,,,,,,,,,0.86
2025-04-02,,,,,,,,,,,,,,,,,,,,0.86
2025-04-03,,,,,,,,,,,,,,,,,,,,0.86
2025-04-04,,,,,,,,,,,,,,,,,,,,0.86
2025-04-07,,,,,,,,,,,,,,,,,,,,0.84
2025-04-08,,,,,,,,,,,,,,,,,,,,0.84
2025-04-09,,,,,,,,,,,,,,,,,,,,0.84
2025-04-10,,,,,,,,,,,,,,,,,,,,1.09
2025-04-11,,,,,,,,,,,,,,,,,,,,1.09
2025-04-14,,,,,,,,,,,,,,,,,,,,1.09
2025-04-15,,,,,,,,,,,,,,,,,,,,1.09
2025-04-16,,,,,,,,,,,,,,,,,,,,1.09
2025-04-17,,,,,,,,,,,,,,,,,,,,1.09
2025-04-22,,,,,,,,,,,,,,,,,,,,0.9
2025-04-23,,,,,,,,,,,,,,,,,,,,0.9
2025-04-24,,,,,,,,,,,,,,,,,,,,0.9
2025-04-25,,,,,,,,,,,,,,,,,,,,0.9
2025-04-28,,,,,,,,,,,,,,,,,,,,0.9
2025-04-29,,,,,,,,,,,,,,,,,,,,0.9
2025-04-30,,,,,,,,,,,,,,,,,,,,0.8
2025-05-02,,,,,,,,,,,,,,,,,,,,0.73
2025-05-05,,,,,,,,,,,,,,,,,,,,0.73
2025-05-06,,,,,,,,,,,,,,,,,,,,0.73
2025-05-07,,,,,,,,,,,,,,,,,,,,0.73
2025-05-08,,,,,,,,,,,,,,,,,,,,0.73
2025-05-09,,,,,,,,,,,,,,,,,,,,0.73
2025-05-12,,,,,,,,,,,,,,,,,,,,0.73
2025-05-13,,,,,,,,,,,,,,,,,,,,0.73
2025-05-14,,,,,,,,,,,,,,,,,,,,0.73
2025-05-15,,,,,,,,,,,,,,,,,,,,0.73
2025-05-16,,,,,,,,,,,,,,,,,,,,0.73
2025-05-19,,,,,,,,,,,,,,,,,,,,0.73
2025-05-20,,,,,,,,,,,,,,,,,,,,0.9
2025-05-21,,,,,,,,,,,,,,,,,,,,0.9
2025-05-22,,,,,,,,,,,,,,,,,,,,0.805
2025-05-23,,,,,,,,,,,,,,,,,,,,0.805
2025-05-26,,,,,,,,,,,,,,,,,,,,0.975
2025-05-27,,,,,,,,,,,,,,,,,,,,0.9
2025-05-28,,,,,,,,,,,,,,,,,,,,0.975
2025-05-29,,,,,,,,,,,,,,,,,,,,0.975
2025-05-30,,,,,,,,,,,,,,,,,,,,0.975
2025-06-02,,,,,,,,,,,,,,,,,,,,0.96
2025-06-03,,,,,,,,,,,,,,,,,,,,0.96
2025-06-04,,,,,,,,,,,,,,,,,,,,0.805
2025-06-05,,,,,,,,,,,,,,,,,,,,0.805
2025-06-06,,,,,,,,,,,,,,,,,,,,0.805
2025-06-09,,,,,,,,,,,,,,,,,,,,0.825
2025-06-10,,,,,,,,,,,,,,,,,,,,0.96
2025-06-11,,,,,,,,,,,,,,,,,,,,0.805
2025-06-12,,,,,,,,,,,,,,,,,,,,0.805
2025-06-13,,,,,,,,,,,,,,,,,,,,0.805
2025-06-16,,,,,,,,,,,,,,,,,,,,0.805
2025-06-17,,,,,,,,,,,,,,,,,,,,0.805
2025-06-18,,,,,,,,,,,,,,,,,,,,0.805
2025-06-19,,,,,,,,,,,,,,,,,,,,0.805
2025-06-20,,,,,,,,,,,,,,,,,,,,0.805
2025-06-23,,,,,,,,,,,,,,,,,,,,0.805
2025-06-24,,,,,,,,,,,,,,,,,,,,0.805
2025-06-25,,,,,,,,,,,,,,,,,,,,0.805
2025-06-26,,,,,,,,,,,,,,,,,,,,0.725
2025-06-27,,,,,,,,,,,,,,,,,,,,0.725
2025-06-30,,,,,,,,,,,,,,,,,,,,0.725
2025-07-01,,,,,,,,,,,,,,,,,,,,0.725
2025-07-02,,,,,,,,,,,,,,,,,,,,0.655
2025-07-03,,,,,,,,,,,,,,,,,,,,0.655
2025-07-04,,,,,,,,,,,,,,,,,,,,0.655
2025-07-07,,,,,,,,,,,,,,,,,,,,0.655
2025-07-08,,,,,,,,,,,,,,,,,,,,0.655
2025-07-09,,,,,,,,,,,,,,,,,,,,0.655
2025-07-10,,,,,,,,,,,,,,,,,,,,0.655
2025-07-11,,,,,,,,,,,,,,,,,,,,0.655
2025-07-14,,,,,,,,,,,,,,,,,,,,0.655
2025-07-15,,,,,,,,,,,,,,,,,,,,0.655
2025-07-16,,,,,,,,,,,,,,,,,,,,0.655
2025-07-17,,,,,,,,,,,,,,,,,,,,0.69
2025-07-18,,,,,,,,,,,,,,,,,,,,0.66
2025-07-21,,,,,,,,,,,,,,,,,,,,0.665
2025-07-22,,,,,,,,,,,,,,,,,,,,0.665
2025-07-23,,,,,,,,,,,,,,,,,,,,0.665
2025-07-24,,,,,,,,,,,,,,,,,,,,0.665
2025-07-25,,,,,,,,,,,,,,,,,,,,0.66
2025-07-28,,,,,,,,,,,,,,,,,,,,0.66
2025-07-29,,,,,,,,,,,,,,,,,,,,0.66
2025-07-30,,,,,,,,,,,,,,,,,,,,0.85
2025-07-31,,,,,,,,,,,,,,,,,,,,0.81
2025-08-01,,,,,,,,,,,,,,,,,,,,0.81
2025-08-04,,,,,,,,,,,,,,,,,,,,0.81
2025-08-05,,,,,,,,,,,,,,,,,,,,0.81
2025-08-06,,,,,,,,,,,,,,,,,,,,0.81
2025-08-07,,,,,,,,,,,,,,,,,,,,0.81
2025-08-08,,,,,,,,,,,,,,,,,,,,0.81
2025-08-11,,,,,,,,,,,,,,,,,,,,0.81
2025-08-12,,,,,,,,,,,,,,,,,,,,0.8
2025-08-13,,,,,,,,,,,,,,,,,,,,0.8
2025-08-14,,,,,,,,,,,,,,,,,,,,0.8
2025-08-15,,,,,,,,,,,,,,,,,,,,0.8
2025-08-18,,,,,,,,,,,,,,,,,,,,0.66
2025-08-19,,,,,,,,,,,,,,,,,,,,0.66
2025-08-20,,,,,,,,,,,,,,,,,,,,0.78
2025-08-21,,,,,,,,,,,,,,,,,,,,0.78
2025-08-22,,,,,,,,,,,,,,,,,,,,0.78
2025-08-25,,,,,,,,,,,,,,,,,,,,0.78
2025-08-26,,,,,,,,,,,,,,,,,,,,0.78
2025-08-27,,,,,,,,,,,,,,,,,,,,0.64
2025-08-28,,,,,,,,,,,,,,,,,,,,0.64
2025-08-29,,,,,,,,,,,,,,,,,,,,0.6
