,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_y,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity
2015-01-05,260131.0,54495043.36,3.0,14.61,1.73,56.24,1.0,23547390.96,229713.0,112403.0,48122753.13,,,,0.43,,,,0.27,800.0,465.0,,,0.43,,,,10628.0,49.42,1.46,,,18.58,18.58,1006846.0,210924943.29,,217.05,18.55,29.22,0.3502,49.78,0.2104
2015-01-06,248994.0,51068583.12,2.88,13.8,1.65,52.94,1.0,22809337.56,219229.0,111211.0,44963791.94,,,1580.0,,,,,2.81,,12107.0,,,,1580.0,,43.0,1192.0,46.35,0.66,,,17.51,17.51,1033020.0,211872044.05,,218.73,17.49,30.24,0.3705,51.26,0.1988
2015-01-07,252291.0,52578787.87,2.91,14.03,1.67,52.81,1.0,23865744.21,219030.0,114516.0,45647018.35,,,167.0,0.28,,,,0.0,3419.0,366.0,,,0.28,167.0,,,114.0,45.99,0.03,,,17.48,17.48,1033782.0,215445673.77,,216.73,17.51,30.0,0.3664,50.79,0.2014
2015-01-08,245602.0,51717939.28,2.84,13.84,1.63,51.94,1.0,24481801.2,211016.0,116261.0,44434950.35,,,,0.6,,,,2.15,2342.0,10776.0,,,0.6,,,2762.0,597.0,44.75,0.0,,,16.62,16.62,1058626.0,222921455.0,,224.15,16.64,30.63,0.347,48.15,0.1934
2015-01-09,246238.0,51985504.58,2.84,13.67,1.63,52.48,1.0,24679170.27,210995.0,116897.0,44545039.92,,,554.0,0.29,,,,0.1,1000.0,575.0,,,0.29,554.0,,,364.0,44.99,0.0,,,16.6,16.6,1059769.0,223737303.77,,225.98,16.6,30.39,0.3454,48.01,0.1938
2015-01-12,246106.0,53317593.73,2.84,13.74,1.63,52.67,1.0,25144666.11,211098.0,116064.0,45733291.35,,,,,,,,0.12,,649.0,,,,,,752.0,833.0,45.46,0.1,,,16.75,16.75,1049438.0,227355322.2,,225.82,16.76,30.34,0.3481,48.33,0.1952
2015-01-13,248629.0,55409824.67,2.87,13.69,1.65,54.73,1.0,26297876.44,211665.0,118001.0,47171973.25,,,,0.9,,,,0.27,1956.0,1428.0,,,0.9,,,1995.0,19.0,46.93,0.0,,,16.78,16.78,1049609.0,233917405.68,,232.28,16.81,30.43,0.3383,47.26,0.1971
2015-01-14,247433.0,53702744.97,2.86,13.25,1.64,55.68,1.0,26392442.38,208699.0,121602.0,45295935.36,,,,1.48,,,,0.61,3601.0,3966.0,,,1.48,,,1000.0,,46.57,,,,16.54,16.54,1052777.0,228494237.81,,235.71,16.5,30.88,0.3382,46.56,0.1961
2015-01-15,235146.0,51279616.31,2.72,12.4,1.56,52.1,1.0,27549714.68,193590.0,126331.0,42217264.68,,,946.0,0.55,,,,3.96,4729.0,17055.0,,,0.55,946.0,,1000.0,,42.84,,,,15.23,15.23,1077594.0,234997009.75,,238.49,15.23,33.65,0.3201,41.91,0.185
2015-01-16,236039.0,52627290.31,2.73,12.59,1.57,52.31,1.0,28603557.35,194097.0,128290.0,43275895.79,,,2587.0,0.28,,504.0,,0.46,1455.0,2965.0,,,0.28,2587.0,0.11,885.0,,43.19,,,,15.25,15.25,1078816.0,240532974.74,,239.75,15.27,33.92,0.317,41.31,0.1854
2015-01-19,224256.0,50686145.44,2.59,11.88,1.49,50.14,1.0,29167316.35,182638.0,129048.0,41279681.39,,,1156.0,0.56,,,,2.6,2056.0,12615.0,,,0.56,1156.0,,,1298.0,41.38,0.28,,,14.27,14.27,1097519.0,248060286.7,,247.78,14.31,36.55,0.32,39.13,0.1752
2015-01-20,227801.0,51105245.93,2.63,12.22,1.51,52.35,1.0,29146463.59,185183.0,129920.0,41544254.67,,,6794.0,0.24,,,,1.0,1000.0,4486.0,,,0.24,6794.0,,237.0,128.0,42.43,0.01,,,14.4,14.4,1100562.0,246901864.66,,252.39,14.39,36.14,0.3184,39.3,0.1772
2015-01-21,224873.0,50270855.74,2.6,12.28,1.49,51.03,1.0,29149195.99,180665.0,130391.0,40388059.72,,,1505.0,0.23,,,,1.84,2162.0,7923.0,,,0.23,1505.0,,1900.0,1691.0,40.91,0.41,,,14.15,14.15,1096106.0,245036916.85,,248.67,14.13,36.84,0.308,37.1,0.1761
2015-01-22,217809.0,48777653.69,2.52,11.89,1.44,49.84,1.0,28380120.74,174404.0,126727.0,39057237.83,,,2676.0,,,,,2.52,,11741.0,,,,2676.0,,2804.0,3664.0,39.93,0.66,,,13.66,13.66,1102470.0,246894755.79,,251.76,13.69,34.78,0.2954,37.06,0.1706
2015-01-23,230093.0,52470868.15,2.66,11.62,1.53,52.71,1.0,28629761.07,187492.0,125546.0,42756050.86,,,9810.0,,,,,0.63,,2780.0,,,,9810.0,,6058.0,1181.0,43.16,0.25,,,14.67,14.67,1090778.0,248743197.84,,250.38,14.7,34.54,0.307,39.32,0.18
2015-01-26,229144.0,52740596.84,2.65,12.02,1.52,52.97,1.0,30334635.43,185744.0,131796.0,42751498.71,,,,,,6651.0,,1.66,,7199.0,,,,,1.53,5451.0,401.0,43.07,0.0,,,14.45,14.45,1099378.0,253036744.91,,254.68,14.47,34.45,0.3036,38.9,0.1783
2015-01-27,228851.0,51092399.6,2.64,12.39,1.52,53.09,1.0,29082019.52,186480.0,130263.0,41632812.08,,,1240.0,0.08,,,,0.12,100.0,504.0,,,0.08,1240.0,,,1633.0,42.92,0.37,,,14.48,14.48,1101412.0,245897033.55,,254.2,14.45,34.44,0.3081,39.44,0.1777
2015-01-28,231991.0,53247073.69,2.68,12.52,1.54,52.74,1.0,30158751.8,190620.0,131398.0,43751512.71,,,32.0,0.17,,,,,2135.0,,,,0.17,32.0,,4108.0,1000.0,43.68,0.48,,,14.8,14.8,1097228.0,251838132.37,,250.76,14.84,34.98,0.3052,38.95,0.1801
2015-01-29,228828.0,51832404.92,2.64,12.27,1.52,53.23,1.0,29046831.88,188674.0,128235.0,42737021.54,,,,,,,,0.43,,1946.0,,,,,,,3163.0,43.73,0.5,,,14.63,14.63,1100978.0,249385291.59,,255.6,14.61,35.47,0.3107,39.45,0.1774
2015-01-30,238456.0,53766201.68,2.75,12.69,1.58,54.83,1.0,29312158.15,196502.0,130001.0,44306564.58,,,,0.22,,,,0.07,1866.0,134.0,,,0.22,,,7962.0,100.0,45.1,0.13,,,15.24,15.24,1092582.0,246351461.76,,251.03,15.23,34.4,0.3149,41.22,0.185
2015-02-02,233711.0,52811625.36,2.7,12.82,1.55,53.5,1.0,27986584.34,192456.0,123851.0,43489241.72,,,,,,2000.0,,1.65,,7201.0,,,,,0.47,3155.0,8150.0,44.12,2.13,,,14.93,14.93,1096608.0,247800278.41,,249.99,15.0,34.75,0.3303,42.92,0.1813
2015-02-03,234939.0,53865747.44,2.71,12.47,1.56,53.56,1.0,28909113.55,192063.0,126089.0,44035332.79,,,1750.0,0.49,,,,1.17,2238.0,4143.0,,,0.49,1750.0,,2000.0,,43.92,,,,14.91,14.91,1096390.0,251375322.26,,250.65,14.91,35.65,0.3292,42.05,0.1823
2015-02-04,232659.0,53492226.63,2.69,12.43,1.54,54.38,1.0,28498654.58,190522.0,123952.0,43804219.92,,,,,,1000.0,,0.5,,2681.0,,,,,0.23,1140.0,3137.0,44.61,0.21,,,14.8,14.8,1097161.0,252255811.57,,255.96,14.84,34.71,0.326,42.42,0.1807
2015-02-05,237748.0,55612411.76,2.75,13.46,1.58,55.33,1.0,29553538.0,193774.0,126344.0,45326309.69,,,4697.0,0.45,,,,1.59,2392.0,6808.0,,,0.45,4697.0,,5363.0,,45.23,,,,15.01,15.01,1096818.0,256560283.34,,255.99,15.02,34.16,0.3255,42.63,0.1842
2015-02-06,236651.0,55040557.52,2.73,13.48,1.57,56.41,1.0,29259636.76,192035.0,125804.0,44663717.72,,,,0.38,,,,0.98,812.0,4244.0,,,0.38,,,2505.0,1352.0,45.69,0.0,,,14.94,14.94,1093400.0,254304209.95,,259.72,14.96,33.87,0.3244,42.59,0.1841
2015-02-09,267292.0,61270308.66,3.09,15.21,1.77,62.91,1.0,28244096.65,221928.0,123215.0,50871694.86,,,6613.0,0.11,,,,0.9,748.0,3337.0,,,0.11,6613.0,,26617.0,3337.0,52.04,0.99,,,17.92,17.92,1016778.0,233072078.11,,239.18,17.87,28.75,0.3565,50.06,0.2158
2015-02-10,265080.0,60619395.68,3.06,14.7,1.76,61.72,1.0,28678956.51,217522.0,125409.0,49743670.54,,,,0.4,,,,1.06,2345.0,4406.0,,,0.4,,,,151.0,50.62,0.25,,,16.92,16.92,1068391.0,244323286.45,,248.2,16.94,28.89,0.3479,48.92,0.2061
2015-02-11,261010.0,59122030.56,2.97,14.49,1.72,60.36,1.0,28608303.66,212411.0,126299.0,48113749.02,,,,0.18,,,,1.35,890.0,5111.0,,,0.18,,,,,48.95,,,,16.49,16.49,1075751.0,243671060.47,,248.77,16.44,29.37,0.3407,47.67,0.2026
2015-02-12,262120.0,60278739.81,2.98,14.45,1.72,60.14,1.0,29211916.23,212836.0,127027.0,48945085.71,,,,0.0,,,,0.38,728.0,1640.0,,,0.0,,,2065.0,,48.94,,,,17.03,17.03,1036799.0,238428724.08,,237.83,17.07,29.1,0.3404,47.82,0.2098
2015-02-13,257617.0,58213659.14,2.93,14.05,1.69,59.73,1.0,27931899.65,211105.0,123609.0,47703352.31,,,,,,,,0.27,,1731.0,,,,,,,3418.0,48.85,0.48,,,16.36,16.36,1079593.0,243955402.45,,250.51,16.32,29.21,0.3446,48.14,0.1996
2015-02-16,256617.0,58468809.92,2.92,13.88,1.69,59.18,1.0,27935804.39,211024.0,122609.0,48080688.9,,,42.0,,,,,0.0,,123.0,,,,42.0,,,1000.0,48.63,0.24,,,16.48,16.48,1069636.0,243710837.42,,245.75,16.52,29.31,0.3471,48.28,0.2004
2015-02-17,258778.0,58731363.82,2.94,14.27,1.7,59.65,1.0,28317369.58,211024.0,124770.0,47893280.41,,,5918.0,0.32,,1000.0,,1.77,1163.0,7623.0,,,0.32,5918.0,0.23,1705.0,2.0,48.54,0.05,,,16.49,16.49,1068438.0,242489009.49,,246.49,16.45,28.99,0.3419,47.84,0.2023
2015-02-18,251099.0,57124841.42,2.85,13.99,1.65,57.8,1.0,27922351.49,201165.0,122736.0,45764892.43,,,73.0,0.46,,,,2.31,2179.0,9932.0,,,0.46,73.0,,,4213.0,46.27,1.02,,,15.7,15.7,1079973.0,245693078.7,,248.48,15.7,28.15,0.3352,47.13,0.196
2015-02-19,243042.0,55339844.93,2.76,13.66,1.6,56.09,1.0,27473420.27,193144.0,120658.0,43978238.37,,,709.0,0.28,,,,1.7,1214.0,7463.0,,,0.28,709.0,,,3292.0,44.59,0.72,0.29,,15.1,15.1,1086198.0,247323626.71,1267.0,250.42,15.12,28.2,0.3279,46.27,0.19
2015-02-20,240752.0,55151012.44,2.74,13.78,1.58,55.6,1.0,27377353.66,189854.0,119511.0,43491394.94,,,,,,,,0.73,,3290.0,,,,,,,1147.0,43.88,0.24,,,15.42,15.42,1041639.0,238616690.39,,240.74,15.42,28.01,0.327,46.22,0.1955
2015-02-23,242163.0,55713200.26,2.75,13.96,1.59,56.39,1.0,27587539.26,194322.0,119912.0,44706666.59,,,3911.0,0.2,,,,0.02,854.0,71.0,,,0.2,3911.0,,628.0,453.0,45.32,0.0,,,15.78,15.78,1036970.0,238570373.14,,241.25,15.81,27.63,0.324,46.17,0.1967
2015-02-24,308596.0,71469094.53,3.51,18.0,2.03,72.01,1.0,48589887.25,167015.0,209806.0,38679732.8,,,,22.14,,,,6.31,94781.0,27307.0,,,22.14,,,,4887.0,39.04,1.1,,,13.11,13.11,1106961.0,256365929.39,,258.5,13.12,28.68,0.3768,52.58,0.2422
2015-02-25,241848.0,55950971.94,2.75,14.56,1.59,56.72,1.0,50718118.93,90631.0,219229.0,20967270.92,,,,2.25,,,,17.83,9638.0,76384.0,,,2.25,,,,215.0,21.23,0.0,,,7.11,7.11,1183219.0,273734961.89,,277.41,7.11,17.0,0.4852,67.2,0.1899
2015-02-26,240126.0,56725486.64,2.73,14.36,1.58,56.53,1.0,51382151.14,88204.0,217507.0,20836622.54,,,,0.07,,,,0.36,100.0,2427.0,,,0.07,,,,1822.0,21.02,0.35,,,6.92,6.92,1187023.0,280413022.05,,281.0,6.96,17.19,0.4861,67.22,0.1883
2015-02-27,289307.0,69214331.41,3.29,17.15,1.9,69.45,1.0,51325981.76,139124.0,214536.0,33284278.1,,,1602.0,,,,,0.07,,537.0,,,,1602.0,,49855.0,2971.0,33.63,0.0,,,10.94,10.94,1132397.0,270916712.17,,271.93,11.0,22.4,0.3704,54.63,0.2275
2015-03-02,284161.0,65964306.71,3.23,16.4,1.87,68.56,1.0,48607184.6,134631.0,209390.0,31252848.13,,,,0.38,,,,1.21,1000.0,4493.0,,,0.38,,,,6146.0,32.1,1.02,,,10.92,10.92,1097893.0,254861682.6,,265.03,10.8,22.21,0.368,54.28,0.2306
2015-03-03,347816.0,83383737.48,3.95,19.34,2.29,82.39,1.0,49926293.31,200528.0,208256.0,48073619.7,,,6896.0,0.57,,,,0.38,3658.0,1099.0,,,0.57,6896.0,,60100.0,4792.0,47.86,2.21,,,15.77,15.77,1071030.0,256763588.66,,253.65,15.87,37.49,0.3423,42.83,0.2735
2015-03-04,251923.0,59450170.22,2.86,13.47,1.66,61.05,1.0,28807691.55,188634.0,122074.0,44514885.14,,,1095.0,,,1000.0,,3.07,,12989.0,,,,1095.0,0.24,,87182.0,45.6,20.02,,,14.84,14.84,1082183.0,255379475.3,,263.15,14.77,24.86,0.3221,47.39,0.1982
2015-03-05,239897.0,59180648.99,2.72,12.6,1.57,58.1,1.0,29980961.14,177375.0,121532.0,43756977.43,,,407.0,0.0,,,,2.56,458.0,11666.0,,,0.0,407.0,,,1000.0,43.35,0.24,,,13.94,13.94,1095235.0,270185613.41,,264.42,14.09,25.86,0.3139,45.68,0.1885
2015-03-06,236969.0,58294651.75,2.69,13.58,1.56,59.37,1.0,29614113.1,175055.0,120382.0,43063735.18,,,,,,,,0.55,,2320.0,,,,,,,1150.0,43.94,0.0,,,13.78,13.78,1094929.0,269353817.34,,275.44,13.76,26.09,0.3103,44.95,0.1866
2015-03-09,233278.0,57444209.21,2.65,13.27,1.53,58.21,1.0,29636669.17,170836.0,120353.0,42068000.09,,,,0.0,,,,1.15,200.0,4219.0,,,0.0,,,,229.0,42.6,0.18,,,13.44,13.44,1099929.0,270855166.78,,274.34,13.44,26.3,0.3053,44.08,0.1836
2015-03-10,233791.0,58020394.28,2.65,13.2,1.53,58.67,1.0,29995564.31,170607.0,120866.0,42339890.79,,,,0.2,,,,0.0,513.0,229.0,,,0.2,,,,,42.92,,,,13.39,13.39,1103709.0,273909737.14,,277.31,13.4,26.44,0.3054,44.06,0.1835
2015-03-11,232694.0,58965108.55,2.64,13.17,1.53,59.06,1.0,30096293.75,172631.0,118769.0,43745028.47,,,37.0,,,1311.0,,0.39,,2088.0,,,,37.0,0.34,4075.0,3408.0,44.09,0.65,,,13.56,13.56,1100644.0,278905313.14,,279.54,13.62,25.04,0.302,44.48,0.1828
2015-03-12,221391.0,55816906.63,2.51,12.37,1.45,56.64,1.0,28236838.48,165405.0,111998.0,41701764.93,,,,,,,,2.35,,8990.0,,,,,,1764.0,6771.0,42.25,1.32,,,13.01,13.01,1106290.0,278916873.91,,283.21,12.98,23.51,0.2983,44.37,0.1741
2015-03-13,221230.0,56191090.39,2.51,12.62,1.45,56.85,1.0,29856739.52,162236.0,117549.0,41206968.95,,,2303.0,1.41,,,,1.52,5551.0,5831.0,,,1.41,2303.0,,359.0,,41.79,,,,12.75,12.75,1110034.0,281941964.63,,285.67,12.76,23.44,0.2804,41.92,0.1739
2015-03-16,222470.0,56363350.91,2.52,12.77,1.46,57.16,1.0,30095500.93,163015.0,118789.0,41300272.62,,,,0.58,,,,,2115.0,,,,0.58,,,779.0,875.0,41.84,0.2,,,12.77,12.77,1113311.0,282060226.41,,285.96,12.76,23.07,0.2787,41.61,0.1743
2015-03-17,222904.0,55659474.46,2.53,13.42,1.46,57.03,1.0,29770167.98,163833.0,119223.0,40909354.16,,,818.0,0.21,,,,,818.0,,,,0.21,818.0,,,384.0,41.75,0.1,,,12.76,12.76,1119966.0,279657246.95,,286.58,12.72,23.09,0.2767,41.33,0.1736
2015-03-18,211822.0,52735517.55,2.4,12.78,1.39,53.02,1.0,28575300.18,155391.0,114778.0,38686372.56,,,,,,,,2.44,,8442.0,,,,,,,4445.0,38.57,1.45,,,12.03,12.03,1136738.0,283003969.15,,284.72,11.93,23.41,0.2774,40.73,0.1639
2015-03-19,210529.0,53421164.91,2.39,12.64,1.38,53.39,1.0,28796512.12,154098.0,113485.0,39101951.13,,,783.0,,,,,0.29,,2076.0,,,,783.0,,,1293.0,39.25,0.27,,,11.97,11.97,1133630.0,287655549.47,,286.79,12.04,23.27,0.2805,41.56,0.1635
2015-03-20,208821.0,51658691.68,2.37,12.5,1.37,53.0,1.0,27344440.86,155091.0,110535.0,38366822.07,,,1318.0,,,,,0.1,,325.0,,,,1318.0,,,2950.0,39.08,0.41,,,12.51,12.51,1084587.0,268308002.71,,275.26,12.43,22.79,0.2829,41.92,0.1684
2015-03-23,206974.0,51497917.04,2.35,12.13,1.36,51.82,1.0,27043037.32,154240.0,108688.0,38376988.05,,,,,,,,0.31,,851.0,,,,,,,1847.0,38.59,1.08,,,11.94,11.94,1137234.0,282959126.19,,283.85,11.97,22.72,0.2869,42.72,0.1603
2015-03-24,207959.0,51404406.4,2.36,12.29,1.37,52.26,1.0,26711089.97,154619.0,108061.0,38219542.86,,,1612.0,0.27,,,,0.31,606.0,1233.0,,,0.27,1612.0,,,1233.0,38.83,0.3,,,12.0,12.0,1133550.0,280196889.15,,285.4,11.98,23.04,0.2915,43.13,0.1614
2015-03-25,208664.0,51094800.26,2.37,12.26,1.37,52.1,1.0,26336114.77,153529.0,107553.0,37594091.88,,,213.0,0.47,,,,0.61,1795.0,2303.0,,,0.47,213.0,,1000.0,2303.0,38.24,0.57,,,11.93,11.93,1133809.0,277631715.98,,282.82,11.91,22.92,0.29,43.05,0.1621
2015-03-26,207593.0,50033648.74,2.35,12.27,1.36,51.41,1.0,25664078.2,153529.0,106482.0,37003251.83,,,367.0,,,,,0.09,,367.0,,,,367.0,,,1071.0,37.94,0.41,,,11.93,11.93,1133137.0,273106408.37,,281.49,11.88,23.08,0.2901,43.16,0.1613
2015-03-27,206459.0,49913129.63,2.34,12.1,1.36,50.5,1.0,25465828.19,153829.0,105336.0,37189402.34,,,12.0,,,952.0,,0.12,,71.0,,,,12.0,0.24,359.0,2098.0,37.63,0.91,,,12.0,12.0,1128514.0,272827368.0,,275.83,12.0,22.9,0.2899,43.63,0.161
2015-03-30,206817.0,51071100.71,2.35,12.17,1.36,51.06,1.0,26102891.79,154634.0,105706.0,38185103.68,,,,0.21,,,,0.0,817.0,12.0,,,0.21,,,817.0,447.0,38.34,0.06,,,11.91,11.91,1143339.0,282334533.51,,281.61,11.98,22.52,0.2893,43.83,0.1593
2015-03-31,206798.0,51168439.66,2.35,12.15,1.36,51.82,1.0,26150344.21,154275.0,105687.0,38172569.51,,,100.0,0.47,,,,0.1,933.0,459.0,,,0.47,100.0,,,952.0,38.76,0.24,,,11.98,11.98,1133993.0,280586139.14,,284.81,11.98,22.7,0.2907,43.63,0.1605
2015-04-01,206462.0,51064929.52,2.34,11.96,1.36,51.73,1.0,26493107.33,152511.0,107115.0,37721050.2,,,,0.42,,,,0.44,1728.0,1764.0,,,0.42,,,,,38.19,,,0.06,11.84,11.84,1135561.0,280862059.0,,284.48,11.84,23.09,0.2872,42.75,0.1603
2015-04-02,204955.0,51743861.62,2.32,11.89,1.35,51.46,1.0,27119231.67,150629.0,107418.0,38028475.19,,,,0.26,,,,0.51,1198.0,1882.0,,,0.26,,,,895.0,38.01,0.21,,,11.66,11.66,1141335.0,288146570.22,,285.92,11.73,23.5,0.2949,43.5,0.1586
2015-04-03,204955.0,51743861.62,2.32,11.91,1.35,51.59,1.0,27119231.67,150629.0,107418.0,38028475.19,,,,,,,,,,,,,,,,,,38.25,,,,11.64,11.64,1143600.0,288718402.32,,291.53,11.6,23.57,0.2947,43.49,0.1584
2015-04-06,207809.0,52464395.3,2.36,12.08,1.36,53.12,1.0,27839765.36,150629.0,110272.0,38028475.19,,,,1.09,,,,,2854.0,,,,1.09,,,,,38.68,,,,11.63,11.63,1144146.0,288856247.93,,292.34,11.68,23.12,0.2892,42.76,0.1605
2015-04-07,208531.0,52801003.4,2.36,12.12,1.37,53.54,1.0,28104188.69,150988.0,110994.0,38230852.5,,,131.0,0.24,,,,0.04,832.0,131.0,,,0.24,131.0,,359.0,110.0,38.99,0.0,,,11.87,11.87,1121266.0,283909681.92,,289.35,11.87,23.02,0.2868,42.49,0.1639
2015-04-08,211128.0,53552326.11,2.39,12.09,1.39,54.28,1.0,29001929.71,150240.0,114339.0,38108168.86,,,236.0,0.99,,,,0.51,3345.0,1984.0,,,0.99,236.0,,1000.0,,38.67,,,,11.67,11.67,1136635.0,288305900.63,,292.42,11.68,23.13,0.277,40.99,0.1641
2015-04-09,216974.0,55934388.22,2.46,12.35,1.42,56.17,1.0,30827923.53,153054.0,119584.0,39456256.76,,,2814.0,0.88,,2000.0,,,3245.0,,,,0.88,2814.0,0.52,,,39.84,,,,11.75,11.75,1149405.0,296308615.28,,297.58,11.81,22.92,0.2659,40.1,0.1666
2015-04-10,215629.0,56928143.6,2.45,12.03,1.42,56.74,1.0,31216240.73,153138.0,118239.0,40429914.6,,,84.0,,,,,,,,,,,84.0,,,1345.0,40.6,0.17,,,11.73,11.73,1152751.0,304337424.32,,303.45,11.8,23.04,0.2676,40.52,0.1651
2015-04-13,220130.0,57562547.42,2.5,12.55,1.45,58.73,1.0,31400914.83,157063.0,120083.0,41070941.65,,,1770.0,0.94,,,,,2194.0,,,,0.94,1770.0,,2155.0,350.0,41.89,0.0,,,11.93,11.93,1160001.0,303332633.32,,310.28,11.89,23.16,0.2657,40.41,0.1671
2015-04-14,219098.0,56849478.64,2.48,12.57,1.44,57.93,1.0,31225464.44,156357.0,120343.0,40570036.84,,,909.0,0.0,,,,0.5,547.0,1615.0,,,0.0,909.0,,,287.0,41.24,0.08,,,11.93,11.93,1153975.0,299422528.32,,304.43,11.93,23.34,0.2641,40.02,0.1672
2015-04-15,217086.0,56402398.59,2.46,12.9,1.43,57.03,1.0,31850313.88,153022.0,122588.0,39757551.56,,,1222.0,0.44,,,,1.28,2245.0,4557.0,,,0.44,1222.0,,,,40.12,,,,11.71,11.71,1153780.0,299770411.03,,303.56,11.67,23.95,0.2573,38.36,0.1661
2015-04-16,216763.0,56810435.89,2.46,13.37,1.42,56.98,1.0,32194056.75,153041.0,122838.0,40109824.64,,,1059.0,0.26,,,,0.23,1000.0,1040.0,,,0.26,1059.0,,,750.0,40.2,0.2,,,11.66,11.66,1160016.0,304023355.47,,304.36,11.67,23.91,0.2568,38.36,0.1651
2015-04-17,211220.0,53982090.65,2.4,13.64,1.39,55.57,1.0,32495828.26,142212.0,127149.0,36345521.62,,,427.0,0.11,,5500.0,,2.99,359.0,11402.0,,,0.11,427.0,1.46,146.0,1548.0,37.13,0.4,,,10.89,10.89,1164190.0,297535319.17,,306.43,10.81,24.76,0.2348,34.14,0.1617
2015-04-20,210631.0,54392736.67,2.39,13.77,1.38,54.88,1.0,34223386.93,136604.0,132527.0,35276219.55,,,2757.0,0.81,,,,2.21,5378.0,8724.0,,,0.81,2757.0,,359.0,,35.65,,,,10.48,10.48,1166766.0,301302257.46,,303.12,10.52,26.27,0.2288,31.92,0.1616
2015-04-21,215851.0,56188023.32,2.45,14.81,1.42,56.58,1.0,35726670.88,135605.0,137247.0,35299243.01,,,539.0,1.49,,,,1.89,4720.0,7474.0,,,1.49,539.0,,5936.0,,35.64,,,,10.51,10.51,1154157.0,300437804.02,,302.69,10.53,26.02,0.2261,31.41,0.1674
2015-04-22,207188.0,53718295.1,2.35,14.58,1.36,54.61,1.0,33163893.88,128904.0,127911.0,33421352.16,,,1673.0,0.19,,,,0.2,218.0,883.0,,,0.19,1673.0,,,9554.0,33.96,2.4,1.98,,10.04,10.04,1154678.0,299377056.34,7491.0,304.58,10.03,24.18,0.2286,32.85,0.1614
2015-04-23,207088.0,53579976.52,2.35,14.75,1.36,54.32,1.0,33068600.69,128904.0,127811.0,33351393.1,,,152.0,,,,,0.05,,152.0,,,,152.0,,,100.0,33.68,0.0,,,10.03,10.03,1155706.0,299016361.88,,302.45,10.02,24.17,0.2286,32.83,0.1612
2015-04-24,214775.0,56321199.9,2.44,15.51,1.41,56.44,1.0,33165719.64,138128.0,126474.0,36221788.85,,,200.0,0.52,,200.0,,,2063.0,,,,0.52,200.0,0.05,9024.0,3600.0,36.32,0.97,,,10.78,10.78,1142868.0,299698275.35,,299.62,10.81,24.05,0.2397,35.21,0.1677
2015-04-27,215670.0,56300519.47,2.45,16.06,1.42,57.2,1.0,33771697.05,139023.0,129369.0,36291867.75,,,164.0,1.01,,,,0.01,3000.0,105.0,,,1.01,164.0,,836.0,105.0,36.83,0.0,,,10.86,10.86,1141668.0,298031721.91,,302.86,10.84,24.11,0.2374,34.83,0.1684
2015-04-28,213304.0,54062169.21,2.42,15.83,1.4,56.03,1.0,33057902.3,136688.0,130431.0,34643746.88,,276.0,2341.0,0.21,0.07,,,1.36,1120.0,4952.0,,276.0,0.21,2341.0,,,58.0,35.63,0.1,,,10.66,10.66,1145290.0,290275202.43,,300.39,10.6,25.0,0.2329,33.25,0.1664
2015-04-29,212681.0,52235828.59,2.41,15.93,1.4,54.28,1.0,31881684.01,136462.0,129808.0,33515949.43,,,,,,,,0.25,,226.0,,,,,,,623.0,34.47,0.61,,,10.62,10.62,1149073.0,282219757.58,,292.23,10.55,25.03,0.233,33.29,0.1654
2015-04-30,225389.0,55979733.94,2.56,17.18,1.48,56.3,1.0,35536447.44,135848.0,143079.0,33740488.21,,,,3.0,,,,0.22,13500.0,614.0,,,3.0,,,,229.0,33.82,0.13,,,10.56,10.56,1150773.0,285816816.12,,286.66,10.55,26.48,0.2313,31.59,0.1752
2015-05-01,225389.0,55979733.94,2.56,17.3,1.48,56.77,1.0,35536447.44,135848.0,143079.0,33740488.21,,,452.0,,,,,0.11,,452.0,,,,452.0,,,,34.25,,,,10.56,10.56,1150484.0,285745037.36,,289.83,10.57,26.54,0.2321,31.63,0.1752
2015-05-04,225804.0,56528439.41,2.56,17.33,1.48,57.12,1.0,35501384.04,136267.0,141811.0,34113482.72,,,4365.0,,,,,1.37,,5461.0,,,,4365.0,,1515.0,1268.0,34.49,0.22,,,11.28,11.28,1071993.0,268365889.66,,290.44,10.62,26.53,0.2355,32.32,0.1869
2015-05-05,224512.0,56182842.2,2.55,17.23,1.47,56.94,1.0,35161572.54,136212.0,140509.0,34086272.9,,,10.0,,,,,0.02,,65.0,,,,10.0,,,1302.0,34.5,0.31,,,10.54,10.54,1156672.0,289450543.64,,293.19,10.53,26.68,0.2378,32.44,0.1737
