,ALOKW FP Equity_DX_SI_QTY,ALOKW FP Equity_DX_SHORT_INTEREST_VALUE,ALOKW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALOKW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALOKW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALOKW FP Equity_DX_SI_MV,ALOKW FP Equity_DX_DSS,ALOKW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALOKW FP Equity_DX_SUPPLY_SI_QTY,ALOKW FP Equity_DX_BROKER_SI_QTY,ALOKW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALOKW FP Equity_DX_BROKER_SI_MV_NEW_x,ALOKW FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALOKW FP Equity_DX_BROKER_SI_MV_INC_x,ALOKW FP Equity_DX_BROKER_SI_QTY_ADD,ALOKW FP Equity_DX_BROKER_SI_QTY_NEW,ALOKW FP Equity_DX_SUPPLY_SI_MV_DEC,ALOKW FP Equity_DX_BROKER_SI_QTY_INC,ALOKW FP Equity_DX_SUPPLY_SI_QTY_DEC,ALOKW FP Equity_DX_BROKER_SI_MV_NEW_y,ALOKW FP Equity_DX_BROKER_SI_MV_INC_y,ALOKW FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALOKW FP Equity_DX_BROKER_SI_MV_ADD,ALOKW FP Equity_DX_SUPPLY_SI_QTY_ADD,ALOKW FP Equity_DX_BROKER_SI_QTY_DEC,ALOKW FP Equity_DX_SUPPLY_SI_MV,ALOKW FP Equity_DX_BROKER_SI_MV_DEC,ALOKW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALOKW FP Equity_DX_UTILIZATION_QUANTITY,ALOKW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALOKW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALOKW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALOKW FP Equity_DX_ACTIVE_UTILIZATION_MV,ALOKW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALOKW FP Equity_DX_BROKER_SI_CON_RATIO,ALOKW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALOKW FP Equity_DX_DEMAND_SUPPLY_RATIO,ALOKW FP Equity_PX_LAST
2024-01-30,3000.0,57300.0,0.07,0.31,0.04,0.06,0.0,0.0,3000.0,0.0,57300.0,,,,,,0.01,,500.0,,,,,3000.0,,0.06,,100.0,35.65,0.0,0.0,0.0,100.0,,1.0,100.0,0.3565,19.1
2024-01-31,3266.0,63033.8,0.08,0.33,0.04,0.06,0.0,2566.9,3133.0,133.0,60466.9,,133.0,,133.0,,,,,,,133.0,0.0,,,0.06,,100.0,36.24,0.0,0.0,0.0,100.0,8.14,0.8504,91.86,0.3778,19.3
2024-02-01,4766.0,91507.2,0.11,0.48,0.06,0.09,0.0,2553.6,4633.0,133.0,88953.6,,1500.0,,,,,,,,,1500.0,,,,0.09,,100.0,45.23,0.0,0.0,0.0,100.0,5.58,0.8946,94.42,0.4652,19.2
2024-02-02,4766.0,91030.6,0.11,0.49,0.06,0.09,0.0,2540.3,4633.0,133.0,88490.3,,,,,,,,,,,,,,,0.09,,100.0,44.56,0.0,0.0,0.0,100.0,5.58,0.8946,94.42,0.4584,19.1
2024-02-05,7766.0,149883.8,0.18,0.8,0.09,0.15,0.0,31516.9,7633.0,1633.0,147316.9,,3000.0,,1500.0,,,,,,,3000.0,0.03,,,0.15,,100.0,56.98,0.0,0.0,0.0,100.0,19.31,0.6354,77.26,0.5797,19.3
2024-02-06,8466.0,168896.7,0.2,0.9,0.1,0.16,0.0,32578.35,8333.0,1633.0,166243.35,,700.0,,,,,,,,,700.0,,,,0.16,,100.0,58.63,0.0,0.0,0.0,100.0,17.72,0.6587,79.14,0.5957,19.95
2024-02-07,10466.0,209320.0,0.25,1.11,0.13,0.21,0.0,72660.0,10333.0,3633.0,206660.0,,,0.04,,,,2000.0,,,0.04,,,2000.0,,0.21,,100.0,63.8,0.0,0.0,0.0,100.0,21.16,0.4805,64.42,0.6462,20.0
2024-02-08,8200.0,158670.0,0.19,0.86,0.1,0.16,0.0,29025.0,8200.0,1500.0,158670.0,,,,,,0.04,,2133.0,,,,,,2133.0,0.16,0.04,100.0,58.28,0.0,0.0,0.0,100.0,18.29,0.7011,81.71,0.5828,19.35
2024-02-09,8200.0,158670.0,0.19,0.88,0.1,0.16,0.0,29025.0,8200.0,1500.0,158670.0,,,,,,,,,,,,,,,0.16,,100.0,58.79,0.0,0.0,0.0,100.0,18.29,0.7011,81.71,0.5879,19.35
2024-02-12,8302.0,160228.6,0.2,0.89,0.1,0.16,0.0,29934.3,8251.0,1551.0,159244.3,,51.0,,51.0,,,,,,,51.0,0.0,,,0.16,,100.0,58.94,0.0,0.0,0.0,100.0,18.07,0.6841,80.7,0.593,19.3
2024-02-13,8302.0,157738.0,0.2,0.88,0.1,0.16,0.0,29469.0,8251.0,1551.0,156769.0,,,,,,,,,,,,,,,0.16,,100.0,58.96,0.0,0.0,0.0,100.0,18.07,0.6841,80.7,0.5932,19.0
2024-02-14,8492.0,158375.8,0.2,0.85,0.1,0.16,0.0,30697.9,8346.0,1646.0,155652.9,,95.0,0.0,,,,95.0,,,0.0,95.0,,,,0.16,,100.0,59.07,0.0,0.0,0.0,100.0,17.66,0.6549,78.9,0.601,18.65
2024-02-15,8900.0,168655.0,0.21,0.89,0.11,0.17,0.0,31267.5,8750.0,1650.0,165812.5,,404.0,0.0,,,,4.0,,,0.0,404.0,,,,0.16,,100.0,59.74,0.0,0.0,0.0,100.0,16.85,0.666,79.78,0.6076,18.95
2024-02-16,8900.0,165095.0,0.21,0.89,0.11,0.17,0.0,30607.5,8750.0,1650.0,162312.5,,,,,,,,,,,,,,,0.17,,100.0,60.34,0.0,0.0,0.0,100.0,16.85,0.666,79.78,0.6138,18.55
2024-02-19,8995.0,165058.25,0.21,0.89,0.11,0.17,0.0,30277.5,8845.0,1650.0,162305.75,,95.0,,,,,,,,,95.0,,,,0.16,,100.0,60.6,0.0,0.0,0.0,100.0,16.68,0.6528,78.93,0.6163,18.35
2024-02-20,10856.0,189980.0,0.26,1.07,0.13,0.2,0.0,63490.0,10728.0,3628.0,187740.0,,,,2000.0,,0.0,,117.0,,,,0.04,2000.0,22.0,0.2,0.0,100.0,74.3,0.0,0.0,0.0,100.0,17.72,0.4865,65.96,0.7519,17.5
2024-02-21,10856.0,199750.4,0.26,1.07,0.13,0.19,0.0,66755.2,10728.0,3628.0,197395.2,,,,,,,,,,,,,,,0.19,,100.0,74.14,0.0,0.0,0.0,100.0,19.19,0.4758,64.79,0.7503,18.4
2024-02-22,10852.0,207273.2,0.26,1.11,0.13,0.2,0.0,69218.4,10728.0,3624.0,204904.8,,,,,,,,,,,,,,4.0,0.2,0.0,100.0,73.99,0.0,0.0,0.0,100.0,18.9,0.4741,64.63,0.7485,19.1
2024-02-23,10848.0,206654.4,0.26,1.1,0.13,0.21,0.0,69037.2,10724.0,3624.0,204292.2,,,,,,0.0,,4.0,,,,,,,0.2,,100.0,76.31,0.0,0.0,0.0,100.0,18.4,0.4823,65.48,0.7719,19.05
2024-02-26,11214.0,219794.4,0.27,1.14,0.14,0.21,0.0,72990.4,10990.0,3724.0,215404.0,,266.0,0.0,,,,100.0,,,0.0,266.0,,,,0.21,,100.0,77.67,0.0,0.0,0.0,100.0,18.26,0.4681,64.46,0.7926,19.6
2024-02-27,11024.0,215519.2,0.26,1.12,0.13,0.22,0.0,70946.95,10895.0,3629.0,212997.25,,,,,,0.0,,95.0,,,,,,95.0,0.21,0.0,100.0,79.71,0.0,0.0,0.0,100.0,18.1,0.4867,65.94,0.8066,19.55
2024-02-28,11214.0,218673.0,0.27,1.15,0.14,0.22,0.0,72618.0,10990.0,3724.0,214305.0,,95.0,0.0,,,,95.0,,,0.0,95.0,,,,0.21,,100.0,80.51,0.0,0.0,0.0,100.0,17.8,0.4714,64.82,0.8215,19.5
2024-02-29,11214.0,220915.8,0.27,1.2,0.14,0.22,0.0,73362.8,10990.0,3724.0,216503.0,,,,,,,,,,,,,,,0.21,,100.0,81.13,0.0,0.0,0.0,100.0,17.98,0.4701,64.68,0.8278,19.7
2024-03-01,11156.0,223120.0,0.26,1.21,0.14,0.22,0.0,73900.0,10961.0,3695.0,219220.0,,,,,,0.0,,29.0,,,,,,29.0,0.22,0.0,100.0,81.78,0.0,0.0,0.0,100.0,18.15,0.474,64.95,0.8324,20.0
2024-03-04,10556.0,213231.2,0.25,1.17,0.13,0.21,0.0,62519.0,10361.0,3095.0,209292.2,,,,,,0.01,,600.0,,,,,,600.0,0.21,0.01,100.0,81.11,0.0,0.0,0.0,100.0,19.1,0.5171,68.7,0.8264,20.2
2024-03-05,10556.0,215342.4,0.25,1.17,0.13,0.21,0.0,63138.0,10361.0,3095.0,211364.4,,,,,,,,,,,,,,,0.21,,100.0,81.65,0.0,0.0,0.0,100.0,19.1,0.5171,68.7,0.8318,20.4
2024-03-06,10556.0,221676.0,0.25,1.16,0.13,0.22,0.0,64995.0,10361.0,3095.0,217581.0,,,,,,,,,,,,,,,0.21,,100.0,81.67,0.0,0.0,0.0,100.0,19.4,0.5148,68.46,0.832,21.0
2024-03-07,10807.0,217220.7,0.26,1.22,0.13,0.23,0.0,67254.6,10612.0,3346.0,213301.2,,251.0,0.0,154.0,,,97.0,,,0.0,251.0,0.0,,,0.22,,100.0,82.64,0.0,0.0,0.0,100.0,17.87,0.5012,67.82,0.8416,20.1
2024-03-08,10612.0,212240.0,0.25,1.4,0.13,0.21,0.0,66920.0,10612.0,3346.0,212240.0,,,,,,,,,,,,,,,0.21,,100.0,83.64,0.0,0.0,0.0,100.0,18.75,0.5121,68.47,0.8364,20.0
2024-03-11,10636.0,213783.6,0.25,1.72,0.13,0.21,0.0,63817.5,10536.0,3175.0,211773.6,,,,,,0.0,,76.0,,,,,,171.0,0.21,0.0,100.0,83.05,0.0,0.0,0.0,100.0,18.88,0.51,68.25,0.8383,20.1
2024-03-12,10443.0,209904.3,0.25,1.82,0.13,0.21,0.0,61847.7,10343.0,3077.0,207894.3,,,,,,0.0,,193.0,,,,,,98.0,0.21,0.0,100.0,82.39,0.0,0.0,0.0,100.0,19.15,0.5287,69.58,0.8318,20.1
2024-03-13,10166.0,201286.8,0.24,1.86,0.12,0.2,0.0,57420.0,10166.0,2900.0,201286.8,,,,,,0.0,,177.0,,,,,,177.0,0.2,0.0,100.0,82.02,0.0,0.0,0.0,100.0,19.44,0.5595,71.68,0.8202,19.8
2024-03-14,10320.0,208464.0,0.24,1.97,0.12,0.21,0.0,61690.8,10320.0,3054.0,208464.0,,154.0,,154.0,,,,,,,154.0,0.0,,,0.2,,100.0,84.14,0.0,0.0,0.0,100.0,19.69,0.5384,70.14,0.8414,20.2
2024-03-15,10320.0,206400.0,0.24,2.06,0.12,0.21,0.0,61080.0,10320.0,3054.0,206400.0,,,,,,,,,,,,,,,0.21,,100.0,84.16,0.0,0.0,0.0,100.0,19.23,0.5424,70.54,0.8416,20.0
2024-03-18,10350.0,207000.0,0.25,2.2,0.13,0.21,0.0,61080.0,10350.0,3054.0,207000.0,,,,,,,,,,,,,30.0,,0.21,,100.0,84.19,0.0,0.0,0.0,100.0,19.32,0.5385,70.2,0.8419,20.0
2024-03-19,10592.0,211840.0,0.25,2.24,0.13,0.21,0.0,62260.0,10379.0,3113.0,207580.0,,183.0,0.0,183.0,,0.0,30.0,154.0,,0.0,183.0,0.0,,154.0,0.21,0.0,100.0,83.33,0.0,0.0,0.0,100.0,18.88,0.5157,68.6,0.8504,20.0
2024-03-20,10592.0,215017.6,0.25,2.31,0.13,0.21,0.0,63193.9,10379.0,3113.0,210693.7,,,,,,,,,,,,,,,0.21,,100.0,83.42,0.0,0.0,0.0,100.0,19.12,0.5137,68.4,0.8513,20.3
2024-03-21,10746.0,214920.0,0.25,2.34,0.13,0.22,0.0,65340.0,10533.0,3267.0,210660.0,,154.0,,154.0,,,,,,,154.0,0.0,,,0.21,,100.0,84.92,0.0,0.0,0.0,100.0,18.39,0.503,67.8,0.8663,20.0
2024-03-22,10580.0,213716.0,0.25,2.34,0.13,0.21,0.0,65993.4,10367.0,3267.0,209413.4,,,,,,0.0,,166.0,,,,,,,0.21,,100.0,83.82,0.0,0.0,0.0,100.0,19.06,0.4946,66.98,0.8554,20.2
2024-03-25,10009.0,202181.8,0.24,2.27,0.12,0.2,0.0,66235.8,9979.0,3279.0,201575.8,,12.0,0.0,,,0.01,166.0,400.0,,0.0,12.0,,,154.0,0.2,0.0,100.0,83.38,0.0,0.0,0.0,100.0,19.97,0.4977,66.88,0.8363,20.2
2024-03-26,10075.0,201500.0,0.24,2.4,0.12,0.19,0.0,66900.0,10045.0,3345.0,200900.0,,66.0,0.0,,,,66.0,,,0.0,66.0,,,,0.19,,100.0,84.22,0.0,0.0,0.0,100.0,20.78,0.4746,64.75,0.8447,20.0
2024-03-27,10075.0,203515.0,0.24,2.71,0.12,0.2,0.0,67569.0,10045.0,3345.0,202909.0,,,,,,,,,,,,,,,0.2,,100.0,84.36,0.0,0.0,0.0,100.0,20.01,0.4913,66.37,0.8461,20.2
2024-03-28,9445.0,189844.5,0.22,2.58,0.11,0.19,0.0,67234.5,9415.0,3345.0,189241.5,,70.0,,,,0.01,,700.0,,,70.0,,,,0.19,,100.0,78.62,0.0,0.0,0.0,100.0,21.09,0.4707,64.34,0.7887,20.1
2024-03-29,9445.0,189844.5,0.22,2.48,0.11,0.19,0.0,67234.5,9415.0,3345.0,189241.5,,,,,,,,,,,,,,,0.19,,100.0,78.82,0.0,0.0,0.0,100.0,21.08,0.4714,64.4,0.7907,
2024-04-01,9445.0,189844.5,0.22,2.48,0.11,0.19,0.0,67234.5,9415.0,3345.0,189241.5,,,,,,,,,,,,,,,0.19,,100.0,83.73,0.0,0.0,0.0,100.0,21.08,0.4714,64.4,0.8399,
2024-04-02,9445.0,187577.7,0.22,2.48,0.11,0.19,0.0,66431.7,9415.0,3345.0,186981.9,,,,,,,,,,,,,,,0.19,,100.0,83.73,0.0,0.0,0.0,100.0,20.98,0.4714,64.43,0.8399,19.86
2024-04-03,9362.0,187052.76,0.22,2.51,0.11,0.19,0.0,65174.76,9332.0,3262.0,186453.36,,,0.0,,,0.0,100.0,83.0,,0.0,,,,183.0,0.19,0.0,100.0,82.99,0.0,0.0,0.0,100.0,21.46,0.4787,64.75,0.8325,19.98
2024-04-04,9226.0,181936.72,0.22,2.53,0.11,0.18,0.0,63025.12,9196.0,3196.0,181345.12,,,,,,0.0,,136.0,,,,,,66.0,0.18,0.0,100.0,82.44,0.0,0.0,0.0,100.0,21.46,0.485,65.22,0.8271,19.72
2024-04-05,9226.0,170865.52,0.22,2.63,0.11,0.18,0.0,59189.92,9196.0,3196.0,170309.92,,,,,,,,,,,,,,,0.18,,100.0,82.74,0.0,0.0,0.0,100.0,20.63,0.4907,65.9,0.8301,18.52
2024-04-08,9326.0,180737.88,0.22,2.52,0.11,0.17,0.0,63876.48,9296.0,3296.0,180156.48,,100.0,0.0,,,,100.0,,,0.0,100.0,,,,0.17,,100.0,83.64,0.0,0.0,0.0,100.0,22.19,0.4673,63.6,0.8391,19.38
2024-04-09,9226.0,183781.92,0.22,2.49,0.11,0.18,0.0,63664.32,9196.0,3196.0,183184.32,,,,,,0.0,,100.0,,,,,,100.0,0.18,0.0,100.0,82.19,0.0,0.0,0.0,100.0,22.15,0.4802,64.64,0.8246,19.92
2024-04-10,10769.0,212580.06,0.25,2.92,0.13,0.21,0.0,93547.86,9239.0,4739.0,182377.86,,43.0,0.03,,,,1543.0,,,0.03,43.0,,,,0.18,,100.0,78.01,0.0,0.0,0.0,100.0,29.85,0.308,41.86,0.9093,19.74
2024-04-11,10560.0,208032.0,0.25,2.91,0.13,0.21,0.0,89241.0,9030.0,4530.0,177891.0,,,,,,0.0,,209.0,,,,,,209.0,0.18,0.0,100.0,76.37,0.0,0.0,0.0,100.0,28.42,0.3083,42.63,0.8931,19.7
2024-04-12,10560.0,210144.0,0.25,2.93,0.13,0.21,0.0,90147.0,9030.0,4530.0,179697.0,,,,,,,,,,,,,,,0.18,,100.0,76.56,0.0,0.0,0.0,100.0,28.35,0.3078,42.53,0.8953,19.9
2024-04-15,10560.0,204652.8,0.25,2.98,0.13,0.21,0.0,87791.4,9030.0,4530.0,175001.4,,,,,,,,,,,,,,,0.18,,100.0,76.56,0.0,0.0,0.0,100.0,28.55,0.3094,42.82,0.8953,19.38
2024-04-16,10530.0,206177.4,0.25,2.85,0.13,0.2,0.0,88697.4,9000.0,4530.0,176220.0,,,,,,0.0,,30.0,,,,,,,0.17,,100.0,76.44,0.0,0.0,0.0,100.0,28.43,0.309,42.65,0.8943,19.58
2024-04-17,10500.0,206850.0,0.25,2.81,0.13,0.21,0.0,88650.0,9000.0,4500.0,177300.0,,,,,,,,,,,,,,30.0,0.18,0.0,100.0,76.36,0.0,0.0,0.0,100.0,28.54,0.3104,42.81,0.8909,19.7
2024-04-18,8818.0,171951.0,0.21,2.37,0.11,0.17,0.0,83850.0,7418.0,4300.0,144651.0,,,,,,0.03,,1582.0,,,,,,200.0,0.15,0.0,100.0,72.57,0.0,0.0,0.0,100.0,31.83,0.288,35.44,0.8626,19.5
2024-04-19,8700.0,169998.0,0.21,2.44,0.11,0.17,0.0,84022.0,7300.0,4300.0,142642.0,,,,,,0.0,,118.0,,,,,,,0.14,,100.0,71.6,0.0,0.0,0.0,100.0,32.17,0.286,34.47,0.8533,19.54
2024-04-22,8700.0,168954.0,0.21,2.55,0.11,0.17,0.0,83506.0,7300.0,4300.0,141766.0,,,,,,,,,,,,,,,0.14,,100.0,72.44,0.0,0.0,0.0,100.0,32.23,0.2862,34.53,0.8633,19.42
2024-04-23,8700.0,171390.0,0.21,2.64,0.11,0.17,0.0,84710.0,7300.0,4300.0,143810.0,,,,,,,,,,,,,,,0.14,,100.0,72.64,0.0,0.0,0.0,100.0,32.08,0.2857,34.37,0.8657,19.7
2024-04-24,8700.0,165996.0,0.21,2.58,0.11,0.17,0.0,82044.0,7300.0,4300.0,139284.0,,,,,,,,,,,,,,,0.14,,100.0,72.92,0.0,0.0,0.0,100.0,32.42,0.2869,34.73,0.869,19.08
2024-04-25,8700.0,173304.0,0.21,2.36,0.11,0.17,0.0,85656.0,7300.0,4300.0,145416.0,,,,,,,,,,,,,,,0.14,,100.0,72.69,0.0,0.0,0.0,100.0,31.86,0.285,34.14,0.8664,19.92
2024-04-26,7800.0,155220.0,0.18,1.91,0.09,0.16,0.0,67660.0,6400.0,3400.0,127360.0,,,,,,0.01,,900.0,,,,,,900.0,0.13,0.02,100.0,62.27,0.0,0.0,0.0,100.0,35.91,0.3426,38.47,0.7589,19.9
2024-04-29,7800.0,152100.0,0.18,1.96,0.09,0.15,0.0,66300.0,6400.0,3400.0,124800.0,,,,,,,,,,,,,,,0.13,,100.0,68.24,0.0,0.0,0.0,100.0,36.08,0.3435,38.66,0.8317,19.5
2024-04-30,7800.0,149136.0,0.18,1.94,0.09,0.15,0.0,65008.0,6400.0,3400.0,122368.0,,,,,,,,,,,,,,,0.13,,100.0,68.38,0.0,0.0,0.0,100.0,36.08,0.3434,38.65,0.8334,19.12
2024-05-01,7800.0,149136.0,0.18,1.97,0.09,0.15,0.0,65008.0,6400.0,3400.0,122368.0,,,,,,,,,,,,,,,0.12,,100.0,68.6,0.0,0.0,0.0,100.0,35.87,0.3434,38.81,0.836,
2024-05-02,7800.0,149448.0,0.18,1.97,0.09,0.15,0.0,65144.0,6400.0,3400.0,122624.0,,,,,,,,,,,,,,,0.12,,100.0,68.72,0.0,0.0,0.0,100.0,35.88,0.3424,38.44,0.8375,19.16
2024-05-03,7800.0,148200.0,0.18,2.02,0.09,0.15,0.0,64600.0,6400.0,3400.0,121600.0,,,,,,,,,,,,,,,0.12,,100.0,68.85,0.0,0.0,0.0,100.0,35.97,0.3429,38.54,0.8391,19.0
2024-05-06,10800.0,210384.0,0.26,2.81,0.13,0.21,0.0,124672.0,9400.0,6400.0,183112.0,,3000.0,,3000.0,,,,,,,3000.0,0.06,,,0.18,,100.0,76.45,0.0,0.0,0.0,100.0,27.65,0.2552,27.65,0.8783,19.48
2024-05-07,10800.0,210816.0,0.26,2.86,0.13,0.21,0.0,124928.0,9400.0,6400.0,183488.0,,,,,,,,,,,,,,,0.18,,100.0,76.5,0.0,0.0,0.0,100.0,27.77,0.2558,27.77,0.8789,19.52
2024-05-08,7800.0,151788.0,0.18,2.07,0.09,0.15,0.0,66164.0,6400.0,3400.0,124544.0,,,,,,0.06,,3000.0,,,,,,3000.0,0.13,0.06,100.0,69.71,0.0,0.0,0.0,100.0,35.93,0.3427,38.49,0.8496,19.46
2024-05-09,7800.0,149760.0,0.18,2.03,0.09,0.15,0.0,65280.0,6400.0,3400.0,122880.0,,,,,,,,,,,,,,,0.12,,100.0,69.81,0.0,0.0,0.0,100.0,36.02,0.3431,38.59,0.8508,19.2
2024-05-10,5038.0,97334.16,0.12,1.32,0.06,0.1,0.0,65688.0,3638.0,3400.0,70286.16,,,,,,0.05,,2762.0,,,,,,,0.07,,100.0,55.46,0.0,0.0,0.0,100.0,39.85,0.4684,55.44,0.768,19.32
2024-05-13,5138.0,99266.16,0.12,1.36,0.06,0.1,0.0,67620.0,3738.0,3500.0,72218.16,,100.0,,100.0,,,,,,,100.0,0.0,,,0.07,,100.0,57.53,0.0,0.0,0.0,100.0,38.93,0.451,54.5,0.7907,19.32
2024-05-14,5138.0,99574.44,0.12,1.38,0.06,0.1,0.0,67830.0,3738.0,3500.0,72442.44,,,,,,,,,,,,,,,0.07,,100.0,57.65,0.0,0.0,0.0,100.0,39.0,0.4509,54.43,0.7924,19.38
2024-05-15,5138.0,99677.2,0.12,1.44,0.06,0.1,0.0,67900.0,3738.0,3500.0,72517.2,,,,,,,,,,,,,,,0.07,,100.0,57.72,0.0,0.0,0.0,100.0,38.95,0.451,54.47,0.7934,19.4
2024-05-16,10813.0,208907.16,0.26,3.04,0.13,0.21,0.0,204309.0,10813.0,10575.0,208907.16,,7075.0,0.1,3500.0,,,4975.0,,,0.1,7075.0,0.07,,1400.0,0.21,0.03,100.0,80.04,0.0,0.0,0.0,100.0,32.39,0.36,46.97,0.8004,19.32
2024-05-17,10813.0,211934.8,0.26,3.05,0.13,0.21,0.0,207270.0,10813.0,10575.0,211934.8,,,,,,,,,,,,,,,0.21,,100.0,80.22,0.0,0.0,0.0,100.0,32.28,0.3588,46.81,0.8022,19.6
2024-05-20,12813.0,252159.84,0.3,3.65,0.16,0.25,0.0,227796.0,11813.0,11575.0,232479.84,,1000.0,,1000.0,,,,,,,1000.0,0.02,,,0.23,,100.0,81.59,0.0,0.0,0.0,100.0,27.31,0.2805,39.6,0.8849,19.68
2024-05-21,9313.0,182348.54,0.22,3.02,0.11,0.18,0.0,158108.5,8313.0,8075.0,162768.54,,,,,,0.07,,3500.0,,,,,,3500.0,0.16,0.07,100.0,75.7,0.0,0.0,0.0,100.0,21.5,0.3902,54.55,0.848,19.58
2024-05-22,5013.0,97853.76,0.12,1.71,0.06,0.1,0.0,73688.0,4013.0,3775.0,78333.76,,,,,,0.08,,4300.0,,,,,,4300.0,0.08,0.08,100.0,60.16,0.0,0.0,0.0,100.0,39.82,0.3444,39.95,0.7515,19.52
2024-05-23,9415.0,183969.1,0.22,3.33,0.11,0.18,0.0,159778.58,8415.0,8177.0,164429.1,,4402.0,,5177.0,,,,,,,4402.0,0.1,,775.0,0.16,0.02,100.0,75.98,0.0,0.0,0.0,100.0,21.26,0.3932,54.97,0.8501,19.54
2024-05-24,9415.0,182651.0,0.22,3.34,0.11,0.18,0.0,158633.8,8415.0,8177.0,163251.0,,,,,,,,,,,,,,,0.16,,100.0,76.86,0.0,0.0,0.0,100.0,21.28,0.3938,55.07,0.86,19.4
2024-05-27,4238.0,81878.16,0.1,1.46,0.05,0.08,0.0,57960.0,3238.0,3000.0,62558.16,,,,,,0.1,,5177.0,,,,,,5177.0,0.06,0.1,100.0,56.11,0.0,0.0,0.0,100.0,47.17,0.4486,47.21,0.7344,19.32
2024-05-28,3128.0,60996.0,0.07,1.06,0.04,0.06,0.0,56355.0,3128.0,2890.0,60996.0,,890.0,,890.0,,0.02,,1000.0,,,890.0,0.02,,1000.0,0.06,0.02,100.0,56.45,0.0,0.0,0.0,100.0,28.37,0.4968,64.08,0.5645,19.5
2024-05-29,3524.0,68365.6,0.08,1.26,0.04,0.07,0.0,54048.4,3024.0,2786.0,58665.6,,500.0,,500.0,,0.01,,604.0,,,500.0,0.01,,604.0,0.06,0.01,100.0,58.47,0.0,0.0,0.0,100.0,28.46,0.4129,56.63,0.6814,19.4
2024-05-30,3364.0,66068.96,0.08,1.27,0.04,0.07,0.0,51574.64,2864.0,2626.0,56248.96,,,,,,0.0,,160.0,,,,,,160.0,0.06,0.0,100.0,55.54,0.0,0.0,0.0,100.0,29.51,0.4504,59.75,0.6523,19.64
2024-05-31,8484.0,172649.4,0.2,3.18,0.1,0.17,0.0,157631.1,7984.0,7746.0,162474.4,,5169.0,0.1,,,0.0,5120.0,49.0,,0.1,5169.0,,,,0.16,,100.0,77.21,0.0,0.0,0.0,100.0,24.24,0.4495,61.36,0.8205,20.35
2024-06-03,9407.0,198017.35,0.22,3.26,0.11,0.19,0.0,182482.45,8907.0,8669.0,187492.35,,1000.0,,1000.0,,0.0,,77.0,,,1000.0,0.02,,77.0,0.18,0.0,100.0,75.94,0.0,0.0,0.0,100.0,21.83,0.3681,54.55,0.802,21.05
2024-06-04,9407.0,205542.95,0.22,3.12,0.11,0.2,0.0,189417.65,8907.0,8669.0,194617.95,,,,,,,,,,,,,,,0.19,,100.0,78.13,0.0,0.0,0.0,100.0,21.89,0.3679,54.51,0.8252,21.85
2024-06-05,9407.0,225297.65,0.22,2.88,0.11,0.21,0.0,207622.55,8907.0,8669.0,213322.65,,,,,,,,,,,,,,,0.19,,100.0,77.94,0.0,0.0,0.0,100.0,22.84,0.3644,53.85,0.8232,23.95
2024-06-06,9169.0,210887.0,0.22,2.41,0.11,0.22,0.0,199387.0,8669.0,8669.0,199387.0,,,,,,0.0,,238.0,,,,,,,0.21,,100.0,74.69,0.0,0.0,0.0,100.0,21.79,0.3893,56.39,0.79,23.0
2024-06-07,3500.0,81900.0,0.08,0.87,0.04,0.08,0.0,70200.0,3000.0,3000.0,70200.0,,,,,,0.14,,5669.0,,,,,,5669.0,0.07,0.14,100.0,47.73,0.0,0.0,0.0,100.0,28.29,0.4314,57.56,0.5569,23.4
2024-06-10,3500.0,82250.0,0.08,0.93,0.04,0.08,0.0,70500.0,3000.0,3000.0,70500.0,,,,,,,,,,,,,,,0.07,,100.0,47.73,0.0,0.0,0.0,100.0,28.5,0.4293,57.25,0.5569,23.5
2024-06-11,3500.0,78750.0,0.08,0.84,0.04,0.08,0.0,67500.0,3000.0,3000.0,67500.0,,,,,,,,,,,,,,,0.07,,100.0,47.27,0.0,0.0,0.0,100.0,29.28,0.4216,56.07,0.5514,22.5
2024-06-12,3500.0,78400.0,0.08,0.79,0.04,0.08,0.0,67200.0,3000.0,3000.0,67200.0,,,,,,,,,,,,,,,0.07,,100.0,46.32,0.0,0.0,0.0,100.0,28.64,0.4278,57.03,0.5405,22.4
2024-06-13,2500.0,50125.0,0.06,0.55,0.03,0.05,0.0,50125.0,2500.0,2500.0,50125.0,,,,,,0.01,,500.0,,,,,,500.0,0.06,0.01,100.0,41.27,0.0,0.0,0.0,100.0,21.83,0.6587,78.17,0.4127,20.05
