,EC FP Equity_DX_SI_QTY,EC FP Equity_DX_SHORT_INTEREST_VALUE,EC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EC FP Equity_DX_SI_MV,EC FP Equity_DX_DSS,EC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY,EC FP Equity_DX_BROKER_SI_QTY,EC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EC FP Equity_DX_BROKER_SI_MV_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_INC_x,EC FP Equity_DX_BROKER_SI_MV_INC_x,EC FP Equity_DX_SUPPLY_SI_MV_NEW,EC FP Equity_DX_BROKER_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_NEW,EC FP Equity_DX_SUPPLY_SI_MV_DEC,EC FP Equity_DX_BROKER_SI_QTY_INC,EC FP Equity_DX_SUPPLY_SI_QTY_DEC,EC FP Equity_DX_BROKER_SI_MV_NEW_y,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EC FP Equity_DX_BROKER_SI_MV_INC_y,EC FP Equity_DX_SUPPLY_SI_QTY_INC_y,EC FP Equity_DX_BROKER_SI_MV_ADD,EC FP Equity_DX_SUPPLY_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_DEC,EC FP Equity_DX_SUPPLY_SI_MV,EC FP Equity_DX_BROKER_SI_MV_DEC,EC FP Equity_DX_SUPPLY_SI_MV_RMV,EC FP Equity_DX_BROKER_SI_MV_RMV,EC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EC FP Equity_DX_UTILIZATION_QUANTITY,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EC FP Equity_DX_ACTIVE_UTILIZATION_MV,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EC FP Equity_DX_BROKER_SI_CON_RATIO,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EC FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-08-11,1700.0,327543.82,0.23,2.44,0.04,0.35,0.0,327543.82,50.0,1700.0,9633.64,,,,,,,,,,,,,,,,,,0.01,,,,0.17,0.17,29079.0,5602733.34,,6.19,0.17,15.1,0.6919,81.74,0.0584
2015-08-12,1700.0,327383.22,0.23,2.23,0.04,0.35,0.0,327383.22,50.0,1700.0,9628.92,,,,,,,,,,,,,,,,,,0.01,,,,0.17,0.17,29079.0,5599986.23,,6.06,0.17,14.7,0.6992,82.26,0.0584
2015-08-13,1700.0,321376.78,0.23,2.19,0.04,0.34,0.0,321376.78,50.0,1700.0,9452.26,,,,,,,,,,,,,,,,,,0.01,,,,0.17,0.17,29079.0,5497244.27,,6.03,0.17,14.91,0.6954,81.99,0.0584
2015-08-14,1700.0,324428.18,0.23,2.15,0.04,0.34,0.0,324428.18,50.0,1700.0,9542.01,,,,,,,,,,,,,,,,,,0.01,,,,0.17,0.17,29079.0,5549439.38,,5.99,0.17,14.57,0.7005,82.36,0.0584
2015-08-17,1700.0,323850.02,0.23,2.14,0.04,0.34,0.0,323850.02,50.0,1700.0,9525.0,,,,,,,,,,,,,,,,,,0.01,,,,0.17,0.17,29079.0,5539549.78,,6.02,0.17,14.7,0.6981,82.19,0.0584
2015-08-18,1700.0,321810.4,0.23,2.11,0.04,0.34,0.0,321810.4,50.0,1700.0,9465.01,,,,,,,,,,,,,,,,,,0.01,,,,0.17,0.17,29079.0,5504661.47,,6.0,0.17,14.76,0.6972,82.13,0.0584
2015-08-19,1700.0,317152.99,0.23,2.14,0.04,0.34,0.0,317152.99,50.0,1700.0,9328.03,,,,,,,,,,,,,,,,,,0.01,,,,0.17,0.17,29079.0,5424995.24,,5.93,0.17,14.86,0.6956,82.01,0.0584
2015-08-20,2200.0,397173.39,0.29,2.7,0.05,0.42,0.0,397173.39,50.0,2200.0,9026.67,,,,0.09,,,,,500.0,,,,0.09,,,,,0.01,,,,0.17,0.17,29079.0,5249729.55,,5.65,0.17,11.68,0.7522,85.91,0.0755
2015-08-21,2200.0,395095.04,0.29,2.63,0.05,0.42,0.0,395095.04,50.0,2200.0,8979.43,,,,,,,,,,,,,,,,,,0.01,,,,0.17,0.17,29079.0,5222258.43,,5.52,0.17,11.41,0.7573,86.24,0.0755
2015-08-24,2332.0,396549.88,0.31,2.67,0.05,0.42,0.0,374103.66,182.0,2200.0,30948.58,,,,,,,,,,,,,,,,132.0,,0.03,,,,0.62,0.62,28947.0,4922353.98,,5.36,0.62,11.24,0.6701,80.86,0.0801
2015-08-25,2332.0,407565.16,0.31,2.46,0.05,0.43,0.0,384495.43,182.0,2200.0,31808.26,,,,,,,,,,,,,,,,,,0.03,,,,0.62,0.62,28947.0,5059086.04,,5.27,0.63,10.46,0.6824,81.72,0.0801
2015-08-26,2655.0,472794.76,0.35,2.7,0.06,0.5,0.0,449288.58,182.0,2523.0,32410.04,,,,0.07,,,,,323.0,,,,0.07,,,,,0.03,,,,0.62,0.62,28947.0,5154798.47,,5.41,0.63,9.25,0.7133,83.78,0.0911
2015-08-27,2942.0,539189.19,0.39,2.93,0.07,0.57,0.0,462397.8,469.0,2523.0,85955.04,,,229.0,,,,,,,,,,,229.0,,58.0,,0.09,,,,1.61,1.61,28660.0,5252604.38,,5.47,1.63,14.23,0.601,75.73,0.101
2015-08-28,2810.0,522961.02,0.37,2.76,0.06,0.55,0.0,469548.28,337.0,2523.0,62718.1,,,,,,,,0.02,,132.0,,,,,,,,0.07,,,,1.16,1.16,28792.0,5358396.36,,5.62,1.17,10.25,0.6452,79.16,0.0965
2015-08-31,2810.0,517651.77,0.37,2.74,0.06,0.55,0.0,464781.29,337.0,2523.0,62081.37,,,,,,,,,,,,,,,,,,0.07,,,,1.16,1.16,28792.0,5303996.4,,5.65,1.15,10.19,0.6423,78.96,0.0965
2015-09-01,2810.0,495512.21,0.37,2.8,0.06,0.53,0.0,444902.95,337.0,2523.0,59426.2,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,5077148.55,,5.5,1.13,10.11,0.6388,78.72,0.0965
2015-09-02,2810.0,501724.03,0.37,2.74,0.06,0.53,0.0,450480.33,337.0,2523.0,60171.17,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,5140796.51,,5.4,1.16,10.22,0.6448,79.14,0.0965
2015-09-03,2810.0,493919.43,0.37,2.89,0.06,0.52,0.0,443472.86,337.0,2523.0,59235.18,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,5060828.57,,5.42,1.14,10.16,0.6417,78.93,0.0965
2015-09-04,2810.0,493919.43,0.37,2.89,0.06,0.52,0.0,443472.86,337.0,2523.0,59235.18,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,5060828.57,,5.35,1.16,10.18,0.6438,79.07,0.0965
2015-09-07,2810.0,493945.98,0.37,2.92,0.06,0.52,0.0,443496.69,337.0,2523.0,59238.36,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,5061100.57,,5.35,1.16,10.2,0.6436,79.05,0.0965
2015-09-08,2810.0,480619.76,0.37,2.98,0.06,0.51,0.0,431531.55,337.0,2523.0,57640.16,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,4924556.66,,5.31,1.14,10.16,0.6403,78.82,0.0965
2015-09-09,2810.0,493760.15,0.37,2.99,0.06,0.52,0.0,443329.85,337.0,2523.0,59216.08,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,5059196.57,,5.29,1.16,10.2,0.6471,79.3,0.0965
2015-09-10,2810.0,485796.28,0.37,3.11,0.06,0.52,0.0,436179.37,337.0,2523.0,58260.98,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,4977596.62,,5.31,1.14,10.14,0.6427,78.99,0.0965
2015-09-11,2810.0,481814.34,0.37,3.18,0.06,0.51,0.0,432604.12,337.0,2523.0,57783.43,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,4936796.65,,5.24,1.15,10.15,0.6431,79.02,0.0965
2015-09-14,2810.0,487150.14,0.37,3.22,0.06,0.52,0.0,437394.95,337.0,2523.0,58423.34,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,4991468.61,,5.24,1.16,10.2,0.6449,79.15,0.0965
2015-09-15,2810.0,477832.41,0.37,3.28,0.06,0.51,0.0,429028.88,337.0,2523.0,57305.88,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,4895996.68,,5.28,1.14,10.19,0.6409,78.87,0.0965
2015-09-16,2860.0,489847.18,0.38,3.34,0.06,0.52,0.0,440691.19,337.0,2573.0,57719.76,,,,0.01,,,,,50.0,,,,0.01,,,,,0.06,,,,1.16,1.16,28792.0,4931356.65,,5.19,1.16,10.09,0.6472,79.32,0.0982
2015-09-17,2860.0,486334.76,0.38,3.41,0.06,0.52,0.0,437531.24,337.0,2573.0,57305.88,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,4895996.68,,5.19,1.15,9.93,0.6491,79.45,0.0982
2015-09-18,2860.0,485010.85,0.38,3.59,0.06,0.51,0.0,436340.18,337.0,2573.0,57149.88,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28792.0,4882668.69,,5.19,1.16,10.08,0.6473,79.32,0.0982
2015-09-21,2860.0,478229.18,0.38,3.7,0.06,0.51,0.0,430239.05,337.0,2573.0,56350.78,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28682.0,4796003.3,,5.15,1.15,10.01,0.6465,79.27,0.0986
2015-09-22,2860.0,473095.65,0.38,3.75,0.06,0.5,0.0,425620.67,337.0,2573.0,55745.89,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28775.0,4759904.66,,5.09,1.15,10.02,0.6469,79.29,0.0982
2015-09-23,2860.0,482390.05,0.38,4.06,0.06,0.51,0.0,433982.38,337.0,2573.0,56841.07,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28775.0,4853417.35,,5.06,1.17,10.01,0.6515,79.61,0.0982
2015-09-24,2860.0,483362.72,0.38,4.1,0.06,0.51,0.0,434857.44,337.0,2573.0,56955.68,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28775.0,4863203.56,,5.14,1.16,10.08,0.6483,79.39,0.0982
2015-09-25,2860.0,480931.04,0.38,4.13,0.06,0.51,0.0,432669.78,337.0,2573.0,56669.15,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28775.0,4838738.03,,5.15,1.16,10.1,0.6469,79.29,0.0982
2015-09-28,3360.0,565009.9,0.45,4.88,0.07,0.6,0.0,516748.64,337.0,3073.0,56669.15,,,,0.09,,,,,500.0,,,,0.09,,,,,0.06,,,,1.16,1.16,28610.0,4810992.01,,5.09,1.16,8.51,0.6934,82.49,0.1161
2015-09-29,3360.0,565009.9,0.45,4.63,0.07,0.6,0.0,516748.64,337.0,3073.0,56669.15,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28775.0,4838738.03,,5.12,1.16,8.51,0.6935,82.49,0.1154
2015-09-30,3310.0,552599.48,0.44,4.54,0.07,0.59,0.0,504685.27,337.0,3023.0,56261.64,,,,,,150.0,,,,,,,,,0.03,,200.0,0.06,0.04,,,1.16,1.16,28775.0,4803942.61,,5.12,1.15,8.64,0.6177,77.6,0.1137
2015-10-01,3310.0,542530.61,0.44,4.71,0.07,0.58,0.0,495489.44,337.0,3023.0,55236.5,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28775.0,4716410.39,,5.06,1.15,8.65,0.616,77.48,0.1137
2015-10-02,3310.0,537840.15,0.44,4.79,0.07,0.57,0.0,491205.67,337.0,3023.0,54758.95,,,,,,,,,,,,,,,,,,0.06,,,,1.16,1.16,28775.0,4675634.5,,4.99,1.15,8.69,0.6171,77.55,0.1137
2015-10-05,2810.0,459250.04,0.37,4.22,0.06,0.49,0.0,412344.43,337.0,2523.0,55077.32,,,,,,,,,,,,,,,,,500.0,0.06,0.08,,,1.16,1.16,28775.0,4702818.43,,4.97,1.16,10.23,0.5654,73.75,0.0965
2015-10-06,2773.0,461061.98,0.37,4.34,0.06,0.49,0.0,461061.98,50.0,2773.0,8313.41,,,,0.05,,,,0.05,250.0,287.0,,,0.05,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,8.88,0.7156,83.94,0.0953
2015-10-07,3192.0,545866.22,0.42,5.24,0.07,0.58,0.0,474212.73,469.0,2773.0,80204.03,,,,,,,,,,,,,,,,419.0,,0.08,,,,1.58,1.58,29143.0,4983765.42,,5.18,1.61,13.16,0.5586,73.01,0.1078
2015-10-08,3192.0,550630.71,0.42,4.94,0.07,0.58,0.0,478351.81,469.0,2773.0,80904.07,,,,,,,,,,,,,,,,,,0.09,,,,1.58,1.58,29143.0,5027265.31,,5.29,1.59,13.13,0.5558,72.81,0.1078
2015-10-09,2773.0,513324.41,0.37,4.39,0.06,0.54,0.0,513324.41,50.0,2773.0,9255.76,,,,,,,,0.08,,419.0,,,,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,8.49,0.7266,84.65,0.0936
2015-10-12,2773.0,508216.05,0.37,4.05,0.06,0.54,0.0,508216.05,50.0,2773.0,9163.65,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,9.1,0.7118,83.68,0.093
2015-10-13,3192.0,573035.89,0.42,4.5,0.07,0.61,0.0,497815.96,469.0,2773.0,84196.06,,,,,,,,,,,,,,,,419.0,,0.09,,,,1.58,1.58,29290.0,5258214.71,,5.64,1.56,13.07,0.5518,72.51,0.1073
2015-10-14,2773.0,494593.76,0.37,3.98,0.06,0.52,0.0,494593.76,50.0,2773.0,8918.03,,,,,,,,0.08,,419.0,,,,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,9.06,0.7106,83.61,0.0932
2015-10-15,2773.0,504312.74,0.37,4.08,0.06,0.53,0.0,504312.74,50.0,2773.0,9093.27,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,8.86,0.7159,83.96,0.0932
2015-10-16,2773.0,513455.39,0.37,4.2,0.06,0.54,0.0,513455.39,50.0,2773.0,9258.12,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,8.87,0.7156,83.93,0.0932
2015-10-19,2773.0,495694.02,0.37,4.1,0.06,0.53,0.0,495694.02,50.0,2773.0,8937.87,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,9.27,0.7044,83.2,0.0932
2015-10-20,3192.0,569929.93,0.42,4.64,0.07,0.6,0.0,495117.7,469.0,2773.0,83739.7,,,,,,,,,,,,,,,,419.0,,0.09,,,,1.6,1.6,28882.0,5156865.96,,5.46,1.6,13.11,0.5546,72.72,0.1088
2015-10-21,3692.0,658751.24,0.49,5.4,0.08,0.7,0.0,494777.14,969.0,2773.0,172895.44,,,,,,,,,,,,,,,,500.0,,0.18,,,,3.3,3.3,28382.0,5064105.58,,5.36,3.3,20.3,0.4511,62.86,0.1258
2015-10-22,3273.0,579661.64,0.44,4.82,0.07,0.62,0.0,491109.6,550.0,2773.0,97407.24,,,,,,,,0.08,,419.0,,,,,,,,0.11,,,,100.0,1.87,0.0,0.0,,0.0,100.0,23.22,0.5542,70.56,0.1115
2015-10-23,3273.0,577744.58,0.44,4.75,0.07,0.61,0.0,489485.41,550.0,2773.0,97085.1,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.87,0.0,0.0,,0.0,100.0,23.03,0.5562,70.76,0.1115
2015-10-26,3273.0,564294.28,0.44,4.75,0.07,0.6,0.0,478089.84,550.0,2773.0,94824.89,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.87,0.0,0.0,,0.0,100.0,23.23,0.5532,70.48,0.1115
2015-10-27,3273.0,561202.26,0.44,4.79,0.07,0.6,0.0,475470.17,550.0,2773.0,94305.3,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.88,0.0,0.0,,0.0,100.0,22.98,0.5566,70.81,0.1119
2015-10-28,3273.0,566458.7,0.44,4.69,0.07,0.6,0.0,479923.61,550.0,2773.0,95188.6,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.92,0.0,0.0,,0.0,100.0,22.84,0.5589,71.02,0.1141
2015-10-29,3273.0,556564.22,0.44,4.73,0.07,0.59,0.0,471540.66,550.0,2773.0,93525.92,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.92,0.0,0.0,,0.0,100.0,23.11,0.5544,70.61,0.1141
2015-10-30,3273.0,559192.44,0.44,4.73,0.07,0.59,0.0,473767.38,550.0,2773.0,93967.57,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.92,0.0,0.0,,0.0,100.0,22.79,0.5592,71.06,0.1141
2015-11-02,3273.0,546515.15,0.44,4.75,0.07,0.58,0.0,463026.73,550.0,2773.0,91837.25,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.92,0.0,0.0,,0.0,100.0,23.25,0.553,70.46,0.1141
2015-11-03,3273.0,565716.61,0.44,4.68,0.07,0.59,0.0,479294.89,550.0,2773.0,95063.9,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.92,0.0,0.0,,0.0,100.0,22.39,0.5647,71.58,0.1141
2015-11-04,3273.0,565840.29,0.44,4.69,0.07,0.6,0.0,479399.67,550.0,2773.0,95084.68,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.85,0.0,0.0,,0.0,100.0,22.98,0.5569,70.83,0.1103
2015-11-05,3273.0,559656.25,0.44,4.6,0.07,0.59,0.0,474160.33,550.0,2773.0,94045.5,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.91,0.0,0.0,,0.0,100.0,23.05,0.5557,70.72,0.1139
2015-11-06,3273.0,557028.03,0.44,4.7,0.07,0.59,0.0,471933.61,550.0,2773.0,93603.85,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.91,0.0,0.0,,0.0,100.0,23.1,0.5555,70.69,0.1139
2015-11-09,3273.0,556564.22,0.44,4.62,0.07,0.59,0.0,471540.66,550.0,2773.0,93525.92,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.91,0.0,0.0,,0.0,100.0,22.9,0.5577,70.92,0.1139
2015-11-10,3273.0,531828.04,0.44,4.77,0.07,0.57,0.0,450583.3,550.0,2773.0,89369.21,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.85,0.0,0.0,,0.0,100.0,23.68,0.5477,69.93,0.1103
2015-11-11,3273.0,533064.85,0.44,4.49,0.07,0.56,0.0,451631.17,550.0,2773.0,89577.04,,,,,,,,,,,,,,,,,,0.09,,,,100.0,1.85,0.0,0.0,,0.0,100.0,22.81,0.5577,70.95,0.1103
2015-11-12,3323.0,540674.54,0.44,4.42,0.07,0.57,0.0,459321.16,550.0,2823.0,89488.71,,,,,,50.0,,,,,,,,,0.01,,,0.09,,,,100.0,1.85,0.0,0.0,,0.0,100.0,22.51,0.5417,69.9,0.112
2015-11-13,3323.0,521744.81,0.44,4.46,0.07,0.56,0.0,443239.72,550.0,2823.0,86355.6,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.84,0.0,0.0,,0.0,100.0,23.16,0.5332,69.06,0.1109
2015-11-16,3742.0,585411.02,0.5,4.92,0.08,0.62,0.0,441639.58,969.0,2823.0,151593.61,,,,,,,,,,,,,,,,419.0,,0.16,,,,3.23,3.23,28998.0,4536544.27,,4.84,3.23,20.12,0.4385,61.92,0.1249
2015-11-17,3742.0,583325.31,0.5,5.12,0.08,0.62,0.0,440066.1,969.0,2823.0,151053.51,,,,,,,,,,,,,,,,,,0.16,,,,3.23,3.23,28998.0,4520381.46,,4.82,3.22,20.11,0.4386,61.95,0.1249
2015-11-18,3992.0,622259.09,0.53,5.5,0.09,0.66,0.0,479008.57,1969.0,3073.0,306920.88,,,,0.04,,,,,250.0,,,,0.04,,,1000.0,,0.32,,,,100.0,6.57,0.0,0.0,,0.0,100.0,18.77,0.4631,64.44,0.1332
2015-11-19,3942.0,615582.48,0.52,5.91,0.09,0.65,0.0,472071.49,1969.0,3023.0,307478.92,,,,0.02,,,,,100.0,,,,0.02,,,,150.0,0.32,0.02,,,6.57,6.57,27998.0,4372165.96,,4.63,6.52,18.93,0.5076,67.83,0.1315
2015-11-20,3942.0,614539.75,0.52,5.99,0.09,0.65,0.0,471271.86,1969.0,3023.0,306958.08,,,,,,,,,,,,,,,,,,0.33,,,,6.57,6.57,27998.0,4364759.99,,4.65,6.58,19.1,0.5061,67.68,0.1315
2015-11-23,3455.0,532025.48,0.46,5.77,0.08,0.56,0.0,427006.27,1732.0,2773.0,266705.68,,,,,,,,0.04,,237.0,,,,,,,250.0,0.29,0.04,,,100.0,5.78,0.0,0.0,,0.0,100.0,12.08,0.6172,77.21,0.1153
2015-11-24,3455.0,523865.58,0.46,5.83,0.08,0.56,0.0,420457.09,1732.0,2773.0,262615.1,,,,,,,,,,,,,,,,,,0.28,,,,100.0,5.78,0.0,0.0,,0.0,100.0,12.09,0.6171,77.21,0.1153
2015-11-25,4032.0,609525.06,0.54,6.87,0.09,0.64,0.0,506425.83,2732.0,3350.0,413001.6,,,1000.0,0.09,,,,,577.0,,,,0.09,1000.0,,,,0.44,,,,100.0,9.12,0.0,0.0,,0.0,100.0,10.38,0.6632,80.48,0.1345
2015-11-26,4032.0,613676.93,0.54,6.65,0.09,0.65,0.0,509875.43,2732.0,3350.0,415814.82,,,,,,,,,,,,,,,,,,0.44,,,,100.0,9.12,0.0,0.0,,0.0,100.0,10.4,0.6648,80.59,0.1345
2015-11-27,3982.0,605653.05,0.53,6.11,0.09,0.64,0.0,501922.42,2682.0,3300.0,407926.04,,,,,,,,0.01,,50.0,,,,,,,50.0,0.43,0.01,,,100.0,8.94,0.0,0.0,,0.0,100.0,10.53,0.6814,81.59,0.1328
2015-11-30,3982.0,601891.23,0.53,6.23,0.09,0.64,0.0,498804.89,2682.0,3300.0,405392.33,,,,,,,,,,,,,,,,,,0.43,,,,100.0,8.92,0.0,0.0,,0.0,100.0,10.5,0.6812,81.58,0.1324
2015-12-01,3982.0,601966.46,0.53,6.01,0.09,0.64,0.0,498867.24,2682.0,3300.0,405443.01,,,,,,,,,,,,,,,,,,0.43,,,,100.0,8.92,0.0,0.0,,0.0,100.0,10.52,0.6821,81.64,0.1324
2015-12-02,3982.0,590605.77,0.53,6.04,0.09,0.63,0.0,489452.29,2682.0,3300.0,397791.23,,,,,,,,,,,,,,,,,,0.43,,,,100.0,8.92,0.0,0.0,,0.0,100.0,10.47,0.6802,81.52,0.1324
2015-12-03,3982.0,568824.83,0.53,5.81,0.09,0.66,0.0,471401.79,2682.0,3300.0,383121.09,,,,,,,,,,,,,,,,,,0.41,,,,100.0,8.92,0.0,0.0,,0.0,100.0,9.58,0.704,83.12,0.1324
2015-12-04,3563.0,508567.17,0.47,5.08,0.08,0.54,0.0,471027.69,2263.0,3300.0,323010.81,,,,,,,,0.06,,419.0,,,,,,,,0.34,,,,100.0,7.53,0.0,0.0,,0.0,100.0,7.45,0.8365,91.15,0.1185
2015-12-07,3563.0,504898.24,0.47,5.02,0.08,0.53,0.0,467629.58,2263.0,3300.0,320680.53,,,,,,,,,,,,,,,,,,0.34,,,,100.0,7.53,0.0,0.0,,0.0,100.0,7.46,0.8361,91.12,0.1185
2015-12-08,3563.0,479888.95,0.47,4.66,0.08,0.51,0.0,444466.33,2263.0,3300.0,304796.15,,,,,,,,,,,,,,,,,,0.34,,,,100.0,7.53,0.0,0.0,,0.0,100.0,7.71,0.831,90.82,0.1185
2015-12-09,3563.0,488068.3,0.47,4.24,0.08,0.51,0.0,452041.93,2263.0,3300.0,309991.18,,,,,,,,,,,,,,,,,,0.32,,,,100.0,7.53,0.0,0.0,,0.0,100.0,7.22,0.8407,91.39,0.1185
2015-12-10,4063.0,546848.5,0.54,4.46,0.09,0.58,0.0,511450.72,2263.0,3800.0,304582.36,,,,0.07,,,,,500.0,,,,0.07,,,,,0.33,,,,100.0,7.53,0.0,0.0,,0.0,100.0,6.63,0.8532,92.12,0.1351
2015-12-11,4063.0,536600.12,0.54,4.35,0.09,0.57,0.0,501865.73,2263.0,3800.0,298874.25,,,,,,,,,,,,,,,,,,0.32,,,,100.0,7.53,0.0,0.0,,0.0,100.0,6.57,0.8541,92.18,0.1351
2015-12-14,4063.0,499214.68,0.54,4.27,0.09,0.53,0.0,466900.27,2263.0,3800.0,278051.4,,,,,,,,,,,,,,,,,,0.32,,,,100.0,7.53,0.0,0.0,,0.0,100.0,6.92,0.847,91.76,0.1351
2015-12-15,4063.0,493841.0,0.54,4.03,0.09,0.53,0.0,461874.43,2263.0,3800.0,275058.38,,,,,,,,,,,,,,,,,,0.3,,,,100.0,7.53,0.0,0.0,,0.0,100.0,6.52,0.8553,92.25,0.1351
2015-12-16,4063.0,510499.4,0.54,3.86,0.09,0.54,0.0,477454.52,2263.0,3800.0,284336.73,,,,,,,,,,,,,,,,,,0.29,,,,100.0,7.52,0.0,0.0,,0.0,100.0,6.27,0.8603,92.53,0.1349
2015-12-17,4482.0,546208.35,0.6,4.19,0.1,0.58,0.0,463094.99,2682.0,3800.0,326847.57,,,,,,,,,,,,,,,,419.0,,0.36,,,,100.0,8.89,0.0,0.0,,0.0,100.0,9.32,0.7085,83.42,0.1486
2015-12-18,4682.0,557312.43,0.62,4.22,0.1,0.59,0.0,476131.94,2882.0,4000.0,343053.06,,,,,,200.0,,,,,,,,,0.03,200.0,,0.37,,,,100.0,9.55,0.0,0.0,,0.0,100.0,8.93,0.6516,79.9,0.1552
2015-12-21,4263.0,492738.03,0.57,3.75,0.09,0.52,0.0,462339.23,2463.0,4000.0,284685.38,,,,,,,,0.05,,419.0,,,,,,,,0.31,,,,100.0,8.17,0.0,0.0,,0.0,100.0,6.31,0.7748,87.65,0.1413
2015-12-22,4252.0,465959.34,0.57,3.63,0.09,0.5,0.0,437138.24,2452.0,3989.0,268704.68,,,,,,,,0.0,,11.0,,,,,,,11.0,0.3,0.0,,,100.0,8.13,0.0,0.0,,0.0,100.0,6.47,0.7746,87.64,0.141
2015-12-23,4209.0,477152.22,0.56,3.58,0.09,0.5,0.0,447337.29,2409.0,3946.0,273095.67,,,,,,,,0.0,,43.0,,,,,,,43.0,0.28,0.01,,,100.0,7.99,0.0,0.0,,0.0,100.0,6.08,0.8042,89.4,0.1395
2015-12-24,4209.0,476754.59,0.56,3.32,0.09,0.5,0.0,446964.51,2409.0,3946.0,272868.09,,,,,,,,,,,,,,,,,,0.29,,,,100.0,7.99,0.0,0.0,,0.0,100.0,6.07,0.8017,89.25,0.1395
2015-12-25,4209.0,476754.59,0.56,3.28,0.09,0.5,0.0,446964.51,2409.0,3946.0,272868.09,,,,,,,,,,,,,,,,,,0.29,,,,100.0,7.99,0.0,0.0,,0.0,100.0,6.08,0.8016,89.25,0.1395
2015-12-28,4209.0,484587.84,0.56,3.28,0.09,0.51,0.0,454308.3,2409.0,3946.0,277351.42,,,,,,,,,,,,,,,,,,0.29,,,,100.0,7.99,0.0,0.0,,0.0,100.0,6.15,0.8018,89.26,0.1395
