,GLUX FP Equity_DX_DSS,GLUX FP Equity_PX_LAST
2018-04-17,,115.5876
2018-04-18,,115.6777
2018-04-19,,114.6213
2018-04-20,,115.1117
2018-04-23,,115.5849
2018-04-24,,115.9379
2018-04-25,,115.4583
2018-04-26,,116.3986
2018-04-27,,117.7137
2018-04-30,,118.9076
2018-05-02,,118.7853
2018-05-03,,117.3777
2018-05-04,,118.7222
2018-05-07,,119.5241
2018-05-08,,120.1552
2018-05-09,,119.686
2018-05-10,,120.161
2018-05-11,,120.4061
2018-05-14,,120.303
2018-05-15,,121.1231
2018-05-16,,122.5354
2018-05-17,,123.3623
2018-05-18,,122.7807
2018-05-21,,123.7
2018-05-22,,123.6
2018-05-23,,123.3945
2018-05-24,,123.7543
2018-05-25,,124.7668
2018-05-28,,125.0736
2018-05-29,,124.4101
2018-05-30,,123.5988
2018-05-31,,123.5077
2018-06-01,,123.7141
2018-06-04,,124.5389
2018-06-05,,124.7727
2018-06-06,,124.7377
2018-06-07,,124.0827
2018-06-08,,124.359
2018-06-11,,125.2314
2018-06-12,,125.7692
2018-06-13,,125.989
2018-06-14,,127.6078
2018-06-15,,127.1381
2018-06-18,,127.1624
2018-06-19,,125.0519
2018-06-20,,125.0282
2018-06-21,,123.6517
2018-06-22,,123.7581
2018-06-25,,119.7417
2018-06-26,,120.0676
2018-06-27,,121.3011
2018-06-28,,120.1447
2018-06-29,,121.422
2018-07-02,,119.9049
2018-07-03,,119.6002
2018-07-04,,119.224
2018-07-05,,119.2632
2018-07-06,,119.2201
2018-07-09,,119.8652
2018-07-10,,121.1839
2018-07-11,,119.7943
2018-07-12,,120.6051
2018-07-13,,121.2777
2018-07-16,,120.77
2018-07-17,,121.6292
2018-07-18,,122.2089
2018-07-19,,121.9409
2018-07-20,,121.8853
2018-07-23,,120.4718
2018-07-24,,121.569
2018-07-25,,122.2214
2018-07-26,,122.7831
2018-07-27,,121.6566
2018-07-30,,120.2733
2018-07-31,,120.3104
2018-08-01,,120.0962
2018-08-02,,119.9298
2018-08-03,,121.0615
2018-08-06,,120.5913
2018-08-07,,121.8115
2018-08-08,,122.3825
2018-08-09,,123.186
2018-08-10,,122.7085
2018-08-13,,122.1447
2018-08-14,,122.8907
2018-08-15,,120.4278
2018-08-16,,120.9156
2018-08-17,,120.6498
2018-08-20,,121.4354
2018-08-21,,121.5339
2018-08-22,,121.2674
2018-08-23,,121.1215
2018-08-24,,121.276
2018-08-27,,122.0383
2018-08-28,,122.3345
2018-08-29,,122.8358
2018-08-30,,122.6341
2018-08-31,,121.941
2018-09-03,,122.3039
2018-09-04,,120.7464
2018-09-05,,117.6664
2018-09-06,,117.67
2018-09-07,,117.8471
2018-09-10,,117.8987
2018-09-11,,117.2205
2018-09-12,,118.1742
2018-09-13,,118.2358
2018-09-14,,119.0608
2018-09-17,,118.9622
2018-09-18,,119.261
2018-09-19,,119.5607
2018-09-20,,120.179
2018-09-21,,121.2773
2018-09-24,,119.82
2018-09-25,,119.625
2018-09-26,,120.443
2018-09-27,,120.9744
2018-09-28,,120.6573
2018-10-01,,122.345
2018-10-02,,121.0708
2018-10-03,,120.9882
2018-10-04,,117.9218
2018-10-05,,116.1984
2018-10-08,,115.1622
2018-10-09,,115.4936
2018-10-10,,110.2793
2018-10-11,,107.7829
2018-10-12,,108.7226
2018-10-15,,108.247
2018-10-16,,109.6807
2018-10-17,,109.6242
2018-10-18,,108.6269
2018-10-19,,107.5415
2018-10-22,,107.5558
2018-10-23,,105.2863
2018-10-24,,106.3685
2018-10-25,,108.0585
2018-10-26,,106.909
2018-10-29,,107.6004
2018-10-30,,107.3967
2018-10-31,,110.3223
2018-11-01,,111.8693
2018-11-02,,113.3618
2018-11-05,,112.7388
2018-11-06,,112.3329
2018-11-07,,112.8457
2018-11-08,,112.4281
2018-11-09,,110.7907
2018-11-12,,109.5796
2018-11-13,,111.6478
2018-11-14,,110.9543
2018-11-15,,109.9835
2018-11-16,,109.6597
2018-11-19,,108.5188
2018-11-20,,106.6866
2018-11-21,,108.2914
2018-11-22,,107.8537
2018-11-23,,108.5417
2018-11-26,,109.4587
2018-11-27,,109.1078
2018-11-28,,109.4658
2018-11-29,,109.1375
2018-11-30,,108.8559
2018-12-03,,113.1892
2018-12-04,,111.9524
2018-12-05,,110.0004
2018-12-06,,106.6201
2018-12-07,,106.896
2018-12-10,,104.4746
2018-12-11,,106.8922
2018-12-12,,108.0614
2018-12-13,,108.0672
2018-12-14,,107.7653
2018-12-17,,106.4643
2018-12-18,,105.1187
2018-12-19,,105.0449
2018-12-20,,102.0536
2018-12-21,,102.3982
2018-12-27,,101.0356
2018-12-28,,102.5891
2018-12-31,,104.1096
2019-01-02,,103.3263
2019-01-03,,100.9303
2019-01-04,,103.1728
2019-01-07,,104.4453
2019-01-08,,105.4597
2019-01-09,,106.6302
2019-01-10,,105.8307
2019-01-11,,106.0467
2019-01-14,,105.2831
2019-01-15,,106.0676
2019-01-16,,106.3654
2019-01-17,,106.4709
2019-01-18,,108.3937
2019-01-21,,108.1133
2019-01-22,,107.8902
2019-01-23,,107.4265
2019-01-24,,108.0439
2019-01-25,,109.0066
2019-01-28,,108.6937
2019-01-29,,108.3269
2019-01-30,,110.2469
2019-01-31,,111.7801
2019-02-01,,112.632
2019-02-04,,112.4874
2019-02-05,,115.0607
2019-02-06,,114.6602
2019-02-07,,112.7734
2019-02-08,,111.9241
2019-02-11,,113.7621
2019-02-12,,114.8528
2019-02-13,,115.9515
2019-02-14,,115.012
2019-02-15,,115.9961
2019-02-18,,116.1418
2019-02-19,,115.9071
2019-02-20,,116.3593
2019-02-21,,116.9362
2019-02-22,,117.3463
2019-02-25,,118.402
2019-02-26,,118.5057
2019-02-27,,117.9325
2019-02-28,,118.0159
2019-03-01,,118.7784
2019-03-04,,118.8739
2019-03-05,,118.3193
2019-03-06,,117.5865
2019-03-07,,117.3756
2019-03-08,,116.4652
2019-03-11,,117.3687
2019-03-12,,116.9551
2019-03-13,,117.7635
2019-03-14,,117.4899
2019-03-15,,118.5914
2019-03-18,,118.0529
2019-03-19,,119.3598
2019-03-20,,117.485
2019-03-21,,118.2323
2019-03-22,,116.7157
2019-03-25,,117.0186
2019-03-26,,117.5884
2019-03-27,,117.3161
2019-03-28,,118.6939
2019-03-29,,119.748
2019-04-01,,121.6464
2019-04-02,,122.337
2019-04-03,,122.8105
2019-04-04,,122.6301
2019-04-05,,123.0079
2019-04-08,,122.6766
2019-04-09,,121.4183
2019-04-10,,121.8778
2019-04-11,,123.0297
2019-04-12,,123.1321
2019-04-15,,123.2307
2019-04-16,,124.1823
2019-04-17,,125.2049
2019-04-18,,125.3171
2019-04-23,,125.5009
2019-04-24,,125.6796
2019-04-25,,125.0709
2019-04-26,,125.2592
2019-04-29,,125.3917
2019-04-30,,124.9282
2019-05-02,,124.9559
2019-05-03,,126.0077
2019-05-06,,123.8295
2019-05-07,,122.538
2019-05-08,,122.7514
2019-05-09,,120.2285
2019-05-10,,119.593
2019-05-13,,117.0949
2019-05-14,,119.2066
2019-05-15,,120.4611
2019-05-16,,121.1879
2019-05-17,,120.7585
2019-05-20,,117.8146
2019-05-21,,119.0197
2019-05-22,,118.7742
2019-05-23,,117.1445
2019-05-24,,116.8989
2019-05-27,,116.9998
2019-05-28,,117.4806
2019-05-29,,115.4592
2019-05-30,,115.5934
2019-05-31,,114.4291
2019-06-03,,114.1927
2019-06-04,,115.3458
2019-06-05,,116.2956
2019-06-06,,116.3763
2019-06-07,,117.637
2019-06-10,,119.0534
2019-06-11,,119.5863
2019-06-12,,118.95
2019-06-13,,119.0992
2019-06-14,,119.1556
2019-06-17,,119.8058
2019-06-18,,122.1901
2019-06-19,,121.9648
2019-06-20,,122.2568
2019-06-21,,121.7016
2019-06-24,,121.3423
2019-06-25,,120.2225
2019-06-26,,120.1887
2019-06-27,,120.6298
2019-06-28,,121.6789
2019-07-01,,123.1608
2019-07-02,,123.135
2019-07-03,,124.2675
2019-07-04,,124.4626
2019-07-05,,124.1934
2019-07-08,,124.2288
2019-07-09,,123.746
2019-07-10,,123.1402
2019-07-11,,123.3592
2019-07-12,,124.0586
2019-07-15,,124.435
2019-07-16,,126.1602
2019-07-17,,125.7216
2019-07-18,,124.8767
2019-07-19,,125.2784
2019-07-22,,124.9666
2019-07-23,,126.2817
2019-07-24,,126.6188
2019-07-25,,124.9551
2019-07-26,,124.8775
2019-07-29,,124.8153
2019-07-30,,124.2299
2019-07-31,,123.9127
2019-08-01,,124.6159
2019-08-02,,119.4296
2019-08-05,,115.5285
2019-08-06,,114.8451
2019-08-07,,115.5964
2019-08-08,,118.1443
2019-08-09,,117.0089
2019-08-12,,115.6007
2019-08-13,,116.2975
2019-08-14,,113.8563
2019-08-15,,113.022
2019-08-16,,114.2868
2019-08-19,,116.3874
2019-08-20,,116.6554
2019-08-21,,118.1547
2019-08-22,,117.6145
2019-08-23,,115.6847
2019-08-26,,115.757
2019-08-27,,116.676
2019-08-28,,116.8403
2019-08-29,,118.2842
2019-08-30,,119.0451
2019-09-02,,118.7913
2019-09-03,,118.3874
2019-09-04,,120.1762
2019-09-05,,121.8666
2019-09-06,,122.7693
2019-09-09,,122.7619
2019-09-10,,122.2201
2019-09-11,,124.6809
2019-09-12,,124.4589
2019-09-13,,124.8773
2019-09-16,,123.3298
2019-09-17,,122.54
2019-09-18,,121.8878
2019-09-19,,122.2872
2019-09-20,,122.5994
2019-09-23,,121.3257
2019-09-24,,120.7476
2019-09-25,,120.5434
2019-09-26,,120.3523
2019-09-27,,121.7293
2019-09-30,,122.1246
2019-10-01,,120.7602
2019-10-02,,117.5886
2019-10-03,,117.488
2019-10-04,,118.3097
2019-10-07,,118.9266
2019-10-08,,117.4301
2019-10-09,,118.3809
2019-10-10,,119.9717
2019-10-11,,121.949
2019-10-14,,121.8151
2019-10-15,,122.8497
2019-10-16,,122.6151
2019-10-17,,122.4019
2019-10-18,,121.1898
2019-10-21,,121.8995
2019-10-22,,122.2327
2019-10-23,,122.0903
2019-10-24,,124.0684
2019-10-25,,126.4503
2019-10-28,,127.3814
2019-10-29,,127.1324
2019-10-30,,127.1907
2019-10-31,,126.2755
2019-11-01,,127.4913
2019-11-04,,129.0546
2019-11-05,,129.8909
2019-11-06,,129.6098
2019-11-07,,131.1922
2019-11-08,,130.1372
2019-11-11,,129.6929
2019-11-12,,130.4272
2019-11-13,,130.1124
2019-11-14,,130.1318
2019-11-15,,130.7848
2019-11-18,,130.3055
2019-11-19,,130.5516
2019-11-20,,130.1253
2019-11-21,,129.4617
2019-11-22,,129.6909
2019-11-25,,131.8043
2019-11-26,,132.2167
2019-11-27,,132.9763
2019-11-28,,132.6588
2019-11-29,,132.0242
2019-12-02,,129.8801
2019-12-03,,128.2492
2019-12-04,,129.2407
2019-12-05,,129.5714
2019-12-06,,131.6482
2019-12-09,,131.2102
2019-12-10,,131.0961
2019-12-11,,131.621
2019-12-12,,132.4761
2019-12-13,,133.0219
2019-12-16,,134.8337
2019-12-17,,134.0193
2019-12-18,,135.0005
2019-12-19,,135.029
2019-12-20,,136.3577
2019-12-23,,137.088
2019-12-24,,137.3716
2019-12-27,,137.4363
2019-12-30,,135.9027
2019-12-31,,135.8083
2020-01-02,,137.5542
2020-01-03,,137.3313
2020-01-06,,136.5442
2020-01-07,,137.8082
2020-01-08,,138.565
2020-01-09,,139.4546
2020-01-10,,139.2473
2020-01-13,,139.9736
2020-01-14,,141.602
2020-01-15,,141.7047
2020-01-16,,141.5082
2020-01-17,,143.4648
2020-01-20,,142.1686
2020-01-21,,141.1453
2020-01-22,,141.7346
2020-01-23,,139.1233
2020-01-24,,139.1943
2020-01-27,,134.3866
2020-01-28,,135.6863
2020-01-29,,135.7767
2020-01-30,,135.0277
2020-01-31,,132.9347
2020-02-03,,135.4891
2020-02-04,,141.3269
2020-02-05,,139.9803
2020-02-06,,140.8828
2020-02-07,,138.7935
2020-02-10,,138.4884
2020-02-11,,140.0261
2020-02-12,,142.9899
2020-02-13,,143.2874
2020-02-14,,142.5304
2020-02-17,,142.855
2020-02-18,,142.5516
2020-02-19,,145.9023
2020-02-20,,142.7079
2020-02-21,,141.604
2020-02-24,,134.9722
2020-02-25,,132.0084
2020-02-26,,131.1887
2020-02-27,,124.1367
2020-02-28,,121.3455
2020-03-02,,121.8673
2020-03-03,,123.755
2020-03-04,,123.4853
2020-03-05,,121.3523
2020-03-06,,116.8844
2020-03-09,,108.2149
2020-03-10,,107.8111
2020-03-11,,107.0755
2020-03-12,,94.9117
2020-03-13,,96.2957
2020-03-16,,90.82
2020-03-17,,89.5157
2020-03-18,,82.9169
2020-03-19,,87.4325
2020-03-20,,92.4294
2020-03-23,,88.8301
2020-03-24,,98.5333
2020-03-25,,103.943
2020-03-26,,104.6941
2020-03-27,,99.1656
2020-03-30,,99.6521
2020-03-31,,99.9553
2020-04-01,,95.3199
2020-04-02,,95.015
2020-04-03,,93.7489
2020-04-06,,98.6851
2020-04-07,,102.9161
2020-04-08,,103.6882
2020-04-09,,105.6516
2020-04-14,,108.9011
2020-04-15,,106.5045
2020-04-16,,107.7505
2020-04-17,,111.4663
2020-04-20,,111.925
2020-04-21,,106.2713
2020-04-22,,107.2824
2020-04-23,,108.8666
2020-04-24,,107.1579
2020-04-27,,111.5448
2020-04-28,,112.5564
2020-04-29,,116.461
2020-04-30,,114.6194
2020-05-04,,108.7446
2020-05-05,,111.495
2020-05-06,,110.3566
2020-05-07,,112.029
2020-05-08,,114.2212
2020-05-11,,113.2908
2020-05-12,,113.3136
2020-05-13,,109.269
2020-05-14,,105.786
2020-05-15,,108.5663
2020-05-18,,113.6013
2020-05-19,,114.2327
2020-05-20,,114.3011
2020-05-21,,113.5139
2020-05-22,,113.7691
2020-05-25,,115.5531
2020-05-26,,117.2124
2020-05-27,,119.2547
2020-05-28,,120.3902
2020-05-29,,117.2035
2020-06-01,,119.8652
2020-06-02,,121.6766
2020-06-03,,124.6641
2020-06-04,,123.673
2020-06-05,,128.1353
2020-06-08,,129.4391
2020-06-09,,127.9353
2020-06-10,,128.1076
2020-06-11,,121.8972
2020-06-12,,121.2618
2020-06-15,,119.942
2020-06-16,,123.9687
2020-06-17,,124.1308
2020-06-18,,123.8578
2020-06-19,,124.6523
2020-06-22,,122.0011
2020-06-23,,123.4779
2020-06-24,,119.5245
2020-06-25,,119.6005
2020-06-26,,119.3605
2020-06-29,,119.8492
2020-06-30,,122.3838
2020-07-01,,123.6105
2020-07-02,,126.9342
2020-07-03,,126.0397
2020-07-06,,129.4214
2020-07-07,,130.6119
2020-07-08,,129.1075
2020-07-09,,128.1817
2020-07-10,,129.5468
2020-07-13,,137.3986
2020-07-14,,131.9173
2020-07-15,,133.6879
2020-07-16,,132.3991
2020-07-17,,132.7952
2020-07-20,,132.3099
2020-07-21,,135.1848
2020-07-22,,132.4801
2020-07-23,,133.2
2020-07-24,,128.4233
2020-07-27,,127.5299
2020-07-28,,129.5585
2020-07-29,,129.2169
2020-07-30,,126.8231
2020-07-31,,125.1383
2020-08-03,,126.5918
2020-08-04,,126.3349
2020-08-05,,126.6352
2020-08-06,,126.5678
2020-08-07,,126.8904
2020-08-10,,128.3933
2020-08-11,,131.1043
2020-08-12,,132.4282
2020-08-13,,133.5192
2020-08-14,,133.0662
2020-08-17,,133.7191
2020-08-18,,133.2295
2020-08-19,,133.9585
2020-08-20,,132.8931
2020-08-21,,134.4015
2020-08-24,,136.2222
2020-08-25,,136.4032
2020-08-26,,137.6277
2020-08-27,,138.6772
2020-08-28,,138.0817
2020-08-31,,138.1048
2020-09-01,,138.9098
2020-09-02,,139.9798
2020-09-03,,139.5531
2020-09-04,,138.1263
2020-09-07,,139.5399
2020-09-08,,138.1436
2020-09-09,,137.2812
2020-09-10,,139.276
2020-09-11,,139.5509
2020-09-14,,140.993
2020-09-15,,143.3229
2020-09-16,,143.6208
2020-09-17,,142.2165
2020-09-18,,140.2254
2020-09-21,,135.0189
2020-09-22,,135.46
2020-09-23,,137.2173
2020-09-24,,135.8482
2020-09-25,,136.3099
2020-09-28,,139.4218
2020-09-29,,138.4211
2020-09-30,,138.5821
2020-10-01,,139.9465
2020-10-02,,139.3179
2020-10-05,,140.4994
2020-10-06,,140.986
2020-10-07,,141.9098
2020-10-08,,141.9665
2020-10-09,,142.341
2020-10-12,,143.3686
2020-10-13,,143.6974
2020-10-14,,143.1791
2020-10-15,,140.9493
2020-10-16,,144.0973
2020-10-19,,143.925
2020-10-20,,143.1949
2020-10-21,,142.0969
2020-10-22,,143.293
2020-10-23,,143.6403
2020-10-26,,141.2869
2020-10-27,,141.1149
2020-10-28,,136.6623
2020-10-29,,137.4135
2020-10-30,,136.2958
2020-11-02,,138.1596
2020-11-03,,141.0256
2020-11-04,,144.2336
2020-11-05,,146.6779
2020-11-06,,146.5083
2020-11-09,,156.1606
2020-11-10,,155.5722
2020-11-11,,158.14
2020-11-12,,155.4654
2020-11-13,,155.2097
2020-11-16,,158.2622
2020-11-17,,159.4838
2020-11-18,,161.0778
2020-11-19,,160.875
2020-11-20,,161.3614
2020-11-23,,162.1142
2020-11-24,,164.5792
2020-11-25,,164.6992
2020-11-26,,164.697
2020-11-27,,164.8426
2020-11-30,,163.1926
2020-12-01,,164.5
2020-12-02,,163.3177
2020-12-03,,164.8396
2020-12-04,,165.434
2020-12-07,,165.8191
2020-12-08,,166.0252
2020-12-09,,167.2806
2020-12-10,,165.4682
2020-12-11,,164.3632
2020-12-14,,166.0123
2020-12-15,,166.1282
2020-12-16,,166.5468
2020-12-17,,168.0222
2020-12-18,,168.2374
2020-12-21,,165.0858
2020-12-22,,164.6852
2020-12-23,,166.1025
2020-12-24,,167.1937
2020-12-28,,168.0014
2020-12-29,,168.997
2020-12-30,,169.2186
2020-12-31,,169.3032
2021-01-04,,168.8861
2021-01-05,,168.2192
2021-01-06,,169.2925
2021-01-07,,171.7973
2021-01-08,,175.1462
2021-01-11,,173.6417
2021-01-12,,174.3983
2021-01-13,,173.4343
2021-01-14,,174.4506
2021-01-15,,171.5362
2021-01-18,,172.4066
2021-01-19,,171.3514
2021-01-20,,173.7971
2021-01-21,,174.9272
2021-01-22,,173.3893
2021-01-25,,172.1297
2021-01-26,,173.6349
2021-01-27,,170.7994
2021-01-28,,171.5949
2021-01-29,,168.6033
2021-02-01,,169.707
2021-02-02,,174.7013
2021-02-03,,175.5009
2021-02-04,,176.4486
2021-02-05,,179.6516
2021-02-08,,180.3877
2021-02-09,,180.3273
2021-02-10,,178.9812
2021-02-11,,180.0296
2021-02-12,,179.4151
2021-02-15,,182.4318
2021-02-16,,181.8029
2021-02-17,,180.5491
2021-02-18,,179.9097
2021-02-19,,182.281
2021-02-22,,180.9044
2021-02-23,,179.995
2021-02-24,,182.0287
2021-02-25,,180.838
2021-02-26,,179.0736
2021-03-01,,183.0168
2021-03-02,,182.1253
2021-03-03,,184.4009
2021-03-04,,179.958
2021-03-05,,174.9991
2021-03-08,,181.548
2021-03-09,,183.7917
2021-03-10,,185.6326
2021-03-11,,187.4764
2021-03-12,,186.9365
2021-03-15,,188.8558
2021-03-16,,189.9636
2021-03-17,,189.6042
2021-03-18,,191.5728
2021-03-19,,187.4318
2021-03-22,,188.6856
2021-03-23,,186.009
2021-03-24,,184.5743
2021-03-25,,183.8939
2021-03-26,,184.2009
2021-03-29,,184.8629
2021-03-30,,188.4297
2021-03-31,,188.4671
2021-04-01,,190.3619
2021-04-06,,192.3
2021-04-07,,191.1066
2021-04-08,,191.825
2021-04-09,,191.7022
2021-04-12,,192.7769
2021-04-13,,194.0828
2021-04-14,,195.2025
2021-04-15,,194.7532
2021-04-16,,196.3586
2021-04-19,,194.3972
2021-04-20,,189.8573
2021-04-21,,193.1084
2021-04-22,,196.4923
2021-04-23,,195.2144
2021-04-26,,195.3545
2021-04-27,,195.0812
2021-04-28,,195.114
2021-04-29,,194.51
2021-04-30,,195.4516
2021-05-03,,195.0106
2021-05-04,,192.0619
2021-05-05,,194.44
2021-05-06,,192.39
2021-05-07,,194.3649
2021-05-10,,193.81
2021-05-11,,188.76
2021-05-12,,188.16
2021-05-13,,187.5135
2021-05-14,,189.975
2021-05-17,,190.137
2021-05-18,,190.805
2021-05-19,,186.89
2021-05-20,,189.2313
2021-05-21,,191.5
2021-05-24,,192.74
2021-05-25,,194.0288
2021-05-26,,196.9152
2021-05-27,,197.9102
2021-05-28,,199.4
2021-05-31,,198.7629
2021-06-01,,200.165
2021-06-02,,200.75
2021-06-03,,199.4033
2021-06-04,,199.2
2021-06-07,,200.1488
2021-06-08,,200.4499
2021-06-09,,200.4
2021-06-10,,199.0
2021-06-11,,201.0
2021-06-14,,201.1999
2021-06-15,,200.65
2021-06-16,,200.64
2021-06-17,,203.0
2021-06-18,,201.1
2021-06-21,,202.3
2021-06-22,,203.0999
2021-06-23,,202.0
2021-06-24,,204.4
2021-06-25,,206.2
2021-06-28,,204.3999
2021-06-29,,205.0407
2021-06-30,,204.6
2021-07-01,,204.3193
2021-07-02,,205.4
2021-07-05,,205.3999
2021-07-06,,202.8
2021-07-07,,203.2
2021-07-08,,198.6
2021-07-09,,202.6501
2021-07-12,,204.2677
2021-07-13,,204.9071
2021-07-14,,204.7277
2021-07-15,,202.6
2021-07-16,,200.2
2021-07-19,,195.4
2021-07-20,,197.6
2021-07-21,,201.1446
2021-07-22,,201.2
2021-07-23,,204.9051
2021-07-26,,204.5999
2021-07-27,,201.2
2021-07-28,,203.5
2021-07-29,,205.888
2021-07-30,,205.7311
2021-08-02,,207.3612
2021-08-03,,205.5069
2021-08-04,,206.3505
2021-08-05,,207.9554
2021-08-06,,208.7947
2021-08-09,,208.1384
2021-08-10,,208.8705
2021-08-11,,209.0941
2021-08-12,,209.2
2021-08-13,,208.4
2021-08-16,,204.3
2021-08-17,,201.2486
2021-08-18,,200.2
2021-08-19,,192.685
2021-08-20,,192.8028
2021-08-23,,196.75
2021-08-24,,198.0323
2021-08-25,,198.6208
2021-08-26,,197.0916
2021-08-27,,198.1501
2021-08-30,,198.3832
2021-08-31,,198.3101
2021-09-01,,200.5281
2021-09-02,,200.9702
2021-09-03,,198.2399
2021-09-06,,199.7047
2021-09-07,,200.9418
2021-09-08,,198.7113
2021-09-09,,201.52
2021-09-10,,201.6097
2021-09-13,,200.7816
2021-09-14,,199.4254
2021-09-15,,195.151
2021-09-16,,196.0209
2021-09-17,,196.3485
2021-09-20,,192.269
2021-09-21,,194.4009
2021-09-22,,197.2287
2021-09-23,,200.1226
2021-09-24,,198.701
2021-09-27,,199.62
2021-09-28,,196.0611
2021-09-29,,197.678
2021-09-30,,195.9138
2021-10-01,,197.0576
2021-10-04,,195.5802
2021-10-05,,198.1321
2021-10-06,,195.6433
2021-10-07,,201.0227
2021-10-08,,199.5357
2021-10-11,,200.7877
2021-10-12,,200.5969
2021-10-13,,202.598
2021-10-14,,205.6698
2021-10-15,,207.5903
2021-10-18,,205.9398
2021-10-19,,205.9388
2021-10-20,,206.2291
2021-10-21,,206.9752
2021-10-22,,208.8898
2021-10-25,,211.3165
2021-10-26,,214.0641
2021-10-27,,213.0859
2021-10-28,,213.6876
2021-10-29,,215.8212
2021-11-01,,219.7851
2021-11-02,,219.6428
2021-11-03,,222.6432
2021-11-04,,225.7237
2021-11-05,,229.2209
2021-11-08,,227.9522
2021-11-09,,224.9033
2021-11-10,,223.938
2021-11-11,,223.959
2021-11-12,,227.2766
2021-11-15,,227.9226
2021-11-16,,231.893
2021-11-17,,232.9876
2021-11-18,,233.1701
2021-11-19,,233.9171
2021-11-22,,236.3391
2021-11-23,,232.4504
2021-11-24,,232.3801
2021-11-25,,233.4639
2021-11-26,,221.1151
2021-11-29,,225.3198
2021-11-30,,221.7896
2021-12-01,,226.4621
2021-12-02,,221.0204
2021-12-03,,219.0866
2021-12-06,,220.774
2021-12-07,,228.8975
2021-12-08,,226.5193
2021-12-09,,226.6676
2021-12-10,,224.3513
2021-12-13,,221.5021
2021-12-14,,218.7221
2021-12-15,,218.1441
2021-12-16,,219.5091
2021-12-17,,216.2994
2021-12-20,,211.6843
2021-12-21,,216.1629
2021-12-22,,220.3332
2021-12-23,,223.3999
2021-12-24,,223.9835
2021-12-27,,225.0717
2021-12-28,,225.3327
2021-12-29,,224.263
2021-12-30,,225.5598
2021-12-31,,223.9759
2022-01-03,,227.8727
2022-01-04,,230.0337
2022-01-05,,230.7
2022-01-06,,223.4526
2022-01-07,,220.6476
2022-01-10,,214.863
2022-01-11,,216.8111
2022-01-12,,218.1353
2022-01-13,,216.7207
2022-01-14,,211.7612
2022-01-17,,214.5109
2022-01-18,,212.2342
2022-01-19,,213.0538
2022-01-20,,215.0732
2022-01-21,,209.5336
2022-01-24,,199.2633
2022-01-25,,201.9909
2022-01-26,,206.2513
2022-01-27,,204.9443
2022-01-28,,202.0059
2022-01-31,,207.0206
2022-02-01,,211.262
2022-02-02,,209.5828
2022-02-03,,206.5051
2022-02-04,,203.4029
2022-02-07,,204.5764
2022-02-08,,205.8869
2022-02-09,,209.9248
2022-02-10,,208.3773
2022-02-11,,206.6893
2022-02-14,,204.8667
2022-02-15,,209.2633
2022-02-16,,208.5006
2022-02-17,,208.7662
2022-02-18,,205.4135
2022-02-21,,203.1354
2022-02-22,,201.8606
2022-02-23,,200.8374
2022-02-24,,194.4
2022-02-25,,201.2442
2022-02-28,,202.1749
2022-03-01,,195.9362
2022-03-02,,197.7268
2022-03-03,,193.7132
2022-03-04,,186.7722
2022-03-07,,180.5798
2022-03-08,,175.6118
2022-03-09,,185.944
2022-03-10,,181.3774
2022-03-11,,181.6325
2022-03-14,,179.4165
2022-03-15,,179.2768
2022-03-16,,189.2617
2022-03-17,,190.4372
2022-03-18,,194.9119
2022-03-21,,194.0887
2022-03-22,,197.4024
2022-03-23,,197.067
2022-03-24,,195.3382
2022-03-25,,196.3976
2022-03-28,,198.8424
2022-03-29,,205.3785
2022-03-30,,204.0472
2022-03-31,,201.8175
2022-04-01,,201.3802
2022-04-04,,205.7789
2022-04-05,,205.8487
2022-04-06,,198.0729
2022-04-07,,195.7098
2022-04-08,,198.5831
2022-04-11,,194.4325
2022-04-12,,197.1197
2022-04-13,,197.4937
2022-04-14,,200.306
2022-04-19,,201.0515
2022-04-20,,201.928
2022-04-21,,202.4985
2022-04-22,,197.9944
2022-04-25,,192.7279
2022-04-26,,189.9093
2022-04-27,,192.1545
2022-04-28,,192.5606
2022-04-29,,196.7867
2022-05-02,,192.0935
2022-05-03,,192.6446
2022-05-04,,188.4198
2022-05-05,,185.7823
2022-05-06,,180.9283
2022-05-09,,173.7598
2022-05-10,,171.9814
2022-05-11,,177.0395
2022-05-12,,174.2577
2022-05-13,,180.0379
2022-05-16,,178.2892
2022-05-17,,179.8936
2022-05-18,,176.114
2022-05-19,,172.823
2022-05-20,,169.1791
2022-05-23,,169.533
2022-05-24,,164.4068
2022-05-25,,166.924
2022-05-26,,172.6445
2022-05-27,,179.2
2022-05-30,,182.916
2022-05-31,,181.0
2022-06-01,,180.8251
2022-06-02,,184.0438
2022-06-03,,182.0319
2022-06-06,,184.5684
2022-06-07,,183.1566
2022-06-08,,183.4809
2022-06-09,,180.943
2022-06-10,,174.8663
2022-06-13,,168.4016
2022-06-14,,167.4197
2022-06-15,,170.582
2022-06-16,,164.5262
2022-06-17,,165.4296
2022-06-20,,166.9492
2022-06-21,,169.5296
2022-06-22,,168.2984
2022-06-23,,168.7488
2022-06-24,,174.6045
2022-06-27,,173.9515
2022-06-28,,174.3939
2022-06-29,,171.0491
2022-06-30,,168.7881
2022-07-01,,168.2667
2022-07-04,,168.6805
2022-07-05,,168.017
2022-07-06,,171.1542
2022-07-07,,175.4552
2022-07-08,,177.54
2022-07-11,,174.0058
2022-07-12,,175.7304
