,STW FP Equity_DX_SI_QTY,STW FP Equity_DX_SHORT_INTEREST_VALUE,STW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STW FP Equity_DX_SI_MV,STW FP Equity_DX_DSS,STW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STW FP Equity_DX_SUPPLY_SI_QTY,STW FP Equity_DX_BROKER_SI_QTY,STW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STW FP Equity_DX_BROKER_SI_MV_NEW_x,STW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STW FP Equity_DX_SUPPLY_SI_QTY_INC_x,STW FP Equity_DX_BROKER_SI_MV_INC_x,STW FP Equity_DX_SUPPLY_SI_MV_NEW,STW FP Equity_DX_BROKER_SI_QTY_ADD,STW FP Equity_DX_BROKER_SI_QTY_NEW,STW FP Equity_DX_SUPPLY_SI_MV_DEC,STW FP Equity_DX_BROKER_SI_QTY_INC,STW FP Equity_DX_SUPPLY_SI_QTY_DEC,STW FP Equity_DX_BROKER_SI_MV_NEW_y,STW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STW FP Equity_DX_BROKER_SI_MV_INC_y,STW FP Equity_DX_SUPPLY_SI_QTY_INC_y,STW FP Equity_DX_BROKER_SI_MV_ADD,STW FP Equity_DX_SUPPLY_SI_QTY_ADD,STW FP Equity_DX_BROKER_SI_QTY_DEC,STW FP Equity_DX_SUPPLY_SI_MV,STW FP Equity_DX_BROKER_SI_MV_DEC,STW FP Equity_DX_SUPPLY_SI_MV_RMV,STW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STW FP Equity_DX_UTILIZATION_QUANTITY,STW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STW FP Equity_DX_ACTIVE_UTILIZATION_MV,STW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STW FP Equity_DX_BROKER_SI_CON_RATIO,STW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STW FP Equity_DX_DEMAND_SUPPLY_RATIO,STW FP Equity_PX_LAST
2017-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4034.91,,0.0,0.0,,0.0,,0.0,122.27
2017-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4056.36,,0.0,0.0,,0.0,,0.0,122.92
2017-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4074.84,,0.0,0.0,,0.0,,0.0,123.48
2017-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4069.56,,0.0,0.0,,0.0,,0.0,123.32
2017-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4107.51,,0.0,0.0,,0.0,,0.0,124.47
2017-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4110.48,,0.0,0.0,,0.0,,0.0,124.56
2017-02-23,1000.0,124360.0,0.34,0.12,0.12,,124360.0,0.0,1000.0,0.0,,,,,,1000.0,,,,,,,,,0.12,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,30.303,124.36
2017-02-24,1000.0,124110.0,0.34,0.12,0.12,,124110.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,30.303,124.11
2017-02-27,1000.0,123730.0,0.34,0.12,0.12,,123730.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,30.303,123.73
2017-02-28,1000.0,124190.0,0.34,0.12,0.12,,124190.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,30.303,124.19
2017-03-01,1000.0,125120.0,0.34,0.12,0.12,,125120.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,30.303,125.12
2017-03-02,1000.0,126550.0,0.31,0.12,0.13,,126550.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,30.303,126.55
2017-03-03,1000.0,126490.0,0.29,0.12,0.13,,126490.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,30.303,126.49
2017-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.13,,0.0,0.0,33.0,4149.75,,0.0,0.0,,0.0,,0.0,125.75
2017-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4110.81,,0.0,0.0,,0.0,,0.0,124.57
2017-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4109.16,,0.0,0.0,,0.0,,0.0,124.52
2017-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4109.16,,0.0,0.0,,0.0,,0.0,124.52
2017-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4107.84,,0.0,0.0,,0.0,,0.0,124.48
2017-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4125.99,,0.0,0.0,,0.0,,0.0,125.03
2017-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4132.26,,0.0,0.0,,0.0,,0.0,125.22
2017-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4124.01,,0.0,0.0,,0.0,,0.0,124.97
2017-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4138.2,,0.0,0.0,,0.0,,0.0,125.4
2017-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4144.47,,0.0,0.0,,0.0,,0.0,125.59
2017-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4137.87,,0.0,0.0,,0.0,,0.0,125.39
2017-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4091.67,,0.0,0.0,,0.0,,0.0,123.99
2017-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4084.74,,0.0,0.0,,0.0,,0.0,123.78
2017-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4124.67,,0.0,0.0,,0.0,,0.0,124.99
2017-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4117.74,,0.0,0.0,,0.0,,0.0,124.78
2017-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4127.31,,0.0,0.0,,0.0,,0.0,125.07
2017-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4134.9,,0.0,0.0,,0.0,,0.0,125.3
2017-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4155.03,,0.0,0.0,,0.0,,0.0,125.91
2017-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4175.16,,0.0,0.0,,0.0,,0.0,126.52
2017-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4172.19,,0.0,0.0,,0.0,,0.0,126.43
2017-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4163.94,,0.0,0.0,,0.0,,0.0,126.18
2017-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4194.63,,0.0,0.0,,0.0,,0.0,127.11
2017-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4183.74,,0.0,0.0,,0.0,,0.0,126.78
2017-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4164.27,,0.0,0.0,,0.0,,0.0,126.19
2017-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4155.36,,0.0,0.0,,0.0,,0.0,125.92
2017-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4156.02,,0.0,0.0,,0.0,,0.0,125.94
2017-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4161.3,,0.0,0.0,,0.0,,0.0,126.1
2017-04-12,3000.0,380010.0,1.6,0.41,0.38,,380010.0,0.0,3000.0,0.0,,,,,,3000.0,,,,,,,,,0.38,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,126.67
2017-04-13,3000.0,379830.0,1.94,0.41,0.38,,379830.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,126.61
2017-04-14,3000.0,379830.0,2.4,0.41,0.38,,379830.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,
2017-04-17,3000.0,379830.0,2.4,0.41,0.38,,379830.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,
2017-04-18,3000.0,373890.0,2.4,0.41,0.38,,373890.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,124.63
2017-04-19,3000.0,374130.0,2.42,0.41,0.37,,374130.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,124.71
2017-04-20,3000.0,373710.0,2.31,0.41,0.37,,373710.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,124.57
2017-04-21,3000.0,373230.0,2.14,0.41,0.38,,373230.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,124.41
2017-04-24,3000.0,376620.0,2.25,0.41,0.37,,376620.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,125.54
2017-04-25,3000.0,379290.0,2.41,0.41,0.38,,379290.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,126.43
2017-04-26,3000.0,380850.0,2.41,0.41,0.38,,380850.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,126.95
2017-04-27,3000.0,385770.0,2.88,0.41,0.38,,385770.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,128.59
2017-04-28,3000.0,383970.0,2.88,0.41,0.39,,383970.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,127.99
2017-05-01,3000.0,383970.0,2.54,0.41,0.39,,383970.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,
2017-05-02,3000.0,387570.0,2.54,0.41,0.38,,387570.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,129.19
2017-05-03,3000.0,390270.0,2.54,0.41,0.39,,390270.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,130.09
2017-05-04,3000.0,392340.0,2.51,0.41,0.39,,392340.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,130.78
2017-05-05,3000.0,392430.0,2.49,0.41,0.39,,392430.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,130.81
2017-05-08,3000.0,392550.0,1.88,0.41,0.39,,392550.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,130.85
2017-05-09,3000.0,396120.0,1.87,0.41,0.39,,396120.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,132.04
2017-05-10,3000.0,396150.0,1.87,0.41,0.4,,396150.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,132.05
2017-05-11,3000.0,395970.0,1.86,0.41,0.4,,395970.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,131.99
2017-05-12,3000.0,403680.0,1.36,0.42,0.4,,403680.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,90.9091,134.56
2017-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3000.0,0.0,0.39,,0.0,0.0,33.0,4419.69,,0.0,0.0,,0.0,,0.0,133.93
2017-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4435.2,,0.0,0.0,,0.0,,0.0,134.4
2017-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1103.0,146654.88,,0.14,0.0,,0.0,,0.0,132.96
2017-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4374.15,,0.0,0.0,,0.0,,0.0,132.55
2017-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4375.47,,0.0,0.0,,0.0,,0.0,132.59
2017-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4365.9,,0.0,0.0,,0.0,,0.0,132.3
2017-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4359.96,,0.0,0.0,,0.0,,0.0,132.12
2017-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4366.23,,0.0,0.0,,0.0,,0.0,132.31
2017-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4355.01,,0.0,0.0,,0.0,,0.0,131.97
2017-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4356.66,,0.0,0.0,,0.0,,0.0,132.02
2017-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4357.98,,0.0,0.0,,0.0,,0.0,132.06
2017-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4359.96,,0.0,0.0,,0.0,,0.0,132.12
2017-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4388.34,,0.0,0.0,,0.0,,0.0,132.98
2017-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4404.84,,0.0,0.0,,0.0,,0.0,133.48
2017-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4431.57,,0.0,0.0,,0.0,,0.0,134.29
2017-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4380.42,,0.0,0.0,,0.0,,0.0,132.74
2017-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4361.94,,0.0,0.0,,0.0,,0.0,132.18
2017-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4327.62,,0.0,0.0,,0.0,,0.0,131.14
2017-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4329.6,,0.0,0.0,,0.0,,0.0,131.2
2017-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4332.9,,0.0,0.0,,0.0,,0.0,131.3
2017-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4298.91,,0.0,0.0,,0.0,,0.0,130.27
2017-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4336.53,,0.0,0.0,,0.0,,0.0,131.41
2017-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4334.88,,0.0,0.0,,0.0,,0.0,131.36
2017-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4329.27,,0.0,0.0,,0.0,,0.0,131.19
2017-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4354.35,,0.0,0.0,,0.0,,0.0,131.95
2017-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4396.59,,0.0,0.0,,0.0,,0.0,133.23
2017-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4389.66,,0.0,0.0,,0.0,,0.0,133.02
2017-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4386.69,,0.0,0.0,,0.0,,0.0,132.93
2017-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4472.82,,0.0,0.0,,0.0,,0.0,135.54
2017-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4444.77,,0.0,0.0,,0.0,,0.0,134.69
2017-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4445.43,,0.0,0.0,,0.0,,0.0,134.71
2017-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4398.9,,0.0,0.0,,0.0,,0.0,133.3
2017-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4354.68,,0.0,0.0,,0.0,,0.0,131.96
2017-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4261.62,,0.0,0.0,,0.0,,0.0,129.14
2017-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4224.33,,0.0,0.0,,0.0,,0.0,128.01
2017-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4244.13,,0.0,0.0,,0.0,,0.0,128.61
2017-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4227.63,,0.0,0.0,,0.0,,0.0,128.11
2017-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4234.56,,0.0,0.0,,0.0,,0.0,128.32
2017-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4168.89,,0.0,0.0,,0.0,,0.0,126.33
2017-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4170.87,,0.0,0.0,,0.0,,0.0,126.39
2017-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4174.17,,0.0,0.0,,0.0,,0.0,126.49
2017-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4127.64,,0.0,0.0,,0.0,,0.0,125.08
2017-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4226.97,,0.0,0.0,,0.0,,0.0,128.09
2017-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4197.93,,0.0,0.0,,0.0,,0.0,127.21
2017-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4212.45,,0.0,0.0,,0.0,,0.0,127.65
2017-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4209.15,,0.0,0.0,,0.0,,0.0,127.55
2017-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4169.88,,0.0,0.0,,0.0,,0.0,126.36
2017-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4195.29,,0.0,0.0,,0.0,,0.0,127.13
2017-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4184.4,,0.0,0.0,,0.0,,0.0,126.8
2017-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4150.08,,0.0,0.0,,0.0,,0.0,125.76
2017-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4132.26,,0.0,0.0,,0.0,,0.0,125.22
2017-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4136.88,,0.0,0.0,,0.0,,0.0,125.36
2017-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4137.21,,0.0,0.0,,0.0,,0.0,125.37
2017-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4064.94,,0.0,0.0,,0.0,,0.0,123.18
