,ATE FP Equity_DX_SI_QTY,ATE FP Equity_DX_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATE FP Equity_DX_SI_MV,ATE FP Equity_DX_DSS,ATE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY,ATE FP Equity_DX_BROKER_SI_QTY,ATE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATE FP Equity_DX_BROKER_SI_MV_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATE FP Equity_DX_BROKER_SI_MV_INC_x,ATE FP Equity_DX_SUPPLY_SI_MV_NEW,ATE FP Equity_DX_BROKER_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_NEW,ATE FP Equity_DX_SUPPLY_SI_MV_DEC,ATE FP Equity_DX_BROKER_SI_QTY_INC,ATE FP Equity_DX_SUPPLY_SI_QTY_DEC,ATE FP Equity_DX_BROKER_SI_MV_NEW_y,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATE FP Equity_DX_BROKER_SI_MV_INC_y,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATE FP Equity_DX_BROKER_SI_MV_ADD,ATE FP Equity_DX_SUPPLY_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_DEC,ATE FP Equity_DX_SUPPLY_SI_MV,ATE FP Equity_DX_BROKER_SI_MV_DEC,ATE FP Equity_DX_SUPPLY_SI_MV_RMV,ATE FP Equity_DX_BROKER_SI_MV_RMV,ATE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATE FP Equity_DX_UTILIZATION_QUANTITY,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATE FP Equity_DX_ACTIVE_UTILIZATION_MV,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATE FP Equity_DX_BROKER_SI_CON_RATIO,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATE FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-03-01,7000.0,453250.6,0.03,0.2,0.02,0.46,0.0,453250.6,0.0,7000.0,0.0,,,,,,,,0.15,,2324.0,,,,,,,1000.0,0.0,0.06,,,0.0,0.0,4542907.0,294153617.58,,297.72,0.0,14.29,0.551,71.43,0.0015
2017-03-02,8000.0,512555.52,0.03,0.22,0.02,0.52,0.0,512555.52,0.0,8000.0,0.0,,,,0.07,,,,,1000.0,,,,0.07,,,,,0.0,,,,0.0,0.0,4514125.0,289217462.53,,296.23,0.0,25.47,0.4661,62.11,0.0018
2017-03-03,8000.0,513660.34,0.03,0.22,0.02,0.52,0.0,513660.34,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4552330.0,292293921.15,,294.86,0.0,25.47,0.4661,62.11,0.0018
2017-03-06,10000.0,634874.39,0.04,0.28,0.03,0.65,0.0,634874.39,0.0,10000.0,0.0,,,,0.13,,,,,2000.0,,,,0.13,,,,,0.0,,,,0.0,0.0,4542716.0,288405406.31,,294.94,0.0,40.89,0.4195,49.26,0.0022
2017-03-07,10000.0,636945.92,0.04,0.27,0.03,0.66,0.0,636945.92,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4499640.0,286602734.96,,290.09,0.0,40.89,0.4195,49.26,0.0022
2017-03-08,10000.0,666045.98,0.04,0.27,0.03,0.69,0.0,666045.98,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4477286.0,298207832.37,,291.9,0.0,40.89,0.4195,49.26,0.0022
2017-03-09,10000.0,665848.69,0.04,0.25,0.03,0.69,0.0,665848.69,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4468186.0,297513578.36,,301.44,0.0,40.89,0.4195,49.26,0.0022
2017-03-10,10000.0,680645.33,0.04,0.25,0.03,0.7,0.0,680645.33,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4431998.0,301661871.91,,299.24,0.0,40.9,0.4197,49.27,0.0023
2017-03-13,10000.0,686859.91,0.04,0.24,0.03,0.71,0.0,686859.91,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4435555.0,304660492.03,,306.61,0.0,40.89,0.4195,49.26,0.0023
2017-03-14,11389.0,792263.54,0.04,0.27,0.03,0.82,0.0,792263.54,1389.0,11389.0,96624.29,,,,,,1389.0,,,,,,,,,0.1,1389.0,,0.1,,,,0.03,0.03,4432091.0,308313646.36,,310.08,0.03,35.79,0.3369,43.11,0.0026
2017-03-15,16937.0,1151305.32,0.06,0.4,0.05,1.19,0.0,1008556.24,4837.0,14837.0,328798.72,,,,0.24,,,,,3448.0,,,,0.24,,,3448.0,,0.34,,,,0.11,0.11,4427257.0,300946126.86,,309.77,0.11,32.95,0.2972,33.03,0.0038
2017-03-16,25257.0,1706648.61,0.1,0.6,0.07,1.75,0.0,1283652.2,8997.0,18997.0,607939.09,,,7.0,0.28,,,,,4160.0,,,,0.28,7.0,,4153.0,,0.62,,,,0.2,0.2,4410504.0,298023538.55,,302.15,0.2,25.97,0.3402,47.29,0.0057
2017-03-17,27969.0,1894040.48,0.11,0.66,0.08,1.93,0.0,1378290.46,10353.0,20353.0,701097.68,,,1356.0,0.09,,,,,1356.0,,,,0.09,1356.0,,,,0.71,,,,0.24,0.24,4380462.0,296641722.3,,300.15,0.24,24.32,0.3586,50.63,0.0064
2017-03-20,29569.0,1998599.46,0.11,0.67,0.09,2.04,0.0,1375680.44,11953.0,20353.0,807915.7,,,,,,,,,,,,,,,,1600.0,,0.82,,,,0.27,0.27,4378046.0,295916682.75,,300.45,0.27,22.53,0.3143,47.05,0.0067
2017-03-21,28180.0,1872747.87,0.11,0.64,0.08,1.94,0.0,1366614.16,10564.0,20564.0,702047.85,,,,,,1600.0,,0.1,,1389.0,,,,,0.12,,1389.0,0.72,0.1,,,0.24,0.24,4390897.0,291804222.68,,299.37,0.24,23.74,0.292,43.28,0.0064
2017-03-22,21557.0,1447490.92,0.08,0.5,0.06,1.48,0.0,1077107.29,6041.0,16041.0,405635.88,,,,,,,,0.31,,4523.0,,,,,,,4523.0,0.41,0.32,,,0.14,0.14,4417046.0,296592010.46,,298.26,0.14,30.77,0.2806,34.02,0.0049
2017-03-23,11981.0,813235.64,0.05,0.28,0.04,0.84,0.0,813235.64,480.0,11981.0,32581.01,,,,0.01,,,,0.37,145.0,5561.0,,,0.01,,,,4205.0,0.03,0.29,,,0.01,0.01,4419138.0,299958309.17,,301.58,0.01,34.12,0.3084,41.11,0.0027
2017-03-24,14272.0,971557.79,0.05,0.33,0.04,1.0,0.0,971557.79,1071.0,14272.0,72907.68,,,,0.16,,,,0.0,2291.0,9.0,,,0.16,,,600.0,,0.07,,,,0.02,0.02,4424088.0,301167122.54,,304.38,0.02,28.76,0.255,34.65,0.0032
2017-03-27,15461.0,1048227.86,0.06,0.36,0.05,1.08,0.0,1048227.86,2285.0,15461.0,154918.87,,,,0.12,,,,0.03,1685.0,471.0,,,0.12,,,1685.0,496.0,0.16,0.03,,,0.05,0.05,4419422.0,299628825.81,,304.25,0.05,26.41,0.2372,31.82,0.0035
2017-03-28,15095.0,1028625.35,0.06,0.36,0.04,1.06,0.0,1028625.35,2285.0,15095.0,155707.78,,,,,,,,,,,,,,,,,366.0,0.16,0.02,,,0.05,0.05,4418106.0,301064976.03,,304.77,0.05,27.09,0.2418,32.48,0.0034
2017-03-29,16438.0,1127114.51,0.06,0.39,0.05,1.16,0.0,1127114.51,2485.0,16438.0,170390.53,,,,0.09,,,,,1343.0,,,,0.09,,,200.0,,0.17,,,,0.06,0.06,4419288.0,303020052.19,,306.62,0.06,26.7,0.2413,30.0,0.0037
2017-03-30,16371.0,1131886.93,0.06,0.4,0.05,1.17,0.0,1131886.93,2485.0,16371.0,171812.29,,,,,,,,,,,,,,,,,67.0,0.17,0.0,,,0.06,0.06,4419361.0,305553536.02,,308.58,0.06,26.76,0.242,30.08,0.0037
2017-03-31,17371.0,1231699.21,0.07,0.42,0.05,1.26,0.0,1231699.21,2485.0,17371.0,176200.13,,,,0.07,,,,,1000.0,,,,0.07,,,,,0.18,,,,0.06,0.06,4424055.0,313689773.85,,312.51,0.06,24.92,0.2261,28.56,0.0039
2017-04-03,18727.0,1311221.26,0.07,0.45,0.06,1.35,0.0,1216277.27,3841.0,17371.0,268937.94,,,,,,,,,,,,,,,,1356.0,,0.28,,,,0.09,0.09,4424416.0,309787381.95,,317.54,0.09,25.55,0.226,28.23,0.0042
2017-04-04,22613.0,1592901.76,0.09,0.55,0.07,1.63,0.0,1304724.11,6376.0,18522.0,449137.29,,,1321.0,0.19,,,,0.01,2735.0,200.0,,,0.19,1321.0,,1414.0,1584.0,0.45,0.11,,,0.14,0.14,4413595.0,310901836.34,,313.38,0.14,26.7,0.28,38.24,0.0051
2017-04-05,26929.0,1888162.73,0.1,0.65,0.08,1.94,0.0,1440960.76,8063.0,20551.0,565347.99,,,2287.0,0.17,,,,0.04,2287.0,600.0,,,0.17,2287.0,,,258.0,0.58,0.02,,,0.18,0.18,4412723.0,309403954.86,,314.86,0.18,24.0,0.3175,45.78,0.0061
2017-04-06,26929.0,1878334.08,0.1,0.69,0.08,1.93,0.0,1433459.98,8063.0,20551.0,562405.13,,,,,,,,,,,,,,,,,,0.57,,,,0.18,0.18,4397442.0,306727512.42,,312.49,0.18,23.99,0.3176,45.8,0.0061
2017-04-07,26929.0,1880459.19,0.1,0.71,0.08,1.92,0.0,1435081.77,8063.0,20551.0,563041.42,,,,,,,,,,,,,,,,,,0.57,,,,0.18,0.18,4400844.0,307312100.87,,312.0,0.18,24.03,0.3171,45.71,0.0061
2017-04-10,31563.0,2176342.42,0.12,0.85,0.09,2.24,0.0,1576801.9,10380.0,22868.0,715725.19,,,2347.0,0.16,,,,0.0,2317.0,30.0,,,0.16,2347.0,,,,0.73,,,,0.24,0.24,4400078.0,303395633.58,,310.91,0.24,21.51,0.351,51.42,0.0072
2017-04-11,23271.0,1591505.05,0.09,0.63,0.07,1.64,0.0,1317944.82,5685.0,19271.0,388797.48,,,,,,,,0.62,,8695.0,,,,,,4000.0,3597.0,0.4,0.26,,,0.13,0.13,4405423.0,301287136.8,,307.46,0.13,21.2,0.3235,47.42,0.0053
2017-04-12,23271.0,1600687.25,0.09,0.65,0.07,1.63,0.0,1325548.71,5685.0,19271.0,391040.65,,,,,,,,,,,,,,,,,,0.39,,,,0.13,0.13,4401790.0,302775520.81,,305.03,0.13,21.32,0.3217,47.1,0.0053
2017-04-13,21869.0,1491954.86,0.08,0.57,0.06,1.53,0.0,1219065.41,5685.0,17869.0,387844.14,,,,,,,,,,,,,,,,,1402.0,0.39,0.09,,,0.13,0.13,4403750.0,300434232.38,,306.5,0.13,22.83,0.3025,43.35,0.005
2017-04-14,21869.0,1491954.86,0.08,0.57,0.06,1.53,0.0,1219065.41,5685.0,17869.0,387844.14,,,,,,,,,,,,,,,,,,0.39,,,,0.13,0.13,4406962.0,300653362.61,,304.97,0.13,22.92,0.3014,43.13,0.005
2017-04-17,26565.0,1812327.08,0.1,0.7,0.08,1.85,0.0,1219065.41,10381.0,17869.0,708216.35,,,,,,,,,,,,,,,,4696.0,,0.72,,,,0.24,0.24,4402362.0,300339539.74,,304.51,0.24,22.93,0.3014,43.12,0.006
2017-04-18,28954.0,1926755.83,0.11,0.76,0.09,2.0,0.0,1348076.94,10381.0,20258.0,690807.91,,,,0.17,,,,,2389.0,,,,0.17,,,,,0.71,,,,0.24,0.24,4330473.0,288173105.83,,297.41,0.24,19.9,0.3433,50.63,0.0067
2017-04-19,23309.0,1565362.64,0.09,0.59,0.07,1.6,0.0,1136968.1,7053.0,16930.0,473658.36,,,,,,,,0.23,,3328.0,,,,,,,3328.0,0.48,0.24,,,0.16,0.16,4390331.0,294841482.67,,296.53,0.16,24.11,0.2892,40.2,0.0053
2017-04-20,21292.0,1427176.53,0.08,0.54,0.06,1.47,0.0,999600.02,6379.0,14913.0,427576.51,,,,,,,,0.05,,674.0,,,,,,,2017.0,0.43,0.14,,,0.14,0.14,4394085.0,294530103.49,,299.14,0.14,27.32,0.2678,32.23,0.0048
2017-04-21,25492.0,1697381.47,0.1,0.65,0.08,1.74,0.0,992980.15,10579.0,14913.0,704401.33,,,,,,,,,,,,,,,,4200.0,,0.72,,,,0.24,0.24,4396453.0,292737245.97,,298.64,0.24,21.75,0.2114,25.3,0.0058
2017-04-24,25423.0,1765263.49,0.1,0.68,0.08,1.79,0.0,1322333.23,10510.0,19044.0,729769.08,,,,,,4131.0,,0.01,,69.0,,,,,0.3,,,0.71,,,,0.24,0.24,4378143.0,303999369.51,,296.07,0.24,22.26,0.2105,24.32,0.0058
2017-04-25,22031.0,1561901.46,0.08,0.57,0.07,1.6,0.0,1109658.28,10510.0,15652.0,745112.99,,,,,,,,,,,,,,,,,3392.0,0.74,0.23,,,0.24,0.24,4385365.0,310903181.46,,309.21,0.24,25.83,0.2313,27.67,0.005
2017-04-26,22031.0,1558206.97,0.08,0.57,0.07,1.62,0.0,1107033.52,10510.0,15652.0,743350.52,,,,,,,,,,,,,,,,,,0.76,,,,0.24,0.24,4389292.0,310445525.26,,315.45,0.24,25.54,0.2315,28.13,0.005
2017-04-27,22031.0,1677952.02,0.08,0.58,0.07,1.67,0.0,1192106.8,10510.0,15652.0,800475.5,,,,,,,,,,,,,,,,,,0.75,,,,0.24,0.24,4394562.0,334704016.25,,319.53,0.24,26.37,0.2316,26.92,0.005
2017-04-28,23531.0,1805891.92,0.09,0.6,0.07,1.86,0.0,1316334.12,10510.0,17152.0,806592.33,,,,0.12,,,,,1500.0,,,,0.12,,,,,0.8,,,,0.24,0.24,4407784.0,338276381.44,,340.17,0.23,23.49,0.2119,25.55,0.0053
2017-05-01,23531.0,1805891.92,0.09,0.58,0.07,1.87,0.0,1316334.12,10510.0,17152.0,806592.33,,,,,,,,,,,,,,,,,,0.82,,,,0.24,0.24,4405699.0,338116367.65,,342.66,0.24,23.46,0.2118,25.56,0.0053
2017-05-02,19563.0,1522980.37,0.07,0.48,0.06,1.55,0.0,1026374.96,6479.0,13184.0,504390.42,,,,0.01,,,,0.31,63.0,4031.0,,,0.01,,,,4031.0,0.51,0.34,,,0.15,0.15,4404111.0,342860226.76,,343.42,0.15,30.06,0.26,31.18,0.0044
2017-05-03,19563.0,1472420.2,0.07,0.47,0.06,1.53,0.0,992301.18,6479.0,13184.0,487645.58,,,,,,,,,,,,,,,,,,0.51,,,,0.15,0.15,4445555.0,334597198.81,,348.98,0.15,29.79,0.2584,30.9,0.0044
2017-05-04,19563.0,1497700.29,0.07,0.46,0.06,1.51,0.0,1009338.07,7179.0,13184.0,549608.46,,,,,,,,,,,,,,,,700.0,,0.55,,,,0.16,0.16,4382773.0,335535469.41,,334.56,0.16,30.18,0.2605,31.31,0.0045
2017-05-05,20263.0,1557687.0,0.08,0.47,0.06,1.6,0.0,1067311.17,7179.0,13884.0,551874.6,,,,0.06,,,,,700.0,,,,0.06,,,,,0.56,,,,0.16,0.16,4447866.0,341922866.94,,344.83,0.16,28.37,0.236,29.43,0.0045
2017-05-08,20263.0,1579074.47,0.08,0.45,0.06,1.61,0.0,1081965.65,7179.0,13884.0,559451.99,,,,,,,,,,,,,,,,,,0.56,,,,0.16,0.16,4366449.0,340272818.55,,341.87,0.16,28.5,0.2366,29.57,0.0046
2017-05-09,20263.0,1591667.08,0.08,0.45,0.06,1.63,0.0,1090593.98,7179.0,13884.0,563913.44,,,,,,,,,,,,,,,,,,0.57,,,,0.16,0.16,4479864.0,351895182.06,,355.12,0.16,28.38,0.2361,29.45,0.0045
2017-05-10,20263.0,1607257.95,0.08,0.45,0.06,1.64,0.0,1101276.68,7179.0,13884.0,569437.14,,,,,,,,,,,,,,,,,,0.57,,,,0.16,0.16,4351616.0,345169491.06,,347.37,0.16,28.4,0.2362,29.47,0.0046
2017-05-11,20263.0,1603859.94,0.08,0.43,0.06,1.65,0.0,1098948.4,7179.0,13884.0,568233.26,,,,,,,,,,,,,,,,,,0.58,,,,0.16,0.16,4350139.0,344322838.12,,349.81,0.16,28.33,0.2358,29.4,0.0046
2017-05-12,20263.0,1593066.26,0.08,0.43,0.06,1.64,0.0,1091552.68,7179.0,13884.0,564409.16,,,,,,,,,,,,,,,,,,0.57,,,,0.17,0.17,4326187.0,340122517.16,,345.91,0.17,28.31,0.2356,29.37,0.0047
2017-05-15,22594.0,1766967.42,0.09,0.47,0.07,1.82,0.0,1268096.69,7179.0,16215.0,561434.85,,,,0.19,,,,,2331.0,,,,0.19,,,,,0.57,,,,0.16,0.16,4352744.0,340407047.05,,345.99,0.16,25.04,0.2316,27.37,0.0052
2017-05-16,22594.0,1767636.05,0.09,0.47,0.07,1.82,0.0,1268576.55,7179.0,16215.0,561647.3,,,,,,,,,,,,,,,,,,0.57,,,,0.16,0.16,4351479.0,340436892.04,,343.95,0.17,25.1,0.2317,27.27,0.0052
2017-05-17,22594.0,1739107.81,0.09,0.47,0.07,1.8,0.0,1248102.74,7179.0,16215.0,552582.77,,,,,,,,,,,,,,,,,,0.57,,,,0.16,0.16,4350535.0,334869851.07,,343.12,0.17,24.95,0.2316,27.57,0.0052
2017-05-18,22494.0,1718319.07,0.09,0.47,0.07,1.77,0.0,1231026.58,7079.0,16115.0,540765.57,,,,,,,,0.01,,100.0,,,,,,,100.0,0.55,0.01,,,0.16,0.16,4352449.0,332484045.69,,339.71,0.16,25.19,0.234,27.59,0.0052
2017-05-19,22843.0,1767737.86,0.09,0.48,0.07,1.81,0.0,1274089.92,7008.0,16464.0,542323.99,,,,,,420.0,,0.01,,71.0,,,,,0.03,,71.0,0.55,0.01,,,0.16,0.16,4352267.0,336806336.44,,336.93,0.16,24.84,0.2247,26.65,0.0052
2017-05-22,20183.0,1570451.02,0.08,0.43,0.06,1.6,0.0,1074097.31,6379.0,13804.0,496353.72,,,,,,,,0.05,,629.0,,,,,,,2660.0,0.5,0.22,,,0.15,0.15,4349232.0,338416283.61,,341.02,0.15,28.69,0.2471,29.77,0.0046
2017-05-23,22683.0,1772361.39,0.09,0.49,0.07,1.81,0.0,1273931.14,6379.0,16304.0,498430.25,,,,0.2,,,,,2500.0,,,,0.2,,,,,0.5,,,,0.15,0.15,4350983.0,339968888.15,,344.32,0.15,24.31,0.2085,25.22,0.0052
2017-05-24,22683.0,1763634.96,0.09,0.49,0.07,1.8,0.0,1267658.79,6379.0,16304.0,495976.17,,,,,,,,,,,,,,,,,,0.51,,,,0.15,0.15,4349607.0,338188024.35,,344.25,0.15,24.31,0.2084,25.22,0.0052
2017-05-25,32683.0,2538569.74,0.12,0.71,0.1,2.59,0.0,2043096.98,6379.0,26304.0,495472.77,,,,0.31,,6000.0,,,4000.0,,,,0.31,,0.47,,,0.5,,,,0.15,0.15,4357102.0,338426928.63,,343.09,0.15,20.29,0.2306,34.24,0.0075
2017-05-26,57906.0,4530832.91,0.22,1.25,0.17,4.59,0.0,2058146.46,31602.0,26304.0,2472686.45,,,13000.0,,,,,,,,,,,13000.0,,12223.0,,2.49,,,,0.72,0.72,4350521.0,340404858.53,,343.28,0.72,21.51,0.2297,37.25,0.0132
2017-05-29,57906.0,4585669.02,0.22,1.26,0.17,4.62,0.0,2083055.95,31602.0,26304.0,2502613.07,,,,,,,,,,,,,,,,,,2.51,,,,0.72,0.72,4349250.0,344424083.26,,345.85,0.72,21.36,0.2295,37.28,0.0132
2017-05-30,57906.0,4577100.87,0.22,1.36,0.17,4.66,0.0,2079163.84,31602.0,26304.0,2497937.03,,,,,,,,,,,,,,,,,,2.54,,,,0.72,0.72,4348223.0,343699362.69,,348.81,0.72,21.42,0.2304,37.44,0.0132
2017-05-31,57906.0,4530832.91,0.22,1.36,0.17,4.64,0.0,2058146.46,31602.0,26304.0,2472686.45,,,,,,,,,,,,,,,,,,2.53,,,,0.72,0.72,4328646.0,338693257.49,,345.46,0.73,21.31,0.2309,37.57,0.0133
2017-06-01,53881.0,4294561.07,0.2,1.29,0.16,4.31,0.0,1775737.76,31602.0,22279.0,2518823.32,,,,0.16,,,,,1975.0,,,,0.16,,,,6000.0,2.51,0.48,,,0.73,0.73,4314965.0,343922360.85,,343.79,0.72,20.38,0.2144,34.91,0.0124
2017-06-02,50643.0,4037476.86,0.19,1.21,0.15,4.11,0.0,1518030.07,31602.0,19041.0,2519446.79,,,,0.03,,1900.0,,,362.0,,,,0.03,,0.15,,5500.0,2.55,0.44,,,0.72,0.72,4332916.0,345438620.75,,349.41,0.73,14.13,0.2206,38.79,0.0116
2017-06-05,29320.0,2313221.08,0.11,0.72,0.09,2.38,0.0,1809945.59,6379.0,22941.0,503275.49,,,,0.31,,,,2.04,3900.0,25223.0,,,0.31,,,,,0.52,,,,0.15,0.15,4341586.0,342532341.33,,350.46,0.15,19.35,0.2052,30.87,0.0067
2017-06-06,28948.0,2239325.25,0.11,0.74,0.09,2.31,0.0,1745866.09,6579.0,22569.0,508930.52,,,,0.0,,,,,147.0,,,,0.0,,,200.0,519.0,0.53,0.04,,,0.15,0.15,4340793.0,335789946.45,,345.61,0.15,19.79,0.2127,31.91,0.0067
2017-06-07,33865.0,2610001.03,0.13,0.89,0.1,2.67,0.0,1739409.81,11696.0,22569.0,901419.52,,,200.0,,,,,,,,,,,200.0,,4917.0,,0.92,,,,0.27,0.27,4315464.0,332596057.97,,338.29,0.27,17.76,0.1757,26.39,0.0078
2017-06-08,30546.0,2353600.57,0.12,0.81,0.09,2.4,0.0,1452411.8,11696.0,18850.0,901188.77,,,,,,,,,,,,,,,,,3719.0,0.91,0.3,,,0.27,0.27,4390451.0,338288743.94,,343.63,0.27,20.22,0.2,30.15,0.0069
2017-06-09,30146.0,2325159.14,0.11,0.8,0.09,2.37,0.0,1453899.35,11296.0,18850.0,871259.79,,,,,,,,0.03,,400.0,,,,,,,,0.88,,,,0.26,0.26,4398017.0,339218783.26,,343.96,0.26,20.55,0.2064,30.64,0.0068
2017-06-12,30146.0,2298692.95,0.11,0.86,0.09,2.35,0.0,1437350.3,11296.0,18850.0,861342.65,,,,,,,,,,,,,,,,,,0.88,,,,0.26,0.26,4394183.0,335065265.19,,342.7,0.26,20.72,0.2062,30.54,0.0068
2017-06-13,38946.0,3011202.03,0.15,1.15,0.12,3.04,0.0,1457432.3,20096.0,18850.0,1553769.73,,,,,,,,,,,,,,,,8800.0,,1.55,,,,0.46,0.46,4363042.0,337338902.75,,338.07,0.46,22.56,0.1824,26.71,0.0089
2017-06-14,38870.0,3017979.1,0.15,1.19,0.12,3.14,0.0,2140925.03,20096.0,27574.0,1560311.5,,,,,,8724.0,,,,,,,,,0.75,,,1.58,,,,0.46,0.46,4379491.0,340036334.36,,343.49,0.46,22.01,0.1871,28.55,0.0088
2017-06-15,37440.0,2896608.7,0.14,1.26,0.11,3.02,0.0,2022674.62,18666.0,26144.0,1444126.55,,,,,,,,0.11,,1430.0,,,,,,,1430.0,1.47,0.12,,,0.42,0.42,4384503.0,339214463.69,,346.49,0.42,22.85,0.1792,25.33,0.0085
2017-06-16,42553.0,3365642.71,0.16,1.45,0.13,3.45,0.0,2472208.64,18590.0,31257.0,1470338.12,,,,0.43,,,,0.01,5113.0,76.0,,,0.43,,,,,1.46,,,,0.42,0.42,4390312.0,347242769.87,,345.13,0.42,21.29,0.1829,28.38,0.0097
2017-06-19,52712.0,4215425.74,0.2,1.7,0.16,4.32,0.0,3058646.76,21169.0,38247.0,1692903.84,,,3169.0,0.64,,,,0.03,7580.0,590.0,,,0.64,3169.0,,,590.0,1.7,0.05,,,0.48,0.48,4403680.0,352166224.18,,354.13,0.48,24.79,0.1893,26.67,0.0119
2017-06-20,55061.0,4377206.4,0.21,1.74,0.16,4.54,0.0,3227276.49,21460.0,40596.0,1706014.23,,,,,,3500.0,,0.0,,9.0,,,,,0.28,300.0,1151.0,1.74,0.08,,,0.49,0.49,4403212.0,350043910.38,,356.97,0.48,23.68,0.1754,24.97,0.0124
2017-06-21,49780.0,3875375.1,0.19,1.56,0.15,4.06,0.0,3181186.27,16079.0,40863.0,1251750.83,,,200.0,0.02,,,,0.46,267.0,5581.0,,,0.02,200.0,,,,1.29,,,,0.36,0.36,4488655.0,349441980.72,,359.89,0.36,23.67,0.1751,24.55,0.0111
2017-06-22,162925.0,12093889.86,0.62,5.27,0.48,12.47,0.0,3266704.96,129024.0,44008.0,9577425.47,,,2945.0,0.15,,834.0,,,2311.0,,,,0.15,2945.0,0.07,110000.0,,9.77,,,,2.88,2.88,4355770.0,323327927.78,,341.32,2.78,8.51,0.4819,68.12,0.0363
2017-06-23,557058.0,41020599.47,2.11,16.8,1.65,41.86,1.0,3017829.75,525948.0,40982.0,38729723.39,,,5260.0,,,,,0.04,,235.0,,,,5260.0,,391899.0,3026.0,39.44,0.31,,,11.73,11.73,3956033.0,291314091.52,,297.09,11.72,2.1,0.8387,91.51,0.1243
2017-06-26,551661.0,40759221.01,2.09,16.25,1.64,41.32,1.0,2629181.47,527258.0,35585.0,38956216.5,,,,,,,,,,,,,,,,1310.0,5397.0,39.43,0.43,,,11.85,11.85,3923737.0,289903516.08,,293.25,11.85,2.13,0.8558,92.46,0.1239
2017-06-27,566860.0,41244732.92,2.15,16.72,1.68,42.04,1.0,1508096.5,556481.0,20727.0,40489556.89,,,,0.11,,,,0.06,1310.0,777.0,,,0.11,,,30000.0,16168.0,41.21,1.22,,,12.48,12.48,3901337.0,283861275.44,,290.07,12.44,5.38,0.8111,89.87,0.1272
2017-06-28,566803.0,41478643.54,2.15,16.31,1.68,41.74,1.0,1516801.86,556424.0,20727.0,40719108.32,,,5.0,,,,,0.01,,62.0,,,,5.0,,,,40.91,,,,62.61,12.48,332230.0,24312591.4,,24.49,62.55,5.34,0.8121,89.93,0.1271
2017-06-29,562313.0,41060095.26,2.13,15.93,1.67,41.07,1.0,1185625.74,554313.0,16237.0,40475935.26,,,,,,,,0.15,,2111.0,,,,,,,4490.0,40.42,0.33,,,61.76,12.39,343161.0,25057616.22,,25.11,61.68,5.38,0.8252,90.66,0.1257
2017-06-30,55154.0,3987082.66,0.21,1.53,0.16,4.09,0.0,1173772.73,47154.0,16237.0,3408762.66,,,,,,,,36.97,,507159.0,,,,,,,,3.44,,,,1.05,1.05,4424896.0,319875731.84,,322.38,1.06,17.38,0.3836,57.66,0.0123
2017-07-03,55154.0,3983773.42,0.21,1.49,0.16,4.06,0.0,1172798.51,47154.0,16237.0,3405933.42,,,,,,,,,,,,,,,,,,3.41,,,,1.05,1.05,4427436.0,319793702.28,,320.63,1.05,17.36,0.3828,57.58,0.0123
2017-07-04,55154.0,3958402.58,0.21,1.47,0.16,4.05,0.0,1165329.49,40134.0,16237.0,2880417.18,,,,,,,,0.51,,7020.0,,,,,,,,2.9,,,,0.9,0.9,4437538.0,318482102.26,,320.49,0.9,17.38,0.3833,57.62,0.0123
2017-07-05,47634.0,3404401.98,0.18,1.26,0.14,3.43,0.0,623003.99,41365.0,8717.0,2956356.55,,,1231.0,,,,,,,,,,,1231.0,,,7520.0,2.97,0.6,,,10.63,0.92,347640.0,24845830.8,,24.94,10.63,11.22,0.4987,68.46,0.0107
