,ALSEN FP Equity_DX_SI_QTY,ALSEN FP Equity_DX_SHORT_INTEREST_VALUE,ALSEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSEN FP Equity_DX_SI_MV,ALSEN FP Equity_DX_DSS,ALSEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSEN FP Equity_DX_SUPPLY_SI_QTY,ALSEN FP Equity_DX_BROKER_SI_QTY,ALSEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSEN FP Equity_DX_BROKER_SI_MV_NEW_x,ALSEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSEN FP Equity_DX_BROKER_SI_MV_INC_x,ALSEN FP Equity_DX_BROKER_SI_QTY_ADD,ALSEN FP Equity_DX_BROKER_SI_QTY_NEW,ALSEN FP Equity_DX_SUPPLY_SI_MV_DEC,ALSEN FP Equity_DX_BROKER_SI_QTY_INC,ALSEN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSEN FP Equity_DX_BROKER_SI_MV_NEW_y,ALSEN FP Equity_DX_BROKER_SI_MV_INC_y,ALSEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSEN FP Equity_DX_BROKER_SI_MV_ADD,ALSEN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSEN FP Equity_DX_BROKER_SI_QTY_DEC,ALSEN FP Equity_DX_SUPPLY_SI_MV,ALSEN FP Equity_DX_BROKER_SI_MV_DEC,ALSEN FP Equity_DX_SUPPLY_SI_MV_RMV,ALSEN FP Equity_DX_BROKER_SI_MV_RMV,ALSEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSEN FP Equity_DX_UTILIZATION_QUANTITY,ALSEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSEN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALSEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSEN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSEN FP Equity_DX_BROKER_SI_CON_RATIO,ALSEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSEN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSEN FP Equity_PX_LAST
2020-11-27,60000.0,87900.0,0.1,0.55,0.08,0.08,0.0,43950.0,30000.0,30000.0,43950.0,,,,,,,,,,,,,,,0.04,,,,100.0,13.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2624,1.465
2020-11-30,60000.0,82800.0,0.1,0.48,0.08,0.09,0.0,41400.0,30000.0,30000.0,41400.0,,,,,,,,,,,,,,,0.04,,,,100.0,13.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2624,1.38
2020-12-01,50000.0,69500.0,0.08,0.38,0.07,0.07,0.0,27800.0,30000.0,20000.0,41700.0,,,,,,,,,,,,,,10000.0,0.04,0.01,,,100.0,13.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2187,1.39
2020-12-02,50000.0,77000.0,0.08,0.4,0.07,0.07,0.0,30800.0,30000.0,20000.0,46200.0,,,,,,,,,,,,,,,0.04,,,,100.0,13.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2187,1.54
2020-12-03,50000.0,79500.0,0.08,0.37,0.07,0.08,0.0,31800.0,30000.0,20000.0,47700.0,,,,,,,,,,,,,,,0.05,,,,100.0,13.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2187,1.59
2020-12-04,50000.0,73500.0,0.08,0.29,0.07,0.07,0.0,29400.0,30000.0,20000.0,44100.0,,,,,,,,,,,,,,,0.04,,,,100.0,14.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2396,1.47
2020-12-07,50000.0,81750.0,0.08,0.28,0.07,0.08,0.0,32700.0,30000.0,20000.0,49050.0,,,,,,,,,,,,,,,0.04,,,,100.0,15.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2517,1.635
2020-12-08,50000.0,80000.0,0.08,0.27,0.07,0.08,0.0,32000.0,30000.0,20000.0,48000.0,,,,,,,,,,,,,,,0.05,,,,100.0,15.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2517,1.6
2020-12-09,56020.0,86270.8,0.12,0.31,0.07,0.09,0.0,35435.4,33010.0,23010.0,50835.4,,,,3010.0,,,,,,,,0.0,3010.0,,0.05,,,,100.0,16.13,0.0,0.0,,0.0,100.0,23.82,0.6371,76.18,0.2737,1.54
2020-12-10,96020.0,141629.5,0.2,0.54,0.13,0.15,0.0,63439.75,53010.0,43010.0,78189.75,,20000.0,0.03,,,,20000.0,,,0.03,20000.0,,,,0.08,,,,100.0,25.9,0.0,0.0,,0.0,100.0,13.58,0.7653,86.42,0.4691,1.475
2020-12-11,96020.0,142109.6,0.2,0.55,0.13,0.14,0.0,63654.8,53010.0,43010.0,78454.8,,,,,,,,,,,,,,,0.08,,,,100.0,25.9,0.0,0.0,,0.0,100.0,13.04,0.7732,86.96,0.4691,1.48
2020-12-14,96020.0,138268.8,0.2,0.56,0.13,0.14,0.0,61934.4,53010.0,43010.0,76334.4,,,,,,,,,,,,,,,0.08,,,,100.0,25.9,0.0,0.0,,0.0,100.0,13.4,0.768,86.6,0.4691,1.44
2020-12-15,116020.0,176930.5,0.25,0.67,0.15,0.17,0.0,96090.25,53010.0,63010.0,80840.25,,,,20000.0,,,,,,,,0.03,,,0.08,,,,100.0,25.9,0.0,0.0,,0.0,100.0,8.66,0.8418,91.34,0.5668,1.525
2020-12-16,106020.0,162210.6,0.23,0.54,0.14,0.16,0.0,96405.3,43010.0,63010.0,65805.3,,,,,,0.01,,10000.0,,,,,,,0.07,,,,100.0,23.29,0.0,0.0,,0.0,100.0,9.09,0.8347,90.91,0.5741,1.53
2020-12-17,126020.0,190290.2,0.27,0.63,0.16,0.19,0.0,125345.1,43010.0,83010.0,64945.1,,,0.03,,,,20000.0,,,0.03,,,,,0.07,,,,100.0,22.32,0.0,0.0,,0.0,100.0,7.09,0.8682,92.91,0.654,1.51
2020-12-18,126020.0,190290.2,0.27,0.63,0.16,0.19,0.0,125345.1,43010.0,83010.0,64945.1,,,,,,,,,,,,,,,0.06,,,,100.0,22.32,0.0,0.0,,0.0,100.0,7.0,0.8698,93.0,0.654,1.51
2020-12-21,126020.0,189030.0,0.25,0.6,0.16,0.19,0.0,124515.0,43010.0,83010.0,64515.0,,,,,,,,,,,,,,,0.06,,,,100.0,22.32,0.0,0.0,,0.0,100.0,7.06,0.8687,92.94,0.654,1.5
2020-12-22,126020.0,191550.4,0.25,0.6,0.16,0.19,0.0,126175.2,43010.0,83010.0,65375.2,,,,,,,,,,,,,,,0.06,,,,100.0,22.32,0.0,0.0,,0.0,100.0,6.89,0.8716,93.11,0.654,1.52
2020-12-23,126020.0,189030.0,0.25,0.6,0.16,0.19,0.0,124515.0,43010.0,83010.0,64515.0,,,,,,,,,,,,,,,0.07,,,,100.0,22.32,0.0,0.0,,0.0,100.0,7.08,0.8684,92.92,0.654,1.5
2020-12-24,126020.0,189660.1,0.25,0.62,0.16,0.19,0.0,124930.05,43010.0,83010.0,64730.05,,,,,,,,,,,,,,,0.06,,,,100.0,22.32,0.0,0.0,,0.0,100.0,6.98,0.8702,93.02,0.654,1.505
2020-12-25,126020.0,189660.1,0.25,0.62,0.16,0.19,0.0,124930.05,43010.0,83010.0,64730.05,,,,,,,,,,,,,,,0.06,,,,100.0,22.32,0.0,0.0,,0.0,100.0,6.99,0.87,93.01,0.654,
2020-12-28,126020.0,190290.2,0.25,0.62,0.16,0.19,0.0,125345.1,43010.0,83010.0,64945.1,,,,,,,,,,,,,,,0.06,,,,100.0,22.32,0.0,0.0,,0.0,100.0,6.98,0.8702,93.02,0.654,1.51
2020-12-29,126020.0,184619.3,0.25,0.62,0.16,0.19,0.0,121609.65,43010.0,83010.0,63009.65,,,,,,,,,,,,,,,0.06,,,,100.0,22.32,0.0,0.0,,0.0,100.0,7.2,0.8664,92.8,0.654,1.465
2020-12-30,126020.0,190290.2,0.25,0.63,0.16,0.19,0.0,125345.1,43010.0,83010.0,64945.1,,,,,,,,,,,,,,,0.06,,,,100.0,22.32,0.0,0.0,,0.0,100.0,6.81,0.8731,93.19,0.654,1.51
2020-12-31,126020.0,189030.0,0.25,0.61,0.16,0.19,0.0,124515.0,43010.0,83010.0,64515.0,,,,,,,,,,,,,,,0.06,,,,100.0,22.32,0.0,0.0,,0.0,100.0,7.03,0.8693,92.97,0.654,1.5
2021-01-01,126020.0,189030.0,0.25,0.61,0.16,0.19,0.0,124515.0,43010.0,83010.0,64515.0,,,,,,,,,,,,,,,0.06,,,,100.0,22.32,0.0,0.0,,0.0,100.0,7.01,0.8697,92.99,0.654,
2021-01-04,126020.0,190290.2,0.25,0.61,0.16,0.19,0.0,125345.1,43010.0,83010.0,64945.1,,,,,,,,,,,,,,,0.06,,,,100.0,22.32,0.0,0.0,,0.0,100.0,6.94,0.8708,93.06,0.654,1.51
2021-01-05,126020.0,197851.4,0.25,0.6,0.16,0.2,0.0,130325.7,43010.0,83010.0,67525.7,,,,,,,,,,,,,,,0.06,,,,100.0,22.32,0.0,0.0,,0.0,100.0,6.75,0.874,93.25,0.654,1.57
2021-01-06,126020.0,209193.2,0.25,0.57,0.16,0.2,0.0,137796.6,43010.0,83010.0,71396.6,,,,,,,,,,,,,,,0.07,,,,100.0,26.18,0.0,0.0,,0.0,100.0,6.52,0.8781,93.48,0.767,1.66
2021-01-07,105000.0,178500.0,0.21,0.42,0.13,0.18,0.0,136000.0,25000.0,80000.0,42500.0,,,,,,0.03,,18010.0,,,,,,3010.0,0.04,0.0,,,100.0,31.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3308,1.7
2021-01-08,65000.0,110500.0,0.13,0.24,0.08,0.11,0.0,110500.0,0.0,65000.0,0.0,,,,,,0.04,,25000.0,,,,,,15000.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1036,1.7
2021-01-11,56000.0,94640.0,0.11,0.2,0.07,0.09,0.0,81120.0,8000.0,48000.0,13520.0,,,,8000.0,,,,,,,,0.01,8000.0,25000.0,0.01,0.04,,,100.0,13.58,0.0,0.0,,0.0,100.0,28.67,0.591,71.33,0.9508,1.69
2021-01-12,56000.0,95200.0,0.11,0.19,0.07,0.09,0.0,81600.0,8000.0,48000.0,13600.0,,,,,,,,,,,,,,,0.01,,,,100.0,12.33,0.0,0.0,,0.0,100.0,28.54,0.5921,71.46,0.8629,1.7
2021-01-13,56000.0,103880.0,0.11,0.2,0.07,0.1,0.0,89040.0,8000.0,48000.0,14840.0,,,,,,,,,,,,,,,0.01,,,,100.0,12.33,0.0,0.0,,0.0,100.0,26.8,0.6076,73.2,0.8629,1.855
2021-01-14,36000.0,65880.0,0.07,0.13,0.05,0.07,0.0,51240.0,8000.0,28000.0,14640.0,,,,,,,,,,,,,,20000.0,0.01,0.04,,,100.0,12.33,0.0,0.0,,0.0,100.0,44.83,0.5053,55.17,0.5547,1.83
2021-01-15,16000.0,27680.0,0.03,0.05,0.02,0.03,0.0,13840.0,8000.0,8000.0,13840.0,,,,,,,,,,,,,,20000.0,0.01,0.04,,,100.0,16.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3239,1.73
2021-01-18,16000.0,28160.0,0.03,0.06,0.02,0.03,0.0,14080.0,8000.0,8000.0,14080.0,,,,,,,,,,,,,,,0.01,,,,100.0,14.57,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2914,1.76
2021-01-19,16000.0,29120.0,0.03,0.06,0.02,0.03,0.0,14560.0,8000.0,8000.0,14560.0,,,,,,,,,,,,,,,0.01,,,,100.0,14.57,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2914,1.82
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.01,,8000.0,,,,,,8000.0,0.0,0.01,,,0.0,0.0,38899.0,71185.17,,0.07,0.0,,0.0,,0.0,1.83
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,38899.0,70018.2,,0.07,0.0,,0.0,,0.0,1.8
2021-01-22,1500.0,2640.0,0.0,0.01,0.0,0.0,0.0,2640.0,1500.0,1500.0,2640.0,,,,1500.0,,,,,,,,0.0,1500.0,,0.0,,,,100.0,3.58,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0358,1.76
2021-01-25,1500.0,2437.5,0.0,0.01,0.0,0.0,0.0,2437.5,1500.0,1500.0,2437.5,,,,,,,,,,,,,,,0.0,,,,100.0,3.58,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0358,1.625
2021-01-26,9500.0,16672.5,0.02,0.04,0.01,0.02,0.0,16672.5,9500.0,9500.0,16672.5,,8000.0,0.01,,,,8000.0,,,0.01,8000.0,,,,0.02,,,,100.0,34.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3405,1.755
2021-01-27,10500.0,17115.0,0.02,0.04,0.01,0.02,0.0,17115.0,10500.0,10500.0,17115.0,,1000.0,0.0,,,,1000.0,,,0.0,1000.0,,,,0.02,,,,100.0,17.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1753,1.63
2021-01-28,2500.0,4075.0,0.01,0.01,0.0,0.0,0.0,4075.0,2500.0,2500.0,4075.0,,,,,,0.01,,8000.0,,,,,,8000.0,0.0,0.01,,,100.0,5.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0569,1.63
2021-01-29,223844.0,368223.38,0.45,1.03,0.28,0.37,0.0,177942.94,118172.0,108172.0,194392.94,,100672.0,,105672.0,,,,,,,100672.0,0.17,15000.0,,0.19,,,,100.0,48.19,0.0,0.0,,0.0,100.0,22.77,0.534,69.24,0.9127,1.645
2021-02-01,223844.0,380534.8,0.45,1.03,0.28,0.37,0.0,183892.4,118172.0,108172.0,200892.4,,,,,,,,,,,,,,,0.19,,,,100.0,48.19,0.0,0.0,,0.0,100.0,22.57,0.5361,69.46,0.9127,1.7
2021-02-02,223844.0,388369.34,0.45,1.03,0.28,0.38,0.0,187678.42,118172.0,108172.0,205028.42,,,,,,,,,,,,,,,0.2,,,,100.0,48.19,0.0,0.0,,0.0,100.0,22.68,0.5352,69.36,0.9127,1.735
2021-02-03,223844.0,381654.02,0.45,1.06,0.28,0.39,0.0,184433.26,118172.0,108172.0,201483.26,,,,,,,,,,,,,,,0.21,,,,100.0,48.19,0.0,0.0,,0.0,100.0,22.86,0.5335,69.17,0.9127,1.705
2021-02-04,233844.0,409227.0,0.47,1.13,0.29,0.4,0.0,189301.0,128172.0,108172.0,224301.0,,15000.0,,,,0.01,,5000.0,,,15000.0,,,,0.22,,,,100.0,46.57,0.0,0.0,,0.0,100.0,21.19,0.479,64.98,0.8496,1.75
2021-02-05,233844.0,420919.2,0.47,1.12,0.29,0.41,0.0,194709.6,128172.0,108172.0,230709.6,,,,,,,,,,,,,,,0.22,,,,100.0,46.57,0.0,0.0,,0.0,100.0,21.18,0.4794,65.03,0.8496,1.8
2021-02-08,228844.0,402765.44,0.46,1.09,0.29,0.41,0.0,181582.72,128172.0,103172.0,225582.72,,,,,,,,,,,,,,5000.0,0.23,0.01,,,100.0,46.57,0.0,0.0,,0.0,100.0,21.62,0.4991,66.35,0.8314,1.76
2021-02-09,178844.0,329072.96,0.36,0.83,0.22,0.32,0.0,143836.48,103172.0,78172.0,189836.48,,,,,,0.05,,25000.0,,,,,,25000.0,0.18,0.04,,,100.0,45.8,0.0,0.0,,0.0,100.0,13.71,0.74,84.91,0.794,1.84
2021-02-10,208844.0,375919.2,0.42,0.94,0.26,0.38,0.0,167709.6,118172.0,93172.0,212709.6,,15000.0,,15000.0,,,,,,,15000.0,0.03,,,0.22,,,,100.0,46.3,0.0,0.0,,0.0,100.0,14.48,0.5577,72.25,0.8182,1.8
2021-02-11,208844.0,380096.08,0.42,0.93,0.26,0.38,0.0,169573.04,118172.0,93172.0,215073.04,,,,,,,,,,,,,,,0.21,,,,100.0,46.3,0.0,0.0,,0.0,100.0,14.31,0.5616,72.58,0.8182,1.82
2021-02-12,208844.0,373830.76,0.42,0.94,0.26,0.38,0.0,166777.88,118172.0,93172.0,211527.88,,,,,,,,,,,,,,,0.22,,,,100.0,46.3,0.0,0.0,,0.0,100.0,14.45,0.5583,72.3,0.8182,1.79
2021-02-15,208844.0,374874.98,0.42,0.94,0.26,0.37,0.0,167243.74,118172.0,93172.0,212118.74,,,,,,,,,,,,,,,0.21,,,,100.0,46.3,0.0,0.0,,0.0,100.0,14.35,0.5604,72.48,0.8182,1.795
2021-02-16,208844.0,451103.04,0.42,0.95,0.26,0.4,0.0,201251.52,118172.0,93172.0,255251.52,,,,,,,,,,,,,,,0.21,,,,100.0,46.3,0.0,0.0,,0.0,100.0,13.37,0.5829,74.32,0.8182,2.16
2021-02-17,208844.0,549259.72,0.42,0.87,0.26,0.45,0.0,245042.36,118172.0,93172.0,310792.36,,,,,,,,,,,,,,,0.26,,,,100.0,46.3,0.0,0.0,,0.0,100.0,14.35,0.5606,72.49,0.8182,2.63
2021-02-18,178844.0,375572.4,0.36,0.59,0.22,0.43,0.0,164161.2,103172.0,78172.0,216661.2,,,,,,0.0,,15000.0,,,,,,15000.0,0.27,0.03,,,100.0,47.17,0.0,0.0,,0.0,100.0,15.6,0.7115,82.88,0.8176,2.1
2021-02-19,186844.0,420399.0,0.37,0.59,0.23,0.41,0.0,184887.0,107172.0,82172.0,241137.0,,4000.0,,4000.0,,,,,,,4000.0,0.01,,,0.23,,,,100.0,50.02,0.0,0.0,,0.0,100.0,13.34,0.6793,81.22,0.8721,2.25
2021-02-22,176844.0,353688.0,0.22,0.54,0.22,0.38,0.0,164344.0,97172.0,82172.0,194344.0,,,,,,0.02,,10000.0,,,,,,,0.22,,,,100.0,45.36,0.0,0.0,,0.0,100.0,8.91,0.7305,84.86,0.8254,2.0
2021-02-23,176844.0,376677.72,0.22,0.51,0.22,0.36,0.0,175026.36,97172.0,82172.0,206976.36,,,,,,,,,,,,,,,0.19,,,,100.0,80.53,0.0,0.0,,0.0,100.0,8.25,0.748,85.97,1.4655,2.13
2021-02-24,176844.0,378446.16,0.22,0.5,0.22,0.38,0.0,175848.08,97172.0,82172.0,207948.08,,,,,,,,,,,,,,,0.21,,,,100.0,45.36,0.0,0.0,,0.0,100.0,8.47,0.7423,85.61,0.8254,2.14
2021-02-25,176844.0,378446.16,0.22,0.51,0.22,0.38,0.0,175848.08,97172.0,82172.0,207948.08,,,,,,,,,,,,,,,0.21,,,,100.0,45.36,0.0,0.0,,0.0,100.0,8.48,0.7418,85.58,0.8254,2.14
2021-02-26,176844.0,374909.28,0.22,0.52,0.22,0.38,0.0,174204.64,97172.0,82172.0,206004.64,,,,,,,,,,,,,,,0.21,,,,100.0,45.36,0.0,0.0,,0.0,100.0,8.52,0.7409,85.52,0.8254,2.12
2021-03-01,176844.0,396130.56,0.22,0.53,0.22,0.38,0.0,184065.28,97172.0,82172.0,217665.28,,,,,,,,,,,,,,,0.21,,,,100.0,45.36,0.0,0.0,,0.0,100.0,8.28,0.7473,85.92,0.8254,2.24
2021-03-02,176844.0,394362.12,0.22,0.53,0.22,0.4,0.0,183243.56,97172.0,82172.0,216693.56,,,,,,,,,,,,,,,0.22,,,,100.0,45.36,0.0,0.0,,0.0,100.0,8.5,0.7414,85.55,0.8254,2.23
2021-03-03,176844.0,376677.72,0.22,0.53,0.22,0.39,0.0,175026.36,97172.0,82172.0,206976.36,,,,,,,,,,,,,,,0.22,,,,100.0,45.36,0.0,0.0,,0.0,100.0,8.65,0.7374,85.3,0.8254,2.13
2021-03-04,168844.0,349507.08,0.21,0.5,0.21,0.25,0.0,161816.04,93172.0,78172.0,192866.04,,,,,,0.13,,4000.0,,,,,,4000.0,0.09,0.01,,,100.0,45.18,0.0,0.0,,0.0,100.0,13.0,0.737,84.83,0.8187,2.07
2021-03-05,17500.0,36050.0,0.02,0.05,0.02,0.04,0.0,5150.0,17500.0,2500.0,36050.0,,,,,,0.05,,75672.0,,,,,,75672.0,0.04,0.16,,,100.0,31.88,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.3188,2.06
2021-03-08,17500.0,35525.0,0.02,0.05,0.02,0.04,0.0,5075.0,17500.0,2500.0,35525.0,,,,,,,,,,,,,,,0.04,,,,100.0,34.38,0.0,0.0,,0.0,100.0,14.17,0.7568,85.83,0.3438,2.03
2021-03-09,17500.0,36400.0,0.02,0.05,0.02,0.04,0.0,5200.0,17500.0,2500.0,36400.0,,,,,,,,,,,,,,,0.04,,,,100.0,34.38,0.0,0.0,,0.0,100.0,13.98,0.7594,86.02,0.3438,2.08
2021-03-10,17500.0,35525.0,0.02,0.05,0.02,0.04,0.0,5075.0,17500.0,2500.0,35525.0,,,,,,,,,,,,,,,0.04,,,,100.0,34.38,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.3438,2.03
2021-03-11,17500.0,36050.0,0.02,0.05,0.02,0.04,0.0,5150.0,17500.0,2500.0,36050.0,,,,,,,,,,,,,,,0.04,,,,100.0,34.38,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.3438,2.06
2021-03-12,17500.0,35525.0,0.02,0.05,0.02,0.04,0.0,5075.0,17500.0,2500.0,35525.0,,,,,,,,,,,,,,,0.04,,,,100.0,34.38,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.3438,2.03
2021-03-15,17500.0,36750.0,0.02,0.06,0.02,0.04,0.0,5250.0,17500.0,2500.0,36750.0,,,,,,,,,,,,,,,0.04,,,,100.0,34.38,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.3438,2.1
2021-03-16,17500.0,36925.0,0.02,0.06,0.02,0.04,0.0,5275.0,17500.0,2500.0,36925.0,,,,,,,,,,,,,,,0.04,,,,100.0,34.38,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.3438,2.11
2021-03-17,17500.0,36750.0,0.02,0.06,0.02,0.04,0.0,5250.0,17500.0,2500.0,36750.0,,,,,,,,,,,,,,,0.04,,,,100.0,34.38,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.3438,2.1
2021-03-18,17500.0,36400.0,0.02,0.06,0.02,0.04,0.0,5200.0,17500.0,2500.0,36400.0,,,,,,,,,,,,,,,0.04,,,,100.0,34.38,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.3438,2.08
2021-03-19,17500.0,37275.0,0.02,0.06,0.02,0.04,0.0,5325.0,17500.0,2500.0,37275.0,,,,,,,,,,,,,,,0.04,,,,100.0,34.38,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.3438,2.13
2021-03-22,17500.0,38500.0,0.02,0.06,0.02,0.04,0.0,5500.0,17500.0,2500.0,38500.0,,,,,,,,,,,,,,,0.04,,,,100.0,34.38,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.3438,2.2
2021-03-23,17500.0,40250.0,0.02,0.06,0.02,0.04,0.0,5750.0,17500.0,2500.0,40250.0,,,,,,,,,,,,,,,0.04,,,,100.0,34.38,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.3438,2.3
2021-03-24,17500.0,41825.0,0.02,0.06,0.02,0.04,0.0,5975.0,17500.0,2500.0,41825.0,,,,,,,,,,,,,,,0.04,,,,100.0,42.79,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.4279,2.39
2021-03-25,17500.0,40250.0,0.02,0.05,0.02,0.04,0.0,5750.0,17500.0,2500.0,40250.0,,,,,,,,,,,,,,,0.04,,,,100.0,83.34,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.8334,2.3
2021-03-26,17500.0,39900.0,0.02,0.05,0.02,0.04,0.0,5700.0,17500.0,2500.0,39900.0,,,,,,,,,,,,,,,0.04,,,,100.0,46.18,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.4618,2.28
2021-03-29,17500.0,42000.0,0.02,0.05,0.02,0.04,0.0,6000.0,17500.0,2500.0,42000.0,,,,,,,,,,,,,,,0.04,,,,100.0,46.18,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.4618,2.4
2021-03-30,17500.0,41475.0,0.02,0.05,0.02,0.04,0.0,5925.0,17500.0,2500.0,41475.0,,,,,,,,,,,,,,,0.04,,,,100.0,46.18,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.4618,2.37
2021-03-31,17500.0,39900.0,0.02,0.06,0.02,0.04,0.0,5700.0,17500.0,2500.0,39900.0,,,,,,,,,,,,,,,0.04,,,,100.0,46.18,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.4618,2.28
2021-04-01,17500.0,40250.0,0.02,0.08,0.02,0.04,0.0,5750.0,17500.0,2500.0,40250.0,,,,,,,,,,,,,,,0.04,,,,100.0,46.18,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.4618,2.3
2021-04-02,17500.0,40250.0,0.02,0.09,0.02,0.04,0.0,5750.0,17500.0,2500.0,40250.0,,,,,,,,,,,,,,,0.04,,,,100.0,46.18,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.4618,
2021-04-05,17500.0,40250.0,0.02,0.09,0.02,0.04,0.0,5750.0,17500.0,2500.0,40250.0,,,,,,,,,,,,,,,0.04,,,,100.0,46.18,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.4618,
2021-04-06,17500.0,42000.0,0.02,0.09,0.02,0.04,0.0,6000.0,17500.0,2500.0,42000.0,,,,,,,,,,,,,,,0.04,,,,100.0,46.18,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.4618,2.4
2021-04-07,17500.0,45237.5,0.02,0.1,0.02,0.04,0.0,6462.5,17500.0,2500.0,45237.5,,,,,,,,,,,,,,,0.04,,,,100.0,46.18,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.4618,2.585
2021-04-08,23000.0,57270.0,0.03,0.14,0.03,0.06,0.0,6225.0,23000.0,2500.0,57270.0,,5500.0,,,,,,,,,5500.0,,,,0.06,,,,100.0,47.04,0.0,0.0,,0.0,100.0,23.91,0.4943,65.22,0.4704,2.49
2021-04-09,26000.0,61490.0,0.03,0.17,0.03,0.06,0.0,5912.5,26000.0,2500.0,61490.0,,3000.0,,,,,,,,,3000.0,,,,0.06,,,,100.0,47.36,0.0,0.0,,0.0,100.0,21.15,0.5333,69.23,0.4736,2.365
2021-04-12,26000.0,59540.0,0.03,0.17,0.03,0.06,0.0,5725.0,26000.0,2500.0,59540.0,,,,,,,,,,,,,,,0.06,,,,100.0,47.36,0.0,0.0,,0.0,100.0,21.15,0.5333,69.23,0.4736,2.29
2021-04-13,26000.0,59670.0,0.03,0.17,0.03,0.06,0.0,5737.5,26000.0,2500.0,59670.0,,,,,,,,,,,,,,,0.06,,,,100.0,47.36,0.0,0.0,,0.0,100.0,21.15,0.5333,69.23,0.4736,2.295
2021-04-14,26000.0,61100.0,0.03,0.17,0.03,0.06,0.0,5875.0,26000.0,2500.0,61100.0,,,,,,,,,,,,,,,0.06,,,,100.0,47.36,0.0,0.0,,0.0,100.0,21.15,0.5333,69.23,0.4736,2.35
2021-04-15,26000.0,59540.0,0.03,0.17,0.03,0.06,0.0,5725.0,26000.0,2500.0,59540.0,,,,,,,,,,,,,,,0.06,,,,100.0,47.36,0.0,0.0,,0.0,100.0,21.15,0.5333,69.23,0.4736,2.29
