,GTT FP Equity_DX_SI_QTY,GTT FP Equity_DX_SHORT_INTEREST_VALUE,GTT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GTT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GTT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GTT FP Equity_DX_SI_MV,GTT FP Equity_DX_DSS,GTT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GTT FP Equity_DX_SUPPLY_SI_QTY,GTT FP Equity_DX_BROKER_SI_QTY,GTT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GTT FP Equity_DX_BROKER_SI_MV_NEW_x,GTT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GTT FP Equity_DX_SUPPLY_SI_QTY_INC_x,GTT FP Equity_DX_BROKER_SI_MV_INC_x,GTT FP Equity_DX_SUPPLY_SI_MV_NEW,GTT FP Equity_DX_BROKER_SI_QTY_ADD,GTT FP Equity_DX_BROKER_SI_QTY_NEW,GTT FP Equity_DX_SUPPLY_SI_MV_DEC,GTT FP Equity_DX_BROKER_SI_QTY_INC,GTT FP Equity_DX_SUPPLY_SI_QTY_DEC,GTT FP Equity_DX_BROKER_SI_MV_NEW_y,GTT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GTT FP Equity_DX_BROKER_SI_MV_INC_y,GTT FP Equity_DX_SUPPLY_SI_QTY_INC_y,GTT FP Equity_DX_BROKER_SI_MV_ADD,GTT FP Equity_DX_SUPPLY_SI_QTY_ADD,GTT FP Equity_DX_BROKER_SI_QTY_DEC,GTT FP Equity_DX_SUPPLY_SI_MV,GTT FP Equity_DX_BROKER_SI_MV_DEC,GTT FP Equity_DX_SUPPLY_SI_MV_RMV,GTT FP Equity_DX_BROKER_SI_MV_RMV,GTT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GTT FP Equity_DX_UTILIZATION_QUANTITY,GTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GTT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GTT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GTT FP Equity_DX_ACTIVE_UTILIZATION_MV,GTT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GTT FP Equity_DX_BROKER_SI_CON_RATIO,GTT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GTT FP Equity_DX_DEMAND_SUPPLY_RATIO,GTT FP Equity_PX_LAST
2018-12-04,41723.0,2832991.7,0.19,0.82,0.11,2.85,0.0,95060.0,40323.0,1400.0,2737931.7,,,,,,,,,,,,,,,,,,2.75,,,,0.93,0.93,4304374.0,292266994.6,,297.32,0.92,24.94,0.5767,71.65,0.0096,67.9
2018-12-05,44671.0,2997424.1,0.2,0.87,0.12,3.01,0.0,93940.0,43271.0,1400.0,2903484.1,,,,,,,,,,,,,,,,2948.0,,2.91,,,,1.0,1.0,4300705.0,288577305.5,,291.37,0.99,29.8,0.5392,67.04,0.0103,67.1
2018-12-06,47671.0,3158203.75,0.22,0.94,0.13,3.18,0.0,291500.0,46271.0,4400.0,3065453.75,,,,,,3000.0,,,,,,,,,0.21,3000.0,,3.08,,,,1.06,1.06,4318083.0,286072998.75,,288.69,1.05,27.81,0.475,62.65,0.0109,66.25
2018-12-07,47671.0,3198724.1,0.22,0.94,0.13,3.2,0.0,295240.0,46271.0,4400.0,3104784.1,,,,,,,,,,,,,,,,,,3.09,,,,1.06,1.06,4312769.0,289386799.9,,286.46,1.07,27.35,0.4784,63.12,0.0109,67.1
2018-12-10,47671.0,3222559.6,0.22,0.97,0.13,3.23,0.0,297440.0,46271.0,4400.0,3127919.6,,,,,,,,,,,,,,,,,,3.12,,,,1.06,1.06,4320336.0,292054713.6,,290.66,1.06,27.5,0.4775,62.99,0.0109,67.6
2018-12-11,55671.0,3763359.6,0.25,1.12,0.15,3.78,0.0,838240.0,54271.0,12400.0,3668719.6,,,,,,8000.0,,,,,,,,,0.54,8000.0,,3.67,,,,1.24,1.24,4309685.0,291334706.0,,291.86,1.24,23.68,0.3698,53.77,0.0128,67.6
2018-12-12,58303.0,3789695.0,0.27,1.19,0.16,3.85,0.0,760045.0,54610.0,11693.0,3549650.0,,,,,,2293.0,,0.54,,8000.0,,,,,0.16,8339.0,3000.0,3.61,0.22,,,1.25,1.25,4302895.0,279688175.0,,288.03,1.24,28.97,0.3538,50.76,0.0134,65.0
2018-12-13,54870.0,3709212.0,0.25,1.12,0.15,3.66,0.0,452446.8,51177.0,6693.0,3459565.2,,,1567.0,,,,,0.34,,5000.0,,,,1567.0,,,5000.0,3.4,0.32,,,1.17,1.17,4317880.0,291888688.0,,283.03,1.19,32.14,0.4167,55.47,0.0126,67.6
2018-12-14,54870.0,3849130.5,0.25,1.11,0.15,3.81,0.0,469513.95,51177.0,6693.0,3590066.55,,,,,,,,,,,,,,,,,,3.54,,,,1.17,1.17,4333324.0,303982678.6,,295.71,1.18,32.24,0.4162,55.37,0.0125,70.15
2018-12-17,54870.0,3816208.5,0.25,1.06,0.15,3.84,0.0,465498.15,51177.0,6693.0,3559360.35,,,,,,,,,,,,,,,,,,3.57,,,,1.17,1.17,4327813.0,300999394.15,,302.55,1.17,33.02,0.4117,54.49,0.0125,69.55
2018-12-18,52577.0,3551576.35,0.24,0.99,0.14,3.6,0.0,297220.0,51177.0,4400.0,3457006.35,,,,,,,,,,,,,,,,,2293.0,3.5,0.16,,,1.16,1.16,4346255.0,293589525.25,,300.16,1.15,34.95,0.4447,56.42,0.012,67.55
2018-12-19,49377.0,3308259.0,0.22,0.93,0.13,3.33,0.0,428800.0,45977.0,6400.0,3080459.0,,,,,,2000.0,,0.5,,7200.0,,,,,0.14,2000.0,,3.09,,,,1.04,1.04,4385089.0,293800963.0,,295.61,1.03,22.11,0.4238,60.56,0.0111,67.0
2018-12-20,49377.0,3199629.6,0.22,0.91,0.13,3.24,0.0,414720.0,45977.0,6400.0,2979309.6,,,,,,,,,,,,,,,,,,3.01,,,,1.03,1.03,4429288.0,287017862.4,,294.35,1.01,22.47,0.4195,60.06,0.011,64.8
2018-12-21,49377.0,3221849.25,0.22,0.9,0.13,3.23,0.0,417600.0,45977.0,6400.0,2999999.25,,,,,,,,,,,,,,,,,,3.0,,,,1.02,1.02,4445384.0,290061306.0,,289.0,1.03,21.97,0.4256,60.76,0.011,65.25
2018-12-24,47838.0,3114253.8,0.22,0.87,0.13,3.13,0.0,416640.0,44438.0,6400.0,2892913.8,,,,,,,,0.1,,1539.0,,,,,,,,2.9,,,,0.98,0.98,4476528.0,291421972.8,,291.84,0.98,19.48,0.4392,62.65,0.0106,65.1
2018-12-25,47838.0,3114253.8,0.22,0.89,0.13,3.13,0.0,416640.0,44438.0,6400.0,2892913.8,,,,,,,,,,,,,,,,,,2.9,,,,0.98,0.98,4474489.0,291289233.9,,291.8,0.98,19.51,0.439,62.63,0.0106,
2018-12-26,47838.0,3114253.8,0.22,0.89,0.13,3.13,0.0,416640.0,44438.0,6400.0,2892913.8,,,,,,,,,,,,,,,,,,2.9,,,,0.98,0.98,4479789.0,291634263.9,,292.29,0.98,19.58,0.4384,62.56,0.0106,
2018-12-27,57838.0,3771037.6,0.26,1.07,0.16,3.78,0.0,743280.0,49438.0,11400.0,3223357.6,,,,0.33,,,,,5000.0,,,,0.33,,,5000.0,,3.22,,,,1.09,1.09,4473412.0,291666462.4,,291.09,1.09,17.61,0.3768,56.79,0.0128,65.2
2018-12-28,59982.0,3910826.4,0.27,1.11,0.16,3.92,0.0,883068.8,51582.0,13544.0,3363146.4,,,,,,2144.0,,,,,,,,,0.14,2144.0,,3.36,,,,1.14,1.14,4488506.0,292650591.2,,292.15,1.14,16.91,0.3492,54.56,0.0132,65.2
2018-12-31,59982.0,4027791.3,0.27,1.11,0.16,3.92,0.0,909479.6,51582.0,13544.0,3463731.3,,,,,,,,,,,,,,,,,,3.36,,,,1.13,1.13,4502762.0,302360468.3,,294.83,1.13,16.9,0.3483,54.47,0.0132,67.15
2019-01-01,59982.0,4027791.3,0.27,1.13,0.16,3.96,0.0,909479.6,51582.0,13544.0,3463731.3,,,,,,,,,,,,,,,,,,3.39,,,,1.13,1.13,4501219.0,302256855.85,,296.98,1.13,17.22,0.3435,53.87,0.0132,
2019-01-02,59982.0,3967809.3,0.27,1.13,0.16,4.01,0.0,895935.6,51582.0,13544.0,3412149.3,,,,,,,,,,,,,,,,,,3.44,,,,1.14,1.14,4476718.0,296134895.7,,300.43,1.13,17.22,0.3455,54.09,0.0132,66.15
2019-01-03,59982.0,4024792.2,0.27,1.13,0.16,4.01,0.0,908802.4,49771.0,13544.0,3339634.1,,,,,,,,0.12,,1811.0,,,,,,,,3.32,,,,1.1,1.1,4467891.0,299795486.1,,295.83,1.11,16.77,0.3517,54.86,0.0133,67.1
2019-01-04,50400.0,3429720.0,0.23,0.95,0.14,3.42,0.0,798430.65,42000.0,11733.0,2858100.0,,,,,,,,0.51,,7771.0,,,,,,,1811.0,2.85,0.12,,,0.93,0.93,4492533.0,305716870.65,,302.3,0.93,15.24,0.4707,66.23,0.0111,68.05
2019-01-07,52307.0,3569952.75,0.24,1.0,0.14,3.57,0.0,800777.25,43907.0,11733.0,2996652.75,,,,,,,,,,,,,,,,1907.0,,2.99,,,,0.97,0.97,4504376.0,307423662.0,,305.78,0.97,14.76,0.4368,63.45,0.0115,68.25
2019-01-08,56298.0,3825449.1,0.26,1.09,0.15,3.84,0.0,862353.45,47898.0,12691.0,3254669.1,,,3991.0,0.07,,,,,958.0,,,,0.07,3991.0,,,,3.26,,,,1.05,1.05,4508384.0,306344692.8,,307.65,1.05,13.67,0.3816,58.32,0.0124,67.95
2019-01-09,62140.0,4225520.0,0.28,1.2,0.17,4.23,0.0,862988.0,53407.0,12691.0,3631676.0,,,5842.0,,,,,0.02,,333.0,,,,5842.0,,,,3.62,,,,1.17,1.17,4502904.0,306197472.0,,305.03,1.17,21.45,0.343,52.59,0.0136,68.0
2019-01-10,61807.0,4128707.6,0.28,1.19,0.17,4.17,0.0,825514.4,53407.0,12358.0,3567587.6,,,,,,,,,,,,,,,,,333.0,3.6,0.02,,,1.17,1.17,4503706.0,300847560.8,,305.27,1.16,21.96,0.3429,52.35,0.0136,66.8
2019-01-11,52379.0,3543439.35,0.24,1.01,0.14,3.54,0.0,836018.7,43979.0,12358.0,2975179.35,,,,,,,,0.64,,9428.0,,,,,,,,2.97,,,,0.95,0.95,4589022.0,310447338.3,,307.84,0.95,14.61,0.435,63.43,0.0113,67.65
2019-01-14,49458.0,3363144.0,0.23,0.97,0.13,3.37,0.0,840344.0,41058.0,12358.0,2791944.0,,,,,,,,0.2,,2921.0,,,,,,,,2.79,,,,0.89,0.89,4589369.0,312077092.0,,310.85,0.89,15.67,0.4885,67.49,0.0107,68.0
2019-01-15,49458.0,3410129.1,0.23,0.96,0.13,3.41,0.0,852084.1,41058.0,12358.0,2830949.1,,,,,,,,,,,,,,,,,,2.82,,,,0.89,0.89,4583687.0,316045218.65,,313.16,0.89,15.56,0.4897,67.6,0.0107,68.95
2019-01-16,49458.0,3370562.7,0.23,0.94,0.13,3.4,0.0,842197.7,41058.0,12358.0,2798102.7,,,,,,,,,,,,,,,,,,2.81,,,,0.89,0.89,4566094.0,311179306.1,,314.49,0.89,15.86,0.4848,67.16,0.0107,68.15
2019-01-17,48500.0,3319825.0,0.22,0.94,0.13,3.33,0.0,780330.0,40100.0,11400.0,2744845.0,,,,,,,,0.07,,958.0,,,,,,,958.0,2.74,0.07,,,0.86,0.86,4606783.0,315334296.35,,314.26,0.87,16.01,0.5088,68.9,0.0104,68.45
2019-01-18,48500.0,3443500.0,0.22,0.95,0.13,3.41,0.0,809400.0,40100.0,11400.0,2847100.0,,,,,,,,,,,,,,,,,,2.82,,,,0.86,0.86,4604035.0,326886485.0,,317.8,0.88,15.64,0.516,69.52,0.0104,71.0
2019-01-21,48500.0,3499275.0,0.22,0.91,0.13,3.49,0.0,822510.0,40100.0,11400.0,2893215.0,,,,,,,,,,,,,,,,,,2.88,,,,0.86,0.86,4624904.0,333686823.6,,329.31,0.87,15.88,0.5116,69.14,0.0104,72.15
2019-01-22,48500.0,3513825.0,0.22,0.89,0.13,3.52,0.0,825930.0,40100.0,11400.0,2905245.0,,,,,,,,,,,,,,,,,,2.9,,,,0.86,0.86,4644896.0,336522715.2,,335.48,0.86,16.02,0.5093,68.94,0.0104,72.45
2019-01-23,48500.0,3419250.0,0.22,0.88,0.13,3.46,0.0,803700.0,40100.0,11400.0,2827050.0,,,,,,,,,,,,,,,,,,2.85,,,,0.86,0.86,4649922.0,327819501.0,,334.56,0.84,16.41,0.5035,68.42,0.0103,70.5
2019-01-24,43500.0,3184200.0,0.2,0.79,0.12,3.17,0.0,468480.0,40100.0,6400.0,2935320.0,,,,,,,,,,,,,,,,,5000.0,2.91,0.37,,,0.85,0.85,4668015.0,341698698.0,,332.72,0.87,8.26,0.624,78.16,0.0092,73.2
2019-01-25,41500.0,3006675.0,0.19,0.75,0.11,3.01,0.0,318780.0,40100.0,4400.0,2905245.0,,,,,,,,,,,,,,,,,2000.0,2.9,0.14,,,0.85,0.85,4659404.0,337573819.8,,338.41,0.85,8.65,0.6861,82.11,0.0088,72.45
2019-01-28,34500.0,2485725.0,0.16,0.62,0.09,2.5,0.0,317020.0,33100.0,4400.0,2384855.0,,,,,,,,0.5,,7000.0,,,,,,,,2.39,,,,0.7,0.7,4683205.0,337424920.25,,338.51,0.7,9.11,0.7637,86.82,0.0073,72.05
2019-01-29,34500.0,2484000.0,0.16,0.64,0.09,2.49,0.0,316800.0,33100.0,4400.0,2383200.0,,,,,,,,,,,,,,,,,,2.38,,,,0.7,0.7,4707735.0,338956920.0,,339.16,0.7,9.04,0.765,86.9,0.0073,72.0
2019-01-30,34500.0,2521950.0,0.16,0.64,0.09,2.53,0.0,321640.0,33100.0,4400.0,2419610.0,,,,,,,,,,,,,,,,,,2.42,,,,0.7,0.7,4724169.0,345336753.9,,340.39,0.7,9.11,0.765,86.9,0.0073,73.1
2019-01-31,34500.0,2544375.0,0.16,0.64,0.09,2.56,0.0,324500.0,33100.0,4400.0,2441125.0,,,,,,,,,,,,,,,,,,2.44,,,,0.69,0.69,4748838.0,350226802.5,,347.59,0.7,9.14,0.7642,86.84,0.0072,73.75
2019-02-01,34500.0,2504700.0,0.16,0.64,0.09,2.52,0.0,319440.0,33100.0,4400.0,2403060.0,,,,,,,,,,,,,,,,,,2.41,,,,0.69,0.69,4756635.0,345331701.0,,349.79,0.68,9.24,0.7611,86.65,0.0072,72.6
2019-02-04,34500.0,2534025.0,0.16,0.63,0.09,2.54,0.0,323180.0,33100.0,4400.0,2431195.0,,,,,,,,,,,,,,,,,,2.43,,,,0.69,0.69,4760567.0,349663646.15,,346.79,0.7,9.09,0.7651,86.9,0.0072,73.45
2019-02-05,34500.0,2687550.0,0.16,0.63,0.09,2.69,0.0,342760.0,33100.0,4400.0,2578490.0,,,,,,,,,,,,,,,,,,2.56,,,,0.69,0.69,4754224.0,370354049.6,,353.85,0.72,9.15,0.7671,87.02,0.0072,77.9
2019-02-06,34500.0,2630625.0,0.16,0.62,0.09,2.64,0.0,335500.0,33100.0,4400.0,2523875.0,,,,,,,,,,,,,,,,,,2.53,,,,0.69,0.69,4753074.0,362421892.5,,369.12,0.68,9.11,0.7627,86.76,0.0072,76.25
2019-02-07,34500.0,2584050.0,0.16,0.62,0.09,2.6,0.0,329560.0,33100.0,4400.0,2479190.0,,,,,,,,,,,,,,,,,,2.48,,,,0.69,0.69,4755045.0,356152870.5,,361.59,0.68,9.11,0.7629,86.77,0.0072,74.9
2019-02-08,34500.0,2568525.0,0.16,0.6,0.09,2.58,0.0,327580.0,33100.0,4400.0,2464295.0,,,,,,,,,,,,,,,,,,2.47,,,,0.69,0.69,4763098.0,354612646.1,,356.7,0.69,9.12,0.7634,86.8,0.0072,74.45
2019-02-11,34500.0,2587500.0,0.16,0.6,0.09,2.6,0.0,330000.0,33100.0,4400.0,2482500.0,,,,,,,,,,,,,,,,,,2.48,,,,0.69,0.69,4784825.0,358861875.0,,357.49,0.69,9.12,0.7643,86.86,0.0072,75.0
2019-02-12,34500.0,2691000.0,0.16,0.6,0.09,2.7,0.0,343200.0,33100.0,4400.0,2581800.0,,,,,,,,,,,,,,,,,,2.57,,,,0.69,0.69,4794583.0,373977474.0,,362.1,0.71,9.11,0.7665,86.98,0.0071,78.0
2019-02-13,34500.0,2706525.0,0.16,0.57,0.09,2.72,0.0,345180.0,33100.0,4400.0,2596695.0,,,,,,,,,,,,,,,,,,2.6,,,,0.69,0.69,4793626.0,376059959.7,,374.88,0.69,9.07,0.765,86.9,0.0071,78.45
2019-02-14,34500.0,2739300.0,0.16,0.56,0.09,2.75,0.0,349360.0,33100.0,4400.0,2628140.0,,,,,,,,,,,,,,,,,,2.63,,,,0.69,0.69,4780178.0,379546133.2,,375.72,0.69,9.12,0.7646,86.87,0.0072,79.4
2019-02-15,34500.0,2765175.0,0.16,0.56,0.09,2.78,0.0,352660.0,33100.0,4400.0,2652965.0,,,,,,,,,,,,,,,,,,2.65,,,,0.69,0.69,4790080.0,383924912.0,,380.8,0.69,9.14,0.7641,86.84,0.0072,80.15
2019-02-18,34500.0,2732400.0,0.16,0.55,0.09,2.75,0.0,348480.0,33100.0,4400.0,2621520.0,,,,,,,,,,,,,,,,,,2.62,,,,0.68,0.68,4816413.0,381459909.6,,384.39,0.68,9.12,0.7632,86.79,0.0071,79.2
2019-02-19,34500.0,2716875.0,0.16,0.55,0.09,2.76,0.0,346500.0,33100.0,4400.0,2606625.0,,,,,,,,,,,,,,,,,,2.64,,,,0.68,0.68,4837959.0,380989271.25,,382.71,0.69,9.04,0.7656,86.94,0.0071,78.75
2019-02-20,80681.0,6248743.45,0.37,1.27,0.22,6.32,0.0,340780.0,79281.0,4400.0,6140313.45,,,,,,,,,,,,,,,,46181.0,,6.2,,,,1.62,1.62,4811358.0,372639677.1,,377.49,1.62,36.8,0.4688,57.58,0.0165,77.45
2019-02-21,80681.0,6398003.3,0.37,1.26,0.22,6.32,0.0,348920.0,79281.0,4400.0,6286983.3,,,,,,,,,,,,,,,,,,6.2,,,,1.62,1.62,4806999.0,381195020.7,,374.25,1.63,37.67,0.4647,56.65,0.0165,79.3
2019-02-22,80681.0,6337492.55,0.37,1.27,0.22,6.39,0.0,345620.0,79281.0,4400.0,6227522.55,,,,,,,,,,,,,,,,,,6.27,,,,1.63,1.63,4796461.0,376762011.55,,379.77,1.62,36.92,0.4683,57.46,0.0165,78.55
2019-02-25,80681.0,6313288.25,0.37,1.25,0.22,6.33,0.0,344300.0,79281.0,4400.0,6203738.25,,,,,,,,,,,,,,,,,,6.21,,,,1.63,1.63,4776251.0,373741640.75,,374.65,1.63,37.11,0.4673,57.25,0.0166,78.25
2019-02-26,80681.0,6212437.0,0.37,1.24,0.22,6.27,0.0,338800.0,79281.0,4400.0,6104637.0,,,,,,,,,,,,,,,,,,6.15,,,,1.62,1.62,4803972.0,369905844.0,,374.23,1.62,36.87,0.4683,57.49,0.0165,77.0
2019-02-27,80681.0,6377833.05,0.37,1.26,0.22,6.29,0.0,347820.0,79281.0,4400.0,6267163.05,,,,,,,,,,,,,,,,,,6.16,,,,1.62,1.62,4803937.0,379751219.85,,371.8,1.63,37.75,0.4644,56.57,0.0165,79.05
2019-02-28,80681.0,6381867.1,0.37,1.21,0.22,6.39,0.0,348040.0,79281.0,4400.0,6271127.1,,,,,,,,,,,,,,,,,,6.27,,,,1.62,1.62,4803294.0,379940555.4,,379.83,1.62,37.17,0.4672,57.21,0.0165,79.1
2019-03-01,80681.0,6607773.9,0.37,1.17,0.22,6.49,0.0,360360.0,79281.0,4400.0,6493113.9,,,,,,,,,,,,,,,,,,6.36,,,,1.64,1.64,4754672.0,389407636.8,,379.26,1.65,37.89,0.4639,56.43,0.0167,81.9
2019-03-04,80681.0,6748965.65,0.37,1.19,0.22,6.69,0.0,368060.0,79281.0,4400.0,6631855.65,,,,,,,,,,,,,,,,,,6.56,,,,1.64,1.64,4745404.0,396953044.6,,390.81,1.65,37.55,0.4655,56.8,0.0167,83.65
2019-03-05,80681.0,6728795.4,0.37,1.2,0.22,6.76,0.0,366960.0,79281.0,4400.0,6612035.4,,,,,,,,,,,,,,,,,,6.63,,,,1.64,1.64,4769721.0,397794731.4,,398.85,1.63,37.07,0.4674,57.29,0.0166,83.4
2019-03-06,80681.0,6700557.05,0.37,1.23,0.22,6.73,0.0,365420.0,79281.0,4400.0,6584287.05,,,,,,,,,,,,,,,,,,6.6,,,,1.63,1.63,4781886.0,397135632.3,,398.43,1.63,37.07,0.4675,57.3,0.0166,83.05
2019-03-07,92445.0,7575867.75,0.42,1.41,0.25,7.7,0.0,360580.0,91045.0,4400.0,7461137.75,,,,,,,,,,,,,,,,11764.0,,7.58,,,,1.85,1.85,4822531.0,395206415.45,,401.08,1.85,31.95,0.3737,50.38,0.0188,81.95
2019-03-08,87681.0,7146001.5,0.4,1.36,0.24,7.18,0.0,358600.0,86281.0,4400.0,7031901.5,,,,,,,,0.4,,4764.0,,,,,,,,7.06,,,,1.75,1.75,4843414.0,394738241.0,,396.49,1.75,34.08,0.4023,52.75,0.0178,81.5
2019-03-11,87681.0,7325747.55,0.4,1.37,0.24,7.23,0.0,367620.0,86281.0,4400.0,7208777.55,,,,,,,,,,,,,,,,,,7.1,,,,1.75,1.75,4840964.0,404462542.2,,397.7,1.75,34.7,0.3993,52.05,0.0178,83.55
2019-03-12,80681.0,6744931.6,0.37,1.26,0.22,6.73,0.0,367840.0,79281.0,4400.0,6627891.6,,,,,,,,0.58,,7000.0,,,,,,,,6.6,,,,1.61,1.61,4852877.0,405700517.2,,404.67,1.61,37.3,0.4665,57.05,0.0164,83.6
2019-03-13,80681.0,6744931.6,0.37,1.27,0.22,6.74,0.0,367840.0,79281.0,4400.0,6627891.6,,,,,,,,,,,,,,,,,,6.61,,,,1.6,1.6,4860618.0,406347664.8,,406.15,1.6,37.25,0.4663,57.07,0.0163,83.6
2019-03-14,80681.0,6765101.85,0.37,1.34,0.22,6.77,0.0,368940.0,79281.0,4400.0,6647711.85,,,,,,,,,,,,,,,,,,6.64,,,,1.6,1.6,4875955.0,408848826.75,,408.01,1.6,37.22,0.467,57.15,0.0163,83.85
2019-03-15,80681.0,6720727.3,0.37,1.37,0.22,6.75,0.0,366520.0,79281.0,4400.0,6604107.3,,,,,,,,,,,,,,,,,,6.62,,,,1.6,1.6,4869957.0,405667418.1,,407.43,1.6,37.05,0.4675,57.31,0.0163,83.3
2019-03-18,80681.0,6769135.9,0.37,1.42,0.22,6.75,0.0,369160.0,79281.0,4400.0,6651675.9,,,,,,,,,,,,,,,,,,6.62,,,,1.6,1.6,4878116.0,409273932.4,,406.75,1.6,37.35,0.4661,56.99,0.0163,83.9
2019-03-19,80681.0,6825612.6,0.37,1.44,0.22,6.8,0.0,372240.0,79281.0,4400.0,6707172.6,,,,,,,,,,,,,,,,,,6.67,,,,1.6,1.6,4876144.0,412521782.4,,409.56,1.6,37.37,0.4661,56.98,0.0163,84.6
2019-03-20,83027.0,6920300.45,0.38,1.52,0.22,6.97,0.0,562279.1,79281.0,6746.0,6608071.35,,,,,,2346.0,,,,,,,,,0.2,,,6.65,,,,1.6,1.6,4884516.0,407124408.6,,411.03,1.59,35.92,0.4428,55.79,0.0167,83.35
2019-03-21,83027.0,6891241.0,0.38,1.53,0.22,6.91,0.0,559918.0,81627.0,6746.0,6775041.0,,,,,,,,,,,,,,,,2346.0,,6.78,,,,1.64,1.64,4883609.0,405339547.0,,406.27,1.64,36.07,0.442,55.62,0.0167,83.0
2019-03-22,83027.0,6770851.85,0.38,1.53,0.22,6.87,0.0,550136.3,81627.0,6746.0,6656681.85,,,,,,,,,,,,,,,,,,6.75,,,,1.65,1.65,4880188.0,397979331.4,,404.15,1.64,35.64,0.444,56.08,0.0167,81.55
2019-03-25,85507.0,6832009.3,0.39,1.55,0.23,6.92,0.0,737157.4,84107.0,9226.0,6720149.3,,,,,,2480.0,,,,,,,,,0.21,2480.0,,6.79,,,,1.71,1.71,4831757.0,386057384.3,,391.8,1.7,34.66,0.4172,54.24,0.0174,79.9
2019-03-26,83842.0,6841507.2,0.38,1.5,0.23,6.79,0.0,616977.6,82442.0,7561.0,6727267.2,,,,,,,,0.14,,1665.0,,,,,,,1665.0,6.66,0.15,,,1.68,1.68,4818579.0,393196046.4,,387.33,1.69,36.12,0.4322,54.69,0.0171,81.6
2019-03-27,83842.0,6707360.0,0.38,1.52,0.23,6.81,0.0,604880.0,82442.0,7561.0,6595360.0,,,,,,,,,,,,,,,,,,6.69,,,,1.7,1.7,4774389.0,381951120.0,,388.46,1.69,35.27,0.4355,55.55,0.0173,80.0
2019-03-28,87642.0,6985067.4,0.4,1.57,0.24,7.02,0.0,602611.7,86242.0,7561.0,6873487.4,,,,,,,,,,,,,,,,3800.0,,6.9,,,,1.78,1.78,4763168.0,379624489.6,,380.97,1.78,34.1,0.3991,52.78,0.0181,79.7
2019-03-29,87642.0,7107766.2,0.4,1.61,0.24,7.05,0.0,613197.1,86242.0,7561.0,6994226.2,,,,,,,,,,,,,,,,,,6.92,,,,1.78,1.78,4768796.0,386749355.6,,381.83,1.78,34.55,0.3977,52.35,0.0181,81.1
2019-04-01,87642.0,7357545.9,0.4,1.6,0.24,7.22,0.0,634745.95,86242.0,7561.0,7240015.9,,,,,,,,,,,,,,,,,,7.09,,,,1.76,1.76,4800473.0,402999708.35,,392.41,1.78,34.92,0.3968,52.02,0.0179,83.95
2019-04-02,87642.0,7239229.2,0.4,1.59,0.24,7.33,0.0,624538.6,86242.0,7561.0,7123589.2,,,,,,,,,,,,,,,,,,7.2,,,,1.76,1.76,4814760.0,397699176.0,,403.02,1.76,33.83,0.3997,53.01,0.0179,82.6
2019-04-03,90642.0,7994624.4,0.41,1.66,0.24,7.67,0.0,931480.2,86242.0,10561.0,7606544.4,,,,0.24,,,,,3000.0,,,,0.24,,,,,7.29,,,,1.76,1.76,4823830.0,425461806.0,,404.01,1.77,34.55,0.3719,49.6,0.0185,88.2
2019-04-04,90092.0,8108280.0,0.41,1.6,0.24,8.01,0.0,1242990.0,87212.0,13811.0,7849080.0,,,,,,3250.0,,0.31,,3800.0,,,,,0.29,4770.0,,7.76,,,,1.77,1.77,4830555.0,434749950.0,,428.05,1.78,33.75,0.3795,50.93,0.0183,90.0
2019-04-05,90092.0,7973142.0,0.41,1.56,0.24,8.07,0.0,1222273.5,85942.0,13811.0,7605867.0,,,,,,,,0.11,,1270.0,,,,,,,,7.68,,,,1.74,1.74,4840466.0,428381241.0,,434.77,1.74,32.95,0.3809,51.57,0.0183,88.5
2019-04-08,89277.0,7985827.65,0.41,1.53,0.24,7.93,0.0,1162492.2,86397.0,12996.0,7728211.65,,,1270.0,,,,,0.07,,815.0,,,,1270.0,,,815.0,7.67,0.07,,,1.69,1.69,5012534.0,448371166.3,,444.27,1.7,33.86,0.3852,51.4,0.0175,89.45
2019-04-09,89277.0,7838520.6,0.41,1.54,0.24,7.94,0.0,1141048.8,86397.0,12996.0,7585656.6,,,,,,,,,,,,,,,,,,7.67,,,,1.68,1.68,5061831.0,444428761.8,,450.83,1.67,33.23,0.3879,52.07,0.0173,87.8
2019-04-10,86277.0,7652769.9,0.39,1.52,0.23,7.61,0.0,886645.2,83397.0,9996.0,7397313.9,,,,,,,,0.27,,3000.0,,,,,,,3000.0,7.35,0.28,,,1.62,1.62,5074190.0,450080653.0,,446.77,1.62,35.03,0.4132,53.38,0.0167,88.7
