,74SW FP Equity_DX_SI_QTY,74SW FP Equity_DX_SHORT_INTEREST_VALUE,74SW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,74SW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,74SW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,74SW FP Equity_DX_SI_MV,74SW FP Equity_DX_DSS,74SW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,74SW FP Equity_DX_SUPPLY_SI_QTY,74SW FP Equity_DX_BROKER_SI_QTY,74SW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,74SW FP Equity_DX_BROKER_SI_MV_NEW_x,74SW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,74SW FP Equity_DX_SUPPLY_SI_QTY_INC_x,74SW FP Equity_DX_BROKER_SI_MV_INC_x,74SW FP Equity_DX_SUPPLY_SI_MV_NEW,74SW FP Equity_DX_BROKER_SI_QTY_ADD,74SW FP Equity_DX_BROKER_SI_QTY_NEW,74SW FP Equity_DX_SUPPLY_SI_MV_DEC,74SW FP Equity_DX_BROKER_SI_QTY_INC,74SW FP Equity_DX_SUPPLY_SI_QTY_DEC,74SW FP Equity_DX_BROKER_SI_MV_NEW_y,74SW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,74SW FP Equity_DX_BROKER_SI_MV_INC_y,74SW FP Equity_DX_SUPPLY_SI_QTY_INC_y,74SW FP Equity_DX_BROKER_SI_MV_ADD,74SW FP Equity_DX_SUPPLY_SI_QTY_ADD,74SW FP Equity_DX_BROKER_SI_QTY_DEC,74SW FP Equity_DX_SUPPLY_SI_MV,74SW FP Equity_DX_BROKER_SI_MV_DEC,74SW FP Equity_DX_SUPPLY_SI_MV_RMV,74SW FP Equity_DX_BROKER_SI_MV_RMV,74SW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,74SW FP Equity_DX_UTILIZATION_QUANTITY,74SW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,74SW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,74SW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,74SW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,74SW FP Equity_DX_ACTIVE_UTILIZATION_MV,74SW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,74SW FP Equity_DX_BROKER_SI_CON_RATIO,74SW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,74SW FP Equity_DX_DEMAND_SUPPLY_RATIO,74SW FP Equity_PX_LAST
2017-01-19,4314.0,126747.19,0.07,0.34,0.02,0.13,0.0,18627.19,4314.0,634.0,126747.19,,,,,,,,,,,,,,,,,,0.13,,,,1.28,1.28,333097.0,9786534.29,,9.94,1.28,15.37,0.7398,84.63,0.0128,29.75
2017-01-20,634.0,18721.11,0.01,0.05,0.0,0.02,0.0,18721.11,634.0,634.0,18721.11,,,,,,,,0.11,,3680.0,,,,,,,,0.02,,,,0.19,0.19,336838.0,9946344.54,,10.01,0.19,,1.0,100.0,0.0019,29.9
2017-01-23,634.0,18533.28,0.01,0.05,0.0,0.02,0.0,18533.28,634.0,634.0,18533.28,,,,,,,,,,,,,,,,,,0.02,,,,0.19,0.19,336896.0,9848243.92,,10.03,0.19,,1.0,100.0,0.0019,29.6
2017-01-24,540.0,15465.47,0.01,0.04,0.0,0.02,0.0,15465.47,540.0,540.0,15465.47,,,,,,,,0.0,,94.0,,,,,,,94.0,0.02,0.0,,,0.16,0.16,336990.0,9651309.49,,9.93,0.16,,1.0,100.0,0.0016,29.0
2017-01-25,540.0,15198.82,0.01,0.04,0.0,0.02,0.0,15198.82,540.0,540.0,15198.82,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,332533.0,9359461.05,,9.61,0.16,,1.0,100.0,0.0016,28.5
2017-01-26,540.0,15161.49,0.01,0.04,0.0,0.02,0.0,15161.49,540.0,540.0,15161.49,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,341001.0,9574227.51,,9.73,0.16,,1.0,100.0,0.0016,28.43
2017-01-27,540.0,15241.48,0.01,0.05,0.0,0.02,0.0,15241.48,540.0,540.0,15241.48,,,,,,,,,,,,,,,,,,0.02,,,,0.16,0.16,341001.0,9624742.25,,9.7,0.16,,1.0,100.0,0.0016,28.58
2017-01-30,4449.0,126539.5,0.07,0.42,0.02,0.13,0.0,14334.89,4449.0,504.0,126539.5,,,,,,,,0.0,,36.0,,,,,,3945.0,36.0,0.13,0.0,,,1.32,1.32,331796.0,9437019.76,,9.5,1.32,11.85,0.7911,88.15,0.0132,28.8
2017-01-31,4447.0,126921.79,0.07,0.45,0.02,0.13,0.0,14327.58,4447.0,502.0,126921.79,,,,,,,,0.0,,2.0,,,,,,,2.0,0.13,0.0,,,1.3,1.3,337732.0,9639206.53,,9.71,1.3,11.69,0.7935,88.31,0.013,28.9
2017-02-01,4447.0,126482.62,0.07,0.44,0.02,0.13,0.0,14278.0,4447.0,502.0,126482.62,,,,,,,,,,,,,,,,,,0.13,,,,1.3,1.3,337790.0,9607502.52,,9.76,1.3,11.83,0.7914,88.17,0.013,28.8
2017-02-02,4447.0,127404.89,0.07,0.5,0.02,0.13,0.0,14382.11,4447.0,502.0,127404.89,,,,,,,,,,,,,,,,,,0.13,,,,1.29,1.29,339851.0,9736604.11,,9.81,1.29,11.8,0.7919,88.2,0.0129,29.01
2017-02-03,502.0,14278.0,0.01,0.06,0.0,0.02,0.0,14278.0,502.0,502.0,14278.0,,,,,,,,0.11,,3945.0,,,,,,,,0.01,,,,0.15,0.15,342592.0,9744082.13,,9.93,0.15,,1.0,100.0,0.0015,28.8
2017-02-06,502.0,14154.06,0.01,0.06,0.0,0.02,0.0,14154.06,502.0,502.0,14154.06,,,,,,,,,,,,,,,,,,0.01,,,,0.15,0.15,334662.0,9435909.04,,9.63,0.15,,1.0,100.0,0.0015,28.55
2017-02-07,502.0,14129.27,0.01,0.06,0.0,0.02,0.0,14129.27,502.0,502.0,14129.27,,,,,,,,,,,,,,,,,,0.01,,,,0.15,0.15,331272.0,9323968.99,,9.47,0.15,,1.0,100.0,0.0015,28.5
2017-02-08,502.0,14129.27,0.01,0.06,0.0,0.02,0.0,14129.27,502.0,502.0,14129.27,,,,,,,,,,,,,,,,,,0.01,,,,0.15,0.15,333672.0,9391519.3,,9.51,0.15,,1.0,100.0,0.0015,28.5
2017-02-09,502.0,14163.98,0.01,0.06,0.0,0.02,0.0,14163.98,502.0,502.0,14163.98,,,,,,,,,,,,,,,,,,0.01,,,,0.15,0.15,334252.0,9430950.94,,9.54,0.15,,1.0,100.0,0.0015,28.57
2017-02-10,502.0,14317.66,0.01,0.06,0.0,0.02,0.0,14317.66,502.0,502.0,14317.66,,,,,,,,,,,,,,,,,,0.01,,,,0.15,0.15,334312.0,9534993.15,,9.58,0.15,,1.0,100.0,0.0015,28.88
2017-02-13,424.0,12143.25,0.01,0.05,0.0,0.01,0.0,12143.25,424.0,424.0,12143.25,,,,,,,,0.0,,78.0,,,,,,,78.0,0.01,0.0,,,0.13,0.13,333520.0,9551929.55,,9.65,0.13,,1.0,100.0,0.0013,29.0
2017-02-14,408.0,11685.02,0.01,0.05,0.0,0.01,0.0,11685.02,408.0,408.0,11685.02,,,,,,,,0.0,,16.0,,,,,,,16.0,0.01,0.0,,,0.12,0.12,333536.0,9552387.79,,9.68,0.12,,1.0,100.0,0.0012,29.0
2017-02-15,83.0,2360.71,0.0,0.01,0.0,0.0,0.0,2360.71,83.0,83.0,2360.71,,,,,,,,0.01,,325.0,,,,,,,325.0,0.0,0.01,,,0.02,0.02,334468.0,9513017.42,,9.67,0.02,,1.0,100.0,0.0002,28.8
2017-02-16,67.0,1934.08,0.0,0.01,0.0,0.0,0.0,1934.08,67.0,67.0,1934.08,,,,,,,,0.0,,16.0,,,,,,,16.0,0.0,0.0,,,0.02,0.02,334484.0,9655513.92,,9.64,0.02,,1.0,100.0,0.0002,29.23
2017-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,67.0,,,,,,,67.0,0.0,0.0,,,0.0,0.0,334954.0,9784858.93,,9.83,0.0,,0.0,,0.0,29.58
2017-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,341418.0,10118674.84,,10.14,0.0,,0.0,,0.0,30.01
2017-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,341418.0,10165879.59,,10.28,0.0,,0.0,,0.0,30.15
2017-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,341406.0,10327361.44,,10.32,0.0,,0.0,,0.0,30.63
2017-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,341448.0,9778985.49,,10.32,0.0,,0.0,,0.0,29.0
2017-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,342054.0,10015914.35,,9.98,0.0,,0.0,,0.0,29.65
2017-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,348065.0,10243487.68,,10.33,0.0,,0.0,,0.0,29.8
2017-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,346367.0,10638199.44,,10.44,0.0,,0.0,,0.0,31.1
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,345567.0,10743312.71,,10.8,0.0,,0.0,,0.0,31.48
2017-03-02,800.0,24886.96,0.01,0.05,0.0,0.03,0.0,0.0,800.0,0.0,24886.96,,,,,,,,,,,,,,,,800.0,,0.03,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0023,31.5
2017-03-03,800.0,24863.25,0.01,0.05,0.0,0.03,0.0,24863.25,800.0,800.0,24863.25,,,,,,800.0,,,,,,,,,0.03,,,0.03,,,,100.0,0.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,31.47
2017-03-06,778.0,24240.98,0.01,0.05,0.0,0.03,0.0,24240.98,778.0,778.0,24240.98,,,,,,,,0.0,,22.0,,,,,,,22.0,0.02,0.0,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0023,31.55
2017-03-07,778.0,25124.57,0.01,0.05,0.0,0.03,0.0,25124.57,778.0,778.0,25124.57,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022,32.7
2017-03-08,818.0,26626.36,0.01,0.05,0.0,0.03,0.0,16861.19,818.0,518.0,26626.36,,,,,,,,0.01,,260.0,,,,,,300.0,260.0,0.03,0.01,,,0.23,0.23,350795.0,11418572.89,,11.5,0.23,,1.0,100.0,0.0023,32.96
2017-03-09,818.0,26553.65,0.01,0.05,0.0,0.03,0.0,26553.65,818.0,818.0,26553.65,,,,0.01,,,,,300.0,,,,0.01,,,,,0.03,,,,0.23,0.23,349177.0,11334870.54,,11.5,0.23,,1.0,100.0,0.0023,32.87
2017-03-10,1138.0,36806.52,0.02,0.07,0.01,0.04,0.0,17400.62,838.0,538.0,27103.57,,,300.0,,,,,0.01,,280.0,,,,300.0,,,280.0,0.03,0.01,,,0.24,0.24,350104.0,11323471.93,,11.47,0.24,,1.0,100.0,0.0032,32.75
2017-03-13,838.0,27062.19,0.01,0.05,0.0,0.03,0.0,27062.19,838.0,838.0,27062.19,,,,0.01,,,,,300.0,,,,0.01,,,,,0.03,,,,0.24,0.24,351652.0,11356174.97,,11.51,0.24,,1.0,100.0,0.0024,32.7
2017-03-14,838.0,26731.16,0.01,0.05,0.0,0.03,0.0,26731.16,838.0,838.0,26731.16,,,,,,,,,,,,,,,,,,0.03,,,,0.24,0.24,351694.0,11218601.26,,11.49,0.24,,1.0,100.0,0.0024,32.3
2017-03-15,838.0,27310.47,0.01,0.05,0.0,0.03,0.0,27310.47,838.0,838.0,27310.47,,,,,,,,,,,,,,,,,,0.03,,,,0.24,0.24,351694.0,11461728.84,,11.39,0.24,,1.0,100.0,0.0024,33.0
2017-03-16,838.0,27144.95,0.01,0.05,0.0,0.03,0.0,27144.95,838.0,838.0,27144.95,,,,,,,,,,,,,,,,,,0.03,,,,0.24,0.24,351694.0,11392263.82,,11.55,0.24,,1.0,100.0,0.0024,32.8
2017-03-17,838.0,27136.68,0.01,0.05,0.0,0.03,0.0,27136.68,838.0,838.0,27136.68,,,,,,,,,,,,,,,,,,0.03,,,,0.24,0.24,352190.0,11404852.37,,11.55,0.24,,1.0,100.0,0.0024,32.79
2017-03-20,838.0,27128.4,0.01,0.05,0.0,0.03,0.0,27128.4,838.0,838.0,27128.4,,,,,,,,,,,,,,,,,,0.03,,,,0.23,0.23,356671.0,11546436.71,,11.69,0.23,,1.0,100.0,0.0023,32.78
2017-03-21,838.0,27302.2,0.01,0.05,0.0,0.03,0.0,27302.2,838.0,838.0,27302.2,,,,,,,,,,,,,,,,,,0.03,,,,0.23,0.23,356559.0,11616758.19,,11.69,0.24,,1.0,100.0,0.0023,32.99
2017-03-22,838.0,26813.92,0.01,0.05,0.0,0.03,0.0,26813.92,838.0,838.0,26813.92,,,,,,,,,,,,,,,,,,0.03,,,,0.23,0.23,358040.0,11456390.0,,11.77,0.23,,1.0,100.0,0.0023,32.4
2017-03-23,838.0,26896.68,0.01,0.05,0.0,0.03,0.0,26896.68,838.0,838.0,26896.68,,,,,,,,,,,,,,,,,,0.03,,,,0.23,0.23,357640.0,11478910.72,,11.6,0.23,,1.0,100.0,0.0023,32.5
2017-03-24,838.0,26689.78,0.01,0.05,0.0,0.03,0.0,26689.78,838.0,838.0,26689.78,,,,,,,,,,,,,,,,,,0.03,,,,0.23,0.23,355885.0,11334715.75,,11.54,0.23,,1.0,100.0,0.0023,32.25
2017-03-27,838.0,27045.64,0.01,0.05,0.0,0.03,0.0,27045.64,838.0,838.0,27045.64,,,,,,,,,,,,,,,,,,0.03,,,,0.24,0.24,354072.0,11427332.46,,11.44,0.24,,1.0,100.0,0.0024,32.68
2017-03-28,838.0,26565.64,0.01,0.05,0.0,0.03,0.0,26565.64,838.0,838.0,26565.64,,,,,,,,,,,,,,,,,,0.03,,,,0.24,0.24,351416.0,11140323.29,,11.46,0.24,,1.0,100.0,0.0024,32.1
2017-03-29,435.0,13527.99,0.01,0.03,0.0,0.01,0.0,13527.99,435.0,435.0,13527.99,,,,,,,,0.01,,403.0,,,,,,,403.0,0.01,0.01,,,0.12,0.12,351867.0,10942648.01,,11.28,0.12,,1.0,100.0,0.0012,31.49
2017-03-30,128.0,4007.19,0.0,0.01,0.0,0.0,0.0,4007.19,128.0,128.0,4007.19,,,,,,,,0.01,,307.0,,,,,,,307.0,0.0,0.01,,,0.04,0.04,352120.0,11023542.64,,11.13,0.04,,1.0,100.0,0.0004,31.7
2017-03-31,128.0,3989.5,0.0,0.01,0.0,0.0,0.0,3989.5,128.0,128.0,3989.5,,,,,,,,,,,,,,,,,,0.0,,,,0.04,0.04,352428.0,10984457.95,,11.19,0.04,,1.0,100.0,0.0004,31.56
2017-04-03,238.0,7568.4,0.0,0.01,0.0,0.01,0.0,3498.0,128.0,110.0,4070.4,,,,,,,,,,,,,,,,,18.0,0.0,0.0,,,0.04,0.04,352428.0,11207209.95,,11.17,0.04,,1.0,100.0,0.0007,32.2
2017-04-04,164.0,5207.1,0.0,0.01,0.0,0.01,0.0,1143.02,128.0,36.0,4064.08,,,,,,,,,,,,,,,,,74.0,0.0,0.0,,,0.04,0.04,351382.0,11156596.3,,11.3,0.04,,1.0,100.0,0.0005,32.15
2017-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,128.0,,,,,,,36.0,0.0,0.0,,,0.0,0.0,351510.0,11417546.5,,11.35,0.0,,0.0,100.0,0.0,32.89
2017-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,352223.0,11405921.0,,11.58,0.0,,0.0,,0.0,32.79
2017-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,351202.0,11341642.76,,11.53,0.0,,0.0,,0.0,32.7
2017-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,355072.0,11417527.16,,11.61,0.0,,0.0,,0.0,32.56
2017-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,353704.0,10999776.54,,11.44,0.0,,0.0,,0.0,31.49
2017-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,352101.0,10779538.88,,11.04,0.0,,0.0,,0.0,31.0
2017-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,352490.0,10739231.39,,10.94,0.0,,0.0,,0.0,30.85
2017-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,354095.0,10788130.55,,10.92,0.0,,0.0,,0.0,
2017-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,354095.0,10788130.55,,10.92,0.0,,0.0,,0.0,
2017-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,344800.0,10358519.73,,10.59,0.0,,0.0,,0.0,30.42
2017-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,353280.0,10710966.43,,10.76,0.0,,0.0,,0.0,30.7
2017-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,353833.0,10801114.51,,10.88,0.0,,0.0,,0.0,30.91
2017-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,354191.0,10930971.8,,10.98,0.0,,0.0,,0.0,31.25
2017-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,354511.0,11378481.48,,11.12,0.0,,0.0,,0.0,32.5
2017-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,354898.0,11489039.75,,11.54,0.0,,0.0,,0.0,32.78
2017-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,355206.0,11470947.09,,11.64,0.0,,0.0,,0.0,32.7
2017-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,355206.0,11249947.19,,11.57,0.0,,0.0,,0.0,32.07
2017-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,360512.0,11499884.5,,11.57,0.0,,0.0,,0.0,32.3
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,372517.0,11882829.07,,12.03,0.0,,0.0,,0.0,
2017-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,372698.0,11741375.46,,12.0,0.0,,0.0,,0.0,31.9
2017-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,380330.0,11805277.36,,12.1,0.0,,0.0,,0.0,31.43
2017-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,366212.0,11609374.85,,11.54,0.0,,0.0,,0.0,32.1
2017-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,376841.0,11912832.97,,12.08,0.0,,0.0,,0.0,32.01
2017-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,376165.0,11921182.38,,12.06,0.0,,0.0,,0.0,32.09
2017-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,376693.0,12164843.7,,12.15,0.0,,0.0,,0.0,32.7
2017-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,381311.0,12426948.67,,12.5,0.0,,0.0,,0.0,33.0
2017-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,381203.0,12532604.53,,12.6,0.0,,0.0,,0.0,33.29
2017-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,381183.0,12234553.25,,12.61,0.0,,0.0,,0.0,32.5
2017-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,380797.0,12128147.44,,12.34,0.0,,0.0,,0.0,32.25
2017-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,395547.0,12461204.09,,12.7,0.0,,0.0,,0.0,31.9
2017-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,396355.0,12330086.57,,12.59,0.0,,0.0,,0.0,31.5
2017-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,396355.0,12157856.79,,12.47,0.0,,0.0,,0.0,31.06
2017-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,397916.0,12280404.01,,12.35,0.0,,0.0,,0.0,31.25
2017-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,397916.0,12300052.66,,12.43,0.0,,0.0,,0.0,31.3
2017-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,397916.0,12398295.89,,12.5,0.0,,0.0,,0.0,31.55
2017-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,400120.0,12486725.76,,12.63,0.0,,0.0,,0.0,31.6
2017-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,401894.0,12681003.31,,12.72,0.0,,0.0,,0.0,31.95
2017-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404493.0,12755020.46,,12.93,0.0,,0.0,,0.0,31.93
2017-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403846.0,12563121.8,,12.87,0.0,,0.0,,0.0,31.5
2017-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,405146.0,12923653.59,,12.82,0.0,,0.0,,0.0,32.3
2017-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404993.0,12974767.77,,13.07,0.0,,0.0,,0.0,32.44
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,412611.0,13447017.58,,13.44,0.0,,0.0,,0.0,33.0
2017-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,414580.0,13404735.63,,13.64,0.0,,0.0,,0.0,32.74
2017-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,420328.0,13536623.53,,13.76,0.0,,0.0,,0.0,32.61
2017-06-06,2000.0,64034.53,0.03,0.16,0.01,0.06,0.0,64034.53,0.0,2000.0,0.0,,,,,,2000.0,,,,,,,,,0.06,,,0.0,,,,0.0,0.0,420567.0,13465405.42,,13.69,0.0,,1.0,100.0,0.0048,32.42
2017-06-07,2000.0,64488.82,0.03,0.16,0.01,0.06,0.0,64488.82,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,413795.0,13342575.07,,13.44,0.0,,1.0,100.0,0.0048,32.65
2017-06-08,2000.0,63817.26,0.03,0.15,0.01,0.06,0.0,63817.26,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,421629.0,13453604.71,,13.76,0.0,,1.0,100.0,0.0047,32.31
2017-06-09,2000.0,64469.07,0.03,0.15,0.01,0.06,0.0,64469.07,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,424769.0,13692230.29,,13.76,0.0,,1.0,100.0,0.0047,32.64
2017-06-12,2000.0,63600.0,0.03,0.17,0.01,0.06,0.0,63600.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,424940.0,13513091.46,,13.83,0.0,,1.0,100.0,0.0047,32.2
2017-06-13,2000.0,63600.0,0.03,0.17,0.01,0.06,0.0,63600.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,423602.0,13470543.6,,13.61,0.0,,1.0,100.0,0.0047,31.8
