,74SW FP Equity_DX_SI_QTY,74SW FP Equity_DX_SHORT_INTEREST_VALUE,74SW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,74SW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,74SW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,74SW FP Equity_DX_SI_MV,74SW FP Equity_DX_DSS,74SW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,74SW FP Equity_DX_SUPPLY_SI_QTY,74SW FP Equity_DX_BROKER_SI_QTY,74SW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,74SW FP Equity_DX_BROKER_SI_MV_NEW_x,74SW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,74SW FP Equity_DX_SUPPLY_SI_QTY_INC_x,74SW FP Equity_DX_BROKER_SI_MV_INC_x,74SW FP Equity_DX_SUPPLY_SI_MV_NEW,74SW FP Equity_DX_BROKER_SI_QTY_ADD,74SW FP Equity_DX_BROKER_SI_QTY_NEW,74SW FP Equity_DX_SUPPLY_SI_MV_DEC,74SW FP Equity_DX_BROKER_SI_QTY_INC,74SW FP Equity_DX_SUPPLY_SI_QTY_DEC,74SW FP Equity_DX_BROKER_SI_MV_NEW_y,74SW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,74SW FP Equity_DX_BROKER_SI_MV_INC_y,74SW FP Equity_DX_SUPPLY_SI_QTY_INC_y,74SW FP Equity_DX_BROKER_SI_MV_ADD,74SW FP Equity_DX_SUPPLY_SI_QTY_ADD,74SW FP Equity_DX_BROKER_SI_QTY_DEC,74SW FP Equity_DX_SUPPLY_SI_MV,74SW FP Equity_DX_BROKER_SI_MV_DEC,74SW FP Equity_DX_SUPPLY_SI_MV_RMV,74SW FP Equity_DX_BROKER_SI_MV_RMV,74SW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,74SW FP Equity_DX_UTILIZATION_QUANTITY,74SW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,74SW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,74SW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,74SW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,74SW FP Equity_DX_ACTIVE_UTILIZATION_MV,74SW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,74SW FP Equity_DX_BROKER_SI_CON_RATIO,74SW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,74SW FP Equity_DX_DEMAND_SUPPLY_RATIO,74SW FP Equity_PX_LAST
2015-06-18,9202.0,174741.53,0.15,1.14,0.04,0.19,0.0,174741.53,8597.0,9202.0,163252.87,,,,,,,,,,,,,,,,,,0.17,,,,100.0,3.56,0.0,0.0,,0.0,100.0,1.36,0.9731,98.64,0.0382,20.0
2015-06-19,9202.0,175789.98,0.15,1.04,0.04,0.19,0.0,175789.98,8597.0,9202.0,164232.39,,,,,,,,,,,,,,,,,,0.17,,,,100.0,3.59,0.0,0.0,,0.0,100.0,1.36,0.9731,98.64,0.0384,20.12
2015-06-22,9202.0,173867.82,0.15,1.0,0.04,0.19,0.0,173867.82,8597.0,9202.0,162436.61,,,,,,,,,,,,,,,,,,0.17,,,,100.0,3.62,0.0,0.0,,0.0,100.0,1.36,0.9731,98.64,0.0387,19.9
2015-06-23,9002.0,175217.22,0.15,1.01,0.04,0.19,0.0,175217.22,8597.0,9002.0,167334.2,,,,,,,,,,,,,,,,,200.0,0.17,0.0,,,100.0,3.59,0.0,0.0,,0.0,100.0,1.39,0.9725,98.61,0.0376,20.5
2015-06-24,9002.0,176926.66,0.15,1.01,0.04,0.19,0.0,176926.66,8597.0,9002.0,168966.72,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.6,0.0,0.0,,0.0,100.0,1.39,0.9725,98.61,0.0377,20.7
2015-06-25,9002.0,178465.15,0.15,1.01,0.04,0.19,0.0,178465.15,8597.0,9002.0,170436.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.59,0.0,0.0,,0.0,100.0,1.39,0.9725,98.61,0.0376,20.88
2015-06-26,9002.0,176841.18,0.15,0.99,0.04,0.2,0.0,176841.18,8597.0,9002.0,168885.1,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.59,0.0,0.0,,0.0,100.0,1.39,0.9725,98.61,0.0376,20.69
2015-06-29,9102.0,173793.21,0.15,1.01,0.04,0.2,0.0,173793.21,8697.0,9102.0,166060.16,,,,,,100.0,,,,,,,,,0.0,100.0,,0.18,,,,100.0,3.62,0.0,0.0,,0.0,100.0,1.36,0.9529,97.6,0.0379,20.11
2015-06-30,9102.0,174398.16,0.15,1.0,0.04,0.2,0.0,174398.16,8697.0,9102.0,166638.19,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.6,0.0,0.0,,0.0,100.0,1.33,0.9539,97.65,0.0377,20.18
2015-07-01,9102.0,177131.4,0.15,1.11,0.04,0.2,0.0,177131.4,8697.0,9102.0,169249.81,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.91,0.0,0.0,,0.0,100.0,1.34,0.9537,97.64,0.0409,20.09
2015-07-02,8656.0,169374.26,0.15,1.15,0.04,0.18,0.0,169374.26,8656.0,8656.0,169374.26,,,,,,,,0.0,,41.0,,,,,,,446.0,0.17,0.02,,,100.0,3.89,0.0,0.0,,0.0,100.0,1.44,0.9503,97.47,0.0389,20.2
2015-07-03,8656.0,169038.86,0.15,1.16,0.04,0.18,0.0,169038.86,8656.0,8656.0,169038.86,,,,,,,,,,,,,,,,,,0.17,,,,100.0,3.89,0.0,0.0,,0.0,100.0,1.44,0.9502,97.46,0.0389,20.16
2015-07-06,9256.0,181024.96,0.16,1.22,0.05,0.2,0.0,181024.96,8656.0,9256.0,169290.41,,,,,,600.0,,,,,,,,,0.01,,,0.18,,,,100.0,3.89,0.0,0.0,,0.0,100.0,6.17,0.8402,91.44,0.0416,20.19
2015-07-07,9754.0,189536.33,0.16,1.29,0.05,0.21,0.0,189536.33,8654.0,9754.0,168161.51,,,,0.01,,,,0.0,500.0,2.0,,,0.01,,,,2.0,0.18,0.0,,,100.0,3.89,0.0,0.0,,0.0,100.0,10.96,0.7652,86.77,0.0438,20.06
2015-07-08,9854.0,190906.77,0.17,1.23,0.05,0.21,0.0,190906.77,8654.0,9854.0,167658.54,,,,0.0,,,,,100.0,,,,0.0,,,,,0.17,,,,100.0,3.89,0.0,0.0,,0.0,100.0,11.93,0.7515,85.85,0.0443,20.0
2015-07-09,10104.0,197218.28,0.17,1.29,0.05,0.21,0.0,197218.28,8654.0,10104.0,168915.98,,,,0.01,,,,,250.0,,,,0.01,,,,,0.17,,,,100.0,3.89,0.0,0.0,,0.0,100.0,14.09,0.7211,83.73,0.0454,20.15
2015-07-10,10104.0,204363.16,0.17,1.22,0.05,0.21,0.0,204363.16,8654.0,10104.0,175035.51,,,,,,,,,,,,,,,,,,0.17,,,,100.0,3.88,0.0,0.0,,0.0,100.0,14.25,0.7189,83.57,0.0453,20.88
2015-07-13,10204.0,204606.57,0.17,1.2,0.05,0.23,0.0,204606.57,8654.0,10204.0,173526.59,,,,0.0,,,,,100.0,,,,0.0,,,,,0.18,,,,100.0,3.88,0.0,0.0,,0.0,100.0,14.77,0.712,83.07,0.0458,20.7
2015-07-14,10204.0,203618.14,0.17,1.2,0.05,0.22,0.0,203618.14,8654.0,10204.0,172688.29,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.88,0.0,0.0,,0.0,100.0,14.95,0.7096,82.88,0.0458,20.6
2015-07-15,9612.0,190873.84,0.16,1.16,0.05,0.21,0.0,190873.84,8562.0,9612.0,170023.08,,,,,,,,0.0,,92.0,,,,,,,592.0,0.18,0.01,,,100.0,3.84,0.0,0.0,,0.0,100.0,10.85,0.7666,86.86,0.0431,20.5
2015-07-16,9112.0,182357.16,0.15,1.2,0.04,0.2,0.0,182357.16,8562.0,9112.0,171350.09,,,,,,,,,,,,,,,,,500.0,0.18,0.01,,,100.0,3.84,0.0,0.0,,0.0,100.0,6.0,0.8427,91.58,0.0409,20.66
2015-07-17,9112.0,185358.2,0.15,1.2,0.04,0.2,0.0,185358.2,8562.0,9112.0,174169.98,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.84,0.0,0.0,,0.0,100.0,6.0,0.8425,91.58,0.0409,21.0
2015-07-20,9112.0,192419.46,0.15,1.21,0.04,0.2,0.0,192419.46,8562.0,9112.0,180805.03,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.84,0.0,0.0,,0.0,100.0,6.03,0.8422,91.56,0.0409,21.8
2015-07-21,9112.0,191536.8,0.15,1.19,0.04,0.21,0.0,191536.8,8562.0,9112.0,179975.65,,,,,,,,,,,,,,,,,,0.19,,,,100.0,3.84,0.0,0.0,,0.0,100.0,6.08,0.8413,91.5,0.0409,21.7
2015-07-22,9097.0,189459.09,0.15,1.18,0.04,0.21,0.0,189459.09,8547.0,9097.0,178004.49,,,,,,,,0.0,,15.0,,,,,,,15.0,0.19,0.0,,,100.0,3.83,0.0,0.0,,0.0,100.0,6.05,0.8416,91.52,0.0408,21.5
2015-07-23,9051.0,190254.56,0.15,1.17,0.04,0.2,0.0,190254.56,8501.0,9051.0,178693.41,,,,,,,,0.0,,46.0,,,,,,,46.0,0.18,0.0,,,100.0,3.79,0.0,0.0,,0.0,100.0,6.09,0.841,91.48,0.0404,21.7
2015-07-24,8701.0,183740.31,0.15,1.16,0.04,0.2,0.0,183740.31,8501.0,8701.0,179516.88,,,,,,,,,,,,,,,,,350.0,0.18,0.01,,,100.0,3.79,0.0,0.0,,0.0,100.0,2.3,0.9065,95.16,0.0388,21.8
2015-07-27,8452.0,177663.42,0.14,1.23,0.04,0.19,0.0,177663.42,8452.0,8452.0,177663.42,,,,,,,,0.0,,49.0,,,,,,,249.0,0.18,0.01,,,100.0,3.78,0.0,0.0,,0.0,100.0,1.48,0.9487,97.38,0.0378,21.7
2015-07-28,8389.0,177720.6,0.14,1.22,0.04,0.19,0.0,177720.6,8389.0,8389.0,177720.6,,,,,,,,0.0,,63.0,,,,,,,63.0,0.18,0.0,,,100.0,3.75,0.0,0.0,,0.0,100.0,1.5,0.9482,97.36,0.0375,21.87
2015-07-29,8389.0,174551.37,0.14,1.2,0.04,0.19,0.0,174551.37,8389.0,8389.0,174551.37,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.74,0.0,0.0,,0.0,100.0,1.49,0.9485,97.37,0.0374,21.48
2015-07-30,8389.0,182921.38,0.14,1.16,0.04,0.19,0.0,182921.38,8389.0,8389.0,182921.38,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.74,0.0,0.0,,0.0,100.0,1.49,0.9486,97.38,0.0374,22.51
2015-07-31,8389.0,186090.61,0.14,0.92,0.04,0.2,0.0,186090.61,8389.0,8389.0,186090.61,,,,,,,,,,,,,,,,,,0.19,,,,100.0,3.74,0.0,0.0,,0.0,100.0,1.49,0.9485,97.37,0.0374,22.9
2015-08-03,52840.0,1155754.34,0.89,5.78,0.26,1.22,0.0,171482.1,52840.0,7840.0,1155754.34,,,,,,,,0.01,,549.0,,,,,,45000.0,549.0,1.21,0.01,,,100.0,23.55,0.0,0.0,,0.0,100.0,14.95,0.7382,84.61,0.2355,22.58
2015-08-04,7779.0,172333.11,0.13,0.67,0.04,0.19,0.0,172333.11,7779.0,7779.0,172333.11,,,,,,,,1.03,,45061.0,,,,,,,61.0,0.18,0.0,,,100.0,3.47,0.0,0.0,,0.0,100.0,1.62,0.9444,97.16,0.0347,22.87
2015-08-05,7779.0,171052.1,0.13,0.63,0.04,0.19,0.0,171052.1,7779.0,7779.0,171052.1,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.45,0.0,0.0,,0.0,100.0,1.61,0.9447,97.17,0.0346,22.7
2015-08-06,7779.0,174066.24,0.13,0.62,0.04,0.18,0.0,174066.24,7779.0,7779.0,174066.24,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.43,0.0,0.0,,0.0,100.0,1.61,0.9444,97.16,0.0343,23.1
2015-08-07,7654.0,174828.02,0.13,0.61,0.04,0.18,0.0,174828.02,7654.0,7654.0,174828.02,,,,,,,,0.0,,125.0,,,,,,,125.0,0.18,0.0,,,100.0,3.38,0.0,0.0,,0.0,100.0,1.22,0.9758,98.78,0.0338,23.58
2015-08-10,7554.0,171446.28,0.13,0.57,0.04,0.19,0.0,171446.28,7554.0,7554.0,171446.28,,,,,,,,0.0,,100.0,,,,,,,100.0,0.18,0.0,,,100.0,3.32,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0332,23.43
2015-08-11,7554.0,169763.28,0.13,0.58,0.04,0.18,0.0,169763.28,7554.0,7554.0,169763.28,,,,,,,,,,,,,,,,,,0.18,,,,100.0,3.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.033,23.2
2015-08-12,11554.0,259320.7,0.19,0.88,0.06,0.27,0.0,259320.7,7554.0,11554.0,169543.76,,,,0.04,,2000.0,,,2000.0,,,,0.04,,0.05,,,0.17,,,,3.3,3.3,221062.0,4961567.62,,5.11,3.28,16.86,0.7197,83.14,0.0505,23.17
2015-08-13,10522.0,240439.06,0.18,0.79,0.05,0.25,0.0,240439.06,6522.0,10522.0,149034.74,,,,,,,,0.02,,1032.0,,,,,,,1032.0,0.15,0.02,,,2.85,2.85,222094.0,5075087.72,,5.18,2.84,18.67,0.6964,81.33,0.046,23.59
2015-08-14,10522.0,235954.4,0.18,0.78,0.05,0.26,0.0,235954.4,6522.0,10522.0,146254.95,,,,,,,,,,,,,,,,,,0.15,,,,2.83,2.83,224041.0,5024088.54,,5.26,2.85,18.14,0.7031,81.86,0.0456,23.15
2015-08-17,10121.0,224216.92,0.17,0.75,0.05,0.24,0.0,224216.92,6121.0,10121.0,135602.39,,,,,,,,0.01,,401.0,,,,,,,401.0,0.14,0.01,,,2.65,2.65,224442.0,4972205.63,,5.18,2.67,18.86,0.6939,81.14,0.0439,22.87
2015-08-18,9927.0,216361.17,0.17,0.72,0.05,0.24,0.0,216361.17,5927.0,9927.0,129180.28,,,,,,,,0.01,,194.0,,,,,,,194.0,0.14,0.01,,,2.57,2.57,224636.0,4895991.57,,5.12,2.59,19.09,0.691,80.91,0.0431,22.5
2015-08-19,9924.0,216391.92,0.17,0.72,0.05,0.23,0.0,216391.92,5924.0,9924.0,129172.28,,,,,,,,0.0,,3.0,,,,,,,3.0,0.13,0.0,,,2.57,2.57,224639.0,4898232.98,,5.04,2.56,19.42,0.687,80.58,0.043,22.51
2015-08-20,9230.0,205640.34,0.15,0.66,0.04,0.21,0.0,205640.34,5230.0,9230.0,116522.1,,,,,,,,0.02,,694.0,,,,,,,694.0,0.12,0.02,,,2.27,2.27,225333.0,5020320.24,,5.08,2.23,21.44,0.6631,78.56,0.04,23.0
2015-08-21,9170.0,206435.43,0.15,0.65,0.04,0.22,0.0,206435.43,5170.0,9170.0,116387.26,,,,,,,,0.0,,60.0,,,,,,,60.0,0.12,0.0,,,2.24,2.24,226121.0,5090445.68,,5.13,2.23,21.52,0.6622,78.48,0.0396,23.24
2015-08-24,8988.0,188494.96,0.15,0.62,0.04,0.21,0.0,188494.96,4988.0,8988.0,104607.57,,,,,,,,0.0,,182.0,,,,,,,182.0,0.11,0.0,,,2.14,2.14,228169.0,4785125.43,,5.16,2.14,20.79,0.6706,79.21,0.0385,21.65
2015-08-25,8988.0,197897.95,0.15,0.56,0.04,0.2,0.0,197897.95,4988.0,8988.0,109825.87,,,,,,,,,,,,,,,,,,0.11,,,,2.13,2.13,229310.0,5048951.7,,5.04,2.11,22.43,0.6521,77.57,0.0384,22.73
2015-08-26,8988.0,200248.69,0.15,0.53,0.04,0.21,0.0,200248.69,4988.0,8988.0,111130.45,,,,,,,,,,,,,,,,,,0.11,,,,2.12,2.12,230785.0,5141788.4,,5.28,2.12,21.74,0.6597,78.26,0.0381,23.0
2015-08-27,10488.0,237528.63,0.18,0.6,0.05,0.25,0.0,237528.63,4988.0,10488.0,112966.52,,,,0.04,,,,,1500.0,,,,0.04,,,,,0.12,,,,100.0,2.12,0.0,0.0,,0.0,100.0,18.46,0.6989,81.54,0.0445,23.38
2015-08-28,10592.0,235985.11,0.18,0.6,0.05,0.25,0.0,235985.11,4792.0,10592.0,106763.65,,,,,,300.0,,0.0,,196.0,,,,,0.01,,196.0,0.11,0.0,,,100.0,2.01,0.0,0.0,,0.0,100.0,18.17,0.6568,78.93,0.0444,23.0
2015-08-31,10545.0,233814.35,0.18,0.58,0.05,0.25,0.0,233814.35,4745.0,10545.0,105210.91,,,,,,,,0.0,,47.0,,,,,,,47.0,0.11,0.0,,,100.0,1.97,0.0,0.0,,0.0,100.0,18.44,0.6533,78.64,0.0437,22.89
2015-09-01,10545.0,228502.71,0.18,0.59,0.05,0.24,0.0,228502.71,4745.0,10545.0,102820.8,,,,,,,,,,,,,,,,,,0.11,,,,100.0,1.97,0.0,0.0,,0.0,100.0,18.27,0.6549,78.78,0.0437,22.37
2015-09-02,11545.0,246481.49,0.19,0.64,0.06,0.26,0.0,246481.49,4745.0,11545.0,101304.0,,,,0.02,,,,,1000.0,,,,0.02,,,,,0.11,,,,100.0,1.97,0.0,0.0,,0.0,100.0,16.68,0.679,80.65,0.0478,22.04
2015-09-03,11757.0,250552.06,0.2,0.64,0.06,0.27,0.0,250552.06,4457.0,11757.0,94982.61,,,,0.01,,,,0.01,500.0,288.0,,,0.01,,,,288.0,0.1,0.01,,,100.0,1.84,0.0,0.0,,0.0,100.0,16.5,0.6183,76.57,0.0485,22.0
2015-09-04,13757.0,291974.49,0.23,0.74,0.07,0.31,0.0,291974.49,4457.0,13757.0,94594.05,,,,0.04,,,,,2000.0,,,,0.04,,,,,0.1,,,,1.84,1.84,237960.0,5050392.42,,5.22,1.83,28.44,0.5148,65.6,0.0567,21.91
2015-09-07,13757.0,289842.31,0.23,0.75,0.07,0.31,0.0,289842.31,4457.0,13757.0,93903.26,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.84,0.0,0.0,,0.0,100.0,28.33,0.5149,65.65,0.0567,21.75
2015-09-08,14027.0,294851.48,0.24,0.77,0.07,0.31,0.0,294851.48,4227.0,14027.0,88852.73,,,,0.01,,,,0.01,500.0,230.0,,,0.01,,,,230.0,0.09,0.01,,,1.74,1.74,238190.0,5006820.76,,5.17,1.74,27.96,0.4795,62.65,0.0579,21.7
2015-09-09,13892.0,300087.86,0.23,0.76,0.07,0.31,0.0,300087.86,4092.0,13892.0,88393.29,,,,,,,,0.0,,135.0,,,,,,,135.0,0.09,0.0,,,1.68,1.68,238906.0,5160724.87,,5.22,1.67,28.83,0.4735,61.77,0.0572,22.3
2015-09-10,13609.0,296611.18,0.22,0.74,0.07,0.31,0.0,296611.18,3809.0,13609.0,83018.0,,,,,,,,0.0,,283.0,,,,,,,283.0,0.08,0.0,,,1.57,1.57,238337.0,5194607.91,,5.31,1.56,29.22,0.4679,61.08,0.0562,22.5
2015-09-11,13328.0,289195.67,0.22,0.85,0.06,0.3,0.0,289195.67,3528.0,13328.0,76551.8,,,,,,,,0.01,,281.0,,,,,,,281.0,0.08,0.01,,,1.46,1.46,238618.0,5177618.01,,5.34,1.45,29.58,0.463,60.47,0.055,22.4
2015-09-14,13328.0,288808.36,0.22,0.89,0.06,0.3,0.0,288808.36,3480.0,13328.0,75409.14,,,,,,,,0.0,,48.0,,,,,,,,0.08,,,,1.43,1.43,239351.0,5186567.29,,5.35,1.43,29.53,0.4638,60.56,0.0549,22.37
2015-09-15,13183.0,286304.81,0.22,1.04,0.06,0.3,0.0,286304.81,3383.0,13183.0,73471.07,,,,,,,,0.0,,97.0,,,,,,,145.0,0.08,0.0,,,1.39,1.39,240160.0,5215729.62,,5.38,1.39,29.9,0.4607,60.11,0.0541,22.42
2015-09-16,13083.0,285146.89,0.21,1.13,0.06,0.3,0.0,285146.89,3283.0,13083.0,71553.72,,,,,,,,0.0,,100.0,,,,,,,100.0,0.07,0.0,,,1.34,1.34,241533.0,5264265.44,,5.42,1.34,30.14,0.4582,59.76,0.0534,22.5
2015-09-17,14011.0,307951.56,0.23,1.23,0.07,0.32,0.0,287554.8,4110.0,13083.0,90334.8,,,,,,,,0.0,,101.0,,,,,,928.0,,0.09,,,,1.68,1.68,241150.0,5300301.18,,5.42,1.66,28.74,0.4006,55.19,0.0571,22.69
2015-09-18,19034.0,421487.87,0.31,1.62,0.09,0.43,0.0,400938.28,4110.0,18106.0,91011.62,,,,0.12,,,,,5023.0,,,,0.12,,,,,0.09,,,,1.68,1.68,241156.0,5340145.42,,5.49,1.68,40.79,0.3977,47.33,0.0776,22.86
2015-09-21,19011.0,421715.18,0.31,1.71,0.09,0.44,0.0,401129.64,4087.0,18083.0,90660.67,,,,,,,,0.0,,23.0,,,,,,,23.0,0.09,0.0,,,1.66,1.66,242310.0,5375088.34,,5.57,1.68,40.95,0.3971,47.12,0.0772,22.9
2015-09-22,19011.0,419873.63,0.31,1.7,0.09,0.44,0.0,399377.98,4087.0,18083.0,90264.77,,,,,,,,,,,,,,,,,,0.09,,,,1.65,1.65,244127.0,5391746.28,,5.59,1.66,41.06,0.3969,47.01,0.0766,22.8
2015-09-23,19011.0,421531.02,0.31,1.7,0.09,0.44,0.0,400954.47,4087.0,18083.0,90621.08,,,,,,,,,,,,,,,,,,0.09,,,,1.65,1.65,244127.0,5413029.49,,5.56,1.64,40.82,0.3979,47.33,0.0766,22.89
2015-09-24,18608.0,409170.52,0.31,1.69,0.09,0.43,0.0,388764.77,3685.0,17680.0,81029.31,,,,0.0,,,,0.01,100.0,402.0,,,0.0,,,,503.0,0.08,0.01,,,1.48,1.48,244529.0,5376937.83,,5.57,1.48,39.75,0.3932,47.62,0.075,22.7
2015-09-25,18138.0,406742.15,0.3,1.61,0.09,0.42,0.0,385931.88,3215.0,17210.0,72095.93,,,,,,,,0.01,,470.0,,,,,,,470.0,0.07,0.01,,,1.29,1.29,245695.0,5509676.5,,5.62,1.29,37.49,0.396,49.69,0.0729,23.15
2015-09-28,17605.0,391890.59,0.29,1.32,0.09,0.41,0.0,371233.14,2682.0,16677.0,59701.82,,,,,,,,0.01,,533.0,,,,,,,533.0,0.06,0.01,,,1.09,1.09,242886.0,5406687.81,,5.6,1.09,35.77,0.3954,50.79,0.0717,22.98
2015-09-29,17012.0,358091.4,0.28,1.29,0.08,0.38,0.0,338557.61,2089.0,16084.0,43972.07,,,,,,,,0.01,,593.0,,,,,,,593.0,0.05,0.01,,,0.84,0.84,247450.0,5208659.54,,5.59,0.85,34.4,0.3924,51.33,0.0682,21.73
2015-09-30,16739.0,351858.49,0.27,1.27,0.08,0.37,0.0,332351.66,1816.0,15811.0,38172.83,,,,,,,,0.01,,273.0,,,,,,,273.0,0.04,0.01,,,0.73,0.73,247955.0,5212083.81,,5.39,0.73,32.62,0.4008,53.29,0.067,21.7
2015-10-01,16250.0,341264.75,0.27,1.24,0.08,0.37,0.0,321775.91,1327.0,15322.0,27868.2,,,,,,,,0.01,,489.0,,,,,,,489.0,0.03,0.0,,,0.53,0.53,249843.0,5246929.76,,5.42,0.53,32.56,0.4014,53.39,0.0647,21.68
2015-10-02,15297.0,323918.1,0.25,1.21,0.07,0.33,0.0,304267.45,1327.0,14369.0,28099.58,,,,,,,,,,,,,,,,,953.0,0.03,0.03,,,0.53,0.53,249861.0,5290873.98,,5.43,0.53,25.92,0.4248,58.77,0.0609,21.86
2015-10-05,14963.0,319744.42,0.25,1.23,0.07,0.33,0.0,299913.98,993.0,14035.0,21219.42,,,,,,,,0.01,,334.0,,,,,,,334.0,0.02,0.01,,,0.4,0.4,250195.0,5346418.13,,5.5,0.39,24.18,0.4328,60.12,0.0596,22.06
2015-10-06,14875.0,316999.4,0.24,1.4,0.07,0.33,0.0,297222.9,928.0,13947.0,19776.5,,,,,,,,0.0,,65.0,,,,,,,88.0,0.02,0.0,,,100.0,0.37,0.0,0.0,,0.0,100.0,23.79,0.4339,60.34,0.0591,22.0
2015-10-07,14328.0,315057.79,0.24,1.37,0.07,0.32,0.0,294652.03,928.0,13400.0,20405.75,,,,,,,,,,,,,,,,,547.0,0.02,0.01,,,0.37,0.37,250703.0,5512697.66,,5.57,0.37,20.48,0.4569,63.35,0.0569,22.7
2015-10-08,13328.0,296941.98,0.22,1.31,0.06,0.31,0.0,276266.55,928.0,12400.0,20675.43,,,,,,,,,,,,,,,,,1000.0,0.02,0.02,,,0.37,0.37,252089.0,5616432.16,,5.74,0.36,14.83,0.4954,67.62,0.0527,23.0
2015-10-09,13328.0,293068.83,0.22,1.35,0.06,0.3,0.0,272663.08,928.0,12400.0,20405.75,,,,,,,,,,,,,,,,,,0.02,,,,0.36,0.36,255208.0,5611757.91,,5.83,0.36,15.1,0.4893,67.07,0.052,22.7
2015-10-12,13328.0,296038.25,0.22,1.4,0.06,0.3,0.0,275425.74,928.0,12400.0,20612.51,,,,,,,,,,,,,,,,,,0.02,,,,0.36,0.36,258653.0,5745136.62,,5.89,0.36,14.96,0.492,67.32,0.0513,22.93
2015-10-13,13328.0,293068.83,0.22,1.42,0.06,0.3,0.0,272663.08,928.0,12400.0,20405.75,,,,,,,,,,,,,,,,,,0.02,,,,0.36,0.36,259672.0,5709916.62,,5.93,0.36,15.06,0.4897,67.11,0.0511,22.7
2015-10-14,13328.0,290357.62,0.22,1.42,0.06,0.3,0.0,270140.64,928.0,12400.0,20216.98,,,,,,,,,,,,,,,,,,0.02,,,,0.36,0.36,258675.0,5635373.42,,5.84,0.36,15.06,0.4903,67.16,0.0513,22.49
2015-10-15,13328.0,291777.78,0.22,1.44,0.06,0.3,0.0,271461.92,928.0,12400.0,20315.86,,,,,,,,,,,,,,,,,,0.02,,,,0.35,0.35,261353.0,5721563.4,,5.9,0.36,14.9,0.4927,67.39,0.0508,22.6
2015-10-16,13328.0,291519.57,0.22,1.47,0.06,0.3,0.0,271221.68,928.0,12400.0,20297.88,,,,,,,,,,,,,,,,,,0.02,,,,0.35,0.35,261353.0,5716500.07,,5.91,0.35,14.97,0.4917,67.29,0.0508,22.58
2015-10-19,13328.0,294101.67,0.22,1.47,0.06,0.3,0.0,273624.0,928.0,12400.0,20477.67,,,,,,,,,,,,,,,,,,0.02,,,,0.35,0.35,262707.0,5797011.35,,5.96,0.35,14.87,0.494,67.5,0.0506,22.78
2015-10-20,13328.0,295005.41,0.22,1.46,0.06,0.31,0.0,274464.81,928.0,12400.0,20540.59,,,,,,,,,,,,,,,,,,0.02,,,,0.35,0.35,262707.0,5814824.82,,5.99,0.35,14.93,0.4929,67.4,0.0506,22.85
2015-10-21,12400.0,273864.23,0.2,1.39,0.06,0.28,0.0,273864.23,0.0,12400.0,0.0,,,,,,,,0.02,,928.0,,,,,,,,0.0,,,,0.0,0.0,264739.0,5846979.31,,6.05,0.0,16.1,0.5621,72.3,0.0468,22.8
2015-10-22,12400.0,275425.74,0.2,1.43,0.06,0.28,0.0,275425.74,0.0,12400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,265215.0,5890890.15,,6.1,0.0,16.01,0.564,72.46,0.0468,22.93
2015-10-23,12400.0,294163.82,0.2,1.45,0.06,0.3,0.0,294163.82,0.0,12400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,265631.0,6301534.65,,6.31,0.0,15.32,0.578,73.64,0.0467,24.49
2015-10-26,12400.0,290920.69,0.2,1.35,0.06,0.3,0.0,290920.69,0.0,12400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,268054.0,6288907.65,,6.54,0.0,16.21,0.5601,72.12,0.0463,24.22
