,ARG FP Equity_DX_SI_QTY,ARG FP Equity_DX_SHORT_INTEREST_VALUE,ARG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ARG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ARG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ARG FP Equity_DX_SI_MV,ARG FP Equity_DX_DSS,ARG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ARG FP Equity_DX_SUPPLY_SI_QTY,ARG FP Equity_DX_BROKER_SI_QTY,ARG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ARG FP Equity_DX_BROKER_SI_MV_NEW_x,ARG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ARG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ARG FP Equity_DX_BROKER_SI_MV_INC_x,ARG FP Equity_DX_SUPPLY_SI_MV_NEW,ARG FP Equity_DX_BROKER_SI_QTY_ADD,ARG FP Equity_DX_BROKER_SI_QTY_NEW,ARG FP Equity_DX_SUPPLY_SI_MV_DEC,ARG FP Equity_DX_BROKER_SI_QTY_INC,ARG FP Equity_DX_SUPPLY_SI_QTY_DEC,ARG FP Equity_DX_BROKER_SI_MV_NEW_y,ARG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ARG FP Equity_DX_BROKER_SI_MV_INC_y,ARG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ARG FP Equity_DX_BROKER_SI_MV_ADD,ARG FP Equity_DX_SUPPLY_SI_QTY_ADD,ARG FP Equity_DX_BROKER_SI_QTY_DEC,ARG FP Equity_DX_SUPPLY_SI_MV,ARG FP Equity_DX_BROKER_SI_MV_DEC,ARG FP Equity_DX_SUPPLY_SI_MV_RMV,ARG FP Equity_DX_BROKER_SI_MV_RMV,ARG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ARG FP Equity_DX_UTILIZATION_QUANTITY,ARG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ARG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ARG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ARG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ARG FP Equity_DX_ACTIVE_UTILIZATION_MV,ARG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ARG FP Equity_DX_BROKER_SI_CON_RATIO,ARG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ARG FP Equity_DX_DEMAND_SUPPLY_RATIO,ARG FP Equity_PX_LAST
2020-06-03,5235.0,429270.0,0.04,0.63,0.02,0.43,0.0,221810.0,3435.0,2705.0,281670.0,,,,,,,,0.12,,1500.0,,,,,,,1500.0,0.28,0.12,,,0.57,0.57,595307.0,48815174.0,,48.49,0.57,18.71,0.3337,51.05,0.0087,82.0
2020-06-04,4453.0,360693.0,0.03,0.52,0.02,0.37,0.0,155763.0,2653.0,1923.0,214893.0,,,,,,,,0.06,,782.0,,,,,,,782.0,0.22,0.06,,,0.44,0.44,596302.0,48300462.0,,48.51,0.44,21.76,0.417,59.52,0.0074,81.0
2020-06-05,4453.0,356240.0,0.03,0.52,0.02,0.37,0.0,153840.0,2653.0,1923.0,212240.0,,,,,,,,,,,,,,,,,,0.21,,,,0.44,0.44,596430.0,47714400.0,,48.01,0.44,21.54,0.4194,59.82,0.0074,80.0
2020-06-08,4453.0,358021.2,0.03,0.51,0.02,0.37,0.0,154609.2,2653.0,1923.0,213301.2,,,,,,,,,,,,,,,,,,0.21,,,,0.44,0.44,596473.0,47956429.2,,47.85,0.44,21.88,0.4175,59.54,0.0074,80.4
2020-06-09,4384.0,343705.6,0.03,0.5,0.02,0.36,0.0,145353.6,2584.0,1854.0,202585.6,,,,,,,,0.01,,69.0,,,,,,,69.0,0.21,0.01,,,0.43,0.43,596542.0,46768892.8,,47.38,0.43,21.78,0.4315,60.74,0.0073,78.4
2020-06-10,4374.0,344671.2,0.03,0.5,0.02,0.35,0.0,145307.2,2574.0,1844.0,202831.2,,,,,,,,0.0,,10.0,,,,,,,10.0,0.2,0.0,,,0.43,0.43,596552.0,47008297.6,,46.84,0.43,22.32,0.431,60.51,0.0073,78.8
2020-06-11,4362.0,337618.8,0.03,0.51,0.02,0.35,0.0,141796.8,2562.0,1832.0,198298.8,,,,,,,,0.0,,12.0,,,,,,,12.0,0.2,0.0,,,0.43,0.43,596787.0,46191313.8,,46.71,0.43,21.88,0.4363,61.1,0.0073,77.4
2020-06-12,4362.0,342853.2,0.03,0.56,0.02,0.35,0.0,143995.2,2562.0,1832.0,201373.2,,,,,,,,,,,,,,,,,,0.2,,,,0.43,0.43,594499.0,46727621.4,,46.52,0.43,22.38,0.4346,60.81,0.0073,78.6
2020-06-15,4362.0,345470.4,0.03,0.55,0.02,0.35,0.0,145094.4,2562.0,1832.0,202910.4,,,,,,,,,,,,,,,,,,0.2,,,,0.43,0.43,594095.0,47052324.0,,46.71,0.43,22.5,0.4322,60.53,0.0073,79.2
2020-06-16,6030.0,487224.0,0.04,0.77,0.03,0.49,0.0,214120.0,3380.0,2650.0,273104.0,,,,0.07,,,,0.0,818.0,32.0,,,0.07,,,850.0,,0.27,,,,0.57,0.57,593408.0,47947366.4,,47.33,0.57,19.11,0.3348,51.19,0.0101,80.8
2020-06-17,6030.0,481194.0,0.04,0.77,0.03,0.5,0.0,211470.0,3380.0,2650.0,269724.0,,,,,,,,,,,,,,,,,,0.27,,,,0.57,0.57,593635.0,47372073.0,,47.65,0.57,18.65,0.3366,51.5,0.0101,79.8
2020-06-18,6030.0,479988.0,0.04,0.78,0.03,0.49,0.0,210940.0,3380.0,2650.0,269048.0,,,,,,,,,,,,,,,,,,0.27,,,,0.57,0.57,593635.0,47253346.0,,47.34,0.57,18.77,0.3363,51.44,0.0101,79.6
2020-06-19,6030.0,484812.0,0.04,0.78,0.03,0.49,0.0,213060.0,3380.0,2650.0,271752.0,,,,,,,,,,,,,,,,,,0.27,,,,0.57,0.57,593635.0,47728254.0,,47.59,0.56,18.94,0.3361,51.38,0.0101,80.4
2020-06-22,6030.0,476370.0,0.04,0.77,0.03,0.49,0.0,209350.0,3380.0,2650.0,267020.0,,,,,,,,,,,,,,,,,,0.27,,,,0.57,0.57,593635.0,46897165.0,,47.26,0.57,18.66,0.3365,51.49,0.0101,79.0
2020-06-23,6864.0,551865.6,0.05,0.91,0.03,0.55,0.0,280113.6,4214.0,3484.0,338805.6,,,834.0,0.06,,,,,834.0,,,,0.06,834.0,,,,0.33,,,,0.7,0.7,596113.0,47927485.2,,47.45,0.7,27.3,0.3058,44.24,0.0114,80.4
2020-06-24,6864.0,549120.0,0.05,0.91,0.03,0.56,0.0,278720.0,4214.0,3484.0,337120.0,,,,,,,,,,,,,,,,,,0.34,,,,0.7,0.7,596113.0,47689040.0,,47.92,0.7,27.46,0.308,44.57,0.0114,80.0
2020-06-25,6634.0,526739.6,0.05,0.89,0.03,0.54,0.0,276629.6,3984.0,3484.0,316329.6,,,,,,,,0.02,,230.0,,,,,,,,0.32,,,,0.66,0.66,596549.0,47365990.6,,47.79,0.66,28.53,0.3309,46.3,0.011,79.4
2020-06-26,7756.0,628236.0,0.05,1.03,0.03,0.63,0.0,282204.0,5106.0,3484.0,413586.0,,,,,,,,,,,,,,,,1122.0,,0.41,,,,0.85,0.85,594502.0,48154662.0,,47.77,0.84,23.86,0.2578,38.68,0.0129,81.0
2020-06-29,9046.0,741772.0,0.06,1.19,0.04,0.74,0.0,179088.0,7696.0,2184.0,631072.0,,,,,,,,0.19,,2422.0,,,,,,5012.0,1300.0,0.63,0.11,,,1.28,1.28,592837.0,48612634.0,,48.26,1.29,20.32,0.5871,73.63,0.0151,82.0
2020-06-30,8212.0,668456.8,0.06,1.09,0.04,0.67,0.0,109890.0,6862.0,1350.0,558566.8,,,,,,,,0.07,,834.0,,,,,,,834.0,0.56,0.07,,,1.14,1.14,593671.0,48324819.4,,48.46,1.14,11.62,0.6832,81.55,0.0137,81.4
2020-07-01,8212.0,693092.8,0.06,1.09,0.04,0.69,0.0,113940.0,6862.0,1350.0,579152.8,,,,,,,,,,,,,,,,,,0.58,,,,0.62,0.62,1105615.0,93313906.0,,90.73,0.63,11.19,0.6928,82.22,0.0074,84.4
2020-07-02,8212.0,698020.0,0.06,1.11,0.04,0.7,0.0,114750.0,6862.0,1350.0,583270.0,,,,,,,,,,,,,,,,,,0.58,,,,0.62,0.62,1103369.0,93786365.0,,93.35,0.62,11.48,0.6863,81.76,0.0074,85.0
2020-07-03,8739.0,742815.0,0.06,1.18,0.04,0.74,0.0,159545.0,7389.0,1877.0,628065.0,,,,0.05,,,,,527.0,,,,0.05,,,527.0,,0.63,,,,0.67,0.67,1103131.0,93766135.0,,93.65,0.67,17.43,0.6155,76.23,0.0079,85.0
2020-07-06,8739.0,739319.4,0.06,1.17,0.04,0.74,0.0,158794.2,7389.0,1877.0,625109.4,,,,,,,,,,,,,,,,,,0.63,,,,0.67,0.67,1098146.0,92903151.6,,92.86,0.67,17.44,0.6151,76.2,0.0079,84.6
2020-07-07,9939.0,836863.8,0.07,1.33,0.04,0.84,0.0,259083.4,7389.0,3077.0,622153.8,,,,0.1,,,,,1200.0,,,,0.1,,,,,0.62,,,,19.17,0.67,31150.0,2622830.0,,2.64,19.13,18.75,0.4941,66.01,0.009,84.2
2020-07-08,9939.0,840839.4,0.07,1.86,0.04,0.84,0.0,260314.2,7389.0,3077.0,625109.4,,,,,,,,,,,,,,,,,,0.62,,,,19.17,0.67,31150.0,2635290.0,,2.62,19.22,18.66,0.497,66.3,0.009,84.6
2020-07-09,9939.0,838851.6,0.07,2.05,0.04,0.84,0.0,259698.8,7389.0,3077.0,623631.6,,,,,,,,,,,,,,,,,,0.62,,,,19.17,0.68,31150.0,2629060.0,,2.63,19.16,18.72,0.4945,66.05,0.0091,84.4
2020-07-10,9939.0,840839.4,0.07,2.25,0.04,0.84,0.0,260314.2,7389.0,3077.0,625109.4,,,,,,,,,,,,,,,,,,0.62,,,,19.17,0.68,31150.0,2635290.0,,2.63,19.21,18.68,0.4962,66.22,0.0091,84.6
2020-07-13,9412.0,800020.0,0.06,2.21,0.04,0.8,0.0,216750.0,6862.0,2550.0,583270.0,,,,,,,,0.04,,527.0,,,,,,,527.0,0.58,0.04,,,18.05,0.63,31150.0,2647750.0,,2.64,18.1,19.8,0.5437,70.34,0.0087,85.0
2020-07-14,9936.0,838598.4,0.07,2.35,0.04,0.84,0.0,259445.6,7386.0,3074.0,623378.4,,,,0.04,,,,,524.0,,,,0.04,,,524.0,,0.62,,,,19.17,0.68,31150.0,2629060.0,,2.65,19.06,18.81,0.4946,66.05,0.0091,84.4
2020-07-15,8736.0,737318.4,0.06,2.18,0.04,0.74,0.0,158165.6,7386.0,1874.0,623378.4,,,,,,,,,,,,,,,,,1200.0,0.62,0.1,,,0.68,0.68,1084033.0,91492385.2,,91.42,0.68,17.4,0.6158,76.25,0.008,84.4
2020-07-16,8736.0,725088.0,0.06,2.34,0.04,0.73,0.0,155542.0,7386.0,1874.0,613038.0,,,,,,,,,,,,,,,,,,0.62,,,,0.68,0.68,1083891.0,89962953.0,,91.33,0.67,17.68,0.6115,75.9,0.008,83.0
2020-07-17,8736.0,716352.0,0.06,2.34,0.04,0.72,0.0,153668.0,7386.0,1874.0,605652.0,,,,,,,,,,,,,,,,,,0.61,,,,0.68,0.68,1083891.0,88879062.0,,89.62,0.67,17.52,0.6135,76.07,0.008,82.0
2020-07-20,8736.0,714604.8,0.06,2.58,0.04,0.71,0.0,153293.2,7386.0,1874.0,604174.8,,,,,,,,,,,,,,,,,,0.6,,,,0.67,0.67,1090927.0,89237828.6,,89.26,0.67,17.43,0.6153,76.21,0.008,81.8
2020-07-21,8736.0,716352.0,0.06,2.58,0.04,0.71,0.0,153668.0,7386.0,1874.0,605652.0,,,,,,,,,,,,,,,,,,0.6,,,,0.67,0.67,1089498.0,89338836.0,,88.73,0.68,17.29,0.6173,76.38,0.008,82.0
2020-07-22,8736.0,714604.8,0.06,2.66,0.04,0.71,0.0,153293.2,7386.0,1874.0,604174.8,,,,,,,,,,,,,,,,,,0.6,,,,0.67,0.67,1088122.0,89008379.6,,88.83,0.68,17.41,0.6155,76.24,0.008,81.8
2020-07-23,8736.0,716352.0,0.06,2.61,0.04,0.72,0.0,153668.0,7386.0,1874.0,605652.0,,,,,,,,,,,,,,,,,,0.61,,,,0.68,0.68,1085329.0,88996978.0,,88.81,0.68,17.36,0.6164,76.31,0.008,82.0
2020-07-24,8212.0,678311.2,0.06,2.51,0.04,0.68,0.0,111510.0,6862.0,1350.0,566801.2,,,,,,,,0.04,,524.0,,,,,,,524.0,0.57,0.04,,,0.63,0.63,1085367.0,89651314.2,,88.88,0.63,11.42,0.6872,81.83,0.0075,82.6
2020-07-27,8212.0,673384.0,0.06,2.63,0.04,0.67,0.0,110700.0,6862.0,1350.0,562684.0,,,,,,,,,,,,,,,,,,0.56,,,,0.63,0.63,1084306.0,88913092.0,,88.86,0.63,11.53,0.6844,81.63,0.0075,82.0
2020-07-28,8212.0,673384.0,0.06,2.6,0.04,0.67,0.0,110700.0,6862.0,1350.0,562684.0,,,,,,,,,,,,,,,,,,0.56,,,,0.63,0.63,1080545.0,88604690.0,,88.87,0.63,11.57,0.6845,81.64,0.0076,82.0
2020-07-29,8212.0,683238.4,0.06,2.57,0.04,0.68,0.0,112320.0,6862.0,1350.0,570918.4,,,,,,,,,,,,,,,,,,0.57,,,,0.63,0.63,1081518.0,89982297.6,,88.71,0.64,11.35,0.6888,81.94,0.0075,83.2
2020-07-30,8212.0,686523.2,0.06,2.53,0.04,0.69,0.0,112860.0,6862.0,1350.0,573663.2,,,,,,,,,,,,,,,,,,0.57,,,,0.63,0.63,1084453.0,90660270.8,,89.95,0.63,11.45,0.6865,81.78,0.0075,83.6
2020-07-31,8212.0,701304.8,0.06,2.49,0.04,0.7,0.0,115290.0,6862.0,1350.0,586014.8,,,,,,,,,,,,,,,,,,0.58,,,,0.63,0.63,1084084.0,92580773.6,,91.43,0.64,11.4,0.6887,81.93,0.0075,85.4
2020-08-03,8212.0,709516.8,0.06,2.45,0.04,0.71,0.0,116640.0,6862.0,1350.0,592876.8,,,,,,,,,,,,,,,,,,0.59,,,,0.63,0.63,1084048.0,93661747.2,,93.09,0.63,11.45,0.6872,81.83,0.0075,86.4
2020-08-04,8212.0,727583.2,0.06,2.34,0.04,0.72,0.0,119610.0,6862.0,1350.0,607973.2,,,,,,,,,,,,,,,,,,0.61,,,,0.63,0.63,1086036.0,96222789.6,,94.07,0.64,11.27,0.6907,82.07,0.0075,88.6
2020-08-05,11212.0,964232.0,0.09,3.18,0.05,0.97,0.0,374100.0,6862.0,4350.0,590132.0,,,,,,3000.0,,,,,,,,,0.26,,,0.59,,,,0.63,0.63,1086234.0,93416124.0,,95.03,0.62,28.85,0.427,57.82,0.0103,86.0
2020-08-06,11212.0,975444.0,0.09,3.04,0.05,0.97,0.0,378450.0,6862.0,4350.0,596994.0,,,,,,,,,,,,,,,,,,0.6,,,,0.63,0.63,1089752.0,94808424.0,,93.93,0.63,29.0,0.4307,58.11,0.0102,87.0
2020-08-07,12149.0,1047243.8,0.09,3.34,0.05,1.05,0.0,374970.0,7799.0,4350.0,672273.8,,,,,,,,,,,,,,,,937.0,,0.67,,,,0.71,0.71,1088815.0,93855853.0,,94.65,0.71,26.47,0.3663,53.05,0.0111,86.2
2020-08-10,30734.0,2655417.6,0.23,8.71,0.14,2.66,0.0,375840.0,26384.0,4350.0,2279577.6,,,2090.0,,,,,0.04,,463.0,,,,2090.0,,16958.0,,2.28,,,,2.41,2.41,1070266.0,92470982.4,,92.56,2.41,38.42,0.3656,45.45,0.028,86.4
2020-08-11,30734.0,2581656.0,0.23,9.27,0.14,2.62,0.0,365400.0,26384.0,4350.0,2216256.0,,,,,,,,,,,,,,,,,,2.25,,,,2.41,2.41,1070003.0,89880252.0,,91.91,2.39,37.87,0.3668,46.08,0.028,84.0
2020-08-12,27734.0,2357390.0,0.21,8.31,0.12,2.34,0.0,114750.0,26384.0,1350.0,2242640.0,,,,,,,,,,,,,,,,,3000.0,2.23,0.25,,,2.41,2.41,1070003.0,90950255.0,,90.09,2.41,43.08,0.439,50.18,0.0253,85.0
2020-08-13,27734.0,2335202.8,0.21,9.02,0.12,2.35,0.0,113670.0,26384.0,1350.0,2221532.8,,,,,,,,,,,,,,,,,,2.23,,,,2.41,2.41,1070003.0,90094252.6,,90.72,2.4,42.53,0.4393,50.66,0.0253,84.2
2020-08-14,27734.0,2374030.4,0.21,9.27,0.12,2.35,0.0,115560.0,26384.0,1350.0,2258470.4,,,,,,,,,,,,,,,,,,2.24,,,,2.41,2.41,1070003.0,91592256.8,,90.57,2.41,43.16,0.4388,50.1,0.0253,85.6
2020-08-17,27734.0,2407311.2,0.21,9.61,0.12,2.38,0.0,117180.0,26384.0,1350.0,2290131.2,,,,,,,,,,,,,,,,,,2.27,,,,2.41,2.41,1070003.0,92876260.4,,91.72,2.41,43.18,0.4391,50.1,0.0253,86.8
2020-08-18,27734.0,2379577.2,0.21,10.38,0.12,2.39,0.0,115830.0,26384.0,1350.0,2263747.2,,,,,,,,,,,,,,,,,,2.27,,,,2.41,2.41,1070003.0,91806257.4,,92.28,2.4,42.6,0.4391,50.59,0.0253,85.8
2020-08-19,27734.0,2340749.6,0.21,10.91,0.12,2.37,0.0,113940.0,26384.0,1350.0,2226809.6,,,,,,,,,,,,,,,,,,2.26,,,,2.41,2.41,1069395.0,90256938.0,,91.78,2.4,42.18,0.4394,50.97,0.0253,84.4
2020-08-20,27734.0,2362936.8,0.21,11.01,0.12,2.35,0.0,115020.0,26384.0,1350.0,2247916.8,,,,,,,,,,,,,,,,,,2.24,,,,2.41,2.41,1069624.0,91131964.8,,90.64,2.41,42.91,0.4393,50.35,0.0253,85.2
2020-08-21,28934.0,2453603.2,0.22,11.69,0.13,2.47,0.0,216240.0,26384.0,2550.0,2237363.2,,,,0.1,,,,,1200.0,,,,0.1,,,,,2.25,,,,2.41,2.41,1067669.0,90538331.2,,90.99,2.41,40.72,0.4058,48.49,0.0264,84.8
2020-08-24,28702.0,2451150.8,0.22,11.01,0.13,2.44,0.0,217770.0,26152.0,2550.0,2233380.8,,,,,,,,0.02,,232.0,,,,,,,,2.22,,,,2.39,2.39,1067901.0,91198745.4,,90.71,2.39,41.45,0.4122,48.55,0.0262,85.4
2020-08-25,28702.0,2456891.2,0.22,11.22,0.13,2.45,0.0,218280.0,26152.0,2550.0,2238611.2,,,,,,,,,,,,,,,,,,2.23,,,,2.39,2.39,1068057.0,91425679.2,,91.15,2.39,41.36,0.4123,48.63,0.0262,85.6
2020-08-26,28702.0,2531516.4,0.22,10.45,0.13,2.49,0.0,224910.0,26152.0,2550.0,2306606.4,,,,,,,,,,,,,,,,,,2.27,,,,2.39,2.39,1067858.0,94185075.6,,92.06,2.4,42.0,0.4123,48.09,0.0262,88.2
2020-08-27,28702.0,2554478.0,0.22,9.59,0.13,2.54,0.0,226950.0,26152.0,2550.0,2327528.0,,,,,,,,,,,,,,,,,,2.32,,,,2.4,2.4,1064858.0,94772362.0,,94.06,2.4,41.49,0.4123,48.52,0.0263,89.0
2020-08-28,28460.0,2584168.0,0.22,9.47,0.13,2.54,0.0,231540.0,25910.0,2550.0,2352628.0,,,,,,,,0.02,,242.0,,,,,,,,2.31,,,,2.37,2.37,1065769.0,96771825.2,,95.01,2.38,42.31,0.419,48.5,0.0261,90.8
2020-08-31,28460.0,2532940.0,0.22,9.21,0.13,2.56,0.0,226950.0,25910.0,2550.0,2305990.0,,,,,,,,,,,,,,,,,,2.33,,,,2.37,2.37,1065769.0,94853441.0,,96.1,2.36,41.21,0.4194,49.47,0.0261,89.0
2020-09-01,28924.0,2545312.0,0.22,9.4,0.13,2.57,0.0,265232.0,26374.0,3014.0,2320912.0,,,,0.04,,,,,464.0,,,,0.04,,,464.0,,2.34,,,,2.42,2.42,1064850.0,93706800.0,,94.85,2.41,40.58,0.4072,48.65,0.0265,88.0
2020-09-02,28924.0,2527957.6,0.22,9.51,0.13,2.55,0.0,263423.6,26374.0,3014.0,2305087.6,,,,,,,,,,,,,,,,,,2.32,,,,2.42,2.42,1064960.0,93077504.0,,93.97,2.41,40.59,0.4075,48.67,0.0265,87.4
2020-09-03,28924.0,2516388.0,0.22,9.79,0.13,2.52,0.0,262218.0,26374.0,3014.0,2294538.0,,,,,,,,,,,,,,,,,,2.3,,,,2.42,2.42,1065211.0,92673357.0,,92.9,2.42,40.85,0.4069,48.4,0.0265,87.0
2020-09-04,28924.0,2487464.0,0.22,9.9,0.13,2.5,0.0,259204.0,26374.0,3014.0,2268164.0,,,,,,,,,,,,,,,,,,2.28,,,,2.42,2.42,1065211.0,91608146.0,,92.22,2.42,40.66,0.4069,48.55,0.0265,86.0
2020-09-07,28924.0,2539527.2,0.22,9.97,0.13,2.51,0.0,264629.2,26374.0,3014.0,2315637.2,,,,,,,,,,,,,,,,,,2.29,,,,2.42,2.42,1065211.0,93525525.8,,92.0,2.43,41.47,0.4069,47.87,0.0265,87.8
2020-09-08,30024.0,2582064.0,0.23,10.42,0.13,2.62,0.0,259204.0,27474.0,3014.0,2362764.0,,,10.0,,,,,,,,,,,10.0,,1090.0,,2.4,,,,2.52,2.52,1061012.0,91247032.0,,92.86,2.52,38.82,0.3782,46.97,0.0276,86.0
2020-09-09,28920.0,2510256.0,0.22,10.21,0.13,2.5,0.0,224551.6,26370.0,2587.0,2288916.0,,,,,,37.0,,0.13,,1527.0,,,,,0.0,423.0,464.0,2.28,0.04,,,4.36,4.36,578280.0,50194704.0,,49.94,4.36,41.18,0.4061,48.13,0.0478,86.8
2020-09-10,26994.0,2283692.4,0.21,9.21,0.12,2.32,0.0,146950.2,25294.0,1737.0,2139872.4,,,,,,,,0.09,,1076.0,,,,,,,850.0,2.17,0.07,,,2.33,2.33,1062199.0,89862035.4,,91.62,2.31,41.96,0.4381,50.79,0.0248,84.6
2020-09-11,26994.0,2321484.0,0.21,8.83,0.12,2.3,0.0,149382.0,25294.0,1737.0,2175284.0,,,,,,,,,,,,,,,,,,2.16,,,,2.33,2.33,1059502.0,91117172.0,,90.23,2.34,42.93,0.4378,49.96,0.0249,86.0
2020-09-14,26994.0,2316085.2,0.21,9.39,0.12,2.32,0.0,149034.6,25294.0,1737.0,2170225.2,,,,,,,,,,,,,,,,,,2.17,,,,2.33,2.33,1058709.0,90837232.2,,90.84,2.33,42.59,0.4378,50.24,0.0249,85.8
2020-09-15,26994.0,2299888.8,0.21,9.77,0.12,2.31,0.0,147992.4,25294.0,1737.0,2155048.8,,,,,,,,,,,,,,,,,,2.17,,,,2.33,2.33,1058320.0,90168864.0,,90.73,2.33,42.36,0.438,50.45,0.0249,85.2
2020-09-16,26957.0,2312910.6,0.21,9.84,0.12,2.31,0.0,145860.0,25257.0,1700.0,2167050.6,,,,,,,,0.0,,37.0,,,,,,,37.0,2.16,0.0,,,2.33,2.33,1058429.0,90813208.2,,90.5,2.33,42.74,0.4392,50.25,0.0249,85.8
2020-09-17,27960.0,2376600.0,0.21,9.81,0.13,2.39,0.0,246500.0,25060.0,2900.0,2130100.0,,,,0.1,,,,0.02,1200.0,197.0,,,0.1,,,,,2.14,,,,2.31,2.31,1058228.0,89949380.0,,90.43,2.31,40.91,0.4151,48.67,0.0258,85.0
2020-09-18,27756.0,2337055.2,0.21,9.87,0.12,2.35,0.0,143140.0,26056.0,1700.0,2193915.2,,,,,,,,,,,,,,,,996.0,1200.0,2.2,0.1,,,2.41,2.41,1056449.0,88953005.8,,89.41,2.4,42.77,0.4455,50.85,0.0256,84.2
2020-09-21,27756.0,2325952.8,0.21,9.58,0.12,2.34,0.0,142460.0,26056.0,1700.0,2183492.8,,,,,,,,,,,,,,,,,,2.2,,,,4.35,4.35,573251.0,48038433.8,,48.19,4.36,42.66,0.4461,50.99,0.0463,83.8
2020-09-22,27756.0,2387016.0,0.21,9.31,0.12,2.35,0.0,146200.0,26056.0,1700.0,2240816.0,,,,,,,,,,,,,,,,,,2.21,,,,4.35,4.35,573022.0,49279892.0,,48.64,4.35,43.52,0.4454,50.21,0.0463,86.0
2020-09-23,27756.0,2342606.4,0.21,8.84,0.12,2.37,0.0,143480.0,26056.0,1700.0,2199126.4,,,,,,,,,,,,,,,,,,2.23,,,,2.41,2.41,1054438.0,88994567.2,,90.46,2.4,42.4,0.4461,51.21,0.0257,84.4
2020-09-24,29504.0,2472435.2,0.23,9.22,0.13,2.48,0.0,286931.2,27780.0,3424.0,2327964.0,,,1700.0,,,1724.0,,,,,,,,1700.0,0.15,24.0,,2.34,,,,2.57,2.57,1052662.0,88213075.6,,88.66,2.57,40.13,0.3961,47.74,0.0273,83.8
2020-09-25,29504.0,2454732.8,0.23,9.04,0.13,2.47,0.0,284876.8,27780.0,3424.0,2311296.0,,,,,,,,,,,,,,,,,,2.32,,,,2.57,2.57,1052662.0,87581478.4,,88.48,2.56,40.12,0.3962,47.75,0.0273,83.2
2020-09-28,28508.0,2411776.8,0.22,8.69,0.13,2.38,0.0,289670.4,26784.0,3424.0,2265926.4,,,,,,,,0.08,,996.0,,,,,,,,2.24,,,,2.48,2.48,1053657.0,89139382.2,,88.98,2.46,40.78,0.396,47.18,0.0264,84.6
2020-09-29,28508.0,2388970.4,0.22,8.68,0.13,2.39,0.0,286931.2,26784.0,3424.0,2244499.2,,,,,,,,,,,,,,,,,,2.25,,,,2.48,2.48,1053550.0,88287490.0,,88.48,2.48,40.25,0.3954,47.56,0.0264,83.8
2020-09-30,28508.0,2388970.4,0.22,8.61,0.13,2.39,0.0,286931.2,26784.0,3424.0,2244499.2,,,,,,,,,,,,,,,,,,2.25,,,,2.48,2.48,1053160.0,88254808.0,,88.31,2.48,40.29,0.3962,47.62,0.0264,83.8
2020-10-01,24734.0,2077656.0,0.19,7.36,0.11,2.07,0.0,146160.0,24694.0,1740.0,2074296.0,,,,,,,,0.17,,2090.0,,,,,,,1684.0,2.07,0.14,,,2.31,2.31,1045761.0,87843924.0,,87.58,2.31,38.11,0.4498,54.76,0.0231,84.0
2020-10-02,26434.0,2273324.0,0.2,7.86,0.12,2.24,0.0,149640.0,24694.0,1740.0,2123684.0,,,,,,,,,,,,,,,,,,2.1,,,,2.32,2.32,1041693.0,89585598.0,,88.3,2.32,36.02,0.3968,50.86,0.0248,86.0
2020-10-05,22686.0,1910161.2,0.17,6.86,0.1,1.93,0.0,144487.2,20986.0,1716.0,1767021.2,,,,,,,,0.31,,3708.0,,,,,,,24.0,1.78,0.0,,,1.86,1.86,1108369.0,93324669.8,,94.52,1.85,41.06,0.4374,51.29,0.0201,84.2
2020-10-06,21486.0,1847796.0,0.16,6.38,0.1,1.83,0.0,44376.0,20986.0,516.0,1804796.0,,,,,,,,,,,,,,,,,1200.0,1.79,0.1,,,1.85,1.85,1110462.0,95499732.0,,94.35,1.86,44.16,0.4814,53.47,0.019,86.0
2020-10-07,21486.0,1817715.6,0.16,6.32,0.1,1.84,0.0,43653.6,20986.0,516.0,1775415.6,,,,,,,,,,,,,,,,,,1.79,,,,1.86,1.86,1108453.0,93775123.8,,95.06,1.85,43.3,0.4827,54.29,0.019,84.6
2020-10-08,21470.0,1816362.0,0.16,6.68,0.1,1.82,0.0,42300.0,20970.0,500.0,1774062.0,,,,,,,,0.0,,16.0,,,,,,,16.0,1.77,0.0,,,1.86,1.86,1108166.0,93750843.6,,93.74,1.86,43.79,0.4826,53.88,0.019,84.6
