,ARG FP Equity_DX_SI_QTY,ARG FP Equity_DX_SHORT_INTEREST_VALUE,ARG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ARG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ARG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ARG FP Equity_DX_SI_MV,ARG FP Equity_DX_DSS,ARG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ARG FP Equity_DX_SUPPLY_SI_QTY,ARG FP Equity_DX_BROKER_SI_QTY,ARG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ARG FP Equity_DX_BROKER_SI_MV_NEW_x,ARG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ARG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ARG FP Equity_DX_BROKER_SI_MV_INC_x,ARG FP Equity_DX_SUPPLY_SI_MV_NEW,ARG FP Equity_DX_BROKER_SI_QTY_ADD,ARG FP Equity_DX_BROKER_SI_QTY_NEW,ARG FP Equity_DX_SUPPLY_SI_MV_DEC,ARG FP Equity_DX_BROKER_SI_QTY_INC,ARG FP Equity_DX_SUPPLY_SI_QTY_DEC,ARG FP Equity_DX_BROKER_SI_MV_NEW_y,ARG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ARG FP Equity_DX_BROKER_SI_MV_INC_y,ARG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ARG FP Equity_DX_BROKER_SI_MV_ADD,ARG FP Equity_DX_SUPPLY_SI_QTY_ADD,ARG FP Equity_DX_BROKER_SI_QTY_DEC,ARG FP Equity_DX_SUPPLY_SI_MV,ARG FP Equity_DX_BROKER_SI_MV_DEC,ARG FP Equity_DX_SUPPLY_SI_MV_RMV,ARG FP Equity_DX_BROKER_SI_MV_RMV,ARG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ARG FP Equity_DX_UTILIZATION_QUANTITY,ARG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ARG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ARG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ARG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ARG FP Equity_DX_ACTIVE_UTILIZATION_MV,ARG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ARG FP Equity_DX_BROKER_SI_CON_RATIO,ARG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ARG FP Equity_DX_DEMAND_SUPPLY_RATIO,ARG FP Equity_PX_LAST
2008-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,475.0,3741.52,,0.01,0.0,,0.0,,0.0,12.84
2008-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,475.0,3729.87,,0.01,0.0,,0.0,,0.0,12.8
2008-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,475.0,3753.18,,0.01,0.0,,0.0,,0.0,12.88
2008-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1460.0,11285.3,,0.02,0.0,,0.0,,0.0,12.6
2008-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13263.45,,0.02,0.0,,0.0,,0.0,12.39
2008-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13745.18,,0.02,0.0,,0.0,,0.0,12.84
2008-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13327.68,,0.02,0.0,,0.0,,0.0,12.45
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13327.68,,0.02,0.0,,0.0,,0.0,
2008-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13381.21,,0.02,0.0,,0.0,,0.0,12.5
2008-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13274.16,,0.02,0.0,,0.0,,0.0,12.4
2008-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13252.75,,0.02,0.0,,0.0,,0.0,12.38
2008-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13381.21,,0.02,0.0,,0.0,,0.0,12.5
2008-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13274.16,,0.02,0.0,,0.0,,0.0,12.4
2008-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13434.73,,0.02,0.0,,0.0,,0.0,12.55
2008-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13488.26,,0.02,0.0,,0.0,,0.0,12.6
2008-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13274.16,,0.02,0.0,,0.0,,0.0,12.4
2008-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13220.63,,0.02,0.0,,0.0,,0.0,12.35
2008-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13070.76,,0.02,0.0,,0.0,,0.0,12.21
2008-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13274.16,,0.02,0.0,,0.0,,0.0,12.4
2008-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13370.5,,0.02,0.0,,0.0,,0.0,12.49
2008-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13060.06,,0.02,0.0,,0.0,,0.0,12.2
2008-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13070.76,,0.02,0.0,,0.0,,0.0,12.21
2008-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13070.76,,0.02,0.0,,0.0,,0.0,12.21
2008-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13060.06,,0.02,0.0,,0.0,,0.0,12.2
2008-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13027.94,,0.02,0.0,,0.0,,0.0,12.17
2008-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13113.58,,0.02,0.0,,0.0,,0.0,12.25
2008-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13466.85,,0.02,0.0,,0.0,,0.0,12.58
2008-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13381.21,,0.02,0.0,,0.0,,0.0,12.5
2008-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13316.98,,0.02,0.0,,0.0,,0.0,12.44
2008-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13070.76,,0.02,0.0,,0.0,,0.0,12.21
2008-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13220.63,,0.02,0.0,,0.0,,0.0,12.35
2008-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13381.21,,0.02,0.0,,0.0,,0.0,12.5
2008-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13231.34,,0.02,0.0,,0.0,,0.0,12.36
2008-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13263.45,,0.02,0.0,,0.0,,0.0,12.39
2008-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13252.75,,0.02,0.0,,0.0,,0.0,12.38
2008-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,13060.06,,0.02,0.0,,0.0,,0.0,12.2
2008-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,12310.71,,0.02,0.0,,0.0,,0.0,11.5
2008-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,12845.96,,0.02,0.0,,0.0,,0.0,12.0
2008-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,12845.96,,0.02,0.0,,0.0,,0.0,12.0
2008-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,12524.81,,0.02,0.0,,0.0,,0.0,11.7
2008-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,12332.12,,0.02,0.0,,0.0,,0.0,11.52
2008-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,12364.24,,0.02,0.0,,0.0,,0.0,11.55
2008-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,12481.99,,0.02,0.0,,0.0,,0.0,11.66
2008-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,12471.29,,0.02,0.0,,0.0,,0.0,11.65
2008-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,12203.66,,0.02,0.0,,0.0,,0.0,11.4
2008-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,12053.79,,0.02,0.0,,0.0,,0.0,11.26
2008-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,12246.48,,0.02,0.0,,0.0,,0.0,11.44
2008-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,12053.79,,0.02,0.0,,0.0,,0.0,11.26
2008-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,11775.46,,0.02,0.0,,0.0,,0.0,11.0
2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,11572.07,,0.02,0.0,,0.0,,0.0,10.81
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10919.07,,0.02,0.0,,0.0,,0.0,10.2
2008-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,0.0,,0.0,10.0
2008-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,0.0,,0.0,10.0
2008-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,0.0,,0.0,10.0
2008-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,11133.17,,0.02,0.0,,0.0,,0.0,10.4
2008-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10812.02,,0.02,0.0,,0.0,,0.0,10.1
2008-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10812.02,,0.02,0.0,,0.0,,0.0,10.1
2008-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10812.02,,0.02,0.0,,0.0,,0.0,10.1
2008-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10908.36,,0.02,0.0,,0.0,,0.0,10.19
2008-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10769.2,,0.02,0.0,,0.0,,0.0,10.06
2008-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10812.02,,0.02,0.0,,0.0,,0.0,10.1
2008-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10597.92,,0.02,0.0,,0.0,,0.0,9.9
2008-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10597.92,,0.02,0.0,,0.0,,0.0,9.9
2008-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10812.02,,0.02,0.0,,0.0,,0.0,10.1
2008-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10779.9,,0.02,0.0,,0.0,,0.0,10.07
2008-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10876.25,,0.02,0.0,,0.0,,0.0,10.16
2008-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10747.79,,0.02,0.0,,0.0,,0.0,10.04
2008-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10597.92,,0.02,0.0,,0.0,,0.0,9.9
2008-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10587.21,,0.02,0.0,,0.0,,0.0,9.89
2008-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,0.0,,0.0,10.0
2008-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,0.0,,0.0,10.0
2008-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,0.0,,0.0,10.0
2008-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10544.39,,0.02,0.0,,0.0,,0.0,9.85
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,0.0,,0.0,10.0
2008-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,0.0,,0.0,10.0
2008-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10544.39,,0.02,0.0,,0.0,,0.0,9.85
2008-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10544.39,,0.02,0.0,,0.0,,0.0,9.85
2008-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10501.57,,0.02,0.0,,0.0,,0.0,9.81
2008-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,0.0,,0.0,10.0
2008-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10555.1,,0.02,0.0,,0.0,,0.0,9.86
2008-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10555.1,,0.02,0.0,,0.0,,0.0,9.86
2008-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10694.26,,0.02,0.0,,0.0,,0.0,9.99
2008-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,0.0,,0.0,10.0
2008-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10726.38,,0.02,0.0,,0.0,,0.0,10.02
2008-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,0.0,,0.0,10.0
2008-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10597.92,,0.02,0.0,,0.0,,0.0,9.9
2008-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10597.92,,0.02,0.0,,0.0,,0.0,9.9
2008-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10812.02,,0.02,0.0,,0.0,,0.0,10.1
2008-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10758.49,,0.02,0.0,,0.0,,0.0,10.05
2008-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10758.49,,0.02,0.0,,0.0,,0.0,10.05
2008-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10298.18,,0.02,0.0,,0.0,,0.0,9.62
2008-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,9902.09,,0.02,0.0,,0.0,,0.0,9.25
2008-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10137.6,,0.02,0.0,,0.0,,0.0,9.47
2008-08-29,10.0,59.51,0.0,0.0,0.0,0.0,0.0,59.51,0.0,10.0,0.0,,,,,,10.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,1745.0,10383.82,,0.02,0.0,,1.0,100.0,0.0057,9.7
2008-09-01,10.0,59.51,0.0,0.0,0.0,0.0,0.0,59.51,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10383.82,,0.02,0.0,,1.0,100.0,0.0057,9.7
2008-09-02,10.0,59.51,0.0,0.0,0.0,0.0,0.0,59.51,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10383.82,,0.02,0.0,,1.0,100.0,0.0057,9.7
2008-09-03,10.0,63.19,0.0,0.0,0.0,0.0,0.0,63.19,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,11026.12,,0.02,0.0,,1.0,100.0,0.0057,10.3
2008-09-04,10.0,62.57,0.0,0.0,0.0,0.0,0.0,62.57,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10919.07,,0.02,0.0,,1.0,100.0,0.0057,10.2
2008-09-05,10.0,62.57,0.0,0.0,0.0,0.0,0.0,62.57,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10919.07,,0.02,0.0,,1.0,100.0,0.0057,10.2
2008-09-08,10.0,62.27,0.0,0.0,0.0,0.0,0.0,62.27,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10865.54,,0.02,0.0,,1.0,100.0,0.0057,10.15
2008-09-09,10.0,62.57,0.0,0.0,0.0,0.0,0.0,62.57,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10919.07,,0.02,0.0,,1.0,100.0,0.0057,10.2
2008-09-10,10.0,62.57,0.0,0.0,0.0,0.0,0.0,62.57,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10919.07,,0.02,0.0,,1.0,100.0,0.0057,10.2
2008-09-11,10.0,62.27,0.0,0.0,0.0,0.0,0.0,62.27,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10865.54,,0.02,0.0,,1.0,100.0,0.0057,10.15
2008-09-12,10.0,61.35,0.0,0.0,0.0,0.0,0.0,61.35,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,1.0,100.0,0.0057,10.0
2008-09-15,10.0,63.19,0.0,0.0,0.0,0.0,0.0,63.19,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,11026.12,,0.02,0.0,,1.0,100.0,0.0057,10.3
2008-09-16,10.0,61.35,0.0,0.0,0.0,0.0,0.0,61.35,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,1.0,100.0,0.0057,10.0
2008-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,10.0,0.0,0.0,,,0.0,0.0,1745.0,10704.97,,0.02,0.0,,0.0,,0.0,10.0
2008-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10180.42,,0.02,0.0,,0.0,,0.0,9.51
2008-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10191.13,,0.02,0.0,,0.0,,0.0,9.52
2008-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10437.34,,0.02,0.0,,0.0,,0.0,9.75
2008-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1745.0,10383.82,,0.02,0.0,,0.0,,0.0,9.7
