,PINR FP Equity_DX_SI_QTY,PINR FP Equity_DX_SHORT_INTEREST_VALUE,PINR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PINR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PINR FP Equity_DX_SI_MV,PINR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PINR FP Equity_DX_SUPPLY_SI_QTY,PINR FP Equity_DX_BROKER_SI_QTY,PINR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PINR FP Equity_DX_SUPPLY_SI_QTY_INC_x,PINR FP Equity_DX_BROKER_SI_MV_INC_x,PINR FP Equity_DX_BROKER_SI_QTY_ADD,PINR FP Equity_DX_SUPPLY_SI_MV_DEC,PINR FP Equity_DX_BROKER_SI_QTY_INC,PINR FP Equity_DX_SUPPLY_SI_QTY_DEC,PINR FP Equity_DX_BROKER_SI_MV_INC_y,PINR FP Equity_DX_SUPPLY_SI_QTY_INC_y,PINR FP Equity_DX_BROKER_SI_MV_ADD,PINR FP Equity_DX_SUPPLY_SI_QTY_ADD,PINR FP Equity_DX_BROKER_SI_QTY_DEC,PINR FP Equity_DX_SUPPLY_SI_MV,PINR FP Equity_DX_BROKER_SI_MV_DEC,PINR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PINR FP Equity_DX_UTILIZATION_QUANTITY,PINR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PINR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PINR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PINR FP Equity_DX_ACTIVE_UTILIZATION_MV,PINR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PINR FP Equity_DX_BROKER_SI_CON_RATIO,PINR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PINR FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,404.0,10230.09,0.01,0.0,,0.0,,0.0
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7765.68,0.01,0.0,,0.0,,0.0
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7768.72,0.01,0.0,,0.0,,0.0
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7806.72,0.01,0.0,,0.0,,0.0
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7806.72,0.01,0.0,,0.0,,0.0
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7890.32,0.01,0.0,,0.0,,0.0
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7982.74,0.01,0.0,,0.0,,0.0
2025-05-06,4000.0,103904.0,0.15,0.1,0.1,51952.0,2000.0,2000.0,51952.0,,,2000.0,,,,,,0.05,2000.0,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.73,0.5,50.27,1.7361
2025-05-07,4000.0,102840.0,0.15,0.1,0.1,51420.0,2000.0,2000.0,51420.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.74,0.5,50.26,1.7361
2025-05-08,4000.0,100292.0,0.15,0.1,0.1,50146.0,2000.0,2000.0,50146.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.37,0.5001,50.63,1.7361
2025-05-09,4000.0,101276.0,0.15,0.1,0.1,50638.0,2000.0,2000.0,50638.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.76,0.5,50.24,1.7361
2025-05-12,4000.0,106944.0,0.16,0.1,0.1,53472.0,2000.0,2000.0,53472.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,48.64,0.5004,51.36,1.7361
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.05,,2000.0,,,,,2000.0,0.0,0.05,0.0,0.0,304.0,8059.04,0.01,0.0,,0.0,,0.0
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,8033.5,0.01,0.0,,0.0,,0.0
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,8164.53,0.01,0.0,,0.0,,0.0
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,8152.98,0.01,0.0,,0.0,,0.0
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,8112.54,0.01,0.0,,0.0,,0.0
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,8010.7,0.01,0.0,,0.0,,0.0
2025-05-21,4000.0,104800.0,0.16,0.1,0.11,52400.0,2000.0,2000.0,52400.0,,,2000.0,,,,,,0.05,2000.0,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.7361
2025-05-22,4000.0,104384.0,0.16,0.1,0.1,52192.0,2000.0,2000.0,52192.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.9,0.5,50.1,1.7361
2025-05-23,4000.0,105264.0,0.17,0.1,0.1,52632.0,2000.0,2000.0,52632.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.79,0.5,50.21,1.7361
2025-05-26,4000.0,105780.0,0.17,0.1,0.11,52890.0,2000.0,2000.0,52890.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.88,0.5,50.12,1.7361
2025-05-27,4000.0,105236.0,0.17,0.1,0.11,52618.0,2000.0,2000.0,52618.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.87,0.5,50.13,1.7361
2025-05-28,4000.0,105172.0,0.17,0.1,0.1,52586.0,2000.0,2000.0,52586.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.98,0.5,50.02,1.7361
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.05,,2000.0,,,,,2000.0,0.0,0.05,0.0,0.0,304.0,7979.7,0.01,0.0,,0.0,,0.0
2025-05-30,2800.0,73206.0,0.13,0.07,0.07,36603.0,1400.0,1400.0,36603.0,,,1400.0,,,,,,0.04,1400.0,,0.04,,100.0,82.16,0.0,0.0,0.0,100.0,49.9,0.5,50.1,1.6432
2025-06-02,2800.0,72791.6,0.13,0.07,0.07,36395.8,1400.0,1400.0,36395.8,,,,,,,,,,,,0.04,,100.0,82.16,0.0,0.0,0.0,100.0,49.86,0.5,50.14,1.6432
2025-06-03,2800.0,72732.8,0.13,0.07,0.07,36366.4,1400.0,1400.0,36366.4,,,,,,,,,,,,0.04,,100.0,82.16,0.0,0.0,0.0,100.0,49.98,0.5,50.02,1.6432
2025-06-04,2800.0,72371.6,0.13,0.07,0.07,36185.8,1400.0,1400.0,36185.8,,,,,,,,,,,,0.04,,100.0,82.16,0.0,0.0,0.0,100.0,49.88,0.5,50.12,1.6432
2025-06-05,2800.0,72648.8,0.13,0.07,0.07,36324.4,1400.0,1400.0,36324.4,,,,,,,,,,,,0.04,,100.0,82.16,0.0,0.0,0.0,100.0,49.9,0.5,50.1,1.6432
2025-06-06,2800.0,73959.2,0.13,0.07,0.07,36979.6,1400.0,1400.0,36979.6,,,,,,,,,,,,0.04,,100.0,82.16,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.6432
2025-06-09,2800.0,74205.6,0.13,0.07,0.07,37102.8,1400.0,1400.0,37102.8,,,,,,,,,,,,0.04,,100.0,82.16,0.0,0.0,0.0,100.0,49.92,0.5,50.08,1.6432
2025-06-10,2800.0,74275.6,0.13,0.07,0.07,37137.8,1400.0,1400.0,37137.8,,,,,,,,,,,,0.04,,100.0,82.16,0.0,0.0,0.0,100.0,49.98,0.5,50.02,1.6432
2025-06-11,2800.0,74135.6,0.13,0.07,0.07,37067.8,1400.0,1400.0,37067.8,,,,,,,,,,,,0.04,,100.0,82.16,0.0,0.0,0.0,100.0,49.95,0.5,50.05,1.6432
2025-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.04,,1400.0,,,,,1400.0,0.0,0.04,0.0,0.0,304.0,7881.2,0.01,0.0,,0.0,,0.0
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7782.4,0.01,0.0,,0.0,,0.0
2025-06-16,2400.0,62011.2,0.1,0.06,0.06,31005.6,1200.0,1200.0,31005.6,,,1200.0,,,,,,0.03,1200.0,,0.03,,100.0,79.79,0.0,0.0,0.0,100.0,49.77,0.5,50.23,1.5957
2025-06-17,2400.0,61644.0,0.1,0.06,0.06,30822.0,1200.0,1200.0,30822.0,,,,,,,,,,,,0.03,,100.0,79.79,0.0,0.0,0.0,100.0,49.85,0.5,50.15,1.5957
2025-06-18,2400.0,61053.6,0.11,0.06,0.06,30526.8,1200.0,1200.0,30526.8,,,,,,,,,,,,0.03,,100.0,79.79,0.0,0.0,0.0,100.0,49.76,0.5,50.24,1.5957
2025-06-19,2400.0,60604.8,0.11,0.06,0.06,30302.4,1200.0,1200.0,30302.4,,,,,,,,,,,,0.03,,100.0,79.79,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.5957
2025-06-20,1200.0,30711.6,0.05,0.03,0.03,30711.6,0.0,1200.0,0.0,,,,0.03,,1200.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7979
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1200.0,0.0,0.03,0.0,0.0,304.0,7766.59,0.01,0.0,,0.0,,0.0
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7834.99,0.01,0.0,,0.0,,0.0
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7869.95,0.01,0.0,,0.0,,0.0
2025-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7929.84,0.01,0.0,,0.0,,0.0
2025-06-27,4600.0,120938.6,0.21,0.11,0.12,60469.3,2300.0,2300.0,60469.3,,,2300.0,,,,,,0.06,2300.0,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.8,0.5,50.2,1.7665
2025-06-30,4600.0,119416.0,0.21,0.11,0.12,59708.0,2300.0,2300.0,59708.0,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.7665
2025-07-01,4600.0,119807.0,0.2,0.11,0.12,59903.5,2300.0,2300.0,59903.5,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.92,0.5,50.08,1.7665
2025-07-02,4600.0,119347.0,0.2,0.11,0.12,59673.5,2300.0,2300.0,59673.5,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.9,0.5,50.1,1.7665
2025-07-03,4600.0,119889.8,0.2,0.11,0.12,59944.9,2300.0,2300.0,59944.9,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.89,0.5,50.11,1.7665
2025-07-04,4600.0,119365.4,0.2,0.11,0.12,59682.7,2300.0,2300.0,59682.7,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.89,0.5,50.11,1.7665
2025-07-07,4600.0,119232.0,0.2,0.11,0.12,59616.0,2300.0,2300.0,59616.0,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.97,0.5,50.03,1.7665
2025-07-08,4600.0,119908.2,0.2,0.11,0.12,59954.1,2300.0,2300.0,59954.1,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.86,0.5,50.14,1.7665
2025-07-09,4600.0,120055.4,0.2,0.1,0.12,60027.7,2300.0,2300.0,60027.7,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.97,0.5,50.03,1.7665
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.06,,2300.0,,,,,2300.0,0.0,0.06,0.0,0.0,304.0,7870.26,0.01,0.0,,0.0,,0.0
2025-07-11,1703.0,43782.43,0.07,0.04,0.04,43782.43,1703.0,1703.0,43782.43,,,1703.0,,,,,,0.04,1703.0,,0.04,,100.0,84.85,0.0,0.0,0.0,100.0,,1.0,100.0,0.8485
2025-07-14,1703.0,43632.56,0.07,0.04,0.04,43632.56,1703.0,1703.0,43632.56,,,,,,,,,,,,0.04,,100.0,84.85,0.0,0.0,0.0,100.0,,1.0,100.0,0.8485
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.04,,1703.0,,,,,1703.0,0.0,0.04,0.0,0.0,704.0,18216.7,0.02,0.0,,0.0,,0.0
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7843.81,0.01,0.0,,0.0,,0.0
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7873.6,0.01,0.0,,0.0,,0.0
2025-07-18,4600.0,117898.0,0.2,0.1,0.12,58949.0,2300.0,2300.0,58949.0,,,2300.0,,,,,,0.06,2300.0,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.74,0.5,50.26,1.7665
2025-07-21,4600.0,118095.8,0.2,0.1,0.12,59047.9,2300.0,2300.0,59047.9,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.96,0.5,50.04,1.7665
2025-07-22,4600.0,117180.4,0.2,0.1,0.12,58590.2,2300.0,2300.0,58590.2,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.81,0.5,50.19,1.7665
2025-07-23,4600.0,117507.0,0.2,0.1,0.12,58753.5,2300.0,2300.0,58753.5,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.93,0.5,50.07,1.7665
2025-07-24,4600.0,115901.6,0.2,0.1,0.12,57950.8,2300.0,2300.0,57950.8,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.66,0.5,50.34,1.7665
2025-07-25,4600.0,114908.0,0.2,0.1,0.12,57454.0,2300.0,2300.0,57454.0,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.78,0.5,50.22,1.7665
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.06,,2300.0,,,,,2300.0,0.0,0.06,0.0,0.0,2604.0,65126.04,0.07,0.0,,0.0,,0.0
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,7695.46,0.01,0.0,,0.0,,0.0
2025-07-30,4600.0,115552.0,0.21,0.1,0.12,57776.0,2300.0,2300.0,57776.0,,,2300.0,,,,,,0.06,2300.0,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.7665
2025-07-31,4600.0,116094.8,0.21,0.1,0.11,58047.4,2300.0,2300.0,58047.4,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.88,0.5,50.12,1.7665
2025-08-01,4600.0,114848.2,0.22,0.1,0.12,57424.1,2300.0,2300.0,57424.1,,,,,,,,,,,,0.06,,100.0,88.33,0.0,0.0,0.0,100.0,49.73,0.5,50.27,1.7665
2025-08-04,4688.0,116257.71,0.21,0.1,0.12,59220.01,2388.0,2388.0,59220.01,88.0,,88.0,,,,,88.0,0.0,,,0.06,,100.0,88.71,0.0,0.0,0.0,100.0,49.06,0.4818,49.06,1.7415
2025-08-05,4688.0,116098.32,0.21,0.1,0.12,59138.82,2388.0,2388.0,59138.82,,,,,,,,,,,,0.06,,100.0,88.71,0.0,0.0,0.0,100.0,49.06,0.4818,49.06,1.7415
2025-08-06,4688.0,114851.31,0.21,0.1,0.12,58503.61,2388.0,2388.0,58503.61,,,,,,,,,,,,0.06,,100.0,88.71,0.0,0.0,0.0,100.0,48.79,0.4817,49.32,1.7415
2025-08-07,4688.0,115451.38,0.21,0.1,0.12,58809.28,2388.0,2388.0,58809.28,,,,,,,,,,,,0.06,,100.0,88.71,0.0,0.0,0.0,100.0,48.94,0.4818,49.19,1.7415
2025-08-08,4688.0,114143.42,0.2,0.1,0.12,58143.02,2388.0,2388.0,58143.02,,,,,,,,,,,,0.06,,100.0,88.71,0.0,0.0,0.0,100.0,48.78,0.4817,49.34,1.7415
2025-08-11,4688.0,115348.24,0.22,0.1,0.11,58756.74,2388.0,2388.0,58756.74,,,,,,,,,,,,0.06,,100.0,88.71,0.0,0.0,0.0,100.0,48.81,0.4819,49.32,1.7415
2025-08-12,4688.0,114513.78,0.22,0.1,0.11,58331.68,2388.0,2388.0,58331.68,,,,,,,,,,,,0.06,,100.0,88.71,0.0,0.0,0.0,100.0,48.88,0.4817,49.24,1.7415
2025-08-13,599.0,14709.64,0.03,0.01,0.01,14709.64,599.0,599.0,14709.64,,0.01,,0.04,511.0,1789.0,0.01,,,,2300.0,0.01,0.06,100.0,22.25,0.0,0.0,0.0,100.0,20.5,1.0,100.0,0.2225
2025-08-14,599.0,14659.93,0.03,0.01,0.01,14659.93,599.0,599.0,14659.93,,,,,,,,,,,,0.01,,100.0,66.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.6633
2025-08-15,599.0,14688.68,0.03,0.01,0.01,14688.68,599.0,599.0,14688.68,,,,,,,,,,,,0.01,,100.0,66.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.6633
2025-08-18,599.0,14955.83,0.03,0.01,0.01,14955.83,599.0,599.0,14955.83,,,,,,,,,,,,0.01,,100.0,66.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.6633
2025-08-19,599.0,15057.06,0.03,0.01,0.02,15057.06,599.0,599.0,15057.06,,,,,,,,,,,,0.01,,100.0,66.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.6633
2025-08-20,4000.0,101000.0,0.2,0.09,0.1,50500.0,2000.0,2000.0,50500.0,1401.0,,2000.0,,,,,1401.0,0.05,,599.0,0.05,0.02,100.0,86.81,0.0,0.0,0.0,100.0,49.89,0.5,50.11,1.7361
2025-08-21,4000.0,101096.0,0.2,0.09,0.1,50548.0,2000.0,2000.0,50548.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.98,0.5,50.02,1.7361
2025-08-22,4000.0,99448.0,0.2,0.09,0.1,49724.0,2000.0,2000.0,49724.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.59,0.5,50.41,1.7361
2025-08-25,4000.0,99828.0,0.2,0.09,0.1,49914.0,2000.0,2000.0,49914.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.7361
2025-08-26,4000.0,98272.0,0.2,0.09,0.1,49136.0,2000.0,2000.0,49136.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.61,0.5,50.39,1.7361
2025-08-27,4000.0,97676.0,0.2,0.09,0.1,48838.0,2000.0,2000.0,48838.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.85,0.5,50.15,1.7361
2025-08-28,4000.0,97600.0,0.2,0.09,0.1,48800.0,2000.0,2000.0,48800.0,,,,,,,,,,,,0.05,,100.0,86.81,0.0,0.0,0.0,100.0,49.98,0.5,50.02,1.7361
