,ELIS FP Equity_DX_SI_QTY,ELIS FP Equity_DX_SHORT_INTEREST_VALUE,ELIS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ELIS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ELIS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ELIS FP Equity_DX_SI_MV,ELIS FP Equity_DX_DSS,ELIS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ELIS FP Equity_DX_SUPPLY_SI_QTY,ELIS FP Equity_DX_BROKER_SI_QTY,ELIS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ELIS FP Equity_DX_BROKER_SI_MV_NEW_x,ELIS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ELIS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ELIS FP Equity_DX_BROKER_SI_MV_INC_x,ELIS FP Equity_DX_SUPPLY_SI_MV_NEW,ELIS FP Equity_DX_BROKER_SI_QTY_ADD,ELIS FP Equity_DX_BROKER_SI_QTY_NEW,ELIS FP Equity_DX_SUPPLY_SI_MV_DEC,ELIS FP Equity_DX_BROKER_SI_QTY_INC,ELIS FP Equity_DX_SUPPLY_SI_QTY_DEC,ELIS FP Equity_DX_BROKER_SI_MV_NEW_y,ELIS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ELIS FP Equity_DX_BROKER_SI_MV_INC_y,ELIS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ELIS FP Equity_DX_BROKER_SI_MV_ADD,ELIS FP Equity_DX_SUPPLY_SI_QTY_ADD,ELIS FP Equity_DX_BROKER_SI_QTY_DEC,ELIS FP Equity_DX_SUPPLY_SI_MV,ELIS FP Equity_DX_BROKER_SI_MV_DEC,ELIS FP Equity_DX_SUPPLY_SI_MV_RMV,ELIS FP Equity_DX_BROKER_SI_MV_RMV,ELIS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ELIS FP Equity_DX_UTILIZATION_QUANTITY,ELIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ELIS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ELIS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ELIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ELIS FP Equity_DX_ACTIVE_UTILIZATION_MV,ELIS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ELIS FP Equity_DX_BROKER_SI_CON_RATIO,ELIS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ELIS FP Equity_DX_DEMAND_SUPPLY_RATIO,ELIS FP Equity_PX_LAST
2020-05-25,3023962.0,31963278.34,1.56,5.84,1.36,31.77,1.0,27478934.7,2001740.0,2599710.0,21158391.8,,,275325.0,2.44,,,,1.7,245741.0,172489.0,,,2.44,275325.0,,,190734.0,20.02,1.89,,,4.75,4.75,40123168.0,424101885.76,,402.7,4.74,23.81,0.1687,24.92,0.0718,10.57
2020-05-26,2780536.0,29946372.72,1.44,5.4,1.25,30.66,1.0,27701753.94,2019490.0,2572122.0,21749907.3,,,107736.0,3.56,,,,2.25,293188.0,235694.0,,,3.56,107736.0,,145708.0,320776.0,21.28,2.71,,,4.8,4.8,40074440.0,431601718.8,,423.36,4.79,25.13,0.1971,27.05,0.0661,10.77
2020-05-27,3007501.0,34766711.56,1.55,5.85,1.36,33.81,1.0,32359572.76,2281561.0,2799271.0,26374845.16,,,93806.0,3.05,,,,0.22,266476.0,23280.0,,,3.05,93806.0,,191545.0,39327.0,24.66,0.26,,,5.42,5.42,39811832.0,460224777.92,,433.89,5.38,24.47,0.2051,28.72,0.0714,11.56
2020-05-28,3052805.0,35626234.35,1.58,5.66,1.38,36.29,1.0,33265194.96,2331626.0,2850488.0,27210075.42,,,16456.0,1.25,,23000.0,,0.0,65031.0,11733.0,,,1.25,16456.0,0.27,45342.0,36814.0,26.84,0.4,,,5.54,5.54,39768816.0,464102082.72,,458.45,5.53,24.31,0.2079,28.67,0.0725,11.67
2020-05-29,2696536.0,29931549.6,1.39,5.11,1.22,32.72,1.0,27758924.4,1933179.0,2500804.0,21458286.9,,,32691.0,0.91,,,,5.14,58029.0,446783.0,,,0.91,32691.0,,15645.0,407713.0,22.45,4.44,,,4.58,4.58,40251848.0,446795512.8,,464.84,4.61,26.88,0.1996,28.69,0.0639,11.1
2020-06-01,2649910.0,29943983.0,1.37,4.93,1.19,30.83,1.0,27732211.4,1807377.0,2454178.0,20423360.1,,,53534.0,2.44,,,,2.79,241979.0,230053.0,,,2.44,53534.0,,50717.0,288605.0,20.07,3.9,,,4.27,4.27,40491616.0,457555260.8,,453.91,4.23,23.06,0.1813,27.46,0.0626,11.3
2020-06-02,2357692.0,27137034.92,1.22,4.43,1.06,27.54,1.0,25099960.59,1837147.0,2180709.0,21145561.97,,,,2.88,,,,2.03,246375.0,195700.0,,,2.88,,,225470.0,519844.0,20.73,6.04,,,4.65,4.65,37676628.0,433657988.28,,426.08,4.64,29.75,0.2397,36.47,0.0597,11.51
2020-06-03,2271588.0,26986465.44,1.17,4.2,1.02,26.64,1.0,24927257.52,1407241.0,2098254.0,16718023.08,,,59050.0,1.21,,,,5.45,99736.0,488956.0,,,1.21,59050.0,,,182191.0,16.16,2.15,,,3.55,3.55,38279136.0,454756135.68,,441.18,3.53,30.54,0.2542,37.44,0.0572,11.88
2020-06-04,2053301.0,24372682.87,1.06,3.69,0.93,24.97,0.0,22481922.44,1464939.0,1894012.0,17388825.93,,,,0.09,,,,1.17,4462.0,106599.0,,,0.09,,,14898.0,155529.0,17.31,1.58,,,3.69,3.69,38231396.0,453806670.52,,451.47,3.69,33.87,0.2831,38.31,0.0517,11.87
2020-06-05,1805589.0,23021259.75,0.93,3.17,0.81,22.21,0.0,21456911.25,1392913.0,1682895.0,17759640.75,,,10582.0,0.38,,10582.0,,1.31,27384.0,109992.0,,,0.38,10582.0,0.13,27384.0,249083.0,16.79,2.91,,,3.58,3.58,37550844.0,478773261.0,,452.93,3.57,34.5,0.3344,45.01,0.0464,12.75
2020-06-08,1714361.0,21789528.31,0.88,2.95,0.77,22.31,0.0,21016531.53,1270764.0,1653543.0,16151410.44,,,70472.0,1.49,,,,2.23,69172.0,192621.0,,,1.49,70472.0,,,98524.0,16.2,1.09,,,3.26,3.26,37680140.0,478914579.4,,480.49,3.26,35.5,0.3617,47.84,0.044,12.71
2020-06-09,1662174.0,21358935.9,0.86,2.79,0.75,21.58,0.0,20933549.5,1274537.0,1629070.0,16377800.45,,,31487.0,0.44,,,,0.43,36427.0,33934.0,,,0.44,31487.0,,6220.0,60900.0,16.21,0.82,,,3.27,3.27,37696056.0,484394319.6,,479.3,3.27,34.03,0.388,51.63,0.0427,12.85
2020-06-10,1132948.0,13595376.0,0.58,1.83,0.51,14.97,0.0,13191108.0,765697.0,1099259.0,9188364.0,,,6220.0,2.16,,,,9.02,163260.0,705686.0,,,2.16,6220.0,,190626.0,693071.0,9.73,8.65,,,1.96,1.96,38270276.0,459243312.0,,485.41,1.96,21.24,0.3267,50.03,0.029,12.0
2020-06-11,1258410.0,13754421.3,0.65,2.02,0.57,15.71,0.0,13423023.7,899762.0,1228090.0,9834398.66,,,30656.0,1.23,,,,0.2,153599.0,9299.0,,,1.23,30656.0,,112708.0,24768.0,10.84,0.36,,,2.29,2.29,38371544.0,419400975.92,,458.5,2.31,24.67,0.3185,46.24,0.032,10.93
2020-06-12,1208965.0,13479959.75,0.62,2.01,0.55,14.08,0.0,12995737.55,860919.0,1165537.0,9599246.85,,,4180.0,0.12,,,,0.59,9768.0,43023.0,,,0.12,4180.0,,,72321.0,9.8,1.49,,,2.17,2.17,38871992.0,433422710.8,,439.22,2.18,24.77,0.3146,46.56,0.0304,11.15
2020-06-15,1055675.0,11739106.0,0.54,1.8,0.48,12.38,0.0,11401947.6,724364.0,1025355.0,8054927.68,,,,,,,,1.49,,136555.0,,,,,,,140182.0,8.36,1.62,,,1.82,1.82,39137592.0,435210023.04,,445.19,1.84,22.86,0.3488,52.49,0.0265,11.12
2020-06-16,1078196.0,12582547.32,0.56,1.87,0.49,12.79,0.0,12289630.32,694214.0,1053096.0,8101477.38,,,29663.0,1.0,,,,0.67,87554.0,59813.0,,,1.0,29663.0,,,59813.0,8.1,0.56,,,1.74,1.74,39298864.0,458617742.88,,451.54,1.76,17.67,0.3459,52.79,0.027,11.67
2020-06-17,1131650.0,12900810.0,0.58,1.94,0.51,13.84,0.0,12614670.0,718161.0,1106550.0,8187035.4,,,58935.0,0.8,,,,0.66,53454.0,43351.0,,,0.8,58935.0,,8363.0,,8.35,,,,1.79,1.79,39317844.0,448223421.6,,456.67,1.8,20.43,0.3306,50.46,0.0283,11.4
2020-06-18,1278409.0,14893464.85,0.66,2.15,0.58,15.37,0.0,14601049.85,713106.0,1253309.0,8307684.9,,,1671.0,2.82,,6577.0,,0.67,257255.0,53283.0,,,2.82,1671.0,0.08,46557.0,117073.0,8.15,1.39,,,1.78,1.78,39281048.0,457624209.2,,449.93,1.78,20.8,0.4303,61.57,0.032,11.65
2020-06-19,1290429.0,14143101.84,0.67,2.12,0.58,15.62,0.0,13868005.84,725126.0,1265329.0,7947380.96,,,33974.0,0.46,,,,0.67,33974.0,60077.0,,,0.46,33974.0,,38123.0,21954.0,8.39,0.24,,,1.83,1.83,38954232.0,426938382.72,,449.71,1.83,23.38,0.4361,61.27,0.0325,10.96
2020-06-22,1377117.0,14308245.63,0.71,2.13,0.62,15.84,0.0,13109260.41,795514.0,1261719.0,8265390.46,,,4400.0,0.17,,,,0.36,16300.0,19910.0,,,0.17,4400.0,,85898.0,19910.0,8.65,0.37,,,1.84,1.84,42542200.0,442013458.0,,461.07,1.84,21.13,0.3886,57.92,0.0318,10.39
2020-06-23,1135779.0,12175550.88,0.59,1.69,0.51,12.63,0.0,11731742.88,605753.0,1094379.0,6493672.16,,,,,,,,2.09,,189761.0,,,,,,,167340.0,6.31,2.0,,,1.54,1.54,38804924.0,415988785.28,,404.46,1.54,20.69,0.5347,69.98,0.0288,10.72
2020-06-24,988937.0,10393727.87,0.51,1.44,0.45,11.41,0.0,9958613.87,421334.0,947537.0,4428220.34,,,,0.39,,4743.0,,1.95,37577.0,189162.0,,,0.39,,0.05,4743.0,189162.0,4.51,1.93,,,1.07,1.07,39028208.0,410186466.08,,418.37,1.07,5.45,0.6511,80.18,0.0251,10.51
2020-06-25,962495.0,10375696.1,0.5,1.41,0.43,10.99,0.0,9929404.1,380892.0,921095.0,4106015.76,,,,,,,,0.42,,40442.0,,,,,,,26442.0,4.03,0.31,,,0.97,0.97,39075248.0,421231173.44,,413.24,0.97,5.65,0.6805,82.09,0.0244,10.78
2020-06-26,904515.0,9660220.2,0.47,1.33,0.41,10.52,0.0,9175348.2,380419.0,859115.0,4062874.92,,,,0.04,,,,0.05,4000.0,4473.0,,,0.04,,,4000.0,65980.0,4.09,0.57,,,0.96,0.96,39142476.0,418041643.68,,421.14,0.96,5.87,0.6617,80.89,0.0229,10.68
2020-06-29,1263381.0,13278134.31,0.65,1.83,0.57,14.33,0.0,12685370.31,573906.0,1206981.0,6031752.06,,,67783.0,0.11,,336866.0,,,11000.0,,,,0.11,67783.0,3.67,125704.0,,6.1,,,,1.45,1.45,39018656.0,410086074.56,,414.92,1.45,26.37,0.4132,58.25,0.0319,10.51
2020-06-30,1273000.0,13226470.0,0.66,1.83,0.57,14.21,0.0,12640474.0,583525.0,1216600.0,6062824.75,,,9619.0,0.0,,9319.0,,,300.0,,,,0.0,9619.0,0.1,,,6.14,,,,1.46,1.46,39310616.0,408437300.24,,412.55,1.47,25.79,0.4087,58.13,0.0319,10.39
2020-07-01,1009131.0,10343592.75,0.52,1.45,0.45,11.29,0.0,9765492.75,483259.0,952731.0,4953404.75,,,,,,8579.0,,1.15,,108845.0,,,,,0.09,8579.0,272448.0,5.01,2.98,,,1.2,1.2,39646540.0,406377035.0,,410.72,1.21,10.45,0.5362,72.06,0.0251,10.25
2020-07-02,1040506.0,11362325.52,0.54,1.48,0.47,11.68,0.0,10699044.72,514634.0,979766.0,5619803.28,,,,0.28,,,,,27035.0,,,,0.28,,,31375.0,,5.34,,,,1.28,1.28,39764288.0,434226024.96,,412.72,1.28,9.94,0.501,69.59,0.0258,10.92
2020-07-03,1040506.0,11195844.56,0.54,1.45,0.47,11.81,0.0,10542282.16,514634.0,979766.0,5537461.84,,,,,,,,,,,,,,,,,,5.6,,,,1.28,1.28,39812800.0,428385728.0,,433.23,1.28,10.43,0.4939,69.01,0.0258,10.76
2020-07-06,821967.0,9000538.65,0.42,1.16,0.37,9.62,0.0,8335435.65,405501.0,761227.0,4440235.95,,,,,,8057.0,,1.19,,109133.0,,,,,0.09,,226596.0,4.37,2.28,,,1.0,1.0,39963132.0,437596295.4,,430.83,1.0,6.61,0.5504,73.46,0.0204,10.95
2020-07-07,805255.0,8849752.45,0.42,1.13,0.36,9.59,0.0,8087936.64,388789.0,735936.0,4272791.11,,,,,,,,0.18,,16712.0,,,,,,,25291.0,4.27,0.27,,,0.96,0.96,39983612.0,439419895.88,,438.67,0.96,6.66,0.5748,75.15,0.0199,10.99
2020-07-08,813190.0,8538495.0,0.42,1.16,0.37,9.6,0.0,7900725.0,379218.0,752450.0,3981789.0,,,,0.19,,,,0.1,18006.0,9571.0,,,0.19,,,,1492.0,4.12,0.02,,,0.94,0.94,39993328.0,419929944.0,,435.3,0.94,6.35,0.6036,77.09,0.0201,10.5
2020-07-09,805301.0,8318759.33,0.42,1.19,0.36,9.25,0.0,7693029.91,379052.0,744727.0,3915607.16,,,,,,334.0,,0.0,,166.0,,,,,0.0,,8057.0,3.97,0.09,,,0.94,0.94,39935452.0,412533219.16,,418.9,0.94,6.49,0.6138,77.74,0.02,10.33
2020-07-10,820204.0,8636748.12,0.42,1.24,0.37,9.32,0.0,7977222.63,391896.0,757571.0,4126664.88,,,12844.0,0.11,,2059.0,,,10785.0,,,,0.11,12844.0,0.02,,,4.07,,,,0.97,0.97,39896708.0,420112335.24,,413.45,0.97,6.56,0.5878,76.02,0.0204,10.53
2020-07-13,846397.0,9047983.93,0.44,1.33,0.38,9.71,0.0,8400447.87,420148.0,785823.0,4491382.12,,,,0.32,,,,0.0,30311.0,2059.0,,,0.32,,,30311.0,2059.0,4.43,0.02,,,1.05,1.05,39472628.0,421962393.32,,414.99,1.06,6.38,0.5563,73.77,0.0212,10.69
2020-07-14,777408.0,8100591.36,0.4,1.22,0.35,9.03,0.0,7469410.28,420468.0,716834.0,4381276.56,,,4202.0,0.02,,,,0.04,320.0,3882.0,,,0.02,4202.0,,,69309.0,4.46,0.67,,,1.04,1.04,39897088.0,415727656.96,,424.16,1.04,6.72,0.5299,71.83,0.0193,10.42
2020-07-15,767581.0,8205440.89,0.4,1.22,0.35,8.82,0.0,7557904.83,414355.0,707007.0,4429454.95,,,,,,,,0.07,,6113.0,,,,,,,9827.0,4.34,0.23,,,1.03,1.03,39900440.0,426535703.6,,417.48,1.03,7.05,0.5288,71.75,0.019,10.69
2020-07-16,767581.0,8097979.55,0.4,1.25,0.35,8.97,0.0,7458923.85,414355.0,707007.0,4371445.25,,,,,,,,,,,,,,,,,,4.41,,,,1.03,1.03,39931492.0,421277240.6,,425.42,1.03,6.85,0.5339,72.13,0.019,10.55
2020-07-17,759767.0,8000346.51,0.39,1.27,0.34,8.79,0.0,7362502.29,403570.0,699193.0,4249592.1,,,,,,2971.0,,0.12,,10785.0,,,,,0.03,,10785.0,4.27,0.12,,,1.0,1.0,39976712.0,420954777.36,,421.71,1.0,6.97,0.5412,72.71,0.0188,10.53
2020-07-20,743885.0,7743842.85,0.38,1.28,0.34,8.58,0.0,7113267.51,390659.0,683311.0,4066760.19,,,,,,,,0.13,,12911.0,,,,,,,15882.0,4.1,0.17,,,0.96,0.96,40285896.0,419376177.36,,422.9,0.96,7.07,0.5638,74.3,0.0183,10.41
2020-07-21,752286.0,7883957.28,0.39,1.34,0.34,8.59,0.0,7249141.76,399060.0,691712.0,4182148.8,,,8401.0,0.08,,,,,8401.0,,,,0.08,8401.0,,,,4.14,,,,0.98,0.98,40242104.0,421737249.92,,418.03,0.98,7.11,0.5501,73.32,0.0185,10.48
2020-07-22,710507.0,7460323.5,0.37,1.33,0.32,8.18,0.0,6824296.5,394858.0,649933.0,4146009.0,,,,,,,,0.04,,4202.0,,,,,,,41779.0,4.13,0.44,,,0.97,0.97,40233208.0,422448684.0,,420.53,0.97,4.94,0.6075,77.39,0.0175,10.5
2020-07-23,755399.0,8082769.3,0.39,1.46,0.34,8.7,0.0,7434627.5,402173.0,694825.0,4303251.1,,,25832.0,0.42,,5483.0,,0.25,39409.0,24000.0,,,0.42,25832.0,0.06,5483.0,,4.23,,,,0.99,0.99,40259592.0,430777634.4,,424.17,0.99,6.54,0.5431,72.88,0.0186,10.7
2020-07-24,750334.0,7938533.72,0.39,1.47,0.34,8.72,0.0,7297660.8,397108.0,689760.0,4201402.64,,,,,,,,0.05,,5065.0,,,,,,,5065.0,4.23,0.06,,,0.98,0.98,40250028.0,425845296.24,,428.63,0.98,6.63,0.5512,73.43,0.0185,10.58
2020-07-27,757968.0,7875287.52,0.39,1.5,0.34,8.67,0.0,7204093.52,400716.0,693368.0,4163439.24,,,4026.0,0.03,,,,0.0,4026.0,418.0,,,0.03,4026.0,,,418.0,4.2,0.0,,,0.99,0.99,40263964.0,418342585.96,,422.54,0.99,7.11,0.5468,73.08,0.0186,10.39
2020-07-28,582722.0,6031172.7,0.3,1.16,0.26,6.8,0.0,5362562.7,398799.0,518122.0,4127569.65,,,,,,,,0.02,,1917.0,,,,,,,175246.0,4.15,1.85,,,0.99,0.99,40088160.0,414912456.0,,417.38,0.98,9.12,0.4503,65.54,0.0144,10.35
2020-07-29,582722.0,6112753.78,0.3,1.15,0.26,6.76,0.0,5435099.78,398799.0,518122.0,4183401.51,,,,,,,,,,,,,,,,,,4.12,,,,0.99,0.99,40056220.0,420189747.8,,414.65,0.98,9.04,0.4473,65.29,0.0144,10.49
2020-07-30,581054.0,6362541.3,0.3,1.16,0.26,6.83,0.0,5655171.3,397131.0,516454.0,4348584.45,,,,,,,,0.01,,1668.0,,,,,,,1668.0,4.18,0.01,,,0.98,0.98,40031624.0,438346282.8,,422.12,0.98,8.82,0.4448,65.1,0.0144,10.95
2020-07-31,447329.0,4616435.28,0.23,0.86,0.2,5.49,0.0,3949763.28,393469.0,382729.0,4060600.08,,,,,,,,0.02,,3662.0,,,,,,,133725.0,4.27,1.31,,,0.97,0.97,39977336.0,412566107.52,,433.07,0.98,10.96,0.3729,58.56,0.0111,10.32
2020-08-03,427615.0,4579756.65,0.22,0.85,0.19,4.94,0.0,3887890.65,291173.0,363015.0,3118462.83,,,29073.0,0.27,,7089.0,,0.28,29073.0,26597.0,,,0.27,29073.0,0.08,7089.0,55876.0,3.03,0.9,1.23,,0.72,0.72,40041712.0,428846735.52,111861.0,417.21,0.72,18.22,0.263,45.38,0.0106,10.71
2020-08-04,420197.0,4563339.42,0.22,0.86,0.19,4.95,0.0,3908915.82,283755.0,359937.0,3081579.3,,,,0.07,,,,0.11,4011.0,11527.0,,,0.07,,,4109.0,7089.0,3.04,0.08,,,0.7,0.7,40090556.0,435383438.16,,429.36,0.7,19.77,0.275,46.02,0.0104,10.86
2020-08-05,420945.0,4790354.1,0.22,0.88,0.19,5.05,0.0,4104595.3,284503.0,360685.0,3237644.14,,,,0.02,,,,0.03,748.0,3224.0,,,0.02,,,3972.0,,3.1,,,,0.7,0.7,40071700.0,456015946.0,,437.31,0.7,19.82,0.2693,45.23,0.0104,11.38
2020-08-06,370158.0,4138366.44,0.19,0.77,0.17,4.57,0.0,3509670.32,311324.0,313924.0,3480602.32,,73582.0,,,0.84,,,0.48,,46761.0,,73582.0,,,,,46761.0,3.53,0.48,,,0.77,0.77,40188196.0,449304031.28,,455.69,0.77,10.26,0.303,51.17,0.0091,11.18
2020-08-07,460794.0,5142461.04,0.24,0.96,0.21,5.56,0.0,3785940.72,401960.0,339242.0,4485873.6,,,65318.0,0.28,,,,,25318.0,,,,0.28,65318.0,,25318.0,,4.51,,,,0.99,0.99,40103008.0,447549569.28,,449.05,0.99,14.33,0.2641,46.6,0.0114,11.16
2020-08-10,498930.0,5642898.3,0.26,1.05,0.22,6.08,0.0,4905101.76,431096.0,433696.0,4875695.76,,,29136.0,0.23,,74318.0,,,20136.0,,,,0.23,29136.0,0.91,,,4.83,,,,1.06,1.06,40063180.0,453114565.8,,449.08,1.06,14.54,0.2675,47.23,0.0123,11.31
2020-08-11,510078.0,5876098.56,0.26,1.1,0.23,6.26,0.0,5124602.88,422330.0,444844.0,4865241.6,,,,0.13,,,,0.09,11148.0,8766.0,,,0.13,,,,,4.79,,,,1.05,1.05,39978024.0,460546836.48,,454.1,1.04,16.31,0.2616,46.1,0.0126,11.52
2020-08-12,488152.0,5550288.24,0.25,1.09,0.22,6.04,0.0,4808577.66,412102.0,422918.0,4685599.74,,,,,,,,0.27,,25258.0,,,,,,15030.0,21926.0,4.73,0.25,,,1.02,1.02,39986512.0,454646641.44,,459.12,1.02,14.68,0.2775,48.38,0.0121,11.37
2020-08-13,376748.0,4291159.72,0.19,0.85,0.17,4.32,0.0,3559534.46,335394.0,312514.0,3820137.66,,,35626.0,,,,,1.3,,112334.0,,,,35626.0,,,110404.0,3.81,1.69,,,0.83,0.83,40070784.0,456406229.76,,455.58,0.83,11.18,0.1849,35.64,0.0093,11.39
2020-08-14,429742.0,4795920.72,0.22,1.01,0.19,4.92,0.0,4079069.28,335394.0,365508.0,3742997.04,,,,0.63,,,,,52994.0,,,,0.63,,,,,3.8,,,,0.83,0.83,40016352.0,446582488.32,,453.86,0.83,23.84,0.1844,30.74,0.0107,11.16
2020-08-17,375267.0,4210495.74,0.19,0.88,0.17,4.24,0.0,3489790.26,311055.0,311033.0,3490037.1,,,,,,,,0.27,,24339.0,,,,,,,54475.0,3.47,0.67,,,0.77,0.77,40076424.0,449657477.28,,446.93,0.77,19.79,0.1561,26.57,0.0093,11.22
2020-08-18,320061.0,3431053.92,0.17,0.76,0.14,3.57,0.0,2917201.44,242013.0,272127.0,2594379.36,,,,,,,,0.78,,69042.0,,,,,,,38906.0,2.69,0.44,,,0.6,0.6,40291548.0,431925394.56,,447.05,0.6,14.66,0.1691,30.83,0.0079,10.72
2020-08-19,257378.0,2769387.28,0.13,0.6,0.12,2.8,0.0,2253617.44,179330.0,209444.0,1929590.8,,,,,,,,0.7,,62683.0,,,,,,,62683.0,1.92,0.71,,,0.44,0.44,40340624.0,434065114.24,,434.12,0.44,16.16,0.1341,18.42,0.0064,10.76
2020-08-20,325212.0,3427734.48,0.17,0.77,0.15,3.51,0.0,3067962.12,152051.0,291078.0,1602617.54,,,,0.87,,,,0.3,81634.0,27279.0,,,0.87,,,,,1.63,,,,0.38,0.38,40357972.0,425373024.88,,433.25,0.37,12.11,0.1891,36.34,0.008,10.54
2020-08-21,339012.0,3593527.2,0.17,0.81,0.15,3.61,0.0,3085426.8,165851.0,291078.0,1758020.6,,,13800.0,,,,,,,,,,,13800.0,,,,1.75,,,,0.41,0.41,40291484.0,427089730.4,,426.02,0.41,11.92,0.1874,36.03,0.0084,10.6
2020-08-24,334890.0,3633556.5,0.17,0.8,0.15,3.59,0.0,3249097.6,153351.0,299456.0,1663858.35,,,,0.22,,,,0.13,20878.0,12500.0,,,0.22,,,,12500.0,1.63,0.13,,,0.38,0.38,40278296.0,437019511.6,,428.83,0.38,11.58,0.2184,41.33,0.0083,10.85
2020-08-25,329595.0,3516778.65,0.17,0.78,0.15,3.58,0.0,3138697.87,172114.0,294161.0,1836456.38,,,2743.0,0.04,,,,,2743.0,,,,0.04,2743.0,,16020.0,8038.0,1.86,0.05,,,0.43,0.43,40205032.0,428987691.44,,434.54,0.43,11.96,0.2096,39.94,0.0082,10.67
2020-08-26,345615.0,3684255.9,0.18,0.8,0.16,3.73,0.0,3306529.46,172114.0,310181.0,1834735.24,,,,0.17,,,,,16020.0,,,,0.17,,,,,1.84,,,,0.43,0.43,40192088.0,428447658.08,,428.73,0.43,11.28,0.2299,43.0,0.0086,10.66
2020-08-27,330151.0,3492997.58,0.17,0.77,0.15,3.55,0.0,3118105.86,172114.0,294717.0,1820966.12,,,,,,,,,,,,,,,,,15464.0,1.83,0.17,,,0.43,0.43,40188256.0,425191748.48,,427.77,0.43,11.82,0.2113,40.23,0.0082,10.58
2020-08-28,304791.0,3337461.45,0.16,0.71,0.14,3.29,0.0,2949459.15,172114.0,269357.0,1884648.3,,,,,,,,,,,,,,,,,25360.0,1.83,0.27,,,0.43,0.43,40196312.0,440149616.4,,426.48,0.43,12.75,0.2353,43.02,0.0076,10.95
2020-08-31,296924.0,3221625.4,0.15,0.69,0.13,3.26,0.0,2837166.5,127462.0,261490.0,1382962.7,,,,,,,,0.47,,44652.0,,,,,,,7867.0,1.39,0.05,,,0.32,0.32,40249608.0,436708246.8,,439.3,0.32,13.29,0.2272,41.84,0.0074,10.85
2020-09-01,303652.0,3209601.64,0.16,0.7,0.14,3.3,0.0,2835064.26,127462.0,268218.0,1347273.34,,,,0.11,,,,,10000.0,,,,0.11,,,,3272.0,1.38,0.04,,,0.32,0.32,40252552.0,425469474.64,,436.17,0.31,13.06,0.2246,41.26,0.0075,10.57
2020-09-02,316175.0,3379910.75,0.16,0.72,0.14,3.38,0.0,3001121.29,142882.0,280741.0,1527408.58,,,9578.0,0.1,,,,,12523.0,,,,0.1,9578.0,,5842.0,,1.52,,,,0.35,0.35,40269240.0,430478175.6,,428.2,0.35,12.36,0.2385,43.35,0.0078,10.69
2020-09-03,291595.0,3187133.35,0.15,0.66,0.13,3.17,0.0,3018439.73,122882.0,276161.0,1343100.26,,,,0.19,,,,0.21,15420.0,20000.0,,,0.19,,,,20000.0,1.32,0.21,,,0.3,0.3,40393864.0,441504933.52,,433.47,0.3,12.9,0.3102,51.15,0.0072,10.93
2020-09-04,331108.0,3632254.76,0.17,0.74,0.15,3.66,0.0,3462943.78,122882.0,315674.0,1348015.54,,,,0.59,,,,,50713.0,,,,0.59,,,,11200.0,1.34,0.12,,,0.3,0.3,40477264.0,444035586.08,,442.6,0.3,11.45,0.4006,60.65,0.0082,10.97
2020-09-07,331108.0,3824297.4,0.17,0.74,0.15,3.68,0.0,3646034.7,110233.0,315674.0,1273191.15,,,,,,,,0.14,,12649.0,,,,,,,,1.22,,,,0.27,0.27,40481492.0,467561232.6,,448.17,0.27,11.35,0.3922,59.84,0.0082,11.55
2020-09-08,359302.0,4175089.24,0.19,0.8,0.16,4.17,0.0,3995746.16,108533.0,343868.0,1261153.46,,,,0.5,,5180.0,,0.08,31123.0,6880.0,,,0.5,,0.06,5180.0,8109.0,1.25,0.09,,,0.27,0.27,40477408.0,470347480.96,,468.74,0.27,9.84,0.4465,64.99,0.0089,11.62
2020-09-09,297640.0,3422860.0,0.15,0.66,0.13,3.48,0.0,3291369.0,74489.0,286206.0,856623.5,,,3001.0,0.04,,18298.0,,0.42,3001.0,37045.0,,,0.04,3001.0,0.21,,78961.0,0.86,0.89,,,0.18,0.18,40608652.0,466999498.0,,470.66,0.18,11.82,0.4195,62.59,0.0073,11.5
2020-09-10,355959.0,4221673.74,0.18,0.8,0.16,4.19,0.0,4086066.5,207790.0,344525.0,2464389.4,,,,1.37,,,,,115003.0,,,,1.37,,,133301.0,56684.0,2.4,0.68,,,0.51,0.51,40620784.0,481762498.24,,469.8,0.51,33.35,0.2565,35.04,0.0087,11.86
