,CI2 FP Equity_DX_SI_QTY,CI2 FP Equity_DX_SHORT_INTEREST_VALUE,CI2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CI2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CI2 FP Equity_DX_SI_MV,CI2 FP Equity_DX_DSS,CI2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CI2 FP Equity_DX_SUPPLY_SI_QTY,CI2 FP Equity_DX_BROKER_SI_QTY,CI2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CI2 FP Equity_DX_BROKER_SI_MV_NEW_x,CI2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CI2 FP Equity_DX_BROKER_SI_MV_INC_x,CI2 FP Equity_DX_BROKER_SI_QTY_ADD,CI2 FP Equity_DX_BROKER_SI_QTY_NEW,CI2 FP Equity_DX_SUPPLY_SI_MV_DEC,CI2 FP Equity_DX_BROKER_SI_QTY_INC,CI2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CI2 FP Equity_DX_BROKER_SI_MV_NEW_y,CI2 FP Equity_DX_BROKER_SI_MV_INC_y,CI2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CI2 FP Equity_DX_BROKER_SI_MV_ADD,CI2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CI2 FP Equity_DX_BROKER_SI_QTY_DEC,CI2 FP Equity_DX_SUPPLY_SI_MV,CI2 FP Equity_DX_BROKER_SI_MV_DEC,CI2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CI2 FP Equity_DX_UTILIZATION_QUANTITY,CI2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CI2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CI2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CI2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CI2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CI2 FP Equity_DX_BROKER_SI_CON_RATIO,CI2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CI2 FP Equity_DX_DEMAND_SUPPLY_RATIO,CI2 FP Equity_PX_LAST
2016-05-05,1656.0,656868.96,4.6,0.4,0.65,,656868.96,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,396.66
2016-05-06,1656.0,660412.8,4.58,0.4,0.66,,660412.8,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,398.8
2016-05-09,1656.0,668808.72,4.7,0.4,0.66,,668808.72,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,403.87
2016-05-10,1656.0,672932.16,4.7,0.4,0.67,,672932.16,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,406.36
2016-05-11,1656.0,667450.8,4.8,0.4,0.67,,667450.8,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,403.05
2016-05-12,1656.0,670299.12,4.98,0.4,0.67,,670299.12,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,404.77
2016-05-13,1656.0,672816.24,5.01,0.4,0.67,,672816.24,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,406.29
2016-05-16,1656.0,670580.64,5.2,0.4,0.67,,670580.64,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,404.94
2016-05-17,1656.0,673594.56,5.2,0.4,0.67,,673594.56,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.92,0.5,50.08,0.0,406.76
2016-05-18,1656.0,673395.84,5.35,0.4,0.67,,673395.84,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,406.64
2016-05-19,1656.0,659816.64,5.3,0.4,0.67,,659816.64,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,398.44
2016-05-20,1656.0,663973.2,5.59,0.4,0.66,,663973.2,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,400.95
2016-05-23,1656.0,660594.96,5.62,0.4,0.66,,660594.96,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,398.91
2016-05-24,1656.0,665629.2,5.56,0.4,0.66,,665629.2,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,401.95
2016-05-25,1656.0,681179.04,5.33,0.4,0.67,,681179.04,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,411.34
2016-05-26,1656.0,690088.32,5.6,0.4,0.67,,690088.32,0.0,1656.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.42,0.5001,50.58,0.0,416.72
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.72
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.78
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.57
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.12
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.83
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.35
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.39
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.96
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.45
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.11
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.75
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.75
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.19
2016-06-15,1100.0,462759.0,2.35,0.26,0.46,,462759.0,0.0,1100.0,0.0,,,,1100.0,,,,,,,,0.46,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,420.69
2016-06-16,2420.0,1014827.0,5.13,0.56,1.02,,1014827.0,0.0,2420.0,0.0,,,0.56,,,,1320.0,,,0.56,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,419.35
2016-06-17,3420.0,1429867.8,7.27,0.8,1.44,,1429867.8,0.0,3420.0,0.0,,,0.42,,,,1000.0,,,0.42,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,418.09
2016-06-20,3420.0,1435339.8,7.25,0.8,1.43,,1435339.8,0.0,3420.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,419.69
2016-06-21,3420.0,1430654.4,6.21,0.8,1.43,,1430654.4,0.0,3420.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,418.32
2016-06-22,3420.0,1428739.2,6.13,0.8,1.43,,1428739.2,0.0,3420.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,417.76
2016-06-23,3420.0,1426926.6,5.65,0.8,1.43,,1426926.6,0.0,3420.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,417.23
2016-06-24,3420.0,1414477.8,5.71,0.8,1.42,,1414477.8,0.0,3420.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,413.59
2016-06-27,2100.0,869820.0,3.38,0.49,0.87,,869820.0,0.0,2100.0,0.0,,,,,,,,,,,,,,1320.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,414.2
2016-06-28,2100.0,881244.0,3.32,0.49,0.87,,881244.0,0.0,2100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,419.64
2016-06-29,2100.0,897519.0,3.32,0.49,0.88,,897519.0,0.0,2100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,427.39
2016-06-30,2100.0,895209.0,3.33,0.49,0.9,,895209.0,0.0,2100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,426.29
2016-07-01,4200.0,1816416.0,6.67,0.98,1.8,,1816416.0,0.0,4200.0,0.0,0.91,,,,2100.0,,,,0.91,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.71,0.5,50.29,0.0,432.48
2016-07-04,4200.0,1803228.0,6.6,0.98,1.82,,1803228.0,0.0,4200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.5,50.06,0.0,429.34
2016-07-05,4200.0,1813434.0,6.63,0.98,1.8,,1813434.0,0.0,4200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,431.77
2016-07-06,4200.0,1810158.0,7.12,0.98,1.81,,1810158.0,0.0,4200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.5,50.12,0.0,430.99
2016-07-07,4200.0,1824018.0,7.12,0.98,1.81,,1824018.0,0.0,4200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.92,0.5,50.08,0.0,434.29
2016-07-08,4200.0,1848000.0,6.98,0.98,1.83,,1848000.0,0.0,4200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.78,0.5,50.22,0.0,440.0
2016-07-11,4200.0,1873326.0,7.03,0.98,1.86,,1873326.0,0.0,4200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.69,0.5,50.31,0.0,446.03
2016-07-12,4200.0,1875888.0,6.99,0.98,1.87,,1875888.0,0.0,4200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,446.64
2016-07-13,4200.0,1866396.0,6.83,0.98,1.87,,1866396.0,0.0,4200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.8,0.5,50.2,0.0,444.38
2016-07-14,2000.0,890300.0,3.06,0.47,0.89,,890300.0,0.0,2000.0,0.0,,,,,,,,,,,,,,2200.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.5,50.12,0.0,445.15
2016-07-15,2000.0,892220.0,2.96,0.47,0.89,,892220.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.93,0.5,50.07,0.0,446.11
2016-07-18,2000.0,883400.0,3.04,0.47,0.89,,883400.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.79,0.5,50.21,0.0,441.7
2016-07-19,2000.0,893060.0,3.09,0.47,0.89,,893060.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.8,0.5,50.2,0.0,446.53
2016-07-20,2000.0,891820.0,3.36,0.47,0.89,,891820.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,445.91
2016-07-21,2000.0,887540.0,3.18,0.47,0.89,,887540.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,0.0,443.77
2016-07-22,2000.0,899500.0,4.65,0.47,0.89,,899500.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.73,0.5,50.27,0.0,449.75
2016-07-25,2000.0,904460.0,4.64,0.47,0.9,,904460.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,0.0,452.23
2016-07-26,2000.0,902580.0,4.72,0.47,0.9,,902580.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.8,0.5,50.2,0.0,451.29
2016-07-27,2000.0,905220.0,4.7,0.47,0.91,,905220.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,452.61
2016-07-28,2000.0,906200.0,4.05,0.47,0.9,,906200.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.93,0.5,50.07,0.0,453.1
2016-07-29,2000.0,896440.0,4.07,0.47,0.91,,896440.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.5,50.12,0.0,448.22
2016-08-01,2000.0,908540.0,4.05,0.47,0.9,,908540.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.75,0.5,50.25,0.0,454.27
2016-08-02,2000.0,897880.0,4.72,0.47,0.9,,897880.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.59,0.5,50.41,0.0,448.94
2016-08-03,2000.0,890160.0,4.6,0.47,0.89,,890160.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.5,50.3,0.0,445.08
2016-08-04,2000.0,896520.0,4.57,0.47,0.89,,896520.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.81,0.5,50.19,0.0,448.26
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.25
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.37
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.38
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.6
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.86
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.55
2016-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.73
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.82
2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.99
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.12
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.07
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.61
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.94
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.29
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.46
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.84
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.53
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.99
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.73
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.24
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.83
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.07
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.94
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.11
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.75
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.07
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.57
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.06
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.4
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.99
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.16
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.62
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.24
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.95
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.27
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.07
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.91
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.18
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.06
2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.44
2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.66
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.14
2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.13
2016-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.0
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.0
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.07
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.45
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.65
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.76
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.19
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.88
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.03
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.0
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.69
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.06
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.56
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.51
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.79
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.41
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.67
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.58
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.92
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.55
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.16
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.75
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.39
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.7
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.69
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.87
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.6
2016-11-16,2000.0,840340.0,3.89,0.58,0.84,,840340.0,0.0,2000.0,0.0,,,,2000.0,,,,,,,,0.84,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,420.17
2016-11-17,3500.0,1477840.0,6.95,1.02,1.47,,1477840.0,0.0,3500.0,0.0,,,0.63,,,,1500.0,,,0.63,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.5918,71.43,0.0,422.24
2016-11-18,3500.0,1480255.0,6.5,1.02,1.48,,1480255.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.5918,71.43,0.0,422.93
2016-11-21,3500.0,1455545.0,6.98,1.08,1.48,,1455545.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.5918,71.43,0.0,415.87
2016-11-22,3500.0,1466115.0,6.53,1.08,1.46,,1466115.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.5918,71.43,0.0,418.89
2016-11-23,4250.0,1783895.0,3.55,1.31,1.78,,1783895.0,0.0,4250.0,0.0,,,,750.0,,,,,,,,0.31,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.52,0.4323,58.8,0.0,419.74
2016-11-24,4250.0,1776882.5,3.52,1.21,1.78,,1776882.5,0.0,4250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.55,0.4329,58.86,0.0,418.09
2016-11-25,4250.0,1810712.5,3.51,1.21,1.78,,1810712.5,0.0,4250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.45,0.4308,58.63,0.0,426.05
2016-11-28,4250.0,1816110.0,1.97,1.21,1.82,,1816110.0,0.0,4250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.52,0.4323,58.79,0.0,427.32
2016-11-29,3250.0,1394022.5,1.51,0.93,1.39,,1394022.5,0.0,3250.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,23.14,0.6443,76.86,0.0,428.93
2016-11-30,2250.0,974857.5,1.04,0.64,0.97,,974857.5,0.0,2250.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,33.56,0.5541,66.44,0.0,433.27
2016-12-01,2250.0,962775.0,1.05,0.62,0.97,,962775.0,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.06,0.5574,66.94,0.0,427.9
2016-12-02,2250.0,957735.0,1.05,0.62,0.96,,957735.0,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.22,0.5563,66.78,0.0,425.66
2016-12-05,2250.0,958927.5,0.92,0.62,0.96,,958927.5,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.36,0.5554,66.64,0.0,426.19
2016-12-06,2250.0,961447.5,0.92,0.62,0.96,,961447.5,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.39,0.5552,66.61,0.0,427.31
2016-12-07,2250.0,965250.0,0.92,0.64,0.96,,965250.0,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.42,0.555,66.58,0.0,429.0
2016-12-08,2250.0,992655.0,0.91,0.63,0.97,,992655.0,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.96,0.5515,66.04,0.0,441.18
2016-12-09,2250.0,996975.0,0.93,0.63,1.0,,996975.0,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.43,0.5549,66.57,0.0,443.1
2016-12-12,2250.0,979650.0,0.86,0.63,0.99,,979650.0,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.94,0.5582,67.06,0.0,435.4
2016-12-13,2250.0,980055.0,0.88,0.63,0.98,,980055.0,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.34,0.5555,66.66,0.0,435.58
2016-12-14,2250.0,979695.0,0.87,0.63,0.97,,979695.0,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.5556,66.67,0.0,435.42
2016-12-15,2250.0,993442.5,0.88,0.63,0.98,,993442.5,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.64,0.5535,66.36,0.0,441.53
2016-12-16,2250.0,985702.5,0.89,0.63,0.99,,985702.5,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.16,0.5567,66.84,0.0,438.09
2016-12-19,2250.0,980797.5,0.89,0.63,0.98,,980797.5,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.22,0.5563,66.78,0.0,435.91
2016-12-20,2250.0,981427.5,0.89,0.63,0.98,,981427.5,0.0,2250.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.35,0.5555,66.65,0.0,436.19
