,ALBON FP Equity_DX_SI_QTY,ALBON FP Equity_DX_SHORT_INTEREST_VALUE,ALBON FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBON FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBON FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBON FP Equity_DX_SI_MV,ALBON FP Equity_DX_DSS,ALBON FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBON FP Equity_DX_SUPPLY_SI_QTY,ALBON FP Equity_DX_BROKER_SI_QTY,ALBON FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBON FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBON FP Equity_DX_BROKER_SI_MV_INC_x,ALBON FP Equity_DX_BROKER_SI_QTY_ADD,ALBON FP Equity_DX_SUPPLY_SI_MV_DEC,ALBON FP Equity_DX_BROKER_SI_QTY_INC,ALBON FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBON FP Equity_DX_BROKER_SI_MV_INC_y,ALBON FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBON FP Equity_DX_BROKER_SI_MV_ADD,ALBON FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBON FP Equity_DX_BROKER_SI_QTY_DEC,ALBON FP Equity_DX_SUPPLY_SI_MV,ALBON FP Equity_DX_BROKER_SI_MV_DEC,ALBON FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBON FP Equity_DX_UTILIZATION_QUANTITY,ALBON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBON FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBON FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBON FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBON FP Equity_DX_BROKER_SI_CON_RATIO,ALBON FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBON FP Equity_DX_DEMAND_SUPPLY_RATIO,ALBON FP Equity_PX_LAST
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108.0,9136.8,0.01,0.0,,0.0,,0.0,84.6
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108.0,9158.4,0.01,0.0,,0.0,,0.0,84.8
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108.0,9158.4,0.01,0.0,,0.0,,0.0,84.8
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108.0,9244.8,0.01,0.0,,0.0,,0.0,85.6
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4023.2,0.0,0.0,,0.0,,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4013.8,0.0,0.0,,0.0,,0.0,85.4
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4023.2,0.0,0.0,,0.0,,0.0,85.6
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,3976.2,0.0,0.0,,0.0,,0.0,84.6
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,3995.0,0.0,0.0,,0.0,,0.0,85.0
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4013.8,0.0,0.0,,0.0,,0.0,85.4
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4051.4,0.0,0.0,,0.0,,0.0,86.2
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4089.0,0.0,0.0,,0.0,,0.0,87.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4098.4,0.0,0.0,,0.0,,0.0,87.2
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4070.2,0.0,0.0,,0.0,,0.0,86.6
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4060.8,0.0,0.0,,0.0,,0.0,86.4
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4023.2,0.0,0.0,,0.0,,0.0,85.6
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4023.2,0.0,0.0,,0.0,,0.0,85.6
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4023.2,0.0,0.0,,0.0,,0.0,85.6
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4042.0,0.0,0.0,,0.0,,0.0,86.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4079.6,0.0,0.0,,0.0,,0.0,86.8
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4098.4,0.0,0.0,,0.0,,0.0,87.2
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4098.4,0.0,0.0,,0.0,,0.0,87.2
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4098.4,0.0,0.0,,0.0,,0.0,87.2
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4136.0,0.0,0.0,,0.0,,0.0,88.0
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4201.8,0.0,0.0,,0.0,,0.0,89.4
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4154.8,0.0,0.0,,0.0,,0.0,88.4
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4164.2,0.0,0.0,,0.0,,0.0,88.6
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,4164.2,0.0,0.0,,0.0,,0.0,88.6
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,77.0,7007.0,0.01,0.0,,0.0,,0.0,91.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,77.0,6930.0,0.01,0.0,,0.0,,0.0,90.0
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9028.8,0.01,0.0,,0.0,,0.0,91.2
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,8989.2,0.01,0.0,,0.0,,0.0,90.8
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9009.0,0.01,0.0,,0.0,,0.0,91.0
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9009.0,0.01,0.0,,0.0,,0.0,91.0
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9009.0,0.01,0.0,,0.0,,0.0,91.0
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9127.8,0.01,0.0,,0.0,,0.0,92.2
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9127.8,0.01,0.0,,0.0,,0.0,92.2
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9226.8,0.01,0.0,,0.0,,0.0,93.2
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9226.8,0.01,0.0,,0.0,,0.0,93.2
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9207.0,0.01,0.0,,0.0,,0.0,93.0
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9207.0,0.01,0.0,,0.0,,0.0,93.0
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9226.8,0.01,0.0,,0.0,,0.0,93.2
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9246.6,0.01,0.0,,0.0,,0.0,93.4
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9424.8,0.01,0.0,,0.0,,0.0,95.2
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9603.0,0.01,0.0,,0.0,,0.0,97.0
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9702.0,0.01,0.0,,0.0,,0.0,98.0
2023-02-22,62.0,6076.0,0.02,0.23,0.01,0.01,0.0,6076.0,62.0,62.0,6076.0,,,62.0,,,,,,0.01,62.0,,0.01,,100.0,38.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.3851,98.0
2023-02-23,62.0,6038.8,0.02,0.23,0.01,0.01,0.0,6038.8,62.0,62.0,6038.8,,,,,,,,,,,,0.01,,100.0,62.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.6263,97.4
2023-02-24,62.0,6014.0,0.02,0.23,0.01,0.01,0.0,6014.0,62.0,62.0,6014.0,,,,,,,,,,,,0.01,,100.0,62.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.6263,97.0
2023-02-27,62.0,5877.6,0.02,0.23,0.01,0.01,0.0,5877.6,62.0,62.0,5877.6,,,,,,,,,,,,0.01,,100.0,62.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.6263,94.8
2023-02-28,62.0,5828.0,0.02,0.23,0.01,0.01,0.0,5828.0,62.0,62.0,5828.0,,,,,,,,,,,,0.01,,100.0,62.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.6263,94.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,62.0,,,,,62.0,0.0,0.01,0.0,0.0,99.0,9405.0,0.01,0.0,,0.0,,0.0,95.0
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9405.0,0.01,0.0,,0.0,,0.0,95.0
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9405.0,0.01,0.0,,0.0,,0.0,95.0
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9781.2,0.01,0.0,,0.0,,0.0,98.8
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9702.0,0.01,0.0,,0.0,,0.0,98.0
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9603.0,0.01,0.0,,0.0,,0.0,97.0
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9702.0,0.01,0.0,,0.0,,0.0,98.0
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9900.0,0.01,0.0,,0.0,,0.0,100.0
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9702.0,0.01,0.0,,0.0,,0.0,98.0
2023-03-14,62.0,6076.0,0.02,0.24,0.01,0.01,0.0,6076.0,62.0,62.0,6076.0,,,62.0,,,,,,0.01,62.0,,0.01,,100.0,62.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.6263,98.0
2023-03-15,62.0,6076.0,0.02,0.25,0.01,0.01,0.0,6076.0,62.0,62.0,6076.0,,,,,,,,,,,,0.01,,100.0,62.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.6263,98.0
2023-03-16,62.0,6076.0,0.02,0.25,0.01,0.01,0.0,6076.0,62.0,62.0,6076.0,,,,,,,,,,,,0.01,,100.0,62.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.6263,98.0
2023-03-17,62.0,6138.0,0.02,0.27,0.01,0.01,0.0,6138.0,62.0,62.0,6138.0,,,,,,,,,,,,0.01,,100.0,62.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.6263,99.0
2023-03-20,62.0,6262.0,0.02,0.24,0.01,0.01,0.0,6262.0,62.0,62.0,6262.0,,,,,,,,,,,,0.01,,100.0,62.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.6263,101.0
2023-03-21,62.0,6138.0,0.02,0.24,0.01,0.01,0.0,6138.0,62.0,62.0,6138.0,,,,,,,,,,,,0.01,,100.0,62.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.6263,99.0
2023-03-22,62.0,6076.0,0.02,0.24,0.01,0.01,0.0,6076.0,62.0,62.0,6076.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,98.0
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,62.0,,,,,62.0,0.0,0.01,0.0,0.0,99.0,9702.0,0.01,0.0,,0.0,,0.0,98.0
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9702.0,0.01,0.0,,0.0,,0.0,98.0
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9603.0,0.01,0.0,,0.0,,0.0,97.0
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99.0,9801.0,0.01,0.0,,0.0,,0.0,99.0
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8514.0,0.01,0.0,,0.0,,0.0,99.0
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8815.0,0.01,0.0,,0.0,,0.0,102.5
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8815.0,0.01,0.0,,0.0,,0.0,102.5
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8600.0,0.01,0.0,,0.0,,0.0,100.0
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8643.0,0.01,0.0,,0.0,,0.0,100.5
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8428.0,0.01,0.0,,0.0,,0.0,98.0
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8600.0,0.01,0.0,,0.0,,0.0,100.0
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8600.0,0.01,0.0,,0.0,,0.0,
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8600.0,0.01,0.0,,0.0,,0.0,
2023-04-11,30.0,3150.0,0.01,0.13,0.0,0.0,0.0,1575.0,15.0,15.0,1575.0,,,15.0,,,,,,0.0,15.0,,0.0,,100.0,14.85,0.0,0.0,0.0,100.0,,1.0,100.0,0.297,105.0
2023-04-12,50.0,5300.0,0.01,0.21,0.0,0.01,0.0,2650.0,25.0,25.0,2650.0,10.0,0.0,,,10.0,,0.0,10.0,,,,0.0,,100.0,22.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.4505,106.0
2023-04-13,80.0,8520.0,0.02,0.33,0.01,0.01,0.0,4260.0,40.0,40.0,4260.0,15.0,0.0,,,15.0,,0.0,15.0,,,,0.0,,100.0,31.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.6349,106.5
2023-04-14,80.0,8320.0,0.02,0.32,0.01,0.01,0.0,4160.0,40.0,40.0,4160.0,,,,,,,,,,,,0.0,,100.0,31.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.6349,104.0
2023-04-17,80.0,8240.0,0.02,0.32,0.01,0.01,0.0,4120.0,40.0,40.0,4120.0,,,,,,,,,,,,0.0,,100.0,31.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.6349,103.0
2023-04-18,80.0,8120.0,0.02,0.32,0.01,0.01,0.0,4060.0,40.0,40.0,4060.0,,,,,,,,,,,,0.0,,100.0,31.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.6349,101.5
2023-04-19,50.0,5150.0,0.01,0.19,0.0,0.01,0.0,2575.0,25.0,25.0,2575.0,,,,0.0,,15.0,,,,,15.0,0.0,0.0,100.0,22.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.4505,103.0
2023-04-20,50.0,5250.0,0.01,0.2,0.0,0.01,0.0,2625.0,25.0,25.0,2625.0,,,,,,,,,,,,0.0,,100.0,22.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.4505,105.0
2023-04-21,50.0,5225.0,0.01,0.2,0.0,0.01,0.0,2612.5,25.0,25.0,2612.5,,,,,,,,,,,,0.0,,100.0,22.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.4505,104.5
2023-04-24,50.0,5175.0,0.01,0.2,0.0,0.01,0.0,2587.5,25.0,25.0,2587.5,,,,,,,,,,,,0.0,,100.0,22.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.4505,103.5
2023-04-25,50.0,5175.0,0.01,0.2,0.0,0.01,0.0,2587.5,25.0,25.0,2587.5,,,,,,,,,,,,0.0,,100.0,22.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.4505,103.5
2023-04-26,50.0,5150.0,0.01,0.21,0.0,0.01,0.0,2575.0,25.0,25.0,2575.0,,,,,,,,,,,,0.0,,100.0,22.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.4505,103.0
2023-04-27,50.0,5150.0,0.01,0.23,0.0,0.01,0.0,2575.0,25.0,25.0,2575.0,,,,,,,,,,,,0.0,,100.0,22.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.4505,103.0
2023-04-28,50.0,5100.0,0.01,0.23,0.0,0.01,0.0,2550.0,25.0,25.0,2550.0,,,,,,,,,,,,0.0,,100.0,22.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.4505,102.0
2023-05-01,50.0,5100.0,0.01,0.23,0.0,0.01,0.0,2550.0,25.0,25.0,2550.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2023-05-02,40.0,4080.0,0.01,0.18,0.0,0.0,0.0,1530.0,25.0,15.0,2550.0,,,,,,,,,,,10.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.6,102.0
2023-05-03,15.0,1530.0,0.0,0.07,0.0,0.0,0.0,0.0,15.0,0.0,1530.0,,,,0.0,,10.0,,,,,15.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,102.0
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8514.0,0.01,0.0,,0.0,,0.0,99.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8514.0,0.01,0.0,,0.0,,0.0,99.0
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8496.8,0.01,0.0,,0.0,,0.0,98.8
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8428.0,0.01,0.0,,0.0,,0.0,98.0
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8256.0,0.01,0.0,,0.0,,0.0,96.0
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8256.0,0.01,0.0,,0.0,,0.0,96.0
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8273.2,0.01,0.0,,0.0,,0.0,96.2
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8238.8,0.01,0.0,,0.0,,0.0,95.8
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8238.8,0.01,0.0,,0.0,,0.0,95.8
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8170.0,0.01,0.0,,0.0,,0.0,95.0
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8170.0,0.01,0.0,,0.0,,0.0,95.0
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8170.0,0.01,0.0,,0.0,,0.0,95.0
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8238.8,0.01,0.0,,0.0,,0.0,95.8
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8238.8,0.01,0.0,,0.0,,0.0,95.8
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8238.8,0.01,0.0,,0.0,,0.0,95.8
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8238.8,0.01,0.0,,0.0,,0.0,95.8
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,86.0,8238.8,0.01,0.0,,0.0,,0.0,95.8
