,ALIKO FP Equity_DX_SI_QTY,ALIKO FP Equity_DX_SHORT_INTEREST_VALUE,ALIKO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALIKO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALIKO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALIKO FP Equity_DX_SI_MV,ALIKO FP Equity_DX_DSS,ALIKO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALIKO FP Equity_DX_SUPPLY_SI_QTY,ALIKO FP Equity_DX_BROKER_SI_QTY,ALIKO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALIKO FP Equity_DX_BROKER_SI_QTY_ADD,ALIKO FP Equity_DX_SUPPLY_SI_MV_DEC,ALIKO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALIKO FP Equity_DX_BROKER_SI_MV_ADD,ALIKO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALIKO FP Equity_DX_BROKER_SI_QTY_DEC,ALIKO FP Equity_DX_SUPPLY_SI_MV,ALIKO FP Equity_DX_BROKER_SI_MV_DEC,ALIKO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALIKO FP Equity_DX_UTILIZATION_QUANTITY,ALIKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALIKO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALIKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALIKO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALIKO FP Equity_DX_BROKER_SI_CON_RATIO,ALIKO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALIKO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALIKO FP Equity_PX_LAST
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37
2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39
2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2024-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2024-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2024-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2024-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2024-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2024-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2024-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2024-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
2024-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
2024-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2024-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2024-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2024-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2024-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2024-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2024-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,157.0,0.0,0.0,0.0,,0.0,1.57
2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2024-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2024-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2024-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7200.0,10440.0,0.01,0.0,0.0,,0.0,1.45
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7214.0,10676.72,0.01,0.0,0.0,,0.0,1.48
2024-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.86,0.0,0.0,0.0,,0.0,1.49
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,21.0,0.0,0.0,0.0,,0.0,1.5
2024-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,21.0,0.0,0.0,0.0,,0.0,1.5
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,21.0,0.0,0.0,0.0,,0.0,1.5
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.16,0.0,0.0,0.0,,0.0,1.44
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.3,0.0,0.0,0.0,,0.0,1.45
2024-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.44,0.0,0.0,0.0,,0.0,1.46
2024-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.58,0.0,0.0,0.0,,0.0,1.47
2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.58,0.0,0.0,0.0,,0.0,1.47
2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.58,0.0,0.0,0.0,,0.0,1.47
2024-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.86,0.0,0.0,0.0,,0.0,1.49
2024-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.72,0.0,0.0,0.0,,0.0,1.48
2024-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,19.6,0.0,0.0,0.0,,0.0,1.4
2024-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.58,0.0,0.0,0.0,,0.0,1.47
2024-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,19.6,0.0,0.0,0.0,,0.0,1.4
2024-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.44,0.0,0.0,0.0,,0.0,1.46
2024-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7214.0,10388.16,0.01,0.0,0.0,,0.0,1.44
2024-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,414.0,596.16,0.0,0.0,0.0,,0.0,1.44
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.3,0.0,0.0,0.0,,0.0,1.45
2024-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,20.58,0.0,0.0,0.0,,0.0,1.47
2024-12-02,10000.0,14700.0,0.09,1.67,0.09,0.01,0.0,7350.0,5000.0,5000.0,7350.0,5000.0,,,0.01,5000.0,,0.01,,100.0,99.72,0.0,0.0,0.0,100.0,1.0,100.0,1.9944,1.47
2024-12-03,10000.0,14200.0,0.09,1.69,0.09,0.01,0.0,7100.0,5000.0,5000.0,7100.0,,,,,,,0.01,,100.0,99.72,0.0,0.0,0.0,100.0,1.0,100.0,1.9944,1.42
2024-12-04,10000.0,14000.0,0.09,1.65,0.09,0.01,0.0,7000.0,5000.0,5000.0,7000.0,,,,,,,0.01,,100.0,99.72,0.0,0.0,0.0,100.0,1.0,100.0,1.9944,1.4
2024-12-05,10000.0,14200.0,0.09,1.65,0.09,0.01,0.0,7100.0,5000.0,5000.0,7100.0,,,,,,,0.01,,100.0,99.72,0.0,0.0,0.0,100.0,1.0,100.0,1.9944,1.42
2024-12-06,10000.0,14100.0,0.09,1.36,0.09,0.01,0.0,7050.0,5000.0,5000.0,7050.0,,,,,,,0.01,,100.0,99.72,0.0,0.0,0.0,100.0,1.0,100.0,1.9944,1.41
2024-12-09,5000.0,7050.0,0.04,0.67,0.04,0.01,0.0,0.0,5000.0,0.0,7050.0,,,,,,5000.0,0.01,0.01,100.0,73.38,0.0,0.0,0.0,100.0,1.0,100.0,0.7338,1.41
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.01,5000.0,,,,0.0,,0.0,0.0,6914.0,9817.88,0.01,0.0,0.0,,0.0,1.42
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7614.0,10659.6,0.01,0.0,0.0,,0.0,1.4
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7614.0,10735.74,0.01,0.0,0.0,,0.0,1.41
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7614.0,10964.16,0.01,0.0,0.0,,0.0,1.44
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7614.0,11040.3,0.01,0.0,0.0,,0.0,1.45
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12614.0,17155.04,0.02,0.0,0.0,,0.0,1.36
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12614.0,18542.58,0.02,0.0,0.0,,0.0,1.47
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7214.0,10532.44,0.01,0.0,0.0,,0.0,1.46
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7214.0,10316.02,0.01,0.0,0.0,,0.0,1.43
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,13414.0,19450.3,0.02,0.0,0.0,,0.0,1.45
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,13414.0,18913.74,0.02,0.0,0.0,,0.0,1.41
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,13414.0,18913.74,0.02,0.0,0.0,,0.0,
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,13414.0,18913.74,0.02,0.0,0.0,,0.0,
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,13414.0,18913.74,0.02,0.0,0.0,,0.0,1.41
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,13414.0,19986.86,0.02,0.0,0.0,,0.0,1.49
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,13414.0,19986.86,0.02,0.0,0.0,,0.0,1.49
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,13414.0,19986.86,0.02,0.0,0.0,,0.0,
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12514.0,18645.86,0.02,0.0,0.0,,0.0,1.49
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12514.0,18645.86,0.02,0.0,0.0,,0.0,1.49
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12514.0,18520.72,0.02,0.0,0.0,,0.0,1.48
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12523.0,18158.35,0.02,0.0,0.0,,0.0,1.45
2025-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12523.0,18659.27,0.02,0.0,0.0,,0.0,1.49
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12123.0,17942.04,0.02,0.0,0.0,,0.0,1.48
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12123.0,18548.19,0.02,0.0,0.0,,0.0,1.53
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12523.0,18534.04,0.02,0.0,0.0,,0.0,1.48
