,CDA FP Equity_DX_SI_QTY,CDA FP Equity_DX_SHORT_INTEREST_VALUE,CDA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CDA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CDA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CDA FP Equity_DX_SI_MV,CDA FP Equity_DX_DSS,CDA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CDA FP Equity_DX_SUPPLY_SI_QTY,CDA FP Equity_DX_BROKER_SI_QTY,CDA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CDA FP Equity_DX_BROKER_SI_MV_NEW_x,CDA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CDA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CDA FP Equity_DX_BROKER_SI_MV_INC_x,CDA FP Equity_DX_SUPPLY_SI_MV_NEW,CDA FP Equity_DX_BROKER_SI_QTY_ADD,CDA FP Equity_DX_BROKER_SI_QTY_NEW,CDA FP Equity_DX_SUPPLY_SI_MV_DEC,CDA FP Equity_DX_BROKER_SI_QTY_INC,CDA FP Equity_DX_SUPPLY_SI_QTY_DEC,CDA FP Equity_DX_BROKER_SI_MV_NEW_y,CDA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CDA FP Equity_DX_BROKER_SI_MV_INC_y,CDA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CDA FP Equity_DX_BROKER_SI_MV_ADD,CDA FP Equity_DX_SUPPLY_SI_QTY_ADD,CDA FP Equity_DX_BROKER_SI_QTY_DEC,CDA FP Equity_DX_SUPPLY_SI_MV,CDA FP Equity_DX_BROKER_SI_MV_DEC,CDA FP Equity_DX_SUPPLY_SI_MV_RMV,CDA FP Equity_DX_BROKER_SI_MV_RMV,CDA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CDA FP Equity_DX_UTILIZATION_QUANTITY,CDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CDA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CDA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CDA FP Equity_DX_ACTIVE_UTILIZATION_MV,CDA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CDA FP Equity_DX_BROKER_SI_CON_RATIO,CDA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CDA FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-11-25,8232.0,110824.73,0.07,0.61,0.03,0.13,0.0,97362.06,7232.0,7232.0,97362.06,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.03,0.0,0.0,,0.0,100.0,13.83,0.7617,86.17,0.0231
2014-11-26,8232.0,115284.94,0.07,0.61,0.03,0.12,0.0,101280.45,7232.0,7232.0,101280.45,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.02,0.0,0.0,,0.0,100.0,14.3,0.7549,85.7,0.023
2014-11-27,8232.0,114150.99,0.07,0.65,0.03,0.12,0.0,100284.25,7232.0,7232.0,100284.25,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.02,0.0,0.0,,0.0,100.0,14.3,0.7549,85.7,0.023
2014-11-28,8232.0,113243.83,0.07,0.68,0.03,0.13,0.0,99487.29,7232.0,7232.0,99487.29,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.02,0.0,0.0,,0.0,100.0,13.71,0.7634,86.29,0.023
2014-12-01,8232.0,111505.1,0.07,0.69,0.03,0.12,0.0,97959.78,1000.0,7232.0,13545.32,,,,,,,,0.09,,6232.0,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,13.83,0.7617,86.17,0.023
2014-12-02,2000.0,27549.81,0.02,0.17,0.01,0.03,0.0,13774.91,1000.0,1000.0,13774.91,,,,,,,,,,,,,,,,,6232.0,0.01,0.09,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2014-12-03,2000.0,27788.58,0.02,0.17,0.01,0.03,0.0,13894.29,1000.0,1000.0,13894.29,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2014-12-04,2000.0,27843.67,0.02,0.17,0.01,0.03,0.0,13921.84,1000.0,1000.0,13921.84,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-05,2000.0,27880.41,0.02,0.17,0.01,0.03,0.0,13940.2,1000.0,1000.0,13940.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2014-12-08,2000.0,27366.14,0.02,0.16,0.01,0.03,0.0,13683.07,1000.0,1000.0,13683.07,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2014-12-09,2000.0,26943.71,0.02,0.16,0.01,0.03,0.0,13471.86,1000.0,1000.0,13471.86,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2014-12-10,2000.0,26998.81,0.02,0.17,0.01,0.03,0.0,13499.41,1000.0,1000.0,13499.41,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2014-12-11,2000.0,26815.15,0.02,0.15,0.01,0.03,0.0,13407.57,1000.0,1000.0,13407.57,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2014-12-12,2000.0,26631.48,0.02,0.17,0.01,0.03,0.0,13315.74,1000.0,1000.0,13315.74,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-15,2000.0,26631.48,0.02,0.17,0.01,0.03,0.0,13315.74,1000.0,1000.0,13315.74,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-16,2000.0,26264.15,0.02,0.17,0.01,0.03,0.0,13132.08,1000.0,1000.0,13132.08,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-17,2000.0,26594.75,0.02,0.2,0.01,0.03,0.0,13297.38,1000.0,1000.0,13297.38,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.29,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-18,2000.0,27733.48,0.02,0.21,0.01,0.03,0.0,13866.74,1000.0,1000.0,13866.74,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.29,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-19,2000.0,27733.48,0.02,0.2,0.01,0.03,0.0,13866.74,1000.0,1000.0,13866.74,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.29,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-22,2000.0,27641.64,0.02,0.19,0.01,0.03,0.0,13820.82,1000.0,1000.0,13820.82,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-23,2000.0,27733.48,0.02,0.18,0.01,0.03,0.0,13866.74,1000.0,1000.0,13866.74,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-24,2000.0,28045.71,0.02,0.18,0.01,0.03,0.0,14022.85,1000.0,1000.0,14022.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-25,2000.0,28045.71,0.02,0.2,0.01,0.03,0.0,14022.85,1000.0,1000.0,14022.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-26,2000.0,28045.71,0.02,0.2,0.01,0.03,0.0,14022.85,1000.0,1000.0,14022.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-29,2000.0,27917.14,0.02,0.2,0.01,0.03,0.0,13958.57,1000.0,1000.0,13958.57,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-30,2000.0,28008.97,0.02,0.2,0.01,0.03,0.0,14004.49,1000.0,1000.0,14004.49,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2014-12-31,2000.0,27917.14,0.02,0.21,0.01,0.03,0.0,13958.57,1000.0,1000.0,13958.57,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2015-01-01,2000.0,28356.09,0.02,0.21,0.01,0.03,0.0,14178.05,1000.0,1000.0,14178.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2015-01-02,2000.0,28356.09,0.02,0.21,0.01,0.03,0.0,14178.05,1000.0,1000.0,14178.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2015-01-05,2000.0,28356.09,0.02,0.22,0.01,0.03,0.0,14178.05,1000.0,1000.0,14178.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0057
2015-01-06,2000.0,28449.37,0.02,0.22,0.01,0.03,0.0,14224.68,1000.0,1000.0,14224.68,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-07,2000.0,28356.09,0.02,0.22,0.01,0.03,0.0,14178.05,1000.0,1000.0,14178.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-08,2000.0,28262.81,0.02,0.22,0.01,0.03,0.0,14131.41,1000.0,1000.0,14131.41,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-09,2000.0,28449.37,0.02,0.22,0.01,0.03,0.0,14224.68,1000.0,1000.0,14224.68,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-12,2000.0,28505.33,0.02,0.22,0.01,0.03,0.0,14252.67,1000.0,1000.0,14252.67,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-13,2000.0,28356.09,0.02,0.22,0.01,0.03,0.0,14178.05,1000.0,1000.0,14178.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-14,2000.0,28449.37,0.02,0.22,0.01,0.03,0.0,14224.68,1000.0,1000.0,14224.68,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-15,2000.0,28169.54,0.02,0.22,0.01,0.03,0.0,14084.77,1000.0,1000.0,14084.77,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-16,2000.0,28020.29,0.02,0.21,0.01,0.03,0.0,14010.15,1000.0,1000.0,14010.15,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-19,2000.0,28076.26,0.02,0.21,0.01,0.03,0.0,14038.13,1000.0,1000.0,14038.13,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-20,2000.0,28001.64,0.02,0.22,0.01,0.03,0.0,14000.82,1000.0,1000.0,14000.82,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-21,2000.0,28542.64,0.02,0.21,0.01,0.03,0.0,14271.32,1000.0,1000.0,14271.32,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-22,2000.0,28542.64,0.02,0.21,0.01,0.03,0.0,14271.32,1000.0,1000.0,14271.32,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2015-01-23,2100.0,30244.01,0.02,0.22,0.01,0.03,0.0,14401.91,1100.0,1000.0,15842.1,,,,,,,,,,,,,,,,100.0,,0.02,,,,1.09,0.31,99900.0,1438750.72,,1.53,1.1,9.09,0.8347,90.91,0.0059
2015-01-26,2100.0,31086.3,0.02,0.21,0.01,0.03,0.0,14803.0,1100.0,1000.0,16283.3,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.31,99900.0,1478819.55,,1.54,1.09,9.09,0.8347,90.91,0.0059
2015-01-27,2100.0,30949.18,0.02,0.23,0.01,0.03,0.0,14737.7,1100.0,1000.0,16211.48,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.31,99900.0,1472296.72,,1.59,1.08,9.09,0.8347,90.91,0.0059
2015-01-28,2100.0,30968.77,0.02,0.24,0.01,0.03,0.0,14747.03,1100.0,1000.0,16221.74,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.31,99900.0,1473228.55,,1.58,1.1,9.09,0.8347,90.91,0.0059
2015-01-29,2100.0,30949.18,0.02,0.24,0.01,0.03,0.0,14737.7,1100.0,1000.0,16211.48,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1472296.72,,1.58,1.09,9.09,0.8347,90.91,0.0058
2015-01-30,2100.0,31007.94,0.02,0.24,0.01,0.03,0.0,14765.69,1100.0,1000.0,16242.26,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1475092.22,,1.58,1.09,9.09,0.8347,90.91,0.0057
2015-02-02,2100.0,31047.12,0.02,0.24,0.01,0.03,0.0,14784.34,1100.0,1000.0,16262.78,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1476955.89,,1.58,1.08,9.09,0.8347,90.91,0.0057
2015-02-03,2100.0,30949.18,0.02,0.24,0.01,0.03,0.0,14737.7,1100.0,1000.0,16211.48,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1472296.72,,1.58,1.08,9.09,0.8347,90.91,0.0057
2015-02-04,2100.0,31027.53,0.02,0.25,0.01,0.03,0.0,14775.02,1100.0,1000.0,16252.52,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1476024.05,,1.58,1.1,9.09,0.8347,90.91,0.0056
2015-02-05,2100.0,30753.3,0.02,0.28,0.01,0.03,0.0,14644.43,1100.0,1000.0,16108.87,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1462978.38,,1.58,1.08,9.09,0.8347,90.91,0.0056
2015-02-06,2100.0,30949.18,0.02,0.28,0.01,0.03,0.0,14737.7,1100.0,1000.0,16211.48,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1472296.72,,1.57,1.1,9.09,0.8347,90.91,0.0056
2015-02-09,2100.0,30949.18,0.02,0.27,0.01,0.03,0.0,14737.7,1100.0,1000.0,16211.48,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1472296.72,,1.58,1.09,9.09,0.8347,90.91,0.0056
2015-02-10,2100.0,30949.18,0.02,0.27,0.01,0.03,0.0,14737.7,1100.0,1000.0,16211.48,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1472296.72,,1.58,1.09,9.09,0.8347,90.91,0.0057
2015-02-11,2100.0,31125.47,0.02,0.22,0.01,0.03,0.0,14821.65,1100.0,1000.0,16303.82,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1480683.22,,1.58,1.09,9.09,0.8347,90.91,0.0057
2015-02-12,2100.0,30733.71,0.02,0.19,0.01,0.03,0.0,14635.1,1100.0,1000.0,16098.61,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1462046.55,,1.59,1.08,9.09,0.8347,90.91,0.0057
2015-02-13,2100.0,30949.18,0.02,0.18,0.01,0.03,0.0,14737.7,1100.0,1000.0,16211.48,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1472296.72,,1.59,1.08,9.09,0.8347,90.91,0.0058
2015-02-16,2100.0,31203.83,0.02,0.17,0.01,0.03,0.0,14858.96,1100.0,1000.0,16344.86,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1484410.55,,1.58,1.09,9.02,0.8359,90.98,0.0058
2015-02-17,2100.0,31321.35,0.02,0.1,0.01,0.03,0.0,14914.93,1100.0,1000.0,16406.42,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.3,99900.0,1490001.55,,1.59,1.08,9.09,0.8347,90.91,0.0058
2015-02-18,2100.0,31340.94,0.02,0.1,0.01,0.03,0.0,14924.26,1100.0,1000.0,16416.68,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.27,99900.0,1490933.39,,1.6,1.09,9.09,0.8347,90.91,0.0051
2015-02-19,2100.0,31497.65,0.02,0.1,0.01,0.03,0.0,14998.88,1100.0,1000.0,16498.77,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.27,99900.0,1498388.05,,1.6,1.09,9.09,0.8347,90.91,0.0051
2015-02-20,2100.0,31497.65,0.02,0.08,0.01,0.03,0.0,14998.88,1100.0,1000.0,16498.77,,,,,,,,,,,,,,,,,,0.02,,,,1.09,0.27,99900.0,1498388.05,,1.61,1.09,9.09,0.8347,90.91,0.0051
2015-02-23,2100.0,31497.65,0.02,0.08,0.01,0.03,0.0,14998.88,1100.0,1000.0,16498.77,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.27,0.0,0.0,,0.0,100.0,9.09,0.8347,90.91,0.0051
2015-02-24,2100.0,31517.23,0.02,0.08,0.01,0.03,0.0,15008.21,1100.0,1000.0,16509.03,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.27,0.0,0.0,,0.0,100.0,9.09,0.8347,90.91,0.0051
2015-02-25,2100.0,31654.35,0.02,0.08,0.01,0.03,0.0,15073.5,1100.0,1000.0,16580.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.27,0.0,0.0,,0.0,100.0,9.09,0.8347,90.91,0.0051
2015-02-26,2100.0,31791.47,0.02,0.07,0.01,0.03,0.0,15138.79,1100.0,1000.0,16652.67,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.27,0.0,0.0,,0.0,100.0,9.09,0.8347,90.91,0.0051
2015-02-27,2100.0,31791.47,0.02,0.07,0.01,0.03,0.0,15138.79,1100.0,1000.0,16652.67,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.26,0.0,0.0,,0.0,100.0,9.08,0.835,90.92,0.005
2015-03-02,2100.0,31693.53,0.02,0.07,0.01,0.03,0.0,15092.16,1100.0,1000.0,16601.37,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.26,0.0,0.0,,0.0,100.0,9.09,0.8347,90.91,0.005
2015-03-03,2100.0,31105.88,0.02,0.07,0.01,0.03,0.0,14812.33,1100.0,1000.0,16293.56,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.26,0.0,0.0,,0.0,100.0,9.09,0.8347,90.91,0.005
2015-03-04,2100.0,30400.71,0.02,0.06,0.01,0.03,0.0,14476.53,1100.0,1000.0,15924.18,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.26,0.0,0.0,,0.0,100.0,9.09,0.8347,90.91,0.0049
2015-03-05,2100.0,30674.95,0.02,0.06,0.01,0.03,0.0,14607.12,1100.0,1000.0,16067.83,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.26,0.0,0.0,,0.0,100.0,9.09,0.8347,90.91,0.0049
2015-03-06,2100.0,31340.94,0.02,0.06,0.01,0.03,0.0,14924.26,1100.0,1000.0,16416.68,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.26,0.0,0.0,,0.0,100.0,9.09,0.8347,90.91,0.0049
2015-03-09,2100.0,31438.88,0.02,0.06,0.01,0.03,0.0,14970.9,1100.0,1000.0,16467.99,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.26,0.0,0.0,,0.0,100.0,9.09,0.8347,90.91,0.0049
2015-03-10,7741.0,115528.68,0.06,0.23,0.03,0.13,0.0,99112.0,1100.0,6641.0,16416.68,,,,,,5641.0,,,,,,,,,0.09,,,0.02,,,,100.0,0.25,0.0,0.0,,0.0,100.0,14.76,0.7236,83.76,0.0179
2015-03-11,5741.0,85680.17,0.05,0.17,0.02,0.09,0.0,84187.74,100.0,5641.0,1492.43,,,,,,,,0.02,,1000.0,,,,,,,1000.0,0.0,0.02,,,100.0,0.02,0.0,0.0,,0.0,100.0,1.7,0.9665,98.3,0.0133
2015-03-12,5741.0,85680.17,0.05,0.17,0.02,0.09,0.0,84187.74,100.0,5641.0,1492.43,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.02,0.0,0.0,,0.0,100.0,1.72,0.9663,98.28,0.0131
2015-03-13,6786.0,101276.02,0.05,0.2,0.03,0.11,0.0,84187.74,1145.0,5641.0,17088.28,,,,,,,,,,,,,,,,1045.0,,0.02,,,,0.26,0.26,437755.0,6533168.61,,7.02,0.26,16.62,0.7228,83.38,0.0155
2015-03-16,6786.0,101592.5,0.05,0.19,0.03,0.11,0.0,84450.83,1145.0,5641.0,17141.68,,,,,,,,,,,,,,,,,,0.02,,,,0.26,0.26,440187.0,6589993.98,,7.04,0.26,16.52,0.7242,83.48,0.0154
2015-03-17,6786.0,101916.04,0.05,0.19,0.03,0.11,0.0,84719.77,1145.0,5641.0,17196.27,,,,,,,,,,,,,,,,,,0.02,,,,0.26,0.26,444368.0,6673773.52,,7.11,0.26,16.63,0.7227,83.37,0.0152
2015-03-18,6786.0,102110.17,0.05,0.19,0.03,0.11,0.0,84881.14,1145.0,5641.0,17229.02,,,,,,,,,,,,,,,,,,0.02,,,,0.26,0.26,445815.0,6708258.74,,6.99,0.25,16.43,0.7253,83.57,0.0152
2015-03-19,6786.0,102563.13,0.05,0.19,0.03,0.11,0.0,85257.68,1145.0,5641.0,17305.45,,,,,,,,,,,,,,,,,,0.02,,,,0.26,0.26,445815.0,6738016.54,,7.04,0.26,16.87,0.7195,83.13,0.0152
2015-03-20,6786.0,104439.68,0.05,0.19,0.03,0.11,0.0,86817.6,1145.0,5641.0,17622.08,,,,,,,,,,,,,,,,,,0.02,,,,0.25,0.25,449325.0,6915319.38,,7.11,0.25,16.89,0.7193,83.11,0.0151
2015-03-23,6786.0,104116.13,0.05,0.18,0.03,0.11,0.0,86548.65,1145.0,5641.0,17567.49,,,,,,,,,,,,,,,,,,0.02,,,,0.25,0.25,450471.0,6911479.29,,7.24,0.25,16.89,0.7193,83.11,0.015
2015-03-24,6786.0,103792.59,0.05,0.18,0.03,0.11,0.0,86279.69,1145.0,5641.0,17512.9,,,,,,,,,,,,,,,,,,0.02,,,,0.25,0.25,451823.0,6910680.71,,7.26,0.25,17.0,0.7179,83.0,0.015
2015-03-25,18786.0,292707.94,0.15,0.52,0.08,0.31,0.0,274867.49,13145.0,17641.0,204814.53,,,,,,12000.0,,,,,,,,,0.2,12000.0,,0.21,,,,100.0,2.89,0.0,0.0,,0.0,100.0,29.02,0.5111,65.07,0.0413
2015-03-26,18786.0,291991.39,0.15,0.47,0.08,0.32,0.0,274194.62,13145.0,17641.0,204313.15,,,,,,,,,,,,,,,,,,0.22,,,,100.0,2.88,0.0,0.0,,0.0,100.0,28.48,0.5146,65.57,0.0412
2015-03-27,7508.0,117055.05,0.06,0.18,0.03,0.12,0.0,99203.69,1867.0,6363.0,29107.86,,,,,,,,0.19,,11278.0,,,,,,,11278.0,0.03,0.2,,,100.0,0.41,0.0,0.0,,0.0,100.0,15.17,0.5923,74.78,0.0165
2015-03-30,8858.0,141903.49,0.07,0.21,0.04,0.15,0.0,123560.81,3217.0,7713.0,51535.73,,,445.0,,,1350.0,,,,,,,,445.0,0.02,905.0,,0.05,,,,0.71,0.71,452770.0,7253290.21,,7.44,0.71,23.72,0.4749,63.41,0.0194
2015-03-31,7876.0,127448.78,0.06,0.23,0.03,0.13,0.0,108920.48,2235.0,6731.0,36166.58,,,,,,,,0.02,,982.0,,,,,,,982.0,0.04,0.02,,,0.49,0.49,453752.0,7342577.24,,7.64,0.49,14.76,0.5482,71.18,0.0173
2015-04-01,7876.0,130377.77,0.06,0.23,0.03,0.13,0.0,111423.67,2235.0,6731.0,36997.76,,,,,,,,,,,,,,,,,,0.04,,,,0.49,0.49,456280.0,7553170.41,,7.77,0.48,14.79,0.5478,71.14,0.0172
2015-04-02,7876.0,129401.44,0.06,0.23,0.03,0.13,0.0,110589.27,2235.0,6731.0,36720.7,,,,,,,,,,,,,,,,,,0.04,,,,0.49,0.49,457850.0,7522403.5,,7.92,0.48,15.05,0.5419,70.62,0.0171
2015-04-03,7876.0,129401.44,0.06,0.25,0.03,0.13,0.0,110589.27,2235.0,6731.0,36720.7,,,,,,,,,,,,,,,,,,0.04,,,,0.49,0.49,457850.0,7522403.5,,7.88,0.48,15.1,0.541,70.54,0.0171
2015-04-06,7876.0,129401.44,0.06,0.25,0.03,0.13,0.0,110589.27,2235.0,6731.0,36720.7,,,,,,,,,,,,,,,,,,0.04,,,,0.49,0.49,457850.0,7522403.5,,7.88,0.48,15.07,0.5399,70.44,0.0171
2015-04-07,8991.0,148235.12,0.07,0.29,0.04,0.16,0.0,129357.44,3350.0,7846.0,55231.64,,,1115.0,0.02,,,,,1115.0,,,,0.02,1115.0,,,,0.06,,,,0.73,0.73,454729.0,7497142.65,,7.87,0.74,24.53,0.4702,62.76,0.0196
2015-04-08,8933.0,145319.7,0.07,0.29,0.04,0.16,0.0,126693.14,3292.0,7788.0,53553.39,,,,,,,,0.0,,58.0,,,,,,,58.0,0.06,0.0,,,0.71,0.71,462299.0,7520558.78,,7.99,0.71,23.85,0.4755,63.44,0.0192
2015-04-09,8933.0,148215.87,0.07,0.29,0.04,0.16,0.0,129218.09,3292.0,7788.0,54620.69,,,1113.0,,,,,0.02,,1113.0,,,,1113.0,,,,0.06,,,,0.7,0.7,470096.0,7799808.38,,8.06,0.7,23.73,0.4785,63.76,0.0189
2015-04-10,8838.0,146302.53,0.07,0.28,0.04,0.16,0.0,127348.43,3197.0,7693.0,52922.52,,,,,,,,0.0,,95.0,,,,,,,95.0,0.06,0.0,,,0.68,0.68,470191.0,7783450.4,,8.19,0.68,23.31,0.4776,63.76,0.0187
2015-04-13,8308.0,137845.9,0.07,0.28,0.03,0.15,0.0,118848.12,2667.0,7163.0,44250.73,,,,,,,,0.01,,530.0,,,,,,,530.0,0.05,0.01,,,0.55,0.55,479427.0,7954627.85,,8.34,0.56,18.31,0.5146,68.0,0.0172
2015-04-14,7991.0,132052.86,0.06,0.28,0.03,0.14,0.0,113131.51,2350.0,6846.0,38834.22,,,,,,,,0.01,,317.0,,,,,,,317.0,0.04,0.01,,,0.48,0.48,485735.0,8026867.43,,8.43,0.48,14.97,0.5438,70.79,0.0164
