,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_y,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity
2020-10-12,1302298.0,21435825.08,0.89,4.05,0.83,21.54,0.0,16756461.06,1113527.0,1018011.0,18328654.42,,,23686.0,0.32,,,,0.8,12593.0,53571.0,,,0.32,23686.0,,18454.0,53058.0,18.31,0.69,,,5.27,5.27,20003568.0,329258729.28,,326.59,5.31,22.49,0.2834,46.78,0.0617
2020-10-13,1453436.0,23254976.0,1.0,4.53,0.92,24.06,0.0,19108080.0,1212786.0,1194255.0,19404576.0,,,75983.0,1.46,,107727.0,,0.19,82330.0,11628.0,,,1.46,75983.0,1.72,34904.0,13813.0,19.84,0.22,,,5.74,5.74,19900226.0,318403616.0,,325.21,5.75,20.72,0.2496,43.35,0.0688
2020-10-14,1535914.0,24421032.6,1.05,4.8,0.97,24.84,0.0,19149864.6,1281581.0,1204394.0,20377137.9,,,81865.0,0.33,,,,0.24,35363.0,13070.0,,,0.33,81865.0,,,25224.0,20.53,0.56,,,6.04,6.04,19929096.0,316872626.4,,317.89,6.07,19.18,0.2566,44.85,0.0724
2020-10-15,1584234.0,24777419.76,1.09,5.24,1.0,25.38,1.0,19232930.28,1306914.0,1229727.0,20440134.96,,,64633.0,1.04,,,,0.77,69431.0,45895.0,,,1.04,64633.0,,6595.0,44098.0,20.75,0.77,,,6.13,6.13,20018806.0,313094125.84,,317.63,6.13,21.14,0.2802,46.76,0.0743
2020-10-16,1397591.0,22179769.17,0.96,4.78,0.89,22.1,0.0,15163546.95,1078105.0,955485.0,17109526.35,,,14044.0,0.02,,,,3.93,2996.0,242853.0,,,0.02,14044.0,,,277238.0,17.01,4.62,,,5.08,5.08,20140348.0,319627322.76,,315.24,5.12,10.4,0.2935,50.76,0.0659
2020-10-19,1804802.0,28353439.42,1.24,6.2,1.14,28.74,1.0,14132998.78,1510729.0,899618.0,23733552.59,,,119080.0,0.27,,,,0.62,15742.0,38142.0,,,0.27,119080.0,,351686.0,71609.0,23.94,1.06,,,7.11,7.11,19735708.0,310047972.68,,311.71,7.13,29.77,0.249,37.85,0.0849
2020-10-20,1772927.0,27409451.42,1.22,6.19,1.12,27.92,1.0,12934609.0,1597142.0,836650.0,24691815.32,,,91445.0,0.12,,,,0.57,9104.0,34322.0,,,0.12,91445.0,,29290.0,72072.0,24.98,1.16,,,7.56,7.56,19536976.0,302041648.96,,305.62,7.56,33.78,0.2777,38.62,0.0839
2020-10-21,1828217.0,27953437.93,1.25,6.39,1.16,28.63,1.0,12979573.97,1638505.0,848893.0,25052741.45,,,14005.0,0.17,,,,0.24,12243.0,11395.0,,,0.17,14005.0,,38753.0,,25.28,,,,7.77,7.77,19459436.0,297534776.44,,300.64,7.76,32.56,0.2666,38.2,0.0867
2020-10-22,2270454.0,34329264.48,1.56,7.95,1.44,35.16,1.0,13194437.76,2074975.0,872648.0,31373622.0,,,,,,35664.0,,2.2,,138530.0,,,,,0.55,575000.0,11909.0,31.69,0.19,,,9.83,9.83,19028848.0,287716181.76,,292.08,9.79,29.61,0.3304,48.4,0.1076
2020-10-23,2169274.0,33233277.68,1.49,7.82,1.38,33.27,1.0,12290408.72,1998355.0,802246.0,30614798.6,,,4629.0,,,,,1.36,,81249.0,,,,4629.0,,,70402.0,30.26,1.12,,,9.52,9.52,18998464.0,291056468.48,,288.48,9.49,30.95,0.354,50.14,0.1033
2020-10-26,2066600.0,30337688.0,1.42,7.67,1.31,32.01,1.0,10817853.48,1920273.0,736911.0,28189607.64,,,2098.0,,,,,1.16,,80180.0,,,,2098.0,,,65335.0,29.23,0.97,,,9.28,9.28,18775384.0,275622637.12,,287.42,9.23,32.4,0.3892,52.89,0.0999
2020-10-27,1820649.0,25561911.96,1.25,6.76,1.15,26.78,1.0,9867073.32,1681941.0,702783.0,23614451.64,,,,,,,,3.94,,238332.0,,,,,,,34128.0,24.5,1.13,,,8.13,8.13,19014244.0,266959985.76,,280.27,8.04,33.4,0.3643,49.68,0.088
2020-10-28,1885561.0,24681993.49,1.29,6.8,1.2,26.6,1.0,10176309.99,1737646.0,777411.0,22745786.14,,,17656.0,0.77,,,,0.5,74628.0,22106.0,,,0.77,17656.0,,60155.0,,24.13,,,,8.39,8.39,18964186.0,248241194.74,,268.78,8.24,32.87,0.3384,47.23,0.0911
2020-10-29,2038353.0,27415847.85,1.4,6.9,1.29,26.87,1.0,12464357.1,1766061.0,926718.0,23753520.45,,,34433.0,0.0,,136785.0,,0.42,12522.0,25877.0,,,0.0,34433.0,1.84,19859.0,,23.26,,,,8.54,8.54,18906212.0,254288551.4,,254.4,8.38,30.65,0.2952,43.55,0.0986
2020-10-30,1913946.0,25914828.84,1.31,6.39,1.21,25.86,1.0,11127253.24,1645431.0,821806.0,22279135.74,,,,0.33,,,,1.57,21951.0,124127.0,,,0.33,,,3497.0,126863.0,22.16,1.53,,,7.9,7.9,19179732.0,259693571.28,,263.01,7.77,24.68,0.2928,46.59,0.0919
2020-11-02,1898768.0,26734653.44,1.3,6.54,1.2,25.9,1.0,12866698.24,1630253.0,913828.0,22953962.24,,,67685.0,1.28,,,,1.43,92022.0,108557.0,,,1.28,67685.0,,25694.0,,22.23,,,,7.82,7.82,19205252.0,270409948.16,,265.79,7.72,28.07,0.2642,41.03,0.0911
2020-11-03,1720899.0,24866990.55,1.18,6.09,1.09,24.32,1.0,13756602.3,1559730.0,952014.0,22538098.5,,,123242.0,2.44,,,,2.89,148377.0,218900.0,,,2.44,123242.0,,25135.0,110191.0,21.99,1.53,,,7.49,7.49,19277018.0,278552910.1,,274.66,7.41,32.45,0.2679,38.49,0.0826
2020-11-04,1901398.0,27304075.28,1.3,6.83,1.21,27.43,1.0,14835876.04,1670559.0,1033139.0,23989227.24,,,141243.0,1.91,,,,1.9,116807.0,139724.0,,,1.91,141243.0,,109310.0,35682.0,24.02,0.5,,,8.01,8.01,19176752.0,275378158.72,,279.3,7.92,35.28,0.2697,36.17,0.0912
2020-11-05,1921735.0,29037415.85,1.32,6.58,1.22,27.78,1.0,16395815.67,1647640.0,1085097.0,24895840.4,,,29773.0,0.88,,,,0.72,54842.0,52692.0,,,0.88,29773.0,,,2884.0,23.8,0.09,,,7.9,7.9,19217964.0,290383436.04,,279.29,7.85,33.05,0.2524,35.23,0.0921
2020-11-06,2241195.0,34110987.9,1.54,7.57,1.42,33.9,1.0,13803428.94,2038881.0,906927.0,31031768.82,,,319719.0,,,,,5.06,,366978.0,,,,319719.0,,438500.0,178170.0,30.78,2.19,,,9.78,9.78,18810496.0,286295749.12,,285.26,9.74,26.41,0.2044,27.17,0.1075
2020-11-09,2421622.0,38745952.0,1.66,8.09,1.54,37.21,1.0,13377024.0,2187765.0,836064.0,35004240.0,,,57380.0,,,,,3.89,,258496.0,,,,57380.0,,350000.0,70863.0,33.55,0.87,,,10.47,10.47,18708472.0,299335552.0,,287.05,10.47,21.9,0.2415,38.54,0.1159
2020-11-10,2171508.0,36872205.84,1.49,7.12,1.38,35.09,1.0,10742889.42,1994348.0,632679.0,33864029.04,,,60304.0,1.01,,,,7.84,47384.0,541561.0,,,1.01,60304.0,,287840.0,250769.0,32.06,3.66,,,9.51,9.51,18981376.0,322303764.48,,305.37,9.5,13.17,0.3703,58.01,0.1035
2020-11-11,2195195.0,36659756.5,1.51,6.98,1.39,37.35,1.0,10294548.0,1992818.0,616440.0,33280060.6,,,38606.0,,,12500.0,,0.89,,52636.0,,,,38606.0,0.21,12500.0,28739.0,33.89,0.14,,,9.57,9.57,18820358.0,314299978.6,,316.84,9.66,12.49,0.3662,57.73,0.1055
2020-11-12,2204895.0,36733550.7,1.51,7.01,1.4,36.78,1.0,7543847.92,2058567.0,452812.0,34295726.22,,,4155.0,,,,,1.39,,75103.0,,,,4155.0,,136697.0,163628.0,34.3,2.91,,,9.9,9.9,18734076.0,312109706.16,,310.5,9.95,17.88,0.3678,57.21,0.106
2020-11-13,2774726.0,46171440.64,1.9,8.9,1.76,46.3,1.0,16618983.68,2475960.0,998737.0,41199974.4,,,277323.0,9.38,,27216.0,,0.44,561227.0,26594.0,,,9.38,277323.0,0.5,166664.0,42518.0,41.2,0.71,,,12.14,12.14,17911468.0,298046827.52,,296.52,12.2,39.77,0.3598,44.43,0.1361
2020-11-16,2855595.0,48459447.15,1.96,9.19,1.81,47.57,1.0,18454247.11,2551429.0,1087463.0,43297750.13,,,341.0,1.76,,,,0.66,108085.0,39009.0,,,1.76,341.0,,114137.0,19359.0,42.5,0.36,,,12.52,12.52,17826708.0,302519234.76,,295.5,12.57,42.41,0.3699,43.15,0.1401
2020-11-17,2870395.0,48394859.7,1.97,9.11,1.82,48.74,1.0,18584154.18,2603849.0,1102263.0,43900894.14,,,57073.0,,,57073.0,,0.13,,7857.0,,,,57073.0,0.99,3204.0,42273.0,44.09,0.39,,,12.72,12.72,17864840.0,301201202.4,,302.65,12.72,41.85,0.3626,42.88,0.1402
2020-11-18,3074271.0,51125126.73,2.11,9.78,1.95,51.98,1.0,18340129.42,2803882.0,1102834.0,46628557.66,,,10025.0,0.54,,,,1.04,31639.0,59873.0,,,0.54,10025.0,,249881.0,31068.0,47.21,0.59,,,13.66,13.66,17717740.0,294646016.2,,298.3,13.66,37.45,0.3707,47.62,0.1498
2020-11-19,3013648.0,48911507.04,2.07,9.68,1.91,50.16,1.0,18009294.9,2747369.0,1109630.0,44589798.87,,,29906.0,0.38,,,,0.38,26322.0,19906.0,,,0.38,29906.0,,5959.0,19526.0,45.64,0.56,1.22,,13.42,13.42,17719844.0,287593068.12,72472.0,294.64,13.41,37.33,0.3626,46.78,0.1472
2020-11-20,2918451.0,47950149.93,2.0,9.33,1.85,47.51,1.0,17667096.85,2680810.0,1075295.0,44045708.3,,,13201.0,,,,,1.91,,103399.0,,,,13201.0,,23639.0,34335.0,43.62,0.86,,,13.17,13.17,17669766.0,290314255.38,,289.13,13.11,37.64,0.3785,48.21,0.1434
2020-11-23,3110199.0,52189139.22,2.13,10.01,1.97,51.24,1.0,19420601.48,2759414.0,1157366.0,46302966.92,,63309.0,58536.0,1.78,1.04,,,0.66,111029.0,43241.0,,63309.0,1.78,58536.0,,,28958.0,45.48,0.32,,,13.51,13.51,17667314.0,296457528.92,,292.04,13.47,34.45,0.35,46.92,0.1523
2020-11-24,3129396.0,54701842.08,2.15,10.14,1.98,52.38,1.0,20247643.36,2774663.0,1158332.0,48501109.24,,,18231.0,0.36,,,,0.04,18231.0,2982.0,,,0.36,18231.0,,,17265.0,46.58,0.11,,,13.58,13.58,17653932.0,308590731.36,,297.24,13.55,33.61,0.3436,46.6,0.1532
2020-11-25,3105538.0,54346915.0,2.13,9.91,1.97,54.04,1.0,19966065.0,2749249.0,1140918.0,48111857.5,,,,,,,,0.31,,25414.0,,,,,,,17414.0,47.93,0.1,,,13.45,13.45,17689160.0,309560300.0,,307.91,13.47,33.87,0.3493,47.1,0.1519
2020-11-26,3079363.0,53426948.05,2.11,9.73,1.95,53.73,1.0,19630657.5,2727281.0,1131450.0,47318325.35,,,,,,7239.0,,0.51,,29207.0,,,,,0.13,7239.0,16707.0,47.66,0.28,,,13.36,13.36,17686456.0,306860011.6,,308.23,13.39,34.16,0.3537,47.58,0.1508
2020-11-27,2832995.0,49435762.75,1.94,8.96,1.8,48.95,1.0,16981833.95,2569002.0,973171.0,44829084.9,,,,0.81,,,,3.71,46396.0,204675.0,,,0.81,,,46396.0,204675.0,44.45,3.72,,,12.63,12.63,17771748.0,310117002.6,,307.32,12.64,33.95,0.3883,51.91,0.1393
2020-11-30,2771134.0,47469525.42,1.9,8.84,1.76,48.35,1.0,15041835.87,2515432.0,878099.0,43089350.16,,,42127.0,,,,,1.58,,95697.0,,,,42127.0,,,95072.0,43.86,1.54,,,13.37,13.37,16294436.0,279123688.68,,283.55,13.4,33.31,0.398,53.21,0.1473
2020-12-01,2693342.0,46325482.4,1.85,8.34,1.71,45.84,1.0,14537491.6,2482536.0,845203.0,42699619.2,,,2990.0,0.24,,,,0.81,13500.0,46396.0,,,0.24,2990.0,,10510.0,46396.0,42.28,0.79,,,13.2,13.2,16320390.0,280710708.0,,278.66,13.17,34.37,0.4205,54.7,0.1432
2020-12-02,2644465.0,45193906.85,1.81,8.27,1.68,45.21,1.0,13609211.34,2448384.0,796326.0,41842882.56,,,,,,,,0.57,,34152.0,,,,,,,48877.0,41.89,0.81,,,13.07,13.07,16282044.0,278260131.96,,278.96,13.06,33.24,0.4259,55.89,0.1412
2020-12-03,2614702.0,44188463.8,1.79,8.29,1.66,44.53,1.0,12954914.7,2403896.0,766563.0,40625842.4,,,7898.0,,,25238.0,,1.21,,69726.0,,,,7898.0,0.45,17340.0,55001.0,40.91,0.97,,,12.75,12.75,16444660.0,277914754.0,,280.02,12.75,33.13,0.4315,56.51,0.1387
2020-12-04,2608581.0,44345877.0,1.79,8.28,1.65,44.16,1.0,12927514.0,2397775.0,760442.0,40762175.0,,,1180.0,,,,,0.14,,7304.0,,,,1180.0,,3.0,6121.0,40.63,0.12,,,12.77,12.77,16379749.0,278455733.0,,277.49,12.77,33.11,0.4345,56.79,0.1389
2020-12-07,2408854.0,41311846.1,1.65,7.58,1.53,40.87,1.0,9616262.25,2237548.0,560715.0,38373948.2,,,,,,,,3.39,,199727.0,,,,,,39500.0,199727.0,38.0,3.36,,,11.93,11.93,16523596.0,283379671.4,,281.35,11.9,27.39,0.4606,61.88,0.1284
2020-12-08,2055910.0,34806556.3,1.41,6.38,1.3,35.01,1.0,3679329.18,2021818.0,217326.0,34229378.74,,,,0.19,,,,3.66,11000.0,215730.0,,,0.19,,,,354389.0,34.48,6.02,,,10.77,10.77,16743318.0,283464373.74,,287.16,10.72,13.6,0.5653,73.66,0.1096
2020-12-09,2037674.0,34640458.0,1.4,6.44,1.29,34.53,1.0,3048151.0,2003582.0,179303.0,34060894.0,,,,,,,,0.63,,36690.0,,,,,,18454.0,38023.0,33.97,0.65,,,10.78,10.78,16576524.0,281800908.0,,281.14,10.78,14.84,0.5779,74.3,0.1097
2020-12-10,1917182.0,31614331.18,1.32,6.55,1.22,32.33,1.0,2920428.47,1896290.0,177103.0,31269822.1,,,19746.0,,,,,2.34,,138038.0,,,,19746.0,,11000.0,2200.0,32.03,0.04,,,10.22,10.22,16661554.0,274749025.46,,281.59,10.21,9.58,0.6479,79.66,0.1033
2020-12-11,2036721.0,33870670.23,1.4,7.07,1.29,33.64,1.0,2377325.02,2024329.0,142954.0,33664591.27,,,83101.0,,,,,0.31,,13064.0,,,,83101.0,,58002.0,34149.0,33.44,0.58,,,10.92,10.92,16515431.0,274651617.53,,272.9,10.92,17.7,0.5826,74.06,0.1099
2020-12-14,2014696.0,34531889.44,1.38,7.06,1.28,33.46,1.0,2072723.06,2002304.0,120929.0,34319490.56,,,13131.0,,,,,0.57,,35156.0,,,,13131.0,,,22025.0,33.29,0.38,,,10.79,10.79,16552536.0,283710467.04,,276.57,10.74,17.93,0.5967,74.97,0.1086
2020-12-15,1912989.0,32941670.58,1.31,6.72,1.21,32.66,1.0,2082397.38,1900597.0,120929.0,32728280.34,,,,,,,,1.6,,101707.0,,,,,,,,32.53,,,,10.24,10.24,16661967.0,286919071.74,,285.4,10.23,17.5,0.6014,75.38,0.1031
2020-12-16,2045975.0,35681804.0,1.4,7.19,1.3,35.05,1.0,2390727.52,2017429.0,137083.0,35183961.76,,,38291.0,,,16154.0,,,,,,,,38291.0,0.28,78541.0,,34.66,,,,10.87,10.87,16549059.0,288615588.96,,284.93,10.84,17.41,0.5787,73.87,0.1102
2020-12-17,1933848.0,33958370.88,1.3,7.05,1.21,33.56,1.0,714814.92,1921053.0,40707.0,33733690.68,,,,,,,,1.65,,96376.0,,,,,,,96376.0,33.31,1.53,,,10.35,10.35,16639415.0,292188127.4,,289.53,10.32,13.63,0.6341,78.27,0.1042
2020-12-18,1862277.0,32887811.82,1.26,6.91,1.16,32.71,1.0,1199555.5,1846121.0,67925.0,32602496.86,,,20457.0,0.49,,,,2.37,27218.0,136708.0,,,0.49,20457.0,,41319.0,,32.38,,,,9.96,9.96,16694679.0,294828031.14,,293.0,9.95,5.72,0.6876,82.47,0.1004
2020-12-21,1985569.0,33675250.24,1.34,7.26,1.24,34.99,1.0,3713527.68,1876987.0,218958.0,31833699.52,,,38637.0,1.1,,90978.0,,0.74,60055.0,42328.0,,,1.1,38637.0,1.54,34557.0,,33.08,,,,10.13,10.13,16648701.0,282361968.96,,292.34,10.17,6.63,0.603,76.86,0.1072
2020-12-22,1983421.0,34154509.62,1.34,7.47,1.24,33.8,1.0,1278223.38,1970626.0,74229.0,33934179.72,,,,,,,,4.17,,225561.0,,,,,,319200.0,144729.0,33.55,2.56,,,10.64,10.64,16557860.0,285126349.2,,281.84,10.64,17.82,0.6253,76.97,0.107
2020-12-23,1888121.0,32966592.66,1.27,7.5,1.18,32.53,1.0,512660.52,1884759.0,29362.0,32907892.14,,,50689.0,,,,,2.25,,136556.0,,,,50689.0,,,44867.0,32.44,0.76,,,10.17,10.17,16646755.0,290652342.3,,287.04,10.15,16.48,0.6872,81.23,0.1019
2020-12-24,1895372.0,33396454.64,1.28,7.72,1.18,33.1,1.0,645121.06,1892010.0,36613.0,33337216.2,,,7251.0,,,7251.0,,,,,,,,7251.0,0.13,,,33.01,,,,10.2,10.2,16657138.0,293498771.56,,290.96,10.19,16.42,0.6813,80.88,0.1022
2020-12-25,1895372.0,33396454.64,1.28,7.95,1.18,33.3,1.0,645121.06,1892010.0,36613.0,33337216.2,,,,,,,,,,,,,,,,,,33.22,,,,10.2,10.2,16654638.0,293454721.56,,291.22,10.24,16.47,0.6807,80.83,0.1022
2020-12-28,1902501.0,34054767.9,1.28,7.98,1.19,33.58,1.0,782981.8,1899139.0,43742.0,33994588.1,,,12568.0,0.13,,,,0.21,7129.0,12568.0,,,0.13,12568.0,,7129.0,,33.49,,,,10.27,10.27,16597861.0,297101711.9,,292.48,10.27,16.36,0.6753,80.52,0.1029
2020-12-29,1934801.0,34652285.91,1.31,8.15,1.21,34.58,1.0,1023216.21,1927358.0,57131.0,34518981.78,,,16454.0,0.2,,2330.0,,,11059.0,,,,0.2,16454.0,0.04,11765.0,,34.42,,,,10.42,10.42,16569448.0,296758813.68,,295.86,10.42,17.03,0.6538,79.02,0.1046
2020-12-30,1930918.0,34351031.22,1.3,8.46,1.21,34.5,1.0,1257735.21,1920971.0,70699.0,34174074.09,,,6759.0,0.24,,,,0.38,13568.0,21146.0,,,0.24,6759.0,,8000.0,,34.29,,,,10.39,10.39,16565179.0,294694534.41,,295.48,10.4,15.94,0.6528,79.18,0.1045
2020-12-31,1962586.0,34953656.66,1.32,8.78,1.23,35.15,1.0,1683882.07,1941656.0,94547.0,34580893.36,,,20685.0,0.42,,,,,23848.0,,,,0.42,20685.0,,,,34.76,,,,10.53,10.53,16506276.0,293976775.56,,295.13,10.54,15.52,0.632,77.9,0.1064
2021-01-01,1962586.0,34953656.66,1.32,9.09,1.23,35.05,1.0,1683882.07,1941656.0,94547.0,34580893.36,,,,,,,,,,,,,,,,,,34.65,,,,10.52,10.52,16515740.0,294145329.4,,295.06,10.51,15.56,0.6315,77.86,0.1063
2021-01-04,1968532.0,34764275.12,1.33,9.12,1.23,35.01,1.0,1669700.02,1947602.0,94547.0,34394651.32,,,5946.0,,,,,,,,,,,5946.0,,,,34.62,,,,10.51,10.51,16578822.0,292781996.52,,294.6,10.51,15.6,0.6261,77.5,0.1063
2021-01-05,2015482.0,34887993.42,1.36,9.34,1.26,35.5,1.0,2632937.55,1988552.0,152105.0,34421835.12,,,51558.0,1.02,,,,0.72,59888.0,40179.0,,,1.02,51558.0,,29571.0,2330.0,35.04,0.04,,,10.77,10.77,16470794.0,285109444.14,,289.83,10.79,14.87,0.5968,75.6,0.1092
2021-01-06,1889101.0,34306074.16,1.27,8.5,1.18,32.72,1.0,1098916.08,1859146.0,60513.0,33762091.36,,,,,,,,2.39,,131017.0,,,,,,1611.0,91592.0,32.15,1.58,,,10.04,10.04,16663902.0,302616460.32,,289.79,9.99,13.56,0.6772,81.13,0.102
2021-01-07,1695403.0,31025874.9,1.14,7.3,1.06,30.86,1.0,831369.0,1675973.0,45430.0,30670305.9,,,3000.0,,,,,3.2,,186173.0,,,,3000.0,,,15083.0,30.49,0.26,,,9.06,9.06,16827388.0,307941200.4,,305.77,9.07,4.23,0.8468,91.91,0.0916
2021-01-08,1618419.0,30312987.87,1.09,7.11,1.01,29.76,1.0,850903.9,1598989.0,45430.0,29949063.97,,,,,,,,1.15,,63152.0,,,,,,,,29.37,,0.25,,8.65,8.65,16877188.0,316109731.24,13832.0,310.04,8.65,1.32,0.9203,95.91,0.0876
2021-01-11,1600136.0,29218483.36,1.08,6.98,1.0,30.14,1.0,829551.8,1580706.0,45430.0,28863691.56,,,,,,,,0.36,,20358.0,,,,,,2075.0,,29.76,,,,8.57,8.57,16857856.0,307824450.56,,315.65,8.61,1.26,0.9258,96.2,0.0868
2021-01-12,1594136.0,29268336.96,1.08,6.79,1.0,29.04,1.0,723934.8,1580706.0,39430.0,29021762.16,,,660.0,,,,,0.08,,660.0,,,,660.0,,,6000.0,28.76,0.12,,,8.56,8.56,16880470.0,309925429.2,,307.59,8.55,1.31,0.9326,96.56,0.0864
2021-01-13,1596257.0,28908214.27,1.08,6.83,1.0,29.35,1.0,714077.3,1582827.0,39430.0,28664996.97,,,2121.0,,,,,,,,,,,2121.0,,,,29.08,,,,8.5,8.5,17044628.0,308678213.08,,312.13,8.52,1.28,0.9332,96.59,0.0857
2021-01-14,1629405.0,29850699.6,1.1,7.19,1.02,29.58,1.0,1171399.12,1591464.0,63941.0,29155620.48,,,,,,30116.0,,0.1,,5605.0,,,,,0.57,14242.0,5605.0,28.84,0.1,,,8.54,8.54,17036952.0,312116960.64,,309.07,8.53,3.16,0.8897,94.26,0.0875
2021-01-15,1646089.0,30403263.83,1.11,7.31,1.03,30.33,1.0,1497695.36,1612611.0,81088.0,29784925.17,,,21610.0,0.38,,,,0.01,21610.0,463.0,,,0.38,21610.0,,,4463.0,29.68,0.08,,,8.67,8.67,16976748.0,313560535.56,,311.73,8.69,4.52,0.8722,93.27,0.0886
2021-01-18,1648709.0,30501116.5,1.11,7.22,1.03,30.5,1.0,1548598.0,1615231.0,83708.0,29881773.5,,,2620.0,0.05,,,,,2620.0,,,,0.05,2620.0,,,,29.86,,,,8.62,8.62,17121220.0,316742570.0,,316.23,8.63,4.69,0.8693,93.11,0.088
2021-01-19,2066405.0,38042516.05,1.39,9.07,1.29,38.11,1.0,7508665.78,1939381.0,407858.0,35704004.21,,,23219.0,0.26,,309613.0,,,14537.0,,,,0.26,23219.0,5.72,300931.0,,35.75,,,,10.27,10.27,16946724.0,311989188.84,,312.71,10.26,21.47,0.5723,72.4,0.1094
2021-01-20,2204743.0,40589318.63,1.49,9.66,1.38,40.68,1.0,7286346.62,2089795.0,395782.0,38473125.95,,,144048.0,0.11,,,,0.04,5757.0,1959.0,,,0.11,144048.0,,8325.0,17833.0,38.52,0.33,,,11.03,11.03,16849376.0,310197012.16,,310.43,11.04,20.29,0.6045,74.98,0.1164
2021-01-21,2053588.0,38463703.24,1.39,9.05,1.28,37.8,1.0,6946320.18,1924789.0,370866.0,36051297.97,,,,0.29,,,,3.34,17184.0,182190.0,,,0.29,,,17184.0,42100.0,35.41,0.78,,,10.18,10.18,16991608.0,318252817.84,,312.37,10.18,23.76,0.5881,72.89,0.1086
2021-01-22,2065831.0,37701415.75,1.39,8.98,1.29,38.36,1.0,6815973.5,1934420.0,373478.0,35303165.0,,,9631.0,0.18,,,,,9631.0,,,,0.18,9631.0,,,7019.0,35.92,0.08,,,10.28,10.28,16891368.0,308267466.0,,313.59,10.28,23.17,0.5799,72.48,0.1097
2021-01-25,2217307.0,39201987.76,1.5,9.58,1.38,40.63,1.0,8014450.08,2017161.0,453306.0,35663406.48,,,69555.0,1.39,,,,,79828.0,,,,1.39,69555.0,,13186.0,,36.92,,,,10.78,10.78,16694569.0,295159979.92,,304.89,10.8,21.92,0.5067,67.05,0.1185
2021-01-26,2152302.0,38719912.98,1.45,9.41,1.34,38.67,1.0,7531225.66,1982489.0,418634.0,35664977.11,,,,,,,,0.68,,34672.0,,,,,,,34672.0,35.55,0.77,,,10.45,10.45,16992128.0,305688382.72,,301.13,10.56,22.45,0.5339,69.2,0.1134
2021-01-27,2128042.0,37410978.36,1.44,9.37,1.33,38.47,1.0,7323634.62,1958529.0,416589.0,34430939.82,,,4970.0,,,,,0.55,,28930.0,,,,4970.0,,,2045.0,35.32,0.0,,,10.33,10.33,17006104.0,298967308.32,,305.79,10.35,22.14,0.5434,70.03,0.1122
2021-01-28,2123933.0,38613101.94,1.43,9.34,1.33,37.5,1.0,8021452.32,1952182.0,441224.0,35490668.76,,,13465.0,,,57637.0,,0.4,,21738.0,,,,13465.0,1.05,1926.0,33002.0,34.31,0.71,,,10.3,10.3,16994654.0,308962809.72,,300.18,10.26,20.26,0.534,69.95,0.1121
2021-01-29,2056791.0,37639275.3,1.39,8.87,1.28,37.02,1.0,7084607.1,1910467.0,387137.0,34961546.1,,,,,,,,0.6,,41715.0,,,,,,,54087.0,34.32,0.89,,,10.09,10.09,17020632.0,311477565.6,,309.27,9.99,20.18,0.5699,72.62,0.1086
2021-02-01,2025894.0,37337226.42,1.37,8.68,1.27,37.31,1.0,6719117.25,1906215.0,364575.0,35131542.45,,,5019.0,0.23,,,,0.14,8617.0,9271.0,,,0.23,5019.0,,,31179.0,35.07,0.56,,,10.04,10.04,17076268.0,314715619.24,,312.9,10.08,20.45,0.5916,74.04,0.1067
2021-02-02,1983542.0,36794704.1,1.34,8.52,1.24,36.68,1.0,6370051.45,1885039.0,343399.0,34967473.45,,,5336.0,0.28,,,,0.64,13304.0,34480.0,,,0.28,5336.0,,7968.0,34480.0,34.82,0.64,,,10.03,10.03,16907848.0,313640580.4,,312.17,10.03,22.44,0.6245,75.76,0.1055
2021-02-03,1966888.0,37174183.2,1.33,8.53,1.23,36.5,1.0,6261173.1,1872919.0,331279.0,35398169.1,,,,,,,,0.22,,12120.0,,,,,,,12120.0,34.74,0.22,,,9.96,9.96,16933516.0,320043452.4,,314.73,9.94,21.69,0.6322,76.49,0.1046
2021-02-04,1932462.0,36658804.14,1.3,7.98,1.21,36.71,1.0,5782454.37,1846461.0,304821.0,35027365.17,,,,,,,,0.5,,26458.0,,,,,,,26458.0,35.02,0.35,,,9.82,9.82,16947288.0,321490053.36,,320.95,9.84,20.2,0.6486,77.95,0.1028
2021-02-05,386556.0,7553304.24,0.26,1.56,0.24,7.36,0.0,5956202.34,284604.0,304821.0,5561162.16,,,,,,,,29.63,,1561857.0,,,,,,,,5.39,,,,1.57,1.57,17882028.0,349414827.12,,339.6,1.56,4.91,0.8399,91.48,0.0213
